Date,VHT
2022-06-13,209.4808807373047
2022-06-14,207.70216369628906
2022-06-15,210.017333984375
2022-06-16,206.59158325195312
2022-06-17,207.25039672851562
2022-06-21,212.6149444580078
2022-06-22,215.72073364257812
2022-06-23,221.17234802246094
2022-06-24,224.9308319091797
2022-06-27,225.6484832763672
2022-06-28,221.57843017578125
2022-06-29,223.30654907226562
2022-06-30,222.3905487060547
2022-07-01,225.22354125976562
2022-07-05,224.89300537109375
2022-07-06,226.09231567382812
2022-07-07,227.78268432617188
2022-07-08,228.52870178222656
2022-07-11,227.14999389648438
2022-07-12,224.42086791992188
2022-07-13,222.69273376464844
2022-07-14,221.8428192138672
2022-07-15,226.92333984375
2022-07-18,222.1733856201172
2022-07-19,226.26231384277344
2022-07-20,224.80804443359375
2022-07-21,228.16986083984375
2022-07-22,226.78167724609375
2022-07-25,227.82994079589844
2022-07-26,228.84034729003906
2022-07-27,230.78565979003906
2022-07-28,232.01332092285156
2022-07-29,231.1634063720703
2022-08-01,229.30307006835938
2022-08-02,229.12364196777344
2022-08-03,231.4183807373047
2022-08-04,230.89898681640625
2022-08-05,231.2106475830078
2022-08-08,232.2305145263672
2022-08-09,230.81399536132812
2022-08-10,233.84532165527344
2022-08-11,232.2210693359375
2022-08-12,235.186279296875
2022-08-15,236.49891662597656
2022-08-16,235.34681701660156
2022-08-17,233.51480102539062
2022-08-18,232.48548889160156
2022-08-19,232.5515594482422
2022-08-22,229.43528747558594
2022-08-23,226.72503662109375
2022-08-24,227.4993896484375
2022-08-25,230.06796264648438
2022-08-26,223.2310028076172
2022-08-29,221.54061889648438
2022-08-30,219.79364013671875
2022-08-31,218.66989135742188
2022-09-01,221.72006225585938
2022-09-02,218.5470733642578
2022-09-06,218.3771514892578
2022-09-07,222.3810577392578
2022-09-08,226.602294921875
2022-09-09,228.7081756591797
2022-09-12,230.1435089111328
2022-09-13,222.50384521484375
2022-09-14,222.73049926757812
2022-09-15,223.74090576171875
2022-09-16,222.673828125
2022-09-19,221.34231567382812
2022-09-20,218.96261596679688
2022-09-21,215.0436553955078
2022-09-22,215.213623046875
2022-09-23,214.08987426757812
2022-09-26,211.85179138183594
2022-09-27,211.67237854003906
2022-09-28,216.620849609375
2022-09-29,214.52618408203125
2022-09-30,212.02398681640625
2022-10-03,215.98582458496094
2022-10-04,221.3409423828125
2022-10-05,221.81483459472656
2022-10-06,219.24627685546875
2022-10-07,214.24185180664062
2022-10-10,212.4505157470703
2022-10-11,213.62576293945312
2022-10-12,212.49789428710938
2022-10-13,217.36013793945312
2022-10-14,215.1707305908203
2022-10-17,219.24627685546875
2022-10-18,220.46897888183594
2022-10-19,216.89569091796875
2022-10-20,215.06643676757812
2022-10-21,219.71067810058594
2022-10-24,223.26495361328125
2022-10-25,225.60604858398438
2022-10-26,228.30728149414062
2022-10-27,226.81919860839844
2022-10-28,230.55357360839844
2022-10-31,230.34507751464844
2022-11-01,230.525146484375
2022-11-02,226.62022399902344
2022-11-03,225.66290283203125
2022-11-04,226.61073303222656
2022-11-07,228.80015563964844
2022-11-08,229.64369201660156
2022-11-09,226.9803466796875
2022-11-10,233.66238403320312
2022-11-11,231.6435546875
2022-11-14,231.3212890625
2022-11-15,231.50137329101562
2022-11-16,230.74313354492188
2022-11-17,230.29766845703125
2022-11-18,233.0083770751953
2022-11-21,232.91363525390625
2022-11-22,234.97984313964844
2022-11-23,236.00347900390625
2022-11-25,237.396728515625
2022-11-28,235.3873748779297
2022-11-29,234.82818603515625
2022-11-30,241.07423400878906
2022-12-01,241.91775512695312
2022-12-02,242.60018920898438
2022-12-05,239.7852325439453
2022-12-06,237.46307373046875
2022-12-07,239.22601318359375
2022-12-08,241.60499572753906
2022-12-09,238.2307891845703
2022-12-12,240.9510040283203
2022-12-13,242.05992126464844
2022-12-14,242.4580078125
2022-12-15,237.7388153076172
2022-12-16,234.64659118652344
2022-12-19,233.52389526367188
2022-12-20,233.8093719482422
2022-12-21,236.80642700195312
2022-12-22,236.5780487060547
2022-12-23,236.30213928222656
2022-12-27,235.16036987304688
2022-12-28,233.8664093017578
2022-12-29,236.73980712890625
2022-12-30,236.00718688964844
2023-01-03,235.03671264648438
2023-01-04,236.06427001953125
2023-01-05,233.92349243164062
2023-01-06,235.8929901123047
2023-01-09,232.2013702392578
2023-01-10,234.53244018554688
2023-01-11,236.00718688964844
2023-01-12,235.8929901123047
2023-01-13,236.91107177734375
2023-01-17,235.9786376953125
2023-01-18,232.6675567626953
2023-01-19,233.0005645751953
2023-01-20,234.56100463867188
2023-01-23,235.5029296875
2023-01-24,233.9044952392578
2023-01-25,234.20895385742188
2023-01-26,234.789306640625
2023-01-27,233.35264587402344
2023-01-30,230.9550018310547
2023-01-31,234.1328125
2023-02-01,235.51242065429688
2023-02-02,234.74176025390625
2023-02-03,233.72369384765625
2023-02-06,232.0872039794922
2023-02-07,233.5619659423828
2023-02-08,232.4392547607422
2023-02-09,230.38409423828125
2023-02-10,232.15379333496094
2023-02-13,233.9425506591797
2023-02-14,232.80079650878906
2023-02-15,232.13478088378906
2023-02-16,229.9274139404297
2023-02-17,232.24896240234375
2023-02-21,228.31947326660156
2023-02-22,227.84375
2023-02-23,228.46218872070312
2023-02-24,225.43658447265625
2023-02-27,224.9132537841797
2023-02-28,223.36241149902344
2023-03-01,223.4004669189453
2023-03-02,224.63735961914062
2023-03-03,227.51072692871094
2023-03-06,226.6924591064453
2023-03-07,223.23873901367188
2023-03-08,221.9352569580078
2023-03-09,219.34727478027344
2023-03-10,217.14944458007812
2023-03-13,219.2616424560547
2023-03-14,221.7354278564453
2023-03-15,221.17410278320312
2023-03-16,223.55270385742188
2023-03-17,220.28924560546875
2023-03-20,222.98184204101562
2023-03-21,224.55174255371094
2023-03-22,220.92669677734375
2023-03-23,220.55564880371094
2023-03-24,223.25611877441406
2023-03-27,224.4111785888672
2023-03-28,223.10342407226562
2023-03-29,224.01979064941406
2023-03-30,224.99343872070312
2023-03-31,227.62811279296875
2023-04-03,229.84271240234375
2023-04-04,229.7090606689453
2023-04-05,233.26007080078125
2023-04-06,233.9569549560547
2023-04-10,233.89010620117188
2023-04-11,234.7874298095703
2023-04-12,234.63467407226562
2023-04-13,237.97569274902344
2023-04-14,235.9329071044922
2023-04-17,236.26699829101562
2023-04-18,234.81605529785156
2023-04-19,235.57017517089844
2023-04-20,234.472412109375
2023-04-21,236.30520629882812
2023-04-24,237.36477661132812
2023-04-25,234.49148559570312
2023-04-26,231.43687438964844
2023-04-27,232.46780395507812
2023-04-28,234.5774383544922
2023-05-01,236.0570068359375
2023-05-02,234.42465209960938
2023-05-03,234.70147705078125
2023-05-04,232.95462036132812
2023-05-05,235.39834594726562
2023-05-08,234.6824188232422
2023-05-09,233.3364715576172
2023-05-10,234.195556640625
2023-05-11,233.3364715576172
2023-05-12,232.75416564941406
2023-05-15,232.97372436523438
2023-05-16,230.40589904785156
2023-05-17,230.87364196777344
2023-05-18,230.45364379882812
2023-05-19,231.3604736328125
2023-05-22,231.9523162841797
2023-05-23,229.36541748046875
2023-05-24,227.65675354003906
2023-05-25,225.12710571289062
2023-05-26,225.00302124023438
2023-05-30,223.4757080078125
2023-05-31,225.14620971679688
2023-06-01,226.97900390625
2023-06-02,230.18634033203125
2023-06-05,230.7877655029297
2023-06-06,229.36541748046875
2023-06-07,228.5731201171875
2023-06-08,229.77587890625
2023-06-09,229.94772338867188
2023-06-12,231.16000366210938
2023-06-13,232.62054443359375
2023-06-14,230.25318908691406
2023-06-15,233.67056274414062
2023-06-16,233.42234802246094
2023-06-20,233.3364715576172
2023-06-21,233.1646270751953
2023-06-22,234.51060485839844
2023-06-23,233.42234802246094
2023-06-26,231.91412353515625
2023-06-27,231.50367736816406
2023-06-28,231.0454559326172
2023-06-29,232.47007751464844
2023-06-30,234.549072265625
2023-07-03,232.73834228515625
2023-07-05,232.527587890625
2023-07-06,230.44862365722656
2023-07-07,228.23553466796875
2023-07-10,230.5348358154297
2023-07-11,230.60191345214844
2023-07-12,230.17080688476562
2023-07-13,230.28575134277344
2023-07-14,233.45687866210938
2023-07-17,232.46051025390625
2023-07-18,233.95501708984375
2023-07-19,234.9035186767578
2023-07-20,237.9117889404297
2023-07-21,240.24942016601562
2023-07-24,239.47341918945312
2023-07-25,239.2530517578125
2023-07-26,239.20516967773438
2023-07-27,237.48068237304688
2023-07-28,238.43873596191406
2023-07-31,236.9633026123047
2023-08-01,235.61245727539062
2023-08-02,235.2963409423828
2023-08-03,233.8496856689453
2023-08-04,233.32275390625
2023-08-07,235.26759338378906
2023-08-08,236.92501831054688
2023-08-09,236.75254821777344
2023-08-10,236.58010864257812
2023-08-11,237.92137145996094
2023-08-14,238.54412841796875
2023-08-15,237.65310668945312
2023-08-16,235.71786499023438
2023-08-17,233.64849853515625
2023-08-18,233.8017578125
2023-08-21,234.1658172607422
2023-08-22,233.50477600097656
2023-08-23,234.1466522216797
2023-08-24,232.3455352783203
2023-08-25,234.0221405029297
2023-08-28,234.45323181152344
2023-08-29,236.58010864257812
2023-08-30,236.69508361816406
2023-08-31,234.1850128173828
2023-09-01,234.97059631347656
2023-09-05,232.6425323486328
2023-09-06,231.33001708984375
2023-09-07,231.97189331054688
2023-09-08,231.75157165527344
2023-09-11,233.5526580810547
2023-09-12,232.92994689941406
2023-09-13,233.0928192138672
2023-09-14,233.3994140625
2023-09-15,231.73240661621094
2023-09-18,230.93722534179688
2023-09-19,231.08091735839844
2023-09-20,230.87013244628906
2023-09-21,228.52293395996094
2023-09-22,228.06307983398438
2023-09-25,229.08816528320312
2023-09-26,227.51699829101562
2023-09-27,226.59727478027344
2023-09-28,227.59445190429688
2023-09-29,226.0751190185547
2023-10-02,225.2865753173828
2023-10-03,223.19027709960938
2023-10-04,223.78646850585938
2023-10-05,225.22889709472656
2023-10-06,227.48867797851562
2023-10-09,228.08486938476562
2023-10-10,229.46963500976562
2023-10-11,228.1521759033203
2023-10-12,225.61351013183594
2023-10-13,226.97903442382812
2023-10-16,228.74839782714844
2023-10-17,228.73878479003906
2023-10-18,226.4020538330078
2023-10-19,224.0557403564453
2023-10-20,223.19027709960938
2023-10-23,221.6324462890625
2023-10-24,222.64215087890625
2023-10-25,220.28619384765625
2023-10-26,218.3052978515625
2023-10-27,214.53575134277344
2023-10-30,215.6608428955078
2023-10-31,217.13214111328125
2023-11-01,217.6225128173828
2023-11-02,220.97854614257812
2023-11-03,222.57484436035156
2023-11-06,223.62298583984375
2023-11-07,224.02688598632812
2023-11-08,223.20947265625
2023-11-09,218.3533477783203
2023-11-10,219.51690673828125
2023-11-13,220.9593505859375
2023-11-14,223.48837280273438
2023-11-15,223.73838806152344
2023-11-16,224.3441925048828
2023-11-17,224.19032287597656
2023-11-20,225.6039276123047
2023-11-21,226.75787353515625
2023-11-22,227.89256286621094
2023-11-24,229.05612182617188
2023-11-27,227.7867889404297
2023-11-28,226.4886016845703
2023-11-29,226.70016479492188
2023-11-30,229.44076538085938
2023-12-01,230.9312744140625
2023-12-04,231.67169189453125
2023-12-05,231.2005157470703
2023-12-06,231.5082244873047
2023-12-07,231.29664611816406
2023-12-08,231.56590270996094
2023-12-11,232.8256378173828
2023-12-12,234.24879455566406
2023-12-13,239.02801513671875
2023-12-14,238.54722595214844
2023-12-15,236.31625366210938
2023-12-18,236.6432342529297
2023-12-19,238.82923889160156
2023-12-20,234.85292053222656
2023-12-21,238.06678771972656
2023-12-22,239.71713256835938
2023-12-26,240.54718017578125
2023-12-27,241.743896484375
2023-12-28,242.33262634277344
2023-12-29,241.95623779296875
2024-01-02,245.700927734375
2024-01-03,244.78404235839844
2024-01-04,245.95184326171875
2024-01-05,245.76846313476562
2024-01-08,248.48045349121094
2024-01-09,248.56732177734375
2024-01-10,249.3490447998047
2024-01-11,248.8472137451172
2024-01-12,248.2295379638672
2024-01-16,246.84939575195312
2024-01-17,246.0000762939453
2024-01-18,246.09661865234375
2024-01-19,246.3668212890625
2024-01-22,247.63113403320312
2024-01-23,247.428466796875
2024-01-24,245.1990203857422
2024-01-25,244.9481201171875
2024-01-26,246.10626220703125
2024-01-29,248.18125915527344
2024-01-30,248.2681427001953
2024-01-31,247.68907165527344
2024-02-01,250.93186950683594
2024-02-02,250.4396514892578
2024-02-05,250.98974609375
2024-02-06,253.97203063964844
2024-02-07,254.31947326660156
2024-02-08,254.26156616210938
2024-02-09,254.26156616210938
2024-02-12,255.0336151123047
2024-02-13,252.2348175048828
2024-02-14,254.65724182128906
2024-02-15,256.71295166015625
2024-02-16,257.359619140625
2024-02-20,256.21112060546875
2024-02-21,256.780517578125
2024-02-22,259.75311279296875
2024-02-23,260.99810791015625
2024-02-26,259.8979187011719
2024-02-27,260.21636962890625
2024-02-28,258.6238708496094
2024-02-29,256.1531982421875
2024-03-01,259.1354064941406
2024-03-04,258.5757141113281
2024-03-05,256.490966796875
2024-03-06,258.25714111328125
2024-03-07,259.627685546875
2024-03-08,259.16436767578125
2024-03-11,258.6238708496094
2024-03-12,259.61798095703125
2024-03-13,258.6817932128906
2024-03-14,257.3981628417969
2024-03-15,256.5682067871094
2024-03-18,256.365478515625
2024-03-19,258.2378845214844
2024-03-20,257.9386901855469
2024-03-21,258.27642822265625
2024-03-22,257.66558837890625
2024-03-25,257.2105712890625
2024-03-26,258.3819885253906
2024-03-27,261.90582275390625
2024-03-28,261.8864440917969
2024-04-01,259.62109375
2024-04-02,255.33250427246094
2024-04-03,255.36155700683594
2024-04-04,251.91517639160156
2024-04-05,254.00621032714844
2024-04-08,253.36732482910156
2024-04-09,254.5580291748047
2024-04-10,251.450439453125
2024-04-11,250.36624145507812
2024-04-12,246.63909912109375
2024-04-15,245.4967498779297
2024-04-16,245.70973205566406
2024-04-17,245.05145263671875
2024-04-18,244.76101684570312
2024-04-19,245.2450408935547
2024-04-22,246.40675354003906
2024-04-23,249.59178161621094
2024-04-24,249.04962158203125
2024-04-25,247.09408569335938
2024-04-26,247.17156982421875
2024-04-29,248.35263061523438
2024-04-30,247.86859130859375
2024-05-01,249.06898498535156
2024-05-02,248.93348693847656
2024-05-03,249.78536987304688
2024-05-06,250.88900756835938
2024-05-07,252.7283477783203
2024-05-08,251.4601593017578
2024-05-09,253.6867218017578
2024-05-10,253.82228088378906
2024-05-13,253.8029327392578
2024-05-14,254.87753295898438
2024-05-15,258.701416015625
2024-05-16,258.4690856933594
2024-05-17,258.58526611328125
2024-05-20,258.33355712890625
2024-05-21,258.3916320800781
2024-05-22,258.8563537597656
2024-05-23,255.96173095703125
2024-05-24,255.10018920898438
2024-05-28,252.3411102294922
2024-05-29,250.25973510742188
2024-05-30,250.64698791503906
2024-05-31,254.073974609375
2024-06-03,255.6035614013672
2024-06-04,256.3876953125
2024-06-05,257.8398132324219
2024-06-06,258.3722839355469
2024-06-07,258.3529357910156
2024-06-10,259.5049133300781
2024-06-11,258.4884948730469
2024-06-12,258.23675537109375
2024-06-13,257.87860107421875
2024-06-14,257.5010070800781
2024-06-17,257.1330871582031
2024-06-18,257.1524658203125
2024-06-20,258.091552734375
2024-06-21,259.08868408203125
2024-06-24,260.77313232421875
2024-06-25,260.07611083984375
2024-06-26,259.1467590332031
2024-06-27,258.89501953125
2024-06-28,258.4442443847656
2024-07-01,257.229736328125
2024-07-02,256.26788330078125
2024-07-03,254.4412841796875
2024-07-05,256.4233703613281
2024-07-08,256.1512756347656
2024-07-09,257.4337463378906
2024-07-10,259.9501953125
2024-07-11,262.4763488769531
2024-07-12,264.3903503417969
2024-07-15,263.5839538574219
2024-07-16,267.8978576660156
2024-07-17,268.35455322265625
2024-07-18,261.8739929199219
2024-07-19,263.2051086425781
2024-07-22,264.9927673339844
2024-07-23,265.1482238769531
2024-07-24,266.9457092285156
2024-07-25,265.77978515625
2024-07-26,267.6063537597656
2024-07-29,267.64520263671875
2024-07-30,267.9075927734375
2024-07-31,266.877685546875
2024-08-01,269.3358459472656
2024-08-02,268.0727844238281
2024-08-05,261.31048583984375
2024-08-06,262.4569091796875
2024-08-07,259.6976013183594
2024-08-08,265.47857666015625
2024-08-09,266.67364501953125
2024-08-12,265.7409362792969
2024-08-13,268.927734375
2024-08-14,269.5301513671875
2024-08-15,271.83282470703125
2024-08-16,271.98828125
2024-08-19,274.135498046875
2024-08-20,274.8544616699219
2024-08-21,275.8746643066406
2024-08-22,275.52484130859375
2024-08-23,277.29315185546875
2024-08-26,276.8656311035156
2024-08-27,277.3902893066406
2024-08-28,277.3028564453125
2024-08-29,278.3327941894531
2024-08-30,279.91650390625
2024-09-03,278.7991638183594
2024-09-04,278.35223388671875
2024-09-05,274.8058776855469
2024-09-06,273.3970642089844
2024-09-09,275.2916564941406
2024-09-10,276.4187316894531
2024-09-11,275.758056640625
2024-09-12,277.1571350097656
2024-09-13,278.0121765136719
2024-09-16,279.68328857421875
2024-09-17,277.25433349609375
2024-09-18,276.73931884765625
2024-09-19,278.3133544921875
2024-09-20,276.9725341796875
2024-09-23,276.0301513671875
2024-09-24,275.3499755859375
2024-09-25,272.61981201171875
2024-09-26,273.64971923828125
2024-09-27,273.4613952636719
2024-09-30,275.3248596191406
2024-10-01,273.5296936035156
2024-10-02,273.2662353515625
2024-10-03,270.5832824707031
2024-10-04,271.04180908203125
2024-10-07,269.6271057128906
2024-10-08,271.0613098144531
2024-10-09,273.3833312988281
2024-10-10,272.4662170410156
2024-10-11,274.89556884765625
2024-10-14,276.3980407714844
2024-10-15,273.6467590332031
2024-10-16,274.7004089355469
2024-10-17,273.0809020996094
2024-10-18,274.4760437011719
2024-10-21,271.1491394042969
2024-10-22,270.6905822753906
2024-10-23,269.002685546875
2024-10-24,267.3734130859375
2024-10-25,265.997802734375
2024-10-28,266.7099304199219
2024-10-29,266.15386962890625
2024-10-30,265.7342834472656
2024-10-31,263.1098937988281
2024-11-01,265.10015869140625
2024-11-04,263.72454833984375
2024-11-05,265.958740234375
2024-11-06,266.8953552246094
2024-11-07,268.6514892578125
2024-11-08,270.7101135253906
2024-11-11,269.4320068359375
2024-11-12,265.5196838378906
2024-11-13,264.6806335449219
2024-11-14,260.0756530761719
2024-11-15,254.41696166992188
2024-11-18,254.4267120361328
2024-11-19,253.9095916748047
2024-11-20,256.6024169921875
2024-11-21,258.9048767089844
2024-11-22,259.3536682128906
2024-11-25,261.9196472167969
2024-11-26,263.34405517578125
2024-11-27,264.7684631347656
2024-11-29,265.6075134277344
2024-12-02,265.0318603515625
2024-12-03,264.0562744140625
2024-12-04,264.3782043457031
2024-12-05,261.334228515625
2024-12-06,260.4464111328125
2024-12-09,260.9146728515625
2024-12-10,259.8707580566406
2024-12-11,256.88531494140625
2024-12-12,254.35842895507812
2024-12-13,254.08523559570312
2024-12-16,251.8998260498047
2024-12-17,251.6363983154297
2024-12-18,247.2880859375
2024-12-19,245.57461547851562
2024-12-20,248.59031677246094
2024-12-23,250.84231567382812
2024-12-24,251.66476440429688
2024-12-26,252.4872283935547
2024-12-27,251.02833557128906
2024-12-30,247.89512634277344
2024-12-31,248.3944854736328
2025-01-02,248.75677490234375
2025-01-03,251.22413635253906
2025-01-06,251.33187866210938
2025-01-07,252.75161743164062
