,MGK
2022-02-11,81.13682702118736
2022-02-14,81.09173940235478
2022-02-15,80.89479647523451
2022-02-16,81.01213157189753
2022-02-17,79.99097118862917
2022-02-18,81.35924453018536
2022-02-21,81.20805572850959
2022-02-22,80.87693030145375
2022-02-23,79.24802608004137
2022-02-24,79.2432666286382
2022-02-25,79.66394606075717
2022-02-28,80.97333865318078
2022-03-01,80.47486133447255
2022-03-02,80.4390083824499
2022-03-03,80.4476804020823
2022-03-04,81.81287695922826
2022-03-07,80.74599086189792
2022-03-08,81.59846872103607
2022-03-09,78.93636846996547
2022-03-10,80.33581806711702
2022-03-11,81.83586390582904
2022-03-14,82.05595895840555
2022-03-15,83.28149871656227
2022-03-16,83.28375572664109
2022-03-17,81.23601432181016
2022-03-18,81.67177853077085
2022-03-21,81.63267460929117
2022-03-22,81.10288875169759
2022-03-23,81.11976347489276
2022-03-24,79.69718608281279
2022-03-25,80.55445474743846
2022-03-28,81.02244867831588
2022-03-29,79.62331406536335
2022-03-30,79.13315423858387
2022-03-31,79.4273961739662
2022-04-01,79.40420328006878
2022-04-04,79.81542976896367
2022-04-05,79.65548742015412
2022-04-06,79.06018697192413
2022-04-07,79.04288894215037
2022-04-08,77.7895484659544
2022-04-11,78.24134872398879
2022-04-12,78.55070369135964
2022-04-13,77.84054795655184
2022-04-14,77.11521932299976
2022-04-15,77.06945648624931
2022-04-18,77.45697650595831
2022-04-19,76.35042648799342
2022-04-20,77.2443337888084
2022-04-21,77.23524716626825
2022-04-22,79.35724571824339
2022-04-25,80.43067712068563
2022-04-26,80.7736403594835
2022-04-27,80.85394298584545
2022-04-28,81.83593520942544
2022-04-29,80.88698330969953
2022-05-02,82.61276406850814
2022-05-03,83.24889444542927
2022-05-04,82.0391439404531
2022-05-05,81.55071044054442
2022-05-06,81.29262109139887
2022-05-09,80.38199270142043
2022-05-10,79.98732549813626
2022-05-11,79.46345962746942
2022-05-12,78.88886214803348
2022-05-13,77.83239478695954
2022-05-16,79.04022064358432
2022-05-17,79.35644802805459
2022-05-18,78.9330858271998
2022-05-19,80.11831348308853
2022-05-20,81.64060176614929
2022-05-23,80.04286262266571
2022-05-24,80.29004423704102
2022-05-25,80.01888367211907
2022-05-26,79.3729523630502
2022-05-27,78.69214870006923
2022-05-30,78.62000836681293
2022-05-31,79.03789894382956
2022-06-01,78.24788557661229
2022-06-02,77.29600553143273
2022-06-03,77.06567310227416
2022-06-06,77.0111366607638
2022-06-07,76.53342515703429
2022-06-08,75.89481824046031
2022-06-09,74.84444092136272
2022-06-10,75.58485319923776
2022-06-13,75.38195962536525
2022-06-14,75.39905788901473
2022-06-15,76.36297753292197
2022-06-16,74.76743844926142
2022-06-17,74.01892993369769
2022-06-20,75.21347174222363
2022-06-21,75.88286451388132
2022-06-22,75.195140977452
2022-06-23,75.45161226227324
2022-06-24,75.78071073995261
2022-06-27,76.66720930612101
2022-06-28,76.86984610840494
2022-06-29,76.58181985650863
2022-06-30,75.37805056228251
2022-07-01,75.93404680385905
2022-07-04,74.17610939840424
2022-07-05,74.54395488093046
2022-07-06,75.4866337498446
2022-07-07,75.80284369899397
2022-07-08,74.92582003968708
2022-07-11,75.26901389915486
2022-07-12,74.19056796174225
2022-07-13,75.2954504797207
2022-07-14,76.39121425091662
2022-07-15,76.94564528086437
2022-07-18,77.24013212737388
2022-07-19,77.12157369678438
2022-07-20,76.73125879928345
2022-07-21,76.64078556264317
2022-07-22,75.76633606047321
2022-07-25,75.10316687613258
2022-07-26,74.89647098447887
2022-07-27,75.85596154357277
2022-07-28,75.36757724146119
2022-07-29,75.87361481231942
2022-08-01,75.57974138508203
2022-08-02,75.8975141500802
2022-08-03,75.8684729082621
2022-08-04,76.22445376491014
2022-08-05,77.62454519666159
2022-08-08,76.15201043774599
2022-08-09,75.72199696497327
2022-08-10,75.85617906250532
2022-08-11,76.42384484452059
2022-08-12,76.25108191857262
2022-08-15,75.48127049163986
2022-08-16,75.67456958838346
2022-08-17,74.31973056408373
2022-08-18,73.48932828599546
2022-08-19,74.70761937591931
2022-08-22,75.53530276836888
2022-08-23,76.64586712637058
2022-08-24,76.52217786930368
2022-08-25,76.23644450199173
2022-08-26,76.50055272805952
2022-08-29,76.56251791662629
2022-08-30,74.52406861173966
2022-08-31,75.0885346210718
2022-09-01,75.23976811878879
2022-09-02,75.53711088558154
2022-09-05,76.64528014714858
2022-09-06,76.67246177071078
2022-09-07,75.21161939767185
2022-09-08,76.09265217567615
2022-09-09,76.87426569278796
2022-09-12,76.14038903116432
2022-09-13,76.51775806342575
2022-09-14,76.9383592745337
2022-09-15,76.69235418099115
2022-09-16,77.4662104073366
2022-09-19,78.66604770153945
2022-09-20,77.19446800462315
2022-09-21,78.02961767554876
2022-09-22,77.33265613377385
2022-09-23,77.26471196200829
2022-09-26,76.432774603394
2022-09-27,76.99027196296935
2022-09-28,77.23506289169568
2022-09-29,76.7025806561502
2022-09-30,75.80550733121436
2022-10-03,75.88299044583273
2022-10-04,75.49567817109715
2022-10-05,76.14746185511353
2022-10-06,76.7229209351958
2022-10-07,77.84267868363331
2022-10-10,79.38459398763345
2022-10-11,78.10912837529807
2022-10-12,77.75534332128488
2022-10-13,76.95066833647614
2022-10-14,75.99746948046811
2022-10-17,75.30105862043037
2022-10-18,74.15190972463024
2022-10-19,73.92058451810053
2022-10-20,73.10871279520539
2022-10-21,73.34477692670234
2022-10-24,71.74587190028326
2022-10-25,71.48812736398105
2022-10-26,72.0500090538673
2022-10-27,70.0766467410563
2022-10-28,69.24278768416703
2022-10-31,69.24974029957302
2022-11-01,68.83785534043795
2022-11-02,68.78085683754152
2022-11-03,69.96379980880408
2022-11-04,69.45005800008812
2022-11-07,69.27742520697493
2022-11-08,69.62412810673293
2022-11-09,69.31250583930677
2022-11-10,68.76653660896783
2022-11-11,70.54282797942446
2022-11-14,69.98297149206849
2022-11-15,71.54706548591163
2022-11-16,70.94862850213146
2022-11-17,71.45007551857782
2022-11-18,71.47220227017557
2022-11-21,70.63558016475893
2022-11-22,70.36007018573339
2022-11-23,71.3173225521674
2022-11-24,71.59296564087848
2022-11-25,71.04190187595181
2022-11-28,69.8194956318192
2022-11-29,69.29580208034399
2022-11-30,68.86876115003332
2022-12-01,69.23453445696744
2022-12-02,70.39092298633528
2022-12-05,71.16679208599157
2022-12-06,71.08180641671065
2022-12-07,70.51814975509495
2022-12-08,71.35974572413221
2022-12-09,71.31550047855222
2022-12-12,72.22063467126792
2022-12-13,72.84982558105995
2022-12-14,73.0652347868503
2022-12-15,73.14127629127405
2022-12-16,74.47526299830668
2022-12-19,74.64195452787938
2022-12-20,73.69858404224169
2022-12-21,73.99762057314706
2022-12-22,75.46371141044725
2022-12-23,75.68405735897446
2022-12-26,76.42753364039322
2022-12-27,77.42334777922638
2022-12-28,77.26252551078805
2022-12-29,77.49030972811121
2022-12-30,77.20441053226696
2023-01-02,77.13948883170742
2023-01-03,75.78380814630967
2023-01-04,75.28799937640714
2023-01-05,74.76788882626948
2023-01-06,76.04971292667703
2023-01-09,76.44238147323034
2023-01-10,76.05508687437033
2023-01-11,77.19192663261346
2023-01-12,75.60230353383389
2023-01-13,76.23391987715523
2023-01-16,75.79197709915283
2023-01-17,74.21285307592828
2023-01-18,73.97778104796029
2023-01-19,74.67248258709276
2023-01-20,75.99552521757957
2023-01-23,74.52872225088856
2023-01-24,75.08426818197174
2023-01-25,75.33116912525067
2023-01-26,75.65954090223427
2023-01-27,75.40133767722897
2023-01-30,74.60729726993385
2023-01-31,75.07264632411015
2023-02-01,76.06346947848598
2023-02-02,75.97320043985114
2023-02-03,76.12294099410632
2023-02-06,75.6423351374081
2023-02-07,74.74764892915071
2023-02-08,74.33696035374922
2023-02-09,74.0603708494488
2023-02-10,73.98995967391645
2023-02-13,73.2910502881612
2023-02-14,74.00026150645685
2023-02-15,74.25082199241906
2023-02-16,73.8472075545698
2023-02-17,73.75961482475839
2023-02-20,74.65785705602545
2023-02-21,74.91379413006959
2023-02-22,74.77456465269884
2023-02-23,75.14981917888153
2023-02-24,75.65075063990588
2023-02-27,74.36868548666277
2023-02-28,75.91565726780425
2023-03-01,74.94934510607584
2023-03-02,75.50257307005049
2023-03-03,75.840018351964
2023-03-06,76.20729828506391
2023-03-07,75.55152454635302
2023-03-08,73.844804645313
2023-03-09,74.49115613772548
2023-03-10,75.889627568909
2023-03-13,75.18356955567648
2023-03-14,76.14872206370251
2023-03-15,75.97181388448801
2023-03-16,74.517083248933
2023-03-17,73.67982130088386
2023-03-20,74.1562718805787
2023-03-21,72.48478713010485
2023-03-22,72.75211218625465
2023-03-23,72.51450117257929
2023-03-24,70.92596311737938
2023-03-27,71.1640538252015
2023-03-28,72.22016711250538
2023-03-29,72.81034820043756
2023-03-30,72.44270802091994
2023-03-31,73.22662231983892
2023-04-03,73.76561543806771
2023-04-04,74.47013076395356
2023-04-05,74.04418458146455
2023-04-06,73.1460155457514
2023-04-07,72.97891384781306
2023-04-10,73.49742664973824
2023-04-11,73.20786033109601
2023-04-12,72.47266725570117
2023-04-13,72.02045236406559
2023-04-14,70.66202453186156
2023-04-17,71.34015639215404
2023-04-18,70.70224020570825
2023-04-19,71.68413257248433
2023-04-20,70.60110484076813
2023-04-21,70.26703160706298
2023-04-24,70.5562153633381
2023-04-25,70.2611799875439
2023-04-26,71.55740547160767
2023-04-27,72.45603432296451
2023-04-28,72.46297814458616
2023-05-01,73.16488526564459
2023-05-02,73.40263460797902
2023-05-03,72.29102177543672
2023-05-04,72.14687766983752
2023-05-05,73.73836160780056
2023-05-08,71.67571892194512
2023-05-09,72.80591549740191
2023-05-10,72.95713779997952
2023-05-11,72.16527745654683
2023-05-12,71.54231929990561
2023-05-15,71.4353804221591
2023-05-16,71.99119284638806
2023-05-17,71.65449169815196
2023-05-18,72.97659498708386
2023-05-19,74.29500483911141
2023-05-22,74.24374356447147
2023-05-23,74.87482597109064
2023-05-24,75.84713368617388
2023-05-25,75.65243831638118
2023-05-26,74.92057091090538
2023-05-29,73.41592116999406
2023-05-30,72.78414083849239
2023-05-31,72.93970241330217
2023-06-01,72.74558764358767
2023-06-02,73.1300553746871
2023-06-05,73.54299845775498
2023-06-06,74.013756823074
2023-06-07,75.31991319983858
2023-06-08,76.29530393859689
2023-06-09,77.63060646083257
2023-06-12,77.0890103309049
2023-06-13,76.40975859253851
2023-06-14,77.23976740196406
2023-06-15,76.35207093482073
2023-06-16,75.34119892885512
2023-06-19,74.47067866101126
2023-06-20,74.56658891775068
2023-06-21,74.93257114977526
2023-06-22,73.28133685372235
2023-06-23,72.87295042693906
2023-06-26,71.06464145546568
2023-06-27,71.02438564706542
2023-06-28,70.04671164263691
2023-06-29,69.40381693076128
2023-06-30,69.73056432685232
2023-07-03,69.87460120009324
2023-07-04,68.58818786623219
2023-07-05,68.81895004489714
2023-07-06,70.07041752788375
2023-07-07,70.83036142003895
2023-07-10,71.12585731877257
2023-07-11,71.53064756753888
2023-07-12,72.52934582479307
2023-07-13,73.44780758611395
2023-07-14,74.23154411079295
2023-07-17,72.97868873023127
2023-07-18,74.84785114512198
2023-07-19,75.32454752509781
2023-07-20,76.11417585329252
2023-07-21,75.91523622178107
2023-07-24,75.20680066777159
2023-07-25,75.19714806145171
2023-07-26,75.87249076801706
2023-07-27,75.41610152624872
2023-07-28,74.41585475689195
2023-07-31,74.5754598475192
2023-08-01,74.27061887599531
2023-08-02,74.35898173935284
2023-08-03,74.41540611023606
2023-08-04,74.81962526230357
2023-08-07,74.64085760940226
2023-08-08,74.25437518794494
2023-08-09,73.71654875520858
2023-08-10,73.87227311993118
2023-08-11,74.66293251425749
2023-08-14,74.27100040509407
2023-08-15,75.22657388120129
2023-08-16,74.09659314773207
2023-08-17,71.81843234790355
2023-08-18,71.3943165381135
2023-08-21,71.5074463779922
2023-08-22,73.54111171443517
2023-08-23,73.70134314041405
2023-08-24,74.03210785503438
2023-08-25,73.7671325256547
2023-08-28,72.45555070480629
2023-08-29,72.74211214729436
2023-08-30,73.63717350685862
2023-08-31,74.46934298061424
2023-09-01,72.74912923775305
2023-09-04,72.08782098037048
2023-09-05,70.91370988896195
2023-09-06,71.68318304530884
2023-09-07,72.16071377963375
2023-09-08,71.75181024675358
2023-09-11,73.00301034013417
2023-09-12,72.9318302828455
2023-09-13,72.58601631265587
2023-09-14,71.70209961092888
2023-09-15,71.34809476090645
2023-09-18,70.44429190149397
2023-09-19,70.02000229294924
2023-09-20,69.33240052745137
2023-09-21,69.86182914335336
2023-09-22,71.13143104681102
2023-09-25,71.40884936480113
2023-09-26,70.299644965991
2023-09-27,69.54600008980198
2023-09-28,69.2149502802151
2023-09-29,69.84643289344156
2023-10-02,69.1792965126795
2023-10-03,67.66476231957633
2023-10-04,68.86522018578442
2023-10-05,69.83683883876999
2023-10-06,70.19880498440763
2023-10-09,69.91047173145991
2023-10-10,70.04365838501961
2023-10-11,69.78736572233821
2023-10-12,70.11884400783343
2023-10-13,70.84398908694786
2023-10-16,72.15715623872538
2023-10-17,71.72630306463842
2023-10-18,71.86372897934193
2023-10-19,70.93644081868402
2023-10-20,72.71015793908437
2023-10-23,73.48656982243885
2023-10-24,73.7159975519575
2023-10-25,73.48561066656158
2023-10-26,74.3950668976396
2023-10-27,73.77941239468593
2023-10-30,73.07144778859136
2023-10-31,73.14214035664445
2023-11-01,72.97918274284541
2023-11-02,73.63259885129557
2023-11-03,74.83793685522018
2023-11-06,74.07964782574729
2023-11-07,74.42018571699045
2023-11-08,73.25000972887126
2023-11-09,72.42262173133741
2023-11-10,72.58813728031444
2023-11-13,73.44799745432113
2023-11-14,72.38975396026287
2023-11-15,72.95051431181315
2023-11-16,72.64587270679253
2023-11-17,72.53929304283648
2023-11-20,72.83692339441485
2023-11-21,72.36777234732187
2023-11-22,72.38282328238597
2023-11-23,71.61526846454481
2023-11-24,70.22689198667108
2023-11-27,70.74673484272516
2023-11-28,69.50265789018898
2023-11-29,72.24217981160209
2023-11-30,72.13102061721392
2023-12-01,71.28630135880144
2023-12-04,72.8786875650392
2023-12-05,71.11610202783044
2023-12-06,71.68000236137864
2023-12-07,72.14656358737402
2023-12-08,72.56654704443704
2023-12-11,72.46009565490475
2023-12-12,72.07509199727554
2023-12-13,73.4936483025464
2023-12-14,74.94556255591415
2023-12-15,75.51341022637585
2023-12-18,74.5240799231036
2023-12-19,75.17881106649423
2023-12-20,75.22251299979817
2023-12-21,75.38101753029606
2023-12-22,75.4061107772304
2023-12-25,76.10609756753689
2023-12-26,76.84779633655955
2023-12-27,75.88447743207279
2023-12-28,74.53031685748124
2023-12-29,76.17070550925948
2024-01-01,76.72322803576037
2024-01-02,77.4761993417753
2024-01-03,78.10039805354566
2024-01-04,77.18469527858342
2024-01-05,75.39459494959588
2024-01-08,72.70544251180536
2024-01-09,72.691582090656
2024-01-10,71.96020475617298
2024-01-11,71.68610795168495
2024-01-12,73.09881935741414
2024-01-15,73.50170734817728
2024-01-16,72.7463604817519
2024-01-17,73.72759538601743
2024-01-18,72.4863943801084
2024-01-19,73.45124178673392
2024-01-22,73.32006240706403
2024-01-23,72.20968721856494
2024-01-24,73.443223042503
2024-01-25,73.86732533823657
2024-01-26,74.4325771389785
2024-01-29,75.29780173058755
2024-01-30,75.11993246549761
2024-01-31,75.61446973477528
2024-02-01,75.17065661515018
2024-02-02,73.45276792458124
2024-02-05,73.64454391130599
2024-02-06,73.13071119273458
2024-02-07,71.29152837299964
2024-02-08,70.91685328675187
2024-02-09,71.13131515282673
2024-02-12,72.41759555467235
2024-02-13,73.38047398059882
2024-02-14,73.7123606156286
2024-02-15,72.97219842671831
2024-02-16,74.08610925110868
2024-02-19,74.33560057852738
2024-02-20,75.61652786350241
2024-02-21,75.84587182568228
2024-02-22,74.64610614588196
2024-02-23,73.17901459192747
2024-02-26,75.67625726863496
2024-02-27,76.80229059989098
2024-02-28,77.48994325119737
2024-02-29,77.67361166275919
2024-03-01,79.55282367244607
2024-03-04,78.95601080238347
2024-03-05,77.70939695329636
2024-03-06,76.25276254922731
2024-03-07,76.80244236299059
2024-03-08,76.23785847054457
2024-03-11,76.22685796232713
2024-03-12,77.9913987351202
2024-03-13,78.87347768238163
2024-03-14,78.85337738614479
2024-03-15,78.96906761834963
2024-03-18,77.5658196166319
2024-03-19,78.15054192283388
2024-03-20,78.51098092802279
2024-03-21,78.1257073068299
2024-03-22,77.66989895527038
2024-03-25,77.24351208530526
2024-03-26,77.3352916831955
2024-03-27,75.76823473379662
2024-03-28,75.07357651107621
2024-03-29,75.49817956230376
2024-04-01,75.57911188120795
2024-04-02,75.19237582694183
2024-04-03,75.88987580736604
2024-04-04,76.40060674913299
2024-04-05,76.46407143252063
2024-04-08,77.23684248306584
2024-04-09,76.8619555948298
2024-04-10,75.63671555930715
2024-04-11,76.2782814657275
2024-04-12,76.48102031400957
2024-04-15,75.7657464492197
2024-04-16,76.30093571553567
2024-04-17,76.34313846455484
2024-04-18,77.41411518726822
2024-04-19,76.78864859993436
2024-04-22,76.57235608109481
2024-04-23,78.71121446285152
2024-04-24,77.2312148260931
2024-04-25,77.7324727404707
2024-04-26,78.31735595596206
2024-04-29,78.64917998813146
2024-04-30,79.42883645712948
2024-05-01,79.2775067486726
2024-05-02,78.0373874149864
2024-05-03,76.61183510195283
2024-05-06,77.12109421704416
2024-05-07,76.73167761476677
2024-05-08,76.06289726887893
2024-05-09,75.57793015454617
2024-05-10,75.56826694675551
2024-05-13,76.50313519612007
2024-05-14,77.30964178156808
2024-05-15,78.46266641072432
2024-05-16,79.06881236420715
2024-05-17,79.62742273955186
2024-05-20,79.58384536014013
2024-05-21,80.10264384747113
2024-05-22,79.78002209540148
2024-05-23,80.02977095667832
2024-05-24,79.04661791587634
2024-05-27,78.21919678335465
2024-05-28,78.93809417933983
2024-05-29,78.6612724140897
2024-05-30,78.6226345317477
2024-05-31,78.62739077951159
2024-06-03,77.74801743279315
2024-06-04,78.95466672115823
2024-06-05,81.41973116726676
2024-06-06,80.9266203082327
2024-06-07,80.6096382088073
2024-06-10,81.35995307076146
2024-06-11,81.13221376422392
2024-06-12,80.88917566988447
2024-06-13,81.95144036014132
2024-06-14,82.12455139529867
2024-06-17,83.6003022726737
2024-06-18,82.54593879211782
2024-06-19,82.78347685145637
2024-06-20,81.91757072962888
2024-06-21,81.45830582165347
2024-06-24,81.93126676007105
2024-06-25,82.15276415412886
2024-06-26,82.69920717450756
2024-06-27,83.33891686157872
2024-06-28,84.53619034528145
2024-07-01,83.7987855211457
2024-07-02,86.28979270019231
2024-07-03,84.34033606461561
2024-07-04,84.16901528979733
2024-07-05,86.0657251269807
2024-07-08,87.44994387790472
2024-07-09,87.55960498987716
2024-07-10,88.90727980958793
2024-07-11,89.6871738418622
2024-07-12,88.9597863998293
2024-07-15,90.02887229109862
2024-07-16,91.9870026950628
2024-07-17,91.95260624185346
2024-07-18,91.68950191541589
2024-07-19,91.42929504677618
2024-07-22,92.02407065719771
2024-07-23,94.19285942455903
2024-07-24,94.12183662009542
2024-07-25,95.71817206636453
2024-07-26,93.91987106058883
2024-07-29,94.06528570508851
2024-07-30,93.45192598179271
2024-07-31,93.62470006836107
2024-08-01,92.49220784836096
2024-08-02,91.83368020865733
2024-08-05,90.52803066584866
2024-08-06,91.63704639108202
2024-08-07,91.48590174161319
2024-08-08,93.05062395716263
2024-08-09,93.85922270407644
2024-08-12,93.56508365071015
2024-08-13,93.1926975308895
2024-08-14,93.86210885077236
2024-08-15,95.31868524511505
2024-08-16,97.07008631429493
2024-08-19,94.66860328126974
2024-08-20,95.07956357707866
2024-08-21,92.99374414196687
2024-08-22,91.92375496555536
2024-08-23,90.7801480364439
2024-08-26,91.34714071517993
2024-08-27,93.8895233348299
2024-08-28,93.68352735903453
2024-08-29,94.73934148016427
2024-08-30,95.3509207019249
2024-09-02,96.7397959881389
2024-09-03,96.23025536954847
2024-09-04,98.16630654965273
2024-09-05,99.03169537762885
2024-09-06,97.14508678606416
2024-09-09,95.98436307789349
2024-09-10,97.49880073795352
2024-09-11,97.68030205272818
2024-09-12,98.36415595586018
2024-09-13,97.21937839595245
2024-09-16,97.03620291018977
2024-09-17,96.36215436437045
2024-09-18,98.18639743337276
2024-09-19,100.44921784895735
2024-09-20,100.23749533540234
2024-09-23,100.19931250443206
2024-09-24,101.43799972135706
2024-09-25,100.59656296601081
2024-09-26,100.39235339093362
2024-09-27,100.67231914861861
2024-09-30,98.75859208580619
2024-10-01,98.64803311156021
2024-10-02,99.0650401420857
2024-10-03,99.4960064318693
2024-10-04,99.78916346098518
2024-10-07,98.85391987617318
2024-10-08,96.22423823698864
2024-10-09,96.64407604827701
2024-10-10,96.31279878821121
2024-10-11,98.49389866866531
2024-10-14,100.98178263165161
2024-10-15,101.43451969347628
2024-10-16,101.1113098935759
2024-10-17,101.79375600204081
2024-10-18,101.19462133024864
2024-10-21,103.1993413624853
2024-10-22,106.60040936152177
2024-10-23,106.28977193894353
2024-10-24,108.24718405096657
2024-10-25,105.86174603196112
2024-10-28,104.26060646428725
2024-10-29,104.02358100064244
2024-10-30,102.99997938805497
2024-10-31,103.60942202825272
2024-11-01,102.51192602827557
2024-11-04,104.33936203598407
2024-11-05,103.32264795174943
2024-11-06,104.20051776032508
2024-11-07,105.78475069623892
2024-11-08,105.19581578891169
2024-11-11,104.06895329054504
2024-11-12,103.95001854440122
2024-11-13,104.2404478748091
2024-11-14,104.26004259304497
2024-11-15,106.1161870663649
2024-11-18,105.87942425356769
2024-11-19,106.74774297235801
2024-11-20,106.88336535250895
2024-11-21,104.74446265356958
2024-11-22,105.335840811755
2024-11-25,106.67085252990469
2024-11-26,103.34700880469711
2024-11-27,102.54642731756888
2024-11-28,105.06099877093074
2024-11-29,104.96680682648068
2024-12-02,103.54307645570185
2024-12-03,104.55945928755837
2024-12-04,102.72178702383836
2024-12-05,100.46118884214803
2024-12-06,100.16401846798628
2024-12-09,99.52075166625377
2024-12-10,99.83024680280995
2024-12-11,100.23479674692277
2024-12-12,101.52550533110947
2024-12-13,100.03550850214947
2024-12-16,99.13878246112878
2024-12-17,97.17394651491591
2024-12-18,97.15516249167975
2024-12-19,97.33975552332312
2024-12-20,96.0050191550474
2024-12-23,97.48215727163767
2024-12-24,98.02412991818377
2024-12-25,98.83567172442532
2024-12-26,99.9142389261324
2024-12-27,99.24606246318962
2024-12-30,98.91421399949928
2024-12-31,98.31035998462862
2025-01-01,98.98183184481722
2025-01-02,97.57082186976162
2025-01-03,96.39278593075261
2025-01-06,95.78718836297429
2025-01-07,93.91550034527413
2025-01-08,94.87250090141589
2025-01-09,94.89488783164366
2025-01-10,95.89169321959034
2025-01-13,94.6765069115579
2025-01-14,93.34290312524706
2025-01-15,92.52780517362508
2025-01-16,92.65246604610596
