Date,XLV
2022-04-25,125.955322265625
2022-04-26,123.73704528808594
2022-04-27,123.46561431884766
2022-04-28,125.16911315917969
2022-04-29,121.94931030273438
2022-05-02,121.19116973876953
2022-05-03,121.57493591308594
2022-05-04,124.27056884765625
2022-05-05,121.85572052001953
2022-05-06,121.47195434570312
2022-05-09,118.32706451416016
2022-05-10,118.74826049804688
2022-05-11,117.9620361328125
2022-05-12,119.10391998291016
2022-05-13,120.36750030517578
2022-05-16,121.25669860839844
2022-05-17,122.92276000976562
2022-05-18,119.74976348876953
2022-05-19,120.0118408203125
2022-05-20,121.47195434570312
2022-05-23,122.53897857666016
2022-05-24,122.9040298461914
2022-05-25,122.8665771484375
2022-05-26,123.3907470703125
2022-05-27,125.44053649902344
2022-05-31,123.7651138305664
2022-06-01,121.98675537109375
2022-06-02,122.95082092285156
2022-06-03,121.50941467285156
2022-06-06,121.52811431884766
2022-06-07,123.10993194580078
2022-06-08,122.13652801513672
2022-06-09,119.37537384033203
2022-06-10,117.45659637451172
2022-06-13,113.89986419677734
2022-06-14,112.81411743164062
2022-06-15,113.95601654052734
2022-06-16,112.28060150146484
2022-06-17,112.215087890625
2022-06-21,115.23604583740234
2022-06-22,116.83393096923828
2022-06-23,119.45634460449219
2022-06-24,121.43960571289062
2022-06-27,121.89076232910156
2022-06-28,119.76654052734375
2022-06-29,120.80985260009766
2022-06-30,120.53727722167969
2022-07-01,121.89076232910156
2022-07-05,121.18582153320312
2022-07-06,122.00358581542969
2022-07-07,122.52051544189453
2022-07-08,122.88713073730469
2022-07-11,122.57693481445312
2022-07-12,121.01663970947266
2022-07-13,119.84172821044922
2022-07-14,119.49394226074219
2022-07-15,122.37955474853516
2022-07-18,119.79471588134766
2022-07-19,121.83436584472656
2022-07-20,120.63126373291016
2022-07-21,122.53933715820312
2022-07-22,122.03177642822266
2022-07-25,122.67095947265625
2022-07-26,123.30067443847656
2022-07-27,124.0714340209961
2022-07-28,124.86097717285156
2022-07-29,124.44739532470703
2022-08-01,123.52627563476562
2022-08-02,123.08448791503906
2022-08-03,124.21241760253906
2022-08-04,123.60147094726562
2022-08-05,123.55445098876953
2022-08-08,123.8458251953125
2022-08-09,123.4698715209961
2022-08-10,124.8139877319336
2022-08-11,124.00563049316406
2022-08-12,125.5941162109375
2022-08-15,126.223876953125
2022-08-16,125.885498046875
2022-08-17,125.1523666381836
2022-08-18,124.5977783203125
2022-08-19,124.93616485595703
2022-08-22,123.30067443847656
2022-08-23,121.58061218261719
2022-08-24,121.73098754882812
2022-08-25,123.07511901855469
2022-08-26,119.64434051513672
2022-08-29,118.80778503417969
2022-08-30,118.01824188232422
2022-08-31,117.26630401611328
2022-09-01,119.19316101074219
2022-09-02,117.48248291015625
2022-09-06,117.59527587890625
2022-09-07,119.51274871826172
2022-09-08,121.59000396728516
2022-09-09,122.6615219116211
2022-09-12,123.4792709350586
2022-09-13,119.39996337890625
2022-09-14,119.46574401855469
2022-09-15,120.13311004638672
2022-09-16,119.79471588134766
2022-09-19,119.14926147460938
2022-09-20,117.75260162353516
2022-09-21,115.7991714477539
2022-09-22,116.41255950927734
2022-09-23,115.81805419921875
2022-09-26,114.71395111083984
2022-09-27,114.36478424072266
2022-09-28,116.86554718017578
2022-09-29,115.88411712646484
2022-09-30,114.28929138183594
2022-10-03,116.63905334472656
2022-10-04,119.34742736816406
2022-10-05,119.74376678466797
2022-10-06,118.21500396728516
2022-10-07,115.71424865722656
2022-10-10,114.98760986328125
2022-10-11,115.60100555419922
2022-10-12,115.03480529785156
2022-10-13,117.71484375
2022-10-14,116.92214965820312
2022-10-17,118.80008697509766
2022-10-18,119.46065521240234
2022-10-19,117.79035949707031
2022-10-20,116.79004669189453
2022-10-21,119.41349029541016
2022-10-24,121.716064453125
2022-10-25,122.640869140625
2022-10-26,123.99977111816406
2022-10-27,123.34864044189453
2022-10-28,125.37754821777344
2022-10-31,125.27374267578125
2022-11-01,125.34922790527344
2022-11-02,123.21652221679688
2022-11-03,122.69749450683594
2022-11-04,123.44300079345703
2022-11-07,124.76416015625
2022-11-08,125.386962890625
2022-11-09,124.03755187988281
2022-11-10,127.18943786621094
2022-11-11,125.63236999511719
2022-11-14,125.74559783935547
2022-11-15,125.58516693115234
2022-11-16,125.52851867675781
2022-11-17,125.47191619873047
2022-11-18,126.99124908447266
2022-11-21,127.04788970947266
2022-11-22,128.1519775390625
2022-11-23,128.6615753173828
2022-11-25,129.42591857910156
2022-11-28,128.45396423339844
2022-11-29,128.1331024169922
2022-11-30,131.19064331054688
2022-12-01,131.56809997558594
2022-12-02,131.90782165527344
2022-12-05,130.643310546875
2022-12-06,129.65245056152344
2022-12-07,130.71878051757812
2022-12-08,131.89840698242188
2022-12-09,130.20919799804688
2022-12-12,131.59642028808594
2022-12-13,132.002197265625
2022-12-14,132.20982360839844
2022-12-15,129.7845458984375
2022-12-16,127.89718627929688
2022-12-19,127.41963195800781
2022-12-20,127.39119720458984
2022-12-21,129.06838989257812
2022-12-22,128.88833618164062
2022-12-23,128.96414184570312
2022-12-27,128.6324920654297
2022-12-28,127.79864501953125
2022-12-29,129.19154357910156
2022-12-30,128.72726440429688
2023-01-03,128.35769653320312
2023-01-04,128.6988525390625
2023-01-05,127.38169860839844
2023-01-06,128.5567169189453
2023-01-09,126.40570831298828
2023-01-10,127.46698760986328
2023-01-11,128.18716430664062
2023-01-12,127.77967071533203
2023-01-13,128.34820556640625
2023-01-17,127.75127410888672
2023-01-18,125.95088195800781
2023-01-19,126.25409698486328
2023-01-20,126.88896942138672
2023-01-23,127.32483673095703
2023-01-24,126.48150634765625
2023-01-25,126.51940155029297
2023-01-26,126.75629425048828
2023-01-27,125.89402770996094
2023-01-30,124.75694274902344
2023-01-31,126.3678207397461
2023-02-01,126.96476745605469
2023-02-02,126.10250091552734
2023-02-03,125.7329330444336
2023-02-06,125.03173828125
2023-02-07,125.83717346191406
2023-02-08,125.4676284790039
2023-02-09,124.36844635009766
2023-02-10,125.54342651367188
2023-02-13,126.58573150634766
2023-02-14,125.83717346191406
2023-02-15,125.21175384521484
2023-02-16,123.96096801757812
2023-02-17,125.06964874267578
2023-02-21,123.44927978515625
2023-02-22,123.03235626220703
2023-02-23,123.36400604248047
2023-02-24,121.77208709716797
2023-02-27,121.40253448486328
2023-02-28,120.5023422241211
2023-03-01,120.30335998535156
2023-03-02,121.04248046875
2023-03-03,122.3974838256836
2023-03-06,122.34061431884766
2023-03-07,120.36969757080078
2023-03-08,119.72534942626953
2023-03-09,118.51246643066406
2023-03-10,117.64068603515625
2023-03-13,118.73987579345703
2023-03-14,119.80116271972656
2023-03-15,119.69690704345703
2023-03-16,120.81505584716797
2023-03-17,119.26103210449219
2023-03-20,120.77259063720703
2023-03-21,121.50508117675781
2023-03-22,119.66913604736328
2023-03-23,119.4408187866211
2023-03-24,121.09603881835938
2023-03-27,121.59069061279297
2023-03-28,120.85820770263672
2023-03-29,121.191162109375
2023-03-30,121.84752655029297
2023-03-31,123.15076446533203
2023-04-03,124.53009033203125
2023-04-04,124.54911804199219
2023-04-05,126.69895935058594
2023-04-06,127.01288604736328
2023-04-10,126.92728424072266
2023-04-11,127.3553466796875
2023-04-12,127.39337921142578
2023-04-13,129.04859924316406
2023-04-14,128.01173400878906
2023-04-17,127.9070816040039
2023-04-18,127.03191375732422
2023-04-19,127.42193603515625
2023-04-20,126.89873504638672
2023-04-21,127.75489044189453
2023-04-24,128.46832275390625
2023-04-25,127.0985107421875
2023-04-26,125.29113006591797
2023-04-27,125.94746398925781
2023-04-28,127.02240753173828
2023-05-01,127.67877960205078
2023-05-02,127.1270523071289
2023-05-03,126.95581817626953
2023-05-04,125.94746398925781
2023-05-05,127.07946014404297
2023-05-08,126.80361938476562
2023-05-09,125.9570083618164
2023-05-10,126.3089599609375
2023-05-11,125.91891479492188
2023-05-12,125.74771118164062
2023-05-15,125.52892303466797
2023-05-16,124.48253631591797
2023-05-17,124.63475799560547
2023-05-18,124.33031463623047
2023-05-19,124.91061401367188
2023-05-22,125.03424835205078
2023-05-23,123.66444396972656
2023-05-24,122.81781005859375
2023-05-25,121.5621566772461
2023-05-26,121.3148193359375
2023-05-30,120.56332397460938
2023-05-31,121.6001968383789
2023-06-01,122.39925384521484
2023-06-02,123.9688720703125
2023-06-05,124.41590118408203
2023-06-06,123.37905883789062
2023-06-07,122.89393615722656
2023-06-08,123.68347930908203
2023-06-09,124.06399536132812
2023-06-12,124.51107788085938
2023-06-13,125.13892364501953
2023-06-14,123.8547134399414
2023-06-15,125.7762451171875
2023-06-16,125.7667465209961
2023-06-20,125.62537384033203
2023-06-21,125.64446258544922
2023-06-22,126.504150390625
2023-06-23,126.0838623046875
2023-06-26,125.36746215820312
2023-06-27,125.08091735839844
2023-06-28,124.67974853515625
2023-06-29,125.49165344238281
2023-06-30,126.78114318847656
2023-07-03,125.74000549316406
2023-07-05,125.67314910888672
2023-07-06,124.67020416259766
2023-07-07,123.21833801269531
2023-07-10,124.1926040649414
2023-07-11,124.22126007080078
2023-07-12,123.8869400024414
2023-07-13,123.9346923828125
2023-07-14,125.79728698730469
2023-07-17,125.22418212890625
2023-07-18,126.1507339477539
2023-07-19,126.73336791992188
2023-07-20,128.8347930908203
2023-07-21,130.1338348388672
2023-07-24,129.84727478027344
2023-07-25,129.7899932861328
2023-07-26,129.7039794921875
2023-07-27,128.7488250732422
2023-07-28,129.13088989257812
2023-07-31,128.1374969482422
2023-08-01,127.46887969970703
2023-08-02,127.5548324584961
2023-08-03,126.91484832763672
2023-08-04,126.4659194946289
2023-08-07,127.9273452758789
2023-08-08,128.91119384765625
2023-08-09,128.8729705810547
2023-08-10,128.78701782226562
2023-08-11,129.58935546875
2023-08-14,129.9810028076172
2023-08-15,129.50341796875
2023-08-16,128.5195770263672
2023-08-17,127.49752807617188
2023-08-18,127.54527282714844
2023-08-21,127.67900085449219
2023-08-22,127.23005676269531
2023-08-23,127.61214447021484
2023-08-24,126.504150390625
2023-08-25,127.43063354492188
2023-08-28,127.72676849365234
2023-08-29,128.8729705810547
2023-08-30,128.7774658203125
2023-08-31,127.23963165283203
2023-09-01,127.58348846435547
2023-09-05,126.2653579711914
2023-09-06,125.5776138305664
2023-09-07,126.14118957519531
2023-09-08,126.14118957519531
2023-09-11,127.01039123535156
2023-09-12,126.84801483154297
2023-09-13,126.86709594726562
2023-09-14,127.26829528808594
2023-09-15,126.2653579711914
2023-09-18,126.07350158691406
2023-09-19,126.17901611328125
2023-09-20,126.18862915039062
2023-09-21,125.08565521240234
2023-09-22,124.82667541503906
2023-09-25,125.50764465332031
2023-09-26,124.44303894042969
2023-09-27,123.81964874267578
2023-09-28,124.4142837524414
2023-09-29,123.47435760498047
2023-10-02,123.30171966552734
2023-10-03,122.20836639404297
2023-10-04,122.72626495361328
2023-10-05,123.39763641357422
2023-10-06,124.69241333007812
2023-10-09,125.12400817871094
2023-10-10,125.71864318847656
2023-10-11,125.16238403320312
2023-10-12,124.08818817138672
2023-10-13,124.86505126953125
2023-10-16,125.80498504638672
2023-10-17,125.6323471069336
2023-10-18,124.5389633178711
2023-10-19,123.31132507324219
2023-10-20,122.82218170166016
2023-10-23,122.05490112304688
2023-10-24,122.42893981933594
2023-10-25,121.3355712890625
2023-10-26,120.1366958618164
2023-10-27,118.10340881347656
2023-10-30,118.76519775390625
2023-10-31,119.44615173339844
2023-11-01,119.69551849365234
2023-11-02,121.59454345703125
2023-11-03,122.19876098632812
2023-11-06,123.01399230957031
2023-11-07,123.1003189086914
2023-11-08,122.92766571044922
2023-11-09,120.38607025146484
2023-11-10,121.10539245605469
2023-11-13,121.80553436279297
2023-11-14,122.63035583496094
2023-11-15,122.72626495361328
2023-11-16,123.25375366210938
2023-11-17,123.0044174194336
2023-11-20,123.75251007080078
2023-11-21,124.50059509277344
2023-11-22,125.09523010253906
2023-11-24,125.7666244506836
2023-11-27,124.98014068603516
2023-11-28,124.3375473022461
2023-11-29,124.37590026855469
2023-11-30,125.93924713134766
2023-12-01,126.43797302246094
2023-12-04,126.67777252197266
2023-12-05,126.51470947265625
2023-12-06,126.61061096191406
2023-12-07,126.45713806152344
2023-12-08,126.66818237304688
2023-12-11,127.50260162353516
2023-12-12,128.0492706298828
2023-12-13,130.40866088867188
2023-12-14,129.77566528320312
2023-12-15,128.67269897460938
2023-12-18,128.88270568847656
2023-12-19,129.749755859375
2023-12-20,127.87113952636719
2023-12-21,129.4318389892578
2023-12-22,130.0773162841797
2023-12-26,130.3663330078125
2023-12-27,130.9154510498047
2023-12-28,131.2526397705078
2023-12-29,131.38751220703125
2024-01-02,133.6996612548828
2024-01-03,133.47808837890625
2024-01-04,134.142822265625
2024-01-05,134.02720642089844
2024-01-08,135.2122039794922
2024-01-09,135.1929168701172
2024-01-10,135.8094940185547
2024-01-11,135.713134765625
2024-01-12,135.37599182128906
2024-01-16,134.56671142578125
2024-01-17,134.29696655273438
2024-01-18,134.27769470214844
2024-01-19,134.35476684570312
2024-01-22,134.94244384765625
2024-01-23,134.84609985351562
2024-01-24,133.61297607421875
2024-01-25,133.41061401367188
2024-01-26,134.17172241210938
2024-01-29,135.11582946777344
2024-01-30,135.42413330078125
2024-01-31,135.24110412597656
2024-02-01,136.9944610595703
2024-02-02,136.7921600341797
2024-02-05,137.21603393554688
2024-02-06,138.70928955078125
2024-02-07,139.0850067138672
2024-02-08,138.8441925048828
2024-02-09,138.7382049560547
2024-02-12,138.92123413085938
2024-02-13,137.6303253173828
2024-02-14,138.82492065429688
2024-02-15,139.83645629882812
2024-02-16,140.2892608642578
2024-02-20,139.8172149658203
2024-02-21,140.12548828125
2024-02-22,141.7729034423828
2024-02-23,142.44725036621094
2024-02-26,141.71507263183594
2024-02-27,141.36827087402344
2024-02-28,140.66497802734375
2024-02-29,139.5185546875
2024-03-01,140.98291015625
2024-03-04,140.77096557617188
2024-03-05,139.72088623046875
2024-03-06,140.6746368408203
2024-03-07,141.3297576904297
2024-03-08,141.06959533691406
2024-03-11,140.99253845214844
2024-03-12,141.6476593017578
2024-03-13,141.09854125976562
2024-03-14,140.59754943847656
2024-03-15,140.03878784179688
2024-03-18,140.02235412597656
2024-03-19,140.95054626464844
2024-03-20,140.63148498535156
2024-03-21,140.81517028808594
2024-03-22,140.62181091308594
2024-03-25,140.42843627929688
2024-03-26,140.94088745117188
2024-03-27,142.8166046142578
2024-03-28,142.83592224121094
2024-04-01,141.61767578125
2024-04-02,139.4132080078125
2024-04-03,139.258544921875
2024-04-04,137.24742126464844
2024-04-05,138.47535705566406
2024-04-08,138.03057861328125
2024-04-09,138.523681640625
2024-04-10,136.8993377685547
2024-04-11,136.3385772705078
2024-04-12,134.3081512451172
2024-04-15,134.0374298095703
2024-04-16,134.08572387695312
2024-04-17,133.8537139892578
2024-04-18,133.8440399169922
2024-04-19,134.3468017578125
2024-04-22,134.85928344726562
2024-04-23,136.6189727783203
2024-04-24,136.19354248046875
2024-04-25,135.28468322753906
2024-04-26,135.3233642578125
2024-04-29,135.7777862548828
2024-04-30,135.68109130859375
2024-05-01,135.9228057861328
2024-05-02,135.82611083984375
2024-05-03,136.16453552246094
2024-05-06,136.7156524658203
2024-05-07,137.84689331054688
2024-05-08,137.3731231689453
2024-05-09,138.5526885986328
2024-05-10,138.83311462402344
2024-05-13,138.69775390625
2024-05-14,139.2875213623047
2024-05-15,141.3566436767578
2024-05-16,141.1922607421875
2024-05-17,141.46298217773438
2024-05-20,141.1632537841797
2024-05-21,141.40496826171875
2024-05-22,141.6563720703125
2024-05-23,140.109375
2024-05-24,139.63560485839844
2024-05-28,137.94357299804688
2024-05-29,136.870361328125
2024-05-30,136.9380340576172
2024-05-31,138.939453125
2024-06-03,139.91598510742188
2024-06-04,140.3220977783203
2024-06-05,140.96022033691406
2024-06-06,141.42430114746094
2024-06-07,141.57899475097656
2024-06-10,142.10113525390625
2024-06-11,141.51133728027344
2024-06-12,141.2115936279297
2024-06-13,141.09556579589844
2024-06-14,141.04725646972656
2024-06-17,140.90220642089844
2024-06-18,141.08590698242188
2024-06-20,141.55001831054688
2024-06-21,141.9464111328125
2024-06-24,142.77438354492188
2024-06-25,142.32791137695312
2024-06-26,141.82315063476562
2024-06-27,141.59019470214844
2024-06-28,141.4737091064453
2024-07-01,140.67776489257812
2024-07-02,140.163330078125
2024-07-03,139.09559631347656
2024-07-05,140.1730499267578
2024-07-08,140.01773071289062
2024-07-09,140.6971893310547
2024-07-10,142.0270233154297
2024-07-11,143.02676391601562
2024-07-12,143.91978454589844
2024-07-15,143.4150390625
2024-07-16,145.463134765625
2024-07-17,146.12318420410156
2024-07-18,142.8035125732422
2024-07-19,143.53150939941406
2024-07-22,144.35658264160156
2024-07-23,144.26922607421875
2024-07-24,145.47283935546875
2024-07-25,144.74484252929688
2024-07-26,145.56019592285156
2024-07-29,145.64755249023438
2024-07-30,145.7737274169922
2024-07-31,145.2398681640625
2024-08-01,146.72500610351562
2024-08-02,146.4337921142578
2024-08-05,142.5220489501953
2024-08-06,143.1820831298828
2024-08-07,141.72610473632812
2024-08-08,144.861328125
2024-08-09,145.57958984375
2024-08-12,145.02633666992188
2024-08-13,146.78323364257812
2024-08-14,147.307373046875
2024-08-15,148.22952270507812
2024-08-16,148.38478088378906
2024-08-19,149.2875518798828
2024-08-20,149.8893280029297
2024-08-21,150.14169311523438
2024-08-22,150.23876953125
2024-08-23,150.88912963867188
2024-08-26,150.8114776611328
2024-08-27,151.04443359375
2024-08-28,151.21913146972656
2024-08-29,151.53945922851562
2024-08-30,152.5877685546875
2024-09-03,152.29656982421875
2024-09-04,152.0345001220703
2024-09-05,149.94757080078125
2024-09-06,149.43313598632812
2024-09-09,150.48146057128906
2024-09-10,151.17062377929688
2024-09-11,150.72409057617188
2024-09-12,151.26766967773438
2024-09-13,151.57827758789062
2024-09-16,152.6265869140625
2024-09-17,151.05413818359375
2024-09-18,150.8017578125
2024-09-19,151.3453369140625
2024-09-20,150.72409057617188
2024-09-23,150.42892456054688
2024-09-24,150.1268768310547
2024-09-25,148.66543579101562
2024-09-26,149.16233825683594
2024-09-27,149.0843963623047
2024-09-30,150.05868530273438
2024-10-01,149.26951599121094
2024-10-02,148.9674835205078
2024-10-03,147.6229705810547
2024-10-04,147.73988342285156
2024-10-07,147.08712768554688
2024-10-08,147.8860321044922
2024-10-09,149.3961639404297
2024-10-10,148.84083557128906
2024-10-11,149.93202209472656
2024-10-14,150.76016235351562
2024-10-15,148.9187469482422
2024-10-16,149.33770751953125
2024-10-17,148.47059631347656
2024-10-18,149.19155883789062
2024-10-21,147.4378662109375
2024-10-22,147.2235107421875
2024-10-23,146.53176879882812
2024-10-24,145.56724548339844
2024-10-25,144.76832580566406
2024-10-28,144.98265075683594
2024-10-29,144.5832061767578
2024-10-30,144.31044006347656
2024-10-31,143.0925750732422
2024-11-01,143.94020080566406
2024-11-04,142.9951629638672
2024-11-05,144.04737854003906
2024-11-06,144.2324676513672
2024-11-07,145.2749481201172
2024-11-08,146.3174285888672
2024-11-11,145.46005249023438
2024-11-12,143.43359375
2024-11-13,143.05361938476562
2024-11-14,140.8030242919922
2024-11-15,138.1919403076172
2024-11-18,138.28936767578125
2024-11-19,137.57814025878906
2024-11-20,139.2052001953125
2024-11-21,140.3256072998047
2024-11-22,140.45225524902344
2024-11-25,141.650634765625
2024-11-26,142.41058349609375
2024-11-27,143.17051696777344
2024-11-29,143.6186981201172
2024-12-02,143.3653564453125
2024-12-03,143.04383850097656
2024-12-04,142.96591186523438
2024-12-05,141.3680877685547
2024-12-06,140.56918334960938
2024-12-09,140.97837829589844
2024-12-10,140.39382934570312
2024-12-11,138.48423767089844
2024-12-12,137.38328552246094
2024-12-13,137.3638153076172
2024-12-16,135.7270050048828
2024-12-17,135.6295928955078
2024-12-18,133.7882080078125
2024-12-19,132.77493286132812
2024-12-20,134.45071411132812
2024-12-23,135.79347229003906
2024-12-24,136.35133361816406
2024-12-26,136.6253662109375
2024-12-27,135.98919677734375
2024-12-30,134.31564331054688
2024-12-31,134.63861083984375
2025-01-02,134.67776489257812
2025-01-03,135.9989776611328
2025-01-06,136.05772399902344
