,AGG
2024-01-25,111.33973479996078
2024-01-26,111.27317117892763
2024-01-29,111.18259405347537
2024-01-30,110.29540826695106
2024-01-31,110.935580355858
2024-02-01,110.53475789617568
2024-02-02,110.73686587179033
2024-02-05,110.9322199201728
2024-02-06,110.8927625378466
2024-02-07,111.17279137287359
2024-02-08,110.90407676178489
2024-02-09,110.44034025753544
2024-02-12,110.29906165036134
2024-02-13,110.05070962439365
2024-02-14,110.64983654262622
2024-02-15,111.21638580127187
2024-02-16,110.74528113062429
2024-02-19,110.63789933269817
2024-02-20,110.67579847091389
2024-02-21,110.67844312828856
2024-02-22,111.24203330705411
2024-02-23,110.82451507258908
2024-02-26,111.02243436062871
2024-02-27,110.49593420383414
2024-02-28,111.52897526616626
2024-02-29,111.34524209362749
2024-03-01,111.58601401024566
2024-03-04,111.57434599578107
2024-03-05,111.95141983145199
2024-03-06,111.56252138809828
2024-03-07,110.58594333646977
2024-03-08,110.76700921955825
2024-03-11,111.45559522169444
2024-03-12,110.95423099010846
2024-03-13,111.23740004397173
2024-03-14,111.8387445915513
2024-03-15,111.1221173475649
2024-03-18,111.47634975867318
2024-03-19,110.52538725386798
2024-03-20,110.80271916298736
2024-03-21,111.06633085881603
2024-03-22,111.88848724420433
2024-03-25,113.01134259646837
2024-03-26,113.66001429284327
2024-03-27,113.10119453885757
2024-03-28,113.4013827459566
2024-03-29,113.21617216248075
2024-04-01,113.68359407111133
2024-04-02,113.88196604709455
2024-04-03,113.81385989861236
2024-04-04,113.98740120606668
2024-04-05,113.72855559536832
2024-04-08,113.95740511816344
2024-04-09,114.41314067761728
2024-04-10,114.71628795173754
2024-04-11,115.3604760002664
2024-04-12,115.31903069570957
2024-04-15,115.53627241116382
2024-04-16,115.18145304785854
2024-04-17,115.94748536966983
2024-04-18,115.91006226532863
2024-04-19,115.49997242389607
2024-04-22,114.69206831968066
2024-04-23,113.6243123685339
2024-04-24,114.49735131824748
2024-04-25,114.3061710662757
2024-04-26,114.28212209710844
2024-04-29,114.21709625379206
2024-04-30,113.22539197364388
2024-05-01,112.88413370154953
2024-05-02,113.08481331178206
2024-05-03,113.36757066392987
2024-05-06,113.57109474521836
2024-05-07,113.41679552319191
2024-05-08,114.16737104641234
2024-05-09,113.84224949644009
2024-05-10,112.62082279607914
2024-05-13,111.8540326768883
2024-05-14,112.51876707096753
2024-05-15,112.83701870969776
2024-05-16,112.72504458704256
2024-05-17,112.79248344834912
2024-05-20,112.84272601846756
2024-05-21,112.55710661103191
2024-05-22,112.82544760678559
2024-05-23,112.92470654677061
2024-05-24,112.46814930848308
2024-05-27,112.87779188636868
2024-05-28,113.08962000423604
2024-05-29,112.19367904479513
2024-05-30,112.31890626287407
2024-05-31,113.12707987266172
2024-06-03,113.36798974417212
2024-06-04,113.76586533881996
2024-06-05,113.9188470246377
2024-06-06,113.65710818525525
2024-06-07,113.7830620988938
2024-06-10,113.46741886146164
2024-06-11,113.50930509398613
2024-06-12,113.33811048479612
2024-06-13,113.18742932347148
2024-06-14,112.70060578970391
2024-06-17,112.49057267877251
2024-06-18,112.35949009600894
2024-06-19,112.45968294143664
2024-06-20,112.80218484803521
2024-06-21,112.93434054751259
2024-06-24,113.20961745318428
2024-06-25,113.41646190863082
2024-06-26,113.5123736882461
2024-06-27,113.66879539149679
2024-06-28,115.00564991327667
2024-07-01,115.52291797054785
2024-07-02,115.1899705805463
2024-07-03,115.17703830121222
2024-07-04,115.15767969332683
2024-07-05,114.96596993080405
2024-07-08,115.39050469560097
2024-07-09,115.527757095957
2024-07-10,115.24378853996662
2024-07-11,115.089082393029
2024-07-12,114.87248966024501
2024-07-15,114.07813257333004
2024-07-16,113.8990225589635
2024-07-17,113.85077233644874
2024-07-18,114.51207927042199
2024-07-19,114.16989024473321
2024-07-22,114.66066666881711
2024-07-23,114.8601459958273
2024-07-24,115.15378654727893
2024-07-25,115.13940311695205
2024-07-26,114.51680572266349
2024-07-29,113.71225716357236
2024-07-30,113.5239932551752
2024-07-31,113.47199468038222
2024-08-01,112.53481934471219
2024-08-02,112.68647365824434
2024-08-05,111.85096778290466
2024-08-06,112.64318437841794
2024-08-07,113.07854798705222
2024-08-08,113.04971609153411
2024-08-09,113.4191380451174
2024-08-12,114.42121029570251
2024-08-13,114.90029653916748
2024-08-14,114.70197635945185
2024-08-15,114.80575966199866
2024-08-16,114.71807507503142
2024-08-19,115.17959910559419
2024-08-20,115.1302161421345
2024-08-21,114.99249435393722
2024-08-22,115.57106169963325
2024-08-23,115.92188731785333
2024-08-26,115.32920796631794
2024-08-27,116.37648739403883
2024-08-28,115.4895366807047
2024-08-29,115.67904791724605
2024-08-30,115.65835432941003
2024-09-02,115.44195729347912
2024-09-03,115.86335549117699
2024-09-04,115.36087842800835
2024-09-05,114.76639760816725
2024-09-06,114.94033890745028
2024-09-09,114.63148571969657
2024-09-10,114.59987172982693
2024-09-11,115.66177447484914
2024-09-12,115.48435723854742
2024-09-13,115.39093788477304
2024-09-16,116.2337981852176
2024-09-17,116.02074025914591
2024-09-18,116.151957832426
2024-09-19,116.62421597084605
2024-09-20,117.24128859775666
2024-09-23,116.69149950957967
2024-09-24,116.1903528763279
2024-09-25,117.08437066498601
2024-09-26,117.01695566705652
2024-09-27,117.09536729468411
2024-09-30,117.08399515205114
2024-10-01,117.36680137402765
2024-10-02,117.77438669317424
2024-10-03,116.98678677821147
2024-10-04,116.59021149385036
2024-10-07,117.49246579451169
2024-10-08,116.41868612483677
2024-10-09,115.77520260150665
2024-10-10,116.73046030462584
2024-10-11,116.50562098150121
2024-10-14,116.92252915895342
2024-10-15,116.60156485785076
2024-10-16,117.24705218010808
2024-10-17,117.36640586519098
2024-10-18,117.50123466583429
2024-10-21,117.5818156815993
2024-10-22,117.47366657660227
2024-10-23,117.29092902777462
2024-10-24,116.99519009180422
2024-10-25,116.71118887726284
2024-10-28,117.00461958655217
2024-10-29,117.21825511461871
2024-10-30,117.41730444432557
2024-10-31,117.53013923591602
2024-11-01,117.72289954281088
2024-11-04,118.0222081459245
2024-11-05,118.08458708815346
2024-11-06,118.58063421661653
2024-11-07,119.51162004626406
2024-11-08,119.48468946004826
2024-11-11,120.39285584024344
2024-11-12,119.98221379219385
2024-11-13,120.11121109129381
2024-11-14,119.50799417381496
2024-11-15,119.63228928652639
2024-11-18,120.221031391476
2024-11-19,120.34355104691632
2024-11-20,120.76887630605057
2024-11-21,120.46547525588784
2024-11-22,120.34791490265333
2024-11-25,120.50512948696567
2024-11-26,120.62601809510399
2024-11-27,120.32045022602827
2024-11-28,121.00834912015843
2024-11-29,122.02547506644919
2024-12-02,121.36318702543944
2024-12-03,120.85211585034588
2024-12-04,120.4986806173451
2024-12-05,120.3044311493894
2024-12-06,119.8905074560829
2024-12-09,120.27279874547439
2024-12-10,120.57644057190173
2024-12-11,120.27897232121474
2024-12-12,120.87041005686265
2024-12-13,120.88140254640483
2024-12-16,120.64852396241912
2024-12-17,121.56285316208788
2024-12-18,121.04041276779745
2024-12-19,120.00402438857205
2024-12-20,120.49876240930901
2024-12-23,121.02837577160884
2024-12-24,121.36686347911298
2024-12-25,121.31887664864213
2024-12-26,122.06295534803175
2024-12-27,122.62893140552097
2024-12-30,122.55303077348738
2024-12-31,122.24740878639435
2025-01-01,122.5445724403415
2025-01-02,123.13353437075214
2025-01-03,123.16126218091577
2025-01-06,124.02181774638248
2025-01-07,124.4982374623418
2025-01-08,124.56718871982817
2025-01-09,124.87654343663748
2025-01-10,125.45326927314258
2025-01-13,125.66307667152252
2025-01-14,126.11414781268542
2025-01-15,125.94366887775266
2025-01-16,125.21273714049812
