Date,VWO
2021-08-13,44.02573776245117
2021-08-16,43.67448806762695
2021-08-17,42.886329650878906
2021-08-18,42.937721252441406
2021-08-19,42.27808380126953
2021-08-20,42.27808380126953
2021-08-23,42.886329650878906
2021-08-24,43.8458366394043
2021-08-25,43.888671875
2021-08-26,43.52885437011719
2021-08-27,44.07714080810547
2021-08-30,44.20565414428711
2021-08-31,44.745361328125
2021-09-01,45.28508758544922
2021-09-02,45.10517883300781
2021-09-03,45.31078338623047
2021-09-07,45.6877326965332
2021-09-08,45.01094055175781
2021-09-09,45.07090377807617
2021-09-10,45.00237274169922
2021-09-13,45.14801788330078
2021-09-14,44.728233337402344
2021-09-15,44.711097717285156
2021-09-16,44.248477935791016
2021-09-17,44.07714080810547
2021-09-20,42.87788009643555
2021-09-21,43.22373962402344
2021-09-22,43.84627914428711
2021-09-23,44.05379104614258
2021-09-24,43.56959915161133
2021-09-27,43.80305099487305
2021-09-28,43.292911529541016
2021-09-29,42.947052001953125
2021-09-30,43.241024017333984
2021-10-01,43.2669677734375
2021-10-04,42.67036056518555
2021-10-05,43.07673645019531
2021-10-06,42.91246032714844
2021-10-07,43.75116729736328
2021-10-08,43.91545486450195
2021-10-11,43.79439926147461
2021-10-12,43.67334747314453
2021-10-13,44.244014739990234
2021-10-14,44.31319046020508
2021-10-15,44.78874588012695
2021-10-18,44.72822189331055
2021-10-19,45.238365173339844
2021-10-20,45.247013092041016
2021-10-21,44.88385009765625
2021-10-22,44.771446228027344
2021-10-25,44.93573760986328
2021-10-26,44.63311004638672
2021-10-27,44.399654388427734
2021-10-28,44.35641860961914
2021-10-29,43.80305099487305
2021-11-01,44.226715087890625
2021-11-02,43.75981903076172
2021-11-03,44.079734802246094
2021-11-04,43.98462677001953
2021-11-05,44.00191116333008
2021-11-08,44.460182189941406
2021-11-09,44.35641860961914
2021-11-10,44.23537826538086
2021-11-11,44.99626159667969
2021-11-12,45.030845642089844
2021-11-15,44.94438171386719
2021-11-16,44.92708969116211
2021-11-17,44.76280975341797
2021-11-18,44.226715087890625
2021-11-19,44.14891052246094
2021-11-22,43.690650939941406
2021-11-23,43.73387145996094
2021-11-24,43.68198776245117
2021-11-26,42.402313232421875
2021-11-29,42.46284484863281
2021-11-30,42.532012939453125
2021-12-01,42.506080627441406
2021-12-02,43.007568359375
2021-12-03,42.41096878051758
2021-12-06,42.68764877319336
2021-12-07,43.31019973754883
2021-12-08,43.56959915161133
2021-12-09,43.35342788696289
2021-12-10,43.43124771118164
2021-12-13,42.765472412109375
2021-12-14,42.67036056518555
2021-12-15,42.51472091674805
2021-12-16,42.62712860107422
2021-12-17,42.33314895629883
2021-12-20,41.746376037597656
2021-12-21,42.45364761352539
2021-12-22,42.68939971923828
2021-12-23,42.942623138427734
2021-12-27,43.08232879638672
2021-12-28,42.93388748168945
2021-12-29,42.75052261352539
2021-12-30,43.30062484741211
2021-12-31,43.187110900878906
2022-01-03,43.49272537231445
2022-01-04,43.318084716796875
2022-01-05,42.67192840576172
2022-01-06,42.91642379760742
2022-01-07,43.134727478027344
2022-01-10,43.22203063964844
2022-01-11,44.06027603149414
2022-01-12,44.73261642456055
2022-01-13,44.17379379272461
2022-01-14,44.261104583740234
2022-01-18,43.606231689453125
2022-01-19,43.78086471557617
2022-01-20,44.051544189453125
2022-01-21,43.36174392700195
2022-01-24,42.78544616699219
2022-01-25,42.77672576904297
2022-01-26,42.331398010253906
2022-01-27,41.955936431884766
2022-01-28,42.025779724121094
2022-01-31,43.3704833984375
2022-02-01,43.62369918823242
2022-02-02,43.545108795166016
2022-02-03,43.17837905883789
2022-02-04,43.20457077026367
2022-02-07,43.20457077026367
2022-02-08,43.59749984741211
2022-02-09,44.24365234375
2022-02-10,43.99916458129883
2022-02-11,43.318084716796875
2022-02-14,42.99500274658203
2022-02-15,43.97296905517578
2022-02-16,44.304771423339844
2022-02-17,43.72846984863281
2022-02-18,43.387943267822266
2022-02-22,42.715599060058594
2022-02-23,42.32267379760742
2022-02-24,41.466957092285156
2022-02-25,42.235347747802734
2022-02-28,41.755104064941406
2022-03-01,41.187538146972656
2022-03-02,41.31851577758789
2022-03-03,40.742225646972656
2022-03-04,39.97382736206055
2022-03-07,38.55929183959961
2022-03-08,38.725196838378906
2022-03-09,39.70315170288086
2022-03-10,39.0919303894043
2022-03-11,38.29734420776367
2022-03-14,37.380516052246094
2022-03-15,37.3630485534668
2022-03-16,40.27071762084961
2022-03-17,39.97382736206055
2022-03-18,40.60252380371094
2022-03-21,40.089351654052734
2022-03-22,40.71110534667969
2022-03-23,40.430877685546875
2022-03-24,40.67607498168945
2022-03-25,40.3608283996582
2022-03-28,40.4921875
2022-03-29,41.113922119140625
2022-03-30,41.061378479003906
2022-03-31,40.39585876464844
2022-04-01,41.16646194458008
2022-04-04,41.88454055786133
2022-04-05,41.148956298828125
2022-04-06,40.69358825683594
2022-04-07,40.39585876464844
2022-04-08,40.47467041015625
2022-04-11,39.96676254272461
2022-04-12,39.80914306640625
2022-04-13,40.23822784423828
2022-04-14,39.80038070678711
2022-04-18,39.633995056152344
2022-04-19,39.43259048461914
2022-04-20,39.178646087646484
2022-04-21,38.46931838989258
2022-04-22,38.1628303527832
2022-04-25,37.768775939941406
2022-04-26,37.00690841674805
2022-04-27,37.5235710144043
2022-04-28,38.01396942138672
2022-04-29,38.040225982666016
2022-05-02,37.96141815185547
2022-05-03,38.25040054321289
2022-05-04,38.626953125
2022-05-05,37.225830078125
2022-05-06,36.71792984008789
2022-05-09,35.728397369384766
2022-05-10,35.87726593017578
2022-05-11,35.623313903808594
2022-05-12,35.44816589355469
2022-05-13,36.3238639831543
2022-05-16,36.24505615234375
2022-05-17,37.07695770263672
2022-05-18,36.271331787109375
2022-05-19,36.796749114990234
2022-05-20,36.93684768676758
2022-05-23,37.199562072753906
2022-05-24,36.53403091430664
2022-05-25,36.735443115234375
2022-05-26,37.28712844848633
2022-05-27,37.6899528503418
2022-05-31,38.21537780761719
2022-06-01,37.96141815185547
2022-06-02,38.644466400146484
2022-06-03,38.040225982666016
2022-06-06,38.25040054321289
2022-06-07,38.443050384521484
2022-06-08,38.583160400390625
2022-06-09,37.751251220703125
2022-06-10,37.453521728515625
2022-06-13,36.236297607421875
2022-06-14,36.761714935302734
2022-06-15,37.30463790893555
2022-06-16,36.13997268676758
2022-06-17,36.29759216308594
2022-06-21,36.87632751464844
2022-06-22,36.267601013183594
2022-06-23,36.44404602050781
2022-06-24,37.22038650512695
2022-06-27,37.24685287475586
2022-06-28,36.99983215332031
2022-06-29,36.90278625488281
2022-06-30,36.74400329589844
2022-07-01,36.52344512939453
2022-07-05,36.2323112487793
2022-07-06,35.98529815673828
2022-07-07,36.73517608642578
2022-07-08,36.64695358276367
2022-07-11,35.738277435302734
2022-07-12,35.6059455871582
2022-07-13,35.500083923339844
2022-07-14,35.26188278198242
2022-07-15,35.38540267944336
2022-07-18,35.553016662597656
2022-07-19,36.05586624145508
2022-07-20,35.90589141845703
2022-07-21,36.34700012207031
2022-07-22,35.97646713256836
2022-07-25,36.144100189208984
2022-07-26,35.80003356933594
2022-07-27,36.50579833984375
2022-07-28,36.6204833984375
2022-07-29,36.45286178588867
2022-08-01,36.2323112487793
2022-08-02,36.02058029174805
2022-08-03,36.21467208862305
2022-08-04,36.51462173461914
2022-08-05,36.50579833984375
2022-08-08,36.58519744873047
2022-08-09,36.50579833984375
2022-08-10,36.96455001831055
2022-08-11,37.140987396240234
2022-08-12,37.5291633605957
2022-08-15,37.388004302978516
2022-08-16,37.40565490722656
2022-08-17,37.31743240356445
2022-08-18,37.0792350769043
2022-08-19,36.66459655761719
2022-08-22,36.40875244140625
2022-08-23,36.63813018798828
2022-08-24,36.66459655761719
2022-08-25,37.34389877319336
2022-08-26,36.849857330322266
2022-08-29,36.67341613769531
2022-08-30,36.2323112487793
2022-08-31,36.28525161743164
2022-09-01,36.11762237548828
2022-09-02,35.82649230957031
2022-09-06,35.51772689819336
2022-09-07,35.81767272949219
2022-09-08,35.71180725097656
2022-09-09,36.18820571899414
2022-09-12,36.74400329589844
2022-09-13,35.57948303222656
2022-09-14,35.755924224853516
2022-09-15,35.44715118408203
2022-09-16,34.997222900390625
2022-09-19,35.13938522338867
2022-09-20,35.01420593261719
2022-09-21,34.433021545410156
2022-09-22,34.33467102050781
2022-09-23,33.54783630371094
2022-09-26,33.082881927490234
2022-09-27,33.06500244140625
2022-09-28,33.32429885864258
2022-09-29,32.67158126831055
2022-09-30,32.62688064575195
2022-10-03,33.127586364746094
2022-10-04,34.057491302490234
2022-10-05,34.12006759643555
2022-10-06,33.878658294677734
2022-10-07,33.20805740356445
2022-10-10,32.75205993652344
2022-10-11,32.24240493774414
2022-10-12,32.23345947265625
2022-10-13,32.35862731933594
2022-10-14,31.88474464416504
2022-10-17,32.69840621948242
2022-10-18,32.70735168457031
2022-10-19,32.135101318359375
2022-10-20,32.385467529296875
2022-10-21,32.85934829711914
2022-10-24,31.580745697021484
2022-10-25,31.84004020690918
2022-10-26,32.269222259521484
2022-10-27,32.036746978759766
2022-10-28,31.81321907043457
2022-10-31,31.69698143005371
2022-11-01,32.22452163696289
2022-11-02,31.98310089111328
2022-11-03,32.24240493774414
2022-11-04,33.5567741394043
2022-11-07,33.49418258666992
2022-11-08,33.63724136352539
2022-11-09,33.02029800415039
2022-11-10,34.12902069091797
2022-11-11,34.8174934387207
2022-11-14,34.70126724243164
2022-11-15,35.470218658447266
2022-11-16,34.90691375732422
2022-11-17,35.09468460083008
2022-11-18,34.844322204589844
2022-11-21,34.522438049316406
2022-11-22,34.611846923828125
2022-11-23,34.79961395263672
2022-11-25,34.674434661865234
2022-11-28,34.593971252441406
2022-11-29,35.273502349853516
2022-11-30,36.2302360534668
2022-12-01,36.14081573486328
2022-12-02,36.36435317993164
2022-12-05,35.99775314331055
2022-12-06,36.02457809448242
2022-12-07,35.80998611450195
2022-12-08,36.22128677368164
2022-12-09,35.91728210449219
2022-12-12,35.81893539428711
2022-12-13,36.00669479370117
2022-12-14,36.06929016113281
2022-12-15,35.37186813354492
2022-12-16,35.32715606689453
2022-12-19,35.39530944824219
2022-12-20,35.27717208862305
2022-12-21,35.60432052612305
2022-12-22,35.28626251220703
2022-12-23,35.213565826416016
2022-12-27,35.767887115478516
2022-12-28,35.249916076660156
2022-12-29,35.858768463134766
2022-12-30,35.422576904296875
2023-01-03,35.80424499511719
2023-01-04,36.73115158081055
2023-01-05,36.622108459472656
2023-01-06,37.24913024902344
2023-01-09,37.44905471801758
2023-01-10,37.712589263916016
2023-01-11,37.8670768737793
2023-01-12,38.03973388671875
2023-01-13,38.294185638427734
2023-01-17,38.09425735473633
2023-01-18,37.8670768737793
2023-01-19,38.16695022583008
2023-01-20,38.61224365234375
2023-01-23,38.893943786621094
2023-01-24,38.9302978515625
2023-01-25,38.939395904541016
2023-01-26,39.239261627197266
2023-01-27,38.97574234008789
2023-01-30,38.2760009765625
2023-01-31,38.37596130371094
2023-02-01,38.766727447509766
2023-02-02,38.49409866333008
2023-02-03,37.8852424621582
2023-02-06,37.49448776245117
2023-02-07,37.56718826293945
2023-02-08,37.49448776245117
2023-02-09,37.639892578125
2023-02-10,37.321834564208984
2023-02-13,37.65806579589844
2023-02-14,37.549015045166016
2023-02-15,37.36726760864258
2023-02-16,37.29457092285156
2023-02-17,36.994686126708984
2023-02-21,36.585758209228516
2023-02-22,36.431270599365234
2023-02-23,36.558502197265625
2023-02-24,35.858768463134766
2023-02-27,36.04051208496094
2023-02-28,35.822410583496094
2023-03-01,36.54031753540039
2023-03-02,36.70389175415039
2023-03-03,36.97650909423828
2023-03-06,36.84928512573242
2023-03-07,36.304046630859375
2023-03-08,36.4948844909668
2023-03-09,35.74971008300781
2023-03-10,35.54978942871094
2023-03-13,35.513450622558594
2023-03-14,35.53162384033203
2023-03-15,34.94093704223633
2023-03-16,35.38621520996094
2023-03-17,35.204471588134766
2023-03-20,35.26631164550781
2023-03-21,35.639163970947266
2023-03-22,35.748291015625
2023-03-23,36.1848030090332
2023-03-24,36.1120491027832
2023-03-27,35.93927001953125
2023-03-28,36.36668014526367
2023-03-29,36.49399948120117
2023-03-30,36.84865188598633
2023-03-31,36.73952865600586
2023-04-03,36.89413070678711
2023-04-04,36.930511474609375
2023-04-05,36.60312271118164
2023-04-06,36.821380615234375
2023-04-10,36.73952865600586
2023-04-11,37.012351989746094
2023-04-12,36.73044204711914
2023-04-13,37.176048278808594
2023-04-14,36.97597122192383
2023-04-17,37.176048278808594
2023-04-18,37.103294372558594
2023-04-19,36.721343994140625
2023-04-20,36.675872802734375
2023-04-21,36.33030700683594
2023-04-24,36.28483200073242
2023-04-25,35.66645050048828
2023-04-26,35.911983489990234
2023-04-27,36.37577438354492
2023-04-28,36.594032287597656
2023-05-01,36.475807189941406
2023-05-02,36.09386444091797
2023-05-03,36.08476638793945
2023-05-04,36.393959045410156
2023-05-05,36.785003662109375
2023-05-08,36.79409408569336
2023-05-09,36.566741943359375
2023-05-10,36.57583999633789
2023-05-11,36.43033981323242
2023-05-12,36.02111053466797
2023-05-15,36.64859390258789
2023-05-16,36.393959045410156
2023-05-17,36.521278381347656
2023-05-18,36.2939338684082
2023-05-19,36.27573776245117
2023-05-22,36.512184143066406
2023-05-23,35.96654510498047
2023-05-24,35.711917877197266
2023-05-25,35.64825439453125
2023-05-26,36.2393684387207
2023-05-30,35.766475677490234
2023-05-31,35.51184844970703
2023-06-01,36.12114334106445
2023-06-02,36.694061279296875
2023-06-05,36.65768814086914
2023-06-06,36.939598083496094
2023-06-07,36.85775375366211
2023-06-08,37.05781936645508
2023-06-09,37.15785217285156
2023-06-12,37.24878692626953
2023-06-13,37.557987213134766
2023-06-14,37.91264343261719
2023-06-15,38.276405334472656
2023-06-16,38.13999557495117
2023-06-20,37.46064376831055
2023-06-21,37.39664077758789
2023-06-22,37.232059478759766
2023-06-23,36.71088790893555
2023-06-26,36.82974624633789
2023-06-27,37.17720413208008
2023-06-28,37.03090286254883
2023-06-29,36.87546920776367
2023-06-30,37.19548797607422
2023-07-03,37.561222076416016
2023-07-05,37.37835693359375
2023-07-06,36.6651611328125
2023-07-07,37.10405349731445
2023-07-10,37.113189697265625
2023-07-11,37.442352294921875
2023-07-12,38.15554428100586
2023-07-13,38.576133728027344
2023-07-14,38.338417053222656
2023-07-17,38.384132385253906
2023-07-18,38.10983657836914
2023-07-19,38.05495834350586
2023-07-20,37.81724166870117
2023-07-21,37.7989501953125
2023-07-24,38.301841735839844
2023-07-25,38.59442901611328
2023-07-26,38.832157135009766
2023-07-27,38.40242004394531
2023-07-28,39.33504867553711
2023-07-31,39.38077163696289
2023-08-01,38.832157135009766
2023-08-02,37.99095916748047
2023-08-03,38.15554428100586
2023-08-04,38.201263427734375
2023-08-07,38.13726043701172
2023-08-08,37.74409103393555
2023-08-09,37.8080940246582
2023-08-10,37.88124465942383
2023-08-11,37.332637786865234
2023-08-14,37.15890884399414
2023-08-15,36.76573944091797
2023-08-16,36.51887130737305
2023-08-17,36.63773727416992
2023-08-18,36.409149169921875
2023-08-21,36.49143600463867
2023-08-22,36.427433013916016
2023-08-23,36.96690368652344
2023-08-24,36.811458587646484
2023-08-25,36.784027099609375
2023-08-28,37.1497688293457
2023-08-29,37.64351272583008
2023-08-30,37.5063591003418
2023-08-31,37.05833053588867
2023-09-01,37.46064376831055
2023-09-05,37.2411994934082
2023-09-06,37.067481994628906
2023-09-07,36.68345260620117
2023-09-08,36.7566032409668
2023-09-11,37.17720413208008
2023-09-12,37.07661437988281
2023-09-13,37.04004669189453
2023-09-14,37.259483337402344
2023-09-15,37.067481994628906
2023-09-18,37.01033020019531
2023-09-19,36.82596206665039
2023-09-20,36.71535110473633
2023-09-21,36.12539291381836
2023-09-22,36.5494270324707
2023-09-25,36.411155700683594
2023-09-26,35.98712921142578
2023-09-27,36.03321075439453
2023-09-28,36.106956481933594
2023-09-29,36.143829345703125
2023-10-02,36.0147819519043
2023-10-03,35.55387878417969
2023-10-04,35.40639114379883
2023-10-05,35.55387878417969
2023-10-06,36.04242706298828
2023-10-09,35.82120132446289
2023-10-10,36.39271545410156
2023-10-11,36.503334045410156
2023-10-12,36.116172790527344
2023-10-13,35.9779052734375
2023-10-16,36.23601531982422
2023-10-17,36.07930374145508
2023-10-18,35.48935317993164
2023-10-19,35.36030197143555
2023-10-20,34.936275482177734
2023-10-23,34.86253356933594
2023-10-24,35.295772552490234
2023-10-25,34.91783142089844
2023-10-26,34.788787841796875
2023-10-27,34.82565689086914
2023-10-30,35.139068603515625
2023-10-31,34.973140716552734
2023-11-01,35.22202682495117
2023-11-02,35.76589584350586
2023-11-03,36.420372009277344
2023-11-06,36.5309944152832
2023-11-07,36.54020690917969
2023-11-08,36.3742790222168
2023-11-09,36.05165481567383
2023-11-10,36.300533294677734
2023-11-13,36.36505889892578
2023-11-14,37.21311569213867
2023-11-15,37.47123336791992
2023-11-16,37.084068298339844
2023-11-17,37.231563568115234
2023-11-20,37.6279296875
2023-11-21,37.40670394897461
2023-11-22,37.305301666259766
2023-11-24,37.42513656616211
2023-11-27,37.24999237060547
2023-11-28,37.5541877746582
2023-11-29,37.3421745300293
2023-11-30,37.45279312133789
2023-12-01,37.609493255615234
2023-12-04,37.277645111083984
2023-12-05,37.148590087890625
2023-12-06,37.10250473022461
2023-12-07,37.24999237060547
2023-12-08,37.06562805175781
2023-12-11,37.231563568115234
2023-12-12,37.231563568115234
2023-12-13,37.581844329833984
2023-12-14,38.07961654663086
2023-12-15,37.85837936401367
2023-12-18,37.85367202758789
2023-12-19,38.117332458496094
2023-12-20,37.31694412231445
2023-12-21,38.041996002197266
2023-12-22,37.91017532348633
2023-12-26,38.15499496459961
2023-12-27,38.36215591430664
2023-12-28,38.59756851196289
2023-12-29,38.701141357421875
2024-01-02,38.24916076660156
2024-01-03,38.13616180419922
2024-01-04,38.07025146484375
2024-01-05,38.12675094604492
2024-01-08,38.192665100097656
2024-01-09,37.75010299682617
2024-01-10,37.71242904663086
2024-01-11,37.87250518798828
2024-01-12,38.05141830444336
2024-01-16,37.260440826416016
2024-01-17,36.76137924194336
2024-01-18,36.97795104980469
2024-01-19,37.31694412231445
2024-01-22,37.02503967285156
2024-01-23,37.232200622558594
2024-01-24,37.71242904663086
2024-01-25,37.80659866333008
2024-01-26,37.816009521484375
2024-01-29,37.82542419433594
2024-01-30,37.46760940551758
2024-01-31,37.32635498046875
2024-02-01,37.580604553222656
2024-02-02,37.31694412231445
2024-02-05,37.41109848022461
2024-02-06,38.33390426635742
2024-02-07,38.305660247802734
2024-02-08,38.107913970947266
2024-02-09,38.25857925415039
2024-02-12,38.42807388305664
2024-02-13,37.72185134887695
2024-02-14,38.26798629760742
2024-02-15,38.50340270996094
2024-02-16,38.69173049926758
2024-02-20,38.76705551147461
2024-02-21,38.804725646972656
2024-02-22,39.143714904785156
2024-02-23,39.15312576293945
2024-02-26,39.021297454833984
2024-02-27,39.143714904785156
2024-02-28,38.54106903076172
2024-02-29,38.62581253051758
2024-03-01,39.143714904785156
2024-03-04,38.98363494873047
2024-03-05,38.719974517822266
2024-03-06,39.200218200683594
2024-03-07,39.38854217529297
2024-03-08,39.32262420654297
2024-03-11,39.426204681396484
2024-03-12,39.76519012451172
2024-03-13,39.53919982910156
2024-03-14,39.32262420654297
2024-03-15,39.20857238769531
2024-03-18,39.293399810791016
2024-03-19,39.133182525634766
2024-03-20,39.4442024230957
2024-03-21,39.47248458862305
2024-03-22,39.21800231933594
2024-03-25,39.21800231933594
2024-03-26,39.133182525634766
2024-03-27,39.236854553222656
2024-03-28,39.36880111694336
2024-04-01,39.529029846191406
2024-04-02,39.66098403930664
2024-04-03,39.71753692626953
2024-04-04,39.57615661621094
2024-04-05,39.69868087768555
2024-04-08,39.94374084472656
2024-04-09,40.29246139526367
2024-04-10,39.849491119384766
2024-04-11,39.9814338684082
2024-04-12,39.20857238769531
2024-04-15,38.963523864746094
2024-04-16,38.48284912109375
2024-04-17,38.5488166809082
2024-04-18,38.65249252319336
2024-04-19,38.53939437866211
2024-04-22,38.8692741394043
2024-04-23,39.189727783203125
2024-04-24,39.312252044677734
2024-04-25,39.434776306152344
2024-04-26,39.887184143066406
2024-04-29,40.283050537109375
2024-04-30,39.745811462402344
2024-05-01,39.792938232421875
2024-05-02,40.76372528076172
2024-05-03,41.121883392333984
2024-05-06,41.04647445678711
2024-05-07,40.754302978515625
2024-05-08,40.71659469604492
2024-05-09,40.876827239990234
2024-05-10,40.96165466308594
2024-05-13,41.2821044921875
2024-05-14,41.489463806152344
2024-05-15,41.847618103027344
2024-05-16,42.007843017578125
2024-05-17,42.3094482421875
2024-05-20,42.21519470214844
2024-05-21,41.97013854980469
2024-05-22,41.847618103027344
2024-05-23,41.52716064453125
2024-05-24,41.659114837646484
2024-05-28,41.54601287841797
2024-05-29,41.02762985229492
2024-05-30,40.95222473144531
2024-05-31,40.6035041809082
2024-06-03,41.0087776184082
2024-06-04,40.36787414550781
2024-06-05,40.88625717163086
2024-06-06,41.07475280761719
2024-06-07,40.735450744628906
2024-06-10,40.95222473144531
2024-06-11,40.85798263549805
2024-06-12,41.17843246459961
2024-06-13,41.131309509277344
2024-06-14,41.24441146850586
2024-06-17,41.470611572265625
2024-06-18,41.80048751831055
2024-06-20,41.7250862121582
2024-06-21,41.583168029785156
2024-06-24,41.55477523803711
2024-06-25,41.431785583496094
2024-06-26,41.31824493408203
2024-06-27,41.2993278503418
2024-06-28,41.403404235839844
2024-07-01,41.498016357421875
2024-07-02,41.64939880371094
2024-07-03,42.26438903808594
2024-07-05,42.25493621826172
2024-07-08,42.25493621826172
2024-07-09,42.43470001220703
2024-07-10,42.60500717163086
2024-07-11,42.93616485595703
2024-07-12,43.13485336303711
2024-07-15,42.69015884399414
2024-07-16,42.964542388916016
2024-07-17,42.340087890625
2024-07-18,41.971092224121094
2024-07-19,41.56424331665039
2024-07-22,41.88593292236328
2024-07-23,41.45071029663086
2024-07-24,41.015480041503906
2024-07-25,40.91140365600586
2024-07-26,41.36555862426758
2024-07-29,41.2236328125
2024-07-30,41.11009216308594
2024-07-31,41.90486145019531
2024-08-01,41.21417236328125
2024-08-02,40.76948165893555
2024-08-05,39.6435661315918
2024-08-06,39.91794204711914
2024-08-07,40.23017883300781
2024-08-08,41.10062789916992
2024-08-09,41.204708099365234
2024-08-12,41.38447570800781
2024-08-13,41.69670104980469
2024-08-14,41.431785583496094
2024-08-15,41.88593292236328
2024-08-16,42.321163177490234
2024-08-19,42.75638961791992
2024-08-20,42.340087890625
2024-08-21,42.53877639770508
2024-08-22,42.03731918334961
2024-08-23,42.642852783203125
2024-08-26,42.36846923828125
2024-08-27,42.41577911376953
2024-08-28,42.141395568847656
2024-08-29,42.19816207885742
2024-08-30,42.311702728271484
2024-09-03,41.66831970214844
2024-09-04,41.64939880371094
2024-09-05,41.762935638427734
2024-09-06,41.15740203857422
2024-09-09,41.44124221801758
2024-09-10,41.34663009643555
2024-09-11,41.602088928222656
2024-09-12,41.87647247314453
2024-09-13,42.065704345703125
2024-09-16,42.22655487060547
2024-09-17,42.27385711669922
2024-09-18,42.12247085571289
2024-09-19,43.00238800048828
2024-09-20,42.977718353271484
2024-09-23,43.32882308959961
2024-09-24,44.837646484375
2024-09-25,44.38215255737305
2024-09-26,45.79608154296875
2024-09-27,45.78659439086914
2024-09-30,45.40701675415039
2024-10-01,45.748634338378906
2024-10-02,46.69758224487305
2024-10-03,45.995361328125
2024-10-04,46.555240631103516
2024-10-07,46.96328353881836
2024-10-08,45.58731460571289
2024-10-09,45.27416229248047
2024-10-10,45.36906051635742
2024-10-11,45.69169998168945
2024-10-14,45.47344207763672
2024-10-15,44.56245422363281
2024-10-16,44.9799919128418
2024-10-17,44.837646484375
2024-10-18,45.388038635253906
2024-10-21,45.06539535522461
2024-10-22,45.008460998535156
2024-10-23,44.72378158569336
2024-10-24,44.67633056640625
2024-10-25,44.63836669921875
2024-10-28,44.78070831298828
2024-10-29,44.609901428222656
2024-10-30,44.28725814819336
2024-10-31,44.19236373901367
2024-11-01,44.20185852050781
2024-11-04,44.34419631958008
2024-11-05,44.989479064941406
2024-11-06,44.56245422363281
2024-11-07,45.53037643432617
2024-11-08,44.4011344909668
2024-11-11,44.14491653442383
2024-11-12,43.3952522277832
2024-11-13,43.16750717163086
2024-11-14,42.90179443359375
2024-11-15,42.8163948059082
2024-11-18,43.176998138427734
2024-11-19,43.2434196472168
2024-11-20,43.23392868041992
2024-11-21,43.08209991455078
2024-11-22,43.09158706665039
2024-11-25,43.11056900024414
2024-11-26,42.88282012939453
2024-11-27,43.04413986206055
2024-11-29,43.2434196472168
2024-12-02,43.461673736572266
2024-12-03,43.6419792175293
2024-12-04,43.708404541015625
2024-12-05,43.99308776855469
2024-12-06,44.01206588745117
2024-12-09,45.084373474121094
2024-12-10,44.24930953979492
2024-12-11,44.325218200683594
2024-12-12,44.059513092041016
2024-12-13,44.0784912109375
2024-12-16,43.85074234008789
2024-12-17,43.74635696411133
2024-12-18,42.73099136352539
2024-12-19,42.91128921508789
2024-12-20,43.150367736816406
2024-12-23,43.33502197265625
2024-12-24,43.509952545166016
2024-12-26,43.40304946899414
2024-12-27,43.24755096435547
2024-12-30,42.8685302734375
2024-12-31,42.80049514770508
