,DBC
2021-09-29,101.93015518361103
2021-09-30,101.32736142494039
2021-10-01,101.35037164171432
2021-10-04,101.57440467068102
2021-10-05,101.0834676911842
2021-10-06,100.93038353799375
2021-10-07,100.52546328152539
2021-10-08,100.68978180699936
2021-10-11,101.9010858884356
2021-10-12,101.02445135627146
2021-10-13,100.74055316538136
2021-10-14,100.81423897356636
2021-10-15,101.63175774724434
2021-10-18,99.95033519113703
2021-10-19,99.36510277211086
2021-10-20,96.72043445502722
2021-10-21,97.73493460107802
2021-10-22,98.19707064533351
2021-10-25,96.76704186053506
2021-10-26,96.6745110773578
2021-10-27,98.51693598135843
2021-10-28,98.40672252206357
2021-10-29,98.82475587190666
2021-11-01,98.42859590254992
2021-11-02,97.17793697952418
2021-11-03,96.852669142675
2021-11-04,96.6181100619828
2021-11-05,97.02013780663732
2021-11-08,95.5133567475448
2021-11-09,96.64290183129935
2021-11-10,95.73012538120751
2021-11-11,93.0972639747597
2021-11-12,93.26399813236527
2021-11-15,92.0408241664519
2021-11-16,92.290459557038
2021-11-17,90.7070270341203
2021-11-18,90.11538828101675
2021-11-19,89.17778827467362
2021-11-22,87.57742309482752
2021-11-23,89.21274808687964
2021-11-24,89.48755170443454
2021-11-25,91.49501652890443
2021-11-26,91.88152033158092
2021-11-29,92.41348657022674
2021-11-30,92.52997606035144
2021-12-01,91.6376985038138
2021-12-02,92.70144034025567
2021-12-03,94.2482862217604
2021-12-06,93.1935189692974
2021-12-07,93.45877496768837
2021-12-08,92.96402750708067
2021-12-09,91.90606933710582
2021-12-10,91.70293203473491
2021-12-13,91.6801151024054
2021-12-14,91.37034159128545
2021-12-15,92.72771030833658
2021-12-16,91.77888010426292
2021-12-17,93.31465040492475
2021-12-20,92.54046252221761
2021-12-21,92.6785009757546
2021-12-22,92.77490140327896
2021-12-23,91.39383654758223
2021-12-24,91.93690079022433
2021-12-27,91.2590008642212
2021-12-28,90.86299193828545
2021-12-29,90.26810483405934
2021-12-30,91.63352557988819
2021-12-31,91.01091636569029
2022-01-03,90.89930554292557
2022-01-04,89.2367880336702
2022-01-05,88.70683658239729
2022-01-06,88.12452170348989
2022-01-07,89.2505387716082
2022-01-10,88.77634579177017
2022-01-11,90.36294239482612
2022-01-12,90.3357931797808
2022-01-13,89.91027011025623
2022-01-14,89.66359349994212
2022-01-17,91.27028589034228
2022-01-18,90.62457059273467
2022-01-19,88.48089563209776
2022-01-20,89.45002292519561
2022-01-21,90.17159198161511
2022-01-24,90.23967258857733
2022-01-25,91.2846565532798
2022-01-26,91.12052418695453
2022-01-27,91.23367817640262
2022-01-28,92.18356950527071
2022-01-31,91.97286569936861
2022-02-01,91.63400144564353
2022-02-02,92.45822934266185
2022-02-03,91.45166993522716
2022-02-04,91.74636207161079
2022-02-07,91.14911061658411
2022-02-08,91.60189429270129
2022-02-09,90.51073770943823
2022-02-10,90.95851230596821
2022-02-11,92.3652903082368
2022-02-14,92.0963789868749
2022-02-15,93.05358114678681
2022-02-16,93.20601018210671
2022-02-17,93.33756558069595
2022-02-18,92.45860573596539
2022-02-21,94.09833304925372
2022-02-22,94.38614194704132
2022-02-23,95.93873406943106
2022-02-24,96.49801166177106
2022-02-25,97.08202027979759
2022-02-28,96.44618761683103
2022-03-01,96.75923719241118
2022-03-02,96.38614492804379
2022-03-03,97.63612294357472
2022-03-04,96.44632990286233
2022-03-07,97.23917701669036
2022-03-08,96.49604994401345
2022-03-09,94.23709074620591
2022-03-10,94.41470930788645
2022-03-11,93.50837244188945
2022-03-14,92.99421350816
2022-03-15,93.08421594772743
2022-03-16,92.35264103552497
2022-03-17,92.001736373001
2022-03-18,91.74592831818315
2022-03-21,92.24369900721194
2022-03-22,92.85305714607345
2022-03-23,93.99006230529498
2022-03-24,93.41788381510658
2022-03-25,93.50787359153966
2022-03-28,94.6400469564476
2022-03-29,95.89657230914763
2022-03-30,98.01178506363868
2022-03-31,99.11818112791101
2022-04-01,98.5980802886063
2022-04-04,98.17730585117043
2022-04-05,98.82933543136332
2022-04-06,97.99130791093012
2022-04-07,98.2354942299622
2022-04-08,98.52517159386059
2022-04-11,99.46357685688149
2022-04-12,101.19866653286024
2022-04-13,102.10501842098827
2022-04-14,102.74708798718746
2022-04-15,103.0263344783197
2022-04-18,102.08532741619125
2022-04-19,102.85898242578287
2022-04-20,102.7660680803508
2022-04-21,104.7908809248361
2022-04-22,103.01743751850263
2022-04-25,104.22940074022556
2022-04-26,103.155266133028
2022-04-27,104.08101967322258
2022-04-28,103.86552900537683
2022-04-29,103.02280167591648
2022-05-02,102.8546375082292
2022-05-03,101.94675641309901
2022-05-04,101.21740771756296
2022-05-05,100.70715322508102
2022-05-06,100.18630678154683
2022-05-09,99.48406840867497
2022-05-10,100.25611154814275
2022-05-11,98.52603265426623
2022-05-12,99.36362378127632
2022-05-13,98.77189900411113
2022-05-16,98.72865279569386
2022-05-17,100.20555087842699
2022-05-18,100.67003909546732
2022-05-19,101.32042202472024
2022-05-20,101.44907965979799
2022-05-23,102.63937152857304
2022-05-24,102.27963712677915
2022-05-25,101.04389259018913
2022-05-26,100.94050816971898
2022-05-27,98.97984875058877
2022-05-30,97.94736680847672
2022-05-31,97.97810885294604
2022-06-01,99.66733578802763
2022-06-02,100.83510836695328
2022-06-03,100.73698058041754
2022-06-06,102.2206272048186
2022-06-07,103.42199485231983
2022-06-08,103.62757161187248
2022-06-09,105.6208563762359
2022-06-10,107.33831209744251
2022-06-13,107.07212349475212
2022-06-14,108.08697509421815
2022-06-15,106.07574807149196
2022-06-16,107.22539741693531
2022-06-17,107.0065013298069
2022-06-20,105.76906726095483
2022-06-21,106.59828490490084
2022-06-22,107.7178483614881
2022-06-23,108.64556685819275
2022-06-24,107.83868136834327
2022-06-27,108.42513843102148
2022-06-28,107.12933176656672
2022-06-29,107.66480567935501
2022-06-30,109.59251993999675
2022-07-01,109.60711354017971
2022-07-04,107.16007665097176
2022-07-05,108.37087977481134
2022-07-06,108.19854813727252
2022-07-07,108.52193721239954
2022-07-08,109.30763849937665
2022-07-11,108.95370499772265
2022-07-12,107.55190221778814
2022-07-13,108.43414761068033
2022-07-14,108.59523391499867
2022-07-15,108.72703039548905
2022-07-18,107.8417730326404
2022-07-19,107.39978892369804
2022-07-20,107.6000727266961
2022-07-21,108.04588592833504
2022-07-22,108.08202815349924
2022-07-25,108.6582350266887
2022-07-26,108.49447934670992
2022-07-27,108.38923286587607
2022-07-28,108.28646938166513
2022-07-29,107.2406906341443
2022-08-01,106.52228745230433
2022-08-02,106.27387579779763
2022-08-03,105.09744749491728
2022-08-04,104.94233360102704
2022-08-05,106.48518224377248
2022-08-08,107.50089206290939
2022-08-09,106.50565063921631
2022-08-10,105.19103556213005
2022-08-11,106.7706661207811
2022-08-12,106.5873545594704
2022-08-15,108.00318168506391
2022-08-16,107.56612054385575
2022-08-17,106.40375847749274
2022-08-18,106.23099317317562
2022-08-19,107.37021787579314
2022-08-22,107.66963914787407
2022-08-23,108.40417986933599
2022-08-24,106.31588657869958
2022-08-25,104.48188402542058
2022-08-26,105.0329825872729
2022-08-29,105.73842709442678
2022-08-30,105.86505782311342
2022-08-31,107.41200121818366
2022-09-01,105.73930741389867
2022-09-02,105.02019311464723
2022-09-05,103.99426569777694
2022-09-06,105.73420048727546
2022-09-07,107.01572288378316
2022-09-08,105.35212300046157
2022-09-09,107.16903341958913
2022-09-12,107.4355231478969
2022-09-13,108.06183265801496
2022-09-14,106.88531956307025
2022-09-15,104.90806438056988
2022-09-16,104.28694062353682
2022-09-19,104.20595649552831
2022-09-20,104.89750877109243
2022-09-21,105.50227085495973
2022-09-22,105.36302718139441
2022-09-23,105.64951667459657
2022-09-26,103.0430867382985
2022-09-27,102.78600673139388
2022-09-28,101.88307405123366
2022-09-29,102.11191091758162
2022-09-30,101.55231126548424
2022-10-03,101.42115056158107
2022-10-04,102.22345281630507
2022-10-05,101.03253470924922
2022-10-06,100.16164533191649
2022-10-07,100.93738812575354
2022-10-10,101.651322711345
2022-10-11,100.92090739248943
2022-10-12,100.35545902326083
2022-10-13,99.33761225695234
2022-10-14,100.43114307013674
2022-10-17,101.14337105144213
2022-10-18,102.9720831137855
2022-10-19,103.07042194191986
2022-10-20,103.3405421834634
2022-10-21,103.69240016531714
2022-10-24,102.9042105078434
2022-10-25,103.31847805616536
2022-10-26,103.93188493303789
2022-10-27,104.640986886526
2022-10-28,105.26316616211918
2022-10-31,104.96350418061542
2022-11-01,104.65971676461596
2022-11-02,105.64887056725469
2022-11-03,106.45662908358653
2022-11-04,108.0908253640616
2022-11-07,109.22808480551825
2022-11-08,108.58323326719173
2022-11-09,109.00221030266376
2022-11-10,106.70460254212794
2022-11-11,106.50700925188544
2022-11-14,106.49253099866966
2022-11-15,106.51838601223129
2022-11-16,104.58884443832244
2022-11-17,104.04822144233985
2022-11-18,104.02175648750564
2022-11-21,102.48404782389726
2022-11-22,101.46292431890873
2022-11-23,99.82573595245329
2022-11-24,99.72771037628823
2022-11-25,98.93645458773915
2022-11-28,100.3916018676682
2022-11-29,99.75815768812409
2022-11-30,99.35607709464404
2022-12-01,100.48767920297988
2022-12-02,101.17553413043163
2022-12-05,101.83307340922173
2022-12-06,102.78567836438984
2022-12-07,102.37392100187992
2022-12-08,103.46068542561382
2022-12-09,103.17659389559574
2022-12-12,103.89324724844073
2022-12-13,105.02483567894289
2022-12-14,106.63300030998617
2022-12-15,105.04819705247385
2022-12-16,104.28461273717761
2022-12-19,105.37398351509238
2022-12-20,105.11739233275603
2022-12-21,105.7263932802704
2022-12-22,106.65810836192009
2022-12-23,105.82684488512828
2022-12-26,103.27536811028493
2022-12-27,104.35200361718557
2022-12-28,103.18591319823709
2022-12-29,104.46445285692481
2022-12-30,104.17367346327555
2023-01-02,105.27485080559582
2023-01-03,104.47943170615808
2023-01-04,104.39522574129967
2023-01-05,104.80092485097533
2023-01-06,103.65742785684522
2023-01-09,102.2219718049601
2023-01-10,100.9941993664589
2023-01-11,101.1836723510559
2023-01-12,101.92283292264155
2023-01-13,100.69983566099323
2023-01-16,100.94172096171388
2023-01-17,102.24082376449608
2023-01-18,102.53744475729339
2023-01-19,102.3483167019541
2023-01-20,101.51456658090592
2023-01-23,102.50891428893027
2023-01-24,102.72235281929713
2023-01-25,102.58120026873128
2023-01-26,100.98083977173067
2023-01-27,101.67678807943186
2023-01-30,103.27913406750513
2023-01-31,104.86986818924113
2023-02-01,105.64936750188629
2023-02-02,104.56993265660219
2023-02-03,105.57079236718788
2023-02-06,105.20250509634741
2023-02-07,106.08581680506852
2023-02-08,105.13829423814647
2023-02-09,105.814388333034
2023-02-10,105.21710000469633
2023-02-13,103.36846572969253
2023-02-14,102.89928651183871
2023-02-15,103.15357753812093
2023-02-16,102.58132538979284
2023-02-17,102.09809476387055
2023-02-20,102.40432419345792
2023-02-21,103.59280653437382
2023-02-22,105.48207661580335
2023-02-23,104.45518573611112
2023-02-24,104.90275324437486
2023-02-27,105.11235559250846
2023-02-28,103.13387113634735
2023-03-01,103.5143651434345
2023-03-02,102.47646336294443
2023-03-03,101.67811594675216
2023-03-06,100.37562191847785
2023-03-07,100.59835448939292
2023-03-08,98.75824101809711
2023-03-09,99.62978657772858
2023-03-10,98.58256178644427
2023-03-13,99.35014078859021
2023-03-14,98.64197011175688
2023-03-15,98.0420255091236
2023-03-16,98.93261014629692
2023-03-17,98.90798777773735
2023-03-20,98.87792737112403
2023-03-21,98.31042731445919
2023-03-22,98.95947301888714
2023-03-23,97.39481901597922
2023-03-24,96.27507599004844
2023-03-27,96.14638730597954
2023-03-28,95.50367394288645
2023-03-29,94.38406928716824
2023-03-30,93.77539072822269
2023-03-31,92.98351805342685
2023-04-03,92.60507223816904
2023-04-04,91.49684683195468
2023-04-05,91.38463823821493
2023-04-06,90.46172655122433
2023-04-07,91.58921266985077
2023-04-10,93.61434703539483
2023-04-11,92.67394088301253
2023-04-12,91.9801718537668
2023-04-13,90.48820797305183
2023-04-14,90.61805401181869
2023-04-17,90.96098910949999
2023-04-18,89.63743544152136
2023-04-19,91.01239002298621
2023-04-20,90.10178440411775
2023-04-21,89.53951022105417
2023-04-24,87.33242073413464
2023-04-25,88.12740932814775
2023-04-26,88.05201052262596
2023-04-27,88.57722254887926
2023-04-28,88.70580371996724
2023-05-01,88.60457217670535
2023-05-02,86.73943154871799
2023-05-03,87.59100492920074
2023-05-04,87.07032385627112
2023-05-05,86.6504186459192
2023-05-08,87.23815246885249
2023-05-09,86.73311779209266
2023-05-10,87.07267145361648
2023-05-11,86.8627538327205
2023-05-12,85.50107428349992
2023-05-15,85.73168890564182
2023-05-16,85.25137634906028
2023-05-17,84.88903644218536
2023-05-18,84.46419061427171
2023-05-19,83.2664683109435
2023-05-22,83.96051698184735
2023-05-23,85.49862839669301
2023-05-24,85.70448285455126
2023-05-25,84.42138718412421
2023-05-26,84.9939902588718
2023-05-29,84.65421832730787
2023-05-30,83.91847411107129
2023-05-31,86.02533764836325
2023-06-01,86.73247309651144
2023-06-02,87.81057117286618
2023-06-05,86.70938579047231
2023-06-06,87.31580066939017
2023-06-07,88.71951305935531
2023-06-08,88.18464694647837
2023-06-09,89.5191372541595
2023-06-12,87.7568997084796
2023-06-13,88.30627344260814
2023-06-14,87.67882464035019
2023-06-15,87.70562239049625
2023-06-16,87.48004376017786
2023-06-19,87.60856661355916
2023-06-20,88.52489869557185
2023-06-21,89.22216271316884
2023-06-22,89.99080565008539
2023-06-23,89.34521090979094
2023-06-26,89.04525219048277
2023-06-27,88.71784328894853
2023-06-28,87.92936268258475
2023-06-29,88.564413507706
2023-06-30,89.74103793879613
2023-07-03,89.69340647180358
2023-07-04,91.30832071602111
2023-07-05,91.65076793347563
2023-07-06,90.42942794127387
2023-07-07,90.4927594907397
2023-07-10,90.35349478345066
2023-07-11,90.6010737381046
2023-07-12,90.69762915233004
2023-07-13,91.78084410421975
2023-07-14,91.0291651519877
2023-07-17,88.41471720141429
2023-07-18,88.60213007509121
2023-07-19,88.59411953592941
2023-07-20,87.57707255064369
2023-07-21,86.96050380075017
2023-07-24,86.59944996936477
2023-07-25,85.91729777244319
2023-07-26,86.25893338373906
2023-07-27,86.85498445247053
2023-07-28,85.67813438541668
2023-07-31,85.45624470505194
2023-08-01,84.8973913133639
2023-08-02,84.48992048950078
2023-08-03,84.74533873710241
2023-08-04,86.44980589146287
2023-08-07,87.59427147963449
2023-08-08,85.51276702198828
2023-08-09,85.50628666926538
2023-08-10,85.55822124290448
2023-08-11,84.2214612423581
2023-08-14,84.61471174423116
2023-08-15,85.37217866944628
2023-08-16,85.71195658959402
2023-08-17,85.71080208044665
2023-08-18,84.87277755629789
2023-08-21,85.66448169123562
2023-08-22,86.90071941805964
2023-08-23,84.77459996916855
2023-08-24,85.6516611041947
2023-08-25,86.66107499629075
2023-08-28,86.24438618575918
2023-08-29,86.16354600022834
2023-08-30,85.25517738372655
2023-08-31,84.48954549112834
2023-09-01,84.22017544549463
2023-09-04,84.14578546230452
2023-09-05,84.03547761928579
2023-09-06,85.0797306739201
2023-09-07,86.36800162564553
2023-09-08,85.990169295054
2023-09-11,86.02739992445831
2023-09-12,86.18476832024925
2023-09-13,84.64161175445616
2023-09-14,85.36448043446714
2023-09-15,86.04181803571151
2023-09-18,86.49846109825084
2023-09-19,86.54261515003537
2023-09-20,87.62361949867658
2023-09-21,86.9515795412086
2023-09-22,87.99326796594026
2023-09-25,88.16582942093798
2023-09-26,87.6665662570514
2023-09-27,86.34735605524314
2023-09-28,85.56858837842132
2023-09-29,87.2945188675156
2023-10-02,86.48408034093148
2023-10-03,86.6876450899857
2023-10-04,88.09971900078918
2023-10-05,87.30605157056851
2023-10-06,86.71437634353877
2023-10-09,87.33134483950103
2023-10-10,86.89069450574853
2023-10-11,87.28634063371167
2023-10-12,87.48098221105872
2023-10-13,89.29167716120627
2023-10-16,91.01518085694345
2023-10-17,90.46429122442076
2023-10-18,89.86939835311297
2023-10-19,89.20119652561642
2023-10-20,90.86528927484477
2023-10-23,90.24502252149475
2023-10-24,91.49277415111777
2023-10-25,91.3215423606514
2023-10-26,90.16198544342726
2023-10-27,90.2117146193279
2023-10-30,89.95795523226306
2023-10-31,89.0137893386153
2023-11-01,89.80387613881437
2023-11-02,90.83706328246912
2023-11-03,91.57537118355337
2023-11-06,93.05831776480193
2023-11-07,93.88946040809185
2023-11-08,94.14352315143132
2023-11-09,96.00437275573958
2023-11-10,96.90668875363826
2023-11-13,97.25839240940589
2023-11-14,97.9455827298421
2023-11-15,98.21451962630142
2023-11-16,97.56327498766917
2023-11-17,97.37592692588781
2023-11-20,95.86225031817906
2023-11-21,95.65771624698733
2023-11-22,94.7493097308877
2023-11-23,94.2603842427525
2023-11-24,92.48231339583842
2023-11-27,90.50305634848745
2023-11-28,90.2652308826618
2023-11-29,90.26172033735567
2023-11-30,90.40939556716641
2023-12-01,89.95400601922903
2023-12-04,90.47972193736112
2023-12-05,91.17191313491264
2023-12-06,92.55392242144399
2023-12-07,91.17683001101167
2023-12-08,90.42276464528062
2023-12-11,90.76939710448359
2023-12-12,90.2606929940579
2023-12-13,89.84817869800695
2023-12-14,89.62910748570131
2023-12-15,89.00994936898299
2023-12-18,88.18467808158157
2023-12-19,89.60058051606677
2023-12-20,89.1064302515862
2023-12-21,91.53949785904777
2023-12-22,92.50457932096367
2023-12-25,92.25089438483882
2023-12-26,91.50097813894055
2023-12-27,91.21929499748202
2023-12-28,91.17958581257368
2023-12-29,91.26851854521631
2024-01-01,92.15765774549776
2024-01-02,91.64328490699543
2024-01-03,90.81238790559435
2024-01-04,91.6650929801036
2024-01-05,91.60690941877303
2024-01-08,90.60702533455563
2024-01-09,91.8086057380693
2024-01-10,90.55558505977783
2024-01-11,90.61991671430279
2024-01-12,90.95448423242458
2024-01-15,91.29346237994882
2024-01-16,91.8601974372546
2024-01-17,91.09908945226086
2024-01-18,91.75240840134707
2024-01-19,90.60227280511738
2024-01-22,92.35870119697816
2024-01-23,92.60297739309922
2024-01-24,92.92078044447379
2024-01-25,91.53157118428335
2024-01-26,90.8069250498712
2024-01-29,90.42092855541871
2024-01-30,90.80339684551038
2024-01-31,91.63758961827438
2024-02-01,92.01932250976998
2024-02-02,92.36616176565857
2024-02-05,91.58463941057877
2024-02-06,92.77503948924016
2024-02-07,94.13744347604336
2024-02-08,94.08113258311866
2024-02-09,95.01431371267893
2024-02-12,94.30834655471936
2024-02-13,96.37027369446801
2024-02-14,96.75408663194327
2024-02-15,96.32287619741851
2024-02-16,97.24369954074712
2024-02-19,98.43380874562337
2024-02-20,97.20613916452749
2024-02-21,98.77149520835651
2024-02-22,98.93202280034849
2024-02-23,97.6669032160011
2024-02-26,98.16037350494346
2024-02-27,98.21253853125921
2024-02-28,97.5240196947689
2024-02-29,98.39583468277038
2024-03-01,98.18510296540953
2024-03-04,98.35352033851662
2024-03-05,97.44793476065878
2024-03-06,96.15034685691816
2024-03-07,94.38719813050136
2024-03-08,96.00425083827851
2024-03-11,96.15770860894077
2024-03-12,96.06857081211588
2024-03-13,97.6397675671613
2024-03-14,97.19491876898364
2024-03-15,98.43612310501967
2024-03-18,98.3097494801864
2024-03-19,99.21277059790465
2024-03-20,98.5936642928346
2024-03-21,98.47545307692654
2024-03-22,98.13466090589009
2024-03-25,99.20782062113062
2024-03-26,99.93924401783097
2024-03-27,98.72551558720234
2024-03-28,97.59041822760949
2024-03-29,97.47656574807407
2024-04-01,97.80454121299165
2024-04-02,97.60836744166707
2024-04-03,98.49594031369865
2024-04-04,96.94943349392669
2024-04-05,95.92186414784395
2024-04-08,97.27862950634255
2024-04-09,97.04554020676102
2024-04-10,95.77135951938168
2024-04-11,95.5871807247421
2024-04-12,95.80323541496963
2024-04-15,96.45659734406519
2024-04-16,97.24884945352171
2024-04-17,96.94634372742725
2024-04-18,96.79861258472847
2024-04-19,97.09726344891692
2024-04-22,100.36942869848548
2024-04-23,99.33283068181346
2024-04-24,99.66727110426949
2024-04-25,100.40416595450682
2024-04-26,99.81513712674462
2024-04-29,99.37143895315474
2024-04-30,99.10025691870297
2024-05-01,99.25170699247403
2024-05-02,98.67081739573291
2024-05-03,99.6747197498834
2024-05-06,99.30113363390772
2024-05-07,98.54326960250428
2024-05-08,98.7680269524507
2024-05-09,98.30704062375928
2024-05-10,96.81797841964998
2024-05-13,94.63619034848956
2024-05-14,95.58865697446569
2024-05-15,97.42437018405798
2024-05-16,97.88385738199399
2024-05-17,98.46295527931045
2024-05-20,98.32507555288053
2024-05-21,99.0481530209657
2024-05-22,98.92924537634973
2024-05-23,99.21771528221332
2024-05-24,97.96671207351886
2024-05-27,96.24997180964935
2024-05-28,95.81695559993106
2024-05-29,96.93704243280122
2024-05-30,95.93525760894694
2024-05-31,96.4765974209422
2024-06-03,96.18348362153495
2024-06-04,95.4066148086733
2024-06-05,94.85739934918823
2024-06-06,93.73597860121818
2024-06-07,94.01532011397423
2024-06-10,92.85958452089406
2024-06-11,91.61903603459851
2024-06-12,90.51427138698736
2024-06-13,91.16346836938494
2024-06-14,89.34495075007364
2024-06-17,87.75989895644558
2024-06-18,88.8437920753951
2024-06-19,89.7248706719883
2024-06-20,87.99368212712847
2024-06-21,87.18624800519156
2024-06-24,86.77455338040217
2024-06-25,88.5498729133001
2024-06-26,89.05186170282909
2024-06-27,88.28545208156591
2024-06-28,86.24337645098336
2024-07-01,86.80950769171822
2024-07-02,87.85466519733244
2024-07-03,89.14720803349321
2024-07-04,89.4820940410158
2024-07-05,88.71503486748261
2024-07-08,88.83098531779324
2024-07-09,90.14199345585507
2024-07-10,90.75441282887631
2024-07-11,91.62036481459825
2024-07-12,90.93711885549767
2024-07-15,90.61059473674293
2024-07-16,90.36505328413713
2024-07-17,90.68505238388364
2024-07-18,89.51781992215248
2024-07-19,89.89572936750314
2024-07-22,90.07069797239657
2024-07-23,90.83758922443478
2024-07-24,91.75522042704613
2024-07-25,92.02215577436714
2024-07-26,91.79517109325273
2024-07-29,91.92706193170027
2024-07-30,90.42886192055988
2024-07-31,91.4997286891159
2024-08-01,90.80155516381085
2024-08-02,90.78233089711897
2024-08-05,90.15213138186043
2024-08-06,91.59854754114257
2024-08-07,91.60489082523159
2024-08-08,90.44419735633889
2024-08-09,89.7334187239921
2024-08-12,89.40837773032804
2024-08-13,91.20158233470455
2024-08-14,90.20812755002
2024-08-15,90.50326537864699
2024-08-16,89.62097571708291
2024-08-19,89.59393343942263
2024-08-20,90.19529204091866
2024-08-21,91.3321281635049
2024-08-22,89.07388164822562
2024-08-23,90.04653678769397
2024-08-26,88.49640013081792
2024-08-27,88.40719932170033
2024-08-28,88.57997484983909
2024-08-29,88.32459167611485
2024-08-30,87.61325876676213
2024-09-02,86.06799674809925
2024-09-03,85.73388572277743
2024-09-04,83.8628263079845
2024-09-05,84.64197865853895
2024-09-06,84.7256263038473
2024-09-09,84.8951913490832
2024-09-10,85.3991254595948
2024-09-11,86.48971335017535
2024-09-12,88.07015866882384
2024-09-13,88.99901409309669
2024-09-16,88.70441467499182
2024-09-17,90.53729504540352
2024-09-18,91.37000887639137
2024-09-19,89.23654692555763
2024-09-20,90.73959479749264
2024-09-23,91.8487678910932
2024-09-24,91.95988163874462
2024-09-25,92.49676186530472
2024-09-26,91.46467086802878
2024-09-27,92.40614163344281
2024-09-30,92.39704373062838
2024-10-01,92.47369520864952
2024-10-02,90.62371137919963
2024-10-03,90.76747946731552
2024-10-04,91.93390368379427
2024-10-07,92.25124790912153
2024-10-08,92.06212866076137
2024-10-09,91.83846615306518
2024-10-10,92.97529406621386
2024-10-11,92.47126203475604
2024-10-14,92.52495809487077
2024-10-15,94.1183179778149
2024-10-16,94.7280525339186
2024-10-17,92.84652706866157
2024-10-18,92.82237221629336
2024-10-21,93.82161612142849
2024-10-22,95.00646556856373
2024-10-23,95.68196261828132
2024-10-24,95.70129140613452
2024-10-25,95.93445466956348
2024-10-28,96.00453720224188
2024-10-29,96.87196741401294
2024-10-30,97.75740656852363
2024-10-31,98.15628734315655
2024-11-01,98.33392899300696
2024-11-04,100.82090226790959
2024-11-05,101.2302535655184
2024-11-06,102.35670821383147
2024-11-07,102.12533565424988
2024-11-08,100.91727554787727
2024-11-11,100.57215872519414
2024-11-12,101.13508163743481
2024-11-13,101.50087771777517
2024-11-14,102.51564947278433
2024-11-15,103.37107934816902
2024-11-18,101.68410762552438
2024-11-19,102.99437666299936
2024-11-20,104.2541213201955
2024-11-21,104.7698592602903
2024-11-22,104.80516421746398
2024-11-25,105.00409557078103
2024-11-26,105.52202038286309
2024-11-27,105.81243773019683
2024-11-28,107.22385852266459
2024-11-29,108.49178109531874
2024-12-02,109.1582513259301
2024-12-03,107.74517187019426
2024-12-04,108.78086591762342
2024-12-05,109.74469472991402
2024-12-06,111.0893073737198
2024-12-09,110.53431838170857
2024-12-10,111.54910663924883
2024-12-11,111.19363483587989
2024-12-12,112.15155435312927
2024-12-13,114.42548397563523
2024-12-16,114.08109758612844
2024-12-17,113.84573081658687
2024-12-18,114.01050396017587
2024-12-19,115.00757662528534
2024-12-20,114.90521713501273
2024-12-23,114.47961184509647
2024-12-24,112.88036553032488
2024-12-25,112.41744975437786
2024-12-26,111.70179845554135
2024-12-27,112.1791208309769
2024-12-30,112.04808521479836
2024-12-31,112.0480405336763
2025-01-01,111.9461781026084
2025-01-02,109.99273884173995
2025-01-03,110.24016935962923
2025-01-06,110.68581242724149
2025-01-07,111.33065436458307
2025-01-08,111.33081177780637
2025-01-09,111.72084374908624
2025-01-10,111.43373683433235
2025-01-13,112.11852624826912
2025-01-14,111.14349538883282
2025-01-15,110.26685721185396
2025-01-16,110.41764057339962
