,DGRO
2021-11-11,93.1605997596219
2021-11-12,93.57548732841848
2021-11-15,93.75788934488108
2021-11-16,92.51537681061096
2021-11-17,92.02661013144639
2021-11-18,92.4810795557241
2021-11-19,92.91075483338331
2021-11-22,93.11216491532961
2021-11-23,92.2510832777235
2021-11-24,91.56664824441116
2021-11-25,93.95274493056104
2021-11-26,94.1736323632236
2021-11-29,94.75868787915172
2021-11-30,94.9715417504231
2021-12-01,93.31414074272809
2021-12-02,95.0100935642044
2021-12-03,93.71512985132779
2021-12-06,93.54882582512559
2021-12-07,93.04811321966385
2021-12-08,92.74569313355195
2021-12-09,91.67559595331484
2021-12-10,92.16918193533591
2021-12-13,92.47890757164922
2021-12-14,92.11000135911877
2021-12-15,91.04144850591001
2021-12-16,91.80622303128062
2021-12-17,91.4578842702472
2021-12-20,91.37627211276201
2021-12-21,93.52267420245492
2021-12-22,92.85608752478713
2021-12-23,90.85782368795344
2021-12-24,90.90883913250143
2021-12-27,90.43281072165304
2021-12-28,89.92746305875036
2021-12-29,90.19710917426983
2021-12-30,91.13098666274418
2021-12-31,92.18117110478255
2022-01-03,92.57462581149754
2022-01-04,93.12712559079758
2022-01-05,92.8095181202249
2022-01-06,92.76759734360371
2022-01-07,92.29975178050707
2022-01-10,91.96610267913383
2022-01-11,92.87842044334431
2022-01-12,92.93520661085039
2022-01-13,92.81582897923103
2022-01-14,90.7663100452938
2022-01-17,90.71573764253986
2022-01-18,90.74058390382743
2022-01-19,91.04097127794405
2022-01-20,91.47787284977295
2022-01-21,91.50139868668539
2022-01-24,92.26953470415879
2022-01-25,93.0651729238073
2022-01-26,93.60178358875511
2022-01-27,96.47514093326528
2022-01-28,96.25324036669414
2022-01-31,97.22345728109245
2022-02-01,97.68370316410126
2022-02-02,98.14028999242959
2022-02-03,98.83400795497744
2022-02-04,99.97190638254021
2022-02-07,99.94145836746895
2022-02-08,101.69232186652025
2022-02-09,102.78973836936788
2022-02-10,102.82916150690562
2022-02-11,102.82609079371805
2022-02-14,103.7536030388726
2022-02-15,102.72486401277399
2022-02-16,103.17371965885272
2022-02-17,104.38997080902041
2022-02-18,103.6009333080324
2022-02-21,103.81560699546546
2022-02-22,103.96999393367841
2022-02-23,104.97351200370788
2022-02-24,106.43271853529596
2022-02-25,106.72839675854802
2022-02-28,107.65842847692608
2022-03-01,106.94127540340794
2022-03-02,108.65882067473326
2022-03-03,108.61123934618205
2022-03-04,108.0819607579327
2022-03-07,107.07860240538278
2022-03-08,106.36680868425421
2022-03-09,107.39833049509456
2022-03-10,109.66076926290182
2022-03-11,109.73595192911301
2022-03-14,108.95086495412902
2022-03-15,106.68635325873038
2022-03-16,106.90921326576128
2022-03-17,106.53080756433178
2022-03-18,105.6992765849633
2022-03-21,105.86902397205915
2022-03-22,106.49094811692743
2022-03-23,106.90131632609629
2022-03-24,105.15584682979456
2022-03-25,106.31105356836615
2022-03-28,107.17929853865589
2022-03-29,109.12721093945976
2022-03-30,111.25592902630994
2022-03-31,110.83585101501596
2022-04-01,110.94020071291418
2022-04-04,111.8478343446005
2022-04-05,109.88118387500845
2022-04-06,108.27886627570145
2022-04-07,107.37175707316291
2022-04-08,106.69037354540552
2022-04-11,108.12179489393554
2022-04-12,107.3758013225135
2022-04-13,106.92694856362021
2022-04-14,104.01566810142826
2022-04-15,104.47480746125626
2022-04-18,104.11156452897524
2022-04-19,102.74979576330507
2022-04-20,100.64360819529587
2022-04-21,102.35716777300709
2022-04-22,102.32053748214997
2022-04-25,102.75071311207526
2022-04-26,103.31026864298427
2022-04-27,104.9143749802783
2022-04-28,105.06952771873799
2022-04-29,105.72167233307911
2022-05-02,106.32840146879224
2022-05-03,107.70086128424296
2022-05-04,106.98420684770373
2022-05-05,105.36815101179415
2022-05-06,104.91172723368139
2022-05-09,105.2951789292923
2022-05-10,104.73351067723956
2022-05-11,103.97613960273505
2022-05-12,105.12036690893996
2022-05-13,104.41922357331651
2022-05-16,103.39853168931992
2022-05-17,102.26807694520768
2022-05-18,100.54656856575757
2022-05-19,102.79559594650414
2022-05-20,103.47663861227599
2022-05-23,104.5261409965651
2022-05-24,105.3267751742307
2022-05-25,104.9957179323058
2022-05-26,103.56059959089107
2022-05-27,105.0690565932272
2022-05-30,106.41234357695272
2022-05-31,105.63254889568172
2022-06-01,105.76144858339087
2022-06-02,106.37574120786178
2022-06-03,106.36038070136449
2022-06-06,106.5724040624181
2022-06-07,106.38452463374526
2022-06-08,106.08276300650394
2022-06-09,105.87953953374168
2022-06-10,105.94196780630352
2022-06-13,105.5342294311681
2022-06-14,105.03167765779028
2022-06-15,105.65577479867176
2022-06-16,104.52922338633105
2022-06-17,105.22021694421906
2022-06-20,103.29682572778825
2022-06-21,102.90494567293567
2022-06-22,103.31522407707108
2022-06-23,103.25448913971982
2022-06-24,102.73984117372584
2022-06-27,104.35364390825015
2022-06-28,106.2025448184687
2022-06-29,106.70019414185379
2022-06-30,107.76407535765509
2022-07-01,107.80278503503075
2022-07-04,107.84017421333722
2022-07-05,108.55300759481779
2022-07-06,110.40255586636314
2022-07-07,108.48627527688777
2022-07-08,107.6133311578163
2022-07-11,107.02883973880975
2022-07-12,105.48308696537462
2022-07-13,106.56811136460963
2022-07-14,106.95614961171425
2022-07-15,107.23868562376076
2022-07-18,108.18696025287227
2022-07-19,106.40087509976743
2022-07-20,106.8117320635136
2022-07-21,106.96728362959209
2022-07-22,107.4293887195997
2022-07-25,106.56553402773075
2022-07-26,105.44089370319017
2022-07-27,105.45702119296318
2022-07-28,105.33655268866914
2022-07-29,106.03183662397923
2022-08-01,106.26736386131392
2022-08-02,108.11454096458726
2022-08-03,106.72180654857351
2022-08-04,108.86401680871344
2022-08-05,109.38577772384104
2022-08-08,109.71377972794718
2022-08-09,108.72760249297212
2022-08-10,109.41801433972631
2022-08-11,110.4980549893558
2022-08-12,111.245531350373
2022-08-15,112.19287869070502
2022-08-16,112.31415402207428
2022-08-17,112.5469451255779
2022-08-18,111.69547595783715
2022-08-19,110.20095822737639
2022-08-22,109.21595000509738
2022-08-23,108.34699813100026
2022-08-24,109.33173914107984
2022-08-25,107.46790587932225
2022-08-26,107.66444106090299
2022-08-29,107.76864434062897
2022-08-30,106.45060577625136
2022-08-31,107.5355355607883
2022-09-01,107.46284137087554
2022-09-02,108.13581543686888
2022-09-05,108.08543646907975
2022-09-06,108.34539117940221
2022-09-07,108.72278368850571
2022-09-08,108.20592951837158
2022-09-09,108.90260945815402
2022-09-12,109.22395885601124
2022-09-13,109.56161954624028
2022-09-14,109.68652587619157
2022-09-15,109.87358927186881
2022-09-16,109.50217025630285
2022-09-19,109.84690789235863
2022-09-20,109.3103081635715
2022-09-21,109.45759142971805
2022-09-22,107.76854506096367
2022-09-23,107.23847182005642
2022-09-26,108.2159949399366
2022-09-27,106.73070685360095
2022-09-28,106.86044257419654
2022-09-29,106.86645093646476
2022-09-30,107.90052329022907
2022-10-03,109.75891199496179
2022-10-04,109.80238451017992
2022-10-05,111.02178907780794
2022-10-06,109.70415900913567
2022-10-07,109.37420857918781
2022-10-10,107.3182596630628
2022-10-11,107.67911550886164
2022-10-12,107.86125246534439
2022-10-13,108.29077098369882
2022-10-14,108.97460877258722
2022-10-17,109.76567131634066
2022-10-18,109.0858736618979
2022-10-19,110.43805305935994
2022-10-20,109.44026757920201
2022-10-21,108.5056856001591
2022-10-24,108.05823232234317
2022-10-25,109.25828098439654
2022-10-26,108.4453093353205
2022-10-27,108.9491767494139
2022-10-28,109.24762156152585
2022-10-31,108.06438726857499
2022-11-01,105.7263434909642
2022-11-02,105.48197521627077
2022-11-03,105.18699409105956
2022-11-04,104.87035564303756
2022-11-07,104.55060327168842
2022-11-08,105.29132463497997
2022-11-09,105.25199673935882
2022-11-10,106.00172672487386
2022-11-11,104.06106885848148
2022-11-14,104.02265653066823
2022-11-15,104.85549699939314
2022-11-16,104.69052968636507
2022-11-17,104.47541287266569
2022-11-18,103.15840481344397
2022-11-21,101.8056833409211
2022-11-22,101.13768893855377
2022-11-23,101.5687187226066
2022-11-24,100.57537460929802
2022-11-25,100.5042085058581
2022-11-28,100.08377728359994
2022-11-29,99.3935984084007
2022-11-30,98.55527900647888
2022-12-01,98.54967088861005
2022-12-02,97.71259360504239
2022-12-05,98.11616195033727
2022-12-06,97.02319770899256
2022-12-07,96.80155239371577
2022-12-08,95.76921182549653
2022-12-09,95.81530523864447
2022-12-12,94.85254739061637
2022-12-13,94.52479577296135
2022-12-14,95.01792943990883
2022-12-15,97.38524923557765
2022-12-16,95.56210152373781
2022-12-19,95.32557074722067
2022-12-20,95.36041435118874
2022-12-21,95.1799508052919
2022-12-22,94.34528352078283
2022-12-23,95.94334326691303
2022-12-26,96.76518893335354
2022-12-27,97.72515005284407
2022-12-28,98.19223713426102
2022-12-29,99.77003079226104
2022-12-30,98.5113081319301
2023-01-02,99.54040461967934
2023-01-03,99.72950807713723
2023-01-04,100.99658194588346
2023-01-05,100.79113293357274
2023-01-06,100.73808579779444
2023-01-09,101.61268893003069
2023-01-10,101.63614689267723
2023-01-11,99.71629083377674
2023-01-12,101.15954886322956
2023-01-13,100.48592414810787
2023-01-16,101.61575190325442
2023-01-17,102.79251089142902
2023-01-18,103.58687843349301
2023-01-19,101.4474522844554
2023-01-20,100.32954673322756
2023-01-23,102.27504810665975
2023-01-24,104.06673972163387
2023-01-25,104.00171509431817
2023-01-26,105.46745342010522
2023-01-27,106.71908902447682
2023-01-30,105.80892986431229
2023-01-31,107.56268481072735
2023-02-01,107.10278545517455
2023-02-02,105.973966076202
2023-02-03,105.80956294187554
2023-02-06,106.81100915368478
2023-02-07,106.016497953178
2023-02-08,105.40959598537916
2023-02-09,104.94036934685343
2023-02-10,103.38547895200688
2023-02-13,102.50127423437849
2023-02-14,104.70536690578713
2023-02-15,103.90631569257025
2023-02-16,103.587820322977
2023-02-17,104.93055784097135
2023-02-20,106.51265803453079
2023-02-21,107.17223075056481
2023-02-22,107.57981174637219
2023-02-23,107.98568878605295
2023-02-24,108.19088078933481
2023-02-27,107.23708382074754
2023-02-28,108.31508615848202
2023-03-01,108.75831748828939
2023-03-02,111.1123040259975
2023-03-03,110.53491486275566
2023-03-06,111.13746899477086
2023-03-07,109.42686430501658
2023-03-08,111.90416455679382
2023-03-09,111.22667927399748
2023-03-10,111.75719307608693
2023-03-13,111.22946624465018
2023-03-14,112.0196686456796
2023-03-15,112.28352875997007
2023-03-16,112.67752373775501
2023-03-17,110.97736365615067
2023-03-20,110.00615940644501
2023-03-21,108.59577681837271
2023-03-22,109.02254862206058
2023-03-23,110.74342035337598
2023-03-24,112.44531350131668
2023-03-27,112.30242270610206
2023-03-28,111.83717400048982
2023-03-29,112.40400275199984
2023-03-30,111.73319179033979
2023-03-31,109.8616969960326
2023-04-03,110.8547565765591
2023-04-04,111.3859929286148
2023-04-05,112.08508346880583
2023-04-06,111.58471980643003
2023-04-07,110.8707729238322
2023-04-10,108.74195893437081
2023-04-11,108.88414120178338
2023-04-12,109.75668110806096
2023-04-13,109.54547523790055
2023-04-14,109.62451311579717
2023-04-17,108.76816230167188
2023-04-18,107.66973912292448
2023-04-19,105.82449665909218
2023-04-20,103.35919750836749
2023-04-21,102.62404738293245
2023-04-24,101.63980538566678
2023-04-25,102.28149457650306
2023-04-26,103.4603682144487
2023-04-27,104.05598971208727
2023-04-28,105.43473144606463
2023-05-01,106.16449735662965
2023-05-02,108.16676381499542
2023-05-03,107.96000186200511
2023-05-04,107.61967450845846
2023-05-05,106.8887330999674
2023-05-08,107.26833455215927
2023-05-09,107.82808614157074
2023-05-10,108.88196415993308
2023-05-11,107.68316110611255
2023-05-12,109.61610541698303
2023-05-15,109.71743062907014
2023-05-16,110.8723281227132
2023-05-17,111.85348145506673
2023-05-18,111.28494208071476
2023-05-19,110.81470709783478
2023-05-22,111.36028461625591
2023-05-23,112.78227062278987
2023-05-24,113.02370097409317
2023-05-25,113.05953489484591
2023-05-26,113.8898618213871
2023-05-29,112.83357019375767
2023-05-30,113.38732502053554
2023-05-31,113.27263425129628
2023-06-01,112.61855585684661
2023-06-02,111.21669367846702
2023-06-05,113.22797656708248
2023-06-06,114.11504271994598
2023-06-07,113.6203952406255
2023-06-08,113.55256460295182
2023-06-09,112.95832174766356
2023-06-12,113.00793912405172
2023-06-13,112.40574207712703
2023-06-14,111.30101416293985
2023-06-15,112.33545314100677
2023-06-16,112.56456918810002
2023-06-19,113.33448851955141
2023-06-20,111.88655819610574
2023-06-21,112.10128110251361
2023-06-22,112.04211122547983
2023-06-23,110.51161541515503
2023-06-26,110.2555533020726
2023-06-27,109.34160688975996
2023-06-28,110.51488911484375
2023-06-29,110.17083366939562
2023-06-30,109.59079809894108
2023-07-03,110.44784983812754
2023-07-04,110.15217237746899
2023-07-05,109.67881317646683
2023-07-06,108.12578659062943
2023-07-07,107.09746183691506
2023-07-10,108.48140721045458
2023-07-11,108.66699035908418
2023-07-12,110.71041854202358
2023-07-13,111.08454745297773
2023-07-14,112.2919023345673
2023-07-17,113.93743166379255
2023-07-18,115.41083660635591
2023-07-19,115.7679776072031
2023-07-20,116.90632337870595
2023-07-21,115.19951365239653
2023-07-24,113.10985634890672
2023-07-25,115.11860255669386
2023-07-26,114.35011092937309
2023-07-27,114.87324662046012
2023-07-28,116.55884060772097
2023-07-31,116.26356795942567
2023-08-01,115.8014869102298
2023-08-02,114.78571542165679
2023-08-03,115.7861357313165
2023-08-04,115.35964022445495
2023-08-07,115.7885535378718
2023-08-08,115.11229399243541
2023-08-09,112.62045537842653
2023-08-10,111.0197711197664
2023-08-11,111.56970039389233
2023-08-14,110.8512874908802
2023-08-15,110.52422121324513
2023-08-16,112.5048885190034
2023-08-17,112.54908092056127
2023-08-18,111.90009232741964
2023-08-21,111.30703752383707
2023-08-22,112.31363291959302
2023-08-23,111.80090077403977
2023-08-24,112.60750364145198
2023-08-25,112.57967324409111
2023-08-28,111.78953918241368
2023-08-29,111.99882130444547
2023-08-30,111.14089507333946
2023-08-31,112.39756377495334
2023-09-01,114.122939523202
2023-09-04,113.04395041919832
2023-09-05,114.07544553431102
2023-09-06,114.21491402387012
2023-09-07,112.74115125568518
2023-09-08,113.05766666497195
2023-09-11,112.51992957304387
2023-09-12,112.1113052673142
2023-09-13,113.27116816260624
2023-09-14,112.27523622103965
2023-09-15,110.93336133461737
2023-09-18,111.66935278218067
2023-09-19,112.02995419543367
2023-09-20,113.73126643474136
2023-09-21,114.99576302598065
2023-09-22,115.61212620644703
2023-09-25,117.26536250611164
2023-09-26,117.01552124344616
2023-09-27,118.24816141840375
2023-09-28,116.95541938114333
2023-09-29,115.47749482181622
2023-10-02,113.83244480147819
2023-10-03,114.80052633651614
2023-10-04,112.97320793468965
2023-10-05,112.54445951113536
2023-10-06,113.21477740563954
2023-10-09,114.4482393865371
2023-10-10,115.39517850886641
2023-10-11,115.48727847261817
2023-10-12,116.64638135340756
2023-10-13,116.91648423072536
2023-10-16,116.61264942088818
2023-10-17,115.46011548594792
2023-10-18,118.30641595813074
2023-10-19,115.92399155636608
2023-10-20,114.4324391687768
2023-10-23,115.28446005260741
2023-10-24,116.44474736769806
2023-10-25,117.11202839161805
2023-10-26,116.78495835083777
2023-10-27,116.84460640767227
2023-10-30,117.33867957687345
2023-10-31,116.2553769806762
2023-11-01,117.22046280143978
2023-11-02,116.44087847436622
2023-11-03,116.73235876774291
2023-11-06,116.30862657735317
2023-11-07,117.7465685531262
2023-11-08,116.9499550536083
2023-11-09,116.39745892924492
2023-11-10,115.08243468131727
2023-11-13,116.16210898598564
2023-11-14,117.37585277567828
2023-11-15,116.77756444324143
2023-11-16,112.94116092184458
2023-11-17,112.40190260726442
2023-11-20,112.21075150481907
2023-11-21,111.35067920968689
2023-11-22,112.89949002766082
2023-11-23,114.31308389374506
2023-11-24,114.43697756929771
2023-11-27,114.65609040393672
2023-11-28,114.84718036031667
2023-11-29,113.05032563906232
2023-11-30,112.1795179672485
2023-12-01,111.84518110126771
2023-12-04,112.37824470782449
2023-12-05,111.77807337059744
2023-12-06,110.04107796615843
2023-12-07,107.9090174903638
2023-12-08,108.31583421470428
2023-12-11,107.51606102657038
2023-12-12,107.78890409810333
2023-12-13,107.35502176385776
2023-12-14,107.91338226483167
2023-12-15,108.84437853518693
2023-12-18,108.22294876507344
2023-12-19,108.61308683279607
2023-12-20,110.37507399654575
2023-12-21,110.60088107964312
2023-12-22,110.4771400761177
2023-12-25,110.58276119652506
2023-12-26,109.35185546205301
2023-12-27,109.98742582924488
2023-12-28,110.24464749255804
2023-12-29,109.77336835090831
2024-01-01,110.28287347627939
2024-01-02,108.91909255618432
2024-01-03,108.61587666284048
2024-01-04,108.42735640786488
2024-01-05,107.3711431561393
2024-01-08,106.2690717546306
2024-01-09,104.60825587963363
2024-01-10,103.88824403973562
2024-01-11,102.76953170338207
2024-01-12,102.91273918240611
2024-01-15,101.99032591806886
2024-01-16,101.03363913093371
2024-01-17,100.001765231143
2024-01-18,99.55697205839496
2024-01-19,98.46070095612657
2024-01-22,98.13419574314926
2024-01-23,97.19851202186125
2024-01-24,98.31114705615056
2024-01-25,96.87301486910157
2024-01-26,96.91315978070415
2024-01-29,97.18369451960754
2024-01-30,96.55728042300275
2024-01-31,95.51105880488171
2024-02-01,94.70625409837045
2024-02-02,94.79856990088855
2024-02-05,94.98780648481114
2024-02-06,94.81044240577413
2024-02-07,96.64487426428498
2024-02-08,97.86083346887294
2024-02-09,98.69194388626318
2024-02-12,98.93268271465793
2024-02-13,99.2242673122398
2024-02-14,99.28105464281704
2024-02-15,99.50435084264483
2024-02-16,97.89205542043553
2024-02-19,96.49730719432537
2024-02-20,95.87007715549662
2024-02-21,96.85474054289197
2024-02-22,96.8711714993093
2024-02-23,95.5765230660158
2024-02-26,96.91255046068147
2024-02-27,98.18087612050606
2024-02-28,99.00235316232906
2024-02-29,99.71542184767279
2024-03-01,99.30504980766977
2024-03-04,100.95151756374206
2024-03-05,101.02286389151851
2024-03-06,100.57778773479097
2024-03-07,101.06652738729407
2024-03-08,100.70448569688384
2024-03-11,102.05436123039513
2024-03-12,102.11444306190145
2024-03-13,101.20533388002838
2024-03-14,100.58051090136017
2024-03-15,100.05701005646938
2024-03-18,100.46993727427575
2024-03-19,98.35106346072817
2024-03-20,99.54331141145768
2024-03-21,98.88180006465697
2024-03-22,98.14257405797504
2024-03-25,98.15420412512151
2024-03-26,96.3680156415335
2024-03-27,95.41967530443051
2024-03-28,95.56910006522213
2024-03-29,93.97256377776945
2024-04-01,93.7657075803065
2024-04-02,92.74766539121245
2024-04-03,93.36469962206517
2024-04-04,92.47180252198132
2024-04-05,94.16118743642997
2024-04-08,93.7979945936641
2024-04-09,95.49741800347935
2024-04-10,96.07055084895937
2024-04-11,97.61349348137188
2024-04-12,97.01854780261831
2024-04-15,96.75242011891663
2024-04-16,97.38179117578557
2024-04-17,97.67756974222851
2024-04-18,97.13826966757186
2024-04-19,97.22527262690497
2024-04-22,96.7520228509226
2024-04-23,95.65014285993995
2024-04-24,95.00957187439722
2024-04-25,93.81713802669769
2024-04-26,95.2820972576945
2024-04-29,96.61454921263538
2024-04-30,97.35342064774747
2024-05-01,96.64227968511952
2024-05-02,96.32135800440612
2024-05-03,96.58652599392688
2024-05-06,96.15104520774052
2024-05-07,95.60003980211116
2024-05-08,94.52275446022722
2024-05-09,93.9828593735776
2024-05-10,94.40266132202608
2024-05-13,94.40834167130119
2024-05-14,95.19027007189025
2024-05-15,94.18678502041885
2024-05-16,93.39649903571849
2024-05-17,94.36489723665387
2024-05-20,94.77641131333283
2024-05-21,95.7251991548129
2024-05-22,97.57637973249996
2024-05-23,98.65944245138674
2024-05-24,98.6921719021519
2024-05-27,97.97651201641528
2024-05-28,96.3238288454329
2024-05-29,97.02488729095926
2024-05-30,97.17921923064333
2024-05-31,96.66315395134073
2024-06-03,95.1590693397047
2024-06-04,95.70868313551574
2024-06-05,94.4060265752666
2024-06-06,93.73442609964
2024-06-07,94.63658012069794
2024-06-10,95.88807748939865
2024-06-11,95.33905261507665
2024-06-12,96.63027067447074
2024-06-13,96.93013135484154
2024-06-14,96.61291828213866
2024-06-17,96.28930048470983
2024-06-18,96.00476015390768
2024-06-19,96.51267379158548
2024-06-20,96.56540262937389
2024-06-21,96.70301670541035
2024-06-24,96.23905396564645
2024-06-25,94.4715101186633
2024-06-26,94.64024210154227
2024-06-27,94.51917920025252
2024-06-28,95.3635759389599
2024-07-01,95.59885563535411
2024-07-02,95.67348896076292
2024-07-03,96.10111230553288
2024-07-04,96.5297509350444
2024-07-05,98.07008246973811
2024-07-08,99.00666978011029
2024-07-09,98.10536532782793
2024-07-10,96.93596523454323
2024-07-11,95.48512776207674
2024-07-12,94.95177091705322
2024-07-15,95.67304641158529
2024-07-16,95.71233942996025
2024-07-17,95.88653168489068
2024-07-18,95.08086372573625
2024-07-19,93.89319810026578
2024-07-22,94.14055612273923
2024-07-23,92.99738388289033
2024-07-24,92.50977460237158
2024-07-25,92.08486414062862
2024-07-26,91.18845574927913
2024-07-29,90.95300572955466
2024-07-30,91.46580277185575
2024-07-31,91.77879484495193
2024-08-01,92.87481945227934
2024-08-02,93.3142622929018
2024-08-05,92.85126274835406
2024-08-06,92.07606106395762
2024-08-07,92.82503361384455
2024-08-08,92.91031288441451
2024-08-09,94.71004964175228
2024-08-12,96.15297186280965
2024-08-13,97.40755488391406
2024-08-14,98.54969167760329
2024-08-15,98.97740484724346
2024-08-16,99.34390572458187
2024-08-19,99.81848316332858
2024-08-20,99.56751877354381
2024-08-21,100.5964325709797
2024-08-22,100.96830393638886
2024-08-23,101.88084447175983
2024-08-26,103.62428360662537
2024-08-27,103.70839521474042
2024-08-28,103.81025151059757
2024-08-29,102.88129958177112
2024-08-30,103.88177744913631
2024-09-02,104.45929801658913
2024-09-03,103.7388105407889
2024-09-04,104.24616283923103
2024-09-05,105.28974600840506
2024-09-06,105.0345980370776
2024-09-09,105.45370739394582
2024-09-10,104.8951566390462
2024-09-11,103.01151188753181
2024-09-12,102.85178590256258
2024-09-13,103.56994941520199
2024-09-16,101.63865197545515
2024-09-17,100.51106958117548
2024-09-18,101.67281044972543
2024-09-19,101.68987761932524
2024-09-20,101.77136922042722
2024-09-23,100.90262678554068
2024-09-24,101.76525975945185
2024-09-25,101.51568483220841
2024-09-26,99.55160024436668
2024-09-27,99.66803831963114
2024-09-30,99.39112019007183
2024-10-01,98.93487022304588
2024-10-02,98.05164967808624
2024-10-03,96.30763610853664
2024-10-04,96.98163819650233
2024-10-07,96.06378117723702
2024-10-08,97.06711257708386
2024-10-09,96.45642467067756
2024-10-10,96.08534839262404
2024-10-11,95.66736458573705
2024-10-14,94.46517595777532
2024-10-15,93.20544857505688
2024-10-16,93.66442487368239
2024-10-17,93.15422064378322
2024-10-18,93.34928338705235
2024-10-21,93.68583855192605
2024-10-22,94.23725409937676
2024-10-23,95.2425256573583
2024-10-24,94.62031746589975
2024-10-25,95.14030018895365
2024-10-28,95.67290916886762
2024-10-29,94.968123296263
2024-10-30,94.54508700112488
2024-10-31,94.98438512780689
2024-11-01,94.3969480639283
2024-11-04,95.41994846794486
2024-11-05,94.58630069132681
2024-11-06,93.75458882383964
2024-11-07,95.36482986674496
2024-11-08,95.02103627656712
2024-11-11,95.40532023490212
2024-11-12,94.70845482617236
2024-11-13,94.04748922392123
2024-11-14,93.77718939093978
2024-11-15,94.27721540915684
2024-11-18,95.27837403508049
2024-11-19,94.83792126881441
2024-11-20,93.78735925413724
2024-11-21,93.69430899213388
2024-11-22,92.97259827757557
2024-11-25,92.57639030338406
2024-11-26,91.88845707508369
2024-11-27,92.69448875248597
2024-11-28,93.402669871674
2024-11-29,93.97367371180127
2024-12-02,93.7542493127277
2024-12-03,94.62734801948567
2024-12-04,93.37961708999549
2024-12-05,93.68079589925455
2024-12-06,91.89083862164978
2024-12-09,92.83939292706856
2024-12-10,91.19220232962307
2024-12-11,90.52929588298758
2024-12-12,89.35065544746823
2024-12-13,89.55381946563297
2024-12-16,88.92928765498993
2024-12-17,89.18089425464025
2024-12-18,89.32923358881482
2024-12-19,89.67098546693214
2024-12-20,88.75743834132501
2024-12-23,88.6176497400855
2024-12-24,88.27563534294471
2024-12-25,88.73000854117406
2024-12-26,88.41931020289988
2024-12-27,87.68158179264353
2024-12-30,87.25206686156113
2024-12-31,87.12024062052782
2025-01-01,86.75206908682905
2025-01-02,86.76194381175966
2025-01-03,87.81432242490172
2025-01-06,89.39113307131242
2025-01-07,88.79034549817554
2025-01-08,89.65964172017004
2025-01-09,89.40341481526201
2025-01-10,88.71010644742285
2025-01-13,89.10377801712399
2025-01-14,88.6289145184204
2025-01-15,87.55903284277889
2025-01-16,87.85296331657277
