,IVW
2022-01-11,100.48501789434283
2022-01-12,100.58895935239667
2022-01-13,97.20785865205079
2022-01-14,98.64428590761891
2022-01-17,97.60421191269774
2022-01-18,97.59394083371635
2022-01-19,96.5238313242324
2022-01-20,94.73677115112172
2022-01-21,92.36933816662317
2022-01-24,93.00602132768657
2022-01-25,93.49753108980636
2022-01-26,93.0605473159918
2022-01-27,93.61627634082899
2022-01-28,92.53618722824858
2022-01-31,92.69599240540116
2022-02-01,92.46797746451006
2022-02-02,91.23367797139107
2022-02-03,91.3067211507615
2022-02-04,91.21452726034413
2022-02-07,91.9482638364702
2022-02-08,92.63256641813008
2022-02-09,93.63198794271868
2022-02-10,93.46545224014145
2022-02-11,95.92355585572015
2022-02-14,95.86956842647916
2022-02-15,96.55257625029871
2022-02-16,96.14657109787578
2022-02-17,96.52400296772686
2022-02-18,96.41701365500816
2022-02-21,94.79342053284032
2022-02-22,95.76968149507759
2022-02-23,96.4224828019612
2022-02-24,97.21707019787058
2022-02-25,99.10982151456898
2022-02-28,100.03500800696101
2022-03-01,99.54064396851892
2022-03-02,98.67341074198308
2022-03-03,97.95765476558877
2022-03-04,97.25861619568254
2022-03-07,98.35298324879483
2022-03-08,97.85875387873159
2022-03-09,97.83610623772466
2022-03-10,98.09402017084882
2022-03-11,97.81491602285124
2022-03-14,99.56882917089585
2022-03-15,101.03030170074004
2022-03-16,102.21719262625577
2022-03-17,101.16332379844599
2022-03-18,99.37706937244275
2022-03-21,98.12789735357258
2022-03-22,97.02774092330516
2022-03-23,96.48132417915924
2022-03-24,96.19312947159547
2022-03-25,96.16021486989868
2022-03-28,93.73372795236638
2022-03-29,95.06197819227538
2022-03-30,95.60173631665575
2022-03-31,95.34921961275225
2022-04-01,94.90958182214676
2022-04-04,95.30089781220383
2022-04-05,96.09780779896614
2022-04-06,95.51884124491828
2022-04-07,94.66692134408224
2022-04-08,92.38891854841066
2022-04-11,91.75468794792917
2022-04-12,92.28472635412956
2022-04-13,90.86963985558853
2022-04-14,90.00116049875291
2022-04-15,88.35294428949615
2022-04-18,86.49961713099628
2022-04-19,85.85131178857606
2022-04-20,87.25254271175393
2022-04-21,87.36212524030832
2022-04-22,87.14973492892952
2022-04-25,87.7890123810992
2022-04-26,88.98638725189893
2022-04-27,88.82873957371406
2022-04-28,87.37310694137949
2022-04-29,88.01905670899643
2022-05-02,87.52624445195207
2022-05-03,87.73378902127016
2022-05-04,87.28582976661201
2022-05-05,86.98714682408857
2022-05-06,86.7121411121718
2022-05-09,86.10036299177547
2022-05-10,84.1107572701174
2022-05-11,83.97896369618532
2022-05-12,84.74721496812238
2022-05-13,85.906075123991
2022-05-16,85.08090123879923
2022-05-17,87.23655045321428
2022-05-18,86.35038632184646
2022-05-19,87.27098596671244
2022-05-20,87.00335302660552
2022-05-23,88.58989518748174
2022-05-24,88.373871582965
2022-05-25,87.67295199194162
2022-05-26,88.29107714267214
2022-05-27,89.27728293435665
2022-05-30,89.18517015592361
2022-05-31,90.84951309311379
2022-06-01,91.60084408486856
2022-06-02,92.49747149652548
2022-06-03,92.54979463424624
2022-06-06,93.74731505247492
2022-06-07,93.47887621931643
2022-06-08,92.52593527414658
2022-06-09,91.87093079638856
2022-06-10,92.63708666467954
2022-06-13,92.50961890092863
2022-06-14,92.63915548751493
2022-06-15,92.71592658055805
2022-06-16,89.89865821779453
2022-06-17,88.46095754459765
2022-06-20,88.41579603921413
2022-06-21,89.64694891339707
2022-06-22,90.77990805581263
2022-06-23,90.43649514604651
2022-06-24,90.44439367984026
2022-06-27,89.67797738362145
2022-06-28,91.25165714175311
2022-06-29,91.27834716150076
2022-06-30,91.69710333582367
2022-07-01,89.3632646600222
2022-07-04,89.42894866527902
2022-07-05,88.5459065988227
2022-07-06,87.9420867714068
2022-07-07,86.83558110444825
2022-07-08,86.9763016095279
2022-07-11,85.36368007307634
2022-07-12,85.85872533827298
2022-07-13,85.04653007761068
2022-07-14,85.0761450282349
2022-07-15,83.43846771116648
2022-07-18,83.01438676884365
2022-07-19,83.62138895771369
2022-07-20,81.8222935666962
2022-07-21,81.62260207509429
2022-07-22,81.40145364501963
2022-07-25,82.1441363201018
2022-07-26,82.09193379280339
2022-07-27,80.74353626514593
2022-07-28,80.72348574110183
2022-07-29,81.06970072875895
2022-08-01,80.06452315481897
2022-08-02,78.83253802998375
2022-08-03,78.87102374093121
2022-08-04,79.05290897476137
2022-08-05,80.27223825971595
2022-08-08,80.66032412542941
2022-08-09,80.91464638737287
2022-08-10,80.606793374243
2022-08-11,80.62644621247273
2022-08-12,79.8713510581824
2022-08-15,78.77379699972496
2022-08-16,80.67993760062566
2022-08-17,80.79145218717014
2022-08-18,81.39466480477137
2022-08-19,82.4108056338436
2022-08-22,81.01076889405208
2022-08-23,79.8574808804752
2022-08-24,79.94123489362129
2022-08-25,80.47850546993762
2022-08-26,80.59325721850259
2022-08-29,81.22800029745231
2022-08-30,81.60451066266282
2022-08-31,81.15327757069595
2022-09-01,81.47692893282188
2022-09-02,81.1212310724876
2022-09-05,79.7868947524433
2022-09-06,80.18375152327863
2022-09-07,80.92315047627059
2022-09-08,81.38495220762933
2022-09-09,83.23401406287523
2022-09-12,82.62964231746993
2022-09-13,83.26134525410637
2022-09-14,81.9306920482042
2022-09-15,81.8001635859386
2022-09-16,81.8281916559972
2022-09-19,80.06155141436976
2022-09-20,79.53534982868644
2022-09-21,76.91855142606025
2022-09-22,76.72508542655459
2022-09-23,76.60942775224028
2022-09-26,76.80516007727174
2022-09-27,76.71540621792528
2022-09-28,76.0941044130354
2022-09-29,76.80721931967221
2022-09-30,76.58770242650208
2022-10-03,77.02880086741433
2022-10-04,76.1929980078614
2022-10-05,75.46864579185566
2022-10-06,73.10402685096426
2022-10-07,72.78162491352424
2022-10-10,74.20734654162875
2022-10-11,73.73328561967428
2022-10-12,73.7861000897137
2022-10-13,74.2693679317835
2022-10-14,75.07886541621752
2022-10-17,75.00067922762064
2022-10-18,74.34786960086711
2022-10-19,75.01790100665451
2022-10-20,76.19629612314313
2022-10-21,75.70988567142977
2022-10-24,74.98126245911743
2022-10-25,75.08589680744687
2022-10-26,75.84735184655781
2022-10-27,76.98267276966565
2022-10-28,78.7244341749609
2022-10-31,79.45120787844998
2022-11-01,78.21787575873526
2022-11-02,77.05962532054575
2022-11-03,76.27705689035277
2022-11-04,77.35908616831824
2022-11-07,77.8093079066335
2022-11-08,77.36123051253969
2022-11-09,78.48285951266351
2022-11-10,77.90675964795385
2022-11-11,78.88603216264654
2022-11-14,78.61459122356379
2022-11-15,79.07223607953537
2022-11-16,78.28927443847964
2022-11-17,79.84700334546719
2022-11-18,79.88481507022398
2022-11-21,79.21644397626031
2022-11-22,77.65694195940456
2022-11-23,77.55489160357875
2022-11-24,77.40521583024415
2022-11-25,76.11246408961759
2022-11-28,76.42473787864897
2022-11-29,79.00716602457754
2022-11-30,78.15357281617054
2022-12-01,77.58600575239207
2022-12-02,78.64851348493842
2022-12-05,78.90671688018189
2022-12-06,79.93417342026986
2022-12-07,79.7118204574406
2022-12-08,79.89604437977512
2022-12-09,81.2488234570632
2022-12-12,81.23893692738274
2022-12-13,79.40704578049733
2022-12-14,78.51301702646438
2022-12-15,79.02863464508786
2022-12-16,79.22859616294045
2022-12-19,78.65998306779284
2022-12-20,79.67757892762842
2022-12-21,80.34218288964465
2022-12-22,79.72376185008513
2022-12-23,79.7955106393436
2022-12-26,80.66182053196883
2022-12-27,79.81308324904012
2022-12-28,80.18865284357173
2022-12-29,80.87281514455407
2022-12-30,80.87623289887182
2023-01-02,79.31814256057916
2023-01-03,80.39182645161047
2023-01-04,81.95405808591076
2023-01-05,81.84742704630705
2023-01-06,82.92903316083815
2023-01-09,84.79905367114057
2023-01-10,84.64316113309438
2023-01-11,84.16674770972614
2023-01-12,85.36194223950905
2023-01-13,85.6480495604859
2023-01-16,86.94625084103474
2023-01-17,85.207319259315
2023-01-18,83.62400709781991
2023-01-19,82.90846924402189
2023-01-20,81.46989604068739
2023-01-23,79.94207337752563
2023-01-24,79.26324809890637
2023-01-25,78.96801415132676
2023-01-26,78.46304243745989
2023-01-27,77.31338500909781
2023-01-30,76.47270284517478
2023-01-31,77.12681442192874
2023-02-01,76.45656699709893
2023-02-02,74.2037702143915
2023-02-03,73.80392192307164
2023-02-06,73.64648439814815
2023-02-07,73.66358831685119
2023-02-08,72.97802816649795
2023-02-09,72.30227088460866
2023-02-10,71.37212993783103
2023-02-13,72.4188195386742
2023-02-14,72.41964274678428
2023-02-15,72.63171682151489
2023-02-16,72.73291465719963
2023-02-17,71.62756950210986
2023-02-20,70.52824954008294
2023-02-21,70.79081407692762
2023-02-22,71.44036463225957
2023-02-23,70.67861212554583
2023-02-24,69.35487799802256
2023-02-27,68.73726602666402
2023-02-28,68.35914313717522
2023-03-01,68.38833012071792
2023-03-02,70.36726063417682
2023-03-03,71.32046243076583
2023-03-06,71.85204413673321
2023-03-07,71.81385714354306
2023-03-08,71.95552646066794
2023-03-09,73.56267395539227
2023-03-10,74.87228540582514
2023-03-13,74.11482188466667
2023-03-14,74.94053569063061
2023-03-15,76.55651865933895
2023-03-16,78.84524568845444
2023-03-17,78.92494430331766
2023-03-20,77.6973856066343
2023-03-21,76.45188720228832
2023-03-22,74.85465765941466
2023-03-23,74.66171096424115
2023-03-24,75.13968906822325
2023-03-27,74.8396839876304
2023-03-28,75.42370288987105
2023-03-29,77.76769791392897
2023-03-30,77.60527521147539
2023-03-31,78.20139773725307
2023-04-03,78.74638113178592
2023-04-04,78.74992227491126
2023-04-05,79.01277131445217
2023-04-06,79.20177003512295
2023-04-07,78.64630994500068
2023-04-10,78.41248406466784
2023-04-11,78.61045003802586
2023-04-12,78.62547110336256
2023-04-13,78.51516004034667
2023-04-14,77.46568617110063
2023-04-17,78.58164621335942
2023-04-18,79.74152463853731
2023-04-19,78.5241888070613
2023-04-20,78.63507901553571
2023-04-21,78.97848179955089
2023-04-24,78.89890171877745
2023-04-25,80.57699099738393
2023-04-26,81.43071551836606
2023-04-27,81.7130463371916
2023-04-28,81.83174139731874
2023-05-01,81.30981223219842
2023-05-02,80.00151974399269
2023-05-03,80.92683775152966
2023-05-04,79.76289847240143
2023-05-05,79.61931039924305
2023-05-08,79.21927209764294
2023-05-09,78.59439169896343
2023-05-10,79.08747587219534
2023-05-11,80.33451401184718
2023-05-12,80.05623200328735
2023-05-15,78.9338131479264
2023-05-16,78.9081477637782
2023-05-17,80.05543177147769
2023-05-18,81.4924198828661
2023-05-19,81.34040275150095
2023-05-22,81.20633540494518
2023-05-23,81.24023636053728
2023-05-24,82.3510552063654
2023-05-25,80.28374776530252
2023-05-26,80.26195033144604
2023-05-29,81.22682216943646
2023-05-30,80.92584488335154
2023-05-31,80.98958427978181
2023-06-01,81.4835746505019
2023-06-02,82.00369470582336
2023-06-05,81.4060958390046
2023-06-06,81.33056928611397
2023-06-07,81.65796869881075
2023-06-08,81.7325713723013
2023-06-09,80.75557916060143
2023-06-12,81.37546838335527
2023-06-13,81.21712116309013
2023-06-14,80.63192672892048
2023-06-15,80.75805659926128
2023-06-16,80.14182977059997
2023-06-19,79.36523000102103
2023-06-20,80.90954948527255
2023-06-21,80.71240981685067
2023-06-22,83.05406114043895
2023-06-23,83.81995665996833
2023-06-26,84.6798391627109
2023-06-27,84.0901416021061
2023-06-28,82.35102529736321
2023-06-29,81.78016973728657
2023-06-30,82.12822748269868
2023-07-03,82.4747777645993
2023-07-04,81.22805394099721
2023-07-05,81.38866604485165
2023-07-06,82.08670509178948
2023-07-07,82.82293874843458
2023-07-10,81.4488400977042
2023-07-11,81.69185355345681
2023-07-12,82.40056164008726
2023-07-13,82.85478602229308
2023-07-14,83.48194213758735
2023-07-17,83.24935057552206
2023-07-18,83.29672698240314
2023-07-19,82.72638478644869
2023-07-20,82.87633023461656
2023-07-21,84.60509835466755
2023-07-24,86.27407422355108
2023-07-25,86.75734132299712
2023-07-26,87.36994302077089
2023-07-27,87.557688193331
2023-07-28,86.2271528627756
2023-07-31,87.12100531072812
2023-08-01,88.25719119041193
2023-08-02,88.29172740257107
2023-08-03,89.0141896634277
2023-08-04,91.52011170213453
2023-08-07,92.28623394124615
2023-08-08,93.76966533920806
2023-08-09,93.62122131778725
2023-08-10,95.38552643427465
2023-08-11,96.53861100063777
2023-08-14,98.23206782358234
2023-08-15,96.80557641762803
2023-08-16,95.16677259022698
2023-08-17,94.75701625330682
2023-08-18,95.86858825008736
2023-08-21,96.19200656748993
2023-08-22,94.6644607637801
2023-08-23,94.53877218275251
2023-08-24,93.21926311101288
2023-08-25,94.25607890930063
2023-08-28,92.51817911261539
2023-08-29,91.99965104881666
2023-08-30,93.23075669653478
2023-08-31,92.85184940425262
2023-09-01,92.34918817070341
2023-09-04,91.6268222069192
2023-09-05,90.73617419158424
2023-09-06,92.16438976780218
2023-09-07,92.21156324810393
2023-09-08,93.04408958485037
2023-09-11,94.09168184876391
2023-09-12,93.33000454113454
2023-09-13,91.37828129543443
2023-09-14,91.3054012580114
2023-09-15,90.91631313634542
2023-09-18,91.00222350124749
2023-09-19,91.41649916388266
2023-09-20,90.19029348681467
2023-09-21,89.33461122251094
2023-09-22,87.51138476696364
2023-09-25,89.18400246002058
2023-09-26,88.87416077047946
2023-09-27,89.194151353423
2023-09-28,88.76411701340939
2023-09-29,87.47215249156025
2023-10-02,88.09513389513263
2023-10-03,87.20890426016635
2023-10-04,86.29125160551882
2023-10-05,85.66508429970442
2023-10-06,87.12720277874803
2023-10-09,88.29795722313088
2023-10-10,87.6253021364665
2023-10-11,86.63801629198306
2023-10-12,85.3994865070873
2023-10-13,85.09131621608303
2023-10-16,83.80838486099222
2023-10-17,82.63504586779608
2023-10-18,81.13830925993445
2023-10-19,80.41242677238554
2023-10-20,81.93283887493463
2023-10-23,80.14514545582608
2023-10-24,80.09130807071013
2023-10-25,80.28507018050432
2023-10-26,81.3899139364814
2023-10-27,80.45656136190935
2023-10-30,81.95963763643988
2023-10-31,81.90856022353042
2023-11-01,80.88105199133445
2023-11-02,81.11482403630896
2023-11-03,80.62748680337623
2023-11-06,79.56137093701255
2023-11-07,79.38844013871615
2023-11-08,79.1418134859379
2023-11-09,80.02623718178819
2023-11-10,78.49034242077707
2023-11-13,78.55153822758247
2023-11-14,78.13177534662353
2023-11-15,78.74814448055831
2023-11-16,78.94637088922867
2023-11-17,78.62512562979867
2023-11-20,77.44735710604812
2023-11-21,76.4259358251306
2023-11-22,76.46061058257297
2023-11-23,73.69096904941748
2023-11-24,73.55040541901148
2023-11-27,73.13172019089257
2023-11-28,73.18353744818691
2023-11-29,73.79464075683012
2023-11-30,74.20198424998833
2023-12-01,75.36988013236345
2023-12-04,75.64830112344063
2023-12-05,74.76793535742188
2023-12-06,75.71496771836922
2023-12-07,76.42422854399629
2023-12-08,76.50467643753514
2023-12-11,76.43397738749253
2023-12-12,76.72434626089
2023-12-13,76.56731989487001
2023-12-14,76.82136067085823
2023-12-15,77.34894905973687
2023-12-18,77.49734870339907
2023-12-19,77.08437144708886
2023-12-20,76.5908237246081
2023-12-21,75.61685671099033
2023-12-22,77.38021182392288
2023-12-25,76.85147603325039
2023-12-26,77.24621873083493
2023-12-27,78.54845809167377
2023-12-28,77.96086968929697
2023-12-29,78.75105329918868
2024-01-01,78.90527776920204
2024-01-02,79.26767953181218
2024-01-03,78.22842055083093
2024-01-04,78.97192970514183
2024-01-05,79.25567952717564
2024-01-08,79.89700726777767
2024-01-09,78.36733546498495
2024-01-10,79.49967281073855
2024-01-11,78.16337081102347
2024-01-12,77.6908675748643
2024-01-15,76.64708875539891
2024-01-16,76.17596728611137
2024-01-17,77.70415391476882
2024-01-18,76.39387659681644
2024-01-19,76.19622209851507
2024-01-22,74.78958105666794
2024-01-23,74.62756426315715
2024-01-24,74.97123298194533
2024-01-25,76.26095609888233
2024-01-26,77.03022891683732
2024-01-29,77.36407047163591
2024-01-30,77.79481013579178
2024-01-31,77.83284695845497
2024-02-01,79.60000116051256
2024-02-02,78.58750346447792
2024-02-05,79.54058693487156
2024-02-06,80.31172386499603
2024-02-07,80.84111583814901
2024-02-08,82.17756539209077
2024-02-09,81.03773900662222
2024-02-12,80.8216439112399
2024-02-13,81.57919830108963
2024-02-14,81.10710795956226
2024-02-15,80.55209212555793
2024-02-16,80.52975802856555
2024-02-19,80.6353522268441
2024-02-20,81.1155016867124
2024-02-21,81.50518066054748
2024-02-22,81.10296573143356
2024-02-23,81.62144316776978
2024-02-26,81.32921308311408
2024-02-27,83.04936392854847
2024-02-28,82.8268003725978
2024-02-29,82.7776555924745
2024-03-01,83.01189332400926
2024-03-04,81.47820121312932
2024-03-05,81.95002882132833
2024-03-06,81.18021851784749
2024-03-07,82.22507300310728
2024-03-08,84.29552336888551
2024-03-11,84.7711655487496
2024-03-12,84.66897956113093
2024-03-13,85.91266941361069
2024-03-14,88.46457443128183
2024-03-15,86.84787762785176
2024-03-18,86.39309152101868
2024-03-19,87.45641142696985
2024-03-20,86.3855031693187
2024-03-21,85.98130618757077
2024-03-22,86.13777070111801
2024-03-25,85.67005036788481
2024-03-26,86.42264209226795
2024-03-27,86.44158867239821
2024-03-28,87.03527309092097
2024-03-29,86.90342323700129
2024-04-01,88.42568998845466
2024-04-02,88.60076293661963
2024-04-03,89.66754155332978
2024-04-04,88.70673383050402
2024-04-05,88.62357962893634
2024-04-08,87.06909329247915
2024-04-09,85.86324100924871
2024-04-10,83.82175895076655
2024-04-11,85.42616002293397
2024-04-12,83.71521183714059
2024-04-15,83.71325072076884
2024-04-16,84.1977040646011
2024-04-17,83.1050315180036
2024-04-18,84.33080908952851
2024-04-19,83.0249646726241
2024-04-22,85.0647354505308
2024-04-23,85.76490596207016
2024-04-24,85.03143876033008
2024-04-25,84.77651188696966
2024-04-26,83.8587662132122
2024-04-29,84.67567972768506
2024-04-30,85.3932397762947
2024-05-01,84.81081784026068
2024-05-02,84.24251205821398
2024-05-03,85.18730033504649
2024-05-06,87.60861587514633
2024-05-07,86.82796006542027
2024-05-08,84.52863647343585
2024-05-09,85.7849227818522
2024-05-10,86.68373250359224
2024-05-13,87.30761898482284
2024-05-14,87.17472412299074
2024-05-15,88.24992013173505
2024-05-16,88.40526404854677
2024-05-17,90.09849743571625
2024-05-20,91.63718951141554
2024-05-21,92.02852861280056
2024-05-22,91.70215891664596
2024-05-23,89.87180202109381
2024-05-24,90.42898826887107
2024-05-27,90.1395300912911
2024-05-28,91.81361024546052
2024-05-29,92.52694276559964
2024-05-30,94.46238449530294
2024-05-31,95.89829634977501
2024-06-03,94.01678676190616
2024-06-04,93.76021246236415
2024-06-05,92.49299087128287
2024-06-06,92.04819032662547
2024-06-07,90.83117165785002
2024-06-10,91.81513108070213
2024-06-11,90.62044821731826
2024-06-12,89.87189898931047
2024-06-13,90.22215882883425
2024-06-14,89.25880094882298
2024-06-17,88.04793398012978
2024-06-18,86.99111854179023
2024-06-19,87.77987550060621
2024-06-20,87.84007826061169
2024-06-21,88.81437079626862
2024-06-24,87.83048200849456
2024-06-25,86.86877752924114
2024-06-26,87.6727355005984
2024-06-27,85.18738057629905
2024-06-28,84.92205962906347
2024-07-01,85.97234605992735
2024-07-02,85.20355522786393
2024-07-03,85.85602194231078
2024-07-04,85.09719600379363
2024-07-05,83.59609317685374
2024-07-08,84.25387867005917
2024-07-09,85.5269242787023
2024-07-10,85.45544968838529
2024-07-11,84.35803899153773
2024-07-12,84.30267942253354
2024-07-15,85.0926992994646
2024-07-16,85.53584393705472
2024-07-17,85.66678244582157
2024-07-18,86.41045132692436
2024-07-19,88.43023408589438
2024-07-22,87.34429082440379
2024-07-23,86.95313125311479
2024-07-24,87.14943567871309
2024-07-25,85.89873753064231
2024-07-26,86.83574222677565
2024-07-29,87.38020677559275
2024-07-30,87.87724836294481
2024-07-31,89.96629272374854
2024-08-01,90.38783066220046
2024-08-02,89.55746151121456
2024-08-05,90.44228186024364
2024-08-06,91.3824218993315
2024-08-07,91.22799993578388
2024-08-08,90.80386500782741
2024-08-09,92.07816036163022
2024-08-12,92.77407029244806
2024-08-13,92.4908903522023
2024-08-14,92.65569374975149
2024-08-15,93.68597348849575
2024-08-16,91.08406877188851
2024-08-19,91.76436963310088
2024-08-20,91.46901888606565
2024-08-21,89.50899750024058
2024-08-22,89.17031586338106
2024-08-23,87.80083667980803
2024-08-26,87.3125666601456
2024-08-27,86.67095351004413
2024-08-28,87.61272676059254
2024-08-29,88.43291774300054
2024-08-30,89.96915514012265
2024-09-02,91.22714395922996
2024-09-03,88.85351107295772
2024-09-04,88.09723944555684
2024-09-05,87.07910896931905
2024-09-06,86.92424671935098
2024-09-09,86.87328218326792
2024-09-10,87.70320902890404
2024-09-11,87.63369626895562
2024-09-12,86.54670218729893
2024-09-13,87.11359297891323
2024-09-16,87.01749609002596
2024-09-17,85.98230233703674
2024-09-18,88.25417455115503
2024-09-19,90.96628634847424
2024-09-20,90.70437454378678
2024-09-23,90.75885141694948
2024-09-24,91.917101906234
2024-09-25,90.3105172074287
2024-09-26,89.37056034210588
2024-09-27,88.9901598108444
2024-09-30,87.02039682386608
2024-10-01,86.7687222340827
2024-10-02,85.35492269581623
2024-10-03,84.11473698280767
2024-10-04,83.41847474730206
2024-10-07,83.99356570551977
2024-10-08,84.7234493742054
2024-10-09,85.44642714400366
2024-10-10,83.96915734715486
2024-10-11,84.0867403450761
2024-10-14,83.94645868138248
2024-10-15,84.01376761333893
2024-10-16,82.9786018101539
2024-10-17,80.01133080481307
2024-10-18,80.23366714341105
2024-10-21,81.22908224784753
2024-10-22,80.52818031167014
2024-10-23,81.3304050881374
2024-10-24,80.52221223741336
2024-10-25,81.17762864442352
2024-10-28,81.95039022090715
2024-10-29,82.02133833079907
2024-10-30,81.98205407937277
2024-10-31,82.47340807561504
2024-11-01,82.70204047787297
2024-11-04,82.54745173481706
2024-11-05,82.8251522803069
2024-11-06,82.11355961019055
2024-11-07,84.23468967816474
2024-11-08,85.95988082918414
2024-11-11,86.04891758579373
2024-11-12,85.29233597432543
2024-11-13,86.08196889729402
2024-11-14,88.2626395123824
2024-11-15,91.105085298758
2024-11-18,91.73213695917613
2024-11-19,92.85853505623452
2024-11-20,92.80669031839743
2024-11-21,92.88200285064534
2024-11-22,93.73610097643589
2024-11-25,90.76680153432683
2024-11-26,91.36698947545628
2024-11-27,92.72012576461367
2024-11-28,93.7794073443876
2024-11-29,93.70987707609947
2024-12-02,96.50374737734121
2024-12-03,98.41528094626958
2024-12-04,98.8995021118339
2024-12-05,98.27953731643389
2024-12-06,98.28642152331777
2024-12-09,96.60417852926841
2024-12-10,94.8294541857472
2024-12-11,94.29050498386141
2024-12-12,93.31234728145643
2024-12-13,93.00203721447404
2024-12-16,92.151939554881
2024-12-17,89.22754262577264
2024-12-18,91.70556679397095
2024-12-19,89.5653374481453
2024-12-20,89.24237424233849
2024-12-23,89.27249612796594
2024-12-24,89.15147326773592
2024-12-25,88.8051492007685
2024-12-26,88.32797786246505
2024-12-27,89.31337821269713
2024-12-30,89.14658459347233
2024-12-31,88.26122997855872
2025-01-01,88.26196267455173
2025-01-02,88.92654840963847
2025-01-03,90.22607555965213
2025-01-06,90.10852014893248
2025-01-07,88.6949353044286
2025-01-08,87.98302470382654
2025-01-09,87.96459237728065
2025-01-10,86.36496069229639
2025-01-13,85.65761684267501
2025-01-14,85.1498361044583
2025-01-15,84.44878339573944
2025-01-16,85.02107171632262
