,VDE
2021-10-07,105.05804699686527
2021-10-08,105.73892807101973
2021-10-11,104.0945724561111
2021-10-12,106.10600818797622
2021-10-13,103.99817370763473
2021-10-14,104.7701186581987
2021-10-15,104.15090437607772
2021-10-18,102.41391397473572
2021-10-19,100.53802496875942
2021-10-20,97.2020445882465
2021-10-21,96.46554306953982
2021-10-22,97.04092007652928
2021-10-25,96.8757552134893
2021-10-26,96.87538613275744
2021-10-27,96.55232031392092
2021-10-28,97.68766745759868
2021-10-29,94.53069523771308
2021-11-01,95.31481259509977
2021-11-02,96.88024874678054
2021-11-03,97.1331943989385
2021-11-04,97.08553774123175
2021-11-05,100.96043355346491
2021-11-08,100.75448800725952
2021-11-09,100.2866862130547
2021-11-10,101.4166078885959
2021-11-11,99.1254298615351
2021-11-12,99.30430794860885
2021-11-15,97.72537773120602
2021-11-16,97.9549610093903
2021-11-17,99.83295880745145
2021-11-18,97.66399981688649
2021-11-19,96.3015873222146
2021-11-22,96.86045615979744
2021-11-23,97.91120097881232
2021-11-24,98.66664223196906
2021-11-25,97.33114134667099
2021-11-26,97.52336979210894
2021-11-29,99.42824887590588
2021-11-30,101.41329984670719
2021-12-01,100.27672304770006
2021-12-02,97.49986867881385
2021-12-03,96.94557014031976
2021-12-06,98.31882274784822
2021-12-07,98.86687094289412
2021-12-08,101.00367943116939
2021-12-09,101.61407267548135
2021-12-10,100.98990184141579
2021-12-13,99.76737108162314
2021-12-14,100.42794283843332
2021-12-15,99.55842374567652
2021-12-16,101.14035771887606
2021-12-17,100.44007044675787
2021-12-20,99.48753604858247
2021-12-21,99.40057769781254
2021-12-22,99.63818248402859
2021-12-23,101.94639228453381
2021-12-24,102.89265539665382
2021-12-27,102.86534979884243
2021-12-28,102.00907309491159
2021-12-29,102.84390961865142
2021-12-30,101.31211560375044
2021-12-31,101.23578910689457
2022-01-03,102.7558392121698
2022-01-04,105.09842269279137
2022-01-05,106.48368569203765
2022-01-06,104.65229599138695
2022-01-07,103.45109417385656
2022-01-10,103.74079613474223
2022-01-11,103.5425016113953
2022-01-12,103.84510178763162
2022-01-13,104.54402497062023
2022-01-14,106.57527268787862
2022-01-17,106.01413561536678
2022-01-18,105.54317224767264
2022-01-19,105.43724493269309
2022-01-20,103.58987641132664
2022-01-21,103.46350409156628
2022-01-24,101.70640861103453
2022-01-25,100.65725084290258
2022-01-26,98.25783776888272
2022-01-27,97.44553736523322
2022-01-28,97.32953055986847
2022-01-31,95.74843197877277
2022-02-01,95.43084280333656
2022-02-02,95.19585087287723
2022-02-03,94.43802869398687
2022-02-04,93.99338863195004
2022-02-07,93.56123010774911
2022-02-08,93.97757318524104
2022-02-09,94.3898483148362
2022-02-10,96.93048273939661
2022-02-11,95.33863557606891
2022-02-14,94.45584615161536
2022-02-15,92.18650755982121
2022-02-16,91.85602140068802
2022-02-17,90.72865084643664
2022-02-18,90.55725841526444
2022-02-21,89.3452265990559
2022-02-22,88.01192573642447
2022-02-23,89.77301626761076
2022-02-24,88.65764890722329
2022-02-25,91.86891284767952
2022-02-28,91.95773194459295
2022-03-01,92.26606727314703
2022-03-02,90.8805752198495
2022-03-03,91.55510321712536
2022-03-04,92.66164748888728
2022-03-07,93.54056409424742
2022-03-08,93.34463692049233
2022-03-09,93.64767259685954
2022-03-10,94.13481872885286
2022-03-11,95.00315876609554
2022-03-14,93.28752730530465
2022-03-15,94.86085423859669
2022-03-16,96.40249978592203
2022-03-17,97.3966828445425
2022-03-18,98.7529189131105
2022-03-21,96.9657434670588
2022-03-22,94.4275660048408
2022-03-23,94.47203627111057
2022-03-24,95.80092491928596
2022-03-25,94.98349520303553
2022-03-28,94.37256844705291
2022-03-29,92.48496444155016
2022-03-30,92.136525431175
2022-03-31,91.00339769714078
2022-04-01,92.80309640031699
2022-04-04,94.79320770079393
2022-04-05,95.77612897942053
2022-04-06,94.10442258742178
2022-04-07,91.51722562319395
2022-04-08,90.9517710620911
2022-04-11,90.94317956649634
2022-04-12,91.90038946035865
2022-04-13,92.73300644818579
2022-04-14,89.92941817417226
2022-04-15,90.47413181619423
2022-04-18,89.04003618136794
2022-04-19,89.29092253286723
2022-04-20,87.55903215200799
2022-04-21,86.14947890218708
2022-04-22,85.51448715488269
2022-04-25,85.49242632656832
2022-04-26,84.09587271156147
2022-04-27,85.68938926589951
2022-04-28,85.85394155883245
2022-04-29,86.72900712097066
2022-05-02,89.75794019593644
2022-05-03,92.6424467936009
2022-05-04,92.83167751090339
2022-05-05,94.1130715188659
2022-05-06,92.05475795054937
2022-05-09,90.37218268784457
2022-05-10,89.79095301521942
2022-05-11,89.15309846372797
2022-05-12,89.55084081077558
2022-05-13,89.83307737085701
2022-05-16,87.94729948792241
2022-05-17,88.32562433792836
2022-05-18,88.63723782999196
2022-05-19,88.95628465632747
2022-05-20,88.90929507501122
2022-05-23,88.30812218365912
2022-05-24,87.96866353588254
2022-05-25,89.72214590692441
2022-05-26,89.1526626387088
2022-05-27,89.92975468254195
2022-05-30,88.90854509128476
2022-05-31,90.14493920471203
2022-06-01,90.05545424531843
2022-06-02,89.23471012257697
2022-06-03,90.71782661000508
2022-06-06,91.26102431510328
2022-06-07,89.29689989022728
2022-06-08,89.72585107025517
2022-06-09,92.15579518942415
2022-06-10,92.45306511143555
2022-06-13,92.28051850771595
2022-06-14,91.68226219728326
2022-06-15,92.53778368423457
2022-06-16,93.37021290438146
2022-06-17,93.23531227748354
2022-06-20,92.62409192084716
2022-06-21,93.30223968514801
2022-06-22,93.13317759145137
2022-06-23,93.1275535216986
2022-06-24,94.0888748959203
2022-06-27,92.47665420254962
2022-06-28,90.87273659387137
2022-06-29,88.74833559556666
2022-06-30,86.74489473972538
2022-07-01,86.21334625450874
2022-07-04,85.94822308268178
2022-07-05,84.09410153705169
2022-07-06,84.21917986671815
2022-07-07,83.6692488926028
2022-07-08,81.44672132027179
2022-07-11,79.71011758471572
2022-07-12,82.61360510453795
2022-07-13,82.56774998582893
2022-07-14,79.48090994239787
2022-07-15,79.57870749183064
2022-07-18,80.56761223643049
2022-07-19,81.93918143588512
2022-07-20,80.05754142939516
2022-07-21,79.27375459213533
2022-07-22,78.65169972425569
2022-07-25,79.94751773773882
2022-07-26,80.48062200965057
2022-07-27,81.4105352119061
2022-07-28,81.03356113045274
2022-07-29,81.34294799409307
2022-08-01,81.94569131615549
2022-08-02,82.98521790107168
2022-08-03,84.22146290623542
2022-08-04,85.16069645565828
2022-08-05,86.01027604003309
2022-08-08,84.77524148940216
2022-08-09,83.49316498743627
2022-08-10,84.87674412244728
2022-08-11,84.11127567414005
2022-08-12,84.82753041411962
2022-08-15,84.36374468966939
2022-08-16,84.2704777783994
2022-08-17,85.60559283243886
2022-08-18,86.51243114732046
2022-08-19,85.63270338603243
2022-08-22,87.85508427612335
2022-08-23,85.97499966340568
2022-08-24,85.5556284128456
2022-08-25,83.83000798706206
2022-08-26,80.51062877592899
2022-08-29,80.18135403863918
2022-08-30,81.69249449625825
2022-08-31,80.11359910570891
2022-09-01,78.6293541540765
2022-09-02,77.32484445127336
2022-09-05,76.58232087154792
2022-09-06,76.22746301494135
2022-09-07,78.05296610425138
2022-09-08,78.7087410638783
2022-09-09,80.98009952184476
2022-09-12,81.03249980514161
2022-09-13,81.58812396223188
2022-09-14,83.78082643449835
2022-09-15,85.54744773969595
2022-09-16,86.11324970343765
2022-09-19,83.9421463760515
2022-09-20,84.60916596917897
2022-09-21,83.20663504647821
2022-09-22,84.33866466827932
2022-09-23,85.02655167304147
2022-09-26,84.54305890345353
2022-09-27,86.01536697930138
2022-09-28,86.76212351734596
2022-09-29,87.85075120440476
2022-09-30,87.78593305709269
2022-10-03,88.34583082075864
2022-10-04,90.26010137416806
2022-10-05,91.08186236528725
2022-10-06,90.6190730245858
2022-10-07,90.803496130494
2022-10-10,90.38866528825011
2022-10-11,89.37601961075788
2022-10-12,90.56590474536878
2022-10-13,90.08127832571499
2022-10-14,90.42582998679211
2022-10-17,91.36722155485363
2022-10-18,92.15332864828387
2022-10-19,91.01434375308013
2022-10-20,88.19470176078401
2022-10-21,87.82332808988191
2022-10-24,88.28603009208766
2022-10-25,86.55853332898373
2022-10-26,86.09483268742797
2022-10-27,84.23753834169045
2022-10-28,85.47878094403546
2022-10-31,85.37008275722998
2022-11-01,86.08068643824492
2022-11-02,84.43657096753142
2022-11-03,84.23233549966031
2022-11-04,83.96070114365662
2022-11-07,82.92552601382165
2022-11-08,82.6744942091662
2022-11-09,81.50991838626412
2022-11-10,79.04789711714243
2022-11-11,79.35163280311721
2022-11-14,79.58026309620834
2022-11-15,77.824590620679
2022-11-16,77.94043805942098
2022-11-17,78.66775076061195
2022-11-18,77.23514875617086
2022-11-21,77.21940189945967
2022-11-22,76.43338749272127
2022-11-23,76.63518952257495
2022-11-24,77.14613552221198
2022-11-25,77.47549381982924
2022-11-28,78.58718639303224
2022-11-29,78.93545989222567
2022-11-30,80.65851574455276
2022-12-01,80.39680304528181
2022-12-02,81.89402334749205
2022-12-05,83.11351731831789
2022-12-06,82.9275533442199
2022-12-07,83.53927928510457
2022-12-08,81.99499108233559
2022-12-09,80.19549444989946
2022-12-12,81.62696144763024
2022-12-13,81.6492304868057
2022-12-14,82.94797202178529
2022-12-15,83.14213408374295
2022-12-16,84.53190745400384
2022-12-19,83.7440225367989
2022-12-20,84.25422494203512
2022-12-21,84.52567941552948
2022-12-22,85.41672089844765
2022-12-23,87.49827761231013
2022-12-26,89.0391191070103
2022-12-27,88.56058323613503
2022-12-28,87.05885558785874
2022-12-29,86.96710892120394
2022-12-30,85.21999387244507
2023-01-02,86.77225321344324
2023-01-03,86.96706658407464
2023-01-04,86.82051383721459
2023-01-05,85.36975521076661
2023-01-06,85.96493708312313
2023-01-09,84.64426566555599
2023-01-10,82.07414598280661
2023-01-11,80.35752215802906
2023-01-12,80.97191083000548
2023-01-13,82.37091347668252
2023-01-16,82.6272735474087
2023-01-17,80.36045083692014
2023-01-18,79.2130756978287
2023-01-19,80.06264320307388
2023-01-20,79.66424242682521
2023-01-23,79.13315089347066
2023-01-24,78.07196600387287
2023-01-25,79.93268763745057
2023-01-26,80.8975368525599
2023-01-27,81.35357318394284
2023-01-30,83.17338619964738
2023-01-31,81.61899479778752
2023-02-01,83.69044314870716
2023-02-02,86.44105170711832
2023-02-03,87.60807180835931
2023-02-06,91.25244062137702
2023-02-07,90.22845754135413
2023-02-08,92.253944158347
2023-02-09,92.00213413159992
2023-02-10,92.7950841480305
2023-02-13,93.93059447339252
2023-02-14,95.1839539596799
2023-02-15,95.20041520145827
2023-02-16,96.58874274712448
2023-02-17,98.61940099535764
2023-02-20,98.13542225545392
2023-02-21,100.1112667639812
2023-02-22,100.60557114167193
2023-02-23,99.48769970892292
2023-02-24,101.55213769806286
2023-02-27,101.84879853429611
2023-02-28,102.58105554611545
2023-03-01,102.4849854088229
2023-03-02,101.4855949233676
2023-03-03,98.7735932448666
2023-03-06,99.56758349122295
2023-03-07,97.91805053292329
2023-03-08,95.4458554610712
2023-03-09,95.33473023265078
2023-03-10,95.36879353244632
2023-03-13,95.10685346436446
2023-03-14,95.69323106623852
2023-03-15,97.53300111659375
2023-03-16,97.52359507199682
2023-03-17,99.38247516037542
2023-03-20,98.30783023544187
2023-03-21,97.33696231402679
2023-03-22,97.50546211554187
2023-03-23,96.96197706516197
2023-03-24,97.57536146352449
2023-03-27,95.62841074445993
2023-03-28,95.15526137435351
2023-03-29,95.94573631382612
2023-03-30,94.87735684016698
2023-03-31,95.34875058583133
2023-04-03,96.05888370621891
2023-04-04,95.08264592696148
2023-04-05,93.08853502819467
2023-04-06,92.37985410356713
2023-04-07,92.90449368176577
2023-04-10,93.97491182267788
2023-04-11,92.80743900133389
2023-04-12,90.79416562578626
2023-04-13,89.56297745929919
2023-04-14,87.38770654410396
2023-04-17,88.48629284918329
2023-04-18,87.84402878018106
2023-04-19,88.04253164053485
2023-04-20,87.43191912878312
2023-04-21,87.43381002750023
2023-04-24,88.82920048119598
2023-04-25,89.51027903315448
2023-04-26,89.0269915585591
2023-04-27,88.4534627032585
2023-04-28,88.92430943319806
2023-05-01,89.33810431862919
2023-05-02,91.75862470630457
2023-05-03,92.00412639110932
2023-05-04,92.90277071764534
2023-05-05,92.93538844429393
2023-05-08,92.72999121906076
2023-05-09,93.89886839369576
2023-05-10,96.11914007146936
2023-05-11,97.38760975010308
2023-05-12,99.88294951536965
2023-05-15,97.98741158959538
2023-05-16,98.77485936997647
2023-05-17,96.83383360077454
2023-05-18,97.42146145361582
2023-05-19,97.8159009877344
2023-05-22,96.98913657855361
2023-05-23,97.37097451221759
2023-05-24,97.50863380256452
2023-05-25,95.43744299504459
2023-05-26,94.66868793274989
2023-05-29,94.0128329841713
2023-05-30,92.10734114337626
2023-05-31,90.99683540198183
2023-06-01,93.27131835373936
2023-06-02,94.19989611198078
2023-06-05,94.05747916071327
2023-06-06,95.36513949841832
2023-06-07,95.34296371474151
2023-06-08,98.90822278274773
2023-06-09,100.8246542100393
2023-06-12,102.60474786078508
2023-06-13,103.1418065573241
2023-06-14,102.49326263706415
2023-06-15,99.87688406924372
2023-06-16,100.49068546602895
2023-06-19,103.21596099421761
2023-06-20,104.1737022618777
2023-06-21,105.24882199830192
2023-06-22,106.51670901888454
2023-06-23,107.04882111550317
2023-06-26,107.42628985905726
2023-06-27,107.45748707451912
2023-06-28,106.3473597966085
2023-06-29,105.95471058566976
2023-06-30,106.06880438927342
2023-07-03,103.86903641507332
2023-07-04,106.65735208182348
2023-07-05,108.58239264167915
2023-07-06,110.42418831057685
2023-07-07,112.05385580918671
2023-07-10,111.93728740978564
2023-07-11,111.29749084026663
2023-07-12,115.39407590232294
2023-07-13,113.37317685863817
2023-07-14,114.2788040279314
2023-07-17,114.69960413861943
2023-07-18,116.56117630127125
2023-07-19,118.2327669956083
2023-07-20,119.11704024314002
2023-07-21,120.61670925259243
2023-07-24,121.1912377838564
2023-07-25,120.06575265991401
2023-07-26,119.09543813225135
2023-07-27,118.46995680127625
2023-07-28,117.72776254837088
2023-07-31,118.48128948058718
2023-08-01,120.78028979359058
2023-08-02,121.09887427086039
2023-08-03,122.1376271887267
2023-08-04,120.95893173436517
2023-08-07,120.56709048467312
2023-08-08,118.88115307221238
2023-08-09,120.06700969189568
2023-08-10,120.64546671059256
2023-08-11,121.14273304318506
2023-08-14,123.06716496824413
2023-08-15,121.5348526689662
2023-08-16,122.56663202067686
2023-08-17,124.32509181547162
2023-08-18,124.15070200835659
2023-08-21,124.19989753341882
2023-08-22,119.97089475756515
2023-08-23,119.50788155251695
2023-08-24,115.42171393742623
2023-08-25,112.09456178994704
2023-08-28,112.72190533151063
2023-08-29,113.37775417043372
2023-08-30,111.56375316696474
2023-08-31,113.21129242289587
2023-09-01,115.12841000566365
2023-09-04,114.02839787383205
2023-09-05,112.46344824915757
2023-09-06,115.42133501539502
2023-09-07,114.38405661128081
2023-09-08,117.53258291876357
2023-09-11,119.52207753369973
2023-09-12,118.70925923442377
2023-09-13,118.14815953311597
2023-09-14,118.56076901815926
2023-09-15,119.30825089227571
2023-09-18,119.76124951462388
2023-09-19,121.38293220609442
2023-09-20,120.47631466652501
2023-09-21,120.39075373120916
2023-09-22,121.66236706686884
2023-09-25,121.86049443556676
2023-09-26,122.79539084056195
2023-09-27,123.88393093636307
2023-09-28,124.41632073419615
2023-09-29,125.0437257343663
2023-10-02,123.74626569986864
2023-10-03,123.67413734540047
2023-10-04,122.4834243562132
2023-10-05,122.753861738485
2023-10-06,122.83806462411135
2023-10-09,124.32209058967433
2023-10-10,122.65867895189821
2023-10-11,122.62212089908616
2023-10-12,122.19557579148017
2023-10-13,120.33960963633848
2023-10-16,121.43822154546453
2023-10-17,123.25261904727438
2023-10-18,121.44510011536221
2023-10-19,120.84980506081509
2023-10-20,121.16833192389798
2023-10-23,122.80913622507674
2023-10-24,124.06518763031755
2023-10-25,124.50718911837366
2023-10-26,124.44422612089969
2023-10-27,125.5965932666486
2023-10-30,127.97376664128022
2023-10-31,126.30144037867004
2023-11-01,127.32375160047384
2023-11-02,128.12618146457467
2023-11-03,127.57257520074339
2023-11-06,129.09041013607046
2023-11-07,125.37673468117987
2023-11-08,126.1332624469978
2023-11-09,127.80178936321663
2023-11-10,130.08181959455197
2023-11-13,130.50674807305492
2023-11-14,133.25613743259933
2023-11-15,134.2467153356175
2023-11-16,136.49720562363515
2023-11-17,132.24651417960874
2023-11-20,134.33643312070052
2023-11-21,134.53364960088476
2023-11-22,132.47766208830143
2023-11-23,131.90519762736548
2023-11-24,133.12114632011364
2023-11-27,134.27532739178966
2023-11-28,136.20063345614173
2023-11-29,133.6385561364168
2023-11-30,134.05948033633564
2023-12-01,134.83240123014903
2023-12-04,132.94380960939336
2023-12-05,132.23931041097728
2023-12-06,131.25221760875502
2023-12-07,130.92929393699245
2023-12-08,131.9159293542969
2023-12-11,129.31735359506283
2023-12-12,129.59657459107504
2023-12-13,131.22171267154397
2023-12-14,131.51535044259225
2023-12-15,132.06295618358735
2023-12-18,131.75750669490566
2023-12-19,130.20773741635017
2023-12-20,130.6196168698669
2023-12-21,129.90464332214302
2023-12-22,130.27362868596302
2023-12-25,132.7794785522322
2023-12-26,134.02613396720992
2023-12-27,134.34138906397172
2023-12-28,134.69053287473477
2023-12-29,135.61731772870695
2024-01-01,135.35992460565703
2024-01-02,138.0858816236147
2024-01-03,137.56681090003875
2024-01-04,135.72560004408078
2024-01-05,132.72344115834272
2024-01-08,131.5336967830084
2024-01-09,131.4408229875958
2024-01-10,132.6610134604968
2024-01-11,133.8442187560764
2024-01-12,137.01420412123485
2024-01-15,136.79020327904612
2024-01-16,138.4001385386093
2024-01-17,135.3478721710732
2024-01-18,138.09330476994182
2024-01-19,136.32698084286997
2024-01-22,137.30698715689206
2024-01-23,137.56157769447776
2024-01-24,134.98479131045139
2024-01-25,140.08258976199775
2024-01-26,138.22581295838896
2024-01-29,138.00340092952362
2024-01-30,137.5559867881396
2024-01-31,139.52471240563554
2024-02-01,140.06953280470097
2024-02-02,137.268038173882
2024-02-05,138.89180893557514
2024-02-06,138.17530449559985
2024-02-07,138.27181786031412
2024-02-08,135.63750002675306
2024-02-09,132.57793321783697
2024-02-12,130.25804300620828
2024-02-13,131.04980195123318
2024-02-14,129.84797201676662
2024-02-15,129.741007640044
2024-02-16,129.060378168856
2024-02-19,128.94373139162153
2024-02-20,127.89550192357856
2024-02-21,128.2745650301196
2024-02-22,127.91562059145983
2024-02-23,126.69022814423336
2024-02-26,126.65398345976628
2024-02-27,126.59027281359616
2024-02-28,125.9161412048363
2024-02-29,126.55127161230446
2024-03-01,128.50162594055237
2024-03-04,130.32629614621703
2024-03-05,130.04112722050655
2024-03-06,133.95721642725408
2024-03-07,130.4913758729123
2024-03-08,129.63407774151202
2024-03-11,128.35585372358344
2024-03-12,128.3950127863813
2024-03-13,127.80214809356809
2024-03-14,128.738686100062
2024-03-15,127.0679874379088
2024-03-18,124.74481983378513
2024-03-19,124.96528879100023
2024-03-20,123.76236931153812
2024-03-21,127.13328847728813
2024-03-22,127.72325916029574
2024-03-25,127.50397595686542
2024-03-26,126.68357817440827
2024-03-27,127.15715004986538
2024-03-28,125.89089487043029
2024-03-29,123.92771684107294
2024-04-01,123.74450956554392
2024-04-02,122.78312010882154
2024-04-03,119.0119117436971
2024-04-04,115.88325577034712
2024-04-05,114.92002884673144
2024-04-08,115.00104870666739
2024-04-09,116.2927009167551
2024-04-10,116.30260594376448
2024-04-11,115.92345346762886
2024-04-12,116.04230191053477
2024-04-15,114.07090618199666
2024-04-16,116.13321033795201
2024-04-17,115.59033725660484
2024-04-18,117.67412412217146
2024-04-19,118.28099058401351
2024-04-22,116.78084686990799
2024-04-23,117.88368224244108
2024-04-24,116.95910754673844
2024-04-25,117.6830583447195
2024-04-26,115.49729190725992
2024-04-29,112.98541770413557
2024-04-30,114.42475231286917
2024-05-01,115.06833673313804
2024-05-02,115.11630952823157
2024-05-03,118.39804720833462
2024-05-06,118.9645163861409
2024-05-07,116.70902242810075
2024-05-08,118.30885371743862
2024-05-09,119.85943514275503
2024-05-10,118.16310584360268
2024-05-13,115.99062721440157
2024-05-14,118.86683864062223
2024-05-15,120.0593196244399
2024-05-16,119.63119796881263
2024-05-17,119.53747949899376
2024-05-20,117.64057352869908
2024-05-21,116.84074643077284
2024-05-22,117.08120348711736
2024-05-23,116.41132635191202
2024-05-24,116.90462415808607
2024-05-27,115.92904716546416
2024-05-28,121.38149812368604
2024-05-29,122.90840222442925
2024-05-30,120.7873466976191
2024-05-31,122.0028170882844
2024-06-03,124.49262533174297
2024-06-04,121.67804711076535
2024-06-05,122.33680516641672
2024-06-06,122.02224404463857
2024-06-07,121.72479000325065
2024-06-10,122.28670286144865
2024-06-11,122.68796137324618
2024-06-12,122.5175771554859
2024-06-13,123.46871955597476
2024-06-14,121.61971827244913
2024-06-17,122.4414561987397
2024-06-18,121.22091221950404
2024-06-19,119.39918067348647
2024-06-20,120.48005442997254
2024-06-21,118.34727903609179
2024-06-24,116.39553919268235
2024-06-25,116.50323591701486
2024-06-26,117.49499954634035
2024-06-27,116.01663734300307
2024-06-28,113.71243249544519
2024-07-01,116.32262744408315
2024-07-02,117.89522604480868
2024-07-03,118.38031387756587
2024-07-04,120.57728159303042
2024-07-05,117.23945011358438
2024-07-08,114.30238634022064
2024-07-09,114.02585666601553
2024-07-10,112.70918613762643
2024-07-11,113.85566377731722
2024-07-12,116.52952417648066
2024-07-15,117.43729515872803
2024-07-16,121.92467237240461
2024-07-17,121.90971353190815
2024-07-18,122.04444919502804
2024-07-19,123.03272938850715
2024-07-22,121.37025935730436
2024-07-23,120.52433237189713
2024-07-24,121.70356444762098
2024-07-25,127.77842040695207
2024-07-26,129.16566994750326
2024-07-29,130.11858284709666
2024-07-30,128.09331449230248
2024-07-31,126.25395924283916
2024-08-01,127.62151649685181
2024-08-02,128.23694621527937
2024-08-05,129.29562949130303
2024-08-06,132.4586360910803
2024-08-07,133.58082472116692
2024-08-08,135.75646387971412
2024-08-09,137.2929280028896
2024-08-12,136.79375143216336
2024-08-13,137.97631438898844
2024-08-14,139.61438040510953
2024-08-15,136.9303079514385
2024-08-16,136.29703955697767
2024-08-19,140.63283891518327
2024-08-20,138.74519032061278
2024-08-21,140.50306719901252
2024-08-22,140.96563863156754
2024-08-23,139.07102429262596
2024-08-26,136.77206402954147
2024-08-27,137.56705783511495
2024-08-28,135.49306388010157
2024-08-29,137.46932118726187
2024-08-30,138.09447012231303
2024-09-02,139.1716526848316
2024-09-03,135.17151190063362
2024-09-04,131.07087377136543
2024-09-05,128.82484280067308
2024-09-06,131.3113617258146
2024-09-09,130.78857855397544
2024-09-10,128.63332414036006
2024-09-11,129.42974070194524
2024-09-12,127.5011571077914
2024-09-13,129.62619978203935
2024-09-16,131.3835540763758
2024-09-17,132.17582490670506
2024-09-18,135.25915802652992
2024-09-19,136.66031892190523
2024-09-20,134.21521471207612
2024-09-23,130.7962425938374
2024-09-24,126.84054545486576
2024-09-25,125.58851815602723
2024-09-26,129.3123042390534
2024-09-27,131.4920611784296
2024-09-30,129.42883699896436
2024-10-01,127.23948029655574
2024-10-02,129.3996850808104
2024-10-03,130.81657707398887
2024-10-04,132.265284547521
2024-10-07,133.81965315173503
2024-10-08,132.39286067999043
2024-10-09,127.36440066594726
2024-10-10,127.37750817361442
2024-10-11,131.05098959231225
2024-10-14,130.45334853112962
2024-10-15,129.82502670213074
2024-10-16,129.4237762578382
2024-10-17,128.3937688799774
2024-10-18,132.67655985522177
2024-10-21,127.85123561488109
2024-10-22,127.5805986974416
2024-10-23,123.60836138168231
2024-10-24,124.36976376395177
2024-10-25,126.14422441876097
2024-10-28,126.38751941673836
2024-10-29,125.99812454834456
2024-10-30,123.91636664052892
2024-10-31,124.22035468756071
2024-11-01,124.7547246152988
2024-11-04,125.24968529806182
2024-11-05,122.88240110417902
2024-11-06,121.87524297287476
2024-11-07,124.61987618820731
2024-11-08,124.15338035886452
2024-11-11,124.6914151194891
2024-11-12,122.30038344389058
2024-11-13,125.01275502414528
2024-11-14,125.98036648929542
2024-11-15,123.50583879814003
2024-11-18,125.7253741823459
2024-11-19,124.79197651695833
2024-11-20,122.66547095490499
2024-11-21,119.68174217778764
2024-11-22,117.316944339349
2024-11-25,119.16379537079307
2024-11-26,117.16613529321197
2024-11-27,116.85838819739325
2024-11-28,119.38404448802626
2024-11-29,117.03943737390495
2024-12-02,117.43283166286163
2024-12-03,118.95423965238379
2024-12-04,115.02483075100164
2024-12-05,115.82902056985942
2024-12-06,114.42660492273153
2024-12-09,114.55764306670868
2024-12-10,113.64694149209629
2024-12-11,112.61499178839436
2024-12-12,115.55992631554555
2024-12-13,113.70572824590364
2024-12-16,109.24976226898842
2024-12-17,107.30048777812833
2024-12-18,105.94190360090488
2024-12-19,105.09754556120375
2024-12-20,104.95825123204983
2024-12-23,104.41882631535285
2024-12-24,107.37017108795732
2024-12-25,107.59501469915105
2024-12-26,110.80413686100844
2024-12-27,110.28400448031563
2024-12-30,108.8499602708457
2024-12-31,108.73394571601813
2025-01-01,108.28629348742871
2025-01-02,112.41054210966328
2025-01-03,111.51399151860346
2025-01-06,110.81811041536282
2025-01-07,111.32582847093143
2025-01-08,113.91883051331413
2025-01-09,114.96645402252422
2025-01-10,117.61988672832912
2025-01-13,115.91063971043667
2025-01-14,115.23039977405674
2025-01-15,113.1506160876514
2025-01-16,114.02603246376538
