,VYM
2022-07-21,107.04134292959169
2022-07-22,108.39583080659085
2022-07-25,108.175413168935
2022-07-26,107.98506078159957
2022-07-27,107.62442357235626
2022-07-28,107.3806562092893
2022-07-29,109.44947394195061
2022-08-01,109.33335619161319
2022-08-02,109.51500109628813
2022-08-03,109.60005638218901
2022-08-04,108.93156329619109
2022-08-05,107.1143566249052
2022-08-08,108.33523989131506
2022-08-09,108.19402014851207
2022-08-10,108.5871307976694
2022-08-11,110.85028108494375
2022-08-12,111.6434950918962
2022-08-15,112.91716708369437
2022-08-16,113.30198871752903
2022-08-17,113.34835049476769
2022-08-18,112.62067342447747
2022-08-19,112.23699348550178
2022-08-22,110.81268710356677
2022-08-23,110.8082625522807
2022-08-24,110.90583888866314
2022-08-25,109.69130219324525
2022-08-26,109.62254828486596
2022-08-29,109.6253884684273
2022-08-30,108.86028818064513
2022-08-31,111.44054262966363
2022-09-01,113.08300429293779
2022-09-02,111.00337044012993
2022-09-05,111.00485377086117
2022-09-06,109.90054996968195
2022-09-07,108.58090794575928
2022-09-08,108.20538852970954
2022-09-09,109.34405660268183
2022-09-12,109.4470191777678
2022-09-13,109.22141694379613
2022-09-14,108.56242833777263
2022-09-15,106.9776002506645
2022-09-16,106.85220346694089
2022-09-19,107.4238832734596
2022-09-20,108.45117142266616
2022-09-21,109.0767397437325
2022-09-22,109.8376782201105
2022-09-23,110.84904391944102
2022-09-26,112.9738114510375
2022-09-27,113.65364472484964
2022-09-28,112.46699358268621
2022-09-29,113.47290062643009
2022-09-30,113.84465442113658
2022-10-03,113.22865807295533
2022-10-04,111.70297124281777
2022-10-05,113.69921448713418
2022-10-06,114.88644777177855
2022-10-07,113.32754959546773
2022-10-10,113.24579082436435
2022-10-11,112.65325431606372
2022-10-12,111.80864869542293
2022-10-13,113.21941800004984
2022-10-14,113.37736567385778
2022-10-17,113.32748800294672
2022-10-18,113.85649005710312
2022-10-19,114.29063955399256
2022-10-20,114.69989415088577
2022-10-21,113.61601142866962
2022-10-24,114.5443367542485
2022-10-25,114.14624739051571
2022-10-26,115.19800543470042
2022-10-27,116.74017330477268
2022-10-28,116.83084216630921
2022-10-31,115.4197551236346
2022-11-01,117.06326267843659
2022-11-02,117.45543803740179
2022-11-03,118.32627989430999
2022-11-04,119.03485791441852
2022-11-07,117.55487060966401
2022-11-08,119.62919592567947
2022-11-09,119.81753472509257
2022-11-10,119.94956678170168
2022-11-11,120.25071095542516
2022-11-14,119.63265293142926
2022-11-15,118.98634589050062
2022-11-16,121.16180334309317
2022-11-17,120.43474095765436
2022-11-18,121.34495914243814
2022-11-21,121.45895552191132
2022-11-22,122.35403074558788
2022-11-23,121.77273240462097
2022-11-24,120.28010942884806
2022-11-25,120.92175328544745
2022-11-28,119.56884502731484
2022-11-29,120.5708814107145
2022-11-30,118.91074826915586
2022-12-01,119.02623130179613
2022-12-02,118.28796249665527
2022-12-05,118.95911359264485
2022-12-06,118.37925105568058
2022-12-07,117.15380861057791
2022-12-08,116.76170833146564
2022-12-09,118.01050177360702
2022-12-12,118.0076248999022
2022-12-13,120.00244046405075
2022-12-14,124.25005081670281
2022-12-15,127.01445585268965
2022-12-16,127.51917279676887
2022-12-19,126.36905310107689
2022-12-20,126.7564533668249
2022-12-21,127.42731814862127
2022-12-22,125.97905775042908
2022-12-23,127.41144333640729
2022-12-26,126.99688726014939
2022-12-27,129.0073945687987
2022-12-28,129.29400117574002
2022-12-29,129.11923920599696
2022-12-30,127.3852967086231
2023-01-02,127.7424760961674
2023-01-03,129.82885937065092
2023-01-04,129.8132409749109
2023-01-05,130.09043017395229
2023-01-06,129.97350345244925
2023-01-09,128.39754332689273
2023-01-10,127.23045974603437
2023-01-11,127.95714283211221
2023-01-12,129.21938720516343
2023-01-13,126.3305795972325
2023-01-16,125.44536382859339
2023-01-17,125.81440612040333
2023-01-18,125.78849511530166
2023-01-19,125.9799100477067
2023-01-20,126.61784749080071
2023-01-23,127.2882953271465
2023-01-24,127.20438092548862
2023-01-25,126.19196956053334
2023-01-26,126.44824878326624
2023-01-27,126.75095360244161
2023-01-30,127.92060519822654
2023-01-31,127.79257613753079
2023-02-01,126.83556221646255
2023-02-02,127.35550745066621
2023-02-03,125.29893895315551
2023-02-06,125.864708677959
2023-02-07,128.4629794549195
2023-02-08,128.95767434497174
2023-02-09,131.6249481988489
2023-02-10,132.84757244960045
2023-02-13,132.69667403667566
2023-02-14,132.2605762718616
2023-02-15,133.0551071186409
2023-02-16,133.03595980497948
2023-02-17,132.7413279969485
2023-02-20,133.19954399924768
2023-02-21,132.09748729280034
2023-02-22,132.66670249659896
2023-02-23,133.74901388596018
2023-02-24,133.03139248806565
2023-02-27,129.30664173065512
2023-02-28,128.64643035024795
2023-03-01,124.73912524431208
2023-03-02,124.34989432963677
2023-03-03,125.4748041825829
2023-03-06,127.72451384852278
2023-03-07,126.86899901798793
2023-03-08,125.62456094995385
2023-03-09,126.17208242953313
2023-03-10,124.10330299231033
2023-03-13,123.7053583853311
2023-03-14,123.72789272618307
2023-03-15,123.9471535473787
2023-03-16,125.39380476100727
2023-03-17,126.43755906619218
2023-03-20,127.95735567451491
2023-03-21,127.93242845603734
2023-03-22,129.08047115331982
2023-03-23,127.96826504072425
2023-03-24,125.3143016245089
2023-03-27,124.45269260488266
2023-03-28,123.50796999471139
2023-03-29,125.0625657528609
2023-03-30,124.95091330315242
2023-03-31,125.81687869118005
2023-04-03,125.42912442070649
2023-04-04,126.49988983319977
2023-04-05,126.16661650258514
2023-04-06,124.82021742903801
2023-04-07,126.42581272544551
2023-04-10,126.55432991869644
2023-04-11,125.92962318481267
2023-04-12,124.65766158243592
2023-04-13,124.12260221881239
2023-04-14,127.32900764163195
2023-04-17,128.74458356183007
2023-04-18,127.35577906741568
2023-04-19,128.33849693324152
2023-04-20,128.4574662724069
2023-04-21,128.55038414206408
2023-04-24,129.31763121777283
2023-04-25,128.46156193973687
2023-04-26,128.95936327773603
2023-04-27,127.99428123221396
2023-04-28,127.94320106471156
2023-05-01,129.42320805615327
2023-05-02,129.17948006303703
2023-05-03,128.22354954723235
2023-05-04,126.38856911202193
2023-05-05,127.84691034250307
2023-05-08,127.52392709291256
2023-05-09,125.04137289156499
2023-05-10,123.81760757216188
2023-05-11,126.1815854823608
2023-05-12,125.86574793905352
2023-05-15,125.27428034921499
2023-05-16,125.70271591958817
2023-05-17,125.7224647592735
2023-05-18,126.79065336399059
2023-05-19,128.25704724173434
2023-05-22,127.70776799161922
2023-05-23,126.7481593259664
2023-05-24,126.01016536178315
2023-05-25,124.61333009448845
2023-05-26,123.10160212744985
2023-05-29,124.71029565328955
2023-05-30,124.85202638570023
2023-05-31,125.9380568424312
2023-06-01,124.54635012020114
2023-06-02,123.86289139666775
2023-06-05,124.5620503123295
2023-06-06,121.24036667718516
2023-06-07,120.94341704919232
2023-06-08,120.67111743165123
2023-06-09,122.9477752532041
2023-06-12,122.56948535065177
2023-06-13,123.33754609017416
2023-06-14,122.1611121449705
2023-06-15,123.9142598357204
2023-06-16,123.18853405159705
2023-06-19,122.80148419185122
2023-06-20,122.5638687973226
2023-06-21,120.09737215221699
2023-06-22,118.64540624898454
2023-06-23,118.71394698121736
2023-06-26,118.67333853880892
2023-06-27,119.1930174340891
2023-06-28,117.75222417417228
2023-06-29,116.53137206087733
2023-06-30,115.93823102349768
2023-07-03,116.94208639145387
2023-07-04,116.43999930762203
2023-07-05,116.95904137189876
2023-07-06,118.45263374330908
2023-07-07,118.45700156436467
2023-07-10,120.82707000594957
2023-07-11,122.76725362857147
2023-07-12,123.77532027454245
2023-07-13,125.06892518076194
2023-07-14,126.83569582445087
2023-07-17,125.8651724242214
2023-07-18,125.83799327195788
2023-07-19,126.56979149923065
2023-07-20,125.22081515224393
2023-07-21,123.38292558203455
2023-07-24,123.94084206581395
2023-07-25,122.11353684308499
2023-07-26,120.52509725534723
2023-07-27,119.83711786187403
2023-07-28,118.94853984785902
2023-07-31,119.67537710881516
2023-08-01,120.05836196091451
2023-08-02,119.4175467872395
2023-08-03,119.01068771451415
2023-08-04,119.61663749406722
2023-08-07,119.39166529355025
2023-08-08,117.92855942535765
2023-08-09,118.39100592797962
2023-08-10,119.00934537395011
2023-08-11,120.00853868500539
2023-08-14,120.43633109295043
2023-08-15,119.39880427331087
2023-08-16,121.03589573076303
2023-08-17,121.29480426615177
2023-08-18,120.9153882144822
2023-08-21,119.98663889110037
2023-08-22,118.66124357151429
2023-08-23,118.51714387172159
2023-08-24,117.12939859900236
2023-08-25,116.55561431750134
2023-08-28,117.74911466865159
2023-08-29,117.3982460967757
2023-08-30,118.49817262776234
2023-08-31,116.70827942462498
2023-09-01,115.50993086182903
2023-09-04,116.38229654487344
2023-09-05,117.98997213874414
2023-09-06,119.3763791359802
2023-09-07,119.51529114402003
2023-09-08,121.23360475769968
2023-09-11,120.45460854204642
2023-09-12,122.06280636763364
2023-09-13,121.1890150818481
2023-09-14,120.8500317053621
2023-09-15,119.98752285109786
2023-09-18,121.25872617701414
2023-09-19,120.71463867368931
2023-09-20,118.72530409169318
2023-09-21,118.62136017183677
2023-09-22,118.16124014778025
2023-09-25,119.7564632061304
2023-09-26,119.62146018677026
2023-09-27,120.67966342690539
2023-09-28,122.84974709635237
2023-09-29,122.91766379120813
2023-10-02,121.07096361804469
2023-10-03,120.87449502703879
2023-10-04,121.41614717323151
2023-10-05,120.6466601919212
2023-10-06,118.97801398044501
2023-10-09,116.42136960276588
2023-10-10,115.4141508753469
2023-10-11,115.38273487958688
2023-10-12,116.65926531426774
2023-10-13,117.54822416673396
2023-10-16,116.77518121560482
2023-10-17,116.69218983998468
2023-10-18,115.76604440359624
2023-10-19,117.02448840739035
2023-10-20,117.50087706436862
2023-10-23,119.38179392056793
2023-10-24,119.77382432073951
2023-10-25,121.75798278155723
2023-10-26,120.3026874247764
2023-10-27,121.05242348415935
2023-10-30,120.5548654801808
2023-10-31,121.32464766964834
2023-11-01,121.36102390933911
2023-11-02,120.10375337258536
2023-11-03,120.0176395097255
2023-11-06,118.54098172365883
2023-11-07,117.69459474325122
2023-11-08,117.20523347539009
2023-11-09,115.46277543646907
2023-11-10,116.22923836919723
2023-11-13,118.80000564190544
2023-11-14,117.61152953981751
2023-11-15,118.1773214975631
2023-11-16,116.94111186367762
2023-11-17,117.42779400474619
2023-11-20,116.25640488487869
2023-11-21,116.08862247775586
2023-11-22,114.72686221058663
2023-11-23,115.75937357615425
2023-11-24,113.66797420824174
2023-11-27,113.47938380317213
2023-11-28,113.05533293935002
2023-11-29,114.36731210583856
2023-11-30,114.37971018953425
2023-12-01,113.66844972538308
2023-12-04,115.16022482228756
2023-12-05,115.46253500751938
2023-12-06,115.7413287321406
2023-12-07,114.64765293108145
2023-12-08,115.04393576211478
2023-12-11,116.07871314568112
2023-12-12,117.23864463420746
2023-12-13,117.53610367935399
2023-12-14,117.18259365482493
2023-12-15,117.80989230793047
2023-12-18,118.75607026561705
2023-12-19,116.33533545004092
2023-12-20,115.22450171775549
2023-12-21,116.81383548551555
2023-12-22,115.74552886980175
2023-12-25,115.88945588721073
2023-12-26,114.99212917955445
2023-12-27,115.01674042347364
2023-12-28,113.04457976777216
2023-12-29,112.59587496731402
2024-01-01,113.79821351784555
2024-01-02,116.73923231384649
2024-01-03,116.93018863781131
2024-01-04,117.24329900245468
2024-01-05,116.50842641538293
2024-01-08,116.38684332945502
2024-01-09,114.4648518092423
2024-01-10,114.61917057943263
2024-01-11,114.89157771107526
2024-01-12,115.21396816804304
2024-01-15,115.03156116277653
2024-01-16,114.37057527174706
2024-01-17,114.3044857598252
2024-01-18,111.7273739163777
2024-01-19,113.1631033880624
2024-01-22,114.13286213225773
2024-01-23,114.30849564529414
2024-01-24,113.57195798782857
2024-01-25,113.33025289509342
2024-01-26,112.07301590167734
2024-01-29,112.17400650248908
2024-01-30,113.32397329261825
2024-01-31,113.19184599148736
2024-02-01,113.8007218203018
2024-02-02,112.77865569777417
2024-02-05,114.04102489838779
2024-02-06,112.60585695684955
2024-02-07,111.5414586256003
2024-02-08,111.40569540340348
2024-02-09,109.49084324475193
2024-02-12,110.2532487084174
2024-02-13,109.08818206801003
2024-02-14,109.60928595054105
2024-02-15,109.17213534837884
2024-02-16,109.50529837074549
2024-02-19,108.77396927025632
2024-02-20,109.85070229510782
2024-02-21,109.38668656091583
2024-02-22,109.78841601015048
2024-02-23,110.78317907744686
2024-02-26,112.22292472796663
2024-02-27,112.68509317733833
2024-02-28,112.23518487074384
2024-02-29,113.57163100178347
2024-03-01,112.57857799306402
2024-03-04,112.81221863100048
2024-03-05,112.97774118616681
2024-03-06,114.15436248193897
2024-03-07,116.04334644838326
2024-03-08,116.10636493126003
2024-03-11,117.3657088632877
2024-03-12,119.33274129102962
2024-03-13,118.29922595931035
2024-03-14,117.2119086216233
2024-03-15,118.60893445042355
2024-03-18,119.15994418222549
2024-03-19,119.1991775444857
2024-03-20,119.34771202222967
2024-03-21,120.08204096116482
2024-03-22,121.11347804464341
2024-03-25,120.94549685455213
2024-03-26,120.68621012582963
2024-03-27,120.10677641951597
2024-03-28,119.65174154529797
2024-03-29,120.03276302652199
2024-04-01,119.48804567133399
2024-04-02,119.0035804988395
2024-04-03,118.24795480220452
2024-04-04,118.58044223632469
2024-04-05,117.47831680922087
2024-04-08,117.76193403451254
2024-04-09,117.44230731191576
2024-04-10,119.4673826762737
2024-04-11,117.58899671429477
2024-04-12,119.14638049532844
2024-04-15,120.4805314467276
2024-04-16,120.69085324236228
2024-04-17,119.44789164807707
2024-04-18,119.79237846257935
2024-04-19,121.38151090791065
2024-04-22,121.76263788923731
2024-04-23,123.1847107565536
2024-04-24,123.74800599900111
2024-04-25,122.89980313138844
2024-04-26,123.08701482514589
2024-04-29,124.11251074730436
2024-04-30,125.14590486315275
2024-05-01,124.87317709217707
2024-05-02,125.22234236797065
2024-05-03,124.22408249961781
2024-05-06,123.03781354255709
2024-05-07,121.58214458214051
2024-05-08,119.26178701568828
2024-05-09,118.8132917892448
2024-05-10,119.73211756683999
2024-05-13,120.07321126994161
2024-05-14,120.38272288014853
2024-05-15,119.72361247064455
2024-05-16,117.7438756418928
2024-05-17,116.72188315701565
2024-05-20,117.34271291322369
2024-05-21,118.17407058160134
2024-05-22,119.29957626547687
2024-05-23,117.8945337748464
2024-05-24,119.15294056476795
2024-05-27,118.86515835289595
2024-05-28,120.78982761680186
2024-05-29,122.32862759005681
2024-05-30,122.96854049903081
2024-05-31,125.26371317873509
2024-06-03,124.74192730977316
2024-06-04,122.46962551779315
2024-06-05,123.66811197436995
2024-06-06,124.07310417360497
2024-06-07,123.4118117568882
2024-06-10,123.5757984208195
2024-06-11,124.3646767133916
2024-06-12,125.88671059917537
2024-06-13,125.37139884059545
2024-06-14,123.54144791876303
2024-06-17,124.63523016713881
2024-06-18,125.5107379017082
2024-06-19,124.6697844120022
2024-06-20,123.10602993080009
2024-06-21,121.6864133020319
2024-06-24,120.17806519696757
2024-06-25,117.71666255575639
2024-06-26,117.20326300654655
2024-06-27,115.32625918677581
2024-06-28,112.48112810605768
2024-07-01,114.00896766855494
2024-07-02,113.28343624074515
2024-07-03,113.47572998692699
2024-07-04,113.2149716504098
2024-07-05,113.37269562240971
2024-07-08,113.44616670452436
2024-07-09,114.06617151118601
2024-07-10,114.58417038022723
2024-07-11,114.9644457725184
2024-07-12,114.28962077469889
2024-07-15,113.89711500533588
2024-07-16,115.15333028684877
2024-07-17,114.93338555555559
2024-07-18,115.22927176197241
2024-07-19,114.48299345386816
2024-07-22,115.1859224339749
2024-07-23,114.44020623960154
2024-07-24,113.35171065096054
2024-07-25,112.53764648470603
2024-07-26,111.29356794802452
2024-07-29,112.08032974578263
2024-07-30,110.27716764815953
2024-07-31,109.4294046452829
2024-08-01,110.46784200112214
2024-08-02,111.62297853855367
2024-08-05,111.58035854336678
2024-08-06,110.55428531842801
2024-08-07,110.12382055912913
2024-08-08,111.00305175447956
2024-08-09,110.7331708895547
2024-08-12,111.27100956239309
2024-08-13,111.89371107549364
2024-08-14,112.16434391103236
2024-08-15,110.94497262702856
2024-08-16,112.50116285935627
2024-08-19,112.19187293352242
2024-08-20,111.36418353499363
2024-08-21,110.33308291279774
2024-08-22,111.15634505218095
2024-08-23,111.75887212208062
2024-08-26,110.26576805745822
2024-08-27,110.43480795459448
2024-08-28,110.7609539158551
2024-08-29,110.30127023679874
2024-08-30,110.75312172236589
2024-09-02,111.1934960901571
2024-09-03,113.13260529275088
2024-09-04,113.41810011353371
2024-09-05,112.0188561274952
2024-09-06,111.65657996279701
2024-09-09,111.65212084338745
2024-09-10,110.20421303141785
2024-09-11,108.58065590209081
2024-09-12,107.00735343437921
2024-09-13,106.68025376681915
2024-09-16,103.60327372617222
2024-09-17,101.26538866845749
2024-09-18,102.32344183944839
2024-09-19,101.94916088148919
2024-09-20,101.77542609619677
2024-09-23,100.22197935066512
2024-09-24,99.55010186426946
2024-09-25,100.16312830813148
2024-09-26,100.05991076725311
2024-09-27,100.12265896193671
2024-09-30,99.24884331806624
2024-10-01,97.31365205595951
2024-10-02,97.79512510842613
2024-10-03,98.52290722641202
2024-10-04,99.02971793169344
2024-10-07,98.70519060671562
2024-10-08,99.4995795327169
2024-10-09,99.10536732124793
2024-10-10,98.11679369062264
2024-10-11,97.03202000525931
2024-10-14,96.9657255521556
2024-10-15,96.80840484222108
2024-10-16,95.35939526947485
2024-10-17,95.20953788794172
2024-10-18,94.68622802427168
2024-10-21,95.118610458056
2024-10-22,94.54642417094836
2024-10-23,94.10828694925499
2024-10-24,92.32430301703997
2024-10-25,92.78000391789674
2024-10-28,91.77767930869325
2024-10-29,90.49813756982483
2024-10-30,90.90427231525136
2024-10-31,90.83605933850222
2024-11-01,91.48910985120739
2024-11-04,91.51581533943762
2024-11-05,92.21864587057256
2024-11-06,92.25623166424093
2024-11-07,91.27360260546365
2024-11-08,90.57252013460132
2024-11-11,91.54231102568413
2024-11-12,90.9870783729368
2024-11-13,91.34935325949837
2024-11-14,92.83788582676526
2024-11-15,91.96905705289251
2024-11-18,92.01617709701051
2024-11-19,92.41779645416324
2024-11-20,92.98174859848281
2024-11-21,93.41036028274911
2024-11-22,93.73930561512692
2024-11-25,94.94364701477008
2024-11-26,94.72967411229874
2024-11-27,93.09552841294658
2024-11-28,93.06186552906422
2024-11-29,93.43853479044625
2024-12-02,94.09834615663925
2024-12-03,94.53326522580004
2024-12-04,93.94447902179667
2024-12-05,95.76279653376251
2024-12-06,96.18652952875767
2024-12-09,95.04566658394599
2024-12-10,95.58436223215364
2024-12-11,95.16153051393378
2024-12-12,95.2625554941538
2024-12-13,95.02343320464232
2024-12-16,93.6920831765175
2024-12-17,93.7829486758377
2024-12-18,92.63930776999854
2024-12-19,91.00727935303225
2024-12-20,90.37052485332896
2024-12-23,91.29096239205423
2024-12-24,91.12988504552064
2024-12-25,91.59628841577839
2024-12-26,91.72329241722032
2024-12-27,91.87122532581832
2024-12-30,92.53083426817501
2024-12-31,93.33337549634513
2025-01-01,95.13983045837982
2025-01-02,95.36311753233365
2025-01-03,93.5297624384076
2025-01-06,93.01878001474721
2025-01-07,92.56610798130434
2025-01-08,92.82176807974326
2025-01-09,93.26014694469666
2025-01-10,93.12507849243994
2025-01-13,93.9398541317467
2025-01-14,93.62566926738035
2025-01-15,93.12277832391237
2025-01-16,93.51425064737481
