,VIS
2023-02-27,132.49319776071286
2023-02-28,133.23725774420183
2023-03-01,134.08921966536758
2023-03-02,132.3063766409809
2023-03-03,129.7178937635527
2023-03-06,128.98290992718816
2023-03-07,129.76730300717503
2023-03-08,130.34532535535044
2023-03-09,131.22579976445823
2023-03-10,131.35344778624855
2023-03-13,130.08184444962532
2023-03-14,131.84375964049278
2023-03-15,131.79767373276007
2023-03-16,133.66760792994748
2023-03-17,133.41573550595695
2023-03-20,130.63257173914047
2023-03-21,132.5836922940505
2023-03-22,132.03358712890002
2023-03-23,133.23758318142876
2023-03-24,134.3625620153301
2023-03-27,134.8920146443565
2023-03-28,135.59805568943514
2023-03-29,136.1975054539548
2023-03-30,134.27521225845805
2023-03-31,134.73863740243434
2023-04-03,132.5742225909663
2023-04-04,130.42500901071264
2023-04-05,131.30131420244035
2023-04-06,130.42119824427857
2023-04-07,129.9100015645794
2023-04-10,129.79045746853996
2023-04-11,131.39916417488715
2023-04-12,128.6522018875106
2023-04-13,126.64652819613076
2023-04-14,127.58664730560778
2023-04-17,124.92860323059583
2023-04-18,125.04757701438349
2023-04-19,126.409424635434
2023-04-20,123.98125681019756
2023-04-21,125.42325855456909
2023-04-24,123.19660065191198
2023-04-25,121.56179611509998
2023-04-26,121.81874155198894
2023-04-27,121.39387954583853
2023-04-28,122.47507853764668
2023-05-01,122.03688708119698
2023-05-02,121.93970858808014
2023-05-03,121.99864290352495
2023-05-04,119.16416858764929
2023-05-05,117.73916235723054
2023-05-08,118.53799779847883
2023-05-09,116.37048043410505
2023-05-10,115.88624357253501
2023-05-11,116.32848782217526
2023-05-12,117.3579080141816
2023-05-15,116.32129501974498
2023-05-16,116.94480819242365
2023-05-17,117.58726698853216
2023-05-18,116.84267564831768
2023-05-19,115.44163918833972
2023-05-22,115.40511047410034
2023-05-23,114.29821289444774
2023-05-24,116.54592064603193
2023-05-25,115.07102534536484
2023-05-26,115.9399150838858
2023-05-29,114.72352216643584
2023-05-30,113.66112436064807
2023-05-31,115.01854612889053
2023-06-01,113.90129267163411
2023-06-02,114.33245894342767
2023-06-05,112.37633935805566
2023-06-06,113.61478663225743
2023-06-07,114.69522130832263
2023-06-08,116.69489580802247
2023-06-09,117.72651502487976
2023-06-12,117.79266300688795
2023-06-13,118.95677799419198
2023-06-14,120.46223409625773
2023-06-15,120.33164030983039
2023-06-16,122.35242851287221
2023-06-19,122.17877011704883
2023-06-20,122.7143246117082
2023-06-21,127.18282939560251
2023-06-22,127.2894726091212
2023-06-23,127.83151515861752
2023-06-26,127.23117442920793
2023-06-27,127.56754044061312
2023-06-28,125.9241595221224
2023-06-29,128.19145594495663
2023-06-30,127.70848965978982
2023-07-03,127.98359499911187
2023-07-04,129.08655283495344
2023-07-05,129.74386157564592
2023-07-06,128.46413423031444
2023-07-07,126.58297562629166
2023-07-10,127.15876082411359
2023-07-11,127.0990434065826
2023-07-12,129.4465001056126
2023-07-13,129.21616771948982
2023-07-14,130.01765640582624
2023-07-17,130.17077752168058
2023-07-18,130.06570585864227
2023-07-19,133.3249134194751
2023-07-20,135.23011996360665
2023-07-21,136.50183950376987
2023-07-24,135.96179094673184
2023-07-25,134.25385059633004
2023-07-26,134.50430961597647
2023-07-27,132.67514061989561
2023-07-28,131.2309470145265
2023-07-31,131.75415324580484
2023-08-01,133.57648126439378
2023-08-02,133.9803395270545
2023-08-03,132.45647017331822
2023-08-04,132.61069505631178
2023-08-07,130.93281046622508
2023-08-08,133.4625253370919
2023-08-09,131.81605205404597
2023-08-10,131.8680605022593
2023-08-11,130.3144564023578
2023-08-14,130.7881630070023
2023-08-15,130.4340564924216
2023-08-16,132.1108223392625
2023-08-17,130.08054713064806
2023-08-18,130.89077804154076
2023-08-21,132.44421109265255
2023-08-22,133.0167478292074
2023-08-23,135.39632535266736
2023-08-24,135.0481190657678
2023-08-25,136.2374267928267
2023-08-28,136.38298148120862
2023-08-29,137.900466051471
2023-08-30,134.90299058498013
2023-08-31,134.53061908860252
2023-09-01,134.8522078365927
2023-09-04,137.01936613775047
2023-09-05,137.0953188251211
2023-09-06,141.00255984912843
2023-09-07,143.06209293044046
2023-09-08,143.27668094390046
2023-09-11,144.4165647020868
2023-09-12,143.73669612430228
2023-09-13,143.50311216063218
2023-09-14,144.06605946574618
2023-09-15,143.53610641077964
2023-09-18,144.88899495386917
2023-09-19,143.41308938246476
2023-09-20,143.20597870492045
2023-09-21,143.9314082956827
2023-09-22,146.3000021420811
2023-09-25,146.26681219716812
2023-09-26,146.4492236982427
2023-09-27,145.28831679952287
2023-09-28,147.04210210648355
2023-09-29,143.88319850018885
2023-10-02,141.86621084550913
2023-10-03,141.8263755514431
2023-10-04,142.34467004442675
2023-10-05,141.92248250464928
2023-10-06,139.2450504777072
2023-10-09,138.44472078014445
2023-10-10,137.79448508118531
2023-10-11,138.66385077714912
2023-10-12,139.56679982579288
2023-10-13,136.76914838344229
2023-10-16,137.9660563376776
2023-10-17,138.39478006367762
2023-10-18,140.0431133922908
2023-10-19,140.6343852828864
2023-10-20,143.75632930904277
2023-10-23,144.565837996798
2023-10-24,147.46012023096287
2023-10-25,145.83410027821088
2023-10-26,146.519560792395
2023-10-27,146.50744672719387
2023-10-30,148.52861230607476
2023-10-31,147.36023256852903
2023-11-01,149.14127034028974
2023-11-02,151.58951822203142
2023-11-03,151.24268381376623
2023-11-06,151.92924987512134
2023-11-07,150.45249006355692
2023-11-08,148.86200905963844
2023-11-09,150.48682001034732
2023-11-10,150.3550756342205
2023-11-13,148.223259802111
2023-11-14,148.2166422743799
2023-11-15,148.8741875228907
2023-11-16,151.3045810584704
2023-11-17,150.62669622172777
2023-11-20,149.5447880297896
2023-11-21,150.23298129242852
2023-11-22,149.90180348510302
2023-11-23,149.36812016694668
2023-11-24,146.61194502217592
2023-11-27,144.88672652706444
2023-11-28,144.86123523699297
2023-11-29,146.07355933260627
2023-11-30,147.9857283675416
2023-12-01,146.1669614754816
2023-12-04,147.04826348805108
2023-12-05,143.17626165805507
2023-12-06,142.95789271579778
2023-12-07,140.56560214655386
2023-12-08,140.9313323144553
2023-12-11,142.477719533375
2023-12-12,141.63531569503982
2023-12-13,143.6893437241089
2023-12-14,143.21017953565607
2023-12-15,144.10593133993544
2023-12-18,145.5121569015658
2023-12-19,144.2681349137367
2023-12-20,144.84904601206927
2023-12-21,145.84158461841804
2023-12-22,145.82578556746824
2023-12-25,147.95658693522768
2023-12-26,150.03294501137913
2023-12-27,150.28763954847918
2023-12-28,148.90664769543477
2023-12-29,150.48311438180048
2024-01-01,152.01766639672337
2024-01-02,152.18197337271386
2024-01-03,152.29957174528298
2024-01-04,152.18835691974672
2024-01-05,153.42921424994574
2024-01-08,150.6627434760386
2024-01-09,152.9653114455828
2024-01-10,152.7665496354445
2024-01-11,149.71392028644433
2024-01-12,151.03263736443267
2024-01-15,151.50703694301944
2024-01-16,147.89070690361515
2024-01-17,147.19942209135894
2024-01-18,146.30102141059297
2024-01-19,144.4500115751927
2024-01-22,143.55946580700927
2024-01-23,139.00935385744606
2024-01-24,141.42549469667733
2024-01-25,143.22837157649252
2024-01-26,142.0732983742064
2024-01-29,142.2403689129477
2024-01-30,142.04950084678458
2024-01-31,140.45566163866565
2024-02-01,138.13436289767938
2024-02-02,137.77622612622142
2024-02-05,138.22873271861164
2024-02-06,137.84073901625666
2024-02-07,136.19969893837117
2024-02-08,136.14509935989048
2024-02-09,138.8728893168286
2024-02-12,140.7636016564769
2024-02-13,141.08175926834895
2024-02-14,141.73021791637916
2024-02-15,143.07638563027635
2024-02-16,143.7382582210927
2024-02-19,145.33230129130362
2024-02-20,144.5452396220431
2024-02-21,144.67399442112782
2024-02-22,142.88159796304444
2024-02-23,142.22555102030628
2024-02-26,139.56136687797056
2024-02-27,140.83816054619663
2024-02-28,141.0779732323738
2024-02-29,142.51294160343295
2024-03-01,142.54367367899735
2024-03-04,143.77301549832816
2024-03-05,143.3906960978269
2024-03-06,143.8919870775845
2024-03-07,143.85755178429244
2024-03-08,145.15866871539822
2024-03-11,145.01454795198535
2024-03-12,145.35353977816402
2024-03-13,145.47072785544376
2024-03-14,146.29808800055147
2024-03-15,145.0122991334557
2024-03-18,145.62804364521028
2024-03-19,146.72672853890035
2024-03-20,145.4934048594364
2024-03-21,146.1914629638614
2024-03-22,147.38066548897214
2024-03-25,148.58442346037512
2024-03-26,148.22374126953892
2024-03-27,149.561001207148
2024-03-28,148.83875690587877
2024-03-29,149.80335828654458
2024-04-01,153.26257354915188
2024-04-02,153.69382652161124
2024-04-03,151.431762438305
2024-04-04,153.12611176507679
2024-04-05,154.72586268834183
2024-04-08,154.2639467295989
2024-04-09,155.5061910356986
2024-04-10,155.85896349073306
2024-04-11,157.85005617146393
2024-04-12,158.43747667058207
2024-04-15,161.89940784546224
2024-04-16,161.19158476281785
2024-04-17,161.89461511733657
2024-04-18,163.3468539116779
2024-04-19,162.79053382736097
2024-04-22,165.77071049492355
2024-04-23,162.7328456447048
2024-04-24,160.34259943582464
2024-04-25,159.34883333509927
2024-04-26,155.15999344949125
2024-04-29,154.9692063784468
2024-04-30,153.5589920392315
2024-05-01,152.0439494211755
2024-05-02,150.9649687126874
2024-05-03,152.04816413026592
2024-05-06,151.5189381096704
2024-05-07,151.3148895346613
2024-05-08,153.64594728471025
2024-05-09,155.47865942643517
2024-05-10,155.71867631439144
2024-05-13,156.82144252025944
2024-05-14,153.167054664462
2024-05-15,152.60787138382184
2024-05-16,152.70188028299097
2024-05-17,152.2978700152228
2024-05-20,154.32401175255487
2024-05-21,155.5386505897179
2024-05-22,153.9404430544227
2024-05-23,154.22758883856844
2024-05-24,154.74673859578309
2024-05-27,152.07989574053937
2024-05-28,151.21739408979536
2024-05-29,151.4844670018058
2024-05-30,154.08201341843613
2024-05-31,152.73385108176865
2024-06-03,155.26907687636717
2024-06-04,153.16176123034552
2024-06-05,152.43722120633473
2024-06-06,149.67123952539856
2024-06-07,147.58791745149463
2024-06-10,145.0799902678035
2024-06-11,144.92962388569265
2024-06-12,145.80325571229702
2024-06-13,145.98848515083176
2024-06-14,146.12585640752596
2024-06-17,149.62211141264805
2024-06-18,148.25103061168898
2024-06-19,149.55025781989346
2024-06-20,147.23848814218834
2024-06-21,144.6244880475993
2024-06-24,146.94500576182665
2024-06-25,146.28532489602793
2024-06-26,147.87613433072164
2024-06-27,147.55756447724139
2024-06-28,147.32919560924296
2024-07-01,145.32802397744703
2024-07-02,146.83046185403782
2024-07-03,145.90413898719504
2024-07-04,145.47490072632868
2024-07-05,147.9930987102301
2024-07-08,146.56424886491016
2024-07-09,147.32602152666664
2024-07-10,149.52898854131828
2024-07-11,149.68853085313566
2024-07-12,151.90198254683654
2024-07-15,153.19163742668877
2024-07-16,150.09376298830597
2024-07-17,148.58340432782487
2024-07-18,150.17674010580998
2024-07-19,151.49736489140264
2024-07-22,152.45022600663543
2024-07-23,149.0712968292152
2024-07-24,150.05612596847163
2024-07-25,152.23716006664347
2024-07-26,156.168384216166
2024-07-29,156.7846867669626
2024-07-30,154.18212147311777
2024-07-31,155.74189592003432
2024-08-01,156.92931222433828
2024-08-02,158.31176498569513
2024-08-05,159.34036634009848
2024-08-06,160.0690919812131
2024-08-07,158.74390536179672
2024-08-08,159.73914306069886
2024-08-09,163.04045526763818
2024-08-12,162.10950332718616
2024-08-13,158.93535177983767
2024-08-14,157.37540156204844
2024-08-15,156.07158345392972
2024-08-16,157.37596592983954
2024-08-19,158.14080521247604
2024-08-20,160.044463825149
2024-08-21,163.63211467052605
2024-08-22,162.09660766887478
2024-08-23,162.59160647552292
2024-08-26,163.6780043081289
2024-08-27,164.74230953020924
2024-08-28,162.8134955244169
2024-08-29,162.86520869658844
2024-08-30,164.36288738596588
2024-09-02,164.5054969312267
2024-09-03,167.38437141908872
2024-09-04,169.82973513454434
2024-09-05,169.55730277301802
2024-09-06,168.56212854047536
2024-09-09,168.27656617315446
2024-09-10,169.03437394604538
2024-09-11,167.5637007043914
2024-09-12,168.9569387582987
2024-09-13,167.908605566072
2024-09-16,165.93191710792874
2024-09-17,166.0897127846249
2024-09-18,166.99108529643135
2024-09-19,165.5101314917401
2024-09-20,167.22714783627842
2024-09-23,167.2496464387701
2024-09-24,167.5759608564982
2024-09-25,166.94099972674795
2024-09-26,167.0058882481283
2024-09-27,168.28147398007573
2024-09-30,166.34236003420827
2024-10-01,163.26386977710015
2024-10-02,163.03333308109356
2024-10-03,162.86144631942904
2024-10-04,162.6965284872248
2024-10-07,164.3154798563694
2024-10-08,162.61446182079135
2024-10-09,164.10469758197513
2024-10-10,163.24507079091742
2024-10-11,166.64832416972922
2024-10-14,166.89529892343478
2024-10-15,168.19006492298644
2024-10-16,168.9955807325385
2024-10-17,169.1021149005216
2024-10-18,168.79856051777594
2024-10-21,167.87778984653124
2024-10-22,162.80693001804954
2024-10-23,163.22542754214
2024-10-24,162.98260269974324
2024-10-25,159.73580057119779
2024-10-28,157.8714971596374
2024-10-29,160.40311885598882
2024-10-30,159.8265265102564
2024-10-31,158.34532272431366
2024-11-01,159.00029600386404
2024-11-04,159.47475602568133
2024-11-05,158.62139210853113
2024-11-06,157.94906261708414
2024-11-07,159.33044495725878
2024-11-08,159.5929120390381
2024-11-11,161.78739759947115
2024-11-12,163.03907383488857
2024-11-13,163.23303056766161
2024-11-14,162.62380153080437
2024-11-15,161.28012344627857
2024-11-18,160.80422085591124
2024-11-19,161.59184982821515
2024-11-20,162.8946625273628
2024-11-21,160.65942828392954
2024-11-22,162.06899932171643
2024-11-25,160.68543166553505
2024-11-26,160.4829239881452
2024-11-27,159.3487736944701
2024-11-28,158.22043972654265
2024-11-29,159.3623557607363
2024-12-02,157.123681771942
2024-12-03,158.68893932528476
2024-12-04,157.2520138462279
2024-12-05,156.47483019523426
2024-12-06,157.26009653678096
2024-12-09,159.5495205220934
2024-12-10,160.54860535146165
2024-12-11,161.9288725009395
2024-12-12,162.16317610105898
2024-12-13,161.22553369595178
2024-12-16,161.84209277548896
2024-12-17,162.26065639098886
2024-12-18,162.8767716728304
2024-12-19,161.57326038197786
2024-12-20,164.66481178746807
2024-12-23,164.17234593855673
2024-12-24,162.96192110845652
2024-12-25,159.39340009159665
2024-12-26,157.34596382870353
2024-12-27,159.84708542438548
2024-12-30,161.05112119705223
2024-12-31,163.79209626115187
2025-01-01,166.6174409327803
2025-01-02,171.22488438838496
2025-01-03,170.7721759350773
2025-01-06,173.47309028407923
2025-01-07,170.36393457613443
2025-01-08,172.24523517376
2025-01-09,173.00938167388148
2025-01-10,172.4308029066941
2025-01-13,169.54999471665647
2025-01-14,170.37672064934804
2025-01-15,172.34413795187086
2025-01-16,170.64440130454622
2025-01-17,174.26861849014549
