,IAU
2022-08-19,129.7904208860109
2022-08-22,129.91112730359956
2022-08-23,132.2140332097103
2022-08-24,132.64234596861561
2022-08-25,131.97815812613598
2022-08-26,131.79509482601324
2022-08-29,132.4543583326158
2022-08-30,133.06551126103557
2022-08-31,132.5092107144262
2022-09-01,132.474610332925
2022-09-02,132.97656981816692
2022-09-05,130.82586780637163
2022-09-06,131.57771563693825
2022-09-07,130.16396242464435
2022-09-08,130.17664670171487
2022-09-09,130.19562492964465
2022-09-12,130.9154322364472
2022-09-13,133.56590178514983
2022-09-14,133.347786233411
2022-09-15,133.00473392890808
2022-09-16,132.84961719257245
2022-09-19,133.64193071832457
2022-09-20,133.7756613536669
2022-09-21,133.91117105882415
2022-09-22,133.73852828792226
2022-09-23,134.35016838606958
2022-09-26,133.1977949520416
2022-09-27,131.89156538312204
2022-09-28,132.93925502421024
2022-09-29,132.4875176706197
2022-09-30,131.7621809736123
2022-10-03,130.40876928033802
2022-10-04,130.3570960211799
2022-10-05,129.23718286139942
2022-10-06,128.513885779311
2022-10-07,127.19203091462954
2022-10-10,126.72651268204235
2022-10-11,128.2641318981797
2022-10-12,129.6911113287679
2022-10-13,129.25115353054827
2022-10-14,130.91841812498276
2022-10-17,130.06329176628415
2022-10-18,130.4828322099763
2022-10-19,128.93068428975374
2022-10-20,127.22578007229208
2022-10-21,125.90137713442799
2022-10-24,126.64262987554633
2022-10-25,127.3778624559439
2022-10-26,125.72864933391654
2022-10-27,124.67340513755734
2022-10-28,125.91222626591974
2022-10-31,126.43199838560399
2022-11-01,126.60695897243616
2022-11-02,126.66217413570013
2022-11-03,127.79902080125089
2022-11-04,127.99668546697916
2022-11-07,126.88400302022873
2022-11-08,129.40827514781805
2022-11-09,129.16052953695532
2022-11-10,131.29862305649561
2022-11-11,130.1965130538758
2022-11-14,129.62600372098285
2022-11-15,129.64068127045684
2022-11-16,129.92966483936647
2022-11-17,130.40319353634519
2022-11-18,131.38718127789159
2022-11-21,131.85879113781724
2022-11-22,130.47120193516272
2022-11-23,130.64157731838085
2022-11-24,131.53817871929857
2022-11-25,133.2874476744374
2022-11-28,133.03241114896838
2022-11-29,133.65519154389708
2022-11-30,133.84323339628295
2022-12-01,133.13578241357357
2022-12-02,133.14975498774209
2022-12-05,134.24667997297203
2022-12-06,135.84416246865814
2022-12-07,134.90455872406727
2022-12-08,136.14854439478194
2022-12-09,137.64791421605372
2022-12-12,138.62731837990086
2022-12-13,139.84728664840551
2022-12-14,141.21521043066255
2022-12-15,141.86298154745953
2022-12-16,143.51605042794813
2022-12-19,139.9902565946806
2022-12-20,140.33622434683812
2022-12-21,142.28220048237102
2022-12-22,141.61475109758882
2022-12-23,143.20635242575287
2022-12-26,142.32242016039572
2022-12-27,141.77637289868846
2022-12-28,140.3920933723099
2022-12-29,141.53745150856653
2022-12-30,142.1158128639296
2023-01-02,143.38148609894768
2023-01-03,143.88843340544028
2023-01-04,144.53486709720565
2023-01-05,142.99892831853055
2023-01-06,145.4498424209749
2023-01-09,145.69026643818117
2023-01-10,147.41174255371538
2023-01-11,146.64126623606373
2023-01-12,146.4730779733115
2023-01-13,148.5758275131392
2023-01-16,149.296899698443
2023-01-17,148.99198561497298
2023-01-18,148.2646102991467
2023-01-19,149.10312840064103
2023-01-20,150.07317204338096
2023-01-23,149.4490228153904
2023-01-24,149.1441233088068
2023-01-25,150.10789157841873
2023-01-26,149.00373423807423
2023-01-27,145.29002620124783
2023-01-30,144.04156695451516
2023-01-31,144.99840843123908
2023-02-01,143.65929994748467
2023-02-02,141.81380238239416
2023-02-03,141.9718950159426
2023-02-06,140.07650607439578
2023-02-07,140.99866309641195
2023-02-08,141.03342513488485
2023-02-09,140.31895038655068
2023-02-10,140.86781806481906
2023-02-13,139.5883465493904
2023-02-14,139.5076250124891
2023-02-15,138.02445612160233
2023-02-16,137.52542095728992
2023-02-17,137.93356433836826
2023-02-20,138.50450246196155
2023-02-21,138.59591906069264
2023-02-22,138.36994968173
2023-02-23,138.26537242137934
2023-02-24,137.79894557100494
2023-02-27,137.92467556198025
2023-02-28,137.46857101972654
2023-03-01,137.71262611801387
2023-03-02,136.92714645421685
2023-03-03,136.69454023196042
2023-03-06,137.86036525362505
2023-03-07,138.5804635535832
2023-03-08,138.2062758844247
2023-03-09,138.09480378405044
2023-03-10,138.91458860515235
2023-03-13,138.025229632322
2023-03-14,137.46124985654845
2023-03-15,138.22239320077642
2023-03-16,138.12118839257624
2023-03-17,138.2935622538722
2023-03-20,137.57525931930832
2023-03-21,136.59577806793038
2023-03-22,136.3500108648608
2023-03-23,134.75703308101677
2023-03-24,137.17589885352396
2023-03-27,139.53418516397218
2023-03-28,141.74689990557502
2023-03-29,140.9881352220861
2023-03-30,140.20197855150508
2023-03-31,139.3571071185873
2023-04-03,138.361445766821
2023-04-04,138.58043065378288
2023-04-05,137.19833344519083
2023-04-06,137.44799624507564
2023-04-07,138.169567924191
2023-04-10,139.10637307291086
2023-04-11,139.66624874360755
2023-04-12,140.1703355379064
2023-04-13,140.91348934749035
2023-04-14,137.05266072212666
2023-04-17,136.25017682894125
2023-04-18,135.7492615210784
2023-04-19,137.52555451312617
2023-04-20,136.65356482391272
2023-04-21,137.88131064881438
2023-04-24,138.20684608451202
2023-04-25,139.3127449608276
2023-04-26,138.58958049540806
2023-04-27,139.45895894075727
2023-04-28,139.86012646636902
2023-05-01,139.05044691267742
2023-05-02,138.88972166894098
2023-05-03,138.61928836595902
2023-05-04,138.60691156885764
2023-05-05,139.72726201399354
2023-05-08,140.88190068357838
2023-05-09,141.40423897569326
2023-05-10,142.6309386687442
2023-05-11,142.2176215457719
2023-05-12,142.31415268307973
2023-05-15,143.70397300805757
2023-05-16,143.83396205208564
2023-05-17,142.67038929279826
2023-05-18,140.507036782661
2023-05-19,139.76455708099436
2023-05-22,138.1521691921266
2023-05-23,138.9851300913421
2023-05-24,139.40015245313734
2023-05-25,138.85835270336432
2023-05-26,138.76328503238594
2023-05-29,140.2085136865989
2023-05-30,139.9377203591046
2023-05-31,140.62520730627645
2023-06-01,139.1266087317119
2023-06-02,139.83344969246247
2023-06-05,140.86081621263062
2023-06-06,139.90325967864527
2023-06-07,140.18084576084038
2023-06-08,141.06001446447686
2023-06-09,141.0094472574587
2023-06-12,141.72869209807664
2023-06-13,140.16058851608332
2023-06-14,138.3441029290475
2023-06-15,138.1985816821163
2023-06-16,137.2481461478519
2023-06-19,134.62363542743805
2023-06-20,134.02955580640042
2023-06-21,135.12125623929344
2023-06-22,136.67883273609914
2023-06-23,138.19583384894963
2023-06-26,136.9571322429439
2023-06-27,136.5469323053859
2023-06-28,137.71539526723683
2023-06-29,137.9835732974819
2023-06-30,138.82108460508215
2023-07-03,139.85991829638414
2023-07-04,139.5081648990874
2023-07-05,138.45661424859284
2023-07-06,138.20010553758536
2023-07-07,136.838724727413
2023-07-10,137.73369309296692
2023-07-11,137.59885463682687
2023-07-12,136.72491358767658
2023-07-13,134.80858365139946
2023-07-14,134.96262651239354
2023-07-17,135.32479035538844
2023-07-18,136.728700705235
2023-07-19,135.4068209499057
2023-07-20,136.0949153519182
2023-07-21,137.68053265079465
2023-07-24,137.71585116857887
2023-07-25,138.39662926176578
2023-07-26,138.4076563336651
2023-07-27,136.66635417179617
2023-07-28,137.82402609092588
2023-07-31,137.93018303457995
2023-08-01,139.0577820057046
2023-08-02,137.08073180735184
2023-08-03,136.29382351945893
2023-08-04,138.67059562219316
2023-08-07,137.35640410149693
2023-08-08,137.9369340977764
2023-08-09,137.70487455157289
2023-08-10,137.9714279199729
2023-08-11,138.57386562476074
2023-08-14,141.27031520720118
2023-08-15,140.94232933007953
2023-08-16,139.50135609885032
2023-08-17,138.0455214950619
2023-08-18,137.7973390794
2023-08-21,137.6130865705665
2023-08-22,137.15393868565613
2023-08-23,136.3658999480739
2023-08-24,136.79526702468394
2023-08-25,136.20552118124843
2023-08-28,135.87608013549556
2023-08-29,136.5309006554687
2023-08-30,135.16855600427482
2023-08-31,134.3580375325987
2023-09-01,134.53679301171468
2023-09-04,134.42594582514639
2023-09-05,132.15864971467434
2023-09-06,132.2332253433604
2023-09-07,132.98115458581674
2023-09-08,132.51880080221682
2023-09-11,130.8513149969536
2023-09-12,131.40543590802864
2023-09-13,132.27849168060243
2023-09-14,132.99290679285724
2023-09-15,130.7218182534085
2023-09-18,128.35536102169561
2023-09-19,127.95197012404968
2023-09-20,128.03598540566122
2023-09-21,127.62429976245464
2023-09-22,125.32009750317756
2023-09-25,126.10736760562598
2023-09-26,126.8989877157103
2023-09-27,125.86808424488336
2023-09-28,124.63710987797812
2023-09-29,124.71387059244657
2023-10-02,124.29989059431689
2023-10-03,126.26674748565341
2023-10-04,125.36012515748492
2023-10-05,124.26630881299177
2023-10-06,123.23127043257904
2023-10-09,124.32366188824054
2023-10-10,124.85850820824014
2023-10-11,124.72248390785978
2023-10-12,123.70697644422717
2023-10-13,124.38889940586351
2023-10-16,125.1950169339629
2023-10-17,124.60029679298408
2023-10-18,123.7146026037439
2023-10-19,121.39995154912553
2023-10-20,122.56634866480391
2023-10-23,122.60389262769591
2023-10-24,122.93206186030818
2023-10-25,122.79374771364988
2023-10-26,123.68445472561464
2023-10-27,122.42221627072513
2023-10-30,123.87833696484596
2023-10-31,124.71488236257152
2023-11-01,125.28859192607797
2023-11-02,125.93709343005861
2023-11-03,127.23657322446836
2023-11-06,127.55240781164596
2023-11-07,128.11330624753793
2023-11-08,128.19971186255827
2023-11-09,129.9336315995565
2023-11-10,129.6579552560896
2023-11-13,129.80451509552998
2023-11-14,128.99267328466075
2023-11-15,128.4167914643315
2023-11-16,129.43849100501518
2023-11-17,130.29321880972947
2023-11-20,132.08335579855975
2023-11-21,132.23654095041815
2023-11-22,133.72778295662394
2023-11-23,132.9010702960925
2023-11-24,132.67439447747805
2023-11-27,132.56250323861886
2023-11-28,131.92808247780587
2023-11-29,130.3906200587005
2023-11-30,130.3729536807355
2023-12-01,129.8334667337786
2023-12-04,130.18120506854999
2023-12-05,129.679385761452
2023-12-06,128.16886975849613
2023-12-07,128.69463510565762
2023-12-08,127.08164100610138
2023-12-11,127.7912076795045
2023-12-12,128.74706465821
2023-12-13,128.60422753494157
2023-12-14,128.9846513761252
2023-12-15,129.1913871803041
2023-12-18,129.68825387130588
2023-12-19,130.09068747999083
2023-12-20,129.49302254674132
2023-12-21,129.82944869812394
2023-12-22,128.64050795554982
2023-12-25,128.27042007033526
2023-12-26,129.2106178570719
2023-12-27,131.7906440716394
2023-12-28,130.95932902052905
2023-12-29,130.16600845958638
2024-01-01,128.82954813623627
2024-01-02,129.3264158584966
2024-01-03,128.75706612922602
2024-01-04,130.11068078932928
2024-01-05,128.9678531404004
2024-01-08,126.97692850643143
2024-01-09,126.62027993998477
2024-01-10,127.09633137903805
2024-01-11,127.40637704962022
2024-01-12,126.22035158675973
2024-01-15,124.44964686418538
2024-01-16,124.20578611652408
2024-01-17,123.4120788602343
2024-01-18,123.128825475524
2024-01-19,121.61974989707115
2024-01-22,120.93838880833371
2024-01-23,121.36334776923306
2024-01-24,119.92853625148187
2024-01-25,120.23862699496972
2024-01-26,119.88660184417685
2024-01-29,119.71208590388376
2024-01-30,118.73350714937334
2024-01-31,119.25122738524139
2024-02-01,118.47852511433746
2024-02-02,118.06344786337138
2024-02-05,120.1336177115918
2024-02-06,118.82185327434316
2024-02-07,117.87167231629208
2024-02-08,119.42693173970393
2024-02-09,117.63960581492012
2024-02-12,115.63143461440069
2024-02-13,116.21647895852314
2024-02-14,115.23632082847963
2024-02-15,113.7620305169516
2024-02-16,114.56929384794879
2024-02-19,115.62235448564809
2024-02-20,114.98481831100773
2024-02-21,115.00223864787691
2024-02-22,114.54850243040357
2024-02-23,114.24579055411965
2024-02-26,113.88845106740011
2024-02-27,115.6546864366426
2024-02-28,117.16712871361243
2024-02-29,116.45805145999539
2024-03-01,117.6398704717607
2024-03-04,117.75529532249203
2024-03-05,118.9416912031291
2024-03-06,117.71768742609079
2024-03-07,116.06257979567954
2024-03-08,114.58257450004564
2024-03-11,113.83097657998971
2024-03-12,114.59745196815929
2024-03-13,114.2287655972938
2024-03-14,113.74242146354376
2024-03-15,112.25587040434823
2024-03-18,111.90016031514823
2024-03-19,114.16640342440954
2024-03-20,112.59946098817973
2024-03-21,110.60631745311565
2024-03-22,109.94316804580966
2024-03-25,108.95026926616174
2024-03-26,108.91365812604899
2024-03-27,108.03459271851051
2024-03-28,106.51865515606751
2024-03-29,106.46858503497853
2024-04-01,106.33597037280917
2024-04-02,106.26795239293843
2024-04-03,106.90992146325355
2024-04-04,106.66990507984404
2024-04-05,106.62999020079758
2024-04-08,107.33162627801882
2024-04-09,107.95981168045878
2024-04-10,107.29520268594426
2024-04-11,107.0515178455627
2024-04-12,106.79162417719014
2024-04-15,106.38487854752267
2024-04-16,106.99872294902475
2024-04-17,106.8166470194742
2024-04-18,105.96149024308508
2024-04-19,105.58786513664973
2024-04-22,104.99893042458058
2024-04-23,105.51711459394586
2024-04-24,104.15503799936063
2024-04-25,104.08118929890892
2024-04-26,104.50648565800316
2024-04-29,104.70683755275128
2024-04-30,104.21261545630543
2024-05-01,105.03957218868068
2024-05-02,105.53388287220467
2024-05-03,106.3343615290774
2024-05-06,106.17441355659174
2024-05-07,107.27250231824101
2024-05-08,106.83251030846826
2024-05-09,108.20198273490658
2024-05-10,108.35341800918454
2024-05-13,109.79467305793551
2024-05-14,110.85981282795514
2024-05-15,110.73410697552684
2024-05-16,108.96843462144888
2024-05-17,108.44145324670838
2024-05-20,107.99694606202506
2024-05-21,106.55741614390178
2024-05-22,106.47182961188106
2024-05-23,106.59543503579481
2024-05-24,108.40170232974565
2024-05-27,108.12996743362659
2024-05-28,108.14166164342065
2024-05-29,106.67363307755642
2024-05-30,107.2625846694132
2024-05-31,107.51615062454007
2024-06-03,106.86196139071936
2024-06-04,106.57265107138785
2024-06-05,106.95526883231301
2024-06-06,106.65496854532337
2024-06-07,106.39873688683983
2024-06-10,106.4689692384787
2024-06-11,105.38179831609105
2024-06-12,105.17446404487545
2024-06-13,102.76685420268072
2024-06-14,101.7439299766119
2024-06-17,102.69180350278391
2024-06-18,102.78386637385883
2024-06-19,102.30912235594023
2024-06-20,103.21364914085707
2024-06-21,104.42678354569648
2024-06-24,105.2229689454234
2024-06-25,106.15895574277778
2024-06-26,107.79550803558764
2024-06-27,109.58957196770231
2024-06-28,110.1061669368384
2024-07-01,110.8532930610231
2024-07-02,110.71511669928648
2024-07-03,111.69034588729545
2024-07-04,111.46375061108125
2024-07-05,112.47830135271803
2024-07-08,112.0460817660357
2024-07-09,113.0756137969223
2024-07-10,112.98500267218165
2024-07-11,113.41652364675849
2024-07-12,113.16817466587223
2024-07-15,113.04614634766249
2024-07-16,114.17388689955715
2024-07-17,116.35102958482524
2024-07-18,117.58875127520754
2024-07-19,117.43308735818209
2024-07-22,116.79569511600609
2024-07-23,117.08749501948658
2024-07-24,116.4300918369435
2024-07-25,116.43635409413804
2024-07-26,115.19395562812231
2024-07-29,115.08353096614027
2024-07-30,116.58025175475144
2024-07-31,117.05415913966326
2024-08-01,118.1535473938246
2024-08-02,118.88357496831044
2024-08-05,119.48758829184905
2024-08-06,119.7711203570502
2024-08-07,121.43943852435248
2024-08-08,120.31205808407472
2024-08-09,121.29685390203346
2024-08-12,120.60056300336836
2024-08-13,120.83821471889826
2024-08-14,119.00470013138755
2024-08-15,118.9953094628617
2024-08-16,120.21334662768264
2024-08-19,120.2267528435468
2024-08-20,119.38006613778181
2024-08-21,118.93845880082057
2024-08-22,118.77170291612526
2024-08-23,118.47998740435361
2024-08-26,119.2417123805819
2024-08-27,119.48914887351685
2024-08-28,119.97093294261411
2024-08-29,120.83269293307437
2024-08-30,120.98561338171481
2024-09-02,118.44527220271517
2024-09-03,119.31660649720175
2024-09-04,119.98233499399424
2024-09-05,119.83858331523545
2024-09-06,120.47525865681628
2024-09-09,120.53414357720156
2024-09-10,119.83073744540349
2024-09-11,120.08594980291862
2024-09-12,120.51308007391984
2024-09-13,121.29300490098241
2024-09-16,122.93057159514544
2024-09-17,123.18166526741547
2024-09-18,124.64761296586269
2024-09-19,123.97385350213332
2024-09-20,124.09079920239023
2024-09-23,123.51316519100521
2024-09-24,124.03944596460654
2024-09-25,124.16994050517008
2024-09-26,126.67513536085222
2024-09-27,126.24382372183325
2024-09-30,127.06295068055395
2024-10-01,128.4047570602395
2024-10-02,129.3438048866799
2024-10-03,129.95247616062372
2024-10-04,130.5691341483944
2024-10-07,130.57443191043393
2024-10-08,130.18403003192742
2024-10-09,130.99900837911719
2024-10-10,131.39746271605011
2024-10-11,131.99246716069882
2024-10-14,130.27554619254747
2024-10-15,129.54993204959408
2024-10-16,127.98333968994248
2024-10-17,129.04793279216403
2024-10-18,128.91753967168748
2024-10-21,128.93439575500457
2024-10-22,130.23778971804143
2024-10-23,129.3993825624801
2024-10-24,130.650150207018
2024-10-25,131.4303910918476
2024-10-28,132.22241872354147
2024-10-29,131.38151488882335
2024-10-30,131.57580931784648
2024-10-31,132.2225843742507
2024-11-01,133.98416412303393
2024-11-04,134.4730257847907
2024-11-05,135.36628074902566
2024-11-06,135.7372539049481
2024-11-07,136.92595321849612
2024-11-08,136.67471794872844
2024-11-11,136.69357396757914
2024-11-12,136.99024974576
2024-11-13,135.91743927379255
2024-11-14,134.58439500977502
2024-11-15,136.13056733136887
2024-11-18,134.52731195479458
2024-11-19,133.67203048970794
2024-11-20,133.57546824186898
2024-11-21,135.669210875712
2024-11-22,137.14413953128783
2024-11-25,137.62933800529976
2024-11-26,136.9881880318616
2024-11-27,139.43199668809848
2024-11-28,140.13506705754492
2024-11-29,141.2952206162116
2024-12-02,142.31941297097353
2024-12-03,140.67212582078562
2024-12-04,142.11092586029324
2024-12-05,142.79038822675975
2024-12-06,143.26274353455142
2024-12-09,141.32514193522815
2024-12-10,139.52924099278826
2024-12-11,138.70311411603868
2024-12-12,136.96622862747893
2024-12-13,137.40286167654372
2024-12-16,138.1472201847346
2024-12-17,138.10071581557503
2024-12-18,139.90611288452013
2024-12-19,139.725934821848
2024-12-20,138.86693801580986
2024-12-23,140.8687375220521
2024-12-24,141.4658787749222
2024-12-25,140.7835474355204
2024-12-26,140.6519568465634
2024-12-27,143.744154611871
2024-12-30,144.75478597360544
2024-12-31,143.74441486954217
2025-01-01,142.3898468271006
2025-01-02,145.0423362019704
2025-01-03,144.46185296700997
2025-01-06,146.53901369679227
2025-01-07,145.93710608568787
2025-01-08,145.61216413763225
2025-01-09,146.91532895178392
2025-01-10,145.01871239053705
2025-01-13,143.03897795520223
2025-01-14,141.74963706314705
2025-01-15,142.79331501916803
2025-01-16,144.20371645145315
2025-01-17,145.2188567104473
