,MUB
2022-12-30,102.1683767932343
2023-01-02,102.37146727869985
2023-01-03,102.62994230662711
2023-01-04,102.68176199896585
2023-01-05,102.87836852065763
2023-01-06,102.56767527696273
2023-01-09,102.84231826685067
2023-01-10,102.96906776394744
2023-01-11,103.28225704956795
2023-01-12,103.25900754932233
2023-01-13,103.19739753024739
2023-01-16,102.64259996903888
2023-01-17,102.28318943427566
2023-01-18,101.89511849859143
2023-01-19,102.07260716536047
2023-01-20,102.45799884676782
2023-01-23,102.07901407383623
2023-01-24,102.29581226697945
2023-01-25,102.20353990020759
2023-01-26,102.01813518800218
2023-01-27,101.88229272725454
2023-01-30,101.72525932342342
2023-01-31,101.76929208615533
2023-02-01,101.8858227426215
2023-02-02,101.76674721609531
2023-02-03,101.9038512726284
2023-02-06,102.16321678454683
2023-02-07,102.70233932156647
2023-02-08,102.40062895376987
2023-02-09,102.37299754199398
2023-02-10,102.36799400837155
2023-02-13,102.49901909869286
2023-02-14,102.29268533998437
2023-02-15,102.14149942834263
2023-02-16,102.69841965303424
2023-02-17,103.23910551350146
2023-02-20,103.0087883917884
2023-02-21,103.24800288499536
2023-02-22,103.34735327932371
2023-02-23,103.23921120686951
2023-02-24,102.5405867788496
2023-02-27,103.00325950875862
2023-02-28,103.16114485924466
2023-03-01,102.95086968688709
2023-03-02,103.16425647794958
2023-03-03,103.04209442500994
2023-03-06,102.82313506232816
2023-03-07,102.55258660965951
2023-03-08,102.99954731844447
2023-03-09,103.48569068378801
2023-03-10,103.6364576812159
2023-03-13,103.65620778266644
2023-03-14,103.88901328834052
2023-03-15,104.35277456729189
2023-03-16,104.51861101560213
2023-03-17,103.98854945950215
2023-03-20,103.9686762953427
2023-03-21,103.92859032515518
2023-03-22,103.8771275540498
2023-03-23,103.56772474779183
2023-03-24,103.33018265948594
2023-03-27,103.3074235158168
2023-03-28,103.08382910468974
2023-03-29,103.48575968284013
2023-03-30,103.8578061571052
2023-03-31,104.01567645995851
2023-04-03,104.14333593525109
2023-04-04,104.12913626297664
2023-04-05,104.2268650585835
2023-04-06,104.53835426393911
2023-04-07,104.85811226575952
2023-04-10,104.83277216829552
2023-04-11,104.6518158744997
2023-04-12,104.4071035342141
2023-04-13,104.80537399406364
2023-04-14,104.8973853982381
2023-04-17,104.46374170961077
2023-04-18,104.56504620468641
2023-04-19,105.5501367866774
2023-04-20,105.0202113381691
2023-04-21,105.26235329275362
2023-04-24,105.04460982385528
2023-04-25,105.56891343736919
2023-04-26,105.86114449057027
2023-04-27,106.00588630302295
2023-04-28,106.571155810655
2023-05-01,106.71185712517979
2023-05-02,106.19417569239349
2023-05-03,106.30075360233464
2023-05-04,105.5902346857614
2023-05-05,105.67869055934598
2023-05-08,105.57424212391011
2023-05-09,105.81570862925993
2023-05-10,105.68189694335533
2023-05-11,105.83468464586807
2023-05-12,105.4772316184899
2023-05-15,105.41704256968731
2023-05-16,105.53822126040411
2023-05-17,105.84155322420644
2023-05-18,106.12811712660324
2023-05-19,106.19286922647264
2023-05-22,106.74153717670904
2023-05-23,106.46011920713525
2023-05-24,106.01723710938214
2023-05-25,105.96956438286699
2023-05-26,106.02090363560639
2023-05-29,105.70120895936115
2023-05-30,105.47419813393776
2023-05-31,105.47258464093454
2023-06-01,105.0756236003117
2023-06-02,105.37764475310259
2023-06-05,105.33196931480808
2023-06-06,105.7556024277643
2023-06-07,105.56029938437577
2023-06-08,105.57209022720484
2023-06-09,105.82692540062683
2023-06-12,105.36167125568558
2023-06-13,104.85741751664384
2023-06-14,105.2912921072927
2023-06-15,105.3499758081764
2023-06-16,105.32132934812917
2023-06-19,105.55784575041278
2023-06-20,105.19890599325423
2023-06-21,104.62082907290406
2023-06-22,104.63513357688218
2023-06-23,104.37485101640902
2023-06-26,104.15631777008834
2023-06-27,104.4292219789524
2023-06-28,104.54891670108744
2023-06-29,104.44020333252311
2023-06-30,104.72185966663959
2023-07-03,105.24700654394525
2023-07-04,104.9743498240829
2023-07-05,104.53560242770546
2023-07-06,103.93247839309652
2023-07-07,103.92880669412324
2023-07-10,104.00886675689065
2023-07-11,103.86341108828938
2023-07-12,103.717636706344
2023-07-13,103.79563104817444
2023-07-14,104.0587385199704
2023-07-17,104.50048549413063
2023-07-18,103.85220749347623
2023-07-19,103.24978462988935
2023-07-20,102.88210379633709
2023-07-21,102.47217565473814
2023-07-24,102.81873925918083
2023-07-25,102.64595060732191
2023-07-26,102.78968353056412
2023-07-27,102.70637651897667
2023-07-28,103.12077854217256
2023-07-31,103.72822910808624
2023-08-01,104.06273392249786
2023-08-02,104.04069452076155
2023-08-03,103.5890100901641
2023-08-04,103.41927940639533
2023-08-07,103.30985453397479
2023-08-08,102.90573031626735
2023-08-09,102.78337146556706
2023-08-10,102.5023883080292
2023-08-11,102.89276009049205
2023-08-14,103.22053968450902
2023-08-15,103.41472979227424
2023-08-16,103.83743241886813
2023-08-17,104.09696660515517
2023-08-18,104.48258598578522
2023-08-21,104.03103758160113
2023-08-22,104.01350158274623
2023-08-23,104.05427152904971
2023-08-24,103.80201279405992
2023-08-25,103.8436813649096
2023-08-28,103.79999364848396
2023-08-29,103.79427897044818
2023-08-30,104.33587420500466
2023-08-31,104.38632001603901
2023-09-01,104.15793565918028
2023-09-04,104.29448126834248
2023-09-05,104.74020226326253
2023-09-06,104.85618843617715
2023-09-07,105.03325365376237
2023-09-08,105.7849178244839
2023-09-11,105.93443944436814
2023-09-12,105.1780116307615
2023-09-13,105.05470822450273
2023-09-14,105.57945892279474
2023-09-15,105.7903897503449
2023-09-18,105.67444076400162
2023-09-19,105.78412104127166
2023-09-20,105.40918583014951
2023-09-21,105.45434689003204
2023-09-22,105.07724325754914
2023-09-25,104.95969608013907
2023-09-26,104.87600571135896
2023-09-27,104.44589419057651
2023-09-28,104.65251655381242
2023-09-29,104.43232502336497
2023-10-02,104.19511946950921
2023-10-03,104.02702763087417
2023-10-04,104.24856240499554
2023-10-05,104.04099834654741
2023-10-06,104.16718076887186
2023-10-09,104.05805644365671
2023-10-10,104.12851834205223
2023-10-11,104.24587263080018
2023-10-12,104.0431185264826
2023-10-13,104.31525332273846
2023-10-16,104.42826527715545
2023-10-17,104.46388359702661
2023-10-18,104.4772208719691
2023-10-19,104.5718510541571
2023-10-20,104.97790726764924
2023-10-23,105.13767006642682
2023-10-24,105.2845395833417
2023-10-25,106.22835386076093
2023-10-26,106.14470924887823
2023-10-27,107.14503737703738
2023-10-30,107.13013280258193
2023-10-31,107.52972467993207
2023-11-01,107.37343794022102
2023-11-02,106.94191985449785
2023-11-03,106.78772681720136
2023-11-06,106.79949559684742
2023-11-07,106.74030770812541
2023-11-08,106.07866462810813
2023-11-09,105.50252061079513
2023-11-10,105.90780649017735
2023-11-13,105.40998241063437
2023-11-14,105.41382561002028
2023-11-15,104.94140155101297
2023-11-16,104.44784773828866
2023-11-17,104.10849516712386
2023-11-20,103.94780548149392
2023-11-21,103.70429499360066
2023-11-22,103.89797625239439
2023-11-23,103.67535866001442
2023-11-24,103.40477179789389
2023-11-27,103.6383253386277
2023-11-28,104.50092607249633
2023-11-29,104.70953668338305
2023-11-30,104.56211875789924
2023-12-01,104.57104079923087
2023-12-04,104.40679544663598
2023-12-05,104.43343565456276
2023-12-06,104.44537656244108
2023-12-07,104.88102828636399
2023-12-08,104.81013900921359
2023-12-11,104.88486127273337
2023-12-12,104.57665888269563
2023-12-13,104.11123356679175
2023-12-14,104.2628923169325
2023-12-15,103.9770181516342
2023-12-18,104.15282100174662
2023-12-19,104.19333017008923
2023-12-20,104.13744588368903
2023-12-21,104.6493023864798
2023-12-22,104.93407239147754
2023-12-25,105.12480568974442
2023-12-26,104.92664242982521
2023-12-27,105.1595436957279
2023-12-28,105.6003665976646
2023-12-29,106.01026504916766
2024-01-01,105.48564858149749
2024-01-02,105.6078623340958
2024-01-03,106.19300353997106
2024-01-04,106.34147374367954
2024-01-05,106.37156418639711
2024-01-08,106.07309713836237
2024-01-09,105.51837043121867
2024-01-10,105.08353111545405
2024-01-11,105.33555478970516
2024-01-12,105.20030641289615
2024-01-15,105.03173351093969
2024-01-16,105.09909162958262
2024-01-17,105.21464822691912
2024-01-18,104.87447391849913
2024-01-19,105.20095479529468
2024-01-22,104.98020615737384
2024-01-23,105.20296333515427
2024-01-24,105.42590329775659
2024-01-25,105.86548592785456
2024-01-26,106.07973256991818
2024-01-29,106.26544915880464
2024-01-30,106.49473427228577
2024-01-31,106.82055631901419
2024-02-01,107.33641527072008
2024-02-02,108.05229872978899
2024-02-05,108.17188258592758
2024-02-06,107.75147824894813
2024-02-07,107.8124609032135
2024-02-08,108.75232314292424
2024-02-09,108.49758230209537
2024-02-12,108.5352445156282
2024-02-13,108.87810393830128
2024-02-14,109.17433212216092
2024-02-15,109.16015168073474
2024-02-16,109.05339305555306
2024-02-19,109.38850869342083
2024-02-20,109.76309393158323
2024-02-21,109.78369337927758
2024-02-22,109.70669541613259
2024-02-23,109.75228536665355
2024-02-26,109.37539782553539
2024-02-27,109.6304028740543
2024-02-28,109.51038836692018
2024-02-29,110.01839157895866
2024-03-01,110.74641951652518
2024-03-04,110.93398477328604
2024-03-05,111.38167228553006
2024-03-06,111.47451440616807
2024-03-07,111.28684883505913
2024-03-08,111.9326140056016
2024-03-11,111.80052311247024
2024-03-12,111.77914671439193
2024-03-13,111.73617320759679
2024-03-14,111.85256647438155
2024-03-15,112.244144585203
2024-03-18,111.62584745536125
2024-03-19,111.8927687415758
2024-03-20,112.04683998221316
2024-03-21,111.6696288342386
2024-03-22,111.57339986012819
2024-03-25,111.7742343445923
2024-03-26,112.34377451569195
2024-03-27,112.28344736949691
2024-03-28,113.06997969386879
2024-03-29,113.32378337447315
2024-04-01,113.48186198728753
2024-04-02,113.42927827236365
2024-04-03,113.92072648972902
2024-04-04,113.80978702146135
2024-04-05,114.0966998961161
2024-04-08,113.87570107743564
2024-04-09,114.06030873855903
2024-04-10,113.791217971545
2024-04-11,113.65736855434135
2024-04-12,113.45735897009345
2024-04-15,113.66605596899437
2024-04-16,113.32212247564838
2024-04-17,113.60845839283664
2024-04-18,113.88282994831565
2024-04-19,114.04340040383228
2024-04-22,114.00483236253277
2024-04-23,114.05887421889729
2024-04-24,114.37299957804659
2024-04-25,114.55579441789949
2024-04-26,114.16830404995304
2024-04-29,114.15409356890882
2024-04-30,114.20392549224982
2024-05-01,114.21614698367146
2024-05-02,114.68559439970194
2024-05-03,114.38589633373508
2024-05-06,114.71677972835492
2024-05-07,114.58175903595118
2024-05-08,114.26720312994657
2024-05-09,114.5487652591896
2024-05-10,114.74566763959328
2024-05-13,114.74402999677957
2024-05-14,114.703399605081
2024-05-15,114.53786023800517
2024-05-16,114.31046941274639
2024-05-17,114.6583250719428
2024-05-20,114.74046203947734
2024-05-21,114.4166738927109
2024-05-22,114.07059742532444
2024-05-23,114.2705320367597
2024-05-24,113.95663949442982
2024-05-27,113.66102282184602
2024-05-28,113.94848250565906
2024-05-29,113.57665271392203
2024-05-30,113.42281272663801
2024-05-31,113.65830484339239
2024-06-03,113.87241639330881
2024-06-04,113.72201798076537
2024-06-05,114.00504238052721
2024-06-06,114.13841453442734
2024-06-07,113.92103598502594
2024-06-10,114.00052950595436
2024-06-11,114.06126792931128
2024-06-12,113.74214907254047
2024-06-13,114.58129644662081
2024-06-14,114.45084063353079
2024-06-17,114.53992679187846
2024-06-18,114.59230880903175
2024-06-19,114.60626336557664
2024-06-20,114.74314333246076
2024-06-21,114.82514082380465
2024-06-24,115.55964061293918
2024-06-25,115.26067883232938
2024-06-26,115.56323022904569
2024-06-27,116.09178223510655
2024-06-28,116.72468426698832
2024-07-01,116.74426381236758
2024-07-02,116.47812350394828
2024-07-03,115.73810158415694
2024-07-04,116.2398575893439
2024-07-05,116.67194062713004
2024-07-08,116.80218090159156
2024-07-09,116.28067861005562
2024-07-10,115.7327888396187
2024-07-11,115.1081931925741
2024-07-12,115.3642810360874
2024-07-15,115.46300203327966
2024-07-16,114.85798654351235
2024-07-17,114.58773485361367
2024-07-18,114.17119049956233
2024-07-19,114.94961063746612
2024-07-22,114.93190338326993
2024-07-23,115.31909906088131
2024-07-24,114.80257669079865
2024-07-25,115.4302473533086
2024-07-26,115.36258018689283
2024-07-29,115.48481485817933
2024-07-30,115.43497609663176
2024-07-31,114.66833034607194
2024-08-01,114.17608885902499
2024-08-02,114.08883341778457
2024-08-05,114.22259962769985
2024-08-06,114.74471921035432
2024-08-07,115.01296255249389
2024-08-08,115.25620812218149
2024-08-09,115.06505636791529
2024-08-12,115.33249644774854
2024-08-13,114.78362532013797
2024-08-14,114.85643832730219
2024-08-15,115.07453354447594
2024-08-16,115.13468297200025
2024-08-19,115.51978756539778
2024-08-20,115.46145279388844
2024-08-21,114.90908142628653
2024-08-22,115.4348354870129
2024-08-23,115.74699034212301
2024-08-26,116.2932566989096
2024-08-27,116.04429592343872
2024-08-28,115.73457231701525
2024-08-29,115.81809567435695
2024-08-30,116.35196090753506
2024-09-02,116.43519767454067
2024-09-03,115.99062486592157
2024-09-04,115.83270130506746
2024-09-05,115.71018295477185
2024-09-06,115.1997503217731
2024-09-09,114.62857535277531
2024-09-10,115.17476634634703
2024-09-11,115.37306434758253
2024-09-12,114.90864034302548
2024-09-13,115.01141818765457
2024-09-16,115.07798455403932
2024-09-17,115.42031999232252
2024-09-18,115.53398400713584
2024-09-19,115.78267271657042
2024-09-20,116.0231686322551
2024-09-23,115.71198437457062
2024-09-24,115.36358545190188
2024-09-25,115.42013125153272
2024-09-26,115.45855939732401
2024-09-27,115.76750390236424
2024-09-30,115.42605296911748
2024-10-01,115.4893194894267
2024-10-02,115.97731857603905
2024-10-03,116.02199107515933
2024-10-04,116.21938812440358
2024-10-07,116.47859600241827
2024-10-08,116.70359967800859
2024-10-09,116.58304895723315
2024-10-10,116.39976512715546
2024-10-11,116.41513102154224
2024-10-14,116.27891329085895
2024-10-15,116.12107548691166
2024-10-16,115.45039369789163
2024-10-17,114.63550308327915
2024-10-18,114.95663836681874
2024-10-21,115.7667938462577
2024-10-22,115.45838616797704
2024-10-23,116.00889715588949
2024-10-24,116.32903750959913
2024-10-25,117.24503564303323
2024-10-28,117.32441292085853
2024-10-29,116.89347179815388
2024-10-30,117.12178361527927
2024-10-31,117.12379748784771
2024-11-01,117.40954479026166
2024-11-04,117.23257698897262
2024-11-05,117.63300845598515
2024-11-06,117.21590408535485
2024-11-07,117.15012485539287
2024-11-08,117.27908611953922
2024-11-11,117.43418048810865
2024-11-12,117.16402357438866
2024-11-13,117.0323737688491
2024-11-14,117.30352555244154
2024-11-15,117.54652789394027
2024-11-18,118.15012441706962
2024-11-19,118.28151777763765
2024-11-20,118.42477392526125
2024-11-21,118.57409328193829
2024-11-22,118.75609574929938
2024-11-25,119.4468914271224
2024-11-26,119.25891268477544
2024-11-27,119.41477443965883
2024-11-28,119.68115313062057
2024-11-29,119.6795033722481
2024-12-02,119.89108053166377
2024-12-03,119.7896891906191
2024-12-04,119.78958336061183
2024-12-05,119.80685587736362
2024-12-06,119.61177632840672
2024-12-09,119.40988139416669
2024-12-10,119.17299941787766
2024-12-11,118.82565370130426
2024-12-12,118.75489791291454
2024-12-13,118.37732941979215
2024-12-16,117.77249151149805
2024-12-17,117.78416831613163
2024-12-18,117.974264274133
2024-12-19,118.52637141398725
2024-12-20,119.63760200430575
2024-12-23,119.39643995851279
2024-12-24,118.89516682990964
2024-12-25,118.83906554359893
2024-12-26,118.68344420091557
2024-12-27,118.93585246583025
2024-12-30,118.96511688867604
2024-12-31,118.40913040049097
2025-01-01,118.37269910666282
2025-01-02,117.64654183268462
2025-01-03,117.14387095762933
2025-01-06,117.5226090177675
2025-01-07,116.59338818531117
2025-01-08,115.89652718100554
2025-01-09,115.62871403645094
2025-01-10,116.01761658247094
2025-01-13,115.84354032006641
2025-01-14,116.35236779049158
2025-01-15,116.22248858165885
2025-01-16,116.67022521729298
