,ITOT
2022-07-06,135.08977878888885
2022-07-07,136.23669894263784
2022-07-08,137.91801058174718
2022-07-11,138.4885884041215
2022-07-12,136.72895646621137
2022-07-13,138.45740200034209
2022-07-14,137.14809558557366
2022-07-15,136.76555809524962
2022-07-18,135.28814663932428
2022-07-19,135.5762060330116
2022-07-20,133.4336789879957
2022-07-21,134.4854583130915
2022-07-22,132.99981079950933
2022-07-25,134.22888476280806
2022-07-26,134.46481797636812
2022-07-27,133.98291594380206
2022-07-28,136.10120584427722
2022-07-29,136.64895120081783
2022-08-01,135.500293822089
2022-08-02,134.24414114555455
2022-08-03,135.08547847955114
2022-08-04,134.47987459815937
2022-08-05,136.16581302360314
2022-08-08,134.8399827149156
2022-08-09,135.2740862387674
2022-08-10,134.52812179862116
2022-08-11,137.15117066628733
2022-08-12,136.4360793206271
2022-08-15,135.80581637690713
2022-08-16,137.36677112013683
2022-08-17,136.6637522812449
2022-08-18,137.15587946725924
2022-08-19,139.10410913646086
2022-08-22,138.17252573422468
2022-08-23,141.04539888328512
2022-08-24,141.52904448755615
2022-08-25,141.453481581128
2022-08-26,139.85773309822545
2022-08-29,137.63611368284822
2022-08-30,138.7486664283237
2022-08-31,140.29714133782315
2022-09-01,139.881987696986
2022-09-02,141.14586401805883
2022-09-05,142.5406599205304
2022-09-06,142.7345292679377
2022-09-07,144.8946084419914
2022-09-08,143.79803096845077
2022-09-09,144.73658396203163
2022-09-12,143.66992222816992
2022-09-13,143.52214245857434
2022-09-14,144.13275347348767
2022-09-15,145.70001843025898
2022-09-16,143.03705300751142
2022-09-19,142.3923912256454
2022-09-20,138.86717240125438
2022-09-21,138.78403804716356
2022-09-22,137.012039377437
2022-09-23,137.61997180318008
2022-09-26,138.04826087080116
2022-09-27,138.4924165468907
2022-09-28,139.40419472751762
2022-09-29,139.21937280455847
2022-09-30,138.91030464356345
2022-10-03,139.28422098467183
2022-10-04,137.73655761245766
2022-10-05,139.3356860039705
2022-10-06,138.60765032266613
2022-10-07,137.64104505808473
2022-10-10,138.9721228555432
2022-10-11,137.55691986815594
2022-10-12,140.14761448637674
2022-10-13,141.50674411296637
2022-10-14,141.6825509634234
2022-10-17,143.49379601171108
2022-10-18,143.86949561450606
2022-10-19,142.45727752077465
2022-10-20,144.05284759280985
2022-10-21,144.77833986105833
2022-10-24,148.4135903413826
2022-10-25,146.76154694239463
2022-10-26,148.4867248039709
2022-10-27,148.19743975436316
2022-10-28,149.6966448676835
2022-10-31,149.37354079519486
2022-11-01,147.97473982141383
2022-11-02,146.5742384920919
2022-11-03,146.36356713403572
2022-11-04,146.23220977404748
2022-11-07,147.21507749373757
2022-11-08,149.23515084780848
2022-11-09,148.92729414909167
2022-11-10,149.766749356592
2022-11-11,150.8240860911083
2022-11-14,152.71259248329852
2022-11-15,152.66223912894986
2022-11-16,149.93153011990336
2022-11-17,151.04478269258544
2022-11-18,148.8868359059447
2022-11-21,148.4629385628619
2022-11-22,147.81259541964414
2022-11-23,146.77651246457833
2022-11-24,146.24521781255743
2022-11-25,146.86291658067194
2022-11-28,146.57256445229606
2022-11-29,145.5958167094988
2022-11-30,143.58489735162237
2022-12-01,143.4423266243494
2022-12-02,143.39565287607476
2022-12-05,142.21691876733874
2022-12-06,143.0564492867572
2022-12-07,144.08139217067054
2022-12-08,145.53984614830637
2022-12-09,147.08181559393995
2022-12-12,146.33216347265747
2022-12-13,146.22179648699054
2022-12-14,146.34763198284278
2022-12-15,146.20908192279083
2022-12-16,144.62122425898798
2022-12-19,143.34664962109602
2022-12-20,143.30912085404398
2022-12-21,143.15978179182315
2022-12-22,141.71679361643083
2022-12-23,142.12370248517888
2022-12-26,142.96867763447347
2022-12-27,145.0830972337497
2022-12-28,147.17508982288356
2022-12-29,147.9431990449446
2022-12-30,146.48952965450033
2023-01-02,146.8254484787604
2023-01-03,148.51258173177007
2023-01-04,148.3798888470679
2023-01-05,145.56930161566873
2023-01-06,147.72358554987008
2023-01-09,146.3233960011527
2023-01-10,147.8302810096112
2023-01-11,147.16575472196095
2023-01-12,147.4402737219471
2023-01-13,146.95979617781305
2023-01-16,145.515015339476
2023-01-17,145.17557379101126
2023-01-18,146.14977670238673
2023-01-19,146.72299642247813
2023-01-20,142.72218405934527
2023-01-23,141.30273364066036
2023-01-24,141.2998485193943
2023-01-25,144.06943491283067
2023-01-26,143.82225188472245
2023-01-27,143.6720028525277
2023-01-30,143.04182814470227
2023-01-31,140.6145745789441
2023-02-01,139.70161829592516
2023-02-02,141.11285917442774
2023-02-03,141.22543162537855
2023-02-06,139.89565092665742
2023-02-07,139.36156909781596
2023-02-08,139.8128972643205
2023-02-09,140.25466312294088
2023-02-10,140.75618589465358
2023-02-13,139.5306827501072
2023-02-14,139.70685873839986
2023-02-15,138.31603389697213
2023-02-16,138.44222696118194
2023-02-17,138.87082896380343
2023-02-20,137.46387566884047
2023-02-21,137.45418747236042
2023-02-22,136.32544111017347
2023-02-23,138.31650214324625
2023-02-24,138.324905234485
2023-02-27,137.09791875964726
2023-02-28,137.22818227351434
2023-03-01,137.0134494911061
2023-03-02,137.2291111313159
2023-03-03,135.58083486819152
2023-03-06,134.60306419445897
2023-03-07,133.32466713220452
2023-03-08,130.8684555998888
2023-03-09,131.35348192129553
2023-03-10,130.523402877494
2023-03-13,129.85164020440052
2023-03-14,128.26148286904078
2023-03-15,129.43811057735172
2023-03-16,127.560988855157
2023-03-17,125.69964832825022
2023-03-20,124.16366518545479
2023-03-21,123.00548907522537
2023-03-22,122.12561346483714
2023-03-23,120.4740877405162
2023-03-24,120.08037584663415
2023-03-27,119.94484503684193
2023-03-28,120.2782809653112
2023-03-29,119.1899817382913
2023-03-30,119.69419350810465
2023-03-31,121.11377820347744
2023-04-03,119.73701622259665
2023-04-04,120.09883667424808
2023-04-05,118.0301721191388
2023-04-06,119.54096801527312
2023-04-07,118.8181031079824
2023-04-10,118.21554395396888
2023-04-11,118.13475808944752
2023-04-12,118.81895154590876
2023-04-13,117.32064095050907
2023-04-14,116.08743633738445
2023-04-17,115.28695542637794
2023-04-18,115.20175814247247
2023-04-19,115.45069192582301
2023-04-20,115.46979848077201
2023-04-21,116.4624383084994
2023-04-24,116.3429078870812
2023-04-25,115.63076519760493
2023-04-26,115.8256412840546
2023-04-27,116.5345530714883
2023-04-28,117.22661439780751
2023-05-01,117.78352554174387
2023-05-02,118.40860843423499
2023-05-03,119.54052698446192
2023-05-04,119.88713079191497
2023-05-05,120.89255329792815
2023-05-08,120.29492493655074
2023-05-09,119.65259102914214
2023-05-10,120.30310235657244
2023-05-11,119.49877031433505
2023-05-12,118.30329420110859
2023-05-15,118.80167655381855
2023-05-16,119.6322835322497
2023-05-17,120.56630794549537
2023-05-18,122.40801938450213
2023-05-19,122.09274214152906
2023-05-22,122.46906165896606
2023-05-23,121.95288073405621
2023-05-24,121.66938277556805
2023-05-25,122.81694220448824
2023-05-26,123.99059147737259
2023-05-29,123.52674670612727
2023-05-30,124.30567584998387
2023-05-31,124.52720343332977
2023-06-01,123.4254999031251
2023-06-02,120.47336065090437
2023-06-05,120.00555134255582
2023-06-06,118.34810628654463
2023-06-07,117.75701239362775
2023-06-08,118.61157780664865
2023-06-09,117.50060828889974
2023-06-12,115.05733302867482
2023-06-13,114.40889079837517
2023-06-14,115.45572093015603
2023-06-15,114.72637778467355
2023-06-16,114.84867819460706
2023-06-19,114.84155539370897
2023-06-20,115.89825587299305
2023-06-21,114.80894669251731
2023-06-22,116.56413398566421
2023-06-23,115.752913582945
2023-06-26,115.39373236073286
2023-06-27,114.62000664336252
2023-06-28,115.21876053067905
2023-06-29,114.5992650988207
2023-06-30,115.49596885213217
2023-07-03,116.0931777512992
2023-07-04,114.58241898966672
2023-07-05,114.63263953674243
2023-07-06,116.13664810144077
2023-07-07,116.88535455186546
2023-07-10,117.20828970945966
2023-07-11,117.25720537572293
2023-07-12,118.0667735103705
2023-07-13,116.8867650957902
2023-07-14,115.63770575868801
2023-07-17,115.55710482226702
2023-07-18,117.01662755052548
2023-07-19,118.00040427435725
2023-07-20,116.11404073573746
2023-07-21,115.37294589898592
2023-07-24,116.25000540238528
2023-07-25,116.76233614743568
2023-07-26,117.7710228960774
2023-07-27,115.40485670573142
2023-07-28,111.79471586476623
2023-07-31,112.58186320041807
2023-08-01,113.4623668590816
2023-08-02,115.20795452679673
2023-08-03,116.49948343161496
2023-08-04,117.10609934007556
2023-08-07,117.43501138493781
2023-08-08,116.54387240684261
2023-08-09,116.22362185362631
2023-08-10,115.71704477147749
2023-08-11,116.74369644853357
2023-08-14,117.50305742516647
2023-08-15,116.99142982590777
2023-08-16,118.26386387952448
2023-08-17,119.11021984895407
2023-08-18,120.55384389143302
2023-08-21,122.38334579495805
2023-08-22,123.44174594930575
2023-08-23,125.4208156401956
2023-08-24,126.63558734887337
2023-08-25,127.32602393783756
2023-08-28,125.8006222387288
2023-08-29,127.55498250997499
2023-08-30,127.39668764304915
2023-08-31,126.26714339598195
2023-09-01,127.01724990004466
2023-09-04,125.67338205136113
2023-09-05,125.30735475423045
2023-09-06,126.04177755604198
2023-09-07,125.84480316610993
2023-09-08,126.20828883534743
2023-09-11,125.68200158153901
2023-09-12,124.0006881084474
2023-09-13,124.33998751501211
2023-09-14,123.49704231544337
2023-09-15,123.2759317517885
2023-09-18,122.92751950428166
2023-09-19,122.68511124023753
2023-09-20,122.30524462337232
2023-09-21,123.03919205171339
2023-09-22,122.87863574429356
2023-09-25,121.81002110219208
2023-09-26,118.70952825314707
2023-09-27,119.83820950613078
2023-09-28,119.04802664760778
2023-09-29,118.26939118561705
2023-10-02,117.77570519889855
2023-10-03,119.15901750268532
2023-10-04,118.1549918817973
2023-10-05,115.83367035139558
2023-10-06,115.68925690311582
2023-10-09,114.52811463799878
2023-10-10,113.7745201839566
2023-10-11,113.32312239439138
2023-10-12,112.27304132697382
2023-10-13,111.87786252013095
2023-10-16,113.21131703276836
2023-10-17,113.10433268439857
2023-10-18,113.14028687772173
2023-10-19,113.18929045385022
2023-10-20,114.28951983250364
2023-10-23,113.77062710716343
2023-10-24,113.55899548037056
2023-10-25,112.5725408846022
2023-10-26,110.03461115273576
2023-10-27,109.734742915694
2023-10-30,110.89698516550004
2023-10-31,110.77656739922872
2023-11-01,109.78687593130604
2023-11-02,109.08008290865614
2023-11-03,109.01699411570662
2023-11-06,109.96563756849824
2023-11-07,110.55838192807703
2023-11-08,110.87065781007213
2023-11-09,111.86896273872404
2023-11-10,114.15945904469874
2023-11-13,114.65991397158093
2023-11-14,112.88364279567338
2023-11-15,114.47191367583356
2023-11-16,116.00941872941866
2023-11-17,117.56445496244324
2023-11-20,116.27557962834669
2023-11-21,116.12889211374437
2023-11-22,115.9634587120147
2023-11-23,115.09186777411442
2023-11-24,115.62640770507355
2023-11-27,114.62001932406551
2023-11-28,113.31581335418497
2023-11-29,113.55038452276548
2023-11-30,113.4365665877097
2023-12-01,113.95889089195845
2023-12-04,115.73818173265353
2023-12-05,115.53534930624983
2023-12-06,115.545559169028
2023-12-07,114.54985570268389
2023-12-08,115.5321394166435
2023-12-11,116.72110548290426
2023-12-12,117.82709295215771
2023-12-13,118.9129843047039
2023-12-14,118.71232507900619
2023-12-15,118.7850950465444
2023-12-18,119.75399225897507
2023-12-19,122.40063878449317
2023-12-20,120.81761976346456
2023-12-21,119.89904344140365
2023-12-22,119.61716151697665
2023-12-25,119.07764733171804
2023-12-26,119.64025240687593
2023-12-27,118.42888076629987
2023-12-28,117.87544452297018
2023-12-29,117.13744844686988
2024-01-01,120.03052785224764
2024-01-02,119.2176027525392
2024-01-03,121.12964248037284
2024-01-04,122.92788755595095
2024-01-05,123.66394564030013
2024-01-08,123.3070188448623
2024-01-09,124.6275946336105
2024-01-10,125.44378164693816
2024-01-11,125.32651214414408
2024-01-12,126.90000909288743
2024-01-15,126.60513601416127
2024-01-16,126.5265114563781
2024-01-17,126.60030672687436
2024-01-18,128.7380324824947
2024-01-19,129.36174175918126
2024-01-22,130.8477222565164
2024-01-23,132.2432437156002
2024-01-24,130.72575407265313
2024-01-25,130.15597983760648
2024-01-26,131.89071623474183
2024-01-29,133.76012453687275
2024-01-30,133.16647692092135
2024-01-31,131.8691732345476
2024-02-01,131.45966725809512
2024-02-02,130.81285975281503
2024-02-05,132.36443802201507
2024-02-06,131.91745582948894
2024-02-07,129.3178216039298
2024-02-08,130.22218918676586
2024-02-09,130.56396834922276
2024-02-12,131.891310867501
2024-02-13,133.0877728595282
2024-02-14,134.7824851834346
2024-02-15,134.7966361249722
2024-02-16,133.93193440070058
2024-02-19,134.80255543117835
2024-02-20,134.83788383784196
2024-02-21,133.78272722025827
2024-02-22,135.1069712526412
2024-02-23,136.7039503333796
2024-02-26,135.77131491114994
2024-02-27,135.42552666497673
2024-02-28,135.61078176104954
2024-02-29,136.33343858167368
2024-03-01,133.6088888718007
2024-03-04,134.4031790239722
2024-03-05,132.66647880191184
2024-03-06,133.47917926167065
2024-03-07,133.42973127533557
2024-03-08,133.83493015285057
2024-03-11,132.8593731710279
2024-03-12,132.17003039711875
2024-03-13,130.05173245529372
2024-03-14,130.74343672185864
2024-03-15,126.04446784337749
2024-03-18,124.36135377563582
2024-03-19,124.87320628061558
2024-03-20,124.61073710360355
2024-03-21,127.03517421564898
2024-03-22,127.10504724674958
2024-03-25,126.47820403587389
2024-03-26,127.55373815884383
2024-03-27,129.6867783365402
2024-03-28,130.68163153309342
2024-03-29,132.2250433957218
2024-04-01,132.0447136992585
2024-04-02,132.118878993783
2024-04-03,132.76694381270016
2024-04-04,132.481960310597
2024-04-05,133.04323967420248
2024-04-08,133.24317881606427
2024-04-09,135.18645736773914
2024-04-10,133.95911667693974
2024-04-11,134.56445470617183
2024-04-12,136.61195726416935
2024-04-15,135.6621934295151
2024-04-16,133.02891801546758
2024-04-17,135.85950386354585
2024-04-18,137.66188297832625
2024-04-19,138.69167052884012
2024-04-22,138.4537324128036
2024-04-23,139.59085355223462
2024-04-24,138.41200348584437
2024-04-25,138.726921613724
2024-04-26,136.7509051468644
2024-04-29,136.58909269642405
2024-04-30,134.43807078245356
2024-05-01,133.50987202625143
2024-05-02,133.90337378255802
2024-05-03,132.79726968460994
2024-05-06,133.76290846155754
2024-05-07,134.06427507192964
2024-05-08,134.78274808446463
2024-05-09,135.67304336577328
2024-05-10,134.86513968295256
2024-05-13,134.56691967505668
2024-05-14,134.31959022302001
2024-05-15,133.55485318434853
2024-05-16,134.60533823842974
2024-05-17,133.99389802275743
2024-05-20,135.3279061299746
2024-05-21,133.83743909784593
2024-05-22,134.26767105312638
2024-05-23,134.7956877146908
2024-05-24,135.41708163702424
2024-05-27,136.82201631792844
2024-05-28,135.6576741876961
2024-05-29,134.86521813445913
2024-05-30,132.95449828577904
2024-05-31,133.351071595681
2024-06-03,132.4613498739915
2024-06-04,131.31585482924243
2024-06-05,130.22351157206364
2024-06-06,129.05895370004293
2024-06-07,128.22844964954103
2024-06-10,129.40823108374218
2024-06-11,128.08315317824778
2024-06-12,128.71234167799406
2024-06-13,125.67358231035499
2024-06-14,125.41968510405029
2024-06-17,125.26665897183587
2024-06-18,125.12536094968185
2024-06-19,124.79063208890109
2024-06-20,126.75542396482274
2024-06-21,128.14738337208718
2024-06-24,127.26217850570475
2024-06-25,126.62271406509727
2024-06-26,125.58927302509785
2024-06-27,125.95573214815477
2024-06-28,124.35209300301298
2024-07-01,125.14150199976204
2024-07-02,127.10524217557528
2024-07-03,127.94209013745699
2024-07-04,128.02745414018634
2024-07-05,127.35967758059135
2024-07-08,127.31294144227942
2024-07-09,126.87645317335654
2024-07-10,128.4324673578272
2024-07-11,128.62358280433887
2024-07-12,128.87980809937082
2024-07-15,127.77291646553417
2024-07-16,126.95511500027561
2024-07-17,126.2346359939503
2024-07-18,125.58281954007269
2024-07-19,127.9734758024785
2024-07-22,127.08496558677871
2024-07-23,129.19799345459765
2024-07-24,127.7616595088109
2024-07-25,128.15065367607778
2024-07-26,128.4601281553479
2024-07-29,127.95179621456165
2024-07-30,128.73988187717862
2024-07-31,127.6796050957302
2024-08-01,127.4775919744539
2024-08-02,127.14944984427163
2024-08-05,126.52428510895773
2024-08-06,125.7812618678966
2024-08-07,125.79991970603848
2024-08-08,125.30024272719074
2024-08-09,127.383715642568
2024-08-12,128.3842517201023
2024-08-13,129.21582939476602
2024-08-14,129.87490039675566
2024-08-15,128.42845091633538
2024-08-16,126.25097115139035
2024-08-19,125.17420950693621
2024-08-20,125.52038383892908
2024-08-21,126.76049999528789
2024-08-22,124.86638974294107
2024-08-23,123.79829519567309
2024-08-26,125.22699244013751
2024-08-27,126.48129781867141
2024-08-28,130.25138995166995
2024-08-29,130.15548481381046
2024-08-30,128.4293326111977
2024-09-02,129.33016619688942
2024-09-03,131.03368232085478
2024-09-04,130.83490077266356
2024-09-05,127.86030256129747
2024-09-06,128.1959531809639
2024-09-09,129.80807943517465
2024-09-10,128.96520375540314
2024-09-11,128.10072895055563
2024-09-12,128.06913613759806
2024-09-13,126.92439996692042
2024-09-16,128.3646080640879
2024-09-17,131.38086081785397
2024-09-18,128.38587257537745
2024-09-19,128.40738121427643
2024-09-20,127.08645095454006
2024-09-23,126.08952691544471
2024-09-24,126.28945934429987
2024-09-25,125.85018373461352
2024-09-26,127.1202965324486
2024-09-27,127.03362897974846
2024-09-30,128.23771192649903
2024-10-01,127.88403154662808
2024-10-02,129.68542100914937
2024-10-03,130.4408662838845
2024-10-04,130.66491310131426
2024-10-07,130.21947079687666
2024-10-08,130.85688745555095
2024-10-09,131.3886116588079
2024-10-10,133.37606902330938
2024-10-11,134.82085315803704
2024-10-14,135.88312453374968
2024-10-15,135.2716268759466
2024-10-16,134.75389344390612
2024-10-17,133.42703371005106
2024-10-18,132.3038702347473
2024-10-21,130.77274308371236
2024-10-22,130.17733625668603
2024-10-23,132.59109777788527
2024-10-24,131.70910629418358
2024-10-25,132.71274485555006
2024-10-28,133.84759507986516
2024-10-29,132.61954359216585
2024-10-30,131.94943872188932
2024-10-31,132.9304839402906
2024-11-01,132.24456208684373
2024-11-04,132.99334831129352
2024-11-05,131.87051067956466
2024-11-06,130.13903286390368
2024-11-07,129.58112982533646
2024-11-08,129.5513139215189
2024-11-11,128.02027639367586
2024-11-12,127.66034890990258
2024-11-13,128.96426148475908
2024-11-14,127.69279754324201
2024-11-15,128.19437814039034
2024-11-18,128.50350527521422
2024-11-19,125.3355537207967
2024-11-20,125.35344122550818
2024-11-21,125.9179726667161
2024-11-22,126.27595386914068
2024-11-25,126.36159407465036
2024-11-26,125.06402389705345
2024-11-27,124.15695866850001
2024-11-28,120.6254100393722
2024-11-29,121.65887495754062
2024-12-02,124.4461495645188
2024-12-03,122.99605572602559
2024-12-04,121.56952447213392
2024-12-05,122.22628548826053
2024-12-06,122.19468211766834
2024-12-09,122.62157532771911
2024-12-10,125.27269087072419
2024-12-11,125.02663209005078
2024-12-12,124.03604805949044
2024-12-13,122.92020469714812
2024-12-16,121.95537614833667
2024-12-17,122.30540169936572
2024-12-18,121.36081632284628
2024-12-19,121.78167782416651
2024-12-20,123.07957461446458
2024-12-23,121.21212351566206
2024-12-24,120.03916339472202
2024-12-25,120.04243505955526
2024-12-26,121.90125046122647
2024-12-27,120.8245607115461
2024-12-30,120.06457801740156
2024-12-31,120.9475364548166
2025-01-01,118.7857040350433
2025-01-02,118.12368736544616
2025-01-03,120.89222472469092
2025-01-06,122.4286645773804
2025-01-07,122.22972610328628
2025-01-08,119.54584781034536
2025-01-09,120.30939562439526
2025-01-10,121.35365017019741
2025-01-13,122.26268609913322
2025-01-14,119.6890522535092
2025-01-15,120.07605685124298
2025-01-16,117.78087716452757
