,BIL
2022-02-11,103.1320883594593
2022-02-14,103.10621377635161
2022-02-15,103.00887722616403
2022-02-16,102.9518681303527
2022-02-17,102.90778181952453
2022-02-18,102.973593635083
2022-02-21,103.02602502768097
2022-02-22,103.05260945156796
2022-02-23,103.13702708692311
2022-02-24,103.12427547190556
2022-02-25,103.15723209538974
2022-02-28,103.13956443639628
2022-03-01,103.17412070296132
2022-03-02,103.23253627263934
2022-03-03,103.29570326247139
2022-03-04,103.37034897829068
2022-03-07,103.35198549515509
2022-03-08,103.45690404206775
2022-03-09,103.50438861708157
2022-03-10,103.58325367075378
2022-03-11,103.67389896041608
2022-03-14,103.73386784180487
2022-03-15,103.80861616750695
2022-03-16,103.77820369641384
2022-03-17,103.83646421749593
2022-03-18,103.8233759853882
2022-03-21,103.83221159259097
2022-03-22,103.69600572696997
2022-03-23,103.6870145565492
2022-03-24,103.69619733556704
2022-03-25,103.77104031634055
2022-03-28,103.79316526360655
2022-03-29,103.91459064478241
2022-03-30,103.86449306992928
2022-03-31,103.9280050554694
2022-04-01,104.04732177196084
2022-04-04,104.11276585996553
2022-04-05,104.06146358959
2022-04-06,104.13889795193502
2022-04-07,104.11029690230662
2022-04-08,104.19265462167758
2022-04-11,104.11773142942124
2022-04-12,104.13508884361721
2022-04-13,104.17144278599034
2022-04-14,104.2501092507648
2022-04-15,104.2477526529553
2022-04-18,104.28097684782425
2022-04-19,104.29420153385125
2022-04-20,104.41734701006963
2022-04-21,104.50329871407857
2022-04-22,104.53249288459222
2022-04-25,104.56441085183444
2022-04-26,104.6253592019686
2022-04-27,104.58687553409418
2022-04-28,104.64636390380929
2022-04-29,104.69303180003043
2022-05-02,104.82695097596802
2022-05-03,104.97412738334144
2022-05-04,104.86923195447785
2022-05-05,104.93467845470175
2022-05-06,104.96452150288083
2022-05-09,104.99767278470706
2022-05-10,105.03207151293594
2022-05-11,104.97699525032338
2022-05-12,105.05749847449282
2022-05-13,105.08386470565586
2022-05-16,105.11937840114958
2022-05-17,105.10430414664498
2022-05-18,105.07359965169587
2022-05-19,105.09085626961728
2022-05-20,105.25865618793561
2022-05-23,105.2755488535919
2022-05-24,105.43582032058436
2022-05-25,105.35613697201282
2022-05-26,105.34834748205864
2022-05-27,105.32301625382291
2022-05-30,105.28753118689849
2022-05-31,105.26596032053746
2022-06-01,105.41772554873691
2022-06-02,105.36214303355011
2022-06-03,105.34438654937989
2022-06-06,105.359670745417
2022-06-07,105.42996063183227
2022-06-08,105.3716881056107
2022-06-09,105.4785794738465
2022-06-10,105.49657852643404
2022-06-13,105.49489746210135
2022-06-14,105.54020190972952
2022-06-15,105.48918230529907
2022-06-16,105.42928839153385
2022-06-17,105.43335006852632
2022-06-20,105.39198130756688
2022-06-21,105.3532709150234
2022-06-22,105.39442028122079
2022-06-23,105.38193990930607
2022-06-24,105.35824278216315
2022-06-27,105.44608916440417
2022-06-28,105.40109942358382
2022-06-29,105.29261428773653
2022-06-30,105.42260562522333
2022-07-01,105.41469118853742
2022-07-04,105.23608361729133
2022-07-05,105.27046389337676
2022-07-06,105.28864251641063
2022-07-07,105.25534187025191
2022-07-08,105.2263676984055
2022-07-11,105.15742144333574
2022-07-12,105.11423846808523
2022-07-13,105.18049196544455
2022-07-14,105.36830558914143
2022-07-15,105.33456617485086
2022-07-18,105.35411117778226
2022-07-19,105.37317209499835
2022-07-20,105.35845881670873
2022-07-21,105.17996512816208
2022-07-22,105.14919991732164
2022-07-25,105.0541976430304
2022-07-26,105.08289760238698
2022-07-27,105.21558111111425
2022-07-28,105.23660735585038
2022-07-29,105.38598408530643
2022-08-01,105.44472747152913
2022-08-02,105.44704821508817
2022-08-03,105.47822244386154
2022-08-04,105.48266858899731
2022-08-05,105.55629201133488
2022-08-08,105.64787182281424
2022-08-09,105.73547032011281
2022-08-10,105.68928553872385
2022-08-11,105.74562138303072
2022-08-12,105.86106345726157
2022-08-15,105.84361587593642
2022-08-16,105.97028689221501
2022-08-17,105.90943518088068
2022-08-18,105.97516604033166
2022-08-19,105.99819945179114
2022-08-22,106.09041594655714
2022-08-23,106.11734707425298
2022-08-24,106.16978137995578
2022-08-25,106.16734587903385
2022-08-26,106.16682756967013
2022-08-29,106.17184280723471
2022-08-30,106.06841896803844
2022-08-31,106.0339324653189
2022-09-01,106.00276658751264
2022-09-02,106.01675979847369
2022-09-05,105.90049415436482
2022-09-06,106.03205507488273
2022-09-07,105.98929508647561
2022-09-08,105.97619316271935
2022-09-09,105.9921609608712
2022-09-12,105.78682658530613
2022-09-13,105.76898592698687
2022-09-14,105.79895828727793
2022-09-15,105.80304441244215
2022-09-16,105.81841382766923
2022-09-19,105.82672776008535
2022-09-20,105.87493281344604
2022-09-21,105.80632026230803
2022-09-22,105.87308552645922
2022-09-23,105.84670325146912
2022-09-26,105.70557562893251
2022-09-27,105.76784199554446
2022-09-28,105.85062581480685
2022-09-29,105.7440632923501
2022-09-30,105.79641889759957
2022-10-03,105.79897365128895
2022-10-04,105.80560553681902
2022-10-05,105.88298570699686
2022-10-06,105.88498361300832
2022-10-07,105.90424710892611
2022-10-10,105.91162821247448
2022-10-11,105.9711525913779
2022-10-12,106.03919750596454
2022-10-13,106.07887911499085
2022-10-14,106.16236961445502
2022-10-17,106.16156966587181
2022-10-18,106.19459581199078
2022-10-19,106.12233213698185
2022-10-20,106.08225934641237
2022-10-21,106.00291669576237
2022-10-24,106.05820038778124
2022-10-25,106.05364272999864
2022-10-26,105.98644150668201
2022-10-27,105.94600755438886
2022-10-28,106.02031846446435
2022-10-31,105.93534878532526
2022-11-01,105.92104679269919
2022-11-02,105.98917923455295
2022-11-03,106.05191587135046
2022-11-04,106.09070217800497
2022-11-07,106.07413588960306
2022-11-08,106.03363675031885
2022-11-09,106.03648151310475
2022-11-10,106.0745444504559
2022-11-11,106.00883302562711
2022-11-14,106.09065633744763
2022-11-15,106.018309697664
2022-11-16,106.06550406909408
2022-11-17,106.09646278466028
2022-11-18,106.10686855807528
2022-11-21,106.2425660760899
2022-11-22,106.29881869777019
2022-11-23,106.32141775814665
2022-11-24,106.35002723855163
2022-11-25,106.23516835984826
2022-11-28,106.29230223879887
2022-11-29,106.44060108412576
2022-11-30,106.3756751959476
2022-12-01,106.37381563954808
2022-12-02,106.45407113782117
2022-12-05,106.49728359357941
2022-12-06,106.45732936100478
2022-12-07,106.38169018169603
2022-12-08,106.4425367701012
2022-12-09,106.40945262393183
2022-12-12,106.46024543312625
2022-12-13,106.42114455293871
2022-12-14,106.45866216159526
2022-12-15,106.46346146360682
2022-12-16,106.48173969018555
2022-12-19,106.5323778508604
2022-12-20,106.47890578276001
2022-12-21,106.37799322307708
2022-12-22,106.41030163810115
2022-12-23,106.36091003144705
2022-12-26,106.50100767603179
2022-12-27,106.46965987904125
2022-12-28,106.57243381424833
2022-12-29,106.51370126073184
2022-12-30,106.57566491924706
2023-01-02,106.67757880627435
2023-01-03,106.62987523678005
2023-01-04,106.57093381254805
2023-01-05,106.64812177398542
2023-01-06,106.69031072071229
2023-01-09,106.57204968299637
2023-01-10,106.53231569949817
2023-01-11,106.52962860697595
2023-01-12,106.56958792760356
2023-01-13,106.6116186494318
2023-01-16,106.67628835367209
2023-01-17,106.58912860695989
2023-01-18,106.53261480052785
2023-01-19,106.52044067264974
2023-01-20,106.47559938345678
2023-01-23,106.50761874885937
2023-01-24,106.42423576716071
2023-01-25,106.27677880780901
2023-01-26,106.39090398910464
2023-01-27,106.44947844426365
2023-01-30,106.46144723934992
2023-01-31,106.58608115842141
2023-02-01,106.62275690465566
2023-02-02,106.6791549518516
2023-02-03,106.71676059519348
2023-02-06,106.73803851584232
2023-02-07,106.73475829098432
2023-02-08,106.78805894063741
2023-02-09,106.7655262222297
2023-02-10,106.72718089528811
2023-02-13,106.76276616172333
2023-02-14,106.84829945036047
2023-02-15,106.80026221841732
2023-02-16,106.826405995761
2023-02-17,106.8544605368726
2023-02-20,106.73521270506394
2023-02-21,106.78188768710297
2023-02-22,106.66607423941177
2023-02-23,106.72152570410725
2023-02-24,106.68152973746558
2023-02-27,106.73112177084643
2023-02-28,106.85964514069481
2023-03-01,106.77849489139395
2023-03-02,106.77938545906656
2023-03-03,106.81005638202619
2023-03-06,106.88362120443703
2023-03-07,106.88117153149688
2023-03-08,106.7446699458596
2023-03-09,106.73801103003603
2023-03-10,106.62909019449083
2023-03-13,106.68487815176132
2023-03-14,106.70829663084014
2023-03-15,106.74480813269638
2023-03-16,106.77082732355774
2023-03-17,106.72750829759437
2023-03-20,106.68248933796734
2023-03-21,106.78660510910724
2023-03-22,106.74411831987587
2023-03-23,106.81855694188951
2023-03-24,106.85199568042714
2023-03-27,106.8832395092142
2023-03-28,106.9223064468805
2023-03-29,106.97816590726697
2023-03-30,107.06629718397431
2023-03-31,107.11936402713773
2023-04-03,107.1355507672241
2023-04-04,107.18335613886123
2023-04-05,107.22637069797048
2023-04-06,107.2536312082935
2023-04-07,107.15938709167389
2023-04-10,107.08463446571268
2023-04-11,107.02900221796459
2023-04-12,107.17606952856902
2023-04-13,107.11738272483365
2023-04-14,107.07265568288923
2023-04-17,107.03642568508943
2023-04-18,107.15550442296811
2023-04-19,107.16840673780833
2023-04-20,107.12525133428439
2023-04-21,107.21484256831131
2023-04-24,107.21564618124137
2023-04-25,107.2206221300928
2023-04-26,107.23196823900795
2023-04-27,107.24411132950887
2023-04-28,107.29309381786337
2023-05-01,107.34985079448276
2023-05-02,107.24945765072597
2023-05-03,107.25610885288184
2023-05-04,107.26568940614727
2023-05-05,107.22283881345376
2023-05-08,107.39044567399833
2023-05-09,107.35775888981848
2023-05-10,107.34663898237511
2023-05-11,107.33382039663668
2023-05-12,107.28896030791586
2023-05-15,107.39942808123281
2023-05-16,107.40407416317251
2023-05-17,107.44241448487593
2023-05-18,107.45965685274979
2023-05-19,107.5294650262139
2023-05-22,107.68462379671699
2023-05-23,107.75528495048856
2023-05-24,107.77437116446065
2023-05-25,107.8375338738899
2023-05-26,107.76650186820338
2023-05-29,107.78393022251167
2023-05-30,107.89339025434084
2023-05-31,107.85818539976692
2023-06-01,107.88541475851812
2023-06-02,107.91688882424953
2023-06-05,107.92631986440739
2023-06-06,107.8831229836633
2023-06-07,107.83476722445558
2023-06-08,107.83112854523935
2023-06-09,107.93561870770603
2023-06-12,107.96466545372951
2023-06-13,107.8748951451174
2023-06-14,107.88717568655717
2023-06-15,107.91286845158827
2023-06-16,108.04016211573845
2023-06-19,108.04213681031307
2023-06-20,107.98866517426924
2023-06-21,107.99159381641412
2023-06-22,107.96760951486976
2023-06-23,108.0014018439996
2023-06-26,108.0017679491365
2023-06-27,107.96172403771604
2023-06-28,107.89303811299771
2023-06-29,107.83667890759625
2023-06-30,107.85602730990516
2023-07-03,108.01718524363207
2023-07-04,108.06422488911267
2023-07-05,108.01674035659016
2023-07-06,108.05886766331223
2023-07-07,108.14957338720109
2023-07-10,108.07360323091773
2023-07-11,108.13014150873113
2023-07-12,108.10075160485945
2023-07-13,108.19734388303226
2023-07-14,108.21193024787017
2023-07-17,108.2415698201097
2023-07-18,108.27795440657457
2023-07-19,108.29923626744547
2023-07-20,108.24603049895269
2023-07-21,108.34223355320998
2023-07-24,108.33467899351035
2023-07-25,108.29992705950689
2023-07-26,108.33853915040956
2023-07-27,108.44500963598624
2023-07-28,108.428371060513
2023-07-31,108.49635954542842
2023-08-01,108.43492944950188
2023-08-02,108.45830223981967
2023-08-03,108.553745818361
2023-08-04,108.53362057257114
2023-08-07,108.6103945635281
2023-08-08,108.7126050172519
2023-08-09,108.73225951686614
2023-08-10,108.63695875769062
2023-08-11,108.66264240656342
2023-08-14,108.5957712933338
2023-08-15,108.50438997598498
2023-08-16,108.57232397544452
2023-08-17,108.69955537164422
2023-08-18,108.79024702917049
2023-08-21,108.67857394917833
2023-08-22,108.54760610314736
2023-08-23,108.63111376745715
2023-08-24,108.65102647656283
2023-08-25,108.68645746427457
2023-08-28,108.68686139989134
2023-08-29,108.73600287431886
2023-08-30,108.86833099957896
2023-08-31,108.8937354218641
2023-09-01,108.93251319944497
2023-09-04,108.87647638287604
2023-09-05,108.97016639595027
2023-09-06,108.94821715662408
2023-09-07,109.03946767922316
2023-09-08,108.88652700189985
2023-09-11,108.92576254538162
2023-09-12,109.05918262984274
2023-09-13,108.9742470166577
2023-09-14,108.97549958499783
2023-09-15,108.95850418937252
2023-09-18,108.88063791566196
2023-09-19,108.82847288225364
2023-09-20,108.7441761585023
2023-09-21,108.68493714903249
2023-09-22,108.65309146674993
2023-09-25,108.67257733406662
2023-09-26,108.7229365685144
2023-09-27,108.78344132060201
2023-09-28,108.79034290738035
2023-09-29,108.83315841028313
2023-10-02,108.82482766693535
2023-10-03,108.77730268155112
2023-10-04,108.87785759634102
2023-10-05,109.02814014866628
2023-10-06,109.00441442232423
2023-10-09,109.11223984323195
2023-10-10,109.23319436408772
2023-10-11,109.369219829615
2023-10-12,109.47651116067372
2023-10-13,109.55974966996267
2023-10-16,109.70908065089571
2023-10-17,109.83061855970216
2023-10-18,109.83087583654361
2023-10-19,109.87975450604408
2023-10-20,109.95548600859357
2023-10-23,109.96994288039869
2023-10-24,109.90468483571298
2023-10-25,109.92453353178877
2023-10-26,109.89997193836867
2023-10-27,110.01576887843886
2023-10-30,110.039624807999
2023-10-31,110.17576655465898
2023-11-01,110.07680765732266
2023-11-02,110.06674122682342
2023-11-03,110.03726613189147
2023-11-06,110.02531432273071
2023-11-07,109.94306531727962
2023-11-08,110.03736383338074
2023-11-09,110.06884766728429
2023-11-10,109.98562708648542
2023-11-13,109.92214519430443
2023-11-14,109.89022044501102
2023-11-15,109.82010315247169
2023-11-16,109.8512377282231
2023-11-17,109.85342660037904
2023-11-20,109.84743259390387
2023-11-21,109.91033426825115
2023-11-22,110.0372462078997
2023-11-23,110.00227259193413
2023-11-24,109.96084983209843
2023-11-27,109.94968490762491
2023-11-28,109.89192993734069
2023-11-29,109.92895231706517
2023-11-30,110.03529626392876
2023-12-01,110.21623626135224
2023-12-04,110.21257604043073
2023-12-05,110.31687381272684
2023-12-06,110.18879887291084
2023-12-07,110.10362035676297
2023-12-08,110.0750405156845
2023-12-11,110.01840241767663
2023-12-12,109.99922751162768
2023-12-13,110.09466179215079
2023-12-14,110.08045284735135
2023-12-15,110.03385742124048
2023-12-18,110.06174307447087
2023-12-19,110.10473353836609
2023-12-20,110.10116491845767
2023-12-21,110.2641618663483
2023-12-22,110.47699551736716
2023-12-25,110.57296082676169
2023-12-26,110.53196751818513
2023-12-27,110.54462938881511
2023-12-28,110.61485337623257
2023-12-29,110.63267533738497
2024-01-01,110.71520697213838
2024-01-02,110.66291303464686
2024-01-03,110.74445878919985
2024-01-04,110.75458732608581
2024-01-05,110.74186166845428
2024-01-08,110.6577742876451
2024-01-09,110.61836742011542
2024-01-10,110.54923276009893
2024-01-11,110.5596442370069
2024-01-12,110.6410167058858
2024-01-15,110.7005145860411
2024-01-16,110.64739898139766
2024-01-17,110.66621675096417
2024-01-18,110.66370181126845
2024-01-19,110.72174833347508
2024-01-22,110.73307456621431
2024-01-23,110.81081661610817
2024-01-24,110.93349160643504
2024-01-25,110.84810176129305
2024-01-26,110.94860572743015
2024-01-29,111.01474317059024
2024-01-30,111.05030147047505
2024-01-31,111.10918510319627
2024-02-01,111.20045038963977
2024-02-02,111.32761133065337
2024-02-05,111.22837628840034
2024-02-06,111.31857260823767
2024-02-07,111.46822464486729
2024-02-08,111.43247349954572
2024-02-09,111.43507198460745
2024-02-12,111.35252812496287
2024-02-13,111.39714940014416
2024-02-14,111.52504104177395
2024-02-15,111.59952123576176
2024-02-16,111.59793180141897
2024-02-19,111.72870044842426
2024-02-20,111.77993707551457
2024-02-21,111.72960317132011
2024-02-22,111.7896687994634
2024-02-23,111.87725157658548
2024-02-26,111.90471579853572
2024-02-27,111.89903086419781
2024-02-28,111.94577947596538
2024-02-29,111.88025542138685
2024-03-01,111.87739189150005
2024-03-04,111.78598523449594
2024-03-05,111.876689829008
2024-03-06,111.94136522913978
2024-03-07,111.8629075557213
2024-03-08,111.70247037759373
2024-03-11,111.72965806293132
2024-03-12,111.66979538084844
2024-03-13,111.70900156632942
2024-03-14,111.83174903506755
2024-03-15,111.85732295959399
2024-03-18,112.01427269857408
2024-03-19,112.00468275716793
2024-03-20,111.94410086368659
2024-03-21,111.95228825861933
2024-03-22,112.02232607297312
2024-03-25,112.11077648301138
2024-03-26,112.08509382904448
2024-03-27,112.04556844740384
2024-03-28,112.12182737685843
2024-03-29,112.06316385482296
2024-04-01,112.10469145301025
2024-04-02,112.18080170923741
2024-04-03,112.20807584265246
2024-04-04,112.19784635741878
2024-04-05,112.14746711040368
2024-04-08,112.27617015115553
2024-04-09,112.29110627368843
2024-04-10,112.2994304522753
2024-04-11,112.36855129021247
2024-04-12,112.3388225150135
2024-04-15,112.3733446811366
2024-04-16,112.38698102206945
2024-04-17,112.42823987593708
2024-04-18,112.51207256496562
2024-04-19,112.50940690293294
2024-04-22,112.4294045630433
2024-04-23,112.617822018523
2024-04-24,112.59579707248703
2024-04-25,112.67358313757336
2024-04-26,112.7547407969759
2024-04-29,112.92247281064857
2024-04-30,112.85809484954392
2024-05-01,112.83093520125169
2024-05-02,112.71564005041807
2024-05-03,112.67113754055825
2024-05-06,112.74675006874521
2024-05-07,112.70578474628532
2024-05-08,112.65906608671077
2024-05-09,112.52519746522798
2024-05-10,112.56283222223567
2024-05-13,112.61973691941414
2024-05-14,112.57847011940987
2024-05-15,112.5302762494806
2024-05-16,112.609798027713
2024-05-17,112.58275034933042
2024-05-20,112.58903007299482
2024-05-21,112.68811723309784
2024-05-22,112.5872545504937
2024-05-23,112.57560087172433
2024-05-24,112.54565249701976
2024-05-27,112.63903355070686
2024-05-28,112.6359034788181
2024-05-29,112.79645895356548
2024-05-30,112.7608861477774
2024-05-31,112.86626048674526
2024-06-03,112.86680948196812
2024-06-04,112.94983442644626
2024-06-05,113.05094774875188
2024-06-06,113.14259111781897
2024-06-07,113.09575815064836
2024-06-10,113.11367913233504
2024-06-11,113.09182365150347
2024-06-12,113.14293524254583
2024-06-13,113.33531944731736
2024-06-14,113.39816811253907
2024-06-17,113.35461551883293
2024-06-18,113.38537715314783
2024-06-19,113.4131127542213
2024-06-20,113.45862625594847
2024-06-21,113.5034543534204
2024-06-24,113.50274172250268
2024-06-25,113.52571623270057
2024-06-26,113.39995017472629
2024-06-27,113.44199347298624
2024-06-28,113.54277735680343
2024-07-01,113.53637548231616
2024-07-02,113.4751283279551
2024-07-03,113.55451676647503
2024-07-04,113.58393960179119
2024-07-05,113.62561509834077
2024-07-08,113.65871247257584
2024-07-09,113.7097909952175
2024-07-10,113.76292773522296
2024-07-11,113.77236980617373
2024-07-12,113.80828415377975
2024-07-15,113.70651998658057
2024-07-16,113.68679692468795
2024-07-17,113.6729162087432
2024-07-18,113.66835795738588
2024-07-19,113.72281824085815
2024-07-22,113.74898709318411
2024-07-23,113.88727152938465
2024-07-24,113.84238961190776
2024-07-25,113.87635419305082
2024-07-26,113.93570814872808
2024-07-29,113.93039141258019
2024-07-30,113.89564922882043
2024-07-31,113.89444837690652
2024-08-01,113.88004740338344
2024-08-02,113.96829057015306
2024-08-05,113.87000642775061
2024-08-06,113.78318685750257
2024-08-07,113.77895858867105
2024-08-08,113.95041950319451
2024-08-09,114.00619562004137
2024-08-12,113.95150080642014
2024-08-13,113.9259260526087
2024-08-14,114.003538203719
2024-08-15,113.93596752662883
2024-08-16,114.04999203287983
2024-08-19,114.12354184124112
2024-08-20,114.21129714360899
2024-08-21,114.17627465594163
2024-08-22,114.33232478926314
2024-08-23,114.39340978707652
2024-08-26,114.40915809272379
2024-08-27,114.46584156939956
2024-08-28,114.44617601496026
2024-08-29,114.48986786499657
2024-08-30,114.59764636051905
2024-09-02,114.67741291989522
2024-09-03,114.7689826328949
2024-09-04,114.76635805678579
2024-09-05,114.8475825153486
2024-09-06,114.97430529676123
2024-09-09,114.95219723520624
2024-09-10,115.02390002693046
2024-09-11,115.01364390035087
2024-09-12,114.96620625351655
2024-09-13,115.02356368712026
2024-09-16,115.07068153660774
2024-09-17,115.05668896907275
2024-09-18,114.98690277569202
2024-09-19,114.93812417073075
2024-09-20,114.89990403540435
2024-09-23,114.87260641273176
2024-09-24,114.87569047151283
2024-09-25,114.78589734210696
2024-09-26,114.84724426017132
2024-09-27,114.87387660054853
2024-09-30,114.93388263586691
2024-10-01,114.89387670255746
2024-10-02,114.84380297385725
2024-10-03,114.8767300808066
2024-10-04,114.86872342186325
2024-10-07,114.86431583481469
2024-10-08,114.93263759169285
2024-10-09,115.06705228757409
2024-10-10,115.17126452005573
2024-10-11,115.13130375520126
2024-10-14,115.01768365996243
2024-10-15,115.01113828483254
2024-10-16,115.27136674624727
2024-10-17,115.20046902461432
2024-10-18,115.1479705027
2024-10-21,115.192472935786
2024-10-22,115.3000699454603
2024-10-23,115.42447010273504
2024-10-24,115.46121638339841
2024-10-25,115.47401797120915
2024-10-28,115.47206395267926
2024-10-29,115.61432486655512
2024-10-30,115.64899340047549
2024-10-31,115.72169833574222
2024-11-01,115.66527938240026
2024-11-04,115.74554715303134
2024-11-05,115.90950772721966
2024-11-06,116.07363551558534
2024-11-07,116.1022293145184
2024-11-08,116.20047403688523
2024-11-11,116.2418643794386
2024-11-12,116.23495643461969
2024-11-13,116.31922002067306
2024-11-14,116.15810545981806
2024-11-15,116.17980397187384
2024-11-18,116.08426969071246
2024-11-19,116.12782574889671
2024-11-20,116.24551433741831
2024-11-21,116.20709488607078
2024-11-22,116.36313704598574
2024-11-25,116.44874635539735
2024-11-26,116.34282131105698
2024-11-27,116.50698088443735
2024-11-28,116.50102058070668
2024-11-29,116.57411197434209
2024-12-02,116.5896460590121
2024-12-03,116.4865704882382
2024-12-04,116.43198587026022
2024-12-05,116.44490397611276
2024-12-06,116.38758547334311
2024-12-09,116.42594006961109
2024-12-10,116.5373564453771
2024-12-11,116.60496425834341
2024-12-12,116.50039196746435
2024-12-13,116.51376790435859
2024-12-16,116.39339659827688
2024-12-17,116.40406160845072
2024-12-18,116.41965283561137
2024-12-19,116.4177570100146
2024-12-20,116.54045714459158
2024-12-23,116.63588314708669
2024-12-24,116.6653152808113
2024-12-25,116.6569735268728
2024-12-26,116.79224334915597
2024-12-27,116.93348810884032
2024-12-30,117.00821893217505
2024-12-31,117.18020473621951
2025-01-01,117.34029316479659
2025-01-02,117.39641996143526
2025-01-03,117.43167940519557
2025-01-06,117.45026495358832
2025-01-07,117.38537011663308
2025-01-08,117.47710241665786
2025-01-09,117.44579413764879
2025-01-10,117.4274432120542
2025-01-13,117.39381581733646
2025-01-14,117.42706521509308
2025-01-15,117.4880880890038
2025-01-16,117.4582875089861
