,XLK
2022-07-14,112.71357715627121
2022-07-15,114.04740598545513
2022-07-18,116.41253845333839
2022-07-19,118.66058460476279
2022-07-20,120.19224039619701
2022-07-21,119.71993069058706
2022-07-22,118.94275390837275
2022-07-25,118.85663769406281
2022-07-26,118.2231614716833
2022-07-27,118.3548614632029
2022-07-28,115.8997887150726
2022-07-29,115.45245827225095
2022-08-01,116.74974671870713
2022-08-02,117.85380511445145
2022-08-03,117.87645313111771
2022-08-04,120.56607250043068
2022-08-05,120.21295562861947
2022-08-08,121.68243460590031
2022-08-09,122.57564580795122
2022-08-10,121.65459215619722
2022-08-11,122.13586751260097
2022-08-12,120.51194967803072
2022-08-15,122.17650702047914
2022-08-16,120.59123517349992
2022-08-17,122.2380246498817
2022-08-18,123.11290988024386
2022-08-19,120.05316475157557
2022-08-22,121.24906844566455
2022-08-23,121.47848866053678
2022-08-24,122.43322984495035
2022-08-25,124.65801231856781
2022-08-26,124.41534264421215
2022-08-29,126.4954010493063
2022-08-30,124.43521851984549
2022-08-31,125.36141696819867
2022-09-01,123.0940085960333
2022-09-02,124.3136105624079
2022-09-05,122.81355924894488
2022-09-06,124.27764261349141
2022-09-07,120.18277347312913
2022-09-08,115.42861263200044
2022-09-09,114.86656067962508
2022-09-12,113.32390712104845
2022-09-13,113.93667391327678
2022-09-14,113.2229406690063
2022-09-15,112.80249650079257
2022-09-16,112.71140847670868
2022-09-19,115.74720188133365
2022-09-20,118.21996572329844
2022-09-21,114.067290607824
2022-09-22,113.41157384444487
2022-09-23,113.98497741810894
2022-09-26,112.69224268121589
2022-09-27,110.92649583187797
2022-09-28,111.41231942987508
2022-09-29,109.76190483304245
2022-09-30,110.71736022724103
2022-10-03,109.66787395653476
2022-10-04,111.35323103584771
2022-10-05,110.15252312737704
2022-10-06,108.40442965443404
2022-10-07,108.95464176616618
2022-10-10,111.25570242329034
2022-10-11,109.3800168932961
2022-10-12,110.5088249434032
2022-10-13,111.09352816288896
2022-10-14,111.08805379371711
2022-10-17,108.43990595258511
2022-10-18,112.30046107936478
2022-10-19,109.58739968675877
2022-10-20,108.16489876985452
2022-10-21,108.76960694657957
2022-10-24,108.28028022793426
2022-10-25,107.829112332956
2022-10-26,107.93230015536793
2022-10-27,106.70843830837345
2022-10-28,105.84340755827239
2022-10-31,105.63170029817597
2022-11-01,104.45872109243342
2022-11-02,104.32277693771152
2022-11-03,103.96580265511788
2022-11-04,103.07200171748579
2022-11-07,103.04920679812075
2022-11-08,100.6713446369119
2022-11-09,103.11116044747075
2022-11-10,101.97913598729001
2022-11-11,99.28621046736397
2022-11-14,98.59099160242319
2022-11-15,100.17273640475399
2022-11-16,101.50079891538716
2022-11-17,101.3365521672577
2022-11-18,100.01744287124923
2022-11-21,99.2854668384069
2022-11-22,98.47927546432241
2022-11-23,99.59612432216565
2022-11-24,101.22869121815141
2022-11-25,103.09096191307691
2022-11-28,102.70504500367126
2022-11-29,104.47867700215599
2022-11-30,103.75822801334256
2022-12-01,102.81600087861662
2022-12-02,104.1821011794623
2022-12-05,104.25517246797855
2022-12-06,102.32161498430195
2022-12-07,102.71824202317381
2022-12-08,104.09194796261482
2022-12-09,101.95562394430307
2022-12-12,99.09358962554968
2022-12-13,99.6620359005177
2022-12-14,100.902400235236
2022-12-15,101.74992883965079
2022-12-16,103.23854489161582
2022-12-19,100.90231731894346
2022-12-20,102.78435021764471
2022-12-21,102.93402145078616
2022-12-22,105.38275851765549
2022-12-23,105.53814996926327
2022-12-26,105.6637077080421
2022-12-27,104.50029420700669
2022-12-28,104.4458590477348
2022-12-29,105.39935605404673
2022-12-30,107.21713587771411
2023-01-02,105.5155781939723
2023-01-03,105.46629593117368
2023-01-04,106.23380252608112
2023-01-05,106.2918493912425
2023-01-06,106.2852525318428
2023-01-09,105.29254703989301
2023-01-10,107.14872810457514
2023-01-11,106.43410420302956
2023-01-12,108.08346439755279
2023-01-13,107.6884098814866
2023-01-16,106.38058316672418
2023-01-17,107.00952474620264
2023-01-18,106.35694529068074
2023-01-19,104.41478372841593
2023-01-20,104.42345352063842
2023-01-23,102.45567156478246
2023-01-24,102.80054431579408
2023-01-25,102.242908170796
2023-01-26,103.32164081624227
2023-01-27,104.52959109470305
2023-01-30,107.66877649350491
2023-01-31,109.02159865559761
2023-02-01,111.46224185378408
2023-02-02,111.50263576812753
2023-02-03,111.20202120642571
2023-02-06,112.33171454778577
2023-02-07,111.67134111980278
2023-02-08,110.15248089818475
2023-02-09,111.38964063692268
2023-02-10,112.9438260724543
2023-02-13,111.44680544199825
2023-02-14,111.76006538550456
2023-02-15,111.95048961384207
2023-02-16,111.97154778784484
2023-02-17,111.39374115412532
2023-02-20,111.58305389610635
2023-02-21,110.72431796844036
2023-02-22,114.33804525712358
2023-02-23,116.53082743978622
2023-02-24,116.17206614341909
2023-02-27,115.51520547631236
2023-02-28,117.79060358609269
2023-03-01,117.97778418267748
2023-03-02,117.78855055729744
2023-03-03,118.23601404260728
2023-03-06,117.31809344368456
2023-03-07,118.52250439822511
2023-03-08,121.448566930628
2023-03-09,123.21287263121428
2023-03-10,127.23394183204744
2023-03-13,126.08980893305721
2023-03-14,126.18874799637155
2023-03-15,126.7835935934968
2023-03-16,124.1694534462186
2023-03-17,124.48637906838538
2023-03-20,123.94265073368575
2023-03-21,125.03810278366862
2023-03-22,124.84681947089797
2023-03-23,126.48617633926555
2023-03-24,127.84301918232563
2023-03-27,128.5820272882295
2023-03-28,132.494696484245
2023-03-29,133.1634807310428
2023-03-30,130.25287480163607
2023-03-31,130.83423506660282
2023-04-03,128.91627527952235
2023-04-04,126.88516082872738
2023-04-05,127.7862267557575
2023-04-06,131.24866300593575
2023-04-07,130.78892061604142
2023-04-10,130.79758172359567
2023-04-11,128.45415904977114
2023-04-12,128.43068073138232
2023-04-13,129.3351867419077
2023-04-14,130.67484807621065
2023-04-17,131.54719261763753
2023-04-18,131.970639236755
2023-04-19,134.0540971889782
2023-04-20,137.7046551061783
2023-04-21,138.73011965531836
2023-04-24,139.9019098985406
2023-04-25,139.41370764831765
2023-04-26,138.24809664804886
2023-04-27,138.51281745345915
2023-04-28,137.88059895928865
2023-05-01,137.7406280339698
2023-05-02,138.0580532367313
2023-05-03,140.63792068656224
2023-05-04,141.44956348446613
2023-05-05,146.18559282218217
2023-05-08,143.09919341206069
2023-05-09,137.41857245092496
2023-05-10,135.6790239084675
2023-05-11,133.48420723703336
2023-05-12,132.68360688665223
2023-05-15,128.93705072767577
2023-05-16,128.75558939336682
2023-05-17,128.85962669879706
2023-05-18,127.30418725310635
2023-05-19,128.74331346576656
2023-05-22,129.81162272126727
2023-05-23,128.97050479777494
2023-05-24,128.20789839777956
2023-05-25,127.35317139691769
2023-05-26,125.83336104486362
2023-05-29,125.06507810519523
2023-05-30,124.05193019371117
2023-05-31,124.76905892709911
2023-06-01,126.17307373142721
2023-06-02,126.87130459854788
2023-06-05,128.6043024341948
2023-06-06,129.6070085070627
2023-06-07,132.61241537600975
2023-06-08,130.64349301014758
2023-06-09,129.86071389985148
2023-06-12,129.75653951786953
2023-06-13,125.77955317285303
2023-06-14,127.03858573241
2023-06-15,127.25198158512005
2023-06-16,129.05241889998285
2023-06-19,129.67224142607188
2023-06-20,127.7691696259767
2023-06-21,130.00911480704968
2023-06-22,130.5172405546768
2023-06-23,127.80784286699836
2023-06-26,124.93349890621246
2023-06-27,125.71199576307637
2023-06-28,128.4479667418224
2023-06-29,124.14286315041849
2023-06-30,125.955356541873
2023-07-03,125.33272778958826
2023-07-04,127.13808229765627
2023-07-05,127.76719947684452
2023-07-06,127.05299700373294
2023-07-07,128.68577694789863
2023-07-10,132.68908849283355
2023-07-11,132.8800021654368
2023-07-12,133.52522546763788
2023-07-13,131.304342052712
2023-07-14,134.50552050554018
2023-07-17,134.90534786425036
2023-07-18,135.95118616015785
2023-07-19,136.83996047796288
2023-07-20,135.83117855091837
2023-07-21,136.1045354602047
2023-07-24,134.65066815319463
2023-07-25,135.44306429168805
2023-07-26,131.7585163977026
2023-07-27,133.70044378359998
2023-07-28,130.63299485092222
2023-07-31,129.84620932577386
2023-08-01,129.06127649740077
2023-08-02,130.7037929656862
2023-08-03,129.94555447884971
2023-08-04,129.9538724074792
2023-08-07,131.11325807788745
2023-08-08,130.59540194513096
2023-08-09,130.77018684284667
2023-08-10,129.72521229543906
2023-08-11,131.71619173004865
2023-08-14,131.3002712903813
2023-08-15,132.86668889740417
2023-08-16,133.0700118296212
2023-08-17,134.88993055910046
2023-08-18,131.06680234432298
2023-08-21,132.76685906983795
2023-08-22,132.57560127153374
2023-08-23,135.61719434903497
2023-08-24,135.20005289046074
2023-08-25,137.37855270972966
2023-08-28,137.56030615747423
2023-08-29,137.73712633393512
2023-08-30,135.97168294766234
2023-08-31,135.38997624005094
2023-09-01,135.6123835898598
2023-09-04,135.24669352454032
2023-09-05,135.89388598429315
2023-09-06,136.37717034699202
2023-09-07,134.30745154810623
2023-09-08,136.52858517738372
2023-09-11,137.502313523886
2023-09-12,135.2221187203501
2023-09-13,132.23868420772536
2023-09-14,131.32798243928227
2023-09-15,133.60810377817037
2023-09-18,134.6392002718418
2023-09-19,135.810874542514
2023-09-20,139.89446899471446
2023-09-21,138.98626776309254
2023-09-22,135.84384127216518
2023-09-25,135.4426331521217
2023-09-26,136.36365064545387
2023-09-27,136.487996398526
2023-09-28,136.3075147285807
2023-09-29,135.65599471135076
2023-10-02,136.1219332816862
2023-10-03,132.6521180877041
2023-10-04,130.31498693922777
2023-10-05,131.9351971943125
2023-10-06,134.21620162193054
2023-10-09,136.98517321913351
2023-10-10,136.84245374747465
2023-10-11,139.24146528966634
2023-10-12,138.32134485002746
2023-10-13,137.04472882278463
2023-10-16,137.61568438881346
2023-10-17,137.89090484234964
2023-10-18,140.6720696515568
2023-10-19,140.08343290369095
2023-10-20,137.96416755944514
2023-10-23,136.1333434295559
2023-10-24,138.66074386656473
2023-10-25,138.2653772386599
2023-10-26,136.3265688351975
2023-10-27,136.5648577187071
2023-10-30,134.3730246025979
2023-10-31,131.00914881316166
2023-11-01,132.17362485139572
2023-11-02,132.39213308763823
2023-11-03,134.39373754046
2023-11-06,130.62030740084757
2023-11-07,130.96377352209907
2023-11-08,131.2564814658452
2023-11-09,128.5190492263136
2023-11-10,129.06335861916324
2023-11-13,128.3957588026395
2023-11-14,128.1835270068206
2023-11-15,124.19861745660074
2023-11-16,125.28105133881499
2023-11-17,124.88618809822083
2023-11-20,124.89013848582746
2023-11-21,122.14906517164417
2023-11-22,119.61740566864533
2023-11-23,117.34777195676878
2023-11-24,116.7613408569256
2023-11-27,117.10215582103756
2023-11-28,117.75794109950976
2023-11-29,118.41866490681372
2023-11-30,119.12329572468514
2023-12-01,115.98735955259254
2023-12-04,116.00139793820239
2023-12-05,113.1625125596496
2023-12-06,112.79726040970313
2023-12-07,109.97260427748463
2023-12-08,108.9842547934011
2023-12-11,108.77882079384204
2023-12-12,107.52860113974596
2023-12-13,106.5667229417091
2023-12-14,107.9029312523214
2023-12-15,108.62758839972119
2023-12-18,109.76962941753719
2023-12-19,109.71784857386105
2023-12-20,111.12297093467969
2023-12-21,111.13640175370763
2023-12-22,110.48648751551724
2023-12-25,111.00033670889403
2023-12-26,111.84925717981909
2023-12-27,110.68813199195627
2023-12-28,112.15338068421428
2023-12-29,111.93745151962304
2024-01-01,113.8967090483783
2024-01-02,114.10743802577858
2024-01-03,113.42729464738339
2024-01-04,112.35775160444877
2024-01-05,110.96217145881242
2024-01-08,112.94839616555494
2024-01-09,111.5670160837908
2024-01-10,112.53347077973099
2024-01-11,111.72180185048693
2024-01-12,113.62827903454877
2024-01-15,113.43790581269053
2024-01-16,115.03361626734008
2024-01-17,115.42895789764572
2024-01-18,114.77957940865033
2024-01-19,114.1907019777487
2024-01-22,115.17625999212558
2024-01-23,116.76984656215123
2024-01-24,116.6637326806794
2024-01-25,116.80322503488117
2024-01-26,114.19945904429898
2024-01-29,114.06719816889049
2024-01-30,112.04851738309982
2024-01-31,114.00341994471788
2024-02-01,113.01178257047386
2024-02-02,112.08072807226266
2024-02-05,112.07720167766213
2024-02-06,112.28347563855743
2024-02-07,113.75538333361813
2024-02-08,114.44172460832331
2024-02-09,115.09878698264286
2024-02-12,115.77359603316653
2024-02-13,118.22723716345602
2024-02-14,119.81022933671844
2024-02-15,119.54668881336366
2024-02-16,121.25615177419998
2024-02-19,120.26597594525292
2024-02-20,118.97429934756939
2024-02-21,118.46318420086916
2024-02-22,121.20902823276592
2024-02-23,120.82275798038692
2024-02-26,123.06713534296101
2024-02-27,124.4305623783268
2024-02-28,124.38891832155447
2024-02-29,126.15829065858189
2024-03-01,124.39102018728157
2024-03-04,128.66342011025992
2024-03-05,124.87044556826221
2024-03-06,122.18050284577868
2024-03-07,121.14139582009871
2024-03-08,122.0428040747221
2024-03-11,121.28043611953365
2024-03-12,119.6042471794946
2024-03-13,120.41108890125986
2024-03-14,121.37545414745748
2024-03-15,121.10567169404456
2024-03-18,119.05482663328071
2024-03-19,117.5852744023961
2024-03-20,119.24187686232366
2024-03-21,119.79718454596944
2024-03-22,119.51352462083918
2024-03-25,120.05935156805332
2024-03-26,120.17841854711307
2024-03-27,120.42503907727844
2024-03-28,119.54207369964789
2024-03-29,119.69786605382255
2024-04-01,118.61250887111284
2024-04-02,118.49361565251219
2024-04-03,119.47586506278178
2024-04-04,117.90946675602913
2024-04-05,116.60641668542462
2024-04-08,116.7027963335044
2024-04-09,116.35730937828485
2024-04-10,115.50014645095949
2024-04-11,115.88715765993977
2024-04-12,116.59572300798922
2024-04-15,120.21753104751511
2024-04-16,121.41512223596816
2024-04-17,119.59141146913936
2024-04-18,119.17323731123632
2024-04-19,117.58864522111942
2024-04-22,117.61241157477762
2024-04-23,116.55775349232438
2024-04-24,115.79407577079377
2024-04-25,114.35231437962328
2024-04-26,113.47867391794462
2024-04-29,114.74228428285187
2024-04-30,114.35869831501736
2024-05-01,113.56229721296005
2024-05-02,115.0508146082269
2024-05-03,115.80987288215287
2024-05-06,116.75618943181712
2024-05-07,118.71029197480753
2024-05-08,117.92609383698012
2024-05-09,118.28828102313223
2024-05-10,114.45908822471445
2024-05-13,115.23203588617923
2024-05-14,114.32286209712106
2024-05-15,113.79173459413816
2024-05-16,112.8488936751495
2024-05-17,111.73318691413678
2024-05-20,112.04541998471798
2024-05-21,112.00298852459282
2024-05-22,109.45185837320301
2024-05-23,109.14915487341845
2024-05-24,106.75454349500806
2024-05-27,107.00920331654171
2024-05-28,108.65090843757999
2024-05-29,106.4580947173819
2024-05-30,105.75335205305471
2024-05-31,103.04738590465668
2024-06-03,101.60314905413492
2024-06-04,99.43559429457929
2024-06-05,97.60636846660672
2024-06-06,99.1672250628455
2024-06-07,101.09162467264629
2024-06-10,101.69186699723211
2024-06-11,101.48851933704921
2024-06-12,100.15497115157821
2024-06-13,99.50437767267859
2024-06-14,98.10379276885935
2024-06-17,99.85710218097422
2024-06-18,99.81756973151283
2024-06-19,101.76740083247697
2024-06-20,102.90159711162002
2024-06-21,102.4612150944566
2024-06-24,103.3779140966142
2024-06-25,104.20516464752845
2024-06-26,107.50729936424123
2024-06-27,107.68589201863304
2024-06-28,107.10074701795848
2024-07-01,106.5513766321194
2024-07-02,107.49257354321684
2024-07-03,108.63683968238497
2024-07-04,108.34503896967385
2024-07-05,105.80688009282046
2024-07-08,108.25248767924727
2024-07-09,109.39588106226662
2024-07-10,110.16489432873529
2024-07-11,110.04582473123673
2024-07-12,110.09695140435592
2024-07-15,111.55324797729347
2024-07-16,110.49176017264011
2024-07-17,111.29101513751296
2024-07-18,110.43679986705537
2024-07-19,111.04024254800329
2024-07-22,112.38329730710643
2024-07-23,111.03326761618769
2024-07-24,112.73198641702929
2024-07-25,111.67768341853757
2024-07-26,110.00695878955369
2024-07-29,111.01296207875508
2024-07-30,110.70014998173676
2024-07-31,110.37374114620128
2024-08-01,109.73268496725372
2024-08-02,109.74877250595894
2024-08-05,112.92847531316367
2024-08-06,115.3959909092775
2024-08-07,114.7163089808079
2024-08-08,116.68539719502795
2024-08-09,118.35196442734058
2024-08-12,116.20903445789583
2024-08-13,116.27149535452432
2024-08-14,116.81248299541195
2024-08-15,115.566303504093
2024-08-16,116.28135269768948
2024-08-19,114.97644788938052
2024-08-20,116.09103305588889
2024-08-21,113.90744731810662
2024-08-22,111.80619282235156
2024-08-23,111.9546112055123
2024-08-26,111.66164595912488
2024-08-27,112.85753300480633
2024-08-28,111.4391668900414
2024-08-29,112.88520207840553
2024-08-30,112.54303377751809
2024-09-02,112.69116771863166
2024-09-03,108.54655302760581
2024-09-04,108.13636729088525
2024-09-05,107.33415618683509
2024-09-06,108.54447836768935
2024-09-09,109.13975575563705
2024-09-10,108.42201312979469
2024-09-11,110.05282000200208
2024-09-12,112.75812069282051
2024-09-13,114.11329109014154
2024-09-16,115.00359233299274
2024-09-17,113.92663354751176
2024-09-18,113.49451399259623
2024-09-19,111.36587612978528
2024-09-20,113.77181704610764
2024-09-23,113.1307065935082
2024-09-24,111.32854998152293
2024-09-25,112.24093316109264
2024-09-26,109.42562834185492
2024-09-27,111.26784013157317
2024-09-30,108.36253035444648
2024-10-01,107.55677144526807
2024-10-02,106.49700456596452
2024-10-03,108.46513330802685
2024-10-04,108.64047844014443
2024-10-07,107.66024838850967
2024-10-08,107.02405364071093
2024-10-09,105.86661408158828
2024-10-10,106.75197509746243
2024-10-11,104.12105614990585
2024-10-14,101.80501134700113
2024-10-15,102.44438564800133
2024-10-16,106.04289534882932
2024-10-17,106.87591273406969
2024-10-18,108.78673880207752
2024-10-21,109.97650803089087
2024-10-22,111.22530410019971
2024-10-23,112.20608319870107
2024-10-24,112.27165792938511
2024-10-25,111.02334458518146
2024-10-28,111.21854949168122
2024-10-29,111.1124048887431
2024-10-30,113.2287659285774
2024-10-31,109.67188598858364
2024-11-01,108.69897734531983
2024-11-04,109.64665561924714
2024-11-05,111.75493930136373
2024-11-06,111.38686369485085
2024-11-07,114.91942983942687
2024-11-08,114.9967503037256
2024-11-11,115.53366412160958
2024-11-12,115.61277517178058
2024-11-13,114.1636866848424
2024-11-14,114.83830393010275
2024-11-15,115.31955630762556
2024-11-18,114.24616110759642
2024-11-19,112.77095956215648
2024-11-20,111.4114515058508
2024-11-21,109.54518572790994
2024-11-22,108.68608465310776
2024-11-25,107.95106480389917
2024-11-26,108.71967460323772
2024-11-27,111.44808277965275
2024-11-28,107.12559753574978
2024-11-29,107.42389055111721
2024-12-02,108.40596240504681
2024-12-03,107.89350801215201
2024-12-04,107.11354699775575
2024-12-05,106.12797972484265
2024-12-06,104.37618051956103
2024-12-09,103.48287601995743
2024-12-10,102.39669071142583
2024-12-11,101.73368702727154
2024-12-12,100.37577907885007
2024-12-13,101.28999784862953
2024-12-16,100.81614402539618
2024-12-17,101.92418765281752
2024-12-18,100.76017415297271
2024-12-19,99.32587190855547
2024-12-20,101.18153810532161
2024-12-23,99.81272691215989
2024-12-24,101.66619922184643
2024-12-25,105.51265957834713
2024-12-26,106.52721382902486
2024-12-27,107.49770042663307
2024-12-30,107.42277622670264
2024-12-31,105.46834789935397
2025-01-01,106.4752766695515
2025-01-02,107.69899954513092
2025-01-03,105.37508027471007
2025-01-06,105.74052535321272
2025-01-07,105.22833834879168
2025-01-08,104.77734253094697
2025-01-09,104.03466440597808
2025-01-10,105.18827308022847
2025-01-13,107.41935157879334
2025-01-14,107.42481423371417
2025-01-15,105.15606988584332
2025-01-16,104.50555839121888
