Date,VIG
2021-12-30,158.5034942626953
2021-12-31,158.68829345703125
2022-01-03,158.1708221435547
2022-01-04,159.11331176757812
2022-01-05,157.46865844726562
2022-01-06,156.96969604492188
2022-01-07,156.1843719482422
2022-01-10,155.241943359375
2022-01-11,155.8794708251953
2022-01-12,156.1751251220703
2022-01-13,155.05714416503906
2022-01-14,154.09625244140625
2022-01-18,151.74940490722656
2022-01-19,150.80699157714844
2022-01-20,149.16236877441406
2022-01-21,147.6378173828125
2022-01-24,148.51560974121094
2022-01-25,146.84320068359375
2022-01-26,146.34426879882812
2022-01-27,145.83612060546875
2022-01-28,148.56175231933594
2022-01-31,150.27105712890625
2022-02-01,151.07492065429688
2022-02-02,152.69180297851562
2022-02-03,150.66836547851562
2022-02-04,150.003173828125
2022-02-07,149.4302978515625
2022-02-08,150.69610595703125
2022-02-09,152.49781799316406
2022-02-10,149.753662109375
2022-02-11,147.36990356445312
2022-02-14,146.72311401367188
2022-02-15,148.6541748046875
2022-02-16,148.94985961914062
2022-02-17,146.65846252441406
2022-02-18,146.2334442138672
2022-02-22,144.745849609375
2022-02-23,142.6208038330078
2022-02-24,143.2768096923828
2022-02-25,146.97259521484375
2022-02-28,146.05787658691406
2022-03-01,143.9328155517578
2022-03-02,146.5568389892578
2022-03-03,146.8247833251953
2022-03-04,146.5013427734375
2022-03-07,142.9903564453125
2022-03-08,140.9853973388672
2022-03-09,143.84039306640625
2022-03-10,143.10125732421875
2022-03-11,141.77076721191406
2022-03-14,142.01097106933594
2022-03-15,145.14315795898438
2022-03-16,147.12965393066406
2022-03-17,148.45091247558594
2022-03-18,149.4302978515625
2022-03-21,149.06285095214844
2022-03-22,150.08355712890625
2022-03-23,147.8843536376953
2022-03-24,149.5639190673828
2022-03-25,150.4269256591797
2022-03-28,151.2434844970703
2022-03-29,153.05294799804688
2022-03-30,152.42196655273438
2022-03-31,150.4733123779297
2022-04-01,150.97439575195312
2022-04-04,151.20631408691406
2022-04-05,150.25987243652344
2022-04-06,149.87014770507812
2022-04-07,150.75167846679688
2022-04-08,150.79806518554688
2022-04-11,148.98861694335938
2022-04-12,148.3112030029297
2022-04-13,149.4062042236328
2022-04-14,148.3112030029297
2022-04-18,147.83798217773438
2022-04-19,150.28768920898438
2022-04-20,151.7167205810547
2022-04-21,150.20419311523438
2022-04-22,146.1305694580078
2022-04-25,147.1049041748047
2022-04-26,143.87571716308594
2022-04-27,144.80364990234375
2022-04-28,147.51321411132812
2022-04-29,142.77145385742188
2022-05-02,142.94775390625
2022-05-03,143.1426239013672
2022-05-04,147.11416625976562
2022-05-05,142.76217651367188
2022-05-06,141.95489501953125
2022-05-09,139.36599731445312
2022-05-10,139.00405883789062
2022-05-11,137.5100860595703
2022-05-12,137.6678466796875
2022-05-13,139.80210876464844
2022-05-16,139.64434814453125
2022-05-17,141.8157196044922
2022-05-18,136.07180786132812
2022-05-19,134.74488830566406
2022-05-20,135.29232788085938
2022-05-23,137.61219787597656
2022-05-24,137.9183807373047
2022-05-25,138.60507202148438
2022-05-26,140.99913024902344
2022-05-27,143.64373779296875
2022-05-31,142.66937255859375
2022-06-01,141.08262634277344
2022-06-02,143.45814514160156
2022-06-03,141.85279846191406
2022-06-06,142.08482360839844
2022-06-07,143.23544311523438
2022-06-08,141.3610076904297
2022-06-09,138.82778930664062
2022-06-10,135.57073974609375
2022-06-13,131.7754669189453
2022-06-14,130.87538146972656
2022-06-15,132.14666748046875
2022-06-16,128.6576385498047
2022-06-17,128.64833068847656
2022-06-21,131.46949768066406
2022-06-22,131.60003662109375
2022-06-23,132.8963623046875
2022-06-24,136.5988311767578
2022-06-27,136.31903076171875
2022-06-28,133.9781951904297
2022-06-29,134.15538024902344
2022-06-30,133.80099487304688
2022-07-01,135.07867431640625
2022-07-05,134.4071807861328
2022-07-06,135.0973358154297
2022-07-07,136.18846130371094
2022-07-08,136.0392608642578
2022-07-11,135.33050537109375
2022-07-12,134.24867248535156
2022-07-13,133.65182495117188
2022-07-14,133.33473205566406
2022-07-15,135.72218322753906
2022-07-18,134.41653442382812
2022-07-19,137.59669494628906
2022-07-20,137.68064880371094
2022-07-21,138.88372802734375
2022-07-22,138.65988159179688
2022-07-25,138.948974609375
2022-07-26,137.94178771972656
2022-07-27,140.11474609375
2022-07-28,142.06390380859375
2022-07-29,142.89395141601562
2022-08-01,142.7633514404297
2022-08-02,141.6162567138672
2022-08-03,143.29489135742188
2022-08-04,143.31358337402344
2022-08-05,143.54672241210938
2022-08-08,143.4161834716797
2022-08-09,142.8379669189453
2022-08-10,145.25340270996094
2022-08-11,145.21612548828125
2022-08-12,147.30514526367188
2022-08-15,148.0698699951172
2022-08-16,148.89990234375
2022-08-17,147.94863891601562
2022-08-18,148.4242706298828
2022-08-19,147.0626678466797
2022-08-22,144.4047393798828
2022-08-23,143.47210693359375
2022-08-24,143.66796875
2022-08-25,145.4212646484375
2022-08-26,140.94476318359375
2022-08-29,140.18003845214844
2022-08-30,138.9210205078125
2022-08-31,137.9604034423828
2022-09-01,138.73448181152344
2022-09-02,137.19569396972656
2022-09-06,137.05580139160156
2022-09-07,139.54583740234375
2022-09-08,140.4971160888672
2022-09-09,142.02659606933594
2022-09-12,142.97781372070312
2022-09-13,137.6992950439453
2022-09-14,137.62469482421875
2022-09-15,136.44960021972656
2022-09-16,135.86207580566406
2022-09-19,136.82269287109375
2022-09-20,135.1544647216797
2022-09-21,133.10198974609375
2022-09-22,132.0242156982422
2022-09-23,130.3184814453125
2022-09-26,129.1657257080078
2022-09-27,128.27540588378906
2022-09-28,130.4684600830078
2022-09-29,128.49093627929688
2022-09-30,126.6727523803711
2022-10-03,129.88734436035156
2022-10-04,133.3363037109375
2022-10-05,133.13951110839844
2022-10-06,131.41500854492188
2022-10-07,128.4815673828125
2022-10-10,127.78801727294922
2022-10-11,127.41316986083984
2022-10-12,126.82270050048828
2022-10-13,129.99044799804688
2022-10-14,127.72244262695312
2022-10-17,130.54339599609375
2022-10-18,132.16482543945312
2022-10-19,131.02139282226562
2022-10-20,129.50311279296875
2022-10-21,132.65216064453125
2022-10-24,134.4328155517578
2022-10-25,136.1104278564453
2022-10-26,136.61651611328125
2022-10-27,136.803955078125
2022-10-28,139.97171020507812
2022-10-31,139.2875213623047
2022-11-01,138.98765563964844
2022-11-02,136.20416259765625
2022-11-03,135.19195556640625
2022-11-04,137.2257080078125
2022-11-07,138.78146362304688
2022-11-08,139.6343231201172
2022-11-09,137.5349884033203
2022-11-10,143.6830291748047
2022-11-11,143.6549072265625
2022-11-14,142.64276123046875
2022-11-15,143.49563598632812
2022-11-16,143.27064514160156
2022-11-17,143.02700805664062
2022-11-18,144.24537658691406
2022-11-21,144.40467834472656
2022-11-22,146.15724182128906
2022-11-23,146.91641235351562
2022-11-25,147.30067443847656
2022-11-28,145.36062622070312
2022-11-29,145.04196166992188
2022-11-30,148.68771362304688
2022-12-01,148.74398803710938
2022-12-02,148.74398803710938
2022-12-05,146.32598876953125
2022-12-06,144.95765686035156
2022-12-07,144.99513244628906
2022-12-08,146.1853790283203
2022-12-09,145.15447998046875
2022-12-12,147.38504028320312
2022-12-13,148.0410919189453
2022-12-14,147.31002807617188
2022-12-15,143.96420288085938
2022-12-16,142.50216674804688
2022-12-19,141.69618225097656
2022-12-20,141.84603881835938
2022-12-21,143.83497619628906
2022-12-22,142.5530242919922
2022-12-23,143.30712890625
2022-12-27,143.5144805908203
2022-12-28,142.03457641601562
2022-12-29,143.81614685058594
2022-12-30,143.13746643066406
2023-01-03,143.07144165039062
2023-01-04,143.98583984375
2023-01-05,142.09112548828125
2023-01-06,145.61654663085938
2023-01-09,145.18295288085938
2023-01-10,145.83334350585938
2023-01-11,147.20016479492188
2023-01-12,147.3415069580078
2023-01-13,147.6714630126953
2023-01-17,146.78543090820312
2023-01-18,144.2214813232422
2023-01-19,142.7415771484375
2023-01-20,144.683349609375
2023-01-23,145.85218811035156
2023-01-24,146.03131103515625
2023-01-25,145.9558868408203
2023-01-26,146.54031372070312
2023-01-27,146.38949584960938
2023-01-30,145.28663635253906
2023-01-31,147.29443359375
2023-02-01,148.5103759765625
2023-02-02,149.2456512451172
2023-02-03,148.00137329101562
2023-02-06,147.42637634277344
2023-02-07,148.40670776367188
2023-02-08,147.18128967285156
2023-02-09,145.76736450195312
2023-02-10,146.48374938964844
2023-02-13,148.1522216796875
2023-02-14,147.51124572753906
2023-02-15,148.03909301757812
2023-02-16,146.73825073242188
2023-02-17,147.07760620117188
2023-02-21,144.1931610107422
2023-02-22,143.98583984375
2023-02-23,144.34402465820312
2023-02-24,143.4485321044922
2023-02-27,143.74072265625
2023-02-28,143.25997924804688
2023-03-01,142.6190185546875
2023-03-02,143.6370391845703
2023-03-03,145.28663635253906
2023-03-06,145.32431030273438
2023-03-07,143.1563262939453
2023-03-08,143.20339965820312
2023-03-09,140.91287231445312
2023-03-10,139.20669555664062
2023-03-13,138.79196166992188
2023-03-14,140.56405639648438
2023-03-15,139.55548095703125
2023-03-16,141.30874633789062
2023-03-17,139.75341796875
2023-03-20,141.2239227294922
2023-03-21,142.4964599609375
2023-03-22,140.22471618652344
2023-03-23,140.2907257080078
2023-03-24,141.37925720214844
2023-03-27,142.0140380859375
2023-03-28,141.8245391845703
2023-03-29,143.3877410888672
2023-03-30,144.079345703125
2023-03-31,145.90780639648438
2023-04-03,146.89309692382812
2023-04-04,145.88888549804688
2023-04-05,146.17306518554688
2023-04-06,146.3246612548828
2023-04-10,146.5236053466797
2023-04-11,146.8836212158203
2023-04-12,146.4951934814453
2023-04-13,147.99208068847656
2023-04-14,147.6699676513672
2023-04-17,148.2194366455078
2023-04-18,148.456298828125
2023-04-19,148.37107849121094
2023-04-20,148.23838806152344
2023-04-21,148.30470275878906
2023-04-24,148.6363067626953
2023-04-25,146.83627319335938
2023-04-26,145.585693359375
2023-04-27,147.97311401367188
2023-04-28,149.280517578125
2023-05-01,149.39422607421875
2023-05-02,148.02999877929688
2023-05-03,146.9309844970703
2023-05-04,145.8035888671875
2023-05-05,148.06784057617188
2023-05-08,147.85943603515625
2023-05-09,147.3289031982422
2023-05-10,147.5089111328125
2023-05-11,147.04470825195312
2023-05-12,147.1488800048828
2023-05-15,147.35731506347656
2023-05-16,145.9835968017578
2023-05-17,147.41416931152344
2023-05-18,148.3236846923828
2023-05-19,148.18154907226562
2023-05-22,147.48995971679688
2023-05-23,145.97412109375
2023-05-24,144.7046356201172
2023-05-25,144.903564453125
2023-05-26,146.3341522216797
2023-05-30,145.90780639648438
2023-05-31,145.18780517578125
2023-06-01,146.3720245361328
2023-06-02,148.996337890625
2023-06-05,148.4752655029297
2023-06-06,148.48471069335938
2023-06-07,148.66468811035156
2023-06-08,149.2426300048828
2023-06-09,149.31842041015625
2023-06-12,150.3415985107422
2023-06-13,151.09002685546875
2023-06-14,151.07110595703125
2023-06-15,153.10800170898438
2023-06-16,152.7669219970703
2023-06-20,151.6869354248047
2023-06-21,151.6111297607422
2023-06-22,151.76268005371094
2023-06-23,150.6352996826172
2023-06-26,150.786865234375
2023-06-27,152.2742919921875
2023-06-28,151.86691284179688
2023-06-29,153.0692596435547
2023-06-30,154.63050842285156
2023-07-03,154.62098693847656
2023-07-05,153.7927703857422
2023-07-06,152.63134765625
2023-07-07,151.76504516601562
2023-07-10,152.85028076171875
2023-07-11,153.7071075439453
2023-07-12,154.4115447998047
2023-07-13,154.83041381835938
2023-07-14,154.98272705078125
2023-07-17,155.56344604492188
2023-07-18,156.32504272460938
2023-07-19,156.67726135253906
2023-07-20,157.35317993164062
2023-07-21,157.8481903076172
2023-07-24,158.53363037109375
2023-07-25,158.93344116210938
2023-07-26,158.70497131347656
2023-07-27,157.4483642578125
2023-07-28,158.14328002929688
2023-07-31,158.26705932617188
2023-08-01,158.248046875
2023-08-02,157.0199737548828
2023-08-03,156.53445434570312
2023-08-04,155.2493133544922
2023-08-07,156.6011199951172
2023-08-08,155.59202575683594
2023-08-09,155.0684051513672
2023-08-10,155.0684051513672
2023-08-11,155.4111328125
2023-08-14,155.8300018310547
2023-08-15,154.1830596923828
2023-08-16,153.44053649902344
2023-08-17,152.4695281982422
2023-08-18,152.73605346679688
2023-08-21,152.72654724121094
2023-08-22,152.30767822265625
2023-08-23,153.42147827148438
2023-08-24,151.98399353027344
2023-08-25,153.1644287109375
2023-08-28,153.88796997070312
2023-08-29,155.46823120117188
2023-08-30,155.90615844726562
2023-08-31,155.26834106445312
2023-09-01,155.64913940429688
2023-09-05,154.39251708984375
2023-09-06,153.76422119140625
2023-09-07,153.46908569335938
2023-09-08,153.6499481201172
2023-09-11,154.24021911621094
2023-09-12,153.5833282470703
2023-09-13,153.67852783203125
2023-09-14,154.98272705078125
2023-09-15,153.49765014648438
2023-09-18,153.8022918701172
2023-09-19,153.46908569335938
2023-09-20,152.68846130371094
2023-09-21,150.72738647460938
2023-09-22,150.5369873046875
2023-09-25,150.93682861328125
2023-09-26,148.76629638671875
2023-09-27,148.6425323486328
2023-09-28,149.34188842773438
2023-09-29,148.65306091308594
2023-10-02,148.19384765625
2023-10-03,146.77792358398438
2023-10-04,147.47628784179688
2023-10-05,147.06494140625
2023-10-06,148.29910278320312
2023-10-09,149.24623107910156
2023-10-10,149.9446258544922
2023-10-11,149.86807250976562
2023-10-12,149.0835723876953
2023-10-13,149.18882751464844
2023-10-16,150.52821350097656
2023-10-17,150.7291259765625
2023-10-18,149.4088592529297
2023-10-19,148.1651153564453
2023-10-20,146.75875854492188
2023-10-23,146.05081176757812
2023-10-24,146.92141723632812
2023-10-25,146.4335174560547
2023-10-26,144.98887634277344
2023-10-27,143.65904235839844
2023-10-30,145.32374572753906
2023-10-31,146.4717559814453
2023-11-01,147.18931579589844
2023-11-02,149.81068420410156
2023-11-03,150.91090393066406
2023-11-06,151.0543975830078
2023-11-07,151.07351684570312
2023-11-08,151.15965270996094
2023-11-09,150.11683654785156
2023-11-10,152.1737518310547
2023-11-13,152.03024291992188
2023-11-14,154.5368194580078
2023-11-15,155.04383850097656
2023-11-16,155.005615234375
2023-11-17,155.1490936279297
2023-11-20,155.87615966796875
2023-11-21,155.8666534423828
2023-11-22,156.5458984375
2023-11-24,156.909423828125
2023-11-27,156.44065856933594
2023-11-28,156.3162841796875
2023-11-29,156.13449096679688
2023-11-30,157.40692138671875
2023-12-01,158.59326171875
2023-12-04,158.4306182861328
2023-12-05,157.8374481201172
2023-12-06,157.53131103515625
2023-12-07,157.93310546875
2023-12-08,158.28709411621094
2023-12-11,159.7699737548828
2023-12-12,160.42054748535156
2023-12-13,162.5827178955078
2023-12-14,162.802734375
2023-12-15,162.41049194335938
2023-12-18,163.01324462890625
2023-12-19,163.74989318847656
2023-12-20,161.3772430419922
2023-12-21,162.70086669921875
2023-12-22,163.06642150878906
2023-12-26,163.71092224121094
2023-12-27,163.90330505371094
2023-12-28,164.09567260742188
2023-12-29,163.9128875732422
2024-01-02,163.59548950195312
2024-01-03,162.23915100097656
2024-01-04,162.08523559570312
2024-01-05,162.05638122558594
2024-01-08,163.50889587402344
2024-01-09,163.00869750976562
2024-01-10,163.7589874267578
2024-01-11,163.6531982421875
2024-01-12,163.98985290527344
2024-01-16,163.306884765625
2024-01-17,162.77786254882812
2024-01-18,164.03794860839844
2024-01-19,165.43275451660156
2024-01-22,165.95217895507812
2024-01-23,166.2888641357422
2024-01-24,165.7982940673828
2024-01-25,166.56784057617188
2024-01-26,166.47166442871094
2024-01-29,167.35659790039062
2024-01-30,167.74139404296875
2024-01-31,165.92335510253906
2024-02-01,167.65481567382812
2024-02-02,167.72213745117188
2024-02-05,166.66403198242188
2024-02-06,167.4143524169922
2024-02-07,168.60711669921875
2024-02-08,168.53018188476562
2024-02-09,169.00152587890625
2024-02-12,169.13621520996094
2024-02-13,167.01995849609375
2024-02-14,167.9915008544922
2024-02-15,169.37667846679688
2024-02-16,168.7995147705078
2024-02-20,168.60711669921875
2024-02-21,169.2901153564453
2024-02-22,171.47366333007812
2024-02-23,171.96426391601562
2024-02-26,171.44480895996094
2024-02-27,171.4640655517578
2024-02-28,171.53138732910156
2024-02-29,171.589111328125
2024-03-01,172.4933319091797
2024-03-04,172.38751220703125
2024-03-05,170.9638671875
2024-03-06,171.96426391601562
2024-03-07,172.88772583007812
2024-03-08,172.05081176757812
2024-03-11,172.53179931640625
2024-03-12,173.65725708007812
2024-03-13,173.5129852294922
2024-03-14,173.14743041992188
2024-03-15,172.34902954101562
2024-03-18,172.6857452392578
2024-03-19,173.772705078125
2024-03-20,175.07131958007812
2024-03-21,176.0139923095703
2024-03-22,175.0953369140625
2024-03-25,174.09072875976562
2024-03-26,173.9747772216797
2024-03-27,176.16758728027344
2024-03-28,176.3994140625
2024-04-01,175.35617065429688
2024-04-02,174.05206298828125
2024-04-03,173.8395538330078
2024-04-04,172.00416564941406
2024-04-05,173.2696075439453
2024-04-08,173.34689331054688
2024-04-09,173.6270294189453
2024-04-10,171.54049682617188
2024-04-11,171.8013153076172
2024-04-12,169.62783813476562
2024-04-15,168.4493408203125
2024-04-16,168.06292724609375
2024-04-17,167.43502807617188
2024-04-18,167.72482299804688
2024-04-19,168.2174835205078
2024-04-22,169.53125
2024-04-23,170.58416748046875
2024-04-24,170.89329528808594
2024-04-25,170.5455322265625
2024-04-26,170.71939086914062
2024-04-29,171.17340087890625
2024-04-30,169.11587524414062
2024-05-01,168.4106903076172
2024-05-02,169.26075744628906
2024-05-03,170.92227172851562
2024-05-06,171.98484802246094
2024-05-07,172.7383270263672
2024-05-08,173.04742431640625
2024-05-09,174.3321990966797
2024-05-10,174.97940063476562
2024-05-13,174.8055419921875
2024-05-14,175.48171997070312
2024-05-15,177.3654327392578
2024-05-16,177.38473510742188
2024-05-17,177.80014038085938
2024-05-20,177.2784881591797
2024-05-21,177.4716796875
2024-05-22,177.2398223876953
2024-05-23,175.1146697998047
2024-05-24,175.443115234375
2024-05-28,174.148681640625
2024-05-29,172.43887329101562
2024-05-30,172.57411193847656
2024-05-31,174.74757385253906
2024-06-03,174.0037841796875
2024-06-04,174.235595703125
2024-06-05,175.3657989501953
2024-06-06,175.33682250976562
2024-06-07,175.1436004638672
2024-06-10,175.55902099609375
2024-06-11,175.39480590820312
2024-06-12,176.22552490234375
2024-06-13,176.9983367919922
2024-06-14,176.61196899414062
2024-06-17,178.40869140625
2024-06-18,178.81439208984375
2024-06-20,178.81439208984375
2024-06-21,178.48597717285156
2024-06-24,178.98825073242188
2024-06-25,177.82908630371094
2024-06-26,177.51031494140625
2024-06-27,177.4427032470703
2024-06-28,177.208740234375
2024-07-01,176.8204345703125
2024-07-02,177.90771484375
2024-07-03,178.10182189941406
2024-07-05,178.6066131591797
2024-07-08,178.72311401367188
2024-07-09,178.29598999023438
2024-07-10,179.897705078125
2024-07-11,180.33453369140625
2024-07-12,181.6838836669922
2024-07-15,182.32455444335938
2024-07-16,184.8776092529297
2024-07-17,184.58636474609375
2024-07-18,183.033203125
2024-07-19,181.8974151611328
2024-07-22,183.09144592285156
2024-07-23,182.76138305664062
2024-07-24,180.48983764648438
2024-07-25,180.6645965576172
2024-07-26,182.8875732421875
2024-07-29,182.8487548828125
2024-07-30,182.7419891357422
2024-07-31,184.2368927001953
2024-08-01,182.4507598876953
2024-08-02,180.98492431640625
2024-08-05,176.4515838623047
2024-08-06,177.67471313476562
2024-08-07,176.80105590820312
2024-08-08,179.9268035888672
2024-08-09,180.26657104492188
2024-08-12,179.76177978515625
2024-08-13,181.86831665039062
2024-08-14,182.64488220214844
2024-08-15,185.06202697753906
2024-08-16,185.38238525390625
2024-08-19,186.32400512695312
2024-08-20,186.08132934570312
2024-08-21,186.9938201904297
2024-08-22,186.37255859375
2024-08-23,187.9063262939453
2024-08-26,188.00338745117188
2024-08-27,188.49847412109375
2024-08-28,187.86746215820312
2024-08-29,188.770263671875
2024-08-30,190.35256958007812
2024-09-03,187.93545532226562
2024-09-04,188.1392822265625
2024-09-05,186.8773193359375
2024-09-06,184.8484649658203
2024-09-09,186.89671325683594
2024-09-10,187.31417846679688
2024-09-11,187.64419555664062
2024-09-12,188.86734008789062
2024-09-13,190.08078002929688
2024-09-16,191.0612335205078
2024-09-17,190.67291259765625
2024-09-18,190.07106018066406
2024-09-19,192.0513916015625
2024-09-20,191.78927612304688
2024-09-23,192.4493865966797
2024-09-24,192.2163848876953
2024-09-25,191.3039093017578
2024-09-26,192.3231658935547
2024-09-27,192.31829833984375
2024-09-30,193.0786895751953
2024-10-01,191.9868621826172
2024-10-02,191.99661254882812
2024-10-03,191.1485137939453
2024-10-04,192.25982666015625
2024-10-07,190.5635986328125
2024-10-08,191.86988830566406
2024-10-09,193.9268341064453
2024-10-10,193.1664276123047
2024-10-11,194.72618103027344
2024-10-14,196.25672912597656
2024-10-15,195.08689880371094
2024-10-16,196.03248596191406
2024-10-17,196.042236328125
2024-10-18,196.4517059326172
2024-10-21,194.9601593017578
2024-10-22,194.6189727783203
2024-10-23,193.49789428710938
2024-10-24,192.94223022460938
2024-10-25,191.93812561035156
2024-10-28,192.72776794433594
2024-10-29,192.38656616210938
2024-10-30,192.03562927246094
2024-10-31,189.30604553222656
2024-11-01,190.1151580810547
2024-11-04,189.8324432373047
2024-11-05,191.5774383544922
2024-11-06,196.2957000732422
2024-11-07,196.67587280273438
2024-11-08,197.96270751953125
2024-11-11,197.67999267578125
2024-11-12,196.51991271972656
2024-11-13,196.53941345214844
2024-11-14,195.1843719482422
2024-11-15,193.69287109375
2024-11-18,194.4532470703125
2024-11-19,193.64410400390625
2024-11-20,193.74159240722656
2024-11-21,195.94476318359375
2024-11-22,197.3680419921875
2024-11-25,198.82054138183594
2024-11-26,199.09352111816406
2024-11-27,198.75233459472656
2024-11-29,199.53219604492188
2024-12-02,199.27874755859375
2024-12-03,198.7328338623047
2024-12-04,198.39161682128906
2024-12-05,197.78721618652344
2024-12-06,197.79698181152344
2024-12-09,197.06582641601562
2024-12-10,196.07150268554688
2024-12-11,196.03248596191406
2024-12-12,195.44760131835938
2024-12-13,196.96836853027344
2024-12-16,197.37779235839844
2024-12-17,196.1592254638672
2024-12-18,191.10951232910156
2024-12-19,190.54409790039062
2024-12-20,192.34756469726562
2024-12-23,193.01927185058594
2024-12-24,194.99728393554688
2024-12-26,195.52603149414062
2024-12-27,194.14537048339844
2024-12-30,191.7267608642578
2024-12-31,191.75611877441406
2025-01-02,190.835693359375
2025-01-03,192.0890350341797
2025-01-06,191.81488037109375
