,VOO
2021-10-26,117.73061981237731
2021-10-27,119.40364000558736
2021-10-28,118.39846546454015
2021-10-29,117.4316994812453
2021-11-01,117.6442437270373
2021-11-02,118.359254864563
2021-11-03,117.03060786664477
2021-11-04,116.49252973962416
2021-11-05,116.91654962977798
2021-11-08,115.08328944440247
2021-11-09,113.7876344872525
2021-11-10,114.83250955255029
2021-11-11,113.60580461868236
2021-11-12,114.62504090867374
2021-11-15,114.87134684710227
2021-11-16,115.37254110066264
2021-11-17,115.61198986395729
2021-11-18,116.79633336592903
2021-11-19,116.8950140500433
2021-11-22,116.47832471123351
2021-11-23,115.28388073342842
2021-11-24,113.6215830643134
2021-11-25,112.83694871934249
2021-11-26,112.76457591003155
2021-11-29,112.71467773749337
2021-11-30,113.55865550840629
2021-12-01,113.28092917338573
2021-12-02,116.07449406236361
2021-12-03,116.34034183254818
2021-12-06,116.69161190882437
2021-12-07,117.52060599470053
2021-12-08,117.49218458838813
2021-12-09,117.34975441878552
2021-12-10,119.27785589760036
2021-12-13,118.79831920089725
2021-12-14,116.79464585113008
2021-12-15,115.1156604126449
2021-12-16,115.40956529665056
2021-12-17,113.8595308803779
2021-12-20,115.51604857515636
2021-12-21,115.92977943990634
2021-12-22,116.45431701431042
2021-12-23,115.46652852247026
2021-12-24,114.02328446834524
2021-12-27,114.39390883564602
2021-12-28,113.73879895553749
2021-12-29,114.07145884428344
2021-12-30,115.00030205182577
2021-12-31,114.03530794315655
2022-01-03,113.73841977192912
2022-01-04,113.54256922355019
2022-01-05,114.65605817944729
2022-01-06,114.79494156337013
2022-01-07,114.43221375868555
2022-01-10,113.98857211489354
2022-01-11,115.51676105968811
2022-01-12,114.59899851859096
2022-01-13,115.0454011644614
2022-01-14,115.73335740656714
2022-01-17,115.8484504535064
2022-01-18,114.43280584316695
2022-01-19,115.54077108341264
2022-01-20,115.55512756719959
2022-01-21,116.16073438339922
2022-01-24,118.14886024972971
2022-01-25,118.44375367479059
2022-01-26,119.92668303059932
2022-01-27,119.28896734683076
2022-01-28,119.98357154322738
2022-01-31,121.30244462887472
2022-02-01,121.16470717874425
2022-02-02,120.65145759433169
2022-02-03,122.08823396229648
2022-02-04,122.49023245997954
2022-02-07,123.86711947051448
2022-02-08,123.90083495513404
2022-02-09,122.165027875854
2022-02-10,121.74748841367911
2022-02-11,121.2409944895128
2022-02-14,122.2019193043391
2022-02-15,122.70465656254655
2022-02-16,121.96463753425488
2022-02-17,122.1386593294013
2022-02-18,122.72534257776688
2022-02-21,121.21134696294024
2022-02-22,122.09306917907577
2022-02-23,123.0389452415637
2022-02-24,124.71700167598063
2022-02-25,126.0595271477308
2022-02-28,125.79971331042543
2022-03-01,124.1554175170437
2022-03-02,123.93514966448026
2022-03-03,122.99338698249282
2022-03-04,121.72549075872683
2022-03-07,120.9997215873039
2022-03-08,121.13582132330174
2022-03-09,122.04300981794563
2022-03-10,121.32112499572753
2022-03-11,120.53433409414953
2022-03-14,120.96878112282667
2022-03-15,120.8913753004822
2022-03-16,121.18794866685714
2022-03-17,122.01959469395239
2022-03-18,123.45492013775485
2022-03-21,125.61416856958871
2022-03-22,125.49100759739014
2022-03-23,125.90822250700981
2022-03-24,124.8518393811852
2022-03-25,125.38978446051996
2022-03-28,126.12987227182877
2022-03-29,124.72152295770915
2022-03-30,124.71597326706876
2022-03-31,125.47603897014577
2022-04-01,126.21707427791915
2022-04-04,126.77001892777074
2022-04-05,126.88367529010252
2022-04-06,124.65442982924051
2022-04-07,126.26669807490049
2022-04-08,127.0190012351969
2022-04-11,128.05445960913445
2022-04-12,127.89400692543063
2022-04-13,127.94712404496775
2022-04-14,127.3808537658651
2022-04-15,127.05728924907626
2022-04-18,126.55033803607077
2022-04-19,126.79230824415345
2022-04-20,128.17122593199502
2022-04-21,128.63068938322496
2022-04-22,129.49357631834542
2022-04-25,130.43735619017662
2022-04-26,129.5379719515195
2022-04-27,128.16774108878832
2022-04-28,128.51510370654373
2022-04-29,128.57427065026562
2022-05-02,130.3298081651726
2022-05-03,129.81310805209552
2022-05-04,129.64616623406383
2022-05-05,129.74577189684862
2022-05-06,131.8856913695665
2022-05-09,130.67456850903048
2022-05-10,131.86502236481223
2022-05-11,131.73231375576873
2022-05-12,131.53301020612284
2022-05-13,130.3545590884344
2022-05-16,132.74834439643894
2022-05-17,135.13077749850237
2022-05-18,135.1197487232104
2022-05-19,134.1990273041717
2022-05-20,133.52749054283206
2022-05-23,135.06655746362227
2022-05-24,134.78266069118303
2022-05-25,135.31514389662692
2022-05-26,134.9796339344438
2022-05-27,132.88226391617948
2022-05-30,134.4005181886456
2022-05-31,136.5126014305867
2022-06-01,139.00599210688443
2022-06-02,140.76387761360138
2022-06-03,143.69850204057707
2022-06-06,142.2305894315253
2022-06-07,142.35772279238802
2022-06-08,143.40564114919877
2022-06-09,142.7807564610704
2022-06-10,144.99671556612935
2022-06-13,144.83947605251404
2022-06-14,145.8383136950354
2022-06-15,145.38049309324245
2022-06-16,142.02944145261176
2022-06-17,141.10845747477222
2022-06-20,140.56463959529748
2022-06-21,139.70945274919416
2022-06-22,139.63916480779352
2022-06-23,141.2734245953815
2022-06-24,142.16174801855814
2022-06-27,142.02912062554404
2022-06-28,140.99037229791233
2022-06-29,142.628117843975
2022-06-30,142.00281956448256
2022-07-01,142.64696794384682
2022-07-04,140.99895716892252
2022-07-05,140.3398221322395
2022-07-06,140.7553741723366
2022-07-07,138.330525307315
2022-07-08,140.55476074056315
2022-07-11,141.08620268150403
2022-07-12,141.66042141461983
2022-07-13,141.35541651346045
2022-07-14,141.4708929851395
2022-07-15,142.63555587435704
2022-07-18,142.6866898609306
2022-07-19,140.62455621025882
2022-07-20,142.19111061788962
2022-07-21,142.87402561169097
2022-07-22,141.33327192903155
2022-07-25,144.00856225348
2022-07-26,144.34619313869504
2022-07-27,144.49095015364722
2022-07-28,142.94549116778356
2022-07-29,142.87348597083843
2022-08-01,143.7991530633994
2022-08-02,143.31692711894019
2022-08-03,143.02101756693628
2022-08-04,144.71933858622415
2022-08-05,146.13136479879125
2022-08-08,145.25050477690365
2022-08-09,143.25507420918032
2022-08-10,141.7086495675823
2022-08-11,142.47718858588132
2022-08-12,141.1411627951929
2022-08-15,142.7890238104262
2022-08-16,144.38789915034783
2022-08-17,143.5180225570454
2022-08-18,143.40990917770196
2022-08-19,143.23828366925548
2022-08-22,144.10998921955624
2022-08-23,143.59336258989356
2022-08-24,144.73718939271095
2022-08-25,145.51508116806514
2022-08-26,144.09747664920548
2022-08-29,145.10500339606952
2022-08-30,144.93396636313324
2022-08-31,142.9284686341404
2022-09-01,141.22770506446875
2022-09-02,139.51883440655527
2022-09-05,135.68837127482604
2022-09-06,137.2804611593955
2022-09-07,138.84753949873667
2022-09-08,140.4408551533695
2022-09-09,142.18104360426324
2022-09-12,143.35539078329455
2022-09-13,144.4562317754945
2022-09-14,145.51375721305843
2022-09-15,144.09497217140992
2022-09-16,144.77304324825332
2022-09-19,143.7242437386415
2022-09-20,143.6429834092186
2022-09-21,142.67230780817545
2022-09-22,143.12236169322406
2022-09-23,140.9050178092409
2022-09-26,138.79442500733802
2022-09-27,138.14932444500855
2022-09-28,136.59245932403564
2022-09-29,137.24400102540406
2022-09-30,138.25336661605272
2022-10-03,138.92472196536787
2022-10-04,140.3315433665946
2022-10-05,142.55472571941934
2022-10-06,142.441148669813
2022-10-07,141.2883163934587
2022-10-10,142.34182067077379
2022-10-11,142.57112167129605
2022-10-12,142.960498221468
2022-10-13,141.93068983081798
2022-10-14,142.9719154687662
2022-10-17,142.75461440701054
2022-10-18,141.95656911012574
2022-10-19,139.7549730681103
2022-10-20,139.50743253676006
2022-10-21,139.35016579303223
2022-10-24,139.8477557363121
2022-10-25,141.8995558494135
2022-10-26,142.23868025452455
2022-10-27,144.19767849542973
2022-10-28,143.41035869820274
2022-10-31,141.82395732555602
2022-11-01,142.10101179449768
2022-11-02,141.46347486814673
2022-11-03,143.0815902931477
2022-11-04,143.79883957669256
2022-11-07,146.72799577535068
2022-11-08,143.97197103069576
2022-11-09,144.41756285086552
2022-11-10,143.27723201564453
2022-11-11,142.64811414726253
2022-11-14,144.9672823547991
2022-11-15,146.06766093204666
2022-11-16,145.1779444581576
2022-11-17,143.0517966892171
2022-11-18,140.941394120959
2022-11-21,138.56814317991143
2022-11-22,137.27104488861846
2022-11-23,138.32009940498483
2022-11-24,138.87947648312291
2022-11-25,137.15675364804363
2022-11-28,137.37740159387835
2022-11-29,140.58374547474142
2022-11-30,140.07692895199986
2022-12-01,142.0532736468144
2022-12-02,143.67037836633622
2022-12-05,142.66073264498255
2022-12-06,142.51028446141524
2022-12-07,144.18409456917232
2022-12-08,141.67234900619553
2022-12-09,141.73916119265627
2022-12-12,142.46420004662198
2022-12-13,141.9028051234895
2022-12-14,140.5112521379635
2022-12-15,139.93141743609107
2022-12-16,139.5022916463265
2022-12-19,140.7407336981007
2022-12-20,139.08432390836944
2022-12-21,139.4040213842218
2022-12-22,140.05083606683945
2022-12-23,142.13183784693632
2022-12-26,144.28639861436054
2022-12-27,143.24753758939204
2022-12-28,141.43770493147255
2022-12-29,142.80629916563942
2022-12-30,146.35662279593532
2023-01-02,144.51743447116627
2023-01-03,142.3628100770533
2023-01-04,141.70507021285712
2023-01-05,141.040555879963
2023-01-06,138.8365840977755
2023-01-09,139.41634255393205
2023-01-10,138.41158586406493
2023-01-11,137.7597667787186
2023-01-12,137.53188384482172
2023-01-13,137.66990308803332
2023-01-16,137.89715483916626
2023-01-17,139.89995143928718
2023-01-18,138.9875167352918
2023-01-19,139.61929882632106
2023-01-20,139.8239676521472
2023-01-23,138.88359308052532
2023-01-24,137.4986554988737
2023-01-25,136.4603147855036
2023-01-26,134.33264232948346
2023-01-27,133.63615149171224
2023-01-30,133.4384988207376
2023-01-31,131.75607322767314
2023-02-01,133.71266928770282
2023-02-02,131.91731568293278
2023-02-03,130.09243858650478
2023-02-06,129.241994132338
2023-02-07,130.52159898448178
2023-02-08,129.9396974414577
2023-02-09,128.80629815840626
2023-02-10,128.96703636204023
2023-02-13,129.25063508503865
2023-02-14,128.75478719101673
2023-02-15,129.74061163555686
2023-02-16,127.71154938026747
2023-02-17,130.19868203866275
2023-02-20,127.45770144745671
2023-02-21,127.14181821870989
2023-02-22,125.58240756099501
2023-02-23,125.66918312166997
2023-02-24,125.56241794987947
2023-02-27,127.9989608133912
2023-02-28,127.43758068138233
2023-03-01,129.53714273798133
2023-03-02,129.73208298133088
2023-03-03,132.5085393096515
2023-03-06,130.2765707091998
2023-03-07,128.45121958973422
2023-03-08,128.49501763034144
2023-03-09,127.2903201702412
2023-03-10,128.01524011739215
2023-03-13,128.3922869867321
2023-03-14,128.41116262025864
2023-03-15,127.20601412186508
2023-03-16,126.34336657070742
2023-03-17,128.60772309258044
2023-03-20,130.41225769285566
2023-03-21,131.59482858143835
2023-03-22,132.21489990453506
2023-03-23,134.91293249520996
2023-03-24,136.00559259325843
2023-03-27,138.32953450458908
2023-03-28,139.3845874830737
2023-03-29,140.23156027621567
2023-03-30,141.39350560662297
2023-03-31,139.90973721294066
2023-04-03,140.1552402216594
2023-04-04,141.30889841462928
2023-04-05,142.25688909572534
2023-04-06,140.71819201695016
2023-04-07,141.2796970310998
2023-04-10,141.05760065553378
2023-04-11,138.47147850831325
2023-04-12,136.97841376448773
2023-04-13,135.93051376684605
2023-04-14,134.32337313207452
2023-04-17,133.39640337324633
2023-04-18,132.72952887042194
2023-04-19,131.7414186130565
2023-04-20,132.6715241711967
2023-04-21,133.45541377993374
2023-04-24,133.76317812610264
2023-04-25,132.92416535412423
2023-04-26,132.4459342472525
2023-04-27,132.51210788855838
2023-04-28,131.4832453823036
2023-05-01,132.51916649775455
2023-05-02,135.6842217959595
2023-05-03,135.92760907745583
2023-05-04,135.43008938404188
2023-05-05,134.5831752162442
2023-05-08,134.03151463966972
2023-05-09,134.0010662999188
2023-05-10,133.5142597489611
2023-05-11,135.86713673139766
2023-05-12,135.67153146722208
2023-05-15,137.32480772701956
2023-05-16,137.86044415563669
2023-05-17,139.82633784688437
2023-05-18,138.79641706601987
2023-05-19,139.94198124563465
2023-05-22,141.93663101046565
2023-05-23,141.21216410680674
2023-05-24,138.6800232239326
2023-05-25,138.67793286785786
2023-05-26,138.07985522955713
2023-05-29,139.0380438963921
2023-05-30,137.20093730766993
2023-05-31,135.7491807026237
2023-06-01,134.81329852826713
2023-06-02,136.04447776042886
2023-06-05,135.36624118537327
2023-06-06,135.15622766136582
2023-06-07,137.27832697030658
2023-06-08,140.17661578232315
2023-06-09,140.86537849907606
2023-06-12,140.32617022959545
2023-06-13,139.79661739212966
2023-06-14,140.36849493544045
2023-06-15,140.6702913048584
2023-06-16,140.85790307703664
2023-06-19,140.70773993194243
2023-06-20,143.10752555555348
2023-06-21,142.91532658216525
2023-06-22,142.4590687839156
2023-06-23,142.8088280402236
2023-06-26,142.74699041045102
2023-06-27,141.34747940651138
2023-06-28,139.76367190019073
2023-06-29,141.3174182498056
2023-06-30,140.99456524229677
2023-07-03,141.12384688509536
2023-07-04,141.82046499559033
2023-07-05,142.19062003636773
2023-07-06,142.03549267912348
2023-07-07,144.16969906806193
2023-07-10,144.27541304824322
2023-07-11,142.58475399022765
2023-07-12,141.55902113825152
2023-07-13,141.22697743382378
2023-07-14,140.23361862231343
2023-07-17,139.70623500485274
2023-07-18,140.13140098243855
2023-07-19,139.93448162405056
2023-07-20,138.29975096834198
2023-07-21,135.39586380136583
2023-07-24,134.8111478695358
2023-07-25,135.7134426976743
2023-07-26,137.70889705951566
2023-07-27,138.62192419126043
2023-07-28,137.6141401324166
2023-07-31,135.63189595592235
2023-08-01,135.77704526485655
2023-08-02,133.9650512125044
2023-08-03,134.3270493220551
2023-08-04,130.82391080277398
2023-08-07,130.64156379350533
2023-08-08,132.3282760465001
2023-08-09,134.88792959640085
2023-08-10,136.0203800995015
2023-08-11,137.4439252577102
2023-08-14,139.58740247154572
2023-08-15,139.07365211611742
2023-08-16,139.01851658612557
2023-08-17,140.21637978700605
2023-08-18,140.95694896891786
2023-08-21,140.57756155616946
2023-08-22,139.74626344515272
2023-08-23,139.69978008690916
2023-08-24,140.43639604082608
2023-08-25,140.87403710059192
2023-08-28,142.39750600539008
2023-08-29,142.83490091235967
2023-08-30,141.89600415169423
2023-08-31,140.97340756260496
2023-09-01,140.4271274297992
2023-09-04,142.66615104362972
2023-09-05,141.5012534243001
2023-09-06,138.50071013297577
2023-09-07,140.22484996482976
2023-09-08,139.71306639389078
2023-09-11,139.26369562323364
2023-09-12,139.5853020459667
2023-09-13,139.87958842716256
2023-09-14,140.25544555458754
2023-09-15,143.12514035825677
2023-09-18,146.2758203413176
2023-09-19,148.2876481367092
2023-09-20,148.38229653877616
2023-09-21,149.3346887258478
2023-09-22,148.6332333568835
2023-09-25,147.70487513434907
2023-09-26,147.67564843140775
2023-09-27,146.48443664659908
2023-09-28,146.25227859668308
2023-09-29,144.97949858323372
2023-10-02,140.59885353285156
2023-10-03,140.17061822642708
2023-10-04,139.98274046155302
2023-10-05,141.66350031554086
2023-10-06,143.12772014423288
2023-10-09,145.11758729939436
2023-10-10,145.7019774400159
2023-10-11,148.00324504195854
2023-10-12,146.528791029995
2023-10-13,146.79439550350995
2023-10-16,146.14131794976765
2023-10-17,146.92449388034433
2023-10-18,147.9253695035802
2023-10-19,146.72461181472508
2023-10-20,147.5184471775263
2023-10-23,147.09168778742244
2023-10-24,146.72618465789952
2023-10-25,148.63288056799016
2023-10-26,147.8205665632259
2023-10-27,145.69246900748166
2023-10-30,147.06385870024067
2023-10-31,147.026638364773
2023-11-01,147.16642455758515
2023-11-02,147.50185582195897
2023-11-03,147.0191296728791
2023-11-06,149.6899441699165
2023-11-07,149.60086405851206
2023-11-08,149.24153441115845
2023-11-09,150.81119506203981
2023-11-10,151.0877224096917
2023-11-13,149.53979937061746
2023-11-14,151.45294473340002
2023-11-15,150.58163219409036
2023-11-16,151.28199401600318
2023-11-17,150.52057143521
2023-11-20,149.48635827468686
2023-11-21,151.0319198498831
2023-11-22,150.6880914340915
2023-11-23,150.81485974157363
2023-11-24,149.06261427756087
2023-11-27,148.52178489344357
2023-11-28,149.0521741005565
2023-11-29,151.24298939367574
2023-11-30,152.72766889865176
2023-12-01,152.62054383605468
2023-12-04,151.92623482929065
2023-12-05,152.20480175450965
2023-12-06,149.89425501491985
2023-12-07,149.24422464129412
2023-12-08,147.0939548345479
2023-12-11,147.66028681509994
2023-12-12,148.31332368846722
2023-12-13,148.43803934704826
2023-12-14,147.6619954504847
2023-12-15,148.59900505423823
2023-12-18,151.14924795498754
2023-12-19,150.12677753469563
2023-12-20,149.9643625573046
2023-12-21,147.15685557360788
2023-12-22,149.4260305008801
2023-12-25,149.79021320943596
2023-12-26,150.29390733465706
2023-12-27,149.95864655820728
2023-12-28,150.75961974866297
2023-12-29,150.1230844152851
2024-01-01,152.7566230627006
2024-01-02,153.147935023663
2024-01-03,154.35891484828863
2024-01-04,152.94677748835034
2024-01-05,151.7073723853782
2024-01-08,150.68796998383394
2024-01-09,152.39539424837767
2024-01-10,152.09289140452182
2024-01-11,152.70541029842676
2024-01-12,152.42863132198804
2024-01-15,151.29616275410584
2024-01-16,150.87325765006364
2024-01-17,151.00390890024454
2024-01-18,151.48802082191241
2024-01-19,151.04566183423373
2024-01-22,148.41675068422873
2024-01-23,151.60400637086704
2024-01-24,152.41852522894484
2024-01-25,151.9609104240769
2024-01-26,153.84439069140137
2024-01-29,154.36948758626568
2024-01-30,154.69730506807832
2024-01-31,154.83268653629224
2024-02-01,155.58884239232484
2024-02-02,154.2738156026547
2024-02-05,154.5959899094721
2024-02-06,153.62976969362578
2024-02-07,156.51371846026683
2024-02-08,154.46222712149213
2024-02-09,155.77023129824815
2024-02-12,155.5651293271062
2024-02-13,158.82832677002256
2024-02-14,158.2426152499186
2024-02-15,159.40424887386007
2024-02-16,160.42135511036636
2024-02-19,160.11634281869897
2024-02-20,160.66137003761537
2024-02-21,162.54712266627337
2024-02-22,162.02164848265056
2024-02-23,164.43605882896279
2024-02-26,163.27472720614801
2024-02-27,163.49264732348817
2024-02-28,163.47150872158056
2024-02-29,164.9255553310289
2024-03-01,165.16286779692376
2024-03-04,168.6331660245439
2024-03-05,168.75869543785765
2024-03-06,175.0874281749185
2024-03-07,172.28896922698547
2024-03-08,172.61855311490484
2024-03-11,171.58664878504223
2024-03-12,170.59115878359822
2024-03-13,169.6479397294386
2024-03-14,170.26471562596012
2024-03-15,170.32866221769325
2024-03-18,169.29470367675913
2024-03-19,169.20865990474374
2024-03-20,169.5262003151444
2024-03-21,167.9047127242918
2024-03-22,167.17204480555142
2024-03-25,168.63039183798784
2024-03-26,167.53532015902022
2024-03-27,167.17734711204423
2024-03-28,166.66949760168905
2024-03-29,164.99340890531943
2024-04-01,167.22511379630973
2024-04-02,168.21086229634165
2024-04-03,170.30090127362044
2024-04-04,171.45567364749252
2024-04-05,171.17432221209617
2024-04-08,170.9453735317307
2024-04-09,171.6287591229922
2024-04-10,170.3442539463457
2024-04-11,171.3752151627012
2024-04-12,172.14788053346078
2024-04-15,174.54132513177618
2024-04-16,173.35429407162658
2024-04-17,174.75824360447209
2024-04-18,175.5027618770119
2024-04-19,175.3207247890235
2024-04-22,173.221116625628
2024-04-23,171.31802353438886
2024-04-24,172.2287452523362
2024-04-25,170.93757351866296
2024-04-26,173.1451568582945
2024-04-29,171.43291033531642
2024-04-30,175.09943483424215
2024-05-01,172.20215905747773
2024-05-02,171.36137650823363
2024-05-03,169.6927480206602
2024-05-06,167.6576804928829
2024-05-07,166.56447661766097
2024-05-08,165.160866619375
2024-05-09,165.16539729926194
2024-05-10,162.86942003356017
2024-05-13,163.04149097983978
2024-05-14,162.9085380647865
2024-05-15,164.79546889480602
2024-05-16,168.0281639445007
2024-05-17,166.91065892422506
2024-05-20,168.00580552253552
2024-05-21,168.06583138718716
2024-05-22,166.384490924406
2024-05-23,164.78481295462439
2024-05-24,166.69621647729932
2024-05-27,166.60073445366282
2024-05-28,165.56099816353097
2024-05-29,164.70748560673562
2024-05-30,165.00063736511913
2024-05-31,166.63537135388918
2024-06-03,168.3880031130008
2024-06-04,167.86438007132747
2024-06-05,164.91381646095581
2024-06-06,164.21640981847295
2024-06-07,164.64274854044652
2024-06-10,164.8261487805384
2024-06-11,163.843369921296
2024-06-12,167.24432360097822
2024-06-13,168.56728229996403
2024-06-14,170.0545227305598
2024-06-17,167.98516897936815
2024-06-18,169.73709280831648
2024-06-19,170.01665231674068
2024-06-20,168.01787171198467
2024-06-21,167.93848730294056
2024-06-24,167.42124759735512
2024-06-25,167.13487182236128
2024-06-26,166.76485303082728
2024-06-27,167.89494827678527
2024-06-28,166.77566226746274
2024-07-01,169.17426765664933
2024-07-02,168.85590895636057
2024-07-03,168.2982611265779
2024-07-04,169.47011167825409
2024-07-05,167.93303649918226
2024-07-08,166.59377901310214
2024-07-09,167.8411939095478
2024-07-10,169.19345366401808
2024-07-11,171.36096340965162
2024-07-12,172.53431183977014
2024-07-15,171.64862421808303
2024-07-16,170.0266761959867
2024-07-17,170.62756259063931
2024-07-18,169.77418503479726
2024-07-19,165.81856214732463
2024-07-22,166.68234261903982
2024-07-23,167.53690936018268
2024-07-24,166.0468272620868
2024-07-25,165.90936139887526
2024-07-26,166.78868422141508
2024-07-29,166.11894755704157
2024-07-30,168.47947509509794
2024-07-31,165.17236376081217
2024-08-01,166.53134712332076
2024-08-02,169.74118377407703
2024-08-05,169.5840938743481
2024-08-06,168.27395815684065
2024-08-07,167.32554689622157
2024-08-08,165.0188881886035
2024-08-09,166.70541223092377
2024-08-12,167.92969337648267
2024-08-13,169.82102885947424
2024-08-14,170.1483916496017
2024-08-15,170.7917480485162
2024-08-16,169.8187954835091
2024-08-19,172.31289255470693
2024-08-20,171.34013241031548
2024-08-21,171.19149840902298
2024-08-22,173.0866054821227
2024-08-23,173.1932911579064
2024-08-26,174.76190586593842
2024-08-27,174.07143607301495
2024-08-28,174.01469147077435
2024-08-29,177.45355527198984
2024-08-30,176.1824932706071
2024-09-02,175.12391394968225
2024-09-03,177.97091988922062
2024-09-04,179.42461960465022
2024-09-05,180.63293350569361
2024-09-06,178.86757594935924
2024-09-09,179.1235250165836
2024-09-10,178.42329789212167
2024-09-11,179.10829256849217
2024-09-12,176.12868343532455
2024-09-13,175.9265335347529
2024-09-16,178.28237552930293
2024-09-17,177.7377516028109
2024-09-18,176.65110018633422
2024-09-19,173.88237575833057
2024-09-20,176.23498103733937
2024-09-23,176.1471914802805
2024-09-24,175.11523150604796
2024-09-25,172.23114423741632
2024-09-26,170.63815638533458
2024-09-27,171.10977704638628
2024-09-30,169.883040506792
2024-10-01,167.51842756680244
2024-10-02,167.4131943690643
2024-10-03,170.9795208936283
2024-10-04,172.46209365545172
2024-10-07,174.81828026900453
2024-10-08,172.0832562968089
2024-10-09,170.64383411090787
2024-10-10,169.83028343413582
2024-10-11,172.24144785149056
2024-10-14,174.05858656040175
2024-10-15,173.01470938912948
2024-10-16,172.25117295374432
2024-10-17,171.36126685313073
2024-10-18,172.30629940591595
2024-10-21,174.39001847838682
2024-10-22,176.31268769502165
2024-10-23,176.25351969258617
2024-10-24,176.67591010311853
2024-10-25,175.58130046331686
2024-10-28,175.6842399167697
2024-10-29,178.4793564194526
2024-10-30,178.05907016588426
2024-10-31,177.23224353022263
2024-11-01,176.26229909572677
2024-11-04,174.01947358358936
2024-11-05,172.0971349149013
2024-11-06,174.07723358137517
2024-11-07,172.9852647606142
2024-11-08,171.90938173808138
2024-11-11,171.0947642814615
2024-11-12,169.49361947870509
2024-11-13,169.451367837632
2024-11-14,170.68815995341393
2024-11-15,168.54872557620087
2024-11-18,165.8413951609
2024-11-19,167.72470039739818
2024-11-20,166.37885976150903
2024-11-21,164.43376005852807
2024-11-22,162.63427816750325
2024-11-25,160.32780752903247
2024-11-26,159.43276394793418
2024-11-27,162.04839111928052
2024-11-28,162.8580203801574
2024-11-29,163.6136233201533
2024-12-02,162.96717223287388
2024-12-03,165.0348929494364
2024-12-04,165.26333240650158
2024-12-05,165.7612279110114
2024-12-06,165.12319005160842
2024-12-09,167.39485058017033
2024-12-10,167.65626963461088
2024-12-11,166.1272068408856
2024-12-12,169.035479874482
2024-12-13,168.82738362997492
2024-12-16,169.6340899885726
2024-12-17,168.2581005507702
2024-12-18,169.33764109662835
2024-12-19,166.3680250619567
2024-12-20,166.0243480948626
2024-12-23,164.43690020711955
2024-12-24,164.53383026067746
2024-12-25,167.41486363433603
2024-12-26,169.1371917178141
2024-12-27,168.78921979056184
2024-12-30,167.43630295336328
2024-12-31,167.8835534829805
2025-01-01,166.24056695317745
2025-01-02,167.23056979403592
2025-01-03,162.18996613006018
2025-01-06,159.66389021221755
2025-01-07,158.89359302349902
2025-01-08,159.53347239817728
2025-01-09,159.1581112252571
2025-01-10,160.43864412392324
2025-01-13,161.16508147601672
2025-01-14,161.2621578767099
2025-01-15,160.0058557019755
2025-01-16,156.6617877863808
2025-01-17,156.1410816801227
