,SCHX
2021-12-23,102.86658484775077
2021-12-24,103.90558326550709
2021-12-27,105.57413717035504
2021-12-28,105.68999028894319
2021-12-29,104.99610434580117
2021-12-30,104.83299452969561
2021-12-31,104.83035254267905
2022-01-03,104.33937770995412
2022-01-04,103.6588543220951
2022-01-05,101.4665125226677
2022-01-06,102.10146147607074
2022-01-07,99.4795871979796
2022-01-10,100.60946137537132
2022-01-11,101.11934866793241
2022-01-12,100.25010933089249
2022-01-13,102.64821048742748
2022-01-14,102.8345156727811
2022-01-17,101.58952722313425
2022-01-18,102.93240584027068
2022-01-19,103.53581182227929
2022-01-20,104.25918172912256
2022-01-21,103.80037839554728
2022-01-24,103.91521559323832
2022-01-25,105.6643584753719
2022-01-26,105.55698248759163
2022-01-27,104.2143873345614
2022-01-28,104.2096457307389
2022-01-31,104.05286523445807
2022-02-01,104.06308407147174
2022-02-02,104.73933749853288
2022-02-03,104.0483862293005
2022-02-04,103.3514332893255
2022-02-07,104.35014365480771
2022-02-08,103.46509377516236
2022-02-09,103.14223539150727
2022-02-10,104.84181673590314
2022-02-11,104.59087993634948
2022-02-14,104.41481420199388
2022-02-15,103.06875016801315
2022-02-16,102.21909964236598
2022-02-17,102.28623472770747
2022-02-18,100.14431564662787
2022-02-21,99.23618468088388
2022-02-22,99.57285424774808
2022-02-23,98.75262227130328
2022-02-24,98.3012570121334
2022-02-25,97.3153162551676
2022-02-28,97.71242472287553
2022-03-01,97.24037772101701
2022-03-02,97.24188104072348
2022-03-03,97.01551145977747
2022-03-04,97.63250434083548
2022-03-07,97.53432628208235
2022-03-08,98.2614595954265
2022-03-09,97.7402802507493
2022-03-10,98.1696330057866
2022-03-11,98.28428594669361
2022-03-14,99.19777054084778
2022-03-15,98.09021455102075
2022-03-16,98.8225981855226
2022-03-17,100.37764704794876
2022-03-18,102.3340221282275
2022-03-21,101.93951548979825
2022-03-22,102.83564518421046
2022-03-23,102.51588235732576
2022-03-24,101.95674166228268
2022-03-25,102.27705014803993
2022-03-28,102.57942927183417
2022-03-29,102.72430148115971
2022-03-30,101.44829090263873
2022-03-31,102.52339489530459
2022-04-01,102.34216140261584
2022-04-04,102.99871807757238
2022-04-05,103.69648074305992
2022-04-06,105.14166006141524
2022-04-07,104.3675768478952
2022-04-08,104.5927520636761
2022-04-11,105.46979344125104
2022-04-12,105.81408107001377
2022-04-13,104.64804496144222
2022-04-14,105.24025688651253
2022-04-15,105.2846501155457
2022-04-18,105.0121138122741
2022-04-19,104.87670359649405
2022-04-20,105.22368743780095
2022-04-21,104.22964061230846
2022-04-22,103.86106875842201
2022-04-25,102.69198896564684
2022-04-26,101.52463318876855
2022-04-27,102.04465490661482
2022-04-28,101.29339353119549
2022-04-29,101.46960440420804
2022-05-02,102.18150189468929
2022-05-03,101.0662932834069
2022-05-04,100.92860927225635
2022-05-05,103.3509645340728
2022-05-06,103.67534692171061
2022-05-09,103.86559421337643
2022-05-10,105.9263275185887
2022-05-11,106.44745153760691
2022-05-12,106.15295626946771
2022-05-13,104.93602118848762
2022-05-16,105.761908134097
2022-05-17,105.12545144557224
2022-05-18,106.18840547436525
2022-05-19,106.5139170145384
2022-05-20,105.84759580987
2022-05-23,105.60013815765971
2022-05-24,107.56106856211467
2022-05-25,107.88091279274383
2022-05-26,111.22158246480483
2022-05-27,110.0662173328043
2022-05-30,110.69837399223654
2022-05-31,109.9707634977914
2022-06-01,108.94457400447921
2022-06-02,109.66303728428383
2022-06-03,108.93990780053659
2022-06-06,109.89648049099448
2022-06-07,109.80508123724829
2022-06-08,109.13048537676116
2022-06-09,110.4093346151376
2022-06-10,108.81700385755701
2022-06-13,107.50781586632266
2022-06-14,107.50522032326408
2022-06-15,108.9313783636499
2022-06-16,108.91371026248508
2022-06-17,109.54706648020375
2022-06-20,110.3592516140391
2022-06-21,110.9442417299207
2022-06-22,111.17452197276477
2022-06-23,110.52896517202227
2022-06-24,110.0806919522284
2022-06-27,109.41592488550167
2022-06-28,107.441819916164
2022-06-29,107.78621987560568
2022-06-30,108.7457258964545
2022-07-01,109.48329571239235
2022-07-04,109.53895962093299
2022-07-05,107.44543729812173
2022-07-06,106.91396598987899
2022-07-07,107.58458491443899
2022-07-08,107.25497877597894
2022-07-11,107.27354507495856
2022-07-12,107.25534656812572
2022-07-13,108.58384639804548
2022-07-14,109.42617238120644
2022-07-15,110.14670998736665
2022-07-18,110.8356221756816
2022-07-19,111.62149470164384
2022-07-20,111.29910005885387
2022-07-21,111.69943079535862
2022-07-22,112.0094509867356
2022-07-25,113.60456086882846
2022-07-26,110.87691801968502
2022-07-27,109.5632938458256
2022-07-28,110.17145139485669
2022-07-29,111.10343615332012
2022-08-01,112.39051645720404
2022-08-02,112.29689966539198
2022-08-03,111.73324947203147
2022-08-04,112.3110814021409
2022-08-05,110.96755111560167
2022-08-08,112.78893479555879
2022-08-09,112.93817585518109
2022-08-10,114.32516559450858
2022-08-11,115.08172124172856
2022-08-12,118.04475842538027
2022-08-15,118.01887129584885
2022-08-16,115.6027413781019
2022-08-17,114.42910171178443
2022-08-18,113.16150861794134
2022-08-19,113.63599172039558
2022-08-22,113.36424372242465
2022-08-23,112.79366242720042
2022-08-24,113.83618513398002
2022-08-25,114.15435014335146
2022-08-26,112.33497466163595
2022-08-29,113.29083276919634
2022-08-30,113.57271885314972
2022-08-31,111.84227346215083
2022-09-01,110.49316098255333
2022-09-02,111.59515575220782
2022-09-05,111.15185605093068
2022-09-06,111.06527652308542
2022-09-07,111.28989033278654
2022-09-08,111.05336515676258
2022-09-09,110.23007849728313
2022-09-12,111.61857097457273
2022-09-13,110.61760979166412
2022-09-14,109.47464025219125
2022-09-15,108.55106343920176
2022-09-16,108.68612877656199
2022-09-19,108.26187673983007
2022-09-20,106.6989742989729
2022-09-21,106.44657792766756
2022-09-22,106.49169971368914
2022-09-23,106.033187260678
2022-09-26,107.6213196100678
2022-09-27,107.34649888741939
2022-09-28,108.73491204462853
2022-09-29,109.35871483572011
2022-09-30,109.69396765658468
2022-10-03,109.66662200246063
2022-10-04,110.79782724572232
2022-10-05,111.6974017529103
2022-10-06,110.9708189954695
2022-10-07,110.46907861728408
2022-10-10,111.66004950408055
2022-10-11,111.34611482637598
2022-10-12,109.79871998275108
2022-10-13,107.75843177149326
2022-10-14,108.70932422960055
2022-10-17,108.70403389721082
2022-10-18,109.04534971925044
2022-10-19,109.05151237433427
2022-10-20,109.59580459363869
2022-10-21,110.0016034689931
2022-10-24,110.67321894682736
2022-10-25,110.88781513499106
2022-10-26,111.4221865489179
2022-10-27,110.84248459648902
2022-10-28,111.08684916570984
2022-10-31,110.74469873243082
2022-11-01,109.73205077810778
2022-11-02,109.14256064385232
2022-11-03,109.25641938487793
2022-11-04,110.97241404841398
2022-11-07,111.58504083409761
2022-11-08,112.88204126414139
2022-11-09,112.88955885866632
2022-11-10,114.41311255603908
2022-11-11,115.32208886595745
2022-11-14,116.825851099874
2022-11-15,116.7141140644836
2022-11-16,116.32626448298092
2022-11-17,116.46966087491369
2022-11-18,117.10137308895867
2022-11-21,118.08922019152186
2022-11-22,118.01648631599957
2022-11-23,117.26911635450443
2022-11-24,117.12866381923119
2022-11-25,115.90411935111061
2022-11-28,115.55315746867234
2022-11-29,115.02868039222471
2022-11-30,117.19418997015576
2022-12-01,116.37783442948746
2022-12-02,117.3604658381416
2022-12-05,118.35819778666345
2022-12-06,119.17447981518737
2022-12-07,118.72152918704508
2022-12-08,118.39702420525902
2022-12-09,118.61032392244076
2022-12-12,120.60222293519365
2022-12-13,119.60448772497978
2022-12-14,118.84377819593364
2022-12-15,118.39715638183552
2022-12-16,117.01861675413613
2022-12-19,118.45751256576283
2022-12-20,119.27109449402495
2022-12-21,119.22555268645523
2022-12-22,118.62165272699059
2022-12-23,116.25907072833996
2022-12-26,117.83360557148038
2022-12-27,116.90968044817707
2022-12-28,117.73503993739922
2022-12-29,118.70393160325798
2022-12-30,118.64712036491285
2023-01-02,116.58300175630455
2023-01-03,115.96242309371753
2023-01-04,114.26549536976248
2023-01-05,114.5214796354103
2023-01-06,114.09096568749393
2023-01-09,114.19118965621928
2023-01-10,115.14889822604711
2023-01-11,113.27638874386035
2023-01-12,114.08636867337705
2023-01-13,115.80403114884426
2023-01-16,115.1528499130083
2023-01-17,116.82015341937256
2023-01-18,116.75874160865953
2023-01-19,118.36242373406687
2023-01-20,117.95058447169086
2023-01-23,116.3678571744286
2023-01-24,116.41103659941128
2023-01-25,119.21570582679155
2023-01-26,121.12331656876876
2023-01-27,122.56722898780778
2023-01-30,122.94390700575997
2023-01-31,122.3044061151083
2023-02-01,124.42665845502606
2023-02-02,125.08330130812035
2023-02-03,124.12808761499394
2023-02-06,121.97083916379641
2023-02-07,120.30881777854559
2023-02-08,120.7028280860702
2023-02-09,118.6334983849916
2023-02-10,118.94758618945886
2023-02-13,120.89614502530193
2023-02-14,120.53031901600247
2023-02-15,121.04715067065848
2023-02-16,119.71143609766098
2023-02-17,120.27730977525665
2023-02-20,119.43500244465528
2023-02-21,121.0605010158259
2023-02-22,123.02004269272184
2023-02-23,126.46164389096022
2023-02-24,126.47162794349671
2023-02-27,125.95833747853715
2023-02-28,126.72429225331302
2023-03-01,125.08547560780745
2023-03-02,125.0300373798722
2023-03-03,124.47278318892263
2023-03-06,124.19145582371232
2023-03-07,123.22799578647141
2023-03-08,122.06867313956555
2023-03-09,122.35567122016906
2023-03-10,121.64812543901024
2023-03-13,121.37691336570026
2023-03-14,123.03650883708114
2023-03-15,121.92280852057083
2023-03-16,123.83307566176673
2023-03-17,123.5305328477983
2023-03-20,125.35887368041108
2023-03-21,126.06146225743997
2023-03-22,126.49589899015675
2023-03-23,126.94572768379034
2023-03-24,125.08680180807919
2023-03-27,127.08914094062985
2023-03-28,126.36223603913494
2023-03-29,126.6778655900436
2023-03-30,125.32519644291055
2023-03-31,125.65472769908261
2023-04-03,126.33786615592601
2023-04-04,126.07841570211018
2023-04-05,125.72617131293163
2023-04-06,125.95775708541946
2023-04-07,125.85490316835906
2023-04-10,125.2431681776135
2023-04-11,125.3272182022509
2023-04-12,123.82370574898265
2023-04-13,123.60636559660514
2023-04-14,124.15045625783642
2023-04-17,124.34630471966047
2023-04-18,124.38412990213574
2023-04-19,125.229359430137
2023-04-20,126.47646378234339
2023-04-21,126.6897170183701
2023-04-24,127.78419336331233
2023-04-25,129.3855964440678
2023-04-26,131.47410465559346
2023-04-27,129.64692400181906
2023-04-28,130.74379278493274
2023-05-01,130.81515793817366
2023-05-02,131.85286416751146
2023-05-03,132.63536419269457
2023-05-04,132.1782948275495
2023-05-05,131.00067373421956
2023-05-08,132.029578676959
2023-05-09,133.2992105453694
2023-05-10,134.30154354253278
2023-05-11,134.07784886367648
2023-05-12,136.75295970454295
2023-05-15,136.3617752904294
2023-05-16,135.3064037763336
2023-05-17,134.53889676595253
2023-05-18,133.00971107540877
2023-05-19,133.82597493963195
2023-05-22,133.54214259715047
2023-05-23,134.17610639424663
2023-05-24,134.2829184877501
2023-05-25,134.19263898754477
2023-05-26,134.83302697046705
2023-05-29,134.15128695815253
2023-05-30,133.40433754333748
2023-05-31,135.3433112502122
2023-06-01,137.4724803306181
2023-06-02,137.48169410075892
2023-06-05,137.43785760790473
2023-06-06,137.70632946411584
2023-06-07,138.45002807615404
2023-06-08,138.6766074822615
2023-06-09,138.3711900486067
2023-06-12,139.4207307375082
2023-06-13,137.7274763512121
2023-06-14,140.37167892696698
2023-06-15,138.6456368272604
2023-06-16,138.17212289551634
2023-06-19,138.17529401704937
2023-06-20,137.73905342406795
2023-06-21,136.02267608672435
2023-06-22,134.8210220646186
2023-06-23,134.959490663305
2023-06-26,134.96077933911698
2023-06-27,134.83813357372244
2023-06-28,135.71576230747914
2023-06-29,136.00995215832324
2023-06-30,137.33038603647506
2023-07-03,138.8096686582451
2023-07-04,139.43527932290917
2023-07-05,138.5082691977974
2023-07-06,141.07217996989624
2023-07-07,140.4085003920946
2023-07-10,139.08374638785185
2023-07-11,137.29751236871112
2023-07-12,136.7202288796238
2023-07-13,136.40413297987786
2023-07-14,137.31738324616464
2023-07-17,138.08500838814643
2023-07-18,137.39033456544053
2023-07-19,139.20948485149424
2023-07-20,139.94407760385454
2023-07-21,139.00201929067867
2023-07-24,140.26502603537685
2023-07-25,140.7691454360633
2023-07-26,140.78950208320316
2023-07-27,141.66818843732602
2023-07-28,140.8503156219954
2023-07-31,141.29688401189213
2023-08-01,142.79697100882098
2023-08-02,145.19323099536726
2023-08-03,144.44017254497618
2023-08-04,145.26299166986956
2023-08-07,147.41978988693424
2023-08-08,147.46381908791614
2023-08-09,147.3606559215049
2023-08-10,149.19915639299677
2023-08-11,149.5069411603106
2023-08-14,147.9591120175273
2023-08-15,145.1746494586739
2023-08-16,143.95481640209408
2023-08-17,144.38955045635947
2023-08-18,143.73977943493603
2023-08-21,144.59308155553225
2023-08-22,145.40373792236184
2023-08-23,145.07915362213691
2023-08-24,144.7559122386737
2023-08-25,146.58424083832793
2023-08-28,145.34187069984807
2023-08-29,146.1983110308631
2023-08-30,144.80742012395584
2023-08-31,144.8517965808954
2023-09-01,143.95090907397764
2023-09-04,143.73488605867217
2023-09-05,144.0036548128974
2023-09-06,144.07927892903808
2023-09-07,143.75021842905986
2023-09-08,143.30152708081528
2023-09-11,143.27023955478398
2023-09-12,142.68832366760674
2023-09-13,143.22152388276365
2023-09-14,144.21473614052724
2023-09-15,141.1479553641402
2023-09-18,142.43945319474665
2023-09-19,142.9179995415443
2023-09-20,140.93405712276476
2023-09-21,140.9959568996268
2023-09-22,142.8137209410623
2023-09-25,142.3766879527576
2023-09-26,142.46508739503736
2023-09-27,140.90290017883171
2023-09-28,140.1444548384314
2023-09-29,139.23264730088835
2023-10-02,139.65820805285244
2023-10-03,139.10565766796145
2023-10-04,138.54497597116944
2023-10-05,137.24894080242524
2023-10-06,137.48883895787708
2023-10-09,136.08479989288722
2023-10-10,135.5502180095457
2023-10-11,136.40580788396412
2023-10-12,135.39464968191487
2023-10-13,137.52536163112927
2023-10-16,138.06421465200924
2023-10-17,137.04394620336726
2023-10-18,138.6326208914666
2023-10-19,138.8005585267412
2023-10-20,138.7286258560427
2023-10-23,140.07399664487613
2023-10-24,140.9237291206828
2023-10-25,141.2972848247155
2023-10-26,139.87610894369558
2023-10-27,141.39358822207765
2023-10-30,141.18809078809892
2023-10-31,142.07944425956515
2023-11-01,140.84114027614783
2023-11-02,140.72958510778645
2023-11-03,140.07705800881604
2023-11-06,140.99564083186948
2023-11-07,138.42573225984432
2023-11-08,140.84364430297325
2023-11-09,140.96618616680163
2023-11-10,139.5225395865701
2023-11-13,139.1937667759345
2023-11-14,140.52116489195677
2023-11-15,142.17642631083217
2023-11-16,141.39350240508014
2023-11-17,142.5261652490405
2023-11-20,142.7953285959429
2023-11-21,143.6666796962666
2023-11-22,141.33555762039472
2023-11-23,141.5973591595298
2023-11-24,140.3022820991364
2023-11-27,140.9421938925214
2023-11-28,141.4705368120382
2023-11-29,144.032383776901
2023-11-30,145.19667272157102
2023-12-01,146.2859582288227
2023-12-04,145.7895423563548
2023-12-05,145.42795486233388
2023-12-06,144.44880316740878
2023-12-07,145.80699292756603
2023-12-08,145.17379981949406
2023-12-11,147.42103396461468
2023-12-12,145.38374712180783
2023-12-13,146.27320538424823
2023-12-14,147.07759871874563
2023-12-15,147.1627540607755
2023-12-18,146.7813670282683
2023-12-19,146.31107166119352
2023-12-20,146.45988212275648
2023-12-21,146.96745281803933
2023-12-22,144.5912462632293
2023-12-25,144.42734315353576
2023-12-26,144.17122481525485
2023-12-27,145.29444837014006
2023-12-28,145.52710146147612
2023-12-29,145.12474145344808
2024-01-01,147.17663002799685
2024-01-02,147.9259280622802
2024-01-03,146.6477920833766
2024-01-04,148.36032739668386
2024-01-05,147.32964529949734
2024-01-08,146.48693191933003
2024-01-09,146.228607259005
2024-01-10,146.17199081564308
2024-01-11,147.81055668039133
2024-01-12,147.84650587019433
2024-01-15,148.52932719120568
2024-01-16,150.00072666159923
2024-01-17,148.67756648440263
2024-01-18,148.31258472226287
2024-01-19,148.13027332963026
2024-01-22,147.34496275402677
2024-01-23,146.1470505393308
2024-01-24,147.27300633591608
2024-01-25,146.08516529244528
2024-01-26,145.03106527120872
2024-01-29,144.50009843045967
2024-01-30,143.28969287201676
2024-01-31,142.5510927240178
2024-02-01,143.2744474682173
2024-02-02,140.4528733950219
2024-02-05,137.22226255961655
2024-02-06,139.61414832581823
2024-02-07,140.77118074446443
2024-02-08,142.8880229323417
2024-02-09,145.59695147887942
2024-02-12,144.52369634147453
2024-02-13,146.13813872709892
2024-02-14,144.98105733236656
2024-02-15,144.90019534329716
2024-02-16,147.06996932418775
2024-02-19,148.78350578538686
2024-02-20,148.14132750895283
2024-02-21,145.598400161891
2024-02-22,146.75138763805492
2024-02-23,148.15058262447135
2024-02-26,148.43425411029466
2024-02-27,146.96436379666375
2024-02-28,147.22496553371718
2024-02-29,146.59854122965424
2024-03-01,146.14951670371906
2024-03-04,150.03756734817972
2024-03-05,149.62393891356277
2024-03-06,149.89618109127204
2024-03-07,148.93541832276
2024-03-08,148.4612605077211
2024-03-11,148.08194913651252
2024-03-12,148.94669536649857
2024-03-13,150.03567380691723
2024-03-14,148.70060615232813
2024-03-15,149.71438167753257
2024-03-18,149.50483369421886
2024-03-19,149.17741124779894
2024-03-20,146.12970039641598
2024-03-21,147.89691886515436
2024-03-22,148.1620757461054
2024-03-25,147.6621599074737
2024-03-26,147.05815134504056
2024-03-27,148.35403052828534
2024-03-28,149.51403320533615
2024-03-29,150.20000898916805
2024-04-01,151.01597119311438
2024-04-02,149.8131188055529
2024-04-03,149.72889288576258
2024-04-04,149.41593407262687
2024-04-05,149.80357257908855
2024-04-08,146.40810537900353
2024-04-09,145.07596658139633
2024-04-10,146.42989395880025
2024-04-11,145.18426527622816
2024-04-12,143.3226816002624
2024-04-15,142.66486994399895
2024-04-16,145.63413301690773
2024-04-17,147.56190644247172
2024-04-18,149.81505109123546
2024-04-19,147.4701655911783
2024-04-22,148.91569997569871
2024-04-23,148.25628262214252
2024-04-24,148.08673079782506
2024-04-25,147.47893883371935
2024-04-26,147.7084923254963
2024-04-29,147.6202096917711
2024-04-30,148.45776654538568
2024-05-01,147.3959614653833
2024-05-02,146.76414174364749
2024-05-03,147.69267586363347
2024-05-06,146.417134060349
2024-05-07,145.814127654096
2024-05-08,144.58645443714076
2024-05-09,143.52968609824458
2024-05-10,144.07056801011106
2024-05-13,145.99691182243308
2024-05-14,146.72145781655757
2024-05-15,146.75216009557684
2024-05-16,146.99082598099324
2024-05-17,146.53519200759183
2024-05-20,148.15490445917268
2024-05-21,150.20004399109322
2024-05-22,152.03730976693785
2024-05-23,152.34965987808098
2024-05-24,151.38286285225752
2024-05-27,151.74095564908023
2024-05-28,151.2888358406427
2024-05-29,150.45692783671635
2024-05-30,148.71231657461996
2024-05-31,146.75198922951736
2024-06-03,148.74586883808152
2024-06-04,149.0963787155937
2024-06-05,147.82315975938823
2024-06-06,147.0465123958966
2024-06-07,147.408237873937
2024-06-10,147.98404413465616
2024-06-11,147.42555018838473
2024-06-12,148.89938731352407
2024-06-13,148.3716254162948
2024-06-14,149.41385092949773
2024-06-17,147.7736492177303
2024-06-18,146.54541519361888
2024-06-19,146.90876936528443
2024-06-20,147.23634319458557
2024-06-21,147.47387518822478
2024-06-24,147.5611756119978
2024-06-25,148.35361636165368
2024-06-26,148.31969859795907
2024-06-27,148.2834310914568
2024-06-28,149.53817361464718
2024-07-01,150.04552265590496
2024-07-02,151.88677481044988
2024-07-03,151.83232225153867
2024-07-04,150.50769217953192
2024-07-05,150.36114810397592
2024-07-08,149.91317636866538
2024-07-09,149.30165254965385
2024-07-10,148.5153547504938
2024-07-11,149.81148960143676
2024-07-12,148.94183139785554
2024-07-15,149.8848893137349
2024-07-16,150.39046141639867
2024-07-17,149.89260893098327
2024-07-18,147.9571006482088
2024-07-19,147.0050051289622
2024-07-22,147.3781110934507
2024-07-23,149.53595552876448
2024-07-24,147.57537200950964
2024-07-25,150.9677198085936
2024-07-26,150.50476564328767
2024-07-29,150.12325170490814
2024-07-30,153.39391138892822
2024-07-31,153.59088250791822
2024-08-01,152.662351011339
2024-08-02,155.5625725270116
2024-08-05,155.83719546299534
2024-08-06,156.04762272389272
2024-08-07,154.55642853983355
2024-08-08,155.31611473138346
2024-08-09,153.54942370708338
2024-08-12,153.10127484237776
2024-08-13,152.5807785333246
2024-08-14,151.46895764975403
2024-08-15,150.54311325156644
2024-08-16,151.02469365979192
2024-08-19,147.86151318844102
2024-08-20,147.36276671272833
2024-08-21,145.40882702077548
2024-08-22,145.50805208478778
2024-08-23,144.71933703173767
2024-08-26,145.06626115372455
2024-08-27,143.72351687015365
2024-08-28,144.32188459824835
2024-08-29,145.14819471529162
2024-08-30,143.39544294183128
2024-09-02,143.33157465801304
2024-09-03,143.85816884544153
2024-09-04,143.77724105409862
2024-09-05,145.2092620212398
2024-09-06,146.15979790808603
2024-09-09,149.87719226676288
2024-09-10,150.5551582704972
2024-09-11,150.83585272793235
2024-09-12,149.30963626365354
2024-09-13,148.9678440699959
2024-09-16,148.24491316579793
2024-09-17,148.04801054038637
2024-09-18,147.2796201759029
2024-09-19,147.40003566223726
2024-09-20,146.34785529811072
2024-09-23,147.66726819246827
2024-09-24,149.73568800259346
2024-09-25,151.47368675805313
2024-09-26,149.02188483749393
2024-09-27,151.34439138723576
2024-09-30,152.5996235712925
2024-10-01,151.9422741732021
2024-10-02,152.6255085721909
2024-10-03,154.20841305668606
2024-10-04,153.58852379533252
2024-10-07,154.7197507516499
2024-10-08,156.03561764659594
2024-10-09,157.16887583489395
2024-10-10,156.55289005071594
2024-10-11,156.31779848298663
2024-10-14,157.72010602441276
2024-10-15,158.57099448755403
2024-10-16,158.91051711067502
2024-10-17,159.34399064249277
2024-10-18,161.26426125127958
2024-10-21,161.86492197540548
2024-10-22,164.9142815066165
2024-10-23,164.6682391710741
2024-10-24,164.83961574619198
2024-10-25,167.12403168482408
2024-10-28,166.22772611471748
2024-10-29,169.4871462018295
2024-10-30,169.87622101835237
2024-10-31,169.84936165661298
2024-11-01,169.70275089346555
2024-11-04,171.56634713571296
2024-11-05,174.03678895864047
2024-11-06,173.97745905291754
2024-11-07,172.03669328240693
2024-11-08,168.80316478354115
2024-11-11,169.2931271767362
2024-11-12,169.49184836216872
2024-11-13,171.92451156608993
2024-11-14,170.41649741651298
2024-11-15,170.0142085425274
2024-11-18,166.73736425208588
2024-11-19,166.3360896817582
2024-11-20,163.13833143815972
2024-11-21,161.92093828586306
2024-11-22,161.98849861608755
2024-11-25,162.73791494956342
2024-11-26,163.95633530713457
2024-11-27,161.01888858311787
2024-11-28,162.27902114054248
2024-11-29,162.6434144395551
2024-12-02,160.30169648697887
2024-12-03,160.65272578433073
2024-12-04,159.24253167755646
2024-12-05,159.19435897866768
2024-12-06,160.4302732411383
2024-12-09,159.72979022106094
2024-12-10,161.45738425427547
2024-12-11,161.12582117149432
2024-12-12,161.13544205592973
2024-12-13,158.4355275133301
2024-12-16,157.7764034769699
2024-12-17,157.8068415844574
2024-12-18,157.88153963695615
2024-12-19,158.7261204299966
2024-12-20,158.88310505587057
2024-12-23,158.5942898840201
2024-12-24,160.3119009980656
2024-12-25,160.65211534558094
2024-12-26,160.57054233890295
2024-12-27,160.48676377971685
2024-12-30,160.75461659320166
2024-12-31,161.63010733286927
2025-01-01,160.39068994334528
2025-01-02,160.39840008594823
2025-01-03,158.50403132083935
2025-01-06,158.29259450142513
2025-01-07,159.51706084788628
2025-01-08,160.17883914296692
2025-01-09,158.64645227959022
2025-01-10,158.88413690906765
2025-01-13,160.7068481733755
2025-01-14,156.2908155659946
2025-01-15,156.63806090366833
2025-01-16,158.3009724462062
