,MBB
2022-04-04,104.88878161168296
2022-04-05,104.6930875575759
2022-04-06,104.74185403843559
2022-04-07,104.71627360474818
2022-04-08,104.84073777898442
2022-04-11,104.63023509976355
2022-04-12,104.82351782559725
2022-04-13,104.56590854967315
2022-04-14,104.79196241405984
2022-04-15,105.37939875904965
2022-04-18,105.23282999255584
2022-04-19,105.32474497524863
2022-04-20,105.78038932880193
2022-04-21,105.69306072270874
2022-04-22,105.6504600552203
2022-04-25,105.8652802126071
2022-04-26,105.88609805692788
2022-04-27,106.30911068653673
2022-04-28,106.50131470025694
2022-04-29,106.51371901994678
2022-05-02,106.75180136709432
2022-05-03,106.49620380710554
2022-05-04,106.84667595213035
2022-05-05,106.87943827983848
2022-05-06,106.85587890686396
2022-05-09,107.18601452552019
2022-05-10,107.30927111061557
2022-05-11,107.65278643254628
2022-05-12,107.3843387747981
2022-05-13,107.21951421059856
2022-05-16,107.44548053965642
2022-05-17,107.48396435614411
2022-05-18,107.54629876014926
2022-05-19,107.67113371404164
2022-05-20,107.49052233752685
2022-05-23,107.08058054397557
2022-05-24,107.115710300138
2022-05-25,107.58866412917199
2022-05-26,107.51725006354643
2022-05-27,107.80922672456444
2022-05-30,108.12478289203702
2022-05-31,108.3305348929907
2022-06-01,108.88206758278444
2022-06-02,109.02042869041209
2022-06-03,108.84142535055705
2022-06-06,108.86212216994686
2022-06-07,108.85594188296157
2022-06-08,108.90016186297618
2022-06-09,108.90996765496612
2022-06-10,109.21138181542527
2022-06-13,109.49430681811236
2022-06-14,109.19565482789777
2022-06-15,109.54826839778464
2022-06-16,109.67286480264964
2022-06-17,109.78383891467287
2022-06-20,109.66570927528998
2022-06-21,110.2523122129929
2022-06-22,110.35996053148335
2022-06-23,110.28446707319873
2022-06-24,110.05976790084495
2022-06-27,110.2514213288039
2022-06-28,110.92025656948967
2022-06-29,110.89670782668553
2022-06-30,110.69473320293024
2022-07-01,110.86897259357498
2022-07-04,111.17588845199649
2022-07-05,111.49586131468993
2022-07-06,111.73584772687491
2022-07-07,111.86101413928498
2022-07-08,111.48531671685275
2022-07-11,111.84567993115016
2022-07-12,111.82753333584377
2022-07-13,112.09075792672778
2022-07-14,112.08348009198308
2022-07-15,112.60913268165385
2022-07-18,112.59083358535828
2022-07-19,112.72533552314346
2022-07-20,113.05393929256611
2022-07-21,113.0428807628233
2022-07-22,112.9712235494812
2022-07-25,113.25063656365364
2022-07-26,113.18195306528278
2022-07-27,113.074063420677
2022-07-28,113.12487451133575
2022-07-29,113.47159241203417
2022-08-01,113.57127273850406
2022-08-02,113.48656635226399
2022-08-03,113.1567821224916
2022-08-04,113.09910887017149
2022-08-05,112.93221368365549
2022-08-08,112.66922921771965
2022-08-09,112.7546295296494
2022-08-10,112.45031335618991
2022-08-11,112.64596621648467
2022-08-12,112.73883478331219
2022-08-15,112.36768968355004
2022-08-16,112.31545909341862
2022-08-17,112.25644169861629
2022-08-18,112.01400618121077
2022-08-19,111.68193667067912
2022-08-22,111.43093747351888
2022-08-23,112.06429508106251
2022-08-24,112.06470359069142
2022-08-25,112.4735347739255
2022-08-26,112.41166838238522
2022-08-29,112.05000529111888
2022-08-30,111.73987399079091
2022-08-31,111.40084950590752
2022-09-01,111.28690869382827
2022-09-02,111.66953016863637
2022-09-05,111.54142109051269
2022-09-06,111.12671850163227
2022-09-07,111.06633619646314
2022-09-08,111.25803018062763
2022-09-09,111.31272209891951
2022-09-12,111.30468289098823
2022-09-13,111.36359585142085
2022-09-14,111.47091998910845
2022-09-15,111.18716061217138
2022-09-16,111.14757434328577
2022-09-19,111.36532174567695
2022-09-20,111.48398948814067
2022-09-21,111.66997051100986
2022-09-22,111.32201594158917
2022-09-23,111.60343302899956
2022-09-26,111.47809128120794
2022-09-27,111.46929653291176
2022-09-28,111.49394787482463
2022-09-29,111.64647537492587
2022-09-30,111.40550608041548
2022-10-03,111.61832991089354
2022-10-04,111.66111936481664
2022-10-05,112.0547587658848
2022-10-06,111.95533154600528
2022-10-07,112.10660333125408
2022-10-10,111.84188121481779
2022-10-11,111.99430289436118
2022-10-12,111.87298818415033
2022-10-13,111.81355288391144
2022-10-14,112.31277977772616
2022-10-17,112.120251305059
2022-10-18,112.2891571340593
2022-10-19,112.09321525170195
2022-10-20,112.09398628580462
2022-10-21,112.27904045624577
2022-10-24,112.05172463042992
2022-10-25,111.89030814587792
2022-10-26,112.01443885900117
2022-10-27,111.77541886862485
2022-10-28,111.63782182810348
2022-10-31,111.35207065045931
2022-11-01,111.58281362986293
2022-11-02,112.07636767464126
2022-11-03,112.38000979695784
2022-11-04,112.59032572125558
2022-11-07,112.4018911881073
2022-11-08,112.06174255867096
2022-11-09,111.95709450063329
2022-11-10,112.18507880560303
2022-11-11,112.43456625210115
2022-11-14,112.54730097354178
2022-11-15,112.5781560997779
2022-11-16,112.59651792242562
2022-11-17,113.02204866684143
2022-11-18,112.87168659297704
2022-11-21,113.29246960547196
2022-11-22,113.13038740842063
2022-11-23,113.32652395950105
2022-11-24,113.07042019408384
2022-11-25,113.04953232783012
2022-11-28,113.30970509151526
2022-11-29,113.63523758642098
2022-11-30,113.81545401476205
2022-12-01,114.15778263799183
2022-12-02,114.29981445962798
2022-12-05,113.9218191968707
2022-12-06,113.82638029959384
2022-12-07,113.90263816737331
2022-12-08,114.43302770764987
2022-12-09,114.11145685910273
2022-12-12,114.11518623655866
2022-12-13,113.83768266846734
2022-12-14,113.65290512238519
2022-12-15,113.400991723755
2022-12-16,113.58825393221368
2022-12-19,113.78546645364193
2022-12-20,113.21176507454025
2022-12-21,113.06771094439911
2022-12-22,113.43788427777824
2022-12-23,112.99883360743503
2022-12-26,112.80587389326378
2022-12-27,112.5671480810556
2022-12-28,112.74892499940945
2022-12-29,112.09780296413452
2022-12-30,112.0225231770547
2023-01-02,111.84218175668477
2023-01-03,111.63808382053115
2023-01-04,111.83958535858109
2023-01-05,112.33247788788196
2023-01-06,112.17293977099519
2023-01-09,112.28845785332398
2023-01-10,112.53810566424795
2023-01-11,112.57260092059731
2023-01-12,112.24489158050113
2023-01-13,111.85863760302024
2023-01-16,111.40810763374822
2023-01-17,111.23419113536104
2023-01-18,111.16909901197441
2023-01-19,111.05300196589579
2023-01-20,111.30645607032399
2023-01-23,111.620234345196
2023-01-24,111.70298541062928
2023-01-25,111.34897539006113
2023-01-26,110.98013830606655
2023-01-27,110.3993768751093
2023-01-30,110.62198739233612
2023-01-31,110.7024029660459
2023-02-01,110.2292933257369
2023-02-02,110.05482806395268
2023-02-03,110.04589769182115
2023-02-06,110.21362812514408
2023-02-07,110.45996985104625
2023-02-08,110.61225883455845
2023-02-09,110.9565483639847
2023-02-10,110.4030578226336
2023-02-13,110.12074393889336
2023-02-14,110.18963038559342
2023-02-15,110.48373561439358
2023-02-16,110.47514881364246
2023-02-17,110.40720063748152
2023-02-20,110.45581384926919
2023-02-21,110.40578001297328
2023-02-22,110.25783060316093
2023-02-23,110.34122181908481
2023-02-24,110.44201314742992
2023-02-27,110.42099625767673
2023-02-28,110.22720990296837
2023-03-01,109.96261269739512
2023-03-02,110.42654288604392
2023-03-03,110.3445737043093
2023-03-06,110.55552541233806
2023-03-07,110.23384631181617
2023-03-08,109.95823981201134
2023-03-09,110.15414611297436
2023-03-10,110.60712981623332
2023-03-13,110.9592314495144
2023-03-14,111.27574300046791
2023-03-15,111.24279737863824
2023-03-16,110.96725002163528
2023-03-17,110.85831157404189
2023-03-20,110.97344969108347
2023-03-21,111.0777894854766
2023-03-22,111.55024189548344
2023-03-23,111.3255540625057
2023-03-24,111.40309046288736
2023-03-27,111.6274304895803
2023-03-28,111.45036817574041
2023-03-29,111.2268712681583
2023-03-30,111.62540790196005
2023-03-31,111.19023121781724
2023-04-03,110.80374364363716
2023-04-04,110.68938624503552
2023-04-05,110.82868661898661
2023-04-06,111.0165343225574
2023-04-07,111.30987604194662
2023-04-10,111.38556978910061
2023-04-11,111.10627833822035
2023-04-12,110.92854684494462
2023-04-13,110.56248740800365
2023-04-14,110.73555382100255
2023-04-17,110.48307486089905
2023-04-18,110.40633936327397
2023-04-19,110.10724773759613
2023-04-20,109.9910109978494
2023-04-21,110.23169849890498
2023-04-24,110.37092645848558
2023-04-25,110.27740481810608
2023-04-26,110.52371196385715
2023-04-27,110.92064368763388
2023-04-28,110.8563558306106
2023-05-01,110.97642479620353
2023-05-02,111.18968068055699
2023-05-03,110.81124693883706
2023-05-04,110.79997652995095
2023-05-05,110.80908162320722
2023-05-08,111.04803695148013
2023-05-09,110.26000914317866
2023-05-10,110.93268165807093
2023-05-11,111.32526183521657
2023-05-12,111.67060267598092
2023-05-15,111.48908489222073
2023-05-16,111.32931438981448
2023-05-17,111.71144036279203
2023-05-18,111.79336204163704
2023-05-19,111.71548243250116
2023-05-22,112.01306943031656
2023-05-23,111.78705133039577
2023-05-24,111.57054950490107
2023-05-25,111.79144867206732
2023-05-26,111.91803589183489
2023-05-29,112.2629700296399
2023-05-30,112.34166772761903
2023-05-31,112.07069671746972
2023-06-01,112.08243869351848
2023-06-02,112.07597087902693
2023-06-05,112.44465276561397
2023-06-06,112.05441052674456
2023-06-07,112.06435910923172
2023-06-08,112.59942567198526
2023-06-09,112.10231172541272
2023-06-12,112.79587538413014
2023-06-13,112.67682452238876
2023-06-14,112.87241326594769
2023-06-15,113.48032318409211
2023-06-16,113.87469027075954
2023-06-19,113.74014265265535
2023-06-20,113.25825232756024
2023-06-21,113.68460364563862
2023-06-22,113.7657744225133
2023-06-23,113.9062348955111
2023-06-26,113.98631833080259
2023-06-27,113.96926925010766
2023-06-28,113.36616486585798
2023-06-29,113.75213937396342
2023-06-30,113.28288190607343
2023-07-03,113.34348104446575
2023-07-04,113.460320788711
2023-07-05,113.23560461847183
2023-07-06,113.35321205876276
2023-07-07,113.34019265529409
2023-07-10,113.42505833304651
2023-07-11,113.59105687487285
2023-07-12,114.02704337523792
2023-07-13,113.60931395140715
2023-07-14,113.62595617958047
2023-07-17,114.05754048711063
2023-07-18,114.02810226711036
2023-07-19,113.44885164048554
2023-07-20,113.22937597701761
2023-07-21,113.54370556903595
2023-07-24,113.39963567544665
2023-07-25,113.57242042880573
2023-07-26,113.40584177734307
2023-07-27,113.28985045613346
2023-07-28,113.50161223240565
2023-07-31,113.32679614187475
2023-08-01,113.25855690342223
2023-08-02,113.24328169108382
2023-08-03,114.16154186286104
2023-08-04,113.99512608787046
2023-08-07,114.03169406591951
2023-08-08,114.19251555746774
2023-08-09,114.61584254221845
2023-08-10,114.91605193552678
2023-08-11,115.49786012490222
2023-08-14,115.18678663426999
2023-08-15,115.27714091581733
2023-08-16,115.01295879446887
2023-08-17,115.03007872900174
2023-08-18,114.53793347916681
2023-08-21,114.82473035684961
2023-08-22,114.73759150110013
2023-08-23,115.29026977306869
2023-08-24,114.85401839749115
2023-08-25,115.18771486553472
2023-08-28,115.03955396599017
2023-08-29,114.90020735550056
2023-08-30,114.90609406847703
2023-08-31,114.63422259964138
2023-09-01,114.72867597228655
2023-09-04,114.75019962230155
2023-09-05,114.4332915594141
2023-09-06,114.73670249290713
2023-09-07,115.03138244040902
2023-09-08,115.12119456626813
2023-09-11,115.59568213910151
2023-09-12,115.83394961218494
2023-09-13,115.82440392722265
2023-09-14,116.06783730239198
2023-09-15,116.1703230318142
2023-09-18,116.40790572172475
2023-09-19,116.62118932702492
2023-09-20,116.38813259381105
2023-09-21,116.32188445472839
2023-09-22,116.65221906524297
2023-09-25,116.59181657740612
2023-09-26,116.5039952811816
2023-09-27,116.57459232284775
2023-09-28,116.25875441993323
2023-09-29,116.28642675001497
2023-10-02,116.18458889042299
2023-10-03,116.1319908965751
2023-10-04,115.92034822126476
2023-10-05,115.94760442553344
2023-10-06,116.02363662801946
2023-10-09,115.93807054442418
2023-10-10,116.28024875177407
2023-10-11,115.99860991380469
2023-10-12,115.92655602930988
2023-10-13,115.83503525028478
2023-10-16,115.48404192744948
2023-10-17,115.10377973496007
2023-10-18,115.19009160836313
2023-10-19,115.41571054841266
2023-10-20,114.88500113647329
2023-10-23,115.23889107551757
2023-10-24,114.97761243969195
2023-10-25,115.56577495015796
2023-10-26,115.47511789855855
2023-10-27,115.20576235661271
2023-10-30,114.65739133076522
2023-10-31,114.7321256827485
2023-11-01,114.21295293383092
2023-11-02,114.672376591184
2023-11-03,114.27424178984246
2023-11-06,115.4098300283263
2023-11-07,115.7206608480469
2023-11-08,116.15107948479626
2023-11-09,116.1943498337763
2023-11-10,116.02340209169188
2023-11-13,115.13229857186175
2023-11-14,114.76970750573187
2023-11-15,114.96297004658177
2023-11-16,114.87492222012175
2023-11-17,115.09198711292841
2023-11-20,114.93605396016513
2023-11-21,115.1637062283772
2023-11-22,115.4798836294155
2023-11-23,115.26711196456732
2023-11-24,115.34214676954038
2023-11-27,115.90152837736922
2023-11-28,116.08075185674409
2023-11-29,115.93656633566256
2023-11-30,116.0032018406655
2023-12-01,115.73985219131015
2023-12-04,115.70878735897767
2023-12-05,116.18876538084406
2023-12-06,116.30211581950095
2023-12-07,116.04475097102755
2023-12-08,116.17179383940417
2023-12-11,116.14569736117942
2023-12-12,115.88145997886352
2023-12-13,115.62437259674884
2023-12-14,115.57236278464951
2023-12-15,115.5748687166926
2023-12-18,116.00218356141367
2023-12-19,116.72533039129031
2023-12-20,117.2526352961738
2023-12-21,117.51847454710078
2023-12-22,117.5385197457014
2023-12-25,117.73358588220253
2023-12-26,117.68584257934474
2023-12-27,118.17031114037184
2023-12-28,118.4463309872361
2023-12-29,118.33128822667851
2024-01-01,118.54679605548478
2024-01-02,118.29231427379993
2024-01-03,117.8752642266457
2024-01-04,117.44188966764935
2024-01-05,117.60654941696112
2024-01-08,116.91519390151012
2024-01-09,116.9559073281939
2024-01-10,117.35975796759016
2024-01-11,117.28149347357824
2024-01-12,117.18252227064794
2024-01-15,117.56055055240068
2024-01-16,117.57959577426085
2024-01-17,117.3749806464547
2024-01-18,117.89226949247424
2024-01-19,117.95083836993925
2024-01-22,118.46424480081947
2024-01-23,118.42578487650266
2024-01-24,118.06879613163828
2024-01-25,118.06849054045287
2024-01-26,117.96794062795506
2024-01-29,117.8198447881859
2024-01-30,117.22822532219436
2024-01-31,116.9574962774823
2024-02-01,117.19093159724319
2024-02-02,117.45311864652241
2024-02-05,117.55736843990373
2024-02-06,117.45666711793612
2024-02-07,117.41428923496578
2024-02-08,117.73261560163336
2024-02-09,117.69472260160529
2024-02-12,117.87022784604045
2024-02-13,117.3202163651157
2024-02-14,116.85934148795434
2024-02-15,116.79320628617091
2024-02-16,116.96687650896031
2024-02-19,116.63981058763515
2024-02-20,116.4807960270839
2024-02-21,116.49082384592589
2024-02-22,116.33903936410456
2024-02-23,116.80974277527227
2024-02-26,117.17639935868355
2024-02-27,117.17418234788973
2024-02-28,116.8722754384354
2024-02-29,116.88847639608788
2024-03-01,116.38330051080243
2024-03-04,116.20143127941603
2024-03-05,116.6449623424347
2024-03-06,116.20548811717302
2024-03-07,116.22628283532018
2024-03-08,115.87511887437016
2024-03-11,115.68761308054174
2024-03-12,115.55864992067093
2024-03-13,115.8625536206153
2024-03-14,115.5089179060746
2024-03-15,115.3557900151756
2024-03-18,115.20649396438476
2024-03-19,114.78390343744572
2024-03-20,114.63034574606664
2024-03-21,114.52876694426809
2024-03-22,114.51991274854171
2024-03-25,114.59211385720185
2024-03-26,114.8194972057916
2024-03-27,115.05669242242004
2024-03-28,115.37844401329085
2024-03-29,115.79208912111103
2024-04-01,115.8475646192425
2024-04-02,115.89366330476678
2024-04-03,115.91706617418338
2024-04-04,116.04937413389096
2024-04-05,116.32255013345724
2024-04-08,116.55454755351127
2024-04-09,116.63810377704979
2024-04-10,116.8288850152263
2024-04-11,116.68288481899718
2024-04-12,116.41704132270414
2024-04-15,116.3913499185975
2024-04-16,116.79633855147777
2024-04-17,116.69678634132138
2024-04-18,116.37704687758826
2024-04-19,116.3176485157412
2024-04-22,116.2006881531645
2024-04-23,115.92129344340111
2024-04-24,115.9357589629689
2024-04-25,116.10699830365108
2024-04-26,116.54905695514941
2024-04-29,116.53156648378737
2024-04-30,116.42225430203123
2024-05-01,115.64897366487375
2024-05-02,115.72781706718405
2024-05-03,115.12867087617104
2024-05-06,115.30928882922164
2024-05-07,115.52664095125971
2024-05-08,115.5939286204529
2024-05-09,115.52530347812795
2024-05-10,115.39797131427689
2024-05-13,115.2633476530767
2024-05-14,115.15588570465292
2024-05-15,114.93413896946699
2024-05-16,114.60723140098017
2024-05-17,114.59996208932088
2024-05-20,114.8158377538215
2024-05-21,114.69910082662452
2024-05-22,114.92582752233487
2024-05-23,114.21631385540623
2024-05-24,114.20616836711301
2024-05-27,114.19701769275103
2024-05-28,114.39134207825423
2024-05-29,114.32105063293359
2024-05-30,114.80781345705522
2024-05-31,114.32397022624134
2024-06-03,114.25195659267176
2024-06-04,113.63505692081
2024-06-05,114.13410801014892
2024-06-06,114.14901784901825
2024-06-07,114.03069484296884
2024-06-10,114.1057910819915
2024-06-11,113.78205609059621
2024-06-12,114.03943746670267
2024-06-13,114.35480311339474
2024-06-14,114.60876717059423
2024-06-17,114.02303513645109
2024-06-18,113.94435611692153
2024-06-19,114.4948659670629
2024-06-20,114.29924569168419
2024-06-21,114.5794120080388
2024-06-24,114.57245991933927
2024-06-25,114.79737074122045
2024-06-26,115.08681592776972
2024-06-27,115.14236491536003
2024-06-28,114.94122765316719
2024-07-01,115.22345977412587
2024-07-02,115.1154018878348
2024-07-03,115.25929535726345
2024-07-04,115.16437225131561
2024-07-05,115.46866113989279
2024-07-08,115.27208894026393
2024-07-09,115.43585025181771
2024-07-10,115.58726776768297
2024-07-11,116.10635515281653
2024-07-12,116.10031479327199
2024-07-15,116.3938685842879
2024-07-16,116.78496594009762
2024-07-17,116.41556918422522
2024-07-18,116.77509898716288
2024-07-19,116.75017948460993
2024-07-22,116.79954513247637
2024-07-23,116.60512748229006
2024-07-24,116.87064437472996
2024-07-25,116.78774768595093
2024-07-26,117.0224671597134
2024-07-29,117.2829078759386
2024-07-30,117.51352926736915
2024-07-31,117.08839077294466
2024-08-01,117.82355294137406
2024-08-02,117.21309232685199
2024-08-05,117.2997760159858
2024-08-06,116.94732487848583
2024-08-07,116.879957985722
2024-08-08,116.90834493196533
2024-08-09,116.82598598508287
2024-08-12,116.87068942132348
2024-08-13,117.2151991768147
2024-08-14,117.29635848827536
2024-08-15,117.21211550980735
2024-08-16,117.18378585281695
2024-08-19,116.91516790630614
2024-08-20,117.31091608064914
2024-08-21,117.2708968188903
2024-08-22,117.28465536350498
2024-08-23,117.35060216321347
2024-08-26,117.05260553111525
2024-08-27,116.99635773165909
2024-08-28,117.1748723147535
2024-08-29,117.47082579978634
2024-08-30,117.20881245100338
2024-09-02,116.9232548351858
2024-09-03,117.08431930212659
2024-09-04,117.36502873028816
2024-09-05,117.67591794493997
2024-09-06,118.12267018913205
2024-09-09,118.46601810306774
2024-09-10,118.2541233067252
2024-09-11,118.57806024040065
2024-09-12,118.12895495026758
2024-09-13,118.11945100898558
2024-09-16,118.27662289576932
2024-09-17,117.66981874985815
2024-09-18,117.86713654108638
2024-09-19,118.13321003063547
2024-09-20,118.43770595736991
2024-09-23,118.24077047016486
2024-09-24,117.85610576561545
2024-09-25,117.66241192678865
2024-09-26,117.84743130739352
2024-09-27,118.15710702524986
2024-09-30,118.22439874693553
2024-10-01,118.61209731431815
2024-10-02,118.88828783661833
2024-10-03,118.95717102684986
2024-10-04,118.78608902034875
2024-10-07,119.00822075877582
2024-10-08,119.27753736790258
2024-10-09,119.43750033412222
2024-10-10,119.24263292988608
2024-10-11,119.34079578872534
2024-10-14,118.91712768038647
2024-10-15,119.33710754988304
2024-10-16,119.37184317650093
2024-10-17,119.15287305487448
2024-10-18,119.56200526064225
2024-10-21,119.79202916454317
2024-10-22,120.39737941249227
2024-10-23,120.45655322509268
2024-10-24,120.13938325445284
2024-10-25,119.88056859730575
2024-10-28,119.6134512459334
2024-10-29,119.74068747756664
2024-10-30,119.10047028911819
2024-10-31,119.50635960433034
2024-11-01,118.97292496427319
2024-11-04,118.84549163256439
2024-11-05,119.17517575015822
2024-11-06,118.89322340384638
2024-11-07,118.70059234350036
2024-11-08,118.74368241413278
2024-11-11,118.90386983819296
2024-11-12,119.03141646058745
2024-11-13,118.93150587365918
2024-11-14,119.10006862347258
2024-11-15,119.28020718372471
2024-11-18,119.52514617901862
2024-11-19,120.05548911891246
2024-11-20,120.01618349795551
2024-11-21,120.03873877651397
2024-11-22,119.99876220721768
2024-11-25,120.06260741564996
2024-11-26,120.72446826621821
2024-11-27,121.35241316950702
2024-11-28,120.48838484414195
2024-11-29,120.50123645366327
2024-12-02,120.14569927191097
2024-12-03,120.10266826316321
2024-12-04,119.75736447146778
2024-12-05,120.17014538778031
2024-12-06,120.16435118701105
2024-12-09,119.8708897668004
2024-12-10,120.07009614154549
2024-12-11,119.33456355764196
2024-12-12,119.32071709621222
2024-12-13,119.28121837480425
2024-12-16,119.56351248982399
2024-12-17,119.47793681432532
2024-12-18,119.3743913081492
2024-12-19,119.64544132107429
2024-12-20,119.67561635199783
2024-12-23,119.60387528472711
2024-12-24,119.52809149885111
2024-12-25,119.41482462034199
2024-12-26,119.33454565767047
2024-12-27,119.1079310538796
2024-12-30,119.09713981289644
2024-12-31,118.90518042796812
2025-01-01,118.97289069695915
2025-01-02,119.42746170109051
2025-01-03,119.49142165937923
2025-01-06,119.35524065803034
2025-01-07,119.3891732073495
2025-01-08,119.29626607126926
2025-01-09,118.77910444170713
2025-01-10,118.53239590867737
2025-01-13,118.40401774719271
2025-01-14,118.67324085167238
2025-01-15,118.38991390445761
2025-01-16,118.5154647236046
