,VTV
2021-12-22,79.21270214005696
2021-12-23,79.8559869422833
2021-12-24,80.72557979489304
2021-12-27,80.59902085008541
2021-12-28,80.1450545154253
2021-12-29,80.2900311890186
2021-12-30,80.83453290558087
2021-12-31,81.72498480471423
2022-01-03,84.04039451173479
2022-01-04,83.71793863766783
2022-01-05,83.77185689159552
2022-01-06,83.7088584316268
2022-01-07,83.43120970986119
2022-01-10,82.79928123057215
2022-01-11,82.77973409581098
2022-01-12,82.60661036255577
2022-01-13,83.2052580628172
2022-01-14,83.1325971589399
2022-01-17,84.46551137364958
2022-01-18,84.64206611211202
2022-01-19,84.73107686274459
2022-01-20,85.3751797283327
2022-01-21,85.10352068655367
2022-01-24,85.24683588459222
2022-01-25,86.48369142011198
2022-01-26,86.74033980707867
2022-01-27,85.96129993594536
2022-01-28,85.9952912031008
2022-01-31,85.34643253635181
2022-02-01,85.37456846465972
2022-02-02,85.36485753999602
2022-02-03,85.11749714724004
2022-02-04,84.52363990871163
2022-02-07,83.6552231669794
2022-02-08,84.43683919285219
2022-02-09,83.67434040421313
2022-02-10,82.81040076462033
2022-02-11,83.13415076341198
2022-02-14,82.7348429501474
2022-02-15,83.7626823287282
2022-02-16,84.64940022814388
2022-02-17,84.290197871806
2022-02-18,85.68406988503112
2022-02-21,85.6635356533418
2022-02-22,85.98509949011462
2022-02-23,86.05368159330773
2022-02-24,85.57086138896693
2022-02-25,85.86653998405708
2022-02-28,84.43821314836359
2022-03-01,84.08117194886226
2022-03-02,84.83394226405056
2022-03-03,84.66771723599297
2022-03-04,84.32838146621981
2022-03-07,84.60167820813676
2022-03-08,82.5517150302747
2022-03-09,82.31460145817928
2022-03-10,83.84878247417991
2022-03-11,83.48728964032455
2022-03-14,82.28997968319231
2022-03-15,82.32847582002807
2022-03-16,82.51099819071807
2022-03-17,82.85521483422399
2022-03-18,83.12080983542197
2022-03-21,83.44510132420592
2022-03-22,82.56123531093081
2022-03-23,81.70198246152404
2022-03-24,81.82276502103535
2022-03-25,81.0004762252295
2022-03-28,80.10520297787951
2022-03-29,79.58002053847461
2022-03-30,78.31726662859381
2022-03-31,78.8071067670498
2022-04-01,80.08595280340268
2022-04-04,80.30851082247051
2022-04-05,81.0256368305532
2022-04-06,80.93782374254369
2022-04-07,81.59821221785512
2022-04-08,82.1257219901931
2022-04-11,82.63794876114834
2022-04-12,82.6849613782476
2022-04-13,82.91157565021446
2022-04-14,82.1426499153185
2022-04-15,82.01478937563641
2022-04-18,82.74675245663128
2022-04-19,82.52244959175191
2022-04-20,83.32165805826884
2022-04-21,83.12659208860767
2022-04-22,83.82291848045138
2022-04-25,84.8735698775758
2022-04-26,85.07402714287572
2022-04-27,83.51862250585637
2022-04-28,83.2874749320899
2022-04-29,84.37903212266265
2022-05-02,83.58461011103616
2022-05-03,84.58380106902985
2022-05-04,85.35777778434034
2022-05-05,86.41143007741206
2022-05-06,89.46418075500863
2022-05-09,89.77689111110404
2022-05-10,90.83474660958106
2022-05-11,89.58313192252145
2022-05-12,89.73744515599907
2022-05-13,90.85583577466873
2022-05-16,90.80752751144678
2022-05-17,90.29315565199383
2022-05-18,91.33197138387695
2022-05-19,90.56829766448115
2022-05-20,90.65773612290432
2022-05-23,91.57089679001892
2022-05-24,92.41033646076193
2022-05-25,92.593078877829
2022-05-26,92.72087248985042
2022-05-27,93.0275736308312
2022-05-30,93.10156204140439
2022-05-31,92.02459087290467
2022-06-01,91.82262836998564
2022-06-02,91.54555823321013
2022-06-03,90.47939302718322
2022-06-06,90.52480055409322
2022-06-07,89.65646100355362
2022-06-08,88.21506673377594
2022-06-09,89.11674357714836
2022-06-10,90.14977578841078
2022-06-13,89.28571067733175
2022-06-14,89.10993032972284
2022-06-15,89.67743306719807
2022-06-16,89.66657616886177
2022-06-17,89.24498203204718
2022-06-20,89.49120361096398
2022-06-21,88.7723666624821
2022-06-22,89.22442684670386
2022-06-23,90.41836917903875
2022-06-24,90.68248318996386
2022-06-27,89.03417984436557
2022-06-28,88.63124288006794
2022-06-29,88.9983021103433
2022-06-30,90.56575130086576
2022-07-01,89.61867141523796
2022-07-04,90.95380957713755
2022-07-05,90.1613204860243
2022-07-06,90.72941435102855
2022-07-07,91.18460795963344
2022-07-08,91.53803870502935
2022-07-11,91.34887278824029
2022-07-12,92.39395917549376
2022-07-13,92.78949447445079
2022-07-14,93.70609404693481
2022-07-15,94.84407045170049
2022-07-18,93.84977402183394
2022-07-19,94.08821915314552
2022-07-20,95.28569039477685
2022-07-21,96.40181658715716
2022-07-22,96.76448281775053
2022-07-25,95.04881051334195
2022-07-26,94.17944957827412
2022-07-27,93.37639206169644
2022-07-28,93.58315458982663
2022-07-29,92.83949356400821
2022-08-01,93.49621870569757
2022-08-02,94.36671330647276
2022-08-03,95.71123708961275
2022-08-04,95.54295418728145
2022-08-05,95.83647906663543
2022-08-08,95.69915829612047
2022-08-09,94.97333639902385
2022-08-10,95.4258386505145
2022-08-11,94.78564902452024
2022-08-12,94.00630082399722
2022-08-15,92.59711082968167
2022-08-16,93.87506856199316
2022-08-17,95.25719189573769
2022-08-18,95.5032334539695
2022-08-19,95.6412333486376
2022-08-22,94.70433204532256
2022-08-23,95.29300542799714
2022-08-24,96.3962110647282
2022-08-25,95.91626447359431
2022-08-26,95.5188649720589
2022-08-29,95.02788110927798
2022-08-30,94.21313682503907
2022-08-31,92.22973885923786
2022-09-01,91.5572109566125
2022-09-02,91.55315434845043
2022-09-05,92.00801984955162
2022-09-06,92.46156227514014
2022-09-07,92.99250035581944
2022-09-08,92.88490585494384
2022-09-09,93.44489424781534
2022-09-12,93.28913269411802
2022-09-13,93.17806930047024
2022-09-14,93.49721852533706
2022-09-15,92.99340047241033
2022-09-16,92.87252201981065
2022-09-19,92.81599303400169
2022-09-20,92.94353605754524
2022-09-21,92.21410209464605
2022-09-22,91.90243754195092
2022-09-23,90.89463969507786
2022-09-26,92.43109033851651
2022-09-27,91.63256168973577
2022-09-28,91.09325839522418
2022-09-29,90.06278809344956
2022-09-30,91.83647958614544
2022-10-03,92.09745046383084
2022-10-04,94.14644662934565
2022-10-05,96.74172951831905
2022-10-06,95.83402268824904
2022-10-07,94.45162925146113
2022-10-10,94.54700566252721
2022-10-11,94.69691665142346
2022-10-12,94.83598036567986
2022-10-13,95.40434099694775
2022-10-14,96.11516778789864
2022-10-17,93.11057928793713
2022-10-18,94.13278041362277
2022-10-19,95.96604381068332
2022-10-20,95.52688112789947
2022-10-21,97.72944875520867
2022-10-24,97.84226886048923
2022-10-25,97.58136124488063
2022-10-26,96.2406673081262
2022-10-27,97.19493631404232
2022-10-28,99.54176315444609
2022-10-31,99.61374019335867
2022-11-01,100.86199116712291
2022-11-02,99.86245017248172
2022-11-03,99.9578321784834
2022-11-04,100.17550398842876
2022-11-07,100.43103273731788
2022-11-08,99.95109144172966
2022-11-09,100.5017294871336
2022-11-10,99.64685179834571
2022-11-11,100.94291940587594
2022-11-14,100.80463730327
2022-11-15,100.88438596442731
2022-11-16,100.8647426843567
2022-11-17,101.5038511788575
2022-11-18,100.55003759151641
2022-11-21,99.83311249824602
2022-11-22,99.6473536542134
2022-11-23,99.5678636369995
2022-11-24,100.1843695939782
2022-11-25,99.14464609150413
2022-11-28,99.07597100676502
2022-11-29,99.40546164005964
2022-11-30,97.65367695884869
2022-12-01,97.44043052622436
2022-12-02,98.24096766871172
2022-12-05,99.4403721220462
2022-12-06,99.32291234888363
2022-12-07,101.2975838837244
2022-12-08,100.32250462761066
2022-12-09,100.73502263168538
2022-12-12,102.6347752052779
2022-12-13,103.01456491276993
2022-12-14,104.18706831518982
2022-12-15,105.11303495368804
2022-12-16,103.98439692050361
2022-12-19,103.97392599205489
2022-12-20,104.26464272376883
2022-12-21,102.40093306475298
2022-12-22,104.55501497494917
2022-12-23,104.02486377884767
2022-12-26,104.77595234329335
2022-12-27,103.78334019509961
2022-12-28,104.47303945725838
2022-12-29,102.95756625269044
2022-12-30,103.4726411918216
2023-01-02,102.43198829786633
2023-01-03,102.5888942431207
2023-01-04,102.70339505005941
2023-01-05,103.25120892896264
2023-01-06,101.1658858797426
2023-01-09,102.08651648289909
2023-01-10,103.17449729683685
2023-01-11,102.89243427819184
2023-01-12,101.17676478094924
2023-01-13,101.94381638256796
2023-01-16,102.24671033215343
2023-01-17,102.97041278382932
2023-01-18,102.77827554742866
2023-01-19,100.87739922961451
2023-01-20,101.08587805342889
2023-01-23,101.40024165511447
2023-01-24,98.0385510022229
2023-01-25,99.76342519716194
2023-01-26,99.67029170256792
2023-01-27,98.78203545507871
2023-01-30,98.96145807041536
2023-01-31,100.24850230520852
2023-02-01,100.32212893185886
2023-02-02,100.66984050525727
2023-02-03,99.92145604529061
2023-02-06,100.8317405881078
2023-02-07,100.58375619777044
2023-02-08,100.37145294172922
2023-02-09,100.5830269796905
2023-02-10,100.02369733759274
2023-02-13,99.77140134686533
2023-02-14,97.6366541961772
2023-02-15,97.2175012208567
2023-02-16,96.87453237496013
2023-02-17,95.76625737878025
2023-02-20,95.46208048113527
2023-02-21,97.26537633218932
2023-02-22,96.28328088454839
2023-02-23,98.04762359492615
2023-02-24,99.13516721725053
2023-02-27,100.10839148176174
2023-02-28,99.97478572617452
2023-03-01,98.91649349561136
2023-03-02,99.61751369845824
2023-03-03,99.62494875537874
2023-03-06,99.936668088623
2023-03-07,99.79321933625987
2023-03-08,98.94147143370108
2023-03-09,100.02852711701384
2023-03-10,98.56384146972863
2023-03-13,97.58714675105806
2023-03-14,99.14800923229018
2023-03-15,98.33245662518544
2023-03-16,98.30664200060296
2023-03-17,98.8289569689818
2023-03-20,97.5282789055519
2023-03-21,97.53186325661252
2023-03-22,97.01861958704497
2023-03-23,97.61932914499629
2023-03-24,96.75557861657119
2023-03-27,95.59151597678598
2023-03-28,97.0808624246622
2023-03-29,96.35753634034579
2023-03-30,95.87359389416612
2023-03-31,96.15391463639624
2023-04-03,95.49898098026655
2023-04-04,95.02789756163062
2023-04-05,94.92422041084059
2023-04-06,95.06055840822967
2023-04-07,96.07550655257087
2023-04-10,96.48810549667314
2023-04-11,96.73885632219634
2023-04-12,96.55762473914093
2023-04-13,95.73140631623343
2023-04-14,96.2101643321709
2023-04-17,95.2834528878131
2023-04-18,94.8983033847681
2023-04-19,96.25389451300538
2023-04-20,96.01897793922831
2023-04-21,96.12320152646684
2023-04-24,96.32338377579246
2023-04-25,97.16454475567733
2023-04-26,95.23288549968609
2023-04-27,96.31161847640043
2023-04-28,95.7713937074312
2023-05-01,94.78358057627054
2023-05-02,94.88095993826376
2023-05-03,95.42130502900967
2023-05-04,95.41514935108496
2023-05-05,96.95277687622948
2023-05-08,96.95796348177836
2023-05-09,97.87345263932676
2023-05-10,97.4838661945245
2023-05-11,98.0563249314129
2023-05-12,98.23593987168125
2023-05-15,97.45832610127269
2023-05-16,97.62272241471156
2023-05-17,98.60969083442218
2023-05-18,98.9953012912353
2023-05-19,98.55392948507725
2023-05-22,99.10994931862457
2023-05-23,100.23078044980389
2023-05-24,102.20594789862079
2023-05-25,101.40481140522388
2023-05-26,101.62264020941178
2023-05-29,101.1420807548139
2023-05-30,100.61202298086967
2023-05-31,102.10731721728385
2023-06-01,102.33840349198957
2023-06-02,101.0618630266784
2023-06-05,101.89360831656961
2023-06-06,102.08129424995742
2023-06-07,100.85426564579095
2023-06-08,103.72087045800586
2023-06-09,104.39085097806824
2023-06-12,104.47710911439137
2023-06-13,104.29351171230412
2023-06-14,103.49708394104094
2023-06-15,103.88635191127462
2023-06-16,102.26081520943882
2023-06-19,101.72471038986046
2023-06-20,100.50428991063694
2023-06-21,100.52981081094379
2023-06-22,98.43532206488489
2023-06-23,98.10541139466955
2023-06-26,98.06106881905325
2023-06-27,97.44259587315479
2023-06-28,98.1962716744632
2023-06-29,97.55971637251353
2023-06-30,98.0251556553112
2023-07-03,99.36321320209134
2023-07-04,98.83685231713987
2023-07-05,99.34987664549391
2023-07-06,99.7751343430315
2023-07-07,100.676884693139
2023-07-10,99.98673001338854
2023-07-11,98.84655602770029
2023-07-12,99.71197679175509
2023-07-13,100.45625419125919
2023-07-14,99.31494433128256
2023-07-17,99.28214828881111
2023-07-18,99.68035187477817
2023-07-19,97.30361254010208
2023-07-20,98.59325609058442
2023-07-21,99.85953409970651
2023-07-24,99.82165462894976
2023-07-25,100.31061602575726
2023-07-26,101.65452182339823
2023-07-27,102.12726153883342
2023-07-28,100.62372394434654
2023-07-31,100.77715102332247
2023-08-01,101.98707837526837
2023-08-02,101.79109121680246
2023-08-03,102.36755983503498
2023-08-04,101.78345261375182
2023-08-07,100.6219121273623
2023-08-08,100.67875396299159
2023-08-09,102.57229919719704
2023-08-10,101.3685880511896
2023-08-11,101.3309635533548
2023-08-14,101.49124709853272
2023-08-15,102.20796338309988
2023-08-16,102.6717497499331
2023-08-17,102.59205494458121
2023-08-18,102.48156031983548
2023-08-21,101.58532550337596
2023-08-22,102.81479587917141
2023-08-23,102.12447591394482
2023-08-24,102.0256631729978
2023-08-25,100.37263115946493
2023-08-28,101.67311229909173
2023-08-29,101.39026780143251
2023-08-30,101.37523820757627
2023-08-31,101.5957367702948
2023-09-01,101.01929630854929
2023-09-04,100.68494553404257
2023-09-05,98.29929633006552
2023-09-06,99.78082111706644
2023-09-07,98.94342750712943
2023-09-08,101.09602490082817
2023-09-11,100.90562351710182
2023-09-12,100.14418345762242
2023-09-13,100.26149657637255
2023-09-14,99.10488864630757
2023-09-15,99.65719195969304
2023-09-18,101.01647793367638
2023-09-19,101.87835274007236
2023-09-20,102.24981435338127
2023-09-21,101.44732307526645
2023-09-22,102.04297190734908
2023-09-25,101.844874337836
2023-09-26,101.32317392665145
2023-09-27,101.7087883710932
2023-09-28,102.42316074925375
2023-09-29,103.09153139185705
2023-10-02,103.93295966876879
2023-10-03,103.75535337341462
2023-10-04,104.92072456653186
2023-10-05,105.21574551142625
2023-10-06,106.37214202231569
2023-10-09,108.54824927235815
2023-10-10,108.98389474130656
2023-10-11,109.91060672532717
2023-10-12,109.4543213667438
2023-10-13,110.23393736629568
2023-10-16,110.09211617723678
2023-10-17,110.08313141063782
2023-10-18,110.0004290482063
2023-10-19,110.69607570420584
2023-10-20,111.6166727075244
2023-10-23,111.32295158843839
2023-10-24,109.75864613808824
2023-10-25,111.86682836949251
2023-10-26,112.43015146254085
2023-10-27,113.91262811878715
2023-10-30,114.926684061602
2023-10-31,113.30725531485204
2023-11-01,114.55705124351898
2023-11-02,113.71227687067658
2023-11-03,114.45164100530924
2023-11-06,115.5223129128111
2023-11-07,116.04881134964653
2023-11-08,116.3877223614104
2023-11-09,116.36287444562798
2023-11-10,115.15427978576243
2023-11-13,115.09804530760819
2023-11-14,113.50443797020179
2023-11-15,112.53236057438858
2023-11-16,113.21773772542187
2023-11-17,113.25409455814888
2023-11-20,112.904332542207
2023-11-21,113.71521693393933
2023-11-22,114.34270068149277
2023-11-23,114.0123778109296
2023-11-24,113.30033534061847
2023-11-27,114.47253785693951
2023-11-28,113.29079023511643
2023-11-29,114.10881490298006
2023-11-30,116.01077030317106
2023-12-01,116.68311660841965
2023-12-04,117.24226015228281
2023-12-05,115.44605442727067
2023-12-06,114.98403067731407
2023-12-07,114.58463529702631
2023-12-08,115.27658122786211
2023-12-11,116.28991134672152
2023-12-12,118.07653671248492
2023-12-13,117.54141584452378
2023-12-14,118.20104176160986
2023-12-15,116.61448886271528
2023-12-18,117.16207549249376
2023-12-19,116.7753938070855
2023-12-20,117.22796077185464
2023-12-21,117.94292442967449
2023-12-22,119.2932964969595
2023-12-25,119.63341926651142
2023-12-26,118.79036500503351
2023-12-27,118.57685599951483
2023-12-28,119.36580506228557
2023-12-29,121.43445573183213
2024-01-01,120.27327010104119
2024-01-02,121.79221999567741
2024-01-03,121.16931934155035
2024-01-04,120.02823400254235
2024-01-05,120.50488920677758
2024-01-08,121.43873838272985
2024-01-09,122.15582175664584
2024-01-10,123.91564823720145
2024-01-11,124.39235311054118
2024-01-12,123.2027165373939
2024-01-15,121.89970856756887
2024-01-16,120.94044143116398
2024-01-17,121.2922838462206
2024-01-18,118.7334202586985
2024-01-19,119.06768506217506
2024-01-22,119.63736712360789
2024-01-23,118.90015104766489
2024-01-24,119.98494977822946
2024-01-25,119.48206101057426
2024-01-26,119.48276647498592
2024-01-29,120.60291306206501
2024-01-30,120.17966156351545
2024-01-31,120.327172288679
2024-02-01,118.45856836187865
2024-02-02,118.1346188500699
2024-02-05,118.29335341344111
2024-02-06,117.61506767274774
2024-02-07,116.95996267760127
2024-02-08,117.96021192891577
2024-02-09,117.46971554822335
2024-02-12,117.34333828153373
2024-02-13,115.93290369791791
2024-02-14,113.8857884180097
2024-02-15,112.87731493594843
2024-02-16,114.75101402973618
2024-02-19,114.29245218598525
2024-02-20,115.7976106753519
2024-02-21,117.05518573880043
2024-02-22,117.65128820610474
2024-02-23,118.25472577788236
2024-02-26,119.14037127161883
2024-02-27,121.98945542900998
2024-02-28,122.51508858941091
2024-02-29,121.91841696818572
2024-03-01,120.69389134927957
2024-03-04,121.02384153064705
2024-03-05,120.06601984622387
2024-03-06,119.25615043160332
2024-03-07,120.48066220513695
2024-03-08,122.01073418283532
2024-03-11,122.83968135817072
2024-03-12,122.80331101976876
2024-03-13,123.52306345222613
2024-03-14,123.75998950968139
2024-03-15,123.98169350582064
2024-03-18,122.37562252161108
2024-03-19,122.72263718074387
2024-03-20,124.08649561215938
2024-03-21,127.37182108845249
2024-03-22,127.21846272351387
2024-03-25,127.05051129563287
2024-03-26,126.81635196277625
2024-03-27,127.7109046248876
2024-03-28,126.68951359715919
2024-03-29,130.48389443808074
2024-04-01,129.69490833829687
2024-04-02,131.88641616387636
2024-04-03,130.70826776886562
2024-04-04,131.68771820518293
2024-04-05,131.8617637482176
2024-04-08,133.35155068322314
2024-04-09,133.74122372317484
2024-04-10,132.41281714327698
2024-04-11,132.0496591711774
2024-04-12,128.17827565198817
2024-04-15,129.55416904668164
2024-04-16,130.23783276067982
2024-04-17,131.43783375087614
2024-04-18,131.7731854566316
2024-04-19,132.7080628635283
2024-04-22,131.09326969275952
2024-04-23,130.42517151816747
2024-04-24,129.61983819508256
2024-04-25,129.64490339196558
2024-04-26,130.18836548516825
2024-04-29,129.03179474798293
2024-04-30,126.9387764456689
2024-05-01,127.03060659441905
2024-05-02,128.52929817504
2024-05-03,130.59302246406244
2024-05-06,128.42350078864507
2024-05-07,126.36859915478445
2024-05-08,125.22103138546505
2024-05-09,125.44545397575011
2024-05-10,122.74406018337913
2024-05-13,124.6018878787949
2024-05-14,127.4313235550625
2024-05-15,129.81507354393185
2024-05-16,129.36628746838565
2024-05-17,128.69755635710231
2024-05-20,130.66327433935123
2024-05-21,130.40299328703776
2024-05-22,130.38026505909409
2024-05-23,130.4042772072505
2024-05-24,128.98901449533727
2024-05-27,128.7916405003744
2024-05-28,126.25647258510915
2024-05-29,126.41724759218786
2024-05-30,127.940975949611
2024-05-31,127.04200975242557
2024-06-03,126.4728724560535
2024-06-04,126.11018006010059
2024-06-05,127.98735695505744
2024-06-06,128.79354964801135
2024-06-07,129.1761294724747
2024-06-10,129.94353313577312
2024-06-11,129.88341361147945
2024-06-12,128.68661416903706
2024-06-13,128.1049564627567
2024-06-14,128.67978046588377
2024-06-17,128.73992916949425
2024-06-18,128.46798971130443
2024-06-19,128.23368571853015
2024-06-20,129.163146028894
2024-06-21,128.21848808867796
2024-06-24,125.59604445494679
2024-06-25,124.6997454893076
2024-06-26,124.77471750882462
2024-06-27,124.95728024496151
2024-06-28,122.07771094360179
2024-07-01,123.26056571627011
2024-07-02,123.33156847223844
2024-07-03,123.89794986740819
2024-07-04,124.0256467258007
2024-07-05,123.85021696458787
2024-07-08,123.95320032024739
2024-07-09,123.65873944344553
2024-07-10,122.43965164542763
2024-07-11,122.09280925398174
2024-07-12,120.56115064360684
2024-07-15,120.04045366274592
2024-07-16,123.05142973353993
2024-07-17,120.71169801659909
2024-07-18,121.35130621198118
2024-07-19,120.08093897290777
2024-07-22,120.0833390584635
2024-07-23,119.21249293600957
2024-07-24,121.04711988937981
2024-07-25,119.40019273525056
2024-07-26,119.85414840790223
2024-07-29,120.08731475756566
2024-07-30,119.65225596132501
2024-07-31,122.20084084794837
2024-08-01,122.08301081034942
2024-08-02,122.14162668416688
2024-08-05,121.73032243818393
2024-08-06,118.7730600489068
2024-08-07,117.5749550948199
2024-08-08,117.45115967140418
2024-08-09,117.2010649805792
2024-08-12,118.51479903706318
2024-08-13,119.65362381359799
2024-08-14,118.61025709448481
2024-08-15,118.1041330658048
2024-08-16,119.00252211780116
2024-08-19,118.8926763136994
2024-08-20,120.42070182038852
2024-08-21,118.212143299281
2024-08-22,118.00725638179996
2024-08-23,118.30520604897718
2024-08-26,118.58713012303043
2024-08-27,118.09013064388381
2024-08-28,118.22820786289756
2024-08-29,117.68480408990214
2024-08-30,117.86152237137286
2024-09-02,117.58637604678744
2024-09-03,118.74126045533613
2024-09-04,118.66518673654431
2024-09-05,118.79247988250303
2024-09-06,120.7412561964426
2024-09-09,122.03638608172587
2024-09-10,122.3319283385657
2024-09-11,121.42890753710662
2024-09-12,121.28427872788659
2024-09-13,122.84611435681192
2024-09-16,123.2073073142316
2024-09-17,123.28830534731776
2024-09-18,122.2402892058231
2024-09-19,123.44375258109046
2024-09-20,124.38601561658011
2024-09-23,124.82996421550399
2024-09-24,125.007732990469
2024-09-25,123.69954972319283
2024-09-26,122.10873725434554
2024-09-27,121.42508837349946
2024-09-30,122.27386608003977
2024-10-01,121.85016493031281
2024-10-02,122.41781443292203
2024-10-03,123.72514399936887
2024-10-04,123.59963224895145
2024-10-07,124.0498242848133
2024-10-08,126.38140760334473
2024-10-09,124.98995473475615
2024-10-10,125.42734362436379
2024-10-11,125.98515088833533
2024-10-14,121.74620274223984
2024-10-15,120.27252443639782
2024-10-16,120.74775973853131
2024-10-17,120.80513093599403
2024-10-18,119.39774484526309
2024-10-21,120.45286313471459
2024-10-22,119.62577544573654
2024-10-23,121.04958707210692
2024-10-24,123.55720870621974
2024-10-25,122.88757772735941
2024-10-28,123.90887232249072
2024-10-29,124.10244589722248
2024-10-30,123.21489486648053
2024-10-31,121.858954417372
2024-11-01,122.74221098072901
2024-11-04,121.76860478580416
2024-11-05,120.9084380658233
2024-11-06,120.41262460185584
2024-11-07,119.8727357309072
2024-11-08,119.54215808293232
2024-11-11,117.94502864538067
2024-11-12,115.29554904055696
2024-11-13,113.24415958912468
2024-11-14,112.37704052805894
2024-11-15,113.1383209991635
2024-11-18,112.5062728180667
2024-11-19,112.61039397431492
2024-11-20,113.85795623760717
2024-11-21,111.49760523620944
2024-11-22,111.15816962829584
2024-11-25,111.18855176948124
2024-11-26,111.90897349102
2024-11-27,112.66814610029621
2024-11-28,114.36740093387287
2024-11-29,116.91317987863974
2024-12-02,118.48346159486485
2024-12-03,119.51459484913943
2024-12-04,120.48846752598573
2024-12-05,118.7376574144637
2024-12-06,119.18462254336109
2024-12-09,118.40526457192608
2024-12-10,117.38030540920896
2024-12-11,117.5521376158349
2024-12-12,117.52099060567147
2024-12-13,117.95188658606668
2024-12-16,115.20877220557864
2024-12-17,113.7805496291411
2024-12-18,113.4036471937758
2024-12-19,114.9872121037852
2024-12-20,115.5100081732977
2024-12-23,115.33207739413388
2024-12-24,116.73884863145622
2024-12-25,117.949470380118
2024-12-26,119.75945789987692
2024-12-27,118.69868076680099
2024-12-30,120.63682756180299
2024-12-31,120.95487208728282
2025-01-01,120.09131169899266
2025-01-02,119.22594961289326
2025-01-03,117.47858218334942
2025-01-06,115.36418754812436
2025-01-07,117.0836885640852
2025-01-08,117.66175366871519
2025-01-09,121.09561688515522
2025-01-10,122.41051083467514
2025-01-13,122.64508717355771
2025-01-14,121.99465131172546
2025-01-15,121.45883371372396
2025-01-16,120.8980006982695
2025-01-17,118.4698169854119
