,IWR
2021-10-06,103.98155914244755
2021-10-07,105.03518644536551
2021-10-08,105.2197579017862
2021-10-11,104.42411989814475
2021-10-12,106.11138469872417
2021-10-13,104.65572510343888
2021-10-14,103.48000250376128
2021-10-15,104.27498757299847
2021-10-18,103.95328185665029
2021-10-19,103.42418416319326
2021-10-20,104.61786387621576
2021-10-21,106.12103823036898
2021-10-22,106.15416371490487
2021-10-25,105.95405660773743
2021-10-26,105.62486908256659
2021-10-27,104.81590463214377
2021-10-28,106.61413404529414
2021-10-29,105.61063501609425
2021-11-01,104.76754434525992
2021-11-02,105.7146956401009
2021-11-03,106.36644353603883
2021-11-04,105.30150667982072
2021-11-05,105.40276077773241
2021-11-08,104.2634933819717
2021-11-09,102.45503264274988
2021-11-10,100.85995232770554
2021-11-11,101.10645935740854
2021-11-12,98.9032426635606
2021-11-15,99.14161840067877
2021-11-16,98.82259056357118
2021-11-17,97.92403836856978
2021-11-18,97.10750603395955
2021-11-19,98.9683845593868
2021-11-22,98.59104655173992
2021-11-23,98.45088242408679
2021-11-24,97.98959578489516
2021-11-25,95.70478117435032
2021-11-26,94.72482808274776
2021-11-29,95.03810163692798
2021-11-30,96.35747494439185
2021-12-01,97.71077443318272
2021-12-02,95.71756779791465
2021-12-03,96.93253743106574
2021-12-06,98.25630669613705
2021-12-07,99.00230698443069
2021-12-08,99.74472707410274
2021-12-09,99.95766763237964
2021-12-10,101.46713559740716
2021-12-13,101.67618540080399
2021-12-14,101.28459995535526
2021-12-15,102.90149565994673
2021-12-16,101.8924012412565
2021-12-17,103.45438568745264
2021-12-20,102.47122347509907
2021-12-21,103.4376693543955
2021-12-22,103.36004720053431
2021-12-23,100.82957852017853
2021-12-24,100.64016216347748
2021-12-27,99.93408323020836
2021-12-28,99.88510027790859
2021-12-29,99.6335160882708
2021-12-30,100.14634748329843
2021-12-31,99.07221662571068
2022-01-03,95.29590986486286
2022-01-04,96.00905838065914
2022-01-05,95.67692730001704
2022-01-06,95.89138657024472
2022-01-07,97.44093433281161
2022-01-10,97.91232659307208
2022-01-11,96.97046321002938
2022-01-12,98.63644125604546
2022-01-13,99.28752097733575
2022-01-14,100.27670266628857
2022-01-17,100.08961639370177
2022-01-18,100.41413521243881
2022-01-19,101.06633067105963
2022-01-20,102.31488881427242
2022-01-21,103.08755476480613
2022-01-24,102.72821860737271
2022-01-25,103.14719610278027
2022-01-26,101.15739249544635
2022-01-27,98.80335433964174
2022-01-28,100.71692054083591
2022-01-31,101.82162558265676
2022-02-01,104.09920515700273
2022-02-02,103.52039842134258
2022-02-03,103.33942535653975
2022-02-04,104.00768919763057
2022-02-07,104.23408479816199
2022-02-08,105.4192923427186
2022-02-09,106.64335425658076
2022-02-10,105.40240858740879
2022-02-11,106.99096131048277
2022-02-14,106.43150830696482
2022-02-15,104.14888606885127
2022-02-16,104.44725179019683
2022-02-17,105.93240643984964
2022-02-18,107.70858229382519
2022-02-21,106.66801257601877
2022-02-22,106.97732865908378
2022-02-23,106.00056541407695
2022-02-24,104.28357154265544
2022-02-25,104.71175206709351
2022-02-28,103.06118920670819
2022-03-01,103.13980976929213
2022-03-02,104.51015809538258
2022-03-03,105.52028512030698
2022-03-04,106.82625027800366
2022-03-07,108.21490698128493
2022-03-08,109.11002664770008
2022-03-09,107.9876611935193
2022-03-10,109.46270898637387
2022-03-11,109.98277948322858
2022-03-14,111.4431098458426
2022-03-15,110.25461277613017
2022-03-16,111.33530479637895
2022-03-17,110.2352151820219
2022-03-18,112.53804027506571
2022-03-21,115.08284560769889
2022-03-22,115.03254698093397
2022-03-23,114.61260024954683
2022-03-24,116.48659128840715
2022-03-25,118.02191800054922
2022-03-28,118.62341505685853
2022-03-29,119.79513851698269
2022-03-30,119.93908670042117
2022-03-31,120.01730499277616
2022-04-01,121.87284237708809
2022-04-04,123.49232357324809
2022-04-05,123.87096347669515
2022-04-06,124.89384994150947
2022-04-07,123.1309434429485
2022-04-08,123.92291617859814
2022-04-11,123.44817058347334
2022-04-12,122.3770246734106
2022-04-13,121.0238779700729
2022-04-14,124.05419282979395
2022-04-15,120.85543089993591
2022-04-18,122.72471732640888
2022-04-19,121.28932921210705
2022-04-20,122.00909632946654
2022-04-21,122.44662998074058
2022-04-22,120.17082372066676
2022-04-25,121.27700425416525
2022-04-26,120.82034711827978
2022-04-27,124.21172706351025
2022-04-28,124.63030048132859
2022-04-29,121.22225356463805
2022-05-02,120.8388224866612
2022-05-03,122.68653063030087
2022-05-04,122.55894142463148
2022-05-05,121.22311039511722
2022-05-06,121.75030333431549
2022-05-09,122.33749471122594
2022-05-10,122.86208347909839
2022-05-11,125.11099592197188
2022-05-12,125.46109137993643
2022-05-13,126.49964954081689
2022-05-16,126.01598608615645
2022-05-17,128.2744251058579
2022-05-18,127.22265036035685
2022-05-19,125.78370701013377
2022-05-20,125.47062687407484
2022-05-23,126.2876306019779
2022-05-24,129.56047983788085
2022-05-25,130.9815378956773
2022-05-26,130.56296132029027
2022-05-27,129.77738415436255
2022-05-30,132.02167682595314
2022-05-31,131.82278864006503
2022-06-01,130.94630831554102
2022-06-02,133.14121499555372
2022-06-03,134.89064718469342
2022-06-06,132.4926814098557
2022-06-07,132.37607045861782
2022-06-08,132.87464154245174
2022-06-09,133.64236181348613
2022-06-10,133.21696504730497
2022-06-13,136.10422682540545
2022-06-14,138.8848854552541
2022-06-15,137.04400934389852
2022-06-16,136.11211019374366
2022-06-17,136.48376145300205
2022-06-20,139.70494936594847
2022-06-21,141.00521400317695
2022-06-22,141.19643778559748
2022-06-23,140.83577190403423
2022-06-24,140.4223154650331
2022-06-27,139.30683537850797
2022-06-28,141.63735137121014
2022-06-29,143.37431742247807
2022-06-30,145.44825895100345
2022-07-01,143.40705974429054
2022-07-04,145.8510794874494
2022-07-05,148.08839544085623
2022-07-06,147.49650404288943
2022-07-07,146.2711277599507
2022-07-08,143.2536566516449
2022-07-11,143.9381002962072
2022-07-12,142.91887739713422
2022-07-13,145.32184434081913
2022-07-14,143.9202231140586
2022-07-15,146.76218567593637
2022-07-18,146.97535406569827
2022-07-19,147.5361476881944
2022-07-20,148.8631511486884
2022-07-21,147.5404988986635
2022-07-22,149.44099519785016
2022-07-25,147.16810570392624
2022-07-26,147.95471857725303
2022-07-27,145.76452432581232
2022-07-28,146.12765439659404
2022-07-29,147.2165046503517
2022-08-01,149.52430847752558
2022-08-02,149.868967146245
2022-08-03,149.94353484222472
2022-08-04,148.02870549951749
2022-08-05,147.1600945939422
2022-08-08,149.00125520015212
2022-08-09,148.93179280088904
2022-08-10,150.98731989329715
2022-08-11,150.93194699403273
2022-08-12,152.7121919704501
2022-08-15,150.75698021213418
2022-08-16,150.7342588709288
2022-08-17,148.09339167514005
2022-08-18,143.85379886446182
2022-08-19,142.7594228013622
2022-08-22,141.15696029787787
2022-08-23,139.57397776300743
2022-08-24,138.8062413301216
2022-08-25,140.34942967265897
2022-08-26,138.72406680859118
2022-08-29,140.13111207660137
2022-08-30,141.6366661447143
2022-08-31,143.73114079558465
2022-09-01,141.86823293510605
2022-09-02,142.20585809171828
2022-09-05,140.0304516226846
2022-09-06,142.2899755963406
2022-09-07,141.77430229114984
2022-09-08,140.33584076547655
2022-09-09,142.21533712098497
2022-09-12,141.34584568695394
2022-09-13,139.30096955332766
2022-09-14,137.6633465533637
2022-09-15,137.59790068123996
2022-09-16,138.11777088378622
2022-09-19,140.6160388384079
2022-09-20,137.98368773236805
2022-09-21,139.86916362882224
2022-09-22,141.15782250045197
2022-09-23,141.68415368197748
2022-09-26,141.11166083745175
2022-09-27,138.49673599335534
2022-09-28,135.9942740239126
2022-09-29,135.99634317593393
2022-09-30,137.81829841642005
2022-10-03,138.63146824316473
2022-10-04,137.81459504161293
2022-10-05,135.842225270403
2022-10-06,136.64009614311453
2022-10-07,133.28416800335296
2022-10-10,134.78197888426783
2022-10-11,135.5910662550103
2022-10-12,136.04538196951748
2022-10-13,136.21283538879064
2022-10-14,136.72949692615492
2022-10-17,135.56393403095268
2022-10-18,136.2303329323488
2022-10-19,132.63331529877246
2022-10-20,135.2901903961864
2022-10-21,137.24677414279412
2022-10-24,135.8447179632759
2022-10-25,135.2561241135338
2022-10-26,135.6753458137724
2022-10-27,134.91277247721916
2022-10-28,135.4338029700264
2022-10-31,135.11620309790956
2022-11-01,133.8140894302138
2022-11-02,133.99046417405992
2022-11-03,135.1327929775107
2022-11-04,137.52417973579733
2022-11-07,141.05790914342217
2022-11-08,141.50263140679579
2022-11-09,140.13058863814868
2022-11-10,141.83160041474076
2022-11-11,143.78373623964134
2022-11-14,143.49443888670984
2022-11-15,143.23650513389276
2022-11-16,142.44793747621486
2022-11-17,142.59561042055424
2022-11-18,142.58482395302354
2022-11-21,140.17631582686997
2022-11-22,140.69289142417537
2022-11-23,140.66233590046673
2022-11-24,138.73397842938883
2022-11-25,140.01413321727384
2022-11-28,137.63435578674012
2022-11-29,137.95551900201264
2022-11-30,136.3284972692995
2022-12-01,135.7470429086704
2022-12-02,134.73706765081045
2022-12-05,134.3016049987353
2022-12-06,134.21360480447208
2022-12-07,135.8463967555129
2022-12-08,138.5763531696486
2022-12-09,138.32160469167138
2022-12-12,138.68853510781798
2022-12-13,138.7244035232876
2022-12-14,140.37771025997932
2022-12-15,141.59984187757772
2022-12-16,143.26170889473
2022-12-19,147.24122349479637
2022-12-20,150.75804515679215
2022-12-21,151.88146437152315
2022-12-22,154.33778432355712
2022-12-23,158.9163456229422
2022-12-26,157.47194121269465
2022-12-27,156.59202442781694
2022-12-28,152.74586256269714
2022-12-29,152.79472038072038
2022-12-30,151.32409325601762
2023-01-02,153.90435622616016
2023-01-03,152.23150875960235
2023-01-04,150.59102768880445
2023-01-05,152.47066910829892
2023-01-06,149.59938489222532
2023-01-09,147.30738189025453
2023-01-10,146.78883609634008
2023-01-11,144.10901506907842
2023-01-12,145.04155770244375
2023-01-13,146.6797006551161
2023-01-16,145.01895126268408
2023-01-17,146.10191731339387
2023-01-18,145.11248063210033
2023-01-19,147.37237779836653
2023-01-20,147.65645976312132
2023-01-23,148.28995301305488
2023-01-24,146.81970193778628
2023-01-25,148.6890034628669
2023-01-26,148.85439930620737
2023-01-27,149.39783781975194
2023-01-30,151.6351083750313
2023-01-31,153.41403751784227
2023-02-01,153.83419759663138
2023-02-02,154.7837478279236
2023-02-03,155.0754541659082
2023-02-06,153.12946673821548
2023-02-07,150.64777471951223
2023-02-08,148.96649594517058
2023-02-09,145.70313380436772
2023-02-10,146.14484767753305
2023-02-13,147.111866113717
2023-02-14,147.1214839710178
2023-02-15,148.2093907426795
2023-02-16,145.51321081063605
2023-02-17,142.96994762203653
2023-02-20,142.97986997535915
2023-02-21,142.68636192602187
2023-02-22,142.27532427193216
2023-02-23,143.73714900861674
2023-02-24,145.55440322357066
2023-02-27,148.37787497811348
2023-02-28,150.46053754310734
2023-03-01,149.33575551250647
2023-03-02,150.59308688844703
2023-03-03,153.36574743616686
2023-03-06,153.8708179269573
2023-03-07,151.57537531355075
2023-03-08,154.09365428200644
2023-03-09,153.62974559209093
2023-03-10,157.13172220502807
2023-03-13,156.7153983485318
2023-03-14,158.45123167897978
2023-03-15,159.30555856401804
2023-03-16,160.4831954579683
2023-03-17,161.09156880170337
2023-03-20,157.28763228610262
2023-03-21,156.9336536017349
2023-03-22,157.3146664843461
2023-03-23,156.18072226979314
2023-03-24,155.74912524427745
2023-03-27,157.57710122454398
2023-03-28,159.3704900225027
2023-03-29,156.5741462276064
2023-03-30,153.30029720340994
2023-03-31,156.92690198828535
2023-04-03,157.7421064370836
2023-04-04,157.85339500483815
2023-04-05,157.50597975325653
2023-04-06,160.26619786854863
2023-04-07,157.93955624632304
2023-04-10,156.34974958637216
2023-04-11,156.1917619010309
2023-04-12,157.02045990356862
2023-04-13,156.9019932598495
2023-04-14,156.69724034924891
2023-04-17,155.42508006300676
2023-04-18,155.11469624754054
2023-04-19,157.37724819174716
2023-04-20,157.10950005172575
2023-04-21,157.89137278945554
2023-04-24,159.3012843799573
2023-04-25,155.6743607897449
2023-04-26,154.98109131219223
2023-04-27,155.98940567704852
2023-04-28,156.83628235705865
2023-05-01,157.4901738580959
2023-05-02,156.67763093995
2023-05-03,155.45771418599944
2023-05-04,159.19040977599477
2023-05-05,163.57372319253867
2023-05-08,160.6216302063855
2023-05-09,162.04431597914478
2023-05-10,163.8613047321688
2023-05-11,162.36964488103104
2023-05-12,161.4567966050862
2023-05-15,162.6393928519045
2023-05-16,160.42870913683882
2023-05-17,159.34808893134482
2023-05-18,159.68156515725826
2023-05-19,164.78701771734882
2023-05-22,168.68123695540677
2023-05-23,165.36852999654943
2023-05-24,165.22154952584586
2023-05-25,163.81036522033224
2023-05-26,163.00988403482074
2023-05-29,166.11468109002152
2023-05-30,165.82736566202817
2023-05-31,163.4234146899977
2023-06-01,165.61998034842503
2023-06-02,165.3990537071453
2023-06-05,163.88419184684636
2023-06-06,165.6441151461552
2023-06-07,164.9889937292487
2023-06-08,165.5359072908126
2023-06-09,163.61670315595472
2023-06-12,169.0193334986065
2023-06-13,168.99813771179143
2023-06-14,166.85970103074945
2023-06-15,167.6638244052539
2023-06-16,168.81125386296648
2023-06-19,166.1304894447743
2023-06-20,164.74536343382036
2023-06-21,162.84294478886255
2023-06-22,165.2584656659662
2023-06-23,167.7355507418166
2023-06-26,167.036870983784
2023-06-27,167.7749781650799
2023-06-28,168.96555344926873
2023-06-29,163.7021288369396
2023-06-30,165.83193384322442
2023-07-03,163.2533594917035
2023-07-04,164.6973266861274
2023-07-05,163.0919546277286
2023-07-06,162.82156442127794
2023-07-07,162.8468355005929
2023-07-10,164.25201442244142
2023-07-11,164.18292243666465
2023-07-12,163.53988336317894
2023-07-13,159.81742474190787
2023-07-14,158.0141307555037
2023-07-17,160.87323798078143
2023-07-18,160.7641056925354
2023-07-19,161.2718701550165
2023-07-20,162.76575353485595
2023-07-21,161.1085211408849
2023-07-24,160.5828572983211
2023-07-25,161.12893003637188
2023-07-26,164.76506737126695
2023-07-27,164.47100144255162
2023-07-28,167.08686250117765
2023-07-31,165.02619820918224
2023-08-01,164.32262224614308
2023-08-02,165.503662179155
2023-08-03,163.59370963343457
2023-08-04,162.34906379628555
2023-08-07,160.98497677084035
2023-08-08,161.40817640840086
2023-08-09,160.54542189550943
2023-08-10,163.2947078902817
2023-08-11,161.01294180904637
2023-08-14,160.7636865879303
2023-08-15,159.79540437586832
2023-08-16,158.1248370072509
2023-08-17,156.12623562045815
2023-08-18,158.08615639694034
2023-08-21,158.0399051422777
2023-08-22,160.11146116129655
2023-08-23,160.87266071217218
2023-08-24,163.47998032645293
2023-08-25,165.49374299453424
2023-08-28,166.2434771644731
2023-08-29,166.14375755144573
2023-08-30,167.54781648689075
2023-08-31,166.08761661783853
2023-09-01,163.32118288630423
2023-09-04,163.7424995202434
2023-09-05,160.2980517085241
2023-09-06,156.3360319717377
2023-09-07,160.21738601425756
2023-09-08,159.1343356407723
2023-09-11,161.40583608016757
2023-09-12,161.2338697653542
2023-09-13,163.31210411765088
2023-09-14,166.08472977560527
2023-09-15,166.8654229511319
2023-09-18,170.7774132491544
2023-09-19,169.6590963684564
2023-09-20,170.38439665344816
2023-09-21,168.3659747007337
2023-09-22,168.12342462817767
2023-09-25,170.01858112793607
2023-09-26,173.64852898149067
2023-09-27,172.69083072362653
2023-09-28,171.94612869478084
2023-09-29,170.77756374536563
2023-10-02,178.31754083270465
2023-10-03,177.1269113197535
2023-10-04,178.43924056845532
2023-10-05,183.05821067293965
2023-10-06,184.32800532834054
2023-10-09,186.47426592582931
2023-10-10,190.70220675210854
2023-10-11,188.65132910623055
2023-10-12,190.06039360384597
2023-10-13,188.99053226826942
2023-10-16,189.9048961931022
2023-10-17,192.26729309565974
2023-10-18,190.11139570454478
2023-10-19,186.69522991487108
2023-10-20,189.07379437998324
2023-10-23,191.32386524030196
2023-10-24,191.66542392399572
2023-10-25,193.48816603029556
2023-10-26,192.47575814723746
2023-10-27,193.47348571326154
2023-10-30,192.11435813965545
2023-10-31,189.82909293437055
2023-11-01,186.54875259312396
2023-11-02,185.47786180764098
2023-11-03,186.33795800843166
2023-11-06,185.95818742431138
2023-11-07,190.44419903425066
2023-11-08,192.76368206469309
2023-11-09,192.0517757253304
2023-11-10,194.8638074808468
2023-11-13,193.9320478912772
2023-11-14,192.13395805721808
2023-11-15,193.93317196024222
2023-11-16,197.2016184154215
2023-11-17,199.1058317054503
2023-11-20,199.29976411756766
2023-11-21,203.00491828961674
2023-11-22,203.31297441129698
2023-11-23,202.89847514533386
2023-11-24,200.36804450601738
2023-11-27,204.72753464929073
2023-11-28,205.12387761303467
2023-11-29,205.97364796600993
2023-11-30,205.4291076953648
2023-12-01,207.28145291405102
2023-12-04,208.90640333774377
2023-12-05,208.33958667305396
2023-12-06,209.03871748419735
2023-12-07,214.08098649909024
2023-12-08,209.51722188184368
2023-12-11,212.054317959376
2023-12-12,209.37194739642342
2023-12-13,207.85331714621012
2023-12-14,207.80386719332765
2023-12-15,207.00244797056504
2023-12-18,207.4592301184915
2023-12-19,206.54858313554138
2023-12-20,208.22909609106097
2023-12-21,207.544988221796
2023-12-22,209.3870043759538
2023-12-25,209.23844226513603
2023-12-26,206.86936007180404
2023-12-27,209.38173000728167
2023-12-28,207.0371544952553
2023-12-29,205.36780456579518
2024-01-01,208.20484953479132
2024-01-02,204.56083753651097
2024-01-03,204.58969217597257
2024-01-04,202.66267480517092
2024-01-05,203.06186084702574
2024-01-08,206.0554114745728
2024-01-09,206.661138812238
2024-01-10,205.99350709212052
2024-01-11,202.45169757781457
2024-01-12,201.85785990176274
2024-01-15,205.69661909586506
2024-01-16,200.2003721197483
2024-01-17,199.61544480825864
2024-01-18,201.271807908171
2024-01-19,197.75408457749134
2024-01-22,199.2978945270017
2024-01-23,196.56464070559855
2024-01-24,197.6296286727434
2024-01-25,202.5354245560068
2024-01-26,202.009877043796
2024-01-29,203.2706625848398
2024-01-30,206.3218795125259
2024-01-31,204.079736624652
2024-02-01,204.5587078643015
2024-02-02,204.78352252850138
2024-02-05,206.06360746473698
2024-02-06,210.3193411747212
2024-02-07,210.38569603942747
2024-02-08,213.67787172059494
2024-02-09,210.3499413014858
2024-02-12,209.77274413961499
2024-02-13,210.9300512458899
2024-02-14,209.02488626937003
2024-02-15,209.92436273394372
2024-02-16,214.0269878912559
2024-02-19,217.30744631073415
2024-02-20,221.20597755848172
2024-02-21,223.9301246423035
2024-02-22,223.55027915255477
2024-02-23,223.57766929586057
2024-02-26,227.07734035773757
2024-02-27,221.94004691324426
2024-02-28,222.10751024774046
2024-02-29,224.17093661406597
2024-03-01,227.71002804040558
2024-03-04,224.0959545259919
2024-03-05,233.35261939121574
2024-03-06,238.86660013530587
2024-03-07,235.7973691383327
2024-03-08,235.3163623286586
2024-03-11,234.06811064576112
2024-03-12,233.03133640388043
2024-03-13,230.65135277822307
2024-03-14,228.73606048046278
2024-03-15,227.4756193353317
2024-03-18,224.32394635545393
2024-03-19,225.18513602245253
2024-03-20,224.58733542755573
2024-03-21,222.04068049818574
2024-03-22,224.35076384318538
2024-03-25,223.6257760084865
2024-03-26,223.49819194607647
2024-03-27,219.3243343185644
2024-03-28,219.48471124054564
2024-03-29,218.63803787412363
2024-04-01,218.53588564321052
2024-04-02,219.4153945258192
2024-04-03,222.11258475075644
2024-04-04,222.9132505095502
2024-04-05,224.65166866355628
2024-04-08,225.10065871935137
2024-04-09,223.25724085021244
2024-04-10,227.969569597252
2024-04-11,225.0264447099431
2024-04-12,220.00756136911383
2024-04-15,220.77446980649066
2024-04-16,221.49990472677916
2024-04-17,220.8916802511121
2024-04-18,222.3756237225367
2024-04-19,222.89960719810858
2024-04-22,221.91398522340924
2024-04-23,223.2092264914308
2024-04-24,223.490759280415
2024-04-25,225.37367779055
2024-04-26,221.35392181998412
2024-04-29,222.08524334564848
2024-04-30,223.18439773183397
2024-05-01,222.20035602390342
2024-05-02,222.5031277342819
2024-05-03,218.8068854025742
2024-05-06,215.5900682240371
2024-05-07,218.1940362187071
2024-05-08,217.0842057242929
2024-05-09,214.07837789093912
2024-05-10,218.63864877396205
2024-05-13,217.86260334072628
2024-05-14,220.11874886587321
2024-05-15,215.0097782644951
2024-05-16,214.4130792239254
2024-05-17,215.6468823851287
2024-05-20,219.0455661568674
2024-05-21,220.57920002938346
2024-05-22,223.78393523713123
2024-05-23,230.80509870192918
2024-05-24,231.40366868482008
2024-05-27,234.10649960207897
2024-05-28,232.2817586610586
2024-05-29,234.9402536038494
2024-05-30,235.31422199089184
2024-05-31,236.78031139404018
2024-06-03,239.5549984719802
2024-06-04,239.94642322301885
2024-06-05,238.12327269576383
2024-06-06,235.85165740322716
2024-06-07,239.7914713837889
2024-06-10,233.2088472864756
2024-06-11,232.48806217493473
2024-06-12,232.71611269742567
2024-06-13,231.6610116550057
2024-06-14,229.50270646837333
2024-06-17,233.2098079850059
2024-06-18,237.64556077249787
2024-06-19,237.81342419318398
2024-06-20,235.77475341068032
2024-06-21,238.25209520302636
2024-06-24,234.51570833945357
2024-06-25,235.86753862420963
2024-06-26,237.14169269129303
2024-06-27,233.18769025399226
2024-06-28,234.26441530907266
2024-07-01,234.43456035877063
2024-07-02,233.18234667639763
2024-07-03,234.32734551289144
2024-07-04,237.93913618496876
2024-07-05,233.19681319052106
2024-07-08,225.6001295979258
2024-07-09,217.73660339437205
2024-07-10,215.15258500004197
2024-07-11,211.88593824281483
2024-07-12,217.54707222559605
2024-07-15,219.39329462693468
2024-07-16,220.10002719533927
2024-07-17,222.56004514846254
2024-07-18,222.93159097441432
2024-07-19,219.23989045235817
2024-07-22,219.69663899935412
2024-07-23,223.16589677930705
2024-07-24,224.39375266277614
2024-07-25,223.14305429796525
2024-07-26,225.95600264366013
2024-07-29,226.57281306216447
2024-07-30,222.84876000788572
2024-07-31,220.97916927571353
2024-08-01,220.40420380047573
2024-08-02,216.5533399434237
2024-08-05,214.63232999827602
2024-08-06,209.70385296359254
2024-08-07,206.05977155996254
2024-08-08,208.6658775680168
2024-08-09,208.67937333451766
2024-08-12,213.3288411616144
2024-08-13,213.65270865624348
2024-08-14,211.07146107055698
2024-08-15,212.7748868162086
2024-08-16,217.54838019879236
2024-08-19,219.6323899031519
2024-08-20,216.86317872288794
2024-08-21,215.44036335729632
2024-08-22,215.4935388268917
2024-08-23,215.1541017056399
2024-08-26,217.4536135574222
2024-08-27,221.69667918094578
2024-08-28,222.22380554557725
2024-08-29,222.43183373664883
2024-08-30,228.4051862560206
2024-09-02,230.32903257104186
2024-09-03,228.08817465291017
2024-09-04,224.30519767766688
2024-09-05,225.64985804921344
2024-09-06,222.08903969690405
2024-09-09,220.99291444415442
2024-09-10,222.52015117571253
2024-09-11,221.74835655756192
2024-09-12,224.231938997876
2024-09-13,229.25840505073234
2024-09-16,224.40108033956582
2024-09-17,220.7404077935943
2024-09-18,221.32001115932547
2024-09-19,216.9805712468172
2024-09-20,215.75257838267405
2024-09-23,216.1412839211892
2024-09-24,220.1862333223593
2024-09-25,221.76972211208584
2024-09-26,221.66629058387085
2024-09-27,225.15895847228683
2024-09-30,230.16707719841395
2024-10-01,230.5550286374759
2024-10-02,230.52947878350773
2024-10-03,230.39927500008432
2024-10-04,230.88414875189363
2024-10-07,231.98356189617698
2024-10-08,234.75255027753033
2024-10-09,233.61960770219824
2024-10-10,231.71091289955137
2024-10-11,227.0605624246891
2024-10-14,228.88237131821555
2024-10-15,229.30312141184066
2024-10-16,228.01759968225502
2024-10-17,230.54552261525942
2024-10-18,231.50842791363152
2024-10-21,229.3865773195241
2024-10-22,231.0392648293665
2024-10-23,231.33619498531667
2024-10-24,228.84134171737233
2024-10-25,228.47819563372173
2024-10-28,233.58924982721513
2024-10-29,234.9736626684868
2024-10-30,228.87817854393785
2024-10-31,230.25451257045026
2024-11-01,231.2436238655848
2024-11-04,228.9059607402548
2024-11-05,228.21069622928457
2024-11-06,232.66296916957728
2024-11-07,235.41132856510606
2024-11-08,233.95743929548973
2024-11-11,233.20499548195372
2024-11-12,233.59721180275454
2024-11-13,229.5041099854895
2024-11-14,232.40405656231133
2024-11-15,230.9407021016089
2024-11-18,225.6976780788464
2024-11-19,223.74983880996743
2024-11-20,225.6392630128207
2024-11-21,220.29730018906818
2024-11-22,217.9153354963144
2024-11-25,217.28284142961937
2024-11-26,211.55308148324053
2024-11-27,213.424653127513
2024-11-28,216.84017506282154
2024-11-29,220.1031418867026
2024-12-02,219.92101570226163
2024-12-03,224.91341355134432
2024-12-04,226.89004535013785
2024-12-05,226.11251206716253
2024-12-06,225.03745023493468
2024-12-09,225.3536819196359
2024-12-10,220.9372764013305
2024-12-11,217.1498109217984
2024-12-12,213.7510600401606
2024-12-13,215.54347817658734
2024-12-16,212.4717889101853
2024-12-17,214.61990006683646
2024-12-18,216.61802501151394
2024-12-19,216.23076053762165
2024-12-20,208.91579671297538
2024-12-23,210.52328481641425
2024-12-24,210.95771114731247
2024-12-25,212.16648762589867
2024-12-26,218.12247833601012
2024-12-27,212.4352397753293
2024-12-30,211.03728602052837
2024-12-31,212.51582445301392
2025-01-01,211.3105449629369
2025-01-02,210.704873611379
2025-01-03,211.91855520745509
2025-01-06,209.98268464925647
2025-01-07,210.10793632150512
2025-01-08,211.27580028033006
2025-01-09,210.48692062497304
2025-01-10,210.03924204531913
2025-01-13,206.78624903870406
2025-01-14,205.42560589428214
2025-01-15,205.8421986457591
2025-01-16,210.56093503261715
2025-01-17,211.163949041833
