,SCHH
2021-10-27,113.38852323517494
2021-10-28,115.03794044101011
2021-10-29,116.24003470599804
2021-11-01,115.46998572496973
2021-11-02,116.13119268338335
2021-11-03,117.15660655970339
2021-11-04,115.74931284452865
2021-11-05,115.00670118865726
2021-11-08,114.56672669873151
2021-11-09,115.65095828763685
2021-11-10,116.51143908844563
2021-11-11,118.86743870121583
2021-11-12,117.6463153451329
2021-11-15,118.00055328299217
2021-11-16,117.79791779416485
2021-11-17,119.75083944548024
2021-11-18,119.16823068126503
2021-11-19,121.42249941200505
2021-11-22,122.06679963438494
2021-11-23,122.20092233557385
2021-11-24,123.72982903470036
2021-11-25,124.84015750202842
2021-11-26,124.40254761159333
2021-11-29,125.67072063217701
2021-11-30,126.584162929384
2021-12-01,127.64454669603195
2021-12-02,120.55305219250465
2021-12-03,119.6470076917476
2021-12-06,121.82403525503321
2021-12-07,120.70156135530416
2021-12-08,118.19404300201633
2021-12-09,118.93060749787321
2021-12-10,121.45989470915728
2021-12-13,122.03555571533482
2021-12-14,119.38206972013205
2021-12-15,119.7245017591782
2021-12-16,116.13288705911464
2021-12-17,116.63318322104973
2021-12-20,114.57177488869353
2021-12-21,113.50699997314547
2021-12-22,112.38953731480584
2021-12-23,113.64994619525204
2021-12-24,114.33242705120823
2021-12-27,113.86537229796573
2021-12-28,117.10851001159605
2021-12-29,116.9977365508546
2021-12-30,117.7884708285505
2021-12-31,116.78944057701976
2022-01-03,115.18142462124726
2022-01-04,112.47631955628601
2022-01-05,115.34345907925841
2022-01-06,113.36481868551245
2022-01-07,114.46055195736038
2022-01-10,115.99130092982146
2022-01-11,118.75487460819623
2022-01-12,118.55721876238205
2022-01-13,118.10315693485099
2022-01-14,115.26942412386458
2022-01-17,114.69457806589143
2022-01-18,117.76135829334089
2022-01-19,118.77335677857157
2022-01-20,117.81323576929235
2022-01-21,116.35901723841937
2022-01-24,115.40470838454866
2022-01-25,115.38781232463384
2022-01-26,114.51971898198778
2022-01-27,115.4246072296778
2022-01-28,114.71812498944054
2022-01-31,114.78586837954981
2022-02-01,115.2001057552293
2022-02-02,115.70586219983936
2022-02-03,114.6002557375915
2022-02-04,117.23739442681553
2022-02-07,119.07357055548478
2022-02-08,120.13528116553054
2022-02-09,118.5667780771815
2022-02-10,120.14461715946697
2022-02-11,121.94062757654642
2022-02-14,117.72540890729933
2022-02-15,116.13673729003663
2022-02-16,115.1049681602134
2022-02-17,114.97491905839303
2022-02-18,113.9149227957907
2022-02-21,112.87590733952884
2022-02-22,112.61007791509616
2022-02-23,111.05617052781147
2022-02-24,111.0394703283371
2022-02-25,109.62733968666878
2022-02-28,110.0805218848526
2022-03-01,110.52677021059291
2022-03-02,108.58890816491143
2022-03-03,110.58820799537831
2022-03-04,110.40141568889193
2022-03-07,108.93940784777809
2022-03-08,108.44074140909463
2022-03-09,109.29096305909106
2022-03-10,109.80895256229373
2022-03-11,110.36412295640883
2022-03-14,110.34608479663892
2022-03-15,109.82200550240928
2022-03-16,109.01793717827294
2022-03-17,106.86137293607247
2022-03-18,107.84041260761809
2022-03-21,108.64527523783849
2022-03-22,110.47242175651488
2022-03-23,110.93729563809806
2022-03-24,110.54774251389856
2022-03-25,109.42146125259424
2022-03-28,110.04260113914599
2022-03-29,111.26301368105875
2022-03-30,110.49158877027061
2022-03-31,111.8023946910544
2022-04-01,116.09662235924915
2022-04-04,119.51109120971381
2022-04-05,119.61342139205713
2022-04-06,119.17892185831282
2022-04-07,117.35337027100485
2022-04-08,117.77346097513426
2022-04-11,119.69145632574197
2022-04-12,120.53858268352995
2022-04-13,121.2239208655145
2022-04-14,120.74978490979164
2022-04-15,119.89087796491333
2022-04-18,119.00111606879666
2022-04-19,119.07306570061932
2022-04-20,121.4960674796097
2022-04-21,121.14988433825769
2022-04-22,120.3139950945701
2022-04-25,120.4778240406603
2022-04-26,120.96383529596413
2022-04-27,122.70681551867196
2022-04-28,122.16180555399832
2022-04-29,124.08371412357336
2022-05-02,125.28567867816669
2022-05-03,126.09616216612767
2022-05-04,124.21897679965835
2022-05-05,123.4955114655228
2022-05-06,121.57647497430865
2022-05-09,122.9602961816242
2022-05-10,124.9696164078498
2022-05-11,123.50231812752914
2022-05-12,123.85650403516033
2022-05-13,123.14949186156763
2022-05-16,122.46744383729249
2022-05-17,121.89798422640452
2022-05-18,122.56419691951952
2022-05-19,123.65107816813203
2022-05-20,124.50354328577735
2022-05-23,123.94018304605143
2022-05-24,123.12287827691793
2022-05-25,123.93586290386487
2022-05-26,124.42781386040042
2022-05-27,126.29167452809051
2022-05-30,127.05901990612804
2022-05-31,130.01736033881843
2022-06-01,131.9599546141671
2022-06-02,134.2079588402867
2022-06-03,135.23822473042867
2022-06-06,137.05413480428098
2022-06-07,139.585822577313
2022-06-08,137.16962296342956
2022-06-09,137.63714578910898
2022-06-10,138.5096796460237
2022-06-13,136.7295548774767
2022-06-14,137.56065197704132
2022-06-15,139.46890417047953
2022-06-16,140.17899445894994
2022-06-17,136.32622223606455
2022-06-20,134.71934275724556
2022-06-21,135.83451126990033
2022-06-22,137.9393255973062
2022-06-23,138.7912249748527
2022-06-24,141.96076028538826
2022-06-27,140.1774674849236
2022-06-28,142.40778964714602
2022-06-29,142.4841893577484
2022-06-30,145.56810506643026
2022-07-01,145.23197663918998
2022-07-04,143.09539439374433
2022-07-05,143.5061243205119
2022-07-06,142.47017408479792
2022-07-07,143.04101313425133
2022-07-08,144.99811809281155
2022-07-11,143.17247872758762
2022-07-12,141.6482291067075
2022-07-13,143.45197206817383
2022-07-14,139.47561215099944
2022-07-15,140.60338524050314
2022-07-18,142.4166920970326
2022-07-19,143.15983730064048
2022-07-20,141.93639192678773
2022-07-21,142.32629380452804
2022-07-22,142.30548727333064
2022-07-25,141.86477400706752
2022-07-26,141.10172842032682
2022-07-27,142.4931805867563
2022-07-28,141.83642828203818
2022-07-29,143.17110495908253
2022-08-01,142.42145174328803
2022-08-02,140.9573894114525
2022-08-03,139.15312485190466
2022-08-04,138.50413298319313
2022-08-05,135.14089118299754
2022-08-08,134.45209809342623
2022-08-09,134.88668721653914
2022-08-10,136.5599688263863
2022-08-11,137.73863910731285
2022-08-12,137.99713513930527
2022-08-15,137.9434042313636
2022-08-16,135.5100756473129
2022-08-17,133.98451033329042
2022-08-18,137.0582568201892
2022-08-19,139.83054516123246
2022-08-22,138.66496308909714
2022-08-23,138.47824252280412
2022-08-24,141.48264776191985
2022-08-25,145.24517671230666
2022-08-26,148.3501465170435
2022-08-29,148.30768342403778
2022-08-30,145.6089212165099
2022-08-31,147.15113180929208
2022-09-01,144.6223158415206
2022-09-02,144.8381294903591
2022-09-05,144.65217449132084
2022-09-06,145.41067587362792
2022-09-07,148.2505299218196
2022-09-08,149.44659504189667
2022-09-09,149.7520037902774
2022-09-12,152.41289479110935
2022-09-13,154.71827544109362
2022-09-14,154.12376648688388
2022-09-15,150.38307544510155
2022-09-16,151.64280414591474
2022-09-19,149.56278045455457
2022-09-20,149.22443678350535
2022-09-21,148.31605345066407
2022-09-22,148.33261205945988
2022-09-23,147.4945913280643
2022-09-26,148.4646402646406
2022-09-27,144.88057886192064
2022-09-28,143.75069780802227
2022-09-29,144.1730440736846
2022-09-30,142.9661632148085
2022-10-03,142.602431845853
2022-10-04,144.64752279673536
2022-10-05,141.20791180878695
2022-10-06,142.3623550060634
2022-10-07,139.83639519388555
2022-10-10,140.42691911652707
2022-10-11,142.42711183424626
2022-10-12,144.1319882033948
2022-10-13,143.4394899064681
2022-10-14,143.24584964606765
2022-10-17,146.2585645191557
2022-10-18,146.17996228017896
2022-10-19,148.8108598757822
2022-10-20,150.20445564183683
2022-10-21,151.31963274386186
2022-10-24,149.99300615242078
2022-10-25,150.33396974733557
2022-10-26,150.94656931340262
2022-10-27,149.3432917297802
2022-10-28,154.18509237195326
2022-10-31,156.05913428038542
2022-11-01,156.89428715892
2022-11-02,153.8821532540937
2022-11-03,154.77390773991777
2022-11-04,150.8169334576041
2022-11-07,151.24223451429805
2022-11-08,154.84240494065494
2022-11-09,153.57745670281307
2022-11-10,154.54466525619145
2022-11-11,156.5099728765317
2022-11-14,159.29960401857068
2022-11-15,156.36879142080093
2022-11-16,157.77826022555595
2022-11-17,157.76101108095526
2022-11-18,152.94502614296422
2022-11-21,150.51983420991257
2022-11-22,149.88182172871456
2022-11-23,151.61819644638106
2022-11-24,149.49507290423878
2022-11-25,146.1176594249394
2022-11-28,147.58373630071654
2022-11-29,150.87428027370473
2022-11-30,151.88322957247092
2022-12-01,150.74070932688926
2022-12-02,151.97432805595258
2022-12-05,151.63215178154624
2022-12-06,153.01496314408132
2022-12-07,154.63250658171958
2022-12-08,153.38963193723282
2022-12-09,153.43333718170595
2022-12-12,152.94369411963956
2022-12-13,153.21987480849796
2022-12-14,151.64885113765982
2022-12-15,151.48823424879748
2022-12-16,149.54197149858464
2022-12-19,151.5798261652786
2022-12-20,155.19502004617814
2022-12-21,155.09361907304503
2022-12-22,153.76686140203338
2022-12-23,154.03343198457492
2022-12-26,152.83487370141285
2022-12-27,151.2536159364056
2022-12-28,151.2022439066085
2022-12-29,151.64384256289986
2022-12-30,151.46459582131243
2023-01-02,151.8796470729004
2023-01-03,152.34607809447948
2023-01-04,149.6740807325291
2023-01-05,149.42391227484896
2023-01-06,147.95472987821447
2023-01-09,151.46912891773076
2023-01-10,152.7918097839674
2023-01-11,154.6928244620459
2023-01-12,152.48272836391112
2023-01-13,153.5028035779973
2023-01-16,154.04499094785393
2023-01-17,155.03403546986834
2023-01-18,153.51764435553739
2023-01-19,151.3093494232441
2023-01-20,153.16899401356318
2023-01-23,153.4157359557929
2023-01-24,150.87373054452974
2023-01-25,152.83616206250255
2023-01-26,153.01501408419279
2023-01-27,152.50769654147055
2023-01-30,153.0398184397046
2023-01-31,153.18119380163802
2023-02-01,151.89004216583615
2023-02-02,153.072221894318
2023-02-03,154.1621387232023
2023-02-06,152.86569608500503
2023-02-07,154.78281431405136
2023-02-08,153.616415046763
2023-02-09,156.6760843392248
2023-02-10,156.61795461849493
2023-02-13,155.43334887650434
2023-02-14,157.06397584977657
2023-02-15,156.91677290195423
2023-02-16,160.01313181455188
2023-02-17,160.31182113088548
2023-02-20,161.74277611394075
2023-02-21,163.17530964418026
2023-02-22,160.2626273309395
2023-02-23,160.8001354352785
2023-02-24,158.15048920687698
2023-02-27,156.95057140671744
2023-02-28,156.30427824613486
2023-03-01,158.40622103620055
2023-03-02,157.26438034603368
2023-03-03,157.50427780504
2023-03-06,159.0745467164024
2023-03-07,160.60653161937674
2023-03-08,161.26018637548975
2023-03-09,161.34222804239297
2023-03-10,157.49702324061826
2023-03-13,161.05974427505228
2023-03-14,161.02844383008542
2023-03-15,165.6784194644976
2023-03-16,166.34162199757785
2023-03-17,165.4911969456264
2023-03-20,161.3764985105851
2023-03-21,164.2813142922081
2023-03-22,163.7889565798501
2023-03-23,161.57519109229648
2023-03-24,163.71515780622502
2023-03-27,162.35268155909554
2023-03-28,164.49675697213598
2023-03-29,164.5482336869739
2023-03-30,165.68249057517545
2023-03-31,165.5137013262921
2023-04-03,166.10315331180269
2023-04-04,162.90703963528424
2023-04-05,161.96264628478286
2023-04-06,161.9437948804815
2023-04-07,165.4012994058487
2023-04-10,168.13947248500753
2023-04-11,168.07273715688314
2023-04-12,169.06085711346785
2023-04-13,165.55359063610302
2023-04-14,169.76059543358008
2023-04-17,168.08652718888035
2023-04-18,166.88795139894572
2023-04-19,164.25320676289235
2023-04-20,163.2070302848356
2023-04-21,163.04499990880353
2023-04-24,162.85885351052198
2023-04-25,163.58171529879246
2023-04-26,163.8622570233041
2023-04-27,167.71313287924968
2023-04-28,169.01598745822423
2023-05-01,170.15094101741533
2023-05-02,173.49482477686837
2023-05-03,171.6820884896099
2023-05-04,171.48892253646787
2023-05-05,168.19110031965903
2023-05-08,164.68758607406184
2023-05-09,169.16231159726567
2023-05-10,169.21237618668854
2023-05-11,167.42361765902785
2023-05-12,163.82251613440695
2023-05-15,164.3965403195114
2023-05-16,163.72019787604066
2023-05-17,164.773084025234
2023-05-18,167.42480298565602
2023-05-19,162.04400493342902
2023-05-22,161.64212958875999
2023-05-23,161.8320390016561
2023-05-24,162.90432679028797
2023-05-25,161.10600647027823
2023-05-26,165.2045361151391
2023-05-29,165.22990334444907
2023-05-30,163.5979414672899
2023-05-31,164.10912643250646
2023-06-01,165.3959842209881
2023-06-02,163.7029728679009
2023-06-05,164.78491042745503
2023-06-06,162.93730578553289
2023-06-07,163.8583833347426
2023-06-08,162.23142072940914
2023-06-09,167.21059137258538
2023-06-12,167.46199244522296
2023-06-13,165.63104997156685
2023-06-14,167.3163111286225
2023-06-15,166.12025648810328
2023-06-16,165.02571290519847
2023-06-19,163.5285643696051
2023-06-20,162.44057501923507
2023-06-21,164.22426899768706
2023-06-22,164.80043318176627
2023-06-23,165.01760900844243
2023-06-26,162.52310584164204
2023-06-27,160.34858209974098
2023-06-28,157.27672798546763
2023-06-29,155.90090716134372
2023-06-30,152.94368843964327
2023-07-03,153.0002871878796
2023-07-04,151.82050078714164
2023-07-05,153.46617613958983
2023-07-06,152.69148469952503
2023-07-07,152.3590507020811
2023-07-10,153.15959551545618
2023-07-11,155.60324536446325
2023-07-12,152.85645610663488
2023-07-13,151.8142169902833
2023-07-14,152.9822903356146
2023-07-17,153.48247384621777
2023-07-18,154.48010565045726
2023-07-19,154.77336394122585
2023-07-20,153.49420648595625
2023-07-21,153.79357889297867
2023-07-24,156.48923778492255
2023-07-25,156.55120254221177
2023-07-26,158.67873096418865
2023-07-27,157.77481008944383
2023-07-28,157.79212025481422
2023-07-31,158.61040512798655
2023-08-01,158.47882751499475
2023-08-02,158.90308662830577
2023-08-03,158.14846768042193
2023-08-04,153.79104415683898
2023-08-07,152.33351789891495
2023-08-08,153.12702488042308
2023-08-09,153.69333587592328
2023-08-10,153.85180265659938
2023-08-11,155.1445856307328
2023-08-14,158.79193061558857
2023-08-15,159.39954665165004
2023-08-16,158.25652918863045
2023-08-17,159.2756920924752
2023-08-18,160.61115259377448
2023-08-21,163.49073057060951
2023-08-22,165.10953037083559
2023-08-23,167.25790363620726
2023-08-24,169.51225283182364
2023-08-25,170.42507903211026
2023-08-28,172.7235230568258
2023-08-29,173.1306450844861
2023-08-30,172.79568154653057
2023-08-31,174.87926700230722
2023-09-01,176.00933545962414
2023-09-04,173.08247550395353
2023-09-05,173.11466772072245
2023-09-06,174.43987938620413
2023-09-07,177.27859671684365
2023-09-08,177.10657859844406
2023-09-11,177.22392932107357
2023-09-12,176.70966616274234
2023-09-13,177.5594689422121
2023-09-14,178.23504189582022
2023-09-15,177.8892852181859
2023-09-18,182.02632237577882
2023-09-19,181.50913865363947
2023-09-20,181.0796694704224
2023-09-21,184.0881764724843
2023-09-22,181.74667221576445
2023-09-25,179.17952698671013
2023-09-26,176.68618629367904
2023-09-27,176.9478268907436
2023-09-28,177.0927607075357
2023-09-29,174.40962648603352
2023-10-02,173.2209381324352
2023-10-03,174.4352056833386
2023-10-04,174.13385771875272
2023-10-05,173.53950458801742
2023-10-06,173.6505953009265
2023-10-09,176.26278748151964
2023-10-10,177.6137911457324
2023-10-11,178.99761184588
2023-10-12,179.1536457004505
2023-10-13,176.48857571752228
2023-10-16,176.5108211312041
2023-10-17,175.7940467475698
2023-10-18,176.3554421580955
2023-10-19,176.4504133811247
2023-10-20,176.94184637803104
2023-10-23,174.97357801704737
2023-10-24,176.27889165089738
2023-10-25,173.767950128967
2023-10-26,173.26543664659982
2023-10-27,174.72080953697716
2023-10-30,174.91345442788017
2023-10-31,177.58993340535346
2023-11-01,175.12547839379698
2023-11-02,179.02625687986918
2023-11-03,179.08143447867434
2023-11-06,179.5252180514608
2023-11-07,180.87495445781994
2023-11-08,184.47656441916413
2023-11-09,185.14527785514358
2023-11-10,186.65275945699935
2023-11-13,187.39745599578274
2023-11-14,188.26543289760548
2023-11-15,191.08448606484328
2023-11-16,188.34742956052463
2023-11-17,188.90890355513537
2023-11-20,192.73357401399326
2023-11-21,197.18146400570552
2023-11-22,197.30854196300177
2023-11-23,195.52663813793174
2023-11-24,194.91828778077203
2023-11-27,199.93065879013903
2023-11-28,200.56675964050643
2023-11-29,202.20532718717376
2023-11-30,204.37828131527903
2023-12-01,202.59632136425668
2023-12-04,203.41186491625018
2023-12-05,199.68241420537464
2023-12-06,198.8284411797595
2023-12-07,198.97185253297476
2023-12-08,200.44429485641237
2023-12-11,198.70816208726083
2023-12-12,199.0807692321347
2023-12-13,197.39586490068396
2023-12-14,194.37006605588076
2023-12-15,195.27509938763438
2023-12-18,196.39805497252064
2023-12-19,195.8211908002719
2023-12-20,196.11532974910736
2023-12-21,200.7816242137773
2023-12-22,201.16018093373106
2023-12-25,203.646096598565
2023-12-26,203.85822489746218
2023-12-27,199.98135059220442
2023-12-28,205.62663293759326
2023-12-29,207.6788305829546
2024-01-01,202.56305336547632
2024-01-02,199.60225896984213
2024-01-03,200.55684556420283
2024-01-04,203.85214671123947
2024-01-05,202.73116764315066
2024-01-08,200.92812003862895
2024-01-09,201.54296169924274
2024-01-10,201.13169073674095
2024-01-11,200.6104352537545
2024-01-12,201.13293872317186
2024-01-15,201.35964033599188
2024-01-16,200.38823490367977
2024-01-17,196.16210509414708
2024-01-18,195.4715322636107
2024-01-19,193.65191384463046
2024-01-22,197.85440871555198
2024-01-23,196.14554917562117
2024-01-24,193.09387639328136
2024-01-25,194.433779445051
2024-01-26,192.78758055215332
2024-01-29,190.22889112630045
2024-01-30,191.65737235181183
2024-01-31,194.40595219384784
2024-02-01,190.26851710118848
2024-02-02,186.57535646915298
2024-02-05,184.18521558062108
2024-02-06,186.28762335400103
2024-02-07,189.178930816574
2024-02-08,192.60983119290938
2024-02-09,192.226629205179
2024-02-12,194.58189924714353
2024-02-13,192.21128364966117
2024-02-14,191.75995435817364
2024-02-15,191.16920102716227
2024-02-16,192.04062281723378
2024-02-19,195.3691619215273
2024-02-20,195.22912446013257
2024-02-21,194.7623611391645
2024-02-22,192.74420805584927
2024-02-23,192.28828469282513
2024-02-26,194.1816692658932
2024-02-27,200.36743462451008
2024-02-28,201.39650523005952
2024-02-29,196.95670334019383
2024-03-01,195.74676972936334
2024-03-04,195.7569737372537
2024-03-05,194.02419706349582
2024-03-06,194.1943135329062
2024-03-07,196.07172546946472
2024-03-08,197.26228016786212
2024-03-11,195.42598969424085
2024-03-12,200.35915779679092
2024-03-13,201.22104735528015
2024-03-14,203.74564362059084
2024-03-15,206.50418302403196
2024-03-18,211.59535757197037
2024-03-19,210.86754307602038
2024-03-20,211.65783017318924
2024-03-21,208.0912809839043
2024-03-22,206.76449135178987
2024-03-25,203.6662135228037
2024-03-26,205.07316976521065
2024-03-27,206.82221869379777
2024-03-28,207.88285312771796
2024-03-29,207.35220874175263
2024-04-01,211.55279799198192
2024-04-02,212.664749541632
2024-04-03,212.05833443099712
2024-04-04,215.6135552951747
2024-04-05,216.36005397229243
2024-04-08,216.50898741907497
2024-04-09,215.17081208022674
2024-04-10,219.9793051414763
2024-04-11,220.7644740102796
2024-04-12,224.26659493208615
2024-04-15,216.64991427667405
2024-04-16,218.9854840317154
2024-04-17,220.86334332338038
2024-04-18,223.39207712151344
2024-04-19,219.00006819481064
2024-04-22,220.7704713856496
2024-04-23,219.52875052818501
2024-04-24,219.33942476036586
2024-04-25,216.28406555286602
2024-04-26,211.02625514620848
2024-04-29,214.74437147485324
2024-04-30,217.09409654521926
2024-05-01,216.00747676350855
2024-05-02,215.46177836412787
2024-05-03,217.99040296794337
2024-05-06,220.29309912352576
2024-05-07,222.80691072468576
2024-05-08,217.75065288329301
2024-05-09,215.48210784669487
2024-05-10,218.77878153575853
2024-05-13,218.16424969314636
2024-05-14,221.23590072395726
2024-05-15,222.2444499931236
2024-05-16,222.80791865453614
2024-05-17,224.68891859743243
2024-05-20,223.6119509718667
2024-05-21,223.24739097609694
2024-05-22,223.673711519246
2024-05-23,226.32523337259164
2024-05-24,228.135105804664
2024-05-27,229.06338486466015
2024-05-28,232.91134569949165
2024-05-29,236.7791103214104
2024-05-30,241.4251536476923
2024-05-31,237.3287913855456
2024-06-03,236.09066199860953
2024-06-04,228.7643244162596
2024-06-05,230.36076751953786
2024-06-06,230.33431577299527
2024-06-07,232.52860661125564
2024-06-10,230.97546805212343
2024-06-11,231.35070103232817
2024-06-12,231.20774920082195
2024-06-13,235.744138669418
2024-06-14,234.15286908650913
2024-06-17,234.1066987132015
2024-06-18,236.24929403968403
2024-06-19,234.852446967261
2024-06-20,232.62186498230017
2024-06-21,235.111164457222
2024-06-24,230.33806400819995
2024-06-25,232.11130338680616
2024-06-26,235.97053347817845
2024-06-27,238.7008120427207
2024-06-28,235.9710196293905
2024-07-01,235.83000618575664
2024-07-02,235.72030411625917
2024-07-03,232.02100592818545
2024-07-04,236.83366014961348
2024-07-05,235.47150241677096
2024-07-08,237.36464813723154
2024-07-09,243.6276709886398
2024-07-10,247.00684816469044
2024-07-11,246.32072175193662
2024-07-12,245.4392699360096
2024-07-15,243.28570148215852
2024-07-16,237.6561312215816
2024-07-17,237.91675252463133
2024-07-18,236.6717959929295
2024-07-19,231.64662281242067
2024-07-22,229.88360526182436
2024-07-23,229.0036946901611
2024-07-24,225.5297098883008
2024-07-25,223.65314560399293
2024-07-26,226.54149395584224
2024-07-29,225.77170498461555
2024-07-30,224.33846590560273
2024-07-31,222.5137470830355
2024-08-01,224.13029635637923
2024-08-02,222.24836755762533
2024-08-05,222.16661040329296
2024-08-06,221.48275883806127
2024-08-07,218.49975044517453
2024-08-08,217.59861742708026
2024-08-09,221.06984869736456
2024-08-12,220.9594400896849
2024-08-13,216.68745767053855
2024-08-14,215.25773543818815
2024-08-15,216.71137113661692
2024-08-16,211.37510829894146
2024-08-19,211.5564627644051
2024-08-20,209.07921621275253
2024-08-21,210.3806781337811
2024-08-22,210.62900467899075
2024-08-23,214.2676807731374
2024-08-26,208.25007602698474
2024-08-27,207.39843822800705
2024-08-28,208.5631276783649
2024-08-29,206.63538481656073
2024-08-30,209.93900249874372
2024-09-02,213.46083579210392
2024-09-03,217.3246512924812
2024-09-04,216.34983336737977
2024-09-05,214.81548752832018
2024-09-06,216.9776948313893
2024-09-09,217.47870942317564
2024-09-10,214.22056020172056
2024-09-11,219.39745916019695
2024-09-12,218.40458682117054
2024-09-13,223.39560294331739
2024-09-16,224.11871591617327
2024-09-17,227.78687559363226
2024-09-18,227.09305841049266
2024-09-19,227.95911964975076
2024-09-20,234.17231827751414
2024-09-23,229.94845422698967
2024-09-24,232.21196573427812
2024-09-25,235.41811535893845
2024-09-26,237.24091772389784
2024-09-27,237.71757517893596
2024-09-30,241.70774359353254
2024-10-01,242.72892828769216
2024-10-02,244.88736582340488
2024-10-03,249.5637753397281
2024-10-04,246.7931700186645
2024-10-07,245.238872230095
2024-10-08,251.71484145068268
2024-10-09,255.46838234907023
2024-10-10,252.75777874847608
2024-10-11,250.0865121087235
2024-10-14,253.63794694337264
2024-10-15,252.105564277978
2024-10-16,248.53717582741325
2024-10-17,249.81771118305383
2024-10-18,248.02047555503196
2024-10-21,250.05351589163686
2024-10-22,248.699086930034
2024-10-23,242.10435396746632
2024-10-24,241.19852959002887
2024-10-25,245.71228820787462
2024-10-28,241.31705241426377
2024-10-29,238.05249404879763
2024-10-30,241.04485430745396
2024-10-31,240.13572534129662
2024-11-01,233.791703029028
2024-11-04,229.8696443121846
2024-11-05,230.52015115717631
2024-11-06,228.62906346997093
2024-11-07,226.86137607969005
2024-11-08,223.516688029094
2024-11-11,224.9638655904643
2024-11-12,228.2906099652369
2024-11-13,227.21535856161626
2024-11-14,226.3160774555122
2024-11-15,222.3150347514208
2024-11-18,220.3753332793473
2024-11-19,220.78498554101657
2024-11-20,225.51075699930846
2024-11-21,223.14474839121007
2024-11-22,222.7987602614602
2024-11-25,218.88369129415457
2024-11-26,221.97600032252404
2024-11-27,225.20739360920916
2024-11-28,227.65395905019435
2024-11-29,229.82439705235058
2024-12-02,231.0556705170986
2024-12-03,229.44074134607413
2024-12-04,225.9030451730247
2024-12-05,221.9895017618131
2024-12-06,220.32449829739917
2024-12-09,219.59681484744436
2024-12-10,220.3224943929778
2024-12-11,220.3743398872257
2024-12-12,216.27177467135704
2024-12-13,216.17318907665708
2024-12-16,219.88421877939578
2024-12-17,222.68562025199685
2024-12-18,225.03526670713057
2024-12-19,222.98244188724595
2024-12-20,224.89933308776227
2024-12-23,221.89487184863825
2024-12-24,222.3713691489329
2024-12-25,221.9467047977693
2024-12-26,223.24945260223248
2024-12-27,224.02506452938465
2024-12-30,225.8957923437974
2024-12-31,227.02023805438807
2025-01-01,228.77719037600568
2025-01-02,232.0252086842483
2025-01-03,228.8845510939362
2025-01-06,227.73074396330014
2025-01-07,227.70669640552606
2025-01-08,222.29444998296097
2025-01-09,216.38298903804852
2025-01-10,217.53354562952478
2025-01-13,217.8663751890261
2025-01-14,216.64834821193634
2025-01-15,214.29705812855525
2025-01-16,216.151126526194
2025-01-17,215.12727484637537
