,GLDM
2022-05-13,116.64445676045263
2022-05-16,117.98978323157905
2022-05-17,119.07112212641762
2022-05-18,118.13767727991448
2022-05-19,117.78873549129985
2022-05-20,118.19761327647447
2022-05-23,118.69829409364937
2022-05-24,118.58349659907066
2022-05-25,116.43258464055903
2022-05-26,115.85699721245287
2022-05-27,116.4278574779077
2022-05-30,117.40077143279306
2022-05-31,118.09651865042045
2022-06-01,118.16730222148064
2022-06-02,117.75091444371755
2022-06-03,116.75937896266984
2022-06-06,116.64504975225366
2022-06-07,116.58302056126163
2022-06-08,116.98235279222438
2022-06-09,116.53320146823229
2022-06-10,115.45409083317075
2022-06-13,116.4652963666627
2022-06-14,114.75909582878
2022-06-15,112.39882479887868
2022-06-16,112.77595172476292
2022-06-17,112.03137964487256
2022-06-20,111.65435408493526
2022-06-21,112.499730500629
2022-06-22,111.84178954576531
2022-06-23,111.01963143695934
2022-06-24,110.72390266998002
2022-06-27,111.33811712603479
2022-06-28,112.21309593585462
2022-06-29,111.85660768342957
2022-06-30,113.15561423745946
2022-07-01,114.48217955592153
2022-07-04,113.9257659503517
2022-07-05,113.97620558882471
2022-07-06,115.11550015453331
2022-07-07,115.55755846999128
2022-07-08,115.57848611624433
2022-07-11,115.8204561447173
2022-07-12,116.70863987418994
2022-07-13,117.83655709003511
2022-07-14,117.42604714894915
2022-07-15,117.75940990591658
2022-07-18,118.04584351380085
2022-07-19,117.11879936815397
2022-07-20,117.85804328756753
2022-07-21,116.7341895921004
2022-07-22,116.48862005687877
2022-07-25,112.39439504988191
2022-07-26,112.38477982994566
2022-07-27,111.72831970956008
2022-07-28,110.08994124054148
2022-07-29,109.84263445228618
2022-08-01,109.43443394098391
2022-08-02,110.4698172149084
2022-08-03,113.05199390123362
2022-08-04,112.93297632031968
2022-08-05,113.12758529684142
2022-08-08,112.83674044023908
2022-08-09,112.53373973936638
2022-08-10,112.8058903005861
2022-08-11,110.85294326568962
2022-08-12,111.06066054712723
2022-08-15,113.02560632177571
2022-08-16,112.92463587994826
2022-08-17,111.91688383508753
2022-08-18,110.65446883349341
2022-08-19,111.31583459044259
2022-08-22,111.09261192950189
2022-08-23,112.44838423324832
2022-08-24,111.3367183635325
2022-08-25,112.62746665447455
2022-08-26,113.45418463238572
2022-08-29,112.63844735664932
2022-08-30,113.40344380857637
2022-08-31,114.31609716361525
2022-09-01,113.29026242411389
2022-09-02,114.68011140646534
2022-09-05,113.9686946959159
2022-09-06,113.42724798816334
2022-09-07,111.25966742321441
2022-09-08,111.07343485348751
2022-09-09,111.87733037147663
2022-09-12,111.75568224508898
2022-09-13,111.80466355190946
2022-09-14,112.96753321628692
2022-09-15,112.02531977043542
2022-09-16,110.73172335410572
2022-09-19,110.13210457878128
2022-09-20,109.89471768729902
2022-09-21,110.36172066629032
2022-09-22,111.70903346124736
2022-09-23,111.55922390263456
2022-09-26,111.15374319560354
2022-09-27,111.0045827900962
2022-09-28,111.66067491743767
2022-09-29,110.43317795862836
2022-09-30,111.8867246578545
2022-10-03,112.85990599739593
2022-10-04,113.47115261511323
2022-10-05,112.60609408525643
2022-10-06,111.26669011568447
2022-10-07,111.47463299837761
2022-10-10,113.32741759232299
2022-10-11,111.18698777364875
2022-10-12,110.84332795951983
2022-10-13,109.83385540407386
2022-10-14,107.48622238894004
2022-10-17,108.17096097211972
2022-10-18,108.68206897260033
2022-10-19,107.4832484621504
2022-10-20,107.6642176188306
2022-10-21,106.67419948190128
2022-10-24,106.59841603619633
2022-10-25,106.00201896952555
2022-10-26,106.89423496899393
2022-10-27,106.07279840488482
2022-10-28,106.66524710581533
2022-10-31,107.26935518990163
2022-11-01,105.54586829055465
2022-11-02,106.21721834394373
2022-11-03,105.1777455692954
2022-11-04,105.79170128367956
2022-11-07,107.30301051591702
2022-11-08,108.17454521476324
2022-11-09,108.20863680912996
2022-11-10,107.5940333715411
2022-11-11,107.29187444418056
2022-11-14,106.99164018764105
2022-11-15,107.5548665729734
2022-11-16,106.68876059034913
2022-11-17,107.08232244313378
2022-11-18,108.04375686898709
2022-11-21,108.24686830215073
2022-11-22,107.97216137130741
2022-11-23,108.05269349877271
2022-11-24,108.36628571572741
2022-11-25,107.87293456871608
2022-11-28,107.12444190205443
2022-11-29,107.34586642258176
2022-11-30,105.33424364607151
2022-12-01,105.68561106811498
2022-12-02,105.27932246721976
2022-12-05,105.88920177938807
2022-12-06,107.1205356083682
2022-12-07,107.68610883322009
2022-12-08,106.79764794091093
2022-12-09,108.94351737856753
2022-12-12,107.69650861792084
2022-12-13,110.6489788989578
2022-12-14,110.34716296610239
2022-12-15,109.4081253268886
2022-12-16,109.45557998454125
2022-12-19,108.89489651203961
2022-12-20,110.22686885157181
2022-12-21,110.89905179131325
2022-12-22,111.11469065760848
2022-12-23,112.92633240020646
2022-12-26,113.40423797001912
2022-12-27,112.22935377613533
2022-12-28,112.63283131707166
2022-12-29,111.59882872072748
2022-12-30,110.7139592963889
2023-01-02,110.73089038391188
2023-01-03,111.13020079896152
2023-01-04,111.32638281563835
2023-01-05,109.90308478539355
2023-01-06,110.40463837819917
2023-01-09,110.44681570943507
2023-01-10,109.58863444071531
2023-01-11,110.67635523335709
2023-01-12,110.35460073729944
2023-01-13,107.71354666218885
2023-01-16,108.83088453755944
2023-01-17,109.40740234780517
2023-01-18,109.54691232172051
2023-01-19,109.53151685816316
2023-01-20,109.59238443255713
2023-01-23,108.91961144070774
2023-01-24,109.10376744665756
2023-01-25,110.31675240912702
2023-01-26,110.7673626296236
2023-01-27,110.33216154759185
2023-01-30,111.32949477297862
2023-01-31,112.48993980028104
2023-02-01,112.89078158872448
2023-02-02,112.34780193076665
2023-02-03,112.2964957017859
2023-02-06,112.38547064163198
2023-02-07,112.32157565883323
2023-02-08,111.0018853384635
2023-02-09,110.54145619145802
2023-02-10,108.38019717261302
2023-02-13,109.49716182138162
2023-02-14,108.75687277724899
2023-02-15,109.14938166561005
2023-02-16,108.27495037390287
2023-02-17,107.11845211601592
2023-02-20,107.56280138461511
2023-02-21,107.78650548132937
2023-02-22,106.3232970435338
2023-02-23,107.65619742153667
2023-02-24,106.95999766947773
2023-02-27,107.18026769783332
2023-02-28,107.08372974754454
2023-03-01,106.42507263033036
2023-03-02,107.19981900261526
2023-03-03,105.87695680523379
2023-03-06,105.2765117906043
2023-03-07,105.80818463659331
2023-03-08,104.61593197918513
2023-03-09,103.76258044325648
2023-03-10,104.38803447927869
2023-03-13,104.9682642033132
2023-03-14,106.24695317694032
2023-03-15,104.96162314332899
2023-03-16,103.90166963015153
2023-03-17,103.40578173447268
2023-03-20,103.2384864593376
2023-03-21,104.32495796255697
2023-03-22,106.41259644744838
2023-03-23,106.97867638189823
2023-03-24,109.34522754356544
2023-03-27,109.5995900238505
2023-03-28,109.16317144162807
2023-03-29,109.0764681392059
2023-03-30,109.62179482153913
2023-03-31,111.84614598775524
2023-04-03,109.88410652192799
2023-04-04,110.86809700928183
2023-04-05,110.96300521972107
2023-04-06,109.87532298556224
2023-04-07,110.3916503995884
2023-04-10,110.78306444032187
2023-04-11,110.02991914060199
2023-04-12,109.5485764652802
2023-04-13,110.06672831540133
2023-04-14,112.63074486661553
2023-04-17,112.22193391083695
2023-04-18,113.13994455651522
2023-04-19,113.83320229085206
2023-04-20,114.16935643621804
2023-04-21,113.91206162070615
2023-04-24,112.03255371999556
2023-04-25,110.61360437370966
2023-04-26,109.24699186838917
2023-04-27,109.87482629774607
2023-04-28,112.3505153531439
2023-05-01,113.64431508429958
2023-05-02,113.31364661829394
2023-05-03,115.73220747736308
2023-05-04,116.08208156111543
2023-05-05,116.03404616038561
2023-05-08,117.46916094099349
2023-05-09,117.59374477839984
2023-05-10,117.71408640407188
2023-05-11,117.6419470170105
2023-05-12,116.5213883564753
2023-05-15,115.38508262569722
2023-05-16,114.79676537818226
2023-05-17,114.93785544814222
2023-05-18,115.30213747707379
2023-05-19,115.69005024894106
2023-05-22,115.75502170892645
2023-05-23,116.82374218965022
2023-05-24,117.012682535794
2023-05-25,117.02464681542585
2023-05-26,116.62745870003117
2023-05-29,116.64887935906123
2023-05-30,116.83226835652482
2023-05-31,116.98181877131869
2023-06-01,116.36076648567462
2023-06-02,116.24799447192196
2023-06-05,115.94131428120484
2023-06-06,115.435248322674
2023-06-07,116.07463417410288
2023-06-08,116.2604155800208
2023-06-09,115.10509589254146
2023-06-12,115.5972701990274
2023-06-13,116.3452248822177
2023-06-14,116.51783041377324
2023-06-15,116.32728552742995
2023-06-16,117.26105064638972
2023-06-19,116.182618399035
2023-06-20,115.83463852801994
2023-06-21,115.26891911671977
2023-06-22,116.14034169763354
2023-06-23,116.77592211822872
2023-06-26,117.34686642943126
2023-06-27,115.8688674548282
2023-06-28,115.97380358549513
2023-06-29,116.11059434108554
2023-06-30,116.0489474200433
2023-07-03,116.50235976326795
2023-07-04,115.58313952855468
2023-07-05,114.0900915884189
2023-07-06,113.73876981163302
2023-07-07,113.27172062687889
2023-07-10,113.47277194008178
2023-07-11,113.91886949577984
2023-07-12,115.11865100988352
2023-07-13,115.4329003573573
2023-07-14,115.29755401158555
2023-07-17,114.27513307132497
2023-07-18,113.32885787201977
2023-07-19,112.53908333996583
2023-07-20,112.23919490973648
2023-07-21,110.5275767674271
2023-07-24,109.50887366335336
2023-07-25,109.50955335914301
2023-07-26,109.82859579096665
2023-07-27,109.40667493561136
2023-07-28,109.00719081451791
2023-07-31,109.1094981718308
2023-08-01,109.5309735940232
2023-08-02,107.84824740108148
2023-08-03,108.63886704849538
2023-08-04,109.37662192816464
2023-08-07,110.34991566150147
2023-08-08,109.99773352612536
2023-08-09,111.06082885404425
2023-08-10,110.63669100211153
2023-08-11,110.09230811590551
2023-08-14,109.071419508183
2023-08-15,108.14769031104909
2023-08-16,108.26989828581294
2023-08-17,109.1631017996337
2023-08-18,110.4022516987226
2023-08-21,111.68289984164332
2023-08-22,111.36197960941267
2023-08-23,112.7086790511707
2023-08-24,113.26229951695717
2023-08-25,113.16534998500497
2023-08-28,112.4871372530233
2023-08-29,111.47996107396696
2023-08-30,110.095474650838
2023-08-31,110.28396592356542
2023-09-01,110.19503470282747
2023-09-04,111.68401864421918
2023-09-05,113.65030664804527
2023-09-06,113.8571463437317
2023-09-07,114.12434943529
2023-09-08,113.71533300466523
2023-09-11,112.867970944115
2023-09-12,114.43448014850131
2023-09-13,113.74374442965234
2023-09-14,114.18477083857006
2023-09-15,113.88381526874534
2023-09-18,114.42188553741171
2023-09-19,113.60119781182712
2023-09-20,111.66535117764296
2023-09-21,109.66989694578461
2023-09-22,108.63654928067714
2023-09-25,108.53207527187725
2023-09-26,106.35022918524149
2023-09-27,106.9566251852657
2023-09-28,108.34897770035768
2023-09-29,108.46852874034876
2023-10-02,108.35178643511516
2023-10-03,109.04061053502457
2023-10-04,110.41661095600645
2023-10-05,110.9313839147746
2023-10-06,110.61635519445507
2023-10-09,110.93330776692049
2023-10-10,110.71551883128008
2023-10-11,110.64760510748029
2023-10-12,109.38572640313522
2023-10-13,109.18968687816322
2023-10-16,109.29682056197932
2023-10-17,107.90492233997806
2023-10-18,105.81423404273357
2023-10-19,106.80320528698672
2023-10-20,108.06238253810565
2023-10-23,108.47129775227361
2023-10-24,107.11442399182802
2023-10-25,107.02313101836995
2023-10-26,108.33974028995131
2023-10-27,107.59585567068109
2023-10-30,106.83565959408352
2023-10-31,107.2321846209095
2023-11-01,107.31736395239287
2023-11-02,106.35623205174454
2023-11-03,106.46516615444295
2023-11-06,105.409482682495
2023-11-07,104.5262726134966
2023-11-08,104.86152741465847
2023-11-09,104.78960048883738
2023-11-10,105.47688532856658
2023-11-13,105.4618356899602
2023-11-14,106.47686740248913
2023-11-15,104.98826992719523
2023-11-16,105.99890481640834
2023-11-17,107.12671219497634
2023-11-20,106.04345386749856
2023-11-21,104.25093125885796
2023-11-22,103.20311268796732
2023-11-23,103.86497811862401
2023-11-24,103.48612392032538
2023-11-27,104.02274326244694
2023-11-28,103.80677978527362
2023-11-29,103.96167179328894
2023-11-30,102.36186078846525
2023-12-01,103.88905034194582
2023-12-04,104.26494247098192
2023-12-05,104.3496440481992
2023-12-06,103.07582981107268
2023-12-07,103.50416602585378
2023-12-08,104.16143590573688
2023-12-11,103.71703414388507
2023-12-12,103.58239274824274
2023-12-13,103.0660095988328
2023-12-14,103.43770820319895
2023-12-15,103.63496418478162
2023-12-18,102.83022848172246
2023-12-19,104.06056601610531
2023-12-20,104.77436010222378
2023-12-21,105.48431333477146
2023-12-22,104.49415704939847
2023-12-25,103.82476931875438
2023-12-26,105.45641394129652
2023-12-27,106.28480793724012
2023-12-28,107.55189446990343
2023-12-29,109.52711199517162
2024-01-01,109.61442596898753
2024-01-02,108.91738984372408
2024-01-03,109.17139056774052
2024-01-04,109.54765883518662
2024-01-05,107.11466813950572
2024-01-08,107.50319981231733
2024-01-09,106.73219137180969
2024-01-10,106.3401631430693
2024-01-11,106.24314939158867
2024-01-12,105.57359949571732
2024-01-15,104.75011659308078
2024-01-16,105.90722800561608
2024-01-17,106.62540567693435
2024-01-18,106.90500659787041
2024-01-19,107.0834311563375
2024-01-22,106.15010460067542
2024-01-23,105.72716449858628
2024-01-24,106.34613399341374
2024-01-25,106.16088684249539
2024-01-26,106.0826807612373
2024-01-29,104.837890591302
2024-01-30,105.55758749305136
2024-01-31,105.53512053566362
2024-02-01,105.70324311483137
2024-02-02,104.24453950684493
2024-02-05,103.67228421950514
2024-02-06,103.10660898795024
2024-02-07,102.60198250926481
2024-02-08,102.5590080177908
2024-02-09,102.57524289193879
2024-02-12,103.19150403146486
2024-02-13,102.74434079472114
2024-02-14,102.26606555054512
2024-02-15,102.33954680025326
2024-02-16,102.17345716720858
2024-02-19,103.16376992463346
2024-02-20,103.3896326323602
2024-02-21,103.81085460668042
2024-02-22,105.04678580239369
2024-02-23,105.67745563646953
2024-02-26,105.00516124504051
2024-02-27,104.87681167511833
2024-02-28,106.00635029663061
2024-02-29,103.76015084933687
2024-03-01,104.4226674896459
2024-03-04,103.70576695354963
2024-03-05,104.86465223068177
2024-03-06,104.55197841817727
2024-03-07,104.97610131899067
2024-03-08,105.21356763712093
2024-03-11,106.083445373203
2024-03-12,105.96099537986088
2024-03-13,104.18872734765448
2024-03-14,102.13036472928619
2024-03-15,102.07110465360871
2024-03-18,102.76684930470192
2024-03-19,102.10554761505766
2024-03-20,101.90829818692009
2024-03-21,102.60260379807585
2024-03-22,102.18886482650073
2024-03-25,101.51896153744806
2024-03-26,100.50992444051423
2024-03-27,101.03304805643567
2024-03-28,101.16350638399167
2024-03-29,101.65990167758837
2024-04-01,101.32054254202976
2024-04-02,101.77475641021675
2024-04-03,102.46449688097653
2024-04-04,104.09832542786637
2024-04-05,103.9402342685581
2024-04-08,104.4798717638155
2024-04-09,105.60284120615005
2024-04-10,103.43094593921877
2024-04-11,103.8214950318796
2024-04-12,102.37565817634298
2024-04-15,102.36176489780019
2024-04-16,101.63116122551381
2024-04-17,101.88264565335203
2024-04-18,102.03397991295108
2024-04-19,101.12616439662179
2024-04-22,102.41224683631116
2024-04-23,101.92280908097644
2024-04-24,101.55229396290859
2024-04-25,101.18920965757896
2024-04-26,100.40327038775428
2024-04-29,99.09128302681653
2024-04-30,98.25949348008682
2024-05-01,98.2718945343436
2024-05-02,97.27707904484714
2024-05-03,97.57674093819138
2024-05-06,98.08508033635125
2024-05-07,98.17082308685285
2024-05-08,97.69668858766022
2024-05-09,99.89798261638354
2024-05-10,99.27275394322555
2024-05-13,100.7774580682222
2024-05-14,100.33206955176612
2024-05-15,100.47633468924096
2024-05-16,100.27980323629745
2024-05-17,100.73477933711246
2024-05-20,98.42579458736022
2024-05-21,97.26860125163518
2024-05-22,98.2474380429837
2024-05-23,98.56943478583855
2024-05-24,97.32834545268926
2024-05-27,97.0473344956638
2024-05-28,96.58129338569368
2024-05-29,96.68368888092276
2024-05-30,97.41909115060596
2024-05-31,98.36004178046625
2024-06-03,98.22462351262445
2024-06-04,98.48762431503211
2024-06-05,99.1068223386603
2024-06-06,99.9081930442695
2024-06-07,99.6079810100801
2024-06-10,100.63603289054622
2024-06-11,101.21767999954609
2024-06-12,101.70066165063554
2024-06-13,102.26642537530597
2024-06-14,102.00425110434112
2024-06-17,101.01829649187893
2024-06-18,101.59461869071168
2024-06-19,101.66731319104582
2024-06-20,100.60472746291708
2024-06-21,100.94088422813878
2024-06-24,102.03598632190472
2024-06-25,103.36999929604625
2024-06-26,102.99574025652949
2024-06-27,104.01252066211887
2024-06-28,104.15107087973767
2024-07-01,104.9000686126498
2024-07-02,104.93444184086837
2024-07-03,105.0796540298206
2024-07-04,106.43265555040739
2024-07-05,105.17097129525715
2024-07-08,105.74852356252198
2024-07-09,105.62130305742376
2024-07-10,106.97118126917388
2024-07-11,105.76631773905139
2024-07-12,106.61787995365711
2024-07-15,107.58381499452861
2024-07-16,107.38779018798571
2024-07-17,107.34060603150633
2024-07-18,107.11138196755621
2024-07-19,107.43637736489835
2024-07-22,108.06497327045241
2024-07-23,107.38862920021177
2024-07-24,106.50580923227832
2024-07-25,106.18166502365827
2024-07-26,105.52862399248022
2024-07-29,105.11601212708597
2024-07-30,105.31158138207562
2024-07-31,104.59435339420267
2024-08-01,104.98443695402604
2024-08-02,104.76441703532917
2024-08-05,106.28892791893215
2024-08-06,104.83970697032683
2024-08-07,104.78122603669411
2024-08-08,104.62633563254498
2024-08-09,104.06444290535957
2024-08-12,104.62224158635168
2024-08-13,105.45489257149563
2024-08-14,103.38435916948556
2024-08-15,104.92731666329797
2024-08-16,103.88920670032513
2024-08-19,103.58335967737003
2024-08-20,102.9925942826883
2024-08-21,102.06513747633244
2024-08-22,103.14280574820236
2024-08-23,102.17173168509113
2024-08-26,101.15611284128059
2024-08-27,102.1184510045326
2024-08-28,102.15904616628926
2024-08-29,101.13433442225575
2024-08-30,101.349859549728
2024-09-02,101.28298663140099
2024-09-03,102.4603424269056
2024-09-04,100.82041508999006
2024-09-05,101.48645460139451
2024-09-06,101.3763296287592
2024-09-09,100.18796465464384
2024-09-10,100.97109907091479
2024-09-11,101.07428360737438
2024-09-12,101.68958191784057
2024-09-13,102.48277030319868
2024-09-16,102.3563659220835
2024-09-17,103.22744053071875
2024-09-18,103.3016726879175
2024-09-19,103.76794247021206
2024-09-20,103.96958609219628
2024-09-23,103.5887710519891
2024-09-24,102.80615459763702
2024-09-25,103.36277926056094
2024-09-26,102.6716081036563
2024-09-27,102.13555027228782
2024-09-30,103.53557514210654
2024-10-01,103.19618362431801
2024-10-02,102.70101238943947
2024-10-03,102.60696126338517
2024-10-04,103.043910619773
2024-10-07,102.75484996538084
2024-10-08,102.43093634183606
2024-10-09,102.7775747087445
2024-10-10,102.10823022705733
2024-10-11,102.05706697644088
2024-10-14,102.45893273257411
2024-10-15,103.3607879702763
2024-10-16,104.04176625965972
2024-10-17,103.62941304639459
2024-10-18,104.1043371430435
2024-10-21,104.03000706402723
2024-10-22,103.8852645524653
2024-10-23,104.37138128221777
2024-10-24,104.60115562097924
2024-10-25,103.44938110789397
2024-10-28,101.75201818994377
2024-10-29,101.12161755457126
2024-10-30,100.95428594244086
2024-10-31,100.91144856010301
2024-11-01,100.13616838766013
2024-11-04,99.73721349070445
2024-11-05,99.30229231395586
2024-11-06,97.81806033849703
2024-11-07,97.74042774127209
2024-11-08,97.84398785285657
2024-11-11,97.68196943144154
2024-11-12,97.47121180496731
2024-11-13,98.60090652319379
2024-11-14,97.9820061875086
2024-11-15,98.18080653733797
2024-11-18,96.60032207918992
2024-11-19,97.21819542330378
2024-11-20,96.71246286582291
2024-11-21,97.97100688308188
2024-11-22,97.06103870356188
2024-11-25,97.48101385406412
2024-11-26,97.9851891062737
2024-11-27,97.97915094169296
2024-11-28,97.9656800493414
2024-11-29,96.94126078512916
2024-12-02,98.17615343959686
2024-12-03,97.98101590781144
2024-12-04,98.16720234265956
2024-12-05,98.28624092415535
2024-12-06,97.10905701396665
2024-12-09,97.91271704931337
2024-12-10,97.23650047596377
2024-12-11,97.05813747814112
2024-12-12,98.33375514230751
2024-12-13,97.15231393658816
2024-12-16,97.0313646439303
2024-12-17,96.68387022548595
2024-12-18,95.01767648898941
2024-12-19,95.10526142851118
2024-12-20,96.32918247829402
2024-12-23,97.1543462413886
2024-12-24,98.73215982908651
2024-12-25,99.25537338458932
2024-12-26,100.47970725901618
2024-12-27,101.67310892698363
2024-12-30,100.67238220902797
2024-12-31,100.09776046330379
2025-01-01,99.4699475162788
2025-01-02,98.50373209983073
2025-01-03,97.70387813140306
2025-01-06,96.5061461681978
2025-01-07,95.37790506597621
2025-01-08,96.5388288618711
2025-01-09,97.54039517686125
2025-01-10,96.94059678597363
2025-01-13,96.52280307110401
2025-01-14,96.68341869584684
2025-01-15,98.22194039724815
2025-01-16,96.348003512406
