,SPYV
2022-01-12,109.75273566668326
2022-01-13,110.01252081065086
2022-01-14,110.67434896106188
2022-01-17,110.39296958555542
2022-01-18,111.39616152550688
2022-01-19,109.63886501383743
2022-01-20,109.51621386210107
2022-01-21,110.27504826653593
2022-01-24,110.84189146122903
2022-01-25,110.80976522011564
2022-01-26,110.87591072267762
2022-01-27,110.42249215552924
2022-01-28,111.18269969252009
2022-01-31,110.54575832969908
2022-02-01,111.78227853693647
2022-02-02,110.71712939768254
2022-02-03,110.92356711381477
2022-02-04,112.18427127457235
2022-02-07,112.96652340127179
2022-02-08,111.84616649665338
2022-02-09,112.00393159302429
2022-02-10,111.1830136400146
2022-02-11,109.67417920179126
2022-02-14,108.8548552105149
2022-02-15,107.02590108960254
2022-02-16,107.31958138042874
2022-02-17,106.01729566793232
2022-02-18,104.38552056663994
2022-02-21,102.66432229685472
2022-02-22,102.89677613621741
2022-02-23,102.68300726121451
2022-02-24,104.83795254756969
2022-02-25,104.67328978971891
2022-02-28,106.87645326031523
2022-03-01,108.48258354284752
2022-03-02,109.95761745820911
2022-03-03,111.55526924570157
2022-03-04,110.01353269504916
2022-03-07,109.35222772436204
2022-03-08,108.46385242479212
2022-03-09,107.74636438200518
2022-03-10,108.66695460613629
2022-03-11,108.7184982206172
2022-03-14,107.32837822622272
2022-03-15,107.44087917433647
2022-03-16,109.38727627017771
2022-03-17,110.01663420061347
2022-03-18,110.53320175909953
2022-03-21,110.13802096024139
2022-03-22,111.76554364790161
2022-03-23,111.7666939962379
2022-03-24,111.23973453385739
2022-03-25,112.07072623191283
2022-03-28,110.41516738378331
2022-03-29,110.9908107405535
2022-03-30,111.01129121869636
2022-03-31,111.7684223851852
2022-04-01,112.06217675773031
2022-04-04,109.74362083946694
2022-04-05,108.74974222520164
2022-04-06,107.12936885870177
2022-04-07,107.86617959210534
2022-04-08,106.39440096309923
2022-04-11,106.6291907109462
2022-04-12,107.90369901898818
2022-04-13,108.07684629556374
2022-04-14,109.69939673379716
2022-04-15,111.23910270134164
2022-04-18,113.21235690117236
2022-04-19,113.42628906054566
2022-04-20,112.9869635701168
2022-04-21,111.00689145085045
2022-04-22,110.12894122303811
2022-04-25,110.55922101940152
2022-04-26,111.25587259238634
2022-04-27,110.8690870740951
2022-04-28,111.7079053879726
2022-04-29,112.46809347026958
2022-05-02,111.45026713756351
2022-05-03,110.70042127076516
2022-05-04,111.71552081871947
2022-05-05,111.20991790379806
2022-05-06,111.4897244214788
2022-05-09,111.50029604763357
2022-05-10,112.96666481955417
2022-05-11,113.5142740928214
2022-05-12,112.35834093244796
2022-05-13,111.90792857917724
2022-05-16,112.14720399775422
2022-05-17,111.51175691876367
2022-05-18,111.98785708260819
2022-05-19,112.1879902992986
2022-05-20,110.02011321179954
2022-05-23,108.78098574076789
2022-05-24,108.7123562910854
2022-05-25,110.7909599846848
2022-05-26,111.73346664313787
2022-05-27,110.29434659855586
2022-05-30,110.39371941355154
2022-05-31,110.29579956000646
2022-06-01,110.81473445776255
2022-06-02,111.59811772445553
2022-06-03,113.84613337898683
2022-06-06,114.84389861554949
2022-06-07,116.06072155043145
2022-06-08,116.18380416349628
2022-06-09,115.15921370006097
2022-06-10,114.91133331465029
2022-06-13,117.21351286698307
2022-06-14,114.70957053884334
2022-06-15,113.81977350465307
2022-06-16,114.0564240994256
2022-06-17,116.72154792386695
2022-06-20,117.13235309904162
2022-06-21,115.86226422510319
2022-06-22,114.79228156781431
2022-06-23,114.6569268240358
2022-06-24,114.72378190616325
2022-06-27,116.14385575176604
2022-06-28,115.17986703593243
2022-06-29,115.31378041325941
2022-06-30,112.90921621226435
2022-07-01,114.23236201402702
2022-07-04,114.78668540205177
2022-07-05,115.87189790051318
2022-07-06,114.7057269133837
2022-07-07,114.68440319868174
2022-07-08,114.73891761332166
2022-07-11,113.4916422454236
2022-07-12,113.80178770580362
2022-07-13,115.03376806710797
2022-07-14,116.56058782922365
2022-07-15,116.02828670409255
2022-07-18,116.66056452024212
2022-07-19,118.44328607578454
2022-07-20,118.66330325297345
2022-07-21,119.13741058595167
2022-07-22,118.8052625199411
2022-07-25,119.98013331441564
2022-07-26,119.9875385884044
2022-07-27,119.48586137547414
2022-07-28,120.81546773298032
2022-07-29,122.50737596190156
2022-08-01,121.98903853669516
2022-08-02,122.04737509221901
2022-08-03,124.90312443027776
2022-08-04,124.80278410642487
2022-08-05,123.8884494815728
2022-08-08,124.10300206310015
2022-08-09,126.29521077722474
2022-08-10,125.83611068864013
2022-08-11,129.04796086424807
2022-08-12,130.34307711882892
2022-08-15,129.9918953399084
2022-08-16,129.33322579796794
2022-08-17,129.75922643507633
2022-08-18,130.18328760529843
2022-08-19,128.57150631289255
2022-08-22,127.85226202374693
2022-08-23,127.66088471187163
2022-08-24,127.99731110193508
2022-08-25,125.58889547295907
2022-08-26,125.1321337310998
2022-08-29,122.79217140502756
2022-08-30,124.25210640171542
2022-08-31,124.81308899186314
2022-09-01,124.16156567935732
2022-09-02,124.35867013481648
2022-09-05,123.27254642665702
2022-09-06,122.4168524750616
2022-09-07,122.05886442381417
2022-09-08,123.58634608286326
2022-09-09,123.49049547874039
2022-09-12,125.10867102709769
2022-09-13,126.78378016652378
2022-09-14,127.8312064456497
2022-09-15,127.74446338809791
2022-09-16,126.91012596935988
2022-09-19,127.44186725656559
2022-09-20,127.35303752479518
2022-09-21,127.70006418298945
2022-09-22,128.47237922590676
2022-09-23,130.63715032423607
2022-09-26,129.39606312642252
2022-09-27,131.68005364789337
2022-09-28,132.35263935784252
2022-09-29,133.8659794672617
2022-09-30,134.15063862517346
2022-10-03,137.2279973078476
2022-10-04,137.97451408220184
2022-10-05,137.17820373360914
2022-10-06,135.41684588127325
2022-10-07,134.5276515803806
2022-10-10,133.5522009496413
2022-10-11,133.73540284814896
2022-10-12,134.073064768916
2022-10-13,134.0786638792872
2022-10-14,134.09519055136568
2022-10-17,133.25046711124375
2022-10-18,133.17494182299708
2022-10-19,131.3394606874155
2022-10-20,129.56241118690605
2022-10-21,130.6695710657648
2022-10-24,131.15773505153473
2022-10-25,130.86086385724502
2022-10-26,132.85435727385888
2022-10-27,133.84122541605882
2022-10-28,135.4522610111885
2022-10-31,135.31743289357476
2022-11-01,135.85433620432056
2022-11-02,135.9554361624002
2022-11-03,133.2439734087351
2022-11-04,133.53471941896728
2022-11-07,135.30867043696458
2022-11-08,134.77058381460427
2022-11-09,134.11734967717547
2022-11-10,132.84466970485727
2022-11-11,132.35444882246867
2022-11-14,133.70492178099138
2022-11-15,133.95957148887632
2022-11-16,134.6651506693217
2022-11-17,134.80026833426803
2022-11-18,133.6527169716875
2022-11-21,130.9231225703527
2022-11-22,128.54027792359156
2022-11-23,129.0619161600271
2022-11-24,128.98162095647808
2022-11-25,129.991317070714
2022-11-28,128.76578723746496
2022-11-29,126.30614673961804
2022-11-30,127.3764041377919
2022-12-01,127.39225675235689
2022-12-02,126.8894545193155
2022-12-05,129.21990386334895
2022-12-06,130.29586084253626
2022-12-07,129.81088264661773
2022-12-08,129.97924890196177
2022-12-09,129.8333457688388
2022-12-12,128.11418095904693
2022-12-13,129.14091007762414
2022-12-14,132.29993402597367
2022-12-15,132.23047265435036
2022-12-16,133.49040838670862
2022-12-19,134.69446301403698
2022-12-20,134.00215794700821
2022-12-21,135.0967601369119
2022-12-22,135.63794710800858
2022-12-23,135.9926491560375
2022-12-26,136.15535175032957
2022-12-27,135.79238530232044
2022-12-28,135.4013210822369
2022-12-29,134.73759952196403
2022-12-30,132.6615274728921
2023-01-02,134.4880526067467
2023-01-03,136.80120172998537
2023-01-04,137.43540265470276
2023-01-05,136.28701205970313
2023-01-06,136.18185102592292
2023-01-09,137.84948071658337
2023-01-10,139.2415254128187
2023-01-11,139.57272969483802
2023-01-12,137.00399001883557
2023-01-13,137.0239545843839
2023-01-16,137.76895326581956
2023-01-17,139.09965830469375
2023-01-18,140.0741575378817
2023-01-19,138.83856782629115
2023-01-20,141.172152520521
2023-01-23,140.9176252904911
2023-01-24,140.2805532941793
2023-01-25,137.25519084136002
2023-01-26,138.09031945958563
2023-01-27,137.7290003903424
2023-01-30,139.3115339654746
2023-01-31,137.49266343025224
2023-02-01,138.91656158621655
2023-02-02,139.46731548576633
2023-02-03,140.3009870611165
2023-02-06,139.20905415499482
2023-02-07,139.79406110155372
2023-02-08,137.6539364624168
2023-02-09,136.77055010423027
2023-02-10,135.56723710224256
2023-02-13,135.9648116339339
2023-02-14,135.59818842698544
2023-02-15,135.38085460705923
2023-02-16,134.87772016025903
2023-02-17,135.93722647530083
2023-02-20,134.91964824528102
2023-02-21,134.60769339271752
2023-02-22,133.78374251555394
2023-02-23,134.78034797934617
2023-02-24,136.4261330336525
2023-02-27,136.94224716650461
2023-02-28,139.14408962641417
2023-03-01,139.1435490392506
2023-03-02,139.1869604529838
2023-03-03,140.08927522837723
2023-03-06,140.63285813432793
2023-03-07,138.16563301623196
2023-03-08,137.50810386360692
2023-03-09,136.18335671239237
2023-03-10,135.82972689838903
2023-03-13,136.34878413991336
2023-03-14,135.9425701314138
2023-03-15,136.45951363343679
2023-03-16,135.68676113541997
2023-03-17,135.25575836660005
2023-03-20,134.97128336970306
2023-03-21,134.69646546015778
2023-03-22,134.44049163330078
2023-03-23,134.33772752213372
2023-03-24,136.05155411038282
2023-03-27,134.77885276105323
2023-03-28,136.3944260965301
2023-03-29,136.39867582396073
2023-03-30,137.74040756017877
2023-03-31,138.5518959104255
2023-04-03,135.82361978256637
2023-04-04,137.3252173696882
2023-04-05,133.88406563352663
2023-04-06,134.66207768119745
2023-04-07,136.7286876426703
2023-04-10,136.94616839808913
2023-04-11,137.24420308391507
2023-04-12,137.14514634879095
2023-04-13,136.3281934412929
2023-04-14,136.1291792415499
2023-04-17,137.6221001674855
2023-04-18,136.57200086359134
2023-04-19,138.0704720366146
2023-04-20,138.73834384178355
2023-04-21,138.54046978112785
2023-04-24,138.1099077460964
2023-04-25,137.33743181681405
2023-04-26,137.00176687850274
2023-04-27,138.23818189407743
2023-04-28,136.76383121119383
2023-05-01,136.56907290326515
2023-05-02,135.2108164828111
2023-05-03,134.90260759434904
2023-05-04,135.83399509538708
2023-05-05,136.1058502525543
2023-05-08,136.89608054973962
2023-05-09,136.55500399054102
2023-05-10,137.5636022885489
2023-05-11,139.66074103474034
2023-05-12,139.69606568766554
2023-05-15,140.37330147038026
2023-05-16,139.61841613431693
2023-05-17,141.28933252513025
2023-05-18,141.17443617852214
2023-05-19,140.3759067551439
2023-05-22,139.67900247145727
2023-05-23,140.98455568815197
2023-05-24,140.03941429591688
2023-05-25,139.8615176417698
2023-05-26,139.6058916326534
2023-05-29,141.67526988282896
2023-05-30,140.47751897597797
2023-05-31,139.60563373219648
2023-06-01,139.73466644476784
2023-06-02,137.68784768409
2023-06-05,137.43345314283593
2023-06-06,138.99776903869957
2023-06-07,137.59885182087405
2023-06-08,137.1200644363756
2023-06-09,137.25344299573067
2023-06-12,138.34179491091288
2023-06-13,135.62107243397662
2023-06-14,136.55360224802115
2023-06-15,135.5838331493569
2023-06-16,137.1970336560095
2023-06-19,135.75708856198065
2023-06-20,136.30592507328308
2023-06-21,136.1702542115907
2023-06-22,134.31513600933715
2023-06-23,135.93607525931995
2023-06-26,133.7776303659617
2023-06-27,132.06413280103905
2023-06-28,129.486091896443
2023-06-29,130.51268622553164
2023-06-30,129.10266106211415
2023-07-03,128.03601525637413
2023-07-04,128.8506909982325
2023-07-05,130.25086916166882
2023-07-06,127.72456568371796
2023-07-07,126.90421153007563
2023-07-10,130.60043347140154
2023-07-11,131.46298712041872
2023-07-12,131.34386021271146
2023-07-13,131.19568570656241
2023-07-14,132.74605705160917
2023-07-17,132.8480595480305
2023-07-18,132.22197845455662
2023-07-19,131.24402694301878
2023-07-20,132.08250015149926
2023-07-21,131.2574544474115
2023-07-24,129.31816772315227
2023-07-25,131.25193124179015
2023-07-26,129.7867922790868
2023-07-27,127.0226315002257
2023-07-28,126.61565288611965
2023-07-31,126.9717322744189
2023-08-01,126.45757030108109
2023-08-02,127.32981848294548
2023-08-03,125.94238239321503
2023-08-04,128.5394063338561
2023-08-07,127.86790413680795
2023-08-08,127.02220492704019
2023-08-09,125.30380550548198
2023-08-10,125.88588826316236
2023-08-11,123.55283256026253
2023-08-14,124.24158088706069
2023-08-15,122.77343706556829
2023-08-16,123.19358509099429
2023-08-17,121.16498767824476
2023-08-18,120.3916074094419
2023-08-21,119.75607036897156
2023-08-22,118.9100524833507
2023-08-23,117.81513857748158
2023-08-24,118.62189214582219
2023-08-25,118.70147639943973
2023-08-28,119.45577917338667
2023-08-29,118.04631914536094
2023-08-30,118.63979159581079
2023-08-31,118.25055569286602
2023-09-01,119.15413607677978
2023-09-04,117.90454680431807
2023-09-05,119.90789719605877
2023-09-06,118.23269379319012
2023-09-07,119.56993005113415
2023-09-08,118.54049214713834
2023-09-11,118.51328948907252
2023-09-12,117.56353166725395
2023-09-13,115.84136970236518
2023-09-14,116.30992694630223
2023-09-15,113.71846021326282
2023-09-18,115.5063865087607
2023-09-19,115.8199490936612
2023-09-20,115.76235322265418
2023-09-21,116.95425524289162
2023-09-22,119.70824608941737
2023-09-25,119.29004468726352
2023-09-26,119.185563571098
2023-09-27,118.39552380933445
2023-09-28,117.66102385337969
2023-09-29,118.9306142606696
2023-10-02,117.91382455714805
2023-10-03,116.48388975933327
2023-10-04,116.08941083522623
2023-10-05,116.5419919008009
2023-10-06,115.18412541001317
2023-10-09,115.5034339419444
2023-10-10,116.6124005906401
2023-10-11,115.88632654417547
2023-10-12,114.22031505428836
2023-10-13,115.24594227004916
2023-10-16,115.65614463941752
2023-10-17,115.92392431376489
2023-10-18,116.42891013162036
2023-10-19,115.87920525933131
2023-10-20,117.6114311163653
2023-10-23,118.75850874063983
2023-10-24,119.9424256838489
2023-10-25,119.48914601984791
2023-10-26,118.28190169964404
2023-10-27,117.25452146891038
2023-10-30,117.79065732869421
2023-10-31,116.38613038058503
2023-11-01,115.04376018723809
2023-11-02,115.39519483439614
2023-11-03,118.00101476050095
2023-11-06,116.88206020235765
2023-11-07,118.39404197402371
2023-11-08,117.59985015341469
2023-11-09,118.45571174843728
2023-11-10,118.91903608687937
2023-11-13,119.78792615147509
2023-11-14,120.3543160401506
2023-11-15,118.90176212354022
2023-11-16,118.30963143880085
2023-11-17,116.85904840380302
2023-11-20,119.44162479287279
2023-11-21,120.36650830620748
2023-11-22,121.01613256905999
2023-11-23,119.42094633090639
2023-11-24,121.23840200868598
2023-11-27,121.43981488525428
2023-11-28,120.04349849289378
2023-11-29,122.48793365912552
2023-11-30,124.47792568315063
2023-12-01,125.34882368653982
2023-12-04,126.18479247258678
2023-12-05,128.12802199964267
2023-12-06,128.9269260236433
2023-12-07,126.74341338295028
2023-12-08,127.28381750578363
2023-12-11,127.67160416163803
2023-12-12,125.80213179821985
2023-12-13,125.28991450220973
2023-12-14,125.43949048247119
2023-12-15,123.66061599632809
2023-12-18,122.72292387428357
2023-12-19,123.00652058674441
2023-12-20,122.4414436853954
2023-12-21,123.77909054097897
2023-12-22,125.53539965821415
2023-12-25,125.14683997259957
2023-12-26,126.49273433859638
2023-12-27,126.58319628922645
2023-12-28,125.77233434193612
2023-12-29,125.11948472648386
2024-01-01,126.4411003721
2024-01-02,126.41486337048
2024-01-03,126.08630492394846
2024-01-04,126.24358981070782
2024-01-05,127.89017508150063
2024-01-08,130.8235923227624
2024-01-09,128.9912537557581
2024-01-10,129.87989427194697
2024-01-11,132.3392762821903
2024-01-12,133.20681604912033
2024-01-15,133.92868001822495
2024-01-16,133.57597087922255
2024-01-17,133.47879400369158
2024-01-18,131.66729107580602
2024-01-19,130.88787659131916
2024-01-22,130.83324519586387
2024-01-23,131.168404125186
2024-01-24,129.76237339327693
2024-01-25,129.5941202937488
2024-01-26,129.30399574820183
2024-01-29,129.44111984477487
2024-01-30,127.31073686141332
2024-01-31,128.4842115414622
2024-02-01,127.84771437061957
2024-02-02,127.2745931013199
2024-02-05,125.31714618376645
2024-02-06,126.26793783907728
2024-02-07,124.43019331345803
2024-02-08,123.9271206774131
2024-02-09,125.52149512331043
2024-02-12,123.9239791035543
2024-02-13,122.86753644983077
2024-02-14,123.59578041026293
2024-02-15,123.23386058889419
2024-02-16,120.84935237178568
2024-02-19,120.93330854057515
2024-02-20,120.56251204886188
2024-02-21,119.50765364578882
2024-02-22,119.75399709165295
2024-02-23,118.69136571379468
2024-02-26,119.83536262266092
2024-02-27,120.25191900772651
2024-02-28,120.25503449626417
2024-02-29,120.28155588249354
2024-03-01,118.39915929745763
2024-03-04,117.14002406739792
2024-03-05,118.44593037665699
2024-03-06,117.52331290927096
2024-03-07,116.18144769366548
2024-03-08,118.0514932828534
2024-03-11,118.87503331711824
2024-03-12,118.1316561676397
2024-03-13,120.09778124552915
2024-03-14,120.68289134204409
2024-03-15,120.77542537770796
2024-03-18,119.65741228425306
2024-03-19,118.0706506534381
2024-03-20,118.67516078051933
2024-03-21,117.95574070317191
2024-03-22,116.87922973934242
2024-03-25,117.43262812489333
2024-03-26,117.89224790538377
2024-03-27,117.72186726791402
2024-03-28,118.35692630154028
2024-03-29,120.06060334295773
2024-04-01,119.82370894845431
2024-04-02,120.74989569087542
2024-04-03,119.77794882555986
2024-04-04,120.04656633000663
2024-04-05,123.1781724301082
2024-04-08,121.37099173434743
2024-04-09,123.63503676806789
2024-04-10,123.33911525414914
2024-04-11,123.28380003945651
2024-04-12,122.46137013082317
2024-04-15,123.23961453910448
2024-04-16,123.00352292480572
2024-04-17,122.517399089549
2024-04-18,124.72088954410525
2024-04-19,123.77141259973207
2024-04-22,123.02610674505586
2024-04-23,122.38273694589323
2024-04-24,122.06719560639128
2024-04-25,121.07487031314177
2024-04-26,122.21132764145767
2024-04-29,122.75808162299467
2024-04-30,121.84983909721623
2024-05-01,123.69569757088455
2024-05-02,123.04549475141044
2024-05-03,123.30184761116749
2024-05-06,121.54179942387724
2024-05-07,121.78498984451835
2024-05-08,121.30856200038644
2024-05-09,121.96140343278954
2024-05-10,121.5693587823651
2024-05-13,120.68416329940126
2024-05-14,122.78749041470887
2024-05-15,120.52654026289747
2024-05-16,118.57827291187675
2024-05-17,118.95784298734087
2024-05-20,120.10589839485661
2024-05-21,118.70328943908268
2024-05-22,118.28684081700429
2024-05-23,115.49088818952511
2024-05-24,113.90530477821623
2024-05-27,114.23275446650717
2024-05-28,113.758549781117
2024-05-29,111.47479203266069
2024-05-30,112.9462108135892
2024-05-31,113.97491015273704
2024-06-03,112.55506079887503
2024-06-04,113.39186995131976
2024-06-05,115.5646859014263
2024-06-06,114.49695260148667
2024-06-07,114.51584750713282
2024-06-10,114.82041150715787
2024-06-11,114.69280493276493
2024-06-12,115.604016593911
2024-06-13,114.4671324081247
2024-06-14,117.15312868441723
2024-06-17,115.63956944722355
2024-06-18,114.98833565736986
2024-06-19,115.94627740853014
2024-06-20,115.25583718126904
2024-06-21,114.14811156965239
2024-06-24,114.8893057920964
2024-06-25,115.67320356698905
2024-06-26,115.10262151498067
2024-06-27,116.12559902902512
2024-06-28,114.52216670405595
2024-07-01,114.3954899954903
2024-07-02,115.61378329372887
2024-07-03,115.9588438325364
2024-07-04,118.01712869242691
2024-07-05,115.9306067835854
2024-07-08,117.0512116526619
2024-07-09,116.75584204264223
2024-07-10,115.51852926859374
2024-07-11,116.49377031255159
2024-07-12,117.58559681417647
2024-07-15,118.86361515576094
2024-07-16,117.54492169533577
2024-07-17,119.33823801521844
2024-07-18,118.87151372870954
2024-07-19,116.95042733160015
2024-07-22,115.8385114598751
2024-07-23,115.21253491003345
2024-07-24,114.90306035374873
2024-07-25,115.0209166610624
2024-07-26,114.28783206769914
2024-07-29,115.06512721983889
2024-07-30,116.36766105673732
2024-07-31,115.83433141263887
2024-08-01,116.6642827601236
2024-08-02,116.91704762439478
2024-08-05,118.67512334739452
2024-08-06,118.48299544749044
2024-08-07,119.26790050414324
2024-08-08,118.42341779392456
2024-08-09,114.59273461434223
2024-08-12,114.66089097274978
2024-08-13,115.44920827617788
2024-08-14,114.07419114178965
2024-08-15,113.88228138292725
2024-08-16,112.72694886709826
2024-08-19,112.43226359561665
2024-08-20,111.42583079158699
2024-08-21,112.57764733560352
2024-08-22,112.14534255933918
2024-08-23,111.96616593219089
2024-08-26,111.33994906485442
2024-08-27,113.91797532203158
2024-08-28,113.52218390838131
2024-08-29,114.92799752737153
2024-08-30,115.90182719454927
2024-09-02,116.73612167475626
2024-09-03,116.32271735695632
2024-09-04,113.26423756829635
2024-09-05,115.53497541105047
2024-09-06,115.26196503211699
2024-09-09,117.23601215716239
2024-09-10,116.0867999186735
2024-09-11,117.90799659164368
2024-09-12,118.50271006593303
2024-09-13,116.71090341032844
2024-09-16,117.03998428830486
2024-09-17,116.26862937702928
2024-09-18,115.80618065491208
2024-09-19,116.49843494806382
2024-09-20,118.64559913090629
2024-09-23,118.95644318290366
2024-09-24,118.82306996302611
2024-09-25,119.24969124892333
2024-09-26,119.59397773431226
2024-09-27,122.40682911075528
2024-09-30,123.20650983378482
2024-10-01,122.04638668216066
2024-10-02,120.83774029548029
2024-10-03,118.62552318100342
2024-10-04,119.29145792255945
2024-10-07,121.10235170323051
2024-10-08,123.67987331261847
2024-10-09,124.97963997739905
2024-10-10,123.98116422269145
2024-10-11,122.23167430420607
2024-10-14,123.48510765199818
2024-10-15,122.08977082667055
2024-10-16,125.59083560349045
2024-10-17,127.05465013871118
2024-10-18,126.4949760949913
2024-10-21,124.48376201975726
2024-10-22,126.65880872520812
2024-10-23,125.8684496129131
2024-10-24,125.13699189225918
2024-10-25,122.62095699502937
2024-10-28,122.04178787887064
2024-10-29,120.50699421698883
2024-10-30,121.45731897480118
2024-10-31,120.11768875709245
2024-11-01,120.66795468111818
2024-11-04,121.14205860714446
2024-11-05,121.98100720699003
2024-11-06,122.96681125875844
2024-11-07,123.11586726788673
2024-11-08,123.15769106803951
2024-11-11,121.28679005108029
2024-11-12,120.45696253386006
2024-11-13,119.87440755791437
2024-11-14,120.1693326524693
2024-11-15,121.70095820999553
2024-11-18,121.11283058196337
2024-11-19,121.137335964346
2024-11-20,121.26826715647019
2024-11-21,120.43468197773304
2024-11-22,122.27063513362559
2024-11-25,123.31099843607998
2024-11-26,124.79115718781124
2024-11-27,126.32716373724774
2024-11-28,125.94265356602428
2024-11-29,127.14616750640828
2024-12-02,129.82471259536626
2024-12-03,129.07500934089765
2024-12-04,130.25246211786785
2024-12-05,132.38548490961279
2024-12-06,132.28296107869463
2024-12-09,133.50334649577795
2024-12-10,132.68523937046876
2024-12-11,132.45420652219946
2024-12-12,132.73893372216463
2024-12-13,134.20108997490064
2024-12-16,134.7707063125304
2024-12-17,135.51308166087787
2024-12-18,134.41519505971937
2024-12-19,133.42848818789452
2024-12-20,134.90826633647566
2024-12-23,132.2026611845938
2024-12-24,135.60519261787758
2024-12-25,133.27843969787224
2024-12-26,133.038222857613
2024-12-27,133.951347276437
2024-12-30,132.47023742340326
2024-12-31,133.56552736706163
2025-01-01,134.81072959209425
2025-01-02,134.20650546376208
2025-01-03,135.45468689896475
2025-01-06,136.8472210855924
2025-01-07,137.69680449626875
2025-01-08,138.7217210113586
2025-01-09,141.3286371908763
2025-01-10,138.9584229312823
2025-01-13,139.29227013667366
2025-01-14,138.0763582550029
2025-01-15,137.22055573987925
2025-01-16,134.61126134319312
