,IEF
2022-07-28,114.65007614371565
2022-07-29,114.81639036950848
2022-08-01,114.77601247943743
2022-08-02,115.12939862544197
2022-08-03,115.37512813536924
2022-08-04,116.00490898769229
2022-08-05,116.25768246861863
2022-08-08,115.28398992058035
2022-08-09,115.65191870210343
2022-08-10,116.50751008311492
2022-08-11,116.07698847787505
2022-08-12,116.43020283309372
2022-08-15,116.53587558282952
2022-08-16,115.89558089231016
2022-08-17,115.63366358684335
2022-08-18,114.97839553452893
2022-08-19,115.46221555151108
2022-08-22,115.86765529098946
2022-08-23,115.59315365049545
2022-08-24,115.98821807724116
2022-08-25,116.26860463902567
2022-08-26,116.40247178092187
2022-08-29,116.25041071983075
2022-08-30,116.24276772603264
2022-08-31,116.69444615819202
2022-09-01,116.56643795460317
2022-09-02,116.69832306084894
2022-09-05,116.92277262686123
2022-09-06,116.94001470960818
2022-09-07,117.80302573681134
2022-09-08,117.72011453117184
2022-09-09,117.94464172234083
2022-09-12,117.53588047677563
2022-09-13,117.9689639493156
2022-09-14,117.56799905544928
2022-09-15,117.9781521273355
2022-09-16,118.0219809582363
2022-09-19,117.94659943982812
2022-09-20,118.74967838896204
2022-09-21,118.86569109395882
2022-09-22,118.85991304540468
2022-09-23,120.01935925081919
2022-09-26,120.27469281985064
2022-09-27,120.28786564001396
2022-09-28,120.3267463437889
2022-09-29,120.779758065068
2022-09-30,120.40221037812222
2022-10-03,120.90639203810223
2022-10-04,121.2095836430802
2022-10-05,121.13152449666467
2022-10-06,121.47620388589746
2022-10-07,122.04577368059776
2022-10-10,121.72255168632016
2022-10-11,122.19708373880427
2022-10-12,122.49300109365704
2022-10-13,121.53521971012621
2022-10-14,121.55162638164623
2022-10-17,121.66110055332815
2022-10-18,122.28448689728368
2022-10-19,122.35466358726958
2022-10-20,123.19886573367332
2022-10-21,123.82200758489108
2022-10-24,123.9606051616841
2022-10-25,124.61950209545046
2022-10-26,123.9221541561652
2022-10-27,123.51146931494856
2022-10-28,123.65442894708485
2022-10-31,123.11498371604614
2022-11-01,123.4235395663838
2022-11-02,123.7039827635417
2022-11-03,123.37343168170504
2022-11-04,122.61004723926621
2022-11-07,122.18792484192657
2022-11-08,121.90310319323274
2022-11-09,121.7760163449271
2022-11-10,122.06688360780463
2022-11-11,121.57097996882513
2022-11-14,121.65047785419092
2022-11-15,121.9503514786663
2022-11-16,121.86014932685076
2022-11-17,122.10366342483914
2022-11-18,121.35532719521824
2022-11-21,121.29094296990277
2022-11-22,121.32428660171193
2022-11-23,121.66678612574064
2022-11-24,121.63536911480254
2022-11-25,121.39374241035202
2022-11-28,121.58921564096912
2022-11-29,121.65955648034964
2022-11-30,121.81017936353402
2022-12-01,122.59047523486385
2022-12-02,123.1157713732175
2022-12-05,123.88639592936322
2022-12-06,123.06376027884356
2022-12-07,123.08440059163863
2022-12-08,123.10199800031714
2022-12-09,123.45589940527411
2022-12-12,123.14318684953103
2022-12-13,123.50223495061717
2022-12-14,123.31119736816976
2022-12-15,124.12197469677022
2022-12-16,124.58637321286388
2022-12-19,125.01955394822481
2022-12-20,125.39218107705162
2022-12-21,125.0588763607946
2022-12-22,125.22783347718666
2022-12-23,125.47067680989774
2022-12-26,126.02627983289638
2022-12-27,126.55763115344834
2022-12-28,126.46244252802994
2022-12-29,126.1947935959622
2022-12-30,125.44716640137183
2023-01-02,125.77614500518142
2023-01-03,125.28787051343093
2023-01-04,125.00321736115802
2023-01-05,124.98268738333746
2023-01-06,125.26177282200939
2023-01-09,124.41868043254382
2023-01-10,124.73707746598673
2023-01-11,124.89789822800329
2023-01-12,124.93475533924112
2023-01-13,124.94085400990463
2023-01-16,125.09535110219856
2023-01-17,124.62264677508763
2023-01-18,123.47770547635284
2023-01-19,124.177697783846
2023-01-20,123.64069561776691
2023-01-23,123.18388171270031
2023-01-24,123.00780047794639
2023-01-25,123.86441565621612
2023-01-26,124.47358191302837
2023-01-27,124.46492423640521
2023-01-30,124.58321669586915
2023-01-31,125.11585715173183
2023-02-01,124.7880526906268
2023-02-02,125.33286430589628
2023-02-03,124.84989960943054
2023-02-06,124.77753129763526
2023-02-07,124.92598197563592
2023-02-08,124.94539068939969
2023-02-09,125.13363862290272
2023-02-10,125.0131964926988
2023-02-13,126.09288342779108
2023-02-14,126.30108967187309
2023-02-15,126.04497182492096
2023-02-16,126.07348302547567
2023-02-17,126.46856568096602
2023-02-20,126.91566852760461
2023-02-21,126.14971865427876
2023-02-22,126.55617315029563
2023-02-23,126.64912107299529
2023-02-24,126.7071576641503
2023-02-27,126.60697730266945
2023-02-28,126.37790228646682
2023-03-01,127.16703236403578
2023-03-02,126.92140552177544
2023-03-03,127.58074373613522
2023-03-06,127.39398467702445
2023-03-07,127.46066655439657
2023-03-08,126.89933018878683
2023-03-09,126.81519087251418
2023-03-10,127.79691096755555
2023-03-13,127.33118906529562
2023-03-14,126.3217984527907
2023-03-15,126.28441543115012
2023-03-16,126.90264035084353
2023-03-17,126.9029519344026
2023-03-20,127.45362567818688
2023-03-21,127.45055471395663
2023-03-22,127.03005139794725
2023-03-23,127.8863459076153
2023-03-24,127.61236618858256
2023-03-27,127.86839113595954
2023-03-28,127.71231209183473
2023-03-29,127.74422919137487
2023-03-30,127.9869901466631
2023-03-31,128.22103806463056
2023-04-03,128.74516572026744
2023-04-04,128.41360829566943
2023-04-05,127.3549329632711
2023-04-06,126.8581195137799
2023-04-07,126.72854288317099
2023-04-10,126.72627149084788
2023-04-11,126.43286655160723
2023-04-12,127.66966935389814
2023-04-13,128.0845936881326
2023-04-14,127.75741676290235
2023-04-17,127.64448715997815
2023-04-18,127.82213616506351
2023-04-19,128.39628628765936
2023-04-20,127.94462558651887
2023-04-21,128.3168273504277
2023-04-24,127.56597379946668
2023-04-25,127.56840669746919
2023-04-26,126.70632495210552
2023-04-27,126.64472065530748
2023-04-28,125.7025751657068
2023-05-01,126.07960421029594
2023-05-02,126.36035166128028
2023-05-03,126.6315407258023
2023-05-04,126.09944960641104
2023-05-05,125.72241627099388
2023-05-08,124.66055036403496
2023-05-09,125.6206451401152
2023-05-10,125.72691759854375
2023-05-11,125.6008137605692
2023-05-12,126.15012916911681
2023-05-15,125.56292517090839
2023-05-16,125.55933048652975
2023-05-17,125.31184272338847
2023-05-18,125.70172510234787
2023-05-19,125.67409182483549
2023-05-22,124.87904679255506
2023-05-23,124.94960102839774
2023-05-24,124.32520912915908
2023-05-25,124.01989489529504
2023-05-26,124.12724130580581
2023-05-29,123.83769746457762
2023-05-30,122.9793852652497
2023-05-31,122.921299002418
2023-06-01,121.85751277664025
2023-06-02,121.72593742017996
2023-06-05,122.14554330462472
2023-06-06,121.94815022434926
2023-06-07,121.65806361357852
2023-06-08,121.7203239377253
2023-06-09,122.09963087680373
2023-06-12,122.02137537812578
2023-06-13,121.81516220990073
2023-06-14,120.99000554337691
2023-06-15,119.58679167044394
2023-06-16,118.6990985483457
2023-06-19,118.43846992011937
2023-06-20,118.42099533393522
2023-06-21,118.03172138415432
2023-06-22,118.70974493729092
2023-06-23,119.20628438910414
2023-06-26,119.28337487816631
2023-06-27,119.39202009608678
2023-06-28,119.4110042692967
2023-06-29,118.83045756753742
2023-06-30,118.86207246521796
2023-07-03,118.45766829491389
2023-07-04,118.3413444070045
2023-07-05,119.5668579381484
2023-07-06,119.50372576384822
2023-07-07,120.70331758813495
2023-07-10,120.33849994308703
2023-07-11,119.99965012962164
2023-07-12,119.6693010556707
2023-07-13,120.12224951768209
2023-07-14,120.11815716881955
2023-07-17,119.60506231667578
2023-07-18,119.66481332726542
2023-07-19,119.75648010138902
2023-07-20,119.73278103396983
2023-07-21,119.41978006051619
2023-07-24,119.09381267160053
2023-07-25,120.1496041780701
2023-07-26,120.39988987215371
2023-07-27,120.04850657057543
2023-07-28,120.03726913554351
2023-07-31,120.05319795375388
2023-08-01,119.87151866627926
2023-08-02,120.00737716758213
2023-08-03,119.85574461880206
2023-08-04,119.13360521274419
2023-08-07,119.05342816528545
2023-08-08,119.20201311904093
2023-08-09,118.67436111836591
2023-08-10,118.65241279553189
2023-08-11,118.11528431496376
2023-08-14,118.35960272899891
2023-08-15,117.99965739997194
2023-08-16,117.62111255393164
2023-08-17,117.94036407602884
2023-08-18,118.1338918372954
2023-08-21,118.70403736790101
2023-08-22,118.55742390894326
2023-08-23,118.87610177331358
2023-08-24,120.55078156631839
2023-08-25,120.15237369528637
2023-08-28,120.36185220878099
2023-08-29,121.26292806777879
2023-08-30,120.75860568274008
2023-08-31,120.55293613122129
2023-09-01,120.60126026947503
2023-09-04,121.76181720756296
2023-09-05,121.76417644133312
2023-09-06,121.49342145602526
2023-09-07,121.52436551441387
2023-09-08,122.2918791252021
2023-09-11,122.89918619809622
2023-09-12,122.72745037599317
2023-09-13,123.07876557780986
2023-09-14,122.3536204640728
2023-09-15,122.55439151428598
2023-09-18,122.87578626340454
2023-09-19,122.54315740478911
2023-09-20,121.7428136813348
2023-09-21,121.78227461044145
2023-09-22,120.88929921813273
2023-09-25,120.85062166318845
2023-09-26,120.56622888446344
2023-09-27,120.73699331334726
2023-09-28,120.4898695802415
2023-09-29,120.37794258761811
2023-10-02,121.02380215165647
2023-10-03,121.07298927954187
2023-10-04,121.36649600569922
2023-10-05,121.11130970077026
2023-10-06,121.64055298327774
2023-10-09,121.59725794276011
2023-10-10,121.4968080529298
2023-10-11,121.9135457502077
2023-10-12,121.95607391365668
2023-10-13,122.20412954011107
2023-10-16,123.03074281052326
2023-10-17,123.06052108489165
2023-10-18,122.53824973463472
2023-10-19,123.2664839708024
2023-10-20,123.17300615089776
2023-10-23,122.81107301919745
2023-10-24,123.01961714825195
2023-10-25,122.94956086919626
2023-10-26,123.16654008263956
2023-10-27,123.71035918036732
2023-10-30,123.53601926235878
2023-10-31,122.60219833989072
2023-11-01,122.33264412398628
2023-11-02,122.09826454076776
2023-11-03,121.6505192245883
2023-11-06,121.16981239580704
2023-11-07,120.8902001541162
2023-11-08,121.131823270723
2023-11-09,120.63307620593969
2023-11-10,120.04736110973077
2023-11-13,120.12037873743833
2023-11-14,119.6639823574067
2023-11-15,119.40585257758738
2023-11-16,119.72475981404729
2023-11-17,119.57379390678642
2023-11-20,119.45224083457116
2023-11-21,119.3062662582296
2023-11-22,119.67597095748808
2023-11-23,119.74072235478201
2023-11-24,120.17938514800474
2023-11-27,120.88885895097417
2023-11-28,121.63895494235508
2023-11-29,121.53466500451226
2023-11-30,121.52800339106777
2023-12-01,121.2479210536944
2023-12-04,120.8079693921812
2023-12-05,121.18470465648312
2023-12-06,121.37812900589162
2023-12-07,121.04660191410406
2023-12-08,121.3055864968767
2023-12-11,121.61841176122206
2023-12-12,121.36298394454457
2023-12-13,121.85366815107683
2023-12-14,121.56824278549357
2023-12-15,120.99820926661546
2023-12-18,120.37095880661562
2023-12-19,120.5227063626212
2023-12-20,120.13591245458693
2023-12-21,120.27932738478245
2023-12-22,119.24881406457244
2023-12-25,119.2067612985355
2023-12-26,119.38805835868791
2023-12-27,119.65479937262971
2023-12-28,119.85137211136541
2023-12-29,120.65935336567857
2024-01-01,119.96449470860091
2024-01-02,119.48402028527939
2024-01-03,119.01602105696381
2024-01-04,119.26068085197514
2024-01-05,119.44631129190878
2024-01-08,120.10987688012223
2024-01-09,120.39696294644189
2024-01-10,120.35324255582789
2024-01-11,120.75821854908632
2024-01-12,120.71870633565753
2024-01-15,121.16372306707692
2024-01-16,120.65722849438323
2024-01-17,120.53865846029584
2024-01-18,121.20847709852085
2024-01-19,121.79416574015298
2024-01-22,121.89952215452256
2024-01-23,121.39916930365338
2024-01-24,120.64666638858303
2024-01-25,121.3380633308559
2024-01-26,121.62130296941507
2024-01-29,121.99354965506306
2024-01-30,122.20744834750236
2024-01-31,121.78540894232913
2024-02-01,122.20224324001686
2024-02-02,122.5725105036734
2024-02-05,121.88722279824053
2024-02-06,121.69160185277399
2024-02-07,122.07778918045224
2024-02-08,122.82870910637405
2024-02-09,122.29740451711695
2024-02-12,121.99372740503102
2024-02-13,122.89018215445005
2024-02-14,122.53820250045966
2024-02-15,123.11750007022859
2024-02-16,123.47961640222505
2024-02-19,123.81732316541279
2024-02-20,123.38918068852666
2024-02-21,123.16448084008698
2024-02-22,123.67834662871469
2024-02-23,124.30309908948112
2024-02-26,124.07934417775526
2024-02-27,123.63887371892561
2024-02-28,123.19315487556668
2024-02-29,123.36387241267757
2024-03-01,123.446508528154
2024-03-04,123.70352296242324
2024-03-05,123.30708393343528
2024-03-06,123.31007766115421
2024-03-07,122.55002002989941
2024-03-08,122.50956168271895
2024-03-11,123.26421317285019
2024-03-12,123.79786132484027
2024-03-13,124.11797050836016
2024-03-14,123.70773690557864
2024-03-15,123.67199513308063
2024-03-18,124.63231515884947
2024-03-19,124.74269471096552
2024-03-20,125.06834484359824
2024-03-21,125.26845869437346
2024-03-22,125.74071922326576
2024-03-25,126.53906279113
2024-03-26,126.8204888724295
2024-03-27,128.29292228684096
2024-03-28,128.40985796560926
2024-03-29,128.2488433575523
2024-04-01,128.08436800476483
2024-04-02,128.17262548233123
2024-04-03,129.13940203655017
2024-04-04,128.87722762411096
2024-04-05,130.15811525022926
2024-04-08,129.681756969524
2024-04-09,129.91464937337102
2024-04-10,129.64046499962174
2024-04-11,129.11565998161868
2024-04-12,129.2335043894791
2024-04-15,129.0048252877421
2024-04-16,129.7676498624352
2024-04-17,130.34123474938335
2024-04-18,130.26909126373744
2024-04-19,130.15943713801587
2024-04-22,130.1469989978444
2024-04-23,131.2931010016692
2024-04-24,131.35808085280763
2024-04-25,131.2022235983932
2024-04-26,131.77907635756148
2024-04-29,131.65470684035066
2024-04-30,131.17111525007067
2024-05-01,131.49964246231002
2024-05-02,131.2145455416727
2024-05-03,131.88144702605103
2024-05-06,131.67456422911428
2024-05-07,132.11909630961375
2024-05-08,130.85296507229057
2024-05-09,130.63053446831313
2024-05-10,132.20334346491057
2024-05-13,132.41916479431646
2024-05-14,132.02572911115976
2024-05-15,131.94253747561385
2024-05-16,132.51613460383965
2024-05-17,132.25672041745122
2024-05-20,131.90967921020683
2024-05-21,131.99772609769204
2024-05-22,131.80338622937194
2024-05-23,131.77842198344754
2024-05-24,131.55402167715752
2024-05-27,131.628353852069
2024-05-28,131.44902290105054
2024-05-29,130.84294949800497
2024-05-30,130.86633689193434
2024-05-31,130.75161581248108
2024-06-03,130.89747567654527
2024-06-04,130.85943136574312
2024-06-05,131.07668796826678
2024-06-06,130.2061378867206
2024-06-07,130.7018071740198
2024-06-10,130.51146396001505
2024-06-11,129.80873772550808
2024-06-12,129.43583520875347
2024-06-13,129.61495028613803
2024-06-14,129.05031394685327
2024-06-17,127.35263456255336
2024-06-18,127.92896154234204
2024-06-19,127.83907871834694
2024-06-20,127.3557753370247
2024-06-21,128.08463596473246
2024-06-24,127.66126122019689
2024-06-25,127.96381781611159
2024-06-26,127.97993715508295
2024-06-27,128.18966863614807
2024-06-28,128.1116264691866
2024-07-01,128.14083616514415
2024-07-02,128.0548378382585
2024-07-03,128.24694138976642
2024-07-04,128.44218816686407
2024-07-05,128.86792543906827
2024-07-08,128.69405847532317
2024-07-09,129.13442183764806
2024-07-10,129.0170946974212
2024-07-11,128.60215054271004
2024-07-12,128.9283587760102
2024-07-15,128.79598223582008
2024-07-16,128.07063697108842
2024-07-17,128.317099913214
2024-07-18,129.53017189012445
2024-07-19,129.50329087470672
2024-07-22,129.68478063711706
2024-07-23,129.4578279775601
2024-07-24,129.78697692024883
2024-07-25,129.08347002457214
2024-07-26,129.18792024296982
2024-07-29,128.7172523537254
2024-07-30,128.1927298636524
2024-07-31,127.75184153986041
2024-08-01,127.4615944566544
2024-08-02,127.0118555929296
2024-08-05,126.949652007806
2024-08-06,127.09913001778483
2024-08-07,126.62364200333451
2024-08-08,126.59619855368258
2024-08-09,126.59003526322708
2024-08-12,127.28410321647962
2024-08-13,126.82231066815855
2024-08-14,127.75673943701769
2024-08-15,128.22012631945614
2024-08-16,127.93638898784569
2024-08-19,127.65057322162667
2024-08-20,127.47418417099001
2024-08-21,127.50401286486905
2024-08-22,127.0426037560604
2024-08-23,127.05452997665662
2024-08-26,126.77957270937759
2024-08-27,126.61209744204712
2024-08-28,126.57342774551515
2024-08-29,126.72317404685376
2024-08-30,126.96621302742048
2024-09-02,127.06242535437386
2024-09-03,126.14820327126633
2024-09-04,126.06280639612055
2024-09-05,126.39734549207668
2024-09-06,126.38006748784234
2024-09-09,125.71073841574214
2024-09-10,125.23206079449992
2024-09-11,125.9108880349793
2024-09-12,126.77994158166632
2024-09-13,126.20609021486273
2024-09-16,127.10373292375745
2024-09-17,126.31295432517528
2024-09-18,126.26389755258522
2024-09-19,125.1172609336226
2024-09-20,125.65552360945938
2024-09-23,125.5698273346801
2024-09-24,126.83558540361301
2024-09-25,127.20766432865811
2024-09-26,126.74897164689052
2024-09-27,126.44981371646047
2024-09-30,126.78878281623224
2024-10-01,126.79839598695548
2024-10-02,126.33553571042412
2024-10-03,126.35066501058736
2024-10-04,126.83717766340921
2024-10-07,127.01257483122848
2024-10-08,127.15438620374582
2024-10-09,126.14271872497764
2024-10-10,126.45054645266613
2024-10-11,125.78372778234525
2024-10-14,125.62147739927762
2024-10-15,125.8323593523967
2024-10-16,125.69009346683654
2024-10-17,125.6728841667709
2024-10-18,125.4414028971549
2024-10-21,125.16248804731718
2024-10-22,125.1041849728658
2024-10-23,125.25215005450059
2024-10-24,125.28554528987337
2024-10-25,124.24572689949763
2024-10-28,123.60598076965582
2024-10-29,123.24037966925417
2024-10-30,122.50667189332948
2024-10-31,122.91072572586808
2024-11-01,122.42009678493024
2024-11-04,121.99647958905399
2024-11-05,122.41614065955116
2024-11-06,122.56424345052382
2024-11-07,122.23351046868893
2024-11-08,122.63379332220529
2024-11-11,123.37069620084245
2024-11-12,123.23413033603299
2024-11-13,124.38675802497468
2024-11-14,124.7791896527091
2024-11-15,125.39382399043164
2024-11-18,125.82121019898432
2024-11-19,125.51689634775313
2024-11-20,125.84542088565203
2024-11-21,125.82808540457886
2024-11-22,126.51690110485852
2024-11-25,126.4212961597121
2024-11-26,126.602587782737
2024-11-27,127.27552119600512
2024-11-28,126.9798097052425
2024-11-29,127.1871361569057
2024-12-02,126.9201520769337
2024-12-03,127.15742609738253
2024-12-04,127.62774710098729
2024-12-05,127.27080738460535
2024-12-06,127.55370160796298
2024-12-09,127.9254994153207
2024-12-10,127.02865273288808
2024-12-11,127.4918182799651
2024-12-12,128.15955029838503
2024-12-13,128.01326339347776
2024-12-16,128.65589009264892
2024-12-17,128.3538882708883
2024-12-18,128.47948978873524
2024-12-19,128.73207397988787
2024-12-20,129.10023580955072
2024-12-23,128.50331652295856
2024-12-24,128.44528338929834
2024-12-25,128.51872240674786
2024-12-26,128.69518697434074
2024-12-27,128.58122514924892
2024-12-30,127.84249299645272
2024-12-31,128.24991500267814
2025-01-01,127.96808304431084
2025-01-02,127.84699105734074
2025-01-03,127.88882947077447
2025-01-06,128.66202345161003
2025-01-07,128.68100197489153
2025-01-08,128.843556189952
2025-01-09,128.96449352013298
2025-01-10,128.38333832073252
2025-01-13,128.91996986342912
2025-01-14,128.24049636165776
2025-01-15,128.0517312349099
2025-01-16,127.99679822999938
