,^SPX
2022-04-15,87.79596582720627
2022-04-18,87.80204374617885
2022-04-19,87.67175028269718
2022-04-20,87.59920384907723
2022-04-21,87.19858866876908
2022-04-22,86.83995901857173
2022-04-25,87.07824185177317
2022-04-26,85.55339705261777
2022-04-27,85.667243317151
2022-04-28,86.05664494353078
2022-04-29,85.0472934211502
2022-05-02,85.66707578541242
2022-05-03,85.42301608614342
2022-05-04,85.37775449712503
2022-05-05,85.32958519193544
2022-05-06,84.66671604981855
2022-05-09,83.64672147309618
2022-05-10,84.40781853836897
2022-05-11,83.65801332305868
2022-05-12,84.12177371170357
2022-05-13,84.98104734749631
2022-05-16,84.1222325176943
2022-05-17,83.1186711008623
2022-05-18,83.58321935393171
2022-05-19,83.6587637058523
2022-05-20,83.68747911613676
2022-05-23,84.77735576066
2022-05-24,85.14933045277166
2022-05-25,85.90926686584257
2022-05-26,85.72408324935604
2022-05-27,84.4158918670087
2022-05-30,84.412086143916
2022-05-31,84.65370242183243
2022-06-01,85.69582388455197
2022-06-02,85.74219403020156
2022-06-03,86.19890569132065
2022-06-06,85.68734446075769
2022-06-07,86.02789777080966
2022-06-08,88.31159862915025
2022-06-09,89.26077289248256
2022-06-10,88.37739309713199
2022-06-13,87.3917846160547
2022-06-14,86.52831719495423
2022-06-15,86.3537223622975
2022-06-16,86.96009437378285
2022-06-17,86.99742190197999
2022-06-20,86.59358127024232
2022-06-21,85.73196015924462
2022-06-22,84.82935706353449
2022-06-23,83.94104803486262
2022-06-24,84.53377550520752
2022-06-27,83.84772596145524
2022-06-28,85.18857349142858
2022-06-29,86.3146471335942
2022-06-30,85.43409078668122
2022-07-01,85.80274514046373
2022-07-04,85.61999967144045
2022-07-05,85.12923531966624
2022-07-06,85.22521604585991
2022-07-07,86.31253617037609
2022-07-08,86.35471083142833
2022-07-11,86.69886957245436
2022-07-12,86.78693318188002
2022-07-13,88.35024138479145
2022-07-14,88.5656098156938
2022-07-15,89.07134104529177
2022-07-18,88.48412081471113
2022-07-19,87.55441945441284
2022-07-20,87.84210742650703
2022-07-21,88.71638849619868
2022-07-22,89.01655762796543
2022-07-25,88.02239599876057
2022-07-26,88.1986755533983
2022-07-27,88.28582580996942
2022-07-28,88.83732898187215
2022-07-29,89.62747952849375
2022-08-01,89.04850945485761
2022-08-02,89.40227674886549
2022-08-03,91.03082843060565
2022-08-04,91.24907782266386
2022-08-05,90.65241936602749
2022-08-08,90.12786100685922
2022-08-09,88.66594066845356
2022-08-10,89.28022373557877
2022-08-11,89.0933552855337
2022-08-12,89.2120118117104
2022-08-15,88.72404060854694
2022-08-16,88.14966855509057
2022-08-17,87.0043851449508
2022-08-18,87.26819239599548
2022-08-19,87.72737633769853
2022-08-22,88.65453550528412
2022-08-23,88.80713806166548
2022-08-24,89.85420991352288
2022-08-25,91.04456172499181
2022-08-26,91.92855873501588
2022-08-29,93.69134797440984
2022-08-30,91.58937425413617
2022-08-31,92.57221957969107
2022-09-01,92.69688289959967
2022-09-02,94.18531993753592
2022-09-05,93.59577650522881
2022-09-06,93.80872132852738
2022-09-07,93.25006691527726
2022-09-08,92.59541227655372
2022-09-09,91.76635392829752
2022-09-12,90.59359577331203
2022-09-13,91.8520800995538
2022-09-14,92.06350495952121
2022-09-15,92.20481542719364
2022-09-16,93.61712911135722
2022-09-19,93.56518396454756
2022-09-20,93.32112620255549
2022-09-21,92.02408404082635
2022-09-22,92.00142537983935
2022-09-23,92.88027388013066
2022-09-26,91.38782526711765
2022-09-27,92.63795249918701
2022-09-28,92.96091026039358
2022-09-29,93.05030840876127
2022-09-30,93.90578119646923
2022-10-03,93.7430466963477
2022-10-04,94.95813409786004
2022-10-05,95.40458033639695
2022-10-06,94.4039504300828
2022-10-07,93.67872289923234
2022-10-10,94.25377813206264
2022-10-11,93.8424291163418
2022-10-12,94.46647188498804
2022-10-13,95.29892796635097
2022-10-14,95.30966503695511
2022-10-17,95.0384226037925
2022-10-18,95.12252087528611
2022-10-19,96.11885116258026
2022-10-20,95.51089215672877
2022-10-21,96.18728622173623
2022-10-24,95.83583149519643
2022-10-25,95.83453433113517
2022-10-26,96.05448716240589
2022-10-27,96.14257472314107
2022-10-28,96.57807613486852
2022-10-31,97.41575578303589
2022-11-01,97.44529502148328
2022-11-02,97.26181233412629
2022-11-03,97.60907777957229
2022-11-04,97.2546234149567
2022-11-07,98.46830791821877
2022-11-08,98.59901669541763
2022-11-09,98.75210636868886
2022-11-10,98.82541959592511
2022-11-11,98.89998791305192
2022-11-14,98.95661027390976
2022-11-15,100.32578677468867
2022-11-16,99.13195821197989
2022-11-17,98.79377364913402
2022-11-18,99.95042923327789
2022-11-21,99.66186349174642
2022-11-22,99.7006425845212
2022-11-23,98.46326403448393
2022-11-24,98.36385739178236
2022-11-25,96.97548264624379
2022-11-28,96.42499582529064
2022-11-29,97.43386859533793
2022-11-30,97.8239900462018
2022-12-01,96.85131803257902
2022-12-02,97.2534231242103
2022-12-05,98.49682961014638
2022-12-06,97.55438004636328
2022-12-07,96.51427855498055
2022-12-08,96.16300053795065
2022-12-09,97.08837935450597
2022-12-12,97.15519337493703
2022-12-13,98.09625454747429
2022-12-14,98.5101427591863
2022-12-15,98.18496005907895
2022-12-16,99.02425931242553
2022-12-19,98.67971174040073
2022-12-20,98.24835646890914
2022-12-21,97.70829140290668
2022-12-22,96.42696238354267
2022-12-23,96.67686266841633
2022-12-26,97.18531007910732
2022-12-27,96.86951512202549
2022-12-28,96.47906278835417
2022-12-29,95.89894581668099
2022-12-30,96.03304838126057
2023-01-02,97.26825403662514
2023-01-03,98.86096324346317
2023-01-04,99.78212413650931
2023-01-05,99.74207906551284
2023-01-06,99.76545287934016
2023-01-09,98.92438200102626
2023-01-10,98.42779048349263
2023-01-11,97.51772091929395
2023-01-12,97.76530540555882
2023-01-13,97.55596359025097
2023-01-16,98.54008230689622
2023-01-17,98.74418366677037
2023-01-18,98.53485967749205
2023-01-19,98.37713250104856
2023-01-20,99.4256106041066
2023-01-23,99.75650556088569
2023-01-24,100.45187073450563
2023-01-25,100.05926791946878
2023-01-26,99.76131908688193
2023-01-27,98.84402276611434
2023-01-30,99.09010548323516
2023-01-31,97.75603896171863
2023-02-01,98.65088897931223
2023-02-02,98.50449231306331
2023-02-03,99.11342682680939
2023-02-06,99.13502056691637
2023-02-07,98.4375460835846
2023-02-08,97.61361539142919
2023-02-09,98.53508724837334
2023-02-10,99.61839595573629
2023-02-13,101.23544776783007
2023-02-14,102.13721621657699
2023-02-15,102.48740307370213
2023-02-16,102.54935136485672
2023-02-17,102.41616410151204
2023-02-20,101.7702241367567
2023-02-21,101.7461830108061
2023-02-22,100.64916084394642
2023-02-23,101.75213235557324
2023-02-24,102.259364314581
2023-02-27,102.0133493441764
2023-02-28,102.9965711571825
2023-03-01,102.16586089408348
2023-03-02,102.3575366933484
2023-03-03,103.49035653375115
2023-03-06,103.89884115613785
2023-03-07,103.47298988547674
2023-03-08,102.80160698708332
2023-03-09,103.63667774279205
2023-03-10,103.59132173804817
2023-03-13,103.40132686113901
2023-03-14,102.5138815723879
2023-03-15,102.36763932761525
2023-03-16,101.51453982778378
2023-03-17,102.0913405883521
2023-03-20,103.02677014082909
2023-03-21,103.23370909025502
2023-03-22,103.49153401375115
2023-03-23,102.96715538196591
2023-03-24,103.34303730326238
2023-03-27,103.78879789381648
2023-03-28,103.68268702745351
2023-03-29,103.81844768060179
2023-03-30,102.97407452708289
2023-03-31,103.15567325151478
2023-04-03,102.24990861293665
2023-04-04,103.79051534576753
2023-04-05,105.22929286156604
2023-04-06,104.62551552806327
2023-04-07,105.6285460891649
2023-04-10,106.27882382331137
2023-04-11,107.88317996713789
2023-04-12,109.187380445361
2023-04-13,111.40549746992359
2023-04-14,112.92137810904576
2023-04-17,112.95268375712433
2023-04-18,114.21956921054708
2023-04-19,114.66629697141582
2023-04-20,114.0809217521931
2023-04-21,115.9299340884101
2023-04-24,116.76541640672298
2023-04-25,116.88783741766183
2023-04-26,118.97225931270641
2023-04-27,119.52122110438455
2023-04-28,116.22883659406263
2023-05-01,117.65277584725742
2023-05-02,118.08194985253624
2023-05-03,118.36474007908424
2023-05-04,118.6873611520273
2023-05-05,118.16822205235084
2023-05-08,118.23562847257804
2023-05-09,118.14701329403243
2023-05-10,119.11957294839388
2023-05-11,119.3797950123254
2023-05-12,118.31741561731926
2023-05-15,117.72744709371226
2023-05-16,118.32351858330112
2023-05-17,118.07237931911558
2023-05-18,116.21833224888734
2023-05-19,116.95729252299721
2023-05-22,117.64489164557664
2023-05-23,117.1551410363098
2023-05-24,117.51073431249853
2023-05-25,118.01197478650329
2023-05-26,118.23756437220563
2023-05-29,117.19393602955917
2023-05-30,119.31600637410263
2023-05-31,119.49567355029029
2023-06-01,120.7810178379057
2023-06-02,120.61804899328466
2023-06-05,122.22832952335885
2023-06-06,123.36969821381369
2023-06-07,124.29331446769271
2023-06-08,124.3344732888894
2023-06-09,125.06286773862429
2023-06-12,125.1610096419085
2023-06-13,125.29241279156203
2023-06-14,126.2695630060123
2023-06-15,124.96939287686142
2023-06-16,125.40506149092496
2023-06-19,127.25133204573535
2023-06-20,126.74848479142165
2023-06-21,128.8423293107924
2023-06-22,132.14886782486226
2023-06-23,132.24703819210612
2023-06-26,133.01012126864788
2023-06-27,134.99705020468264
2023-06-28,134.34280131865287
2023-06-29,133.50359620492043
2023-06-30,132.4850857815575
2023-07-03,132.48113590870537
2023-07-04,134.42907538262259
2023-07-05,135.67249101718446
2023-07-06,134.74319177923354
2023-07-07,136.38582716385162
2023-07-10,136.7700646758716
2023-07-11,139.1495833026629
2023-07-12,139.81999502982728
2023-07-13,138.62792768214084
2023-07-14,139.71458838107196
2023-07-17,140.19592544639949
2023-07-18,140.61863104419663
2023-07-19,140.9607776336261
2023-07-20,139.86195009154807
2023-07-21,141.097182013777
2023-07-24,140.16922474327177
2023-07-25,140.41695079676074
2023-07-26,138.81945430464896
2023-07-27,138.6218758460545
2023-07-28,137.79919351209261
2023-07-31,138.13202702000393
2023-08-01,138.8841544718733
2023-08-02,140.9648016447874
2023-08-03,139.69887198633106
2023-08-04,139.40951474247512
2023-08-07,138.60547533836035
2023-08-08,139.92972848045986
2023-08-09,139.76953675277935
2023-08-10,138.9441901841437
2023-08-11,140.56926565163525
2023-08-14,140.35170926379251
2023-08-15,140.0195121607225
2023-08-16,140.2132550586214
2023-08-17,139.72948634713634
2023-08-18,139.4775873145108
2023-08-21,137.72075193742924
2023-08-22,138.0769632469639
2023-08-23,140.42770145580238
2023-08-24,142.51086382123296
2023-08-25,143.34238910933698
2023-08-28,143.24704259691805
2023-08-29,142.5738330489063
2023-08-30,142.22512156876823
2023-08-31,143.94138706778315
2023-09-01,144.7608607585465
2023-09-04,146.21885931201805
2023-09-05,144.88582805476454
2023-09-06,142.88636378317022
2023-09-07,143.305980612268
2023-09-08,144.99027781202315
2023-09-11,142.96070135507432
2023-09-12,143.13161758598451
2023-09-13,144.43779433286642
2023-09-14,143.52383084426285
2023-09-15,143.6270014505285
2023-09-18,143.9609159242937
2023-09-19,143.0783441269122
2023-09-20,141.17215222969674
2023-09-21,141.8080828255877
2023-09-22,140.12770523837895
2023-09-25,140.9549699831905
2023-09-26,141.89674987446713
2023-09-27,140.48240949949127
2023-09-28,142.49942717525482
2023-09-29,142.9976582439338
2023-10-02,142.96598185312018
2023-10-03,141.53235825728078
2023-10-04,140.99029176637453
2023-10-05,139.83324175559778
2023-10-06,138.17408208232143
2023-10-09,138.25629724072584
2023-10-10,139.3613342663838
2023-10-11,138.86235585215186
2023-10-12,138.85065276778485
2023-10-13,139.05342346989968
2023-10-16,139.82980249312914
2023-10-17,139.53932516528548
2023-10-18,138.14960097180776
2023-10-19,139.31769376284734
2023-10-20,139.27237999169182
2023-10-23,138.73874784269063
2023-10-24,137.2466965527535
2023-10-25,138.44624495791442
2023-10-26,137.71389335527903
2023-10-27,138.95254944907163
2023-10-30,138.95833910862018
2023-10-31,138.06379879616642
2023-11-01,137.78118517276062
2023-11-02,137.379034889663
2023-11-03,138.4422132864158
2023-11-06,137.76325335019948
2023-11-07,138.47497505170878
2023-11-08,137.910708411745
2023-11-09,138.09422040158205
2023-11-10,140.26793004915515
2023-11-13,139.03624436009213
2023-11-14,138.31445704467075
2023-11-15,138.21286080329932
2023-11-16,137.81239684792112
2023-11-17,139.45831621652144
2023-11-20,139.85924826411295
2023-11-21,139.8009942639014
2023-11-22,141.54881776559873
2023-11-23,141.32829675177248
2023-11-24,142.0973674976222
2023-11-27,142.04814438942074
2023-11-28,141.63518417569415
2023-11-29,140.14590322856398
2023-11-30,139.79171722104957
2023-12-01,140.03454199062693
2023-12-04,140.5391437892615
2023-12-05,139.77807461402324
2023-12-06,139.89073648011953
2023-12-07,139.3198157203498
2023-12-08,140.2180095817761
2023-12-11,138.4867319437269
2023-12-12,138.6921524911725
2023-12-13,141.0101579432513
2023-12-14,140.91622032313322
2023-12-15,140.54694691996514
2023-12-18,138.93395169537675
2023-12-19,140.56916512184037
2023-12-20,140.05325893154213
2023-12-21,140.22215018391572
2023-12-22,140.5304292530481
2023-12-25,141.946426549819
2023-12-26,139.61990478967127
2023-12-27,139.47042802249365
2023-12-28,138.49700689453786
2023-12-29,139.07003077209274
2024-01-01,140.31132221431812
2024-01-02,141.64513984611423
2024-01-03,139.92267260332508
2024-01-04,138.26294833223415
2024-01-05,136.59075951909108
2024-01-08,136.53688496463712
2024-01-09,135.8971048194705
2024-01-10,136.28857814194063
2024-01-11,136.5202162970045
2024-01-12,135.13601159039385
2024-01-15,133.1198895555291
2024-01-16,134.33641130590217
2024-01-17,134.74390121833827
2024-01-18,133.64825679619327
2024-01-19,132.53096312025144
2024-01-22,131.14358838800266
2024-01-23,131.73629166458508
2024-01-24,130.5527299317217
2024-01-25,130.90307863006535
2024-01-26,130.97984427521854
2024-01-29,130.63758401627095
2024-01-30,131.18416661178182
2024-01-31,133.523849906313
2024-02-01,134.95277824480056
2024-02-02,132.09782361008652
2024-02-05,134.05147616614755
2024-02-06,133.97796571504531
2024-02-07,130.73837480465232
2024-02-08,131.4063531379321
2024-02-09,132.73072514687922
2024-02-12,132.37414862206023
2024-02-13,132.29443256909806
2024-02-14,131.76540039368885
2024-02-15,132.7870475557388
2024-02-16,133.02778160973196
2024-02-19,134.91187743611977
2024-02-20,135.69960399710897
2024-02-21,134.30979746110384
2024-02-22,134.01285702145157
2024-02-23,132.1522922778013
2024-02-26,131.25606941842898
2024-02-27,131.9264179353142
2024-02-28,131.0152621344075
2024-02-29,132.33811871347828
2024-03-01,131.09058483584403
2024-03-04,131.51948584149258
2024-03-05,128.69871704343754
2024-03-06,128.95926665828486
2024-03-07,125.79187075919971
2024-03-08,125.12372126501694
2024-03-11,123.88526258355617
2024-03-12,122.90218720192208
2024-03-13,122.26621514744099
2024-03-14,122.8249816112805
2024-03-15,120.88285499909976
2024-03-18,120.29508682755062
2024-03-19,117.94696779080465
2024-03-20,117.58277564734392
2024-03-21,115.84058923922103
2024-03-22,116.86581436864914
2024-03-25,118.39459843910856
2024-03-26,119.67795174732262
2024-03-27,121.38066981863788
2024-03-28,121.03833652733071
2024-03-29,121.23840626270459
2024-04-01,121.10225903243936
2024-04-02,121.05283201313884
2024-04-03,121.49948739113363
2024-04-04,123.78682766824511
2024-04-05,121.63974702293116
2024-04-08,122.52427680598869
2024-04-09,123.16197862635417
2024-04-10,123.3085271522188
2024-04-11,122.56135204525779
2024-04-12,121.88859859995273
2024-04-15,120.78487175446529
2024-04-16,120.37004496246465
2024-04-17,122.63811626514631
2024-04-18,121.98618841638971
2024-04-19,122.70829374004552
2024-04-22,122.04050431358205
2024-04-23,122.53208457568942
2024-04-24,120.79331410865133
2024-04-25,120.39603699613693
2024-04-26,119.10288260887745
2024-04-29,119.92367695354037
2024-04-30,120.96571851491098
2024-05-01,120.49923203129987
2024-05-02,122.17143987243684
2024-05-03,122.33514802445949
2024-05-06,123.66233468902479
2024-05-07,124.1767073462437
2024-05-08,123.5802199385692
2024-05-09,122.56865886921726
2024-05-10,122.75942323685891
2024-05-13,123.7524241873172
2024-05-14,125.28672466089215
2024-05-15,125.05117044586562
2024-05-16,124.66687181625787
2024-05-17,124.86573007679667
2024-05-20,127.17777935009312
2024-05-21,126.56483392497158
2024-05-22,126.26796916780873
2024-05-23,126.34634084829793
2024-05-24,126.07978958095636
2024-05-27,124.23446571656962
2024-05-28,124.41397004827672
2024-05-29,125.56768021368323
2024-05-30,128.17282072567795
2024-05-31,128.11242905147898
2024-06-03,128.7375178900782
2024-06-04,126.95264208474681
2024-06-05,124.23444188258561
2024-06-06,123.56983148585472
2024-06-07,122.82959637418429
2024-06-10,124.22720430679706
2024-06-11,123.74296672451013
2024-06-12,122.96904387839882
2024-06-13,122.97429731838801
2024-06-14,122.92100927661423
2024-06-17,123.82588763883948
2024-06-18,121.3221370597275
2024-06-19,119.61425507895322
2024-06-20,118.876955553112
2024-06-21,119.53444932995374
2024-06-24,120.53335930835144
2024-06-25,118.04992028754255
2024-06-26,117.67960615719136
2024-06-27,116.55964521272615
2024-06-28,116.69416925521953
2024-07-01,117.00868051783837
2024-07-02,115.34045065172596
2024-07-03,114.62914629219401
2024-07-04,115.49362593862904
2024-07-05,115.38632980520738
2024-07-08,115.70415180164102
2024-07-09,115.58765861614621
2024-07-10,116.8582807291894
2024-07-11,118.08563544113746
2024-07-12,119.97033365249902
2024-07-15,121.33980826730442
2024-07-16,121.15122677980116
2024-07-17,121.6794004522219
2024-07-18,123.78401917605079
2024-07-19,123.51856263782098
2024-07-22,124.59022670435229
2024-07-23,125.21147496148954
2024-07-24,126.28020970028122
2024-07-25,128.40489967017135
2024-07-26,128.65524193194665
2024-07-29,129.38864983650842
2024-07-30,128.3892694860397
2024-07-31,126.83907497789846
2024-08-01,126.76526185629555
2024-08-02,124.95615634257766
2024-08-05,123.91735438389668
2024-08-06,124.52547097996742
2024-08-07,125.41875202618995
2024-08-08,125.84369071590116
2024-08-09,126.82217434444429
2024-08-12,125.60892666645715
2024-08-13,124.77863733550156
2024-08-14,126.0831797099661
2024-08-15,125.60211667684959
2024-08-16,125.73815993283964
2024-08-19,126.17162996129319
2024-08-20,125.97190010716179
2024-08-21,126.70858268850394
2024-08-22,126.69193245599534
2024-08-23,127.16238856324694
2024-08-26,129.0359340351761
2024-08-27,131.38412607906238
2024-08-28,132.87524575523312
2024-08-29,134.1041712315818
2024-08-30,133.78096943939647
2024-09-02,132.34347183856997
2024-09-03,133.073011664629
2024-09-04,132.9563375355102
2024-09-05,133.50336179362031
2024-09-06,132.53055781165986
2024-09-09,131.5010216424968
2024-09-10,131.70936244303343
2024-09-11,130.53548345631452
2024-09-12,129.2429311218141
2024-09-13,129.61763175910298
2024-09-16,128.06312255804352
2024-09-17,126.84384654705295
2024-09-18,127.48285407543001
2024-09-19,130.0823751706558
2024-09-20,130.55338995856843
2024-09-23,131.18268315436617
2024-09-24,131.26918358671776
2024-09-25,131.24646749813624
2024-09-26,132.60185625384483
2024-09-27,130.68880606857348
2024-09-30,130.4764664152976
2024-10-01,130.49303911056674
2024-10-02,130.73411446546402
2024-10-03,131.87550186815872
2024-10-04,133.88016680454896
2024-10-07,133.05074455762136
2024-10-08,133.32623463344467
2024-10-09,133.97135784413098
2024-10-10,132.81950960995937
2024-10-11,133.58630612542646
2024-10-14,133.92009315742055
2024-10-15,134.59605421734585
2024-10-16,135.12490385720554
2024-10-17,135.17973073063868
2024-10-18,133.76743980787074
2024-10-21,131.12493617384078
2024-10-22,132.33773833996082
2024-10-23,133.21112871862354
2024-10-24,132.82640307268295
2024-10-25,131.90164222918406
2024-10-28,133.0885515732635
2024-10-29,132.24492666212254
2024-10-30,132.8138574468412
2024-10-31,131.8577413360054
2024-11-01,130.7868155068822
2024-11-04,130.81524810145186
2024-11-05,129.9004045506291
2024-11-06,130.28136757899242
2024-11-07,129.7025178346148
2024-11-08,128.59417699637825
2024-11-11,128.4518337096182
2024-11-12,128.46373442189432
2024-11-13,128.77290609738344
2024-11-14,129.54911140463315
2024-11-15,131.34489913862257
2024-11-18,129.1630564763175
2024-11-19,129.6810023331896
2024-11-20,128.67273044377478
2024-11-21,129.68192192529156
2024-11-22,128.8339042806767
2024-11-25,130.03958287662098
2024-11-26,127.73218062133964
2024-11-27,126.94059829534933
2024-11-28,127.2389100357431
2024-11-29,125.30350381322914
2024-12-02,126.96722131102246
2024-12-03,127.99908076054551
2024-12-04,127.13566558978677
2024-12-05,127.21581155154446
2024-12-06,128.22741979260846
2024-12-09,129.28677276592788
2024-12-10,129.7434687023319
2024-12-11,130.54225242677896
2024-12-12,129.5068254759893
2024-12-13,130.4509181811518
2024-12-16,130.87303787946576
2024-12-17,130.45535348387313
2024-12-18,131.82392273332084
2024-12-19,132.96213075583637
2024-12-20,134.2554951862815
2024-12-23,135.9685112660549
2024-12-24,134.64630881001384
2024-12-25,133.85104992863583
2024-12-26,133.4268346002942
2024-12-27,135.61359748549427
2024-12-30,135.1823423226009
2024-12-31,136.62973776880582
2025-01-01,136.56139316847947
2025-01-02,138.5748378973714
2025-01-03,137.6501522522949
2025-01-06,137.95561526910487
2025-01-07,139.05552760505762
2025-01-08,137.7038308485569
2025-01-09,136.66215164054
2025-01-10,136.01366230109974
2025-01-13,136.44477855545972
2025-01-14,135.99793407087043
2025-01-15,132.9925976853885
2025-01-16,133.19062185556123
