Date,TLT
2021-08-09,125.66658782958984
2021-08-10,125.08621215820312
2021-08-11,125.0093994140625
2021-08-12,124.80461883544922
2021-08-13,126.77607727050781
2021-08-16,127.08324432373047
2021-08-17,127.03205108642578
2021-08-18,127.45878601074219
2021-08-19,128.39744567871094
2021-08-20,128.48287963867188
2021-08-23,128.39744567871094
2021-08-24,127.39899444580078
2021-08-25,126.3407974243164
2021-08-26,126.69062805175781
2021-08-27,127.55260467529297
2021-08-30,127.88545227050781
2021-08-31,127.01499938964844
2021-09-01,127.2276840209961
2021-09-02,127.78311920166016
2021-09-03,126.62100982666016
2021-09-07,125.55290222167969
2021-09-08,126.40738677978516
2021-09-09,127.93698120117188
2021-09-10,126.80902099609375
2021-09-13,127.57810974121094
2021-09-14,129.12478637695312
2021-09-15,128.6717987060547
2021-09-16,128.082275390625
2021-09-17,127.46699523925781
2021-09-20,129.0478057861328
2021-09-21,128.9367218017578
2021-09-22,129.70584106445312
2021-09-23,126.77485656738281
2021-09-24,125.53577423095703
2021-09-27,125.07435607910156
2021-09-28,123.12610626220703
2021-09-29,123.33973693847656
2021-09-30,123.32266998291016
2021-10-01,124.36050415039062
2021-10-04,124.04387664794922
2021-10-05,122.84607696533203
2021-10-06,123.53911590576172
2021-10-07,122.24716186523438
2021-10-08,121.3916015625
2021-10-11,121.08355712890625
2021-10-12,123.1540756225586
2021-10-13,124.35194396972656
2021-10-14,124.81391906738281
2021-10-15,124.086669921875
2021-10-18,124.66849517822266
2021-10-19,122.94874572753906
2021-10-20,122.11878967285156
2021-10-21,121.9733657836914
2021-10-22,123.31668090820312
2021-10-25,123.12834930419922
2021-10-26,124.1466064453125
2021-10-27,126.40533447265625
2021-10-28,125.97759246826172
2021-10-29,126.36258697509766
2021-11-01,125.45276641845703
2021-11-02,126.00960540771484
2021-11-03,124.70745849609375
2021-11-04,126.01815795898438
2021-11-05,127.90290069580078
2021-11-08,127.66300201416016
2021-11-09,129.32496643066406
2021-11-10,126.96054077148438
2021-11-11,126.77205657958984
2021-11-12,126.21522521972656
2021-11-15,124.63031005859375
2021-11-16,124.31336975097656
2021-11-17,125.29856872558594
2021-11-18,125.76976013183594
2021-11-19,127.09762573242188
2021-11-22,125.60693359375
2021-11-23,123.79080200195312
2021-11-24,125.77832794189453
2021-11-26,128.95657348632812
2021-11-29,127.91999816894531
2021-11-30,129.86468505859375
2021-12-01,130.66578674316406
2021-12-02,130.82879638671875
2021-12-03,132.38978576660156
2021-12-06,130.5714111328125
2021-12-07,129.51644897460938
2021-12-08,127.27783966064453
2021-12-09,127.98973083496094
2021-12-10,127.68097686767578
2021-12-13,129.56788635253906
2021-12-14,129.2591094970703
2021-12-15,128.0154266357422
2021-12-16,128.0652618408203
2021-12-17,129.51637268066406
2021-12-20,128.5460968017578
2021-12-21,128.05665588378906
2021-12-22,128.64915466308594
2021-12-23,127.5328140258789
2021-12-27,127.84193420410156
2021-12-28,127.33539581298828
2021-12-29,125.94428253173828
2021-12-30,127.0004653930664
2021-12-31,127.24946594238281
2022-01-03,123.90919494628906
2022-01-04,123.39393615722656
2022-01-05,122.72412109375
2022-01-06,123.04191589355469
2022-01-07,122.15745544433594
2022-01-10,122.4579849243164
2022-01-11,123.27372741699219
2022-01-12,122.80144500732422
2022-01-13,123.89193725585938
2022-01-14,122.02008056640625
2022-01-18,120.30268859863281
2022-01-19,121.13563537597656
2022-01-20,121.88269805908203
2022-01-21,123.33385467529297
2022-01-24,122.32059478759766
2022-01-25,122.12310028076172
2022-01-26,120.6461181640625
2022-01-27,122.86156463623047
2022-01-28,122.90447998046875
2022-01-31,122.26905822753906
2022-02-01,121.86317443847656
2022-02-02,122.27591705322266
2022-02-03,121.32151794433594
2022-02-04,119.53291320800781
2022-02-07,119.61029815673828
2022-02-08,118.81061553955078
2022-02-09,119.03414916992188
2022-02-10,117.14240264892578
2022-02-11,118.87940979003906
2022-02-14,117.40037536621094
2022-02-15,116.06756591796875
2022-02-16,116.7554702758789
2022-02-17,117.62399291992188
2022-02-18,118.86222076416016
2022-02-22,119.17172241210938
2022-02-23,117.52936553955078
2022-02-24,117.6067886352539
2022-02-25,117.6927490234375
2022-02-28,120.27243041992188
2022-03-01,121.66297912597656
2022-03-02,117.50422668457031
2022-03-03,118.70100402832031
2022-03-04,120.7502670288086
2022-03-07,119.82899475097656
2022-03-08,118.62356567382812
2022-03-09,117.46113586425781
2022-03-10,115.77354431152344
2022-03-11,116.1610107421875
2022-03-14,113.44878387451172
2022-03-15,113.25074768066406
2022-03-16,114.36148071289062
2022-03-17,113.50904846191406
2022-03-18,114.89532470703125
2022-03-21,112.23472595214844
2022-03-22,110.79679870605469
2022-03-23,113.22491455078125
2022-03-24,112.33807373046875
2022-03-25,110.77959442138672
2022-03-28,111.72671508789062
2022-03-29,112.57054901123047
2022-03-30,113.44878387451172
2022-03-31,113.72431945800781
2022-04-01,114.15721130371094
2022-04-04,113.36387634277344
2022-04-05,110.80268859863281
2022-04-06,109.90585327148438
2022-04-07,109.07798767089844
2022-04-08,107.8965835571289
2022-04-11,106.18916320800781
2022-04-12,106.04254913330078
2022-04-13,106.25814819335938
2022-04-14,104.12814331054688
2022-04-18,103.61070251464844
2022-04-19,102.83464813232422
2022-04-20,104.90424346923828
2022-04-21,104.12814331054688
2022-04-22,103.4727554321289
2022-04-25,104.50756072998047
2022-04-26,105.55963897705078
2022-04-27,104.20574951171875
2022-04-28,104.3609390258789
2022-04-29,103.00708770751953
2022-05-02,101.22158813476562
2022-05-03,101.90402221679688
2022-05-04,102.4654769897461
2022-05-05,99.6580810546875
2022-05-06,98.1895980834961
2022-05-09,99.05342102050781
2022-05-10,99.95176696777344
2022-05-11,101.8780746459961
2022-05-12,101.68804931640625
2022-05-13,100.18500518798828
2022-05-16,100.08134460449219
2022-05-17,98.87202453613281
2022-05-18,100.97972106933594
2022-05-19,101.22158813476562
2022-05-20,102.37043762207031
2022-05-23,100.68603515625
2022-05-24,102.67278289794922
2022-05-25,103.07878875732422
2022-05-26,102.61235046386719
2022-05-27,102.8628158569336
2022-05-31,100.68603515625
2022-06-01,100.5709457397461
2022-06-02,100.62284088134766
2022-06-03,100.40650939941406
2022-06-06,98.55467224121094
2022-06-07,99.61906433105469
2022-06-08,98.73638153076172
2022-06-09,99.06520080566406
2022-06-10,98.45082092285156
2022-06-13,95.36153411865234
2022-06-14,94.15866088867188
2022-06-15,95.91532897949219
2022-06-16,96.67686462402344
2022-06-17,96.98838806152344
2022-06-21,95.34420776367188
2022-06-22,97.9662094116211
2022-06-23,98.77098083496094
2022-06-24,97.40373992919922
2022-06-27,96.572998046875
2022-06-28,97.02301025390625
2022-06-29,98.5373764038086
2022-06-30,99.40274047851562
2022-07-01,100.4232406616211
2022-07-05,101.21224212646484
2022-07-06,99.51280975341797
2022-07-07,98.6371078491211
2022-07-08,97.5445785522461
2022-07-11,99.2266845703125
2022-07-12,99.8163070678711
2022-07-13,100.9608383178711
2022-07-14,100.1371078491211
2022-07-15,100.70069885253906
2022-07-18,99.65156555175781
2022-07-19,99.11395263671875
2022-07-20,99.37409210205078
2022-07-21,101.09088134765625
2022-07-22,102.79031372070312
2022-07-25,101.78453826904297
2022-07-26,101.86257934570312
2022-07-27,101.29032135009766
2022-07-28,102.09667205810547
2022-07-29,101.81922149658203
2022-08-01,104.27140045166016
2022-08-02,102.06505584716797
2022-08-03,103.67200469970703
2022-08-04,103.63726043701172
2022-08-05,101.17033386230469
2022-08-08,102.80339813232422
2022-08-09,102.40380096435547
2022-08-10,101.7349624633789
2022-08-11,99.36357116699219
2022-08-12,100.37117004394531
2022-08-15,100.28430938720703
2022-08-16,100.70128631591797
2022-08-17,99.65019989013672
2022-08-18,99.79791259765625
2022-08-19,98.19091033935547
2022-08-22,97.86082458496094
2022-08-23,97.3222885131836
2022-08-24,96.6099853515625
2022-08-25,97.95634460449219
2022-08-26,98.6947250366211
2022-08-29,97.8781967163086
2022-08-30,98.12142944335938
2022-08-31,97.18328094482422
2022-09-01,95.40402221679688
2022-09-02,95.9437484741211
2022-09-06,93.56732177734375
2022-09-07,95.0471420288086
2022-09-08,94.07222747802734
2022-09-09,94.28108978271484
2022-09-12,93.5063705444336
2022-09-13,93.72402954101562
2022-09-14,94.04607391357422
2022-09-15,93.98515319824219
2022-09-16,93.20175170898438
2022-09-19,93.41934204101562
2022-09-20,92.48793029785156
2022-09-21,94.03739929199219
2022-09-22,91.63488006591797
2022-09-23,92.00919342041016
2022-09-26,90.25083923339844
2022-09-27,87.87444305419922
2022-09-28,90.8166275024414
2022-09-29,90.34656524658203
2022-09-30,89.18013763427734
2022-10-03,90.59716796875
2022-10-04,90.34410858154297
2022-10-05,89.48030090332031
2022-10-06,88.98297882080078
2022-10-07,88.11912536621094
2022-10-10,86.74919891357422
2022-10-11,87.13314819335938
2022-10-12,87.5606689453125
2022-10-13,86.72303009033203
2022-10-14,86.00753784179688
2022-10-17,85.58869934082031
2022-10-18,85.78936767578125
2022-10-19,84.22753143310547
2022-10-20,82.78779602050781
2022-10-21,81.29572296142578
2022-10-24,80.62388610839844
2022-10-25,82.97106170654297
2022-10-26,84.16642761230469
2022-10-27,85.04772186279297
2022-10-28,84.46310424804688
2022-10-31,83.86106872558594
2022-11-01,84.6447982788086
2022-11-02,84.27740478515625
2022-11-03,83.82259368896484
2022-11-04,82.41429138183594
2022-11-07,81.59210968017578
2022-11-08,82.48429107666016
2022-11-09,82.75543212890625
2022-11-10,85.93933868408203
2022-11-11,85.62443542480469
2022-11-14,85.41452026367188
2022-11-15,86.79655456542969
2022-11-16,88.69464111328125
2022-11-17,87.75872802734375
2022-11-18,87.1551742553711
2022-11-21,87.5225601196289
2022-11-22,88.76465606689453
2022-11-23,90.3128662109375
2022-11-25,90.00672912597656
2022-11-28,90.26038360595703
2022-11-29,89.20201873779297
2022-11-30,89.8580093383789
2022-12-01,92.72860717773438
2022-12-02,93.89470672607422
2022-12-05,92.57955169677734
2022-12-06,93.77200317382812
2022-12-07,95.98146057128906
2022-12-08,95.71842193603516
2022-12-09,93.22836303710938
2022-12-12,93.52645874023438
2022-12-13,94.42955017089844
2022-12-14,94.83290100097656
2022-12-15,95.2029037475586
2022-12-16,94.13941955566406
2022-12-19,92.557373046875
2022-12-20,90.91385650634766
2022-12-21,91.14236450195312
2022-12-22,91.12478637695312
2022-12-23,89.78884887695312
2022-12-27,88.0134506225586
2022-12-28,87.49493408203125
2022-12-29,88.4880599975586
2022-12-30,87.50369262695312
2023-01-03,89.17362976074219
2023-01-04,90.39529418945312
2023-01-05,90.7732162475586
2023-01-06,92.443115234375
2023-01-09,92.9353256225586
2023-01-10,91.39726257324219
2023-01-11,92.88259887695312
2023-01-12,94.71070861816406
2023-01-13,93.82303619384766
2023-01-17,93.216552734375
2023-01-18,95.47535705566406
2023-01-19,94.877685546875
2023-01-20,93.33960723876953
2023-01-23,92.90017700195312
2023-01-24,94.23612213134766
2023-01-25,94.46461486816406
2023-01-26,94.02518463134766
2023-01-27,93.78784942626953
2023-01-30,93.445068359375
2023-01-31,94.19219207763672
2023-02-01,95.3244400024414
2023-02-02,95.44783020019531
2023-02-03,94.02033233642578
2023-02-06,93.3241958618164
2023-02-07,92.57521057128906
2023-02-08,93.01580047607422
2023-02-09,92.13463592529297
2023-02-10,91.10367584228516
2023-02-13,91.87030029296875
2023-02-14,91.65880584716797
2023-02-15,90.8040771484375
2023-02-16,89.517578125
2023-02-17,90.21369934082031
2023-02-21,88.46017456054688
2023-02-22,89.2708511352539
2023-02-23,90.14320373535156
2023-02-24,88.97122955322266
2023-02-27,89.21796417236328
2023-02-28,89.6233139038086
2023-03-01,88.66046905517578
2023-03-02,87.87431335449219
2023-03-03,90.003173828125
2023-03-06,89.30534362792969
2023-03-07,89.85299682617188
2023-03-08,89.94129943847656
2023-03-09,90.16214752197266
2023-03-10,93.27149200439453
2023-03-13,93.48350524902344
2023-03-14,91.94647979736328
2023-03-15,93.72201538085938
2023-03-16,92.98883056640625
2023-03-17,94.38449096679688
2023-03-20,93.5541763305664
2023-03-21,92.75033569335938
2023-03-22,93.98699188232422
2023-03-23,93.98699188232422
2023-03-24,94.38449096679688
2023-03-27,92.16728973388672
2023-03-28,92.33515167236328
2023-03-29,92.14965057373047
2023-03-30,92.57366943359375
2023-03-31,93.96050262451172
2023-04-03,94.40241241455078
2023-04-04,94.87174224853516
2023-04-05,95.86358642578125
2023-04-06,96.11157989501953
2023-04-10,94.5617904663086
2023-04-11,94.75663757324219
2023-04-12,94.65924072265625
2023-04-13,93.91532897949219
2023-04-14,93.05634307861328
2023-04-17,91.94939422607422
2023-04-18,92.27700805664062
2023-04-19,92.18846130371094
2023-04-20,92.97663879394531
2023-04-21,92.4541244506836
2023-04-24,93.34857940673828
2023-04-25,94.7212142944336
2023-04-26,93.71163940429688
2023-04-27,92.78178405761719
2023-04-28,94.2784194946289
2023-05-01,91.55995178222656
2023-05-02,93.84163665771484
2023-05-03,94.36543273925781
2023-05-04,93.4332046508789
2023-05-05,93.12248992919922
2023-05-08,91.81739807128906
2023-05-09,91.4889144897461
2023-05-10,92.37672424316406
2023-05-11,93.35334014892578
2023-05-12,92.57205200195312
2023-05-15,91.61322021484375
2023-05-16,91.33796691894531
2023-05-17,91.0716552734375
2023-05-18,90.39691925048828
2023-05-19,89.75769805908203
2023-05-22,89.43809509277344
2023-05-23,89.69554901123047
2023-05-24,89.25164031982422
2023-05-25,89.0296630859375
2023-05-26,89.7488021850586
2023-05-30,90.64550018310547
2023-05-31,91.43565368652344
2023-06-01,91.79438018798828
2023-06-02,90.78848266601562
2023-06-05,90.619384765625
2023-06-06,91.15348052978516
2023-06-07,89.8003921508789
2023-06-08,90.85079956054688
2023-06-09,90.72618865966797
2023-06-12,90.99325561523438
2023-06-13,90.09416198730469
2023-06-14,90.81521606445312
2023-06-15,91.68756866455078
2023-06-16,91.33149719238281
2023-06-20,91.96353149414062
2023-06-21,92.18604278564453
2023-06-22,91.0733413696289
2023-06-23,91.98133850097656
2023-06-26,92.07925415039062
2023-06-27,91.83890533447266
2023-06-28,92.2305679321289
2023-06-29,90.56596374511719
2023-06-30,91.63414764404297
2023-07-03,91.11470031738281
2023-07-05,90.24889373779297
2023-07-06,88.97250366210938
2023-07-07,88.43692779541016
2023-07-10,88.55296325683594
2023-07-11,89.00819396972656
2023-07-12,89.99893188476562
2023-07-13,90.94511413574219
2023-07-14,90.40953063964844
2023-07-17,90.45414733886719
2023-07-18,90.86477661132812
2023-07-19,91.89124298095703
2023-07-20,90.7754898071289
2023-07-21,90.8022689819336
2023-07-24,90.47200012207031
2023-07-25,90.30243682861328
2023-07-26,90.39168548583984
2023-07-27,88.63329315185547
2023-07-28,89.0885238647461
2023-07-31,89.30274963378906
2023-08-01,87.83934020996094
2023-08-02,86.89954376220703
2023-08-03,84.89466857910156
2023-08-04,86.39833068847656
2023-08-07,85.54804229736328
2023-08-08,86.54153442382812
2023-08-09,86.98905181884766
2023-08-10,85.55699157714844
2023-08-11,85.3600845336914
2023-08-14,85.17213439941406
2023-08-15,84.65298461914062
2023-08-16,83.99066162109375
2023-08-17,83.63265228271484
2023-08-18,83.92801666259766
2023-08-21,82.8092269897461
2023-08-22,83.4446792602539
2023-08-23,85.51226043701172
2023-08-24,84.94835662841797
2023-08-25,85.2258529663086
2023-08-28,85.3153305053711
2023-08-29,86.20143127441406
2023-08-30,86.1119155883789
2023-08-31,86.4968032836914
2023-09-01,85.14930725097656
2023-09-05,83.95530700683594
2023-09-06,84.16180419921875
2023-09-07,84.39521026611328
2023-09-08,84.7184066772461
2023-09-11,84.10795593261719
2023-09-12,84.59272766113281
2023-09-13,84.57477569580078
2023-09-14,83.96432495117188
2023-09-15,83.45260620117188
2023-09-18,83.92839813232422
2023-09-19,83.30894470214844
2023-09-20,83.56929779052734
2023-09-21,81.42374420166016
2023-09-22,82.07907104492188
2023-09-25,80.0591812133789
2023-09-26,79.78089904785156
2023-09-27,79.36795043945312
2023-09-28,79.61033630371094
2023-09-29,79.61930084228516
2023-10-02,78.28645324707031
2023-10-03,76.60240936279297
2023-10-04,77.68310546875
2023-10-05,77.29583740234375
2023-10-06,76.3592529296875
2023-10-09,78.15138244628906
2023-10-10,78.04330444335938
2023-10-11,79.67332458496094
2023-10-12,77.511962890625
2023-10-13,78.89885711669922
2023-10-16,77.62904357910156
2023-10-17,76.77350616455078
2023-10-18,76.09809875488281
2023-10-19,74.54010009765625
2023-10-20,74.96337127685547
2023-10-23,75.86394500732422
2023-10-24,76.86357116699219
2023-10-25,75.1524658203125
2023-10-26,76.30522155761719
2023-10-27,75.98101806640625
2023-10-30,75.63878631591797
2023-10-31,75.26956939697266
2023-11-01,76.90155029296875
2023-11-02,78.65467071533203
2023-11-03,79.18783569335938
2023-11-06,78.41972351074219
2023-11-07,79.57640075683594
2023-11-08,80.9319076538086
2023-11-09,79.07036590576172
2023-11-10,79.51313781738281
2023-11-13,79.3323974609375
2023-11-14,81.13068389892578
2023-11-15,79.99208068847656
2023-11-16,80.98611450195312
2023-11-17,81.36566162109375
2023-11-20,81.86267852783203
2023-11-21,81.82652282714844
2023-11-22,82.11569213867188
2023-11-24,81.14879608154297
2023-11-27,82.50425720214844
2023-11-28,82.66691589355469
2023-11-29,83.70611572265625
2023-11-30,82.73921966552734
2023-12-01,84.29755401611328
2023-12-04,83.96212768554688
2023-12-05,85.76609802246094
2023-12-06,86.90833282470703
2023-12-07,86.40973663330078
2023-12-08,85.7026596069336
2023-12-11,85.52133178710938
2023-12-12,85.77517700195312
2023-12-13,87.78762817382812
2023-12-14,90.07125854492188
2023-12-15,90.17127990722656
2023-12-18,89.45285034179688
2023-12-19,89.93484497070312
2023-12-20,90.54418182373047
2023-12-21,89.97122192382812
2023-12-22,89.56196594238281
2023-12-26,89.81663513183594
2023-12-27,91.40815734863281
2023-12-28,90.74425506591797
2023-12-29,89.92575073242188
2024-01-02,89.4073715209961
2024-01-03,89.78024291992188
2024-01-04,88.41606903076172
2024-01-05,87.57029724121094
2024-01-08,88.43425750732422
2024-01-09,87.87040710449219
2024-01-10,87.46117401123047
2024-01-11,87.9522476196289
2024-01-12,87.77946472167969
2024-01-16,86.23340606689453
2024-01-17,86.09697723388672
2024-01-18,85.29669952392578
2024-01-19,85.56951904296875
2024-01-22,86.07881164550781
2024-01-23,85.39671325683594
2024-01-24,84.89652252197266
2024-01-25,85.45126342773438
2024-01-26,85.28758239746094
2024-01-29,86.2697982788086
2024-01-30,87.05191802978516
2024-01-31,87.90680694580078
2024-02-01,89.63116455078125
2024-02-02,87.65130615234375
2024-02-05,85.8813247680664
2024-02-06,86.72071075439453
2024-02-07,86.30101776123047
2024-02-08,85.79920959472656
2024-02-09,85.6258773803711
2024-02-12,85.72621154785156
2024-02-13,84.25732421875
2024-02-14,84.68612670898438
2024-02-15,85.12406921386719
2024-02-16,84.63140106201172
2024-02-20,84.7043685913086
2024-02-21,84.10221862792969
2024-02-22,84.51277160644531
2024-02-23,85.64411926269531
2024-02-26,85.38862609863281
2024-02-27,84.78649139404297
2024-02-28,85.32478332519531
2024-02-29,85.92694854736328
2024-03-01,86.46235656738281
2024-03-04,86.11456298828125
2024-03-05,87.34098815917969
2024-03-06,87.85352325439453
2024-03-07,87.77116394042969
2024-03-08,87.61557006835938
2024-03-11,87.5698013305664
2024-03-12,86.83760070800781
2024-03-13,86.4166030883789
2024-03-14,85.08950805664062
2024-03-15,85.06207275390625
2024-03-18,84.80579376220703
2024-03-19,85.04373931884766
2024-03-20,85.01628875732422
2024-03-21,85.19932556152344
2024-03-22,86.01390838623047
2024-03-25,85.583740234375
2024-03-26,85.82169342041016
2024-03-27,86.67285919189453
2024-03-28,86.59966278076172
2024-04-01,84.98533630371094
2024-04-02,84.51703643798828
2024-04-03,84.49864959716797
2024-04-04,85.10470581054688
2024-04-05,83.92015838623047
2024-04-08,83.91095733642578
2024-04-09,84.69149780273438
2024-04-10,82.84577941894531
2024-04-11,82.46928405761719
2024-04-12,82.91007995605469
2024-04-15,81.62449645996094
2024-04-16,81.08270263671875
2024-04-17,81.98262023925781
2024-04-18,81.56938934326172
2024-04-19,81.86323547363281
2024-04-22,81.7254867553711
2024-04-23,81.7530517578125
2024-04-24,81.1745376586914
2024-04-25,80.60520935058594
2024-04-26,81.02762603759766
2024-04-29,81.7071304321289
2024-04-30,81.00924682617188
2024-05-01,81.60636138916016
2024-05-02,81.95653533935547
2024-05-03,82.78584289550781
2024-05-06,83.10839080810547
2024-05-07,83.61520385742188
2024-05-08,83.10839080810547
2024-05-09,83.51384735107422
2024-05-10,83.04389190673828
2024-05-13,83.2558364868164
2024-05-14,83.72579193115234
2024-05-15,84.86842346191406
2024-05-16,84.78548431396484
2024-05-17,84.21416473388672
2024-05-20,83.96537780761719
2024-05-21,84.39846801757812
2024-05-22,84.49980926513672
2024-05-23,83.95613861083984
2024-05-24,84.20494842529297
2024-05-28,82.99781036376953
2024-05-29,81.99339294433594
2024-05-30,82.78584289550781
2024-05-31,83.34795379638672
2024-06-03,84.69608306884766
2024-06-04,85.6854248046875
2024-06-05,86.31420135498047
2024-06-06,86.18473052978516
2024-06-07,84.60360717773438
2024-06-10,84.03960418701172
2024-06-11,84.90876007080078
2024-06-12,85.54673767089844
2024-06-13,86.80424499511719
2024-06-14,87.5346908569336
2024-06-17,86.6655502319336
2024-06-18,87.46073913574219
2024-06-20,86.87821197509766
2024-06-21,86.87821197509766
2024-06-24,87.22956848144531
2024-06-25,87.37749481201172
2024-06-26,86.12925720214844
2024-06-27,86.47135925292969
2024-06-28,84.8625259399414
2024-07-01,83.39788818359375
2024-07-02,84.04718780517578
2024-07-03,85.15098571777344
2024-07-05,85.8559341430664
2024-07-08,86.04145812988281
2024-07-09,85.66116333007812
2024-07-10,85.93016052246094
2024-07-11,86.76495361328125
2024-07-12,87.13597869873047
2024-07-15,86.13420104980469
2024-07-16,87.3493423461914
2024-07-17,87.36786651611328
2024-07-18,86.70004272460938
2024-07-19,86.18985748291016
2024-07-22,85.93942260742188
2024-07-23,85.81884002685547
2024-07-24,84.89127349853516
2024-07-25,85.5869369506836
2024-07-26,86.25479888916016
2024-07-29,86.71858215332031
2024-07-30,87.0525131225586
2024-07-31,87.94298553466797
2024-08-01,88.70145416259766
2024-08-02,91.46553802490234
2024-08-05,91.94947814941406
2024-08-06,89.89270782470703
2024-08-07,89.2598648071289
2024-08-08,88.71076965332031
2024-08-09,89.58560180664062
2024-08-12,89.91132354736328
2024-08-13,90.53486633300781
2024-08-14,91.10257720947266
2024-08-15,90.36736297607422
2024-08-16,90.68379974365234
2024-08-19,91.10257720947266
2024-08-20,91.82848358154297
2024-08-21,91.88433074951172
2024-08-22,90.97227478027344
2024-08-23,91.56790924072266
2024-08-26,91.3352279663086
2024-08-27,91.17704010009766
2024-08-28,91.06536865234375
2024-08-29,90.76753234863281
2024-08-30,89.79963684082031
2024-09-03,91.2683334350586
2024-09-04,92.44480895996094
2024-09-05,92.96766662597656
2024-09-06,92.95832061767578
2024-09-09,93.35979461669922
2024-09-10,94.0134048461914
2024-09-11,93.9386978149414
2024-09-12,93.4998550415039
2024-09-13,93.75196838378906
2024-09-16,94.6109619140625
2024-09-17,94.15345001220703
2024-09-18,92.98634338378906
2024-09-19,92.67822265625
2024-09-20,92.32341766357422
2024-09-23,92.12732696533203
2024-09-24,92.10868072509766
2024-09-25,91.3430404663086
2024-09-26,91.55777740478516
2024-09-27,92.03397369384766
2024-09-30,91.59513854980469
2024-10-01,92.25643920898438
2024-10-02,91.47898864746094
2024-10-03,90.6172103881836
2024-10-04,89.50253295898438
2024-10-07,88.8281021118164
2024-10-08,88.97795867919922
2024-10-09,88.4721450805664
2024-10-10,88.12557220458984
2024-10-11,87.76960754394531
2024-10-14,87.83518981933594
2024-10-15,88.90303039550781
2024-10-16,89.2777328491211
2024-10-17,87.8633041381836
2024-10-18,87.92889404296875
2024-10-21,86.39266204833984
2024-10-22,86.47696685791016
2024-10-23,86.24278259277344
2024-10-24,86.79544067382812
2024-10-25,86.30834197998047
2024-10-28,86.07417297363281
2024-10-29,86.20531463623047
2024-10-30,86.45822143554688
2024-10-31,86.5987319946289
2024-11-01,85.37783813476562
2024-11-04,86.70305633544922
2024-11-05,87.16358184814453
2024-11-06,84.77632904052734
2024-11-07,85.83837127685547
2024-11-08,86.92862701416016
2024-11-11,86.50567626953125
2024-11-12,85.20866394042969
2024-11-13,84.40037536621094
2024-11-14,84.88910675048828
2024-11-15,84.66352081298828
2024-11-18,84.81391906738281
2024-11-19,85.24624633789062
2024-11-20,84.97369384765625
2024-11-21,84.90791320800781
2024-11-22,84.95490264892578
2024-11-25,87.1541976928711
2024-11-26,86.81583404541016
2024-11-27,87.4173583984375
2024-11-29,88.31964874267578
2024-12-02,88.5318603515625
2024-12-03,87.76791381835938
2024-12-04,88.71102905273438
2024-12-05,88.89022827148438
2024-12-06,89.02225494384766
2024-12-09,88.20173645019531
2024-12-10,87.78675842285156
2024-12-11,86.95680236816406
2024-12-12,85.90049743652344
2024-12-13,85.02339172363281
2024-12-16,85.27802276611328
2024-12-17,85.48551940917969
2024-12-18,84.41658782958984
2024-12-19,83.1384048461914
2024-12-20,83.61180877685547
2024-12-23,82.84489440917969
2024-12-24,83.19522094726562
2024-12-26,83.14787292480469
2024-12-27,82.46617889404297
2024-12-30,83.12893676757812
2024-12-31,82.6839370727539
2025-01-02,82.91118621826172
