,IWD
2022-07-05,118.62261405380914
2022-07-06,117.10895461479225
2022-07-07,117.31255237741489
2022-07-08,119.36424692691577
2022-07-11,118.98186699721047
2022-07-12,119.12982208993164
2022-07-13,119.63632852520662
2022-07-14,121.75477939815345
2022-07-15,122.94333164881846
2022-07-18,122.72303727776152
2022-07-19,121.6789276917938
2022-07-20,124.63724209096728
2022-07-21,125.36467343708951
2022-07-22,124.50942780356546
2022-07-25,124.34949190735796
2022-07-26,122.82202723188153
2022-07-27,122.05080008806361
2022-07-28,119.53071654411333
2022-07-29,119.30311979243191
2022-08-01,117.72884659381862
2022-08-02,117.28819799141996
2022-08-03,117.70491981303957
2022-08-04,118.64523658787662
2022-08-05,118.74310457889175
2022-08-08,120.04830300973552
2022-08-09,119.66043928831422
2022-08-10,120.01252457108751
2022-08-11,120.23350090912118
2022-08-12,121.14254380710172
2022-08-15,122.08689954901774
2022-08-16,122.3808637784449
2022-08-17,121.54327661207651
2022-08-18,122.5030429324024
2022-08-19,121.44297528268197
2022-08-22,121.93805458786919
2022-08-23,124.00695139773532
2022-08-24,124.81017023835443
2022-08-25,126.88176188848206
2022-08-26,127.20616093871966
2022-08-29,125.73306960864431
2022-08-30,127.16057920845367
2022-08-31,126.21302668297784
2022-09-01,129.5381285310615
2022-09-02,128.55265729945046
2022-09-05,128.7541605297234
2022-09-06,129.12286623086788
2022-09-07,128.5658098296837
2022-09-08,127.71389358154919
2022-09-09,127.62844906554042
2022-09-12,127.34678072533974
2022-09-13,128.5487983332585
2022-09-14,126.70674663736685
2022-09-15,126.99496932050431
2022-09-16,125.79504315524342
2022-09-19,123.20460845658793
2022-09-20,122.34672256674777
2022-09-21,122.7369459560794
2022-09-22,121.53487899633978
2022-09-23,120.2363401795713
2022-09-26,120.18257570360585
2022-09-27,120.07177541654883
2022-09-28,120.21244169141418
2022-09-29,120.16912324190588
2022-09-30,118.80592844758664
2022-10-03,118.27651848171108
2022-10-04,117.84463051321931
2022-10-05,117.83136675874945
2022-10-06,118.63028161756144
2022-10-07,118.88966810371755
2022-10-10,119.65882981225657
2022-10-11,119.77108617358117
2022-10-12,119.24133126579146
2022-10-13,117.31431467138185
2022-10-14,117.78812277748492
2022-10-17,118.3607921476104
2022-10-18,119.84195931200334
2022-10-19,121.10067518079883
2022-10-20,122.51266536142592
2022-10-21,123.23994417902216
2022-10-24,124.82170244751931
2022-10-25,124.46703962876506
2022-10-26,123.50713528563011
2022-10-27,123.50424686359189
2022-10-28,124.86899944829635
2022-10-31,127.64580125198046
2022-11-01,128.9731027574183
2022-11-02,128.92580415342476
2022-11-03,131.13041593219856
2022-11-04,130.52595410836102
2022-11-07,132.81046694000423
2022-11-08,133.1921983040845
2022-11-09,132.7537518411992
2022-11-10,132.22765604061976
2022-11-11,131.42456284515495
2022-11-14,131.59602422386823
2022-11-15,130.8190273157924
2022-11-16,133.37895471428865
2022-11-17,130.96238980921663
2022-11-18,131.50141492307878
2022-11-21,133.1903439025304
2022-11-22,134.93690529897745
2022-11-23,133.06311659738356
2022-11-24,133.6429241806909
2022-11-25,131.06963620463446
2022-11-28,129.6715683593202
2022-11-29,130.75313416995456
2022-11-30,132.58068204267806
2022-12-01,132.8687091050116
2022-12-02,132.29075732255706
2022-12-05,131.51701379942412
2022-12-06,130.969643847247
2022-12-07,134.88811094314585
2022-12-08,133.27894141786228
2022-12-09,132.06347100022288
2022-12-12,133.83750315098524
2022-12-13,133.21589271953366
2022-12-14,131.38388646584872
2022-12-15,132.62799943305134
2022-12-16,132.1763802538067
2022-12-19,130.99859733115466
2022-12-20,132.7323734156086
2022-12-21,135.17057254793056
2022-12-22,134.98000186382865
2022-12-23,136.52680662410236
2022-12-26,138.5232370240895
2022-12-27,140.68055012214876
2022-12-28,142.11585051128893
2022-12-29,139.73648535303516
2022-12-30,142.68994083167186
2023-01-02,138.92804391509014
2023-01-03,138.53491165824383
2023-01-04,140.05559999701495
2023-01-05,139.89055913291583
2023-01-06,139.76450588787506
2023-01-09,139.5222172781325
2023-01-10,139.2852617312708
2023-01-11,137.10411755053812
2023-01-12,137.93365160751122
2023-01-13,137.97938581659238
2023-01-16,137.39303791687897
2023-01-17,138.4994181926578
2023-01-18,138.72400151043948
2023-01-19,139.04683210108598
2023-01-20,137.01449926369364
2023-01-23,135.66805277596973
2023-01-24,132.8227148833914
2023-01-25,134.39064548764108
2023-01-26,136.35267911530832
2023-01-27,136.35814825348325
2023-01-30,131.9399293575214
2023-01-31,130.25005995753767
2023-02-01,131.0289898915213
2023-02-02,132.9797312111275
2023-02-03,132.25766984409347
2023-02-06,133.37896736178297
2023-02-07,131.89219100111671
2023-02-08,130.93951115599097
2023-02-09,131.8707855128806
2023-02-10,131.592980541439
2023-02-13,130.89690122996916
2023-02-14,131.26866796063246
2023-02-15,132.00368039324346
2023-02-16,131.45267462104619
2023-02-17,130.85575154367538
2023-02-20,130.90000573202033
2023-02-21,132.2647004845345
2023-02-22,134.92513444765177
2023-02-23,134.74167551063826
2023-02-24,135.91002667137687
2023-02-27,135.4800682451513
2023-02-28,136.30002586187084
2023-03-01,137.0980379883908
2023-03-02,138.26523776974392
2023-03-03,138.60492095360956
2023-03-06,138.4251648357395
2023-03-07,137.7403555664849
2023-03-08,135.17990660750604
2023-03-09,136.37006990675096
2023-03-10,137.07940139597156
2023-03-13,134.76556964943796
2023-03-14,135.7942459304788
2023-03-15,135.28120888713832
2023-03-16,136.85634130852466
2023-03-17,137.89198220468242
2023-03-20,140.59514825444316
2023-03-21,141.80013850196053
2023-03-22,139.96138198400976
2023-03-23,139.09210059574255
2023-03-24,138.25859612600922
2023-03-27,139.854985263036
2023-03-28,138.89649075405885
2023-03-29,139.6502278694614
2023-03-30,139.33388860401612
2023-03-31,137.5620732088131
2023-04-03,136.64209446015042
2023-04-04,139.28278528570536
2023-04-05,141.20792895470535
2023-04-06,138.88327115400435
2023-04-07,139.6712651727107
2023-04-10,140.25075220663845
2023-04-11,142.26272082228857
2023-04-12,144.40840539762263
2023-04-13,146.72697954866695
2023-04-14,146.82026516439123
2023-04-17,146.43976693276156
2023-04-18,149.06885250732702
2023-04-19,149.19066219639933
2023-04-20,148.95852786034737
2023-04-21,148.75355941897195
2023-04-24,147.81281623179365
2023-04-25,146.8754364561949
2023-04-26,145.26575572017356
2023-04-27,143.9972117878925
2023-04-28,146.1930152125623
2023-05-01,145.98286826554968
2023-05-02,145.9991336983466
2023-05-03,143.84418871627193
2023-05-04,146.63273338805647
2023-05-05,149.6185265116196
2023-05-08,149.08772949993596
2023-05-09,151.8199009403379
2023-05-10,155.6526453721611
2023-05-11,155.4402646390416
2023-05-12,153.7248603916646
2023-05-15,152.8346165988798
2023-05-16,151.00807299262877
2023-05-17,150.92284937864562
2023-05-18,150.33834678680307
2023-05-19,151.21333402416442
2023-05-22,151.42736872092377
2023-05-23,156.84469741524404
2023-05-24,157.23409682117483
2023-05-25,155.02426834709092
2023-05-26,155.7587327051448
2023-05-29,154.4522766734116
2023-05-30,155.8691939911273
2023-05-31,156.97756375687925
2023-06-01,157.37617677832534
2023-06-02,157.69082924589725
2023-06-05,157.35461348831373
2023-06-06,158.27198907236448
2023-06-07,160.86693750675366
2023-06-08,160.12957792415793
2023-06-09,158.63335830560843
2023-06-12,160.43651836174098
2023-06-13,160.84706332027176
2023-06-14,159.28443969113616
2023-06-15,156.05861969174663
2023-06-16,157.8995110462574
2023-06-19,159.18954719411772
2023-06-20,162.0405320291842
2023-06-21,164.1425313752756
2023-06-22,165.28808796161746
2023-06-23,162.64391508567624
2023-06-26,164.09637312392073
2023-06-27,161.8244406521263
2023-06-28,160.88019546726693
2023-06-29,162.1551115368633
2023-06-30,159.07651360339855
2023-07-03,157.96258547061186
2023-07-04,155.5361041619425
2023-07-05,157.20271762067514
2023-07-06,157.50522490941685
2023-07-07,154.99376520536254
2023-07-10,154.1611307833213
2023-07-11,153.09957416164045
2023-07-12,155.25895657452696
2023-07-13,153.6552995743716
2023-07-14,155.55870075080583
2023-07-17,155.57079245719873
2023-07-18,155.4243758698336
2023-07-19,156.0167121026517
2023-07-20,154.40009928607395
2023-07-21,156.03649708254198
2023-07-24,155.34142749908756
2023-07-25,154.04759071160507
2023-07-26,155.62855710058554
2023-07-27,155.83559356506078
2023-07-28,155.980721938079
2023-07-31,155.01272615235763
2023-08-01,158.0021297189147
2023-08-02,158.33446198076277
2023-08-03,157.93603017714915
2023-08-04,160.56298944283307
2023-08-07,161.321532106489
2023-08-08,161.16902401895297
2023-08-09,159.88010661606106
2023-08-10,158.53243198643102
2023-08-11,161.95505575318566
2023-08-14,161.06436269317902
2023-08-15,160.59025858661118
2023-08-16,158.46041840568125
2023-08-17,159.09464827982382
2023-08-18,156.87524512488486
2023-08-21,157.4561256018073
2023-08-22,156.6611616057053
2023-08-23,159.11533421512465
2023-08-24,160.00827507281537
2023-08-25,160.33049131384664
2023-08-28,160.01669766162345
2023-08-29,158.9371173548217
2023-08-30,159.25793051119476
2023-08-31,159.81175653385782
2023-09-01,159.28035419504988
2023-09-04,159.74075146810807
2023-09-05,158.82261144702485
2023-09-06,160.6753816457831
2023-09-07,159.6288367158608
2023-09-08,156.9538994054785
2023-09-11,155.42778079460143
2023-09-12,158.96166116067744
2023-09-13,158.04082963739617
2023-09-14,158.32066021516653
2023-09-15,157.50078405201384
2023-09-18,157.10731477380406
2023-09-19,158.10201984062394
2023-09-20,158.62956710935478
2023-09-21,159.2446106383069
2023-09-22,158.06453029790683
2023-09-25,160.57804020019594
2023-09-26,160.43184382020655
2023-09-27,158.33259583354297
2023-09-28,158.10109870251802
2023-09-29,157.67320530111266
2023-10-02,158.20414799191218
2023-10-03,158.13447177720784
2023-10-04,158.2726822994175
2023-10-05,159.7462469431789
2023-10-06,160.72072693070092
2023-10-09,159.45766480747858
2023-10-10,163.2986709984251
2023-10-11,162.72111831740847
2023-10-12,160.79076025594696
2023-10-13,158.45351029217224
2023-10-16,154.3278938489718
2023-10-17,155.06734883919904
2023-10-18,152.93480744132452
2023-10-19,155.2672382296491
2023-10-20,155.280223769066
2023-10-23,154.05063399299215
2023-10-24,152.8473550438368
2023-10-25,151.8495680932877
2023-10-26,151.89537572655928
2023-10-27,152.39253933172992
2023-10-30,152.17254578518472
2023-10-31,150.64573497532777
2023-11-01,147.88459181710348
2023-11-02,148.9985702735218
2023-11-03,149.47771365876196
2023-11-06,148.8226482869339
2023-11-07,150.32145306376196
2023-11-08,149.0226044438893
2023-11-09,149.87448788907093
2023-11-10,149.23640725894862
2023-11-13,148.04746761381378
2023-11-14,148.71634575226832
2023-11-15,150.63638929235938
2023-11-16,153.7725845115631
2023-11-17,151.2152566863921
2023-11-20,152.18224064440622
2023-11-21,151.06379389269824
2023-11-22,151.63594030366565
2023-11-23,152.8960845630368
2023-11-24,152.64990372978758
2023-11-27,153.1789710782452
2023-11-28,152.1970815820595
2023-11-29,151.28172646194443
2023-11-30,149.04145531205307
2023-12-01,151.443508557809
2023-12-04,151.25272058343413
2023-12-05,149.71623287863002
2023-12-06,149.95384814092841
2023-12-07,147.41027723381396
2023-12-08,147.27264195458451
2023-12-11,148.84277173584474
2023-12-12,150.60547455613192
2023-12-13,149.87770680772087
2023-12-14,148.1008437839674
2023-12-15,149.01827009605054
2023-12-18,147.6230584402471
2023-12-19,149.1328308009861
2023-12-20,148.94600114194031
2023-12-21,148.94398485016055
2023-12-22,148.47394533581948
2023-12-25,148.8376674647779
2023-12-26,148.60993867962858
2023-12-27,148.58507601166048
2023-12-28,147.10525340382034
2023-12-29,149.05891146898568
2024-01-01,148.70273115860394
2024-01-02,150.27303706229455
2024-01-03,149.79308387278948
2024-01-04,148.8872145613255
2024-01-05,147.7779247597964
2024-01-08,146.95858790116864
2024-01-09,148.89682894378683
2024-01-10,146.8564017070078
2024-01-11,150.335360920363
2024-01-12,147.24648723361915
2024-01-15,148.67058731931365
2024-01-16,147.3767679183555
2024-01-17,145.97175486379746
2024-01-18,145.6912246106127
2024-01-19,147.10481117395017
2024-01-22,148.52577229395982
2024-01-23,148.76088720031402
2024-01-24,148.07024942512044
2024-01-25,147.0639148367768
2024-01-26,147.003364959291
2024-01-29,146.70579658322524
2024-01-30,146.63166751400146
2024-01-31,145.63710336881127
2024-02-01,145.66401818608875
2024-02-02,146.22370973839597
2024-02-05,147.83437096126968
2024-02-06,148.08401772647431
2024-02-07,147.39346035463598
2024-02-08,148.09908797464954
2024-02-09,147.66053208629856
2024-02-12,148.28486812412726
2024-02-13,148.81354063061585
2024-02-14,148.60342853937894
2024-02-15,148.4986537966609
2024-02-16,147.17165706363738
2024-02-19,143.91886348679196
2024-02-20,144.01388798372165
2024-02-21,143.8707601141171
2024-02-22,142.00234099334577
2024-02-23,140.2707742326563
2024-02-26,143.16098511438926
2024-02-27,141.93760168078998
2024-02-28,142.4110627916047
2024-02-29,145.21540513028862
2024-03-01,144.5617801165582
2024-03-04,147.67246203517735
2024-03-05,148.80247744381805
2024-03-06,144.73311789829708
2024-03-07,143.81352593155486
2024-03-08,146.38394015230523
2024-03-11,145.65082245603384
2024-03-12,145.66176696679463
2024-03-13,145.46718125205166
2024-03-14,142.9178829268108
2024-03-15,141.05087459088364
2024-03-18,141.2538363601898
2024-03-19,140.8444555228723
2024-03-20,142.61476534161102
2024-03-21,140.46410875473012
2024-03-22,138.48499420799988
2024-03-25,139.36960959357606
2024-03-26,136.90894894360392
2024-03-27,137.76975993676294
2024-03-28,140.50085486084296
2024-03-29,143.0126378889635
2024-04-01,141.97481838962352
2024-04-02,139.4905586357473
2024-04-03,140.01383870280986
2024-04-04,139.34720971966829
2024-04-05,139.2844616770401
2024-04-08,136.7744736762021
2024-04-09,134.9017898261644
2024-04-10,133.8680814405395
2024-04-11,136.57015771076715
2024-04-12,137.9982574885123
2024-04-15,138.79150629452306
2024-04-16,137.20995719920109
2024-04-17,135.745421780748
2024-04-18,133.78759617111024
2024-04-19,135.09685850018352
2024-04-22,136.23472403789242
2024-04-23,137.65959762158383
2024-04-24,139.5845803027957
2024-04-25,138.50004952674894
2024-04-26,138.4632596944963
2024-04-29,139.54087360614187
2024-04-30,140.75036171532457
2024-05-01,141.9063793532032
2024-05-02,140.59810665557512
2024-05-03,142.1951710850746
2024-05-06,142.02315415182113
2024-05-07,143.1188825826877
2024-05-08,141.21014784819602
2024-05-09,141.86408210377004
2024-05-10,142.32172566743984
2024-05-13,141.69125647371087
2024-05-14,139.43564000487677
2024-05-15,138.53104130873126
2024-05-16,137.22495549401742
2024-05-17,136.0383351744196
2024-05-20,135.26103564441405
2024-05-21,133.688611606427
2024-05-22,136.5233169899715
2024-05-23,136.5055174762874
2024-05-24,136.7083112886003
2024-05-27,135.32788958275788
2024-05-28,134.46397684227088
2024-05-29,136.78249933128578
2024-05-30,137.89085795225557
2024-05-31,139.62836411712294
2024-06-03,140.3918125794594
2024-06-04,138.79131907601646
2024-06-05,141.8310958070052
2024-06-06,139.54573485385052
2024-06-07,138.53688708538684
2024-06-10,139.62073773586107
2024-06-11,137.7612071414181
2024-06-12,136.7695982187305
2024-06-13,136.34809151065613
2024-06-14,135.12350267587294
2024-06-17,137.64885573011824
2024-06-18,139.31087603804525
2024-06-19,139.70626845737615
2024-06-20,140.36103684885845
2024-06-21,141.31488901281122
2024-06-24,145.601903758081
2024-06-25,145.10463683358444
2024-06-26,143.95633606342912
2024-06-27,144.36417440754983
2024-06-28,143.35970602753244
2024-07-01,144.09554750597027
2024-07-02,144.9403117779738
2024-07-03,142.98421558013675
2024-07-04,142.46153361711023
2024-07-05,141.00749373951442
2024-07-08,139.85976379732315
2024-07-09,139.56134243495575
2024-07-10,139.10956166531057
2024-07-11,138.2971994696189
2024-07-12,135.74573825747498
2024-07-15,136.64190820716885
2024-07-16,136.136917782354
2024-07-17,137.62434930448265
2024-07-18,137.71725408986688
2024-07-19,138.72960082339878
2024-07-22,135.34180575485354
2024-07-23,135.75756137739916
2024-07-24,136.01971664241688
2024-07-25,135.48181784966567
2024-07-26,134.13662404405724
2024-07-29,137.39489925109385
2024-07-30,136.47481427180986
2024-07-31,136.39535692017117
2024-08-01,138.39792605836527
2024-08-02,136.7586145007552
2024-08-05,136.9187952399715
2024-08-06,135.37533014040275
2024-08-07,138.64366316166738
2024-08-08,139.24157732980296
2024-08-09,137.77796418010732
2024-08-12,138.7454183291227
2024-08-13,140.22866852361395
2024-08-14,137.9832443439574
2024-08-15,141.43592447213038
2024-08-16,141.99760231945865
2024-08-19,144.1462264701994
2024-08-20,143.96418556724595
2024-08-21,143.5694148280922
2024-08-22,145.28548310930668
2024-08-23,145.4138940098887
2024-08-26,142.38002209974002
2024-08-27,143.17763061679588
2024-08-28,142.99371599101772
2024-08-29,142.70996686020302
2024-08-30,144.07647511305893
2024-09-02,141.35197569134584
2024-09-03,142.98200473447247
2024-09-04,144.00309944600428
2024-09-05,141.58509681465955
2024-09-06,143.09851321238492
2024-09-09,144.00781577039575
2024-09-10,141.56049709386403
2024-09-11,142.64133787894383
2024-09-12,140.29712956226322
2024-09-13,140.24840637070264
2024-09-16,140.10721564354466
2024-09-17,140.070097552091
2024-09-18,140.26569986487115
2024-09-19,140.17639522389987
2024-09-20,140.78096304568825
2024-09-23,138.6415733398733
2024-09-24,136.6354861056525
2024-09-25,137.4210473430564
2024-09-26,136.61493396569387
2024-09-27,139.77101771741022
2024-09-30,140.40482899270012
2024-10-01,136.13894047881652
2024-10-02,137.05190905711976
2024-10-03,135.990328061162
2024-10-04,133.36225998995727
2024-10-07,133.71536798736727
2024-10-08,134.86436100384464
2024-10-09,133.46271265992254
2024-10-10,133.66254561993003
2024-10-11,137.0643653460026
2024-10-14,135.3084387755054
2024-10-15,134.07047028643134
2024-10-16,135.9622482828332
2024-10-17,136.97655745524148
2024-10-18,137.19874107642286
2024-10-21,138.45284558687928
2024-10-22,137.44653116882031
2024-10-23,138.48839601617215
2024-10-24,136.48743760359127
2024-10-25,136.09729722679424
2024-10-28,134.77585978031573
2024-10-29,134.30754183467369
2024-10-30,131.53862709677233
2024-10-31,134.54931122342117
2024-11-01,133.71926999900154
2024-11-04,133.35808037728057
2024-11-05,133.24042917942728
2024-11-06,132.36455837319758
2024-11-07,131.99023125754152
2024-11-08,131.86741789753714
2024-11-11,132.44039122081165
2024-11-12,134.9699501683441
2024-11-13,135.89288201984286
2024-11-14,135.18750971601176
2024-11-15,136.26301242803186
2024-11-18,134.20214686841763
2024-11-19,133.8576608403378
2024-11-20,132.75963052624346
2024-11-21,132.2108193569073
2024-11-22,129.30330903209483
2024-11-25,129.16290638787052
2024-11-26,128.14156839244993
2024-11-27,125.27686446226353
2024-11-28,123.25407205124932
2024-11-29,125.4793790420725
2024-12-02,126.90303023397563
2024-12-03,126.21266007076146
2024-12-04,126.90329511685346
2024-12-05,125.10438814127016
2024-12-06,122.75551531258526
2024-12-09,124.3049670809792
2024-12-10,125.48400717305029
2024-12-11,124.47846442951429
2024-12-12,124.43524656654449
2024-12-13,126.14716405637272
2024-12-16,125.8610794456151
2024-12-17,125.94391959085532
2024-12-18,124.81646136600808
2024-12-19,126.84457571482537
2024-12-20,127.01769781117274
2024-12-23,131.5527060036632
2024-12-24,130.9010045379915
2024-12-25,132.86674603556014
2024-12-26,131.15762733171985
2024-12-27,128.973487430265
2024-12-30,129.14907897998788
2024-12-31,125.72408776202923
2025-01-01,123.807034804523
2025-01-02,122.61910843268046
2025-01-03,120.99327093736116
2025-01-06,122.29823631379486
2025-01-07,121.81655203169383
2025-01-08,122.76720648962993
2025-01-09,124.67741205565595
2025-01-10,126.30463383436381
2025-01-13,124.82607950627396
2025-01-14,124.60424143265134
2025-01-15,122.08906858774868
2025-01-16,122.98802868667067
2025-01-17,124.11941968324511
