Date,BNDX
2021-07-29,48.21859359741211
2021-07-30,48.26860809326172
2021-08-02,48.327842712402344
2021-08-03,48.37788391113281
2021-08-04,48.40290451049805
2021-08-05,48.427921295166016
2021-08-06,48.261104583740234
2021-08-09,48.27778625488281
2021-08-10,48.286128997802734
2021-08-11,48.29446792602539
2021-08-12,48.302825927734375
2021-08-13,48.327842712402344
2021-08-16,48.327842712402344
2021-08-17,48.344512939453125
2021-08-18,48.336177825927734
2021-08-19,48.39456558227539
2021-08-20,48.37788391113281
2021-08-23,48.327842712402344
2021-08-24,48.336177825927734
2021-08-25,48.144325256347656
2021-08-26,48.16101837158203
2021-08-27,48.22774887084961
2021-08-30,48.27778625488281
2021-08-31,48.0609245300293
2021-09-01,48.07762145996094
2021-09-02,48.17778015136719
2021-09-03,48.08595657348633
2021-09-07,47.93571853637695
2021-09-08,47.98579025268555
2021-09-09,48.1276969909668
2021-09-10,48.01083755493164
2021-09-13,48.027549743652344
2021-09-14,48.08595657348633
2021-09-15,47.98579025268555
2021-09-16,47.91067886352539
2021-09-17,47.86058044433594
2021-09-20,47.99415969848633
2021-09-21,47.96910095214844
2021-09-22,48.00249099731445
2021-09-23,47.81052017211914
2021-09-24,47.69365692138672
2021-09-27,47.668617248535156
2021-09-28,47.568477630615234
2021-09-29,47.60186767578125
2021-09-30,47.54342269897461
2021-10-01,47.625274658203125
2021-10-04,47.56681442260742
2021-10-05,47.41645812988281
2021-10-06,47.483280181884766
2021-10-07,47.399757385253906
2021-10-08,47.3245964050293
2021-10-11,47.26612091064453
2021-10-12,47.249412536621094
2021-10-13,47.42482376098633
2021-10-14,47.57516098022461
2021-10-15,47.47493362426758
2021-10-18,47.349639892578125
2021-10-19,47.307884216308594
2021-10-20,47.299530029296875
2021-10-21,47.2243537902832
2021-10-22,47.3245964050293
2021-10-25,47.349639892578125
2021-10-26,47.37470245361328
2021-10-27,47.591861724853516
2021-10-28,47.483280181884766
2021-10-29,47.33292770385742
2021-11-01,47.32374572753906
2021-11-02,47.49927520751953
2021-11-03,47.44911575317383
2021-11-04,47.632999420166016
2021-11-05,47.82522964477539
2021-11-08,47.67478942871094
2021-11-09,47.892093658447266
2021-11-10,47.641361236572266
2021-11-11,47.574501037597656
2021-11-12,47.649715423583984
2021-11-15,47.59121322631836
2021-11-16,47.52436447143555
2021-11-17,47.59957504272461
2021-11-18,47.641361236572266
2021-11-19,47.82522964477539
2021-11-22,47.67478942871094
2021-11-23,47.424041748046875
2021-11-24,47.482547760009766
2021-11-26,47.7667236328125
2021-11-29,47.6915168762207
2021-11-30,47.833580017089844
2021-12-01,47.87876510620117
2021-12-02,47.90383529663086
2021-12-03,47.9791145324707
2021-12-06,47.95403289794922
2021-12-07,47.84530258178711
2021-12-08,47.79512023925781
2021-12-09,47.92892837524414
2021-12-10,47.92892837524414
2021-12-13,48.037654876708984
2021-12-14,48.02092742919922
2021-12-15,47.945655822753906
2021-12-16,47.87038803100586
2021-12-17,48.00419235229492
2021-12-20,47.96238708496094
2021-12-21,47.71986770629883
2021-12-22,47.7533073425293
2021-12-23,47.64828872680664
2021-12-27,47.63969039916992
2021-12-28,47.62247085571289
2021-12-29,47.43313217163086
2021-12-30,47.47615432739258
2021-12-31,47.47615432739258
2022-01-03,47.329856872558594
2022-01-04,47.33845520019531
2022-01-05,47.243770599365234
2022-01-06,47.140499114990234
2022-01-07,47.14909744262695
2022-01-10,47.10606002807617
2022-01-11,47.12327575683594
2022-01-12,47.18352127075195
2022-01-13,47.260982513427734
2022-01-14,47.140499114990234
2022-01-18,46.90810012817383
2022-01-19,46.90810012817383
2022-01-20,47.037208557128906
2022-01-21,47.13188552856445
2022-01-24,47.140499114990234
2022-01-25,47.01998519897461
2022-01-26,46.85646438598633
2022-01-27,46.95974349975586
2022-01-28,46.994163513183594
2022-01-31,46.82202911376953
2022-02-01,46.78498458862305
2022-02-02,46.819454193115234
2022-02-03,46.51793670654297
2022-02-04,46.34563446044922
2022-02-07,46.22503662109375
2022-02-08,46.08721160888672
2022-02-09,46.20781707763672
2022-02-10,45.88045120239258
2022-02-11,46.08721160888672
2022-02-14,45.8546257019043
2022-02-15,45.846004486083984
2022-02-16,45.940773010253906
2022-02-17,46.01829528808594
2022-02-18,46.164756774902344
2022-02-22,45.96661376953125
2022-02-23,45.94938278198242
2022-02-24,45.98386001586914
2022-02-25,45.923545837402344
2022-02-28,46.2336540222168
2022-03-01,46.74655532836914
2022-03-02,46.367279052734375
2022-03-03,46.229347229003906
2022-03-04,46.60002517700195
2022-03-07,46.444854736328125
2022-03-08,45.988006591796875
2022-03-09,45.82419967651367
2022-03-10,45.62594985961914
2022-03-11,45.70353698730469
2022-03-14,45.35871887207031
2022-03-15,45.393211364746094
2022-03-16,45.401832580566406
2022-03-17,45.470794677734375
2022-03-18,45.539764404296875
2022-03-21,45.341487884521484
2022-03-22,45.18632125854492
2022-03-23,45.263912200927734
2022-03-24,45.194950103759766
2022-03-25,45.02254867553711
2022-03-28,44.99667739868164
2022-03-29,44.92772674560547
2022-03-30,44.91049575805664
2022-03-31,45.20356750488281
2022-04-01,45.13283157348633
2022-04-04,45.23633575439453
2022-04-05,44.84816360473633
2022-04-06,44.74463653564453
2022-04-07,44.675636291503906
2022-04-08,44.58937072753906
2022-04-11,44.313331604003906
2022-04-12,44.42547607421875
2022-04-13,44.43409729003906
2022-04-14,44.296077728271484
2022-04-18,44.27882385253906
2022-04-19,44.192562103271484
2022-04-20,44.26157760620117
2022-04-21,44.09766387939453
2022-04-22,44.020042419433594
2022-04-25,44.192562103271484
2022-04-26,44.270206451416016
2022-04-27,44.14080810546875
2022-04-28,44.03729248046875
2022-04-29,43.84751510620117
2022-05-02,43.73355484008789
2022-05-03,43.79399490356445
2022-05-04,43.88031768798828
2022-05-05,43.6472282409668
2022-05-06,43.39688491821289
2022-05-09,43.483211517333984
2022-05-10,43.73355484008789
2022-05-11,43.88031768798828
2022-05-12,44.02708053588867
2022-05-13,43.888938903808594
2022-05-16,43.94939422607422
2022-05-17,43.69040298461914
2022-05-18,43.77672576904297
2022-05-19,43.76808547973633
2022-05-20,43.78535842895508
2022-05-23,43.681766510009766
2022-05-24,43.75946044921875
2022-05-25,43.888938903808594
2022-05-26,43.8026237487793
2022-05-27,43.88031768798828
2022-05-31,43.55226516723633
2022-06-01,43.44167709350586
2022-06-02,43.33799743652344
2022-06-03,43.21703338623047
2022-06-06,43.10472869873047
2022-06-07,43.18247985839844
2022-06-08,42.99238967895508
2022-06-09,42.74184799194336
2022-06-10,42.499916076660156
2022-06-13,41.87784194946289
2022-06-14,41.774166107177734
2022-06-15,42.25801467895508
2022-06-16,41.99016189575195
2022-06-17,42.18025207519531
2022-06-21,41.87784194946289
2022-06-22,42.15432357788086
2022-06-23,42.569053649902344
2022-06-24,42.52584457397461
2022-06-27,42.2752799987793
2022-06-28,42.22343826293945
2022-06-29,42.51720428466797
2022-06-30,42.80231857299805
2022-07-01,43.07297897338867
2022-07-05,43.01245880126953
2022-07-06,43.021114349365234
2022-07-07,42.90869140625
2022-07-08,42.87410354614258
2022-07-11,42.99515914916992
2022-07-12,43.142173767089844
2022-07-13,43.18540573120117
2022-07-14,43.26323318481445
2022-07-15,43.341064453125
2022-07-18,43.15945053100586
2022-07-19,43.133514404296875
2022-07-20,43.15080261230469
2022-07-21,43.23728561401367
2022-07-22,43.60048294067383
2022-07-25,43.64373016357422
2022-07-26,43.72154235839844
2022-07-27,43.704254150390625
2022-07-28,44.07609939575195
2022-07-29,44.17987823486328
2022-08-01,44.386741638183594
2022-08-02,44.14436721801758
2022-08-03,44.2136116027832
2022-08-04,44.447303771972656
2022-08-05,44.118404388427734
2022-08-08,44.15302276611328
2022-08-09,44.135719299316406
2022-08-10,44.14436721801758
2022-08-11,43.93662643432617
2022-08-12,44.03183364868164
2022-08-15,44.23093032836914
2022-08-16,44.049156188964844
2022-08-17,43.789485931396484
2022-08-18,43.69428253173828
2022-08-19,43.39998245239258
2022-08-22,43.226871490478516
2022-08-23,43.105682373046875
2022-08-24,42.932559967041016
2022-08-25,43.20088577270508
2022-08-26,42.98450469970703
2022-08-29,42.75944519042969
2022-08-30,42.7940673828125
2022-08-31,42.58633041381836
2022-09-01,42.47196578979492
2022-09-02,42.70591354370117
2022-09-06,42.41998291015625
2022-09-07,42.57594299316406
2022-09-08,42.264034271240234
2022-09-09,42.203372955322266
2022-09-12,42.39398956298828
2022-09-13,42.29869079589844
2022-09-14,42.37666320800781
2022-09-15,42.28135299682617
2022-09-16,42.29001998901367
2022-09-19,42.21204376220703
2022-09-20,41.952110290527344
2022-09-21,42.02143859863281
2022-09-22,41.84814453125
2022-09-23,41.640193939208984
2022-09-26,41.180999755859375
2022-09-27,40.99905014038086
2022-09-28,41.458255767822266
2022-09-29,41.22431945800781
2022-09-30,41.35429000854492
2022-10-03,41.70122146606445
2022-10-04,41.8226432800293
2022-10-05,41.527748107910156
2022-10-06,41.43233871459961
2022-10-07,41.172149658203125
2022-10-10,41.01603317260742
2022-10-11,40.84255599975586
2022-10-12,40.87724685668945
2022-10-13,40.981327056884766
2022-10-14,40.85123062133789
2022-10-17,40.99867248535156
2022-10-18,41.07674789428711
2022-10-19,40.86857223510742
2022-10-20,40.747161865234375
2022-10-21,40.83388900756836
2022-10-24,41.024696350097656
2022-10-25,41.33694076538086
2022-10-26,41.45836639404297
2022-10-27,41.83131408691406
2022-10-28,41.6318359375
2022-10-31,41.57978439331055
2022-11-01,41.600624084472656
2022-11-02,41.548519134521484
2022-11-03,41.41828155517578
2022-11-04,41.39223098754883
2022-11-07,41.25331115722656
2022-11-08,41.400917053222656
2022-11-09,41.64405059814453
2022-11-10,42.19975280761719
2022-11-11,41.96531677246094
2022-11-14,41.8350715637207
2022-11-15,42.078208923339844
2022-11-16,42.286590576171875
2022-11-17,42.269229888916016
2022-11-18,42.11293411254883
2022-11-21,42.16502380371094
2022-11-22,42.260536193847656
2022-11-23,42.55575180053711
2022-11-25,42.512351989746094
2022-11-28,42.356048583984375
2022-11-29,42.47761917114258
2022-11-30,42.59049606323242
2022-12-01,42.833919525146484
2022-12-02,42.86869812011719
2022-12-05,42.729610443115234
2022-12-06,42.86869812011719
2022-12-07,42.990421295166016
2022-12-08,42.833919525146484
2022-12-09,42.6600456237793
2022-12-12,42.6513557434082
2022-12-13,42.6600456237793
2022-12-14,42.6513557434082
2022-12-15,42.390541076660156
2022-12-16,42.338382720947266
2022-12-19,42.17319869995117
2022-12-20,41.8602294921875
2022-12-21,41.8602294921875
2022-12-22,41.764591217041016
2022-12-23,41.67289733886719
2022-12-27,41.51572036743164
2022-12-28,41.49824523925781
2022-12-29,41.57685470581055
2022-12-30,41.419654846191406
2023-01-03,41.78642654418945
2023-01-04,41.96108627319336
2023-01-05,41.90869903564453
2023-01-06,42.17939758300781
2023-01-09,42.07461929321289
2023-01-10,42.01348114013672
2023-01-11,42.336585998535156
2023-01-12,42.476322174072266
2023-01-13,42.37152862548828
2023-01-17,42.537437438964844
2023-01-18,42.7819709777832
2023-01-19,42.73829650878906
2023-01-20,42.537437438964844
2023-01-23,42.43266296386719
2023-01-24,42.61604309082031
2023-01-25,42.65098190307617
2023-01-26,42.537437438964844
2023-01-27,42.45013427734375
2023-01-30,42.27547073364258
2023-01-31,42.39772033691406
2023-02-01,42.531517028808594
2023-02-02,42.924991607666016
2023-02-03,42.65393829345703
2023-02-06,42.47904968261719
2023-02-07,42.374122619628906
2023-02-08,42.46155548095703
2023-02-09,42.38286590576172
2023-02-10,42.27792739868164
2023-02-13,42.34788131713867
2023-02-14,42.225467681884766
2023-02-15,42.14675521850586
2023-02-16,42.05931854248047
2023-02-17,42.14675521850586
2023-02-21,41.805755615234375
2023-02-22,41.8669548034668
2023-02-23,42.00687026977539
2023-02-24,41.8757209777832
2023-02-27,41.779518127441406
2023-02-28,41.76202392578125
2023-03-01,41.62107467651367
2023-03-02,41.60355758666992
2023-03-03,41.734886169433594
2023-03-06,41.71738052368164
2023-03-07,41.761146545410156
2023-03-08,41.83119201660156
2023-03-09,41.874961853027344
2023-03-10,42.28645706176758
2023-03-13,42.829254150390625
2023-03-14,42.57536315917969
2023-03-15,42.88178634643555
2023-03-16,42.67166519165039
2023-03-17,42.978084564208984
2023-03-20,42.94307327270508
2023-03-21,42.73295211791992
2023-03-22,42.84675216674805
2023-03-23,43.091915130615234
2023-03-24,43.10066223144531
2023-03-27,42.80299758911133
2023-03-28,42.776729583740234
2023-03-29,42.759212493896484
2023-03-30,42.71543884277344
2023-03-31,42.829254150390625
2023-04-03,42.901161193847656
2023-04-04,42.9186897277832
2023-04-05,43.006370544433594
2023-04-06,42.97129440307617
2023-04-10,42.813472747802734
2023-04-11,42.760868072509766
2023-04-12,42.7696418762207
2023-04-13,42.760868072509766
2023-04-14,42.567970275878906
2023-04-17,42.462764739990234
2023-04-18,42.5153694152832
2023-04-19,42.462764739990234
2023-04-20,42.61180877685547
2023-04-21,42.52413558959961
2023-04-24,42.48906707763672
2023-04-25,42.82225036621094
2023-04-26,42.68196105957031
2023-04-27,42.576751708984375
2023-04-28,42.9186897277832
2023-05-01,42.72552490234375
2023-05-02,43.08551788330078
2023-05-03,43.05039978027344
2023-05-04,43.05917739868164
2023-05-05,42.8923454284668
2023-05-08,42.79576110839844
2023-05-09,42.7694206237793
2023-05-10,42.92747497558594
2023-05-11,43.10306930541992
2023-05-12,42.945030212402344
2023-05-15,42.936256408691406
2023-05-16,42.86600875854492
2023-05-17,42.85722732543945
2023-05-18,42.6552734375
2023-05-19,42.646488189697266
2023-05-22,42.6552734375
2023-05-23,42.62016677856445
2023-05-24,42.5499153137207
2023-05-25,42.39186477661133
2023-05-26,42.479671478271484
2023-05-30,42.813316345214844
2023-05-31,42.98015594482422
2023-06-01,43.02676010131836
2023-06-02,42.85967254638672
2023-06-05,42.7717399597168
2023-06-06,42.85089111328125
2023-06-07,42.666221618652344
2023-06-08,42.7717399597168
2023-06-09,42.81571578979492
2023-06-12,42.877262115478516
2023-06-13,42.71018600463867
2023-06-14,42.69260787963867
2023-06-15,42.72777557373047
2023-06-16,42.7717399597168
2023-06-20,42.877262115478516
2023-06-21,42.88606262207031
2023-06-22,42.71898651123047
2023-06-23,42.93882369995117
2023-06-26,43.05313491821289
2023-06-27,43.0003776550293
2023-06-28,43.09710693359375
2023-06-29,42.92123794555664
2023-06-30,42.982791900634766
2023-07-03,42.86652374267578
2023-07-05,42.769657135009766
2023-07-06,42.5494499206543
2023-07-07,42.47898864746094
2023-07-10,42.45256805419922
2023-07-11,42.47898864746094
2023-07-12,42.67276382446289
2023-07-13,42.910560607910156
2023-07-14,42.813690185546875
2023-07-17,42.85771942138672
2023-07-18,43.042686462402344
2023-07-19,43.06909942626953
2023-07-20,42.89295196533203
2023-07-21,42.99864959716797
2023-07-24,42.989837646484375
2023-07-25,42.989837646484375
2023-07-26,43.01626968383789
2023-07-27,42.875335693359375
2023-07-28,42.963417053222656
2023-07-31,42.92817687988281
2023-08-01,42.77115249633789
2023-08-02,42.77115249633789
2023-08-03,42.65644836425781
2023-08-04,42.78877639770508
2023-08-07,42.70056915283203
2023-08-08,42.93877410888672
2023-08-09,42.90348815917969
2023-08-10,42.77115249633789
2023-08-11,42.68290328979492
2023-08-14,42.59469985961914
2023-08-15,42.48882293701172
2023-08-16,42.480010986328125
2023-08-17,42.418251037597656
2023-08-18,42.55940628051758
2023-08-21,42.40059280395508
2023-08-22,42.515289306640625
2023-08-23,42.84173583984375
2023-08-24,42.81526565551758
2023-08-25,42.779972076416016
2023-08-28,42.78877639770508
2023-08-29,42.88584518432617
2023-08-30,42.81526565551758
2023-08-31,43.01816940307617
2023-09-01,42.92007827758789
2023-09-05,42.65498733520508
2023-09-06,42.65498733520508
2023-09-07,42.761016845703125
2023-09-08,42.761016845703125
2023-09-11,42.663818359375
2023-09-12,42.65498733520508
2023-09-13,42.69917297363281
2023-09-14,42.79636764526367
2023-09-15,42.65498733520508
2023-09-18,42.59312057495117
2023-09-19,42.51359176635742
2023-09-20,42.575443267822266
2023-09-21,42.53127670288086
2023-09-22,42.557777404785156
2023-09-25,42.38987731933594
2023-09-26,42.36336135864258
2023-09-27,42.24848556518555
2023-09-28,42.20431137084961
2023-09-29,42.26616668701172
2023-10-02,42.10594940185547
2023-10-03,41.964332580566406
2023-10-04,42.05284881591797
2023-10-05,42.123653411865234
2023-10-06,42.03514862060547
2023-10-09,42.300689697265625
2023-10-10,42.23872375488281
2023-10-11,42.49540710449219
2023-10-12,42.27412414550781
2023-10-13,42.45115661621094
2023-10-16,42.29183578491211
2023-10-17,42.04401397705078
2023-10-18,41.964332580566406
2023-10-19,41.937774658203125
2023-10-20,42.026302337646484
2023-10-23,42.14137268066406
2023-10-24,42.23872375488281
2023-10-25,41.990882873535156
2023-10-26,42.19447326660156
2023-10-27,42.26528549194336
2023-10-30,42.21217727661133
2023-10-31,42.203304290771484
2023-11-01,42.437408447265625
2023-11-02,42.614749908447266
2023-11-03,42.800960540771484
2023-11-06,42.63248062133789
2023-11-07,42.8630256652832
2023-11-08,42.987159729003906
2023-11-09,42.818695068359375
2023-11-10,42.85415267944336
2023-11-13,42.84529113769531
2023-11-14,43.173370361328125
2023-11-15,43.11130142211914
2023-11-16,43.279781341552734
2023-11-17,43.3241081237793
2023-11-20,43.36844253540039
2023-11-21,43.40391159057617
2023-11-22,43.39504623413086
2023-11-24,43.19996643066406
2023-11-27,43.42164993286133
2023-11-28,43.54579162597656
2023-11-29,43.76746368408203
2023-11-30,43.652183532714844
2023-12-01,43.91600799560547
2023-12-04,43.942657470703125
2023-12-05,44.182491302490234
2023-12-06,44.31572723388672
2023-12-07,44.26242446899414
2023-12-08,44.075889587402344
2023-12-11,44.058128356933594
2023-12-12,44.16471862792969
2023-12-13,44.5289192199707
2023-12-14,44.67991256713867
2023-12-15,44.786502838134766
2023-12-18,44.73320388793945
2023-12-19,44.96416473388672
2023-12-20,45.168460845947266
2023-12-21,45.10628128051758
2023-12-22,45.08530044555664
2023-12-26,45.10354995727539
2023-12-27,45.36821746826172
2023-12-28,45.21305847167969
2023-12-29,45.05790710449219
2024-01-02,44.8845100402832
2024-01-03,45.02140426635742
2024-01-04,44.74761199951172
2024-01-05,44.638084411621094
2024-01-08,44.72023391723633
2024-01-09,44.68372344970703
2024-01-10,44.61983871459961
2024-01-11,44.81150436401367
2024-01-12,44.81150436401367
2024-01-16,44.59246063232422
2024-01-17,44.46467208862305
2024-01-18,44.446434020996094
2024-01-19,44.528568267822266
2024-01-22,44.54683303833008
2024-01-23,44.446434020996094
2024-01-24,44.364295959472656
2024-01-25,44.53770065307617
2024-01-26,44.473812103271484
2024-01-29,44.638084411621094
2024-01-30,44.61983871459961
2024-01-31,44.79325485229492
2024-02-01,44.890159606933594
2024-02-02,44.670738220214844
2024-02-05,44.46959686279297
2024-02-06,44.60673522949219
2024-02-07,44.53359603881836
2024-02-08,44.43302536010742
2024-02-09,44.45130920410156
2024-02-12,44.49702072143555
2024-02-13,44.332462310791016
2024-02-14,44.60673522949219
2024-02-15,44.597591400146484
2024-02-16,44.49702072143555
2024-02-20,44.506160736083984
2024-02-21,44.31416702270508
2024-02-22,44.43302536010742
2024-02-23,44.597591400146484
2024-02-26,44.515316009521484
2024-02-27,44.442169189453125
2024-02-28,44.487884521484375
2024-02-29,44.55187225341797
2024-03-01,44.620574951171875
2024-03-04,44.58393478393555
2024-03-05,44.83122253417969
2024-03-06,44.86785125732422
2024-03-07,44.93196487426758
2024-03-08,44.96859359741211
2024-03-11,44.904483795166016
2024-03-12,44.904483795166016
2024-03-13,44.85869216918945
2024-03-14,44.70299530029297
2024-03-15,44.69384002685547
2024-03-18,44.69384002685547
2024-03-19,44.74879455566406
2024-03-20,44.84036636352539
2024-03-21,44.84952163696289
2024-03-22,45.03270721435547
2024-03-25,44.904483795166016
2024-03-26,44.959434509277344
2024-03-27,45.0968132019043
2024-03-28,45.051025390625
2024-04-01,44.85007858276367
2024-04-02,44.81338119506836
2024-04-03,44.88677215576172
2024-04-04,45.024410247802734
2024-04-05,44.89595031738281
2024-04-08,44.85007858276367
2024-04-09,44.96018981933594
2024-04-10,44.712432861328125
2024-04-11,44.694091796875
2024-04-12,44.85007858276367
2024-04-15,44.66657638549805
2024-04-16,44.54728698730469
2024-04-17,44.60234069824219
2024-04-18,44.53810501098633
2024-04-19,44.583984375
2024-04-22,44.6390380859375
2024-04-23,44.57481384277344
2024-04-24,44.38212203979492
2024-04-25,44.32707214355469
2024-04-26,44.446353912353516
2024-04-29,44.556461334228516
2024-04-30,44.418819427490234
2024-05-01,44.50062942504883
2024-05-02,44.59256362915039
2024-05-03,44.748844146728516
2024-05-06,44.81318664550781
2024-05-07,44.90510559082031
2024-05-08,44.85913848876953
2024-05-09,44.840755462646484
2024-05-10,44.73044204711914
2024-05-13,44.7396354675293
2024-05-14,44.67529296875
2024-05-15,44.96944808959961
2024-05-16,44.914302825927734
2024-05-17,44.79479217529297
2024-05-20,44.758026123046875
2024-05-21,44.81318664550781
2024-05-22,44.712066650390625
2024-05-23,44.638519287109375
2024-05-24,44.66610336303711
2024-05-28,44.537410736083984
2024-05-29,44.344364166259766
2024-05-30,44.48224639892578
2024-05-31,44.546592712402344
2024-06-03,44.708709716796875
2024-06-04,44.800819396972656
2024-06-05,44.91133499145508
2024-06-06,44.88371276855469
2024-06-07,44.699493408203125
2024-06-10,44.56132888793945
2024-06-11,44.68107223510742
2024-06-12,44.800819396972656
2024-06-13,44.94818878173828
2024-06-14,45.08634567260742
2024-06-17,44.98502731323242
2024-06-18,45.09556579589844
2024-06-20,45.02186965942383
2024-06-21,45.06792449951172
2024-06-24,45.04029083251953
2024-06-25,45.0771369934082
2024-06-26,44.86528396606445
2024-06-27,44.90214157104492
2024-06-28,44.82844161987305
2024-07-01,44.68355178833008
2024-07-02,44.775848388671875
2024-07-03,44.90504837036133
2024-07-05,44.997318267822266
2024-07-08,45.015785217285156
2024-07-09,44.978858947753906
2024-07-10,45.08037567138672
2024-07-11,45.16343307495117
2024-07-12,45.20957565307617
2024-07-15,45.25572204589844
2024-07-16,45.42183303833008
2024-07-17,45.40336608886719
2024-07-18,45.347999572753906
2024-07-19,45.292640686035156
2024-07-22,45.25572204589844
2024-07-23,45.292640686035156
2024-07-24,45.20035171508789
2024-07-25,45.30186080932617
2024-07-26,45.431060791015625
2024-07-29,45.551021575927734
2024-07-30,45.615623474121094
2024-07-31,45.781734466552734
2024-08-01,45.84738540649414
2024-08-02,46.12480545043945
2024-08-05,46.13404846191406
2024-08-06,45.89362335205078
2024-08-07,45.81964111328125
2024-08-08,45.838134765625
2024-08-09,45.99534225463867
2024-08-12,46.04158020019531
2024-08-13,46.1432991027832
2024-08-14,46.18028259277344
2024-08-15,46.05082702636719
2024-08-16,46.0970573425293
2024-08-19,46.0693244934082
2024-08-20,46.15254592895508
2024-08-21,46.21727752685547
2024-08-22,46.0693244934082
2024-08-23,46.198768615722656
2024-08-26,46.12480545043945
2024-08-27,46.0970573425293
2024-08-28,46.07856750488281
2024-08-29,46.05082702636719
2024-08-30,46.01382827758789
2024-09-03,46.125953674316406
2024-09-04,46.302001953125
2024-09-05,46.311275482177734
2024-09-06,46.329811096191406
2024-09-09,46.45026397705078
2024-09-10,46.53365707397461
2024-09-11,46.57998275756836
2024-09-12,46.50584411621094
2024-09-13,46.58924865722656
2024-09-16,46.65411376953125
2024-09-17,46.598514556884766
2024-09-18,46.45953369140625
2024-09-19,46.47805404663086
2024-09-20,46.4873161315918
2024-09-23,46.53365707397461
2024-09-24,46.626319885253906
2024-09-25,46.496585845947266
2024-09-26,46.55219650268555
2024-09-27,46.60778045654297
2024-09-30,46.58924865722656
2024-10-01,46.81856918334961
2024-10-02,46.6978759765625
2024-10-03,46.56789779663086
2024-10-04,46.45650100708008
2024-10-07,46.391502380371094
2024-10-08,46.391502380371094
2024-10-09,46.30795669555664
2024-10-10,46.345088958740234
2024-10-11,46.3636474609375
2024-10-14,46.3636474609375
2024-10-15,46.50290298461914
2024-10-16,46.605037689208984
2024-10-17,46.57717514038086
2024-10-18,46.64217758178711
2024-10-21,46.40079116821289
2024-10-22,46.3822135925293
2024-10-23,46.3543701171875
2024-10-24,46.43792724609375
2024-10-25,46.40079116821289
2024-10-28,46.45650100708008
2024-10-29,46.40079116821289
2024-10-30,46.22439193725586
2024-10-31,46.25225067138672
2024-11-01,46.22248458862305
2024-11-04,46.30619812011719
2024-11-05,46.315494537353516
2024-11-06,46.18527603149414
2024-11-07,46.2875862121582
2024-11-08,46.40852355957031
2024-11-11,46.44573211669922
2024-11-12,46.34341049194336
2024-11-13,46.30619812011719
2024-11-14,46.389915466308594
2024-11-15,46.4736328125
2024-11-18,46.45502853393555
2024-11-19,46.45502853393555
2024-11-20,46.39922332763672
2024-11-21,46.43642807006836
2024-11-22,46.54806137084961
2024-11-25,46.7433967590332
2024-11-26,46.72478485107422
2024-11-27,46.78990936279297
2024-11-29,47.0224723815918
2024-12-02,47.113807678222656
2024-12-03,47.0765266418457
2024-12-04,47.16973114013672
2024-12-05,47.113807678222656
2024-12-06,47.16973114013672
2024-12-09,47.132450103759766
2024-12-10,47.1044807434082
2024-12-11,47.12312316894531
2024-12-12,46.8901252746582
2024-12-13,46.87147521972656
2024-12-16,46.87147521972656
2024-12-17,46.862159729003906
2024-12-18,46.666439056396484
2024-12-19,46.629150390625
2024-12-20,46.740997314453125
2024-12-23,46.63848114013672
2024-12-24,46.69935607910156
2024-12-26,46.7278938293457
2024-12-27,46.52812194824219
2024-12-30,46.680335998535156
2024-12-31,46.66130065917969
