,SLV
2021-11-05,112.9544259120038
2021-11-08,113.04038386604466
2021-11-09,112.60293184113121
2021-11-10,113.02560748143402
2021-11-11,114.39336053483427
2021-11-12,115.24126434149463
2021-11-15,115.98427333636259
2021-11-16,114.54553743425298
2021-11-17,113.90096480829537
2021-11-18,113.46826835971842
2021-11-19,113.48961308142167
2021-11-22,112.90683982321472
2021-11-23,110.72412034062815
2021-11-24,111.62758031389967
2021-11-25,111.59205199178055
2021-11-26,111.84489009199797
2021-11-29,109.85185833482562
2021-11-30,109.45828250715857
2021-12-01,108.58695499449351
2021-12-02,107.34092960056711
2021-12-03,106.59332990681834
2021-12-06,108.19165990233226
2021-12-07,108.52844629328058
2021-12-08,109.90228552428549
2021-12-09,111.32276287657132
2021-12-10,111.45599179841663
2021-12-13,112.34549703904513
2021-12-14,112.07095109322375
2021-12-15,111.66788290696495
2021-12-16,112.95320907936299
2021-12-17,113.601605687499
2021-12-20,113.19193851289486
2021-12-21,113.73611094200393
2021-12-22,115.71779088839158
2021-12-23,117.40103317214626
2021-12-24,117.98284689108038
2021-12-27,118.61319995702392
2021-12-28,119.08175573300521
2021-12-29,120.75458589495445
2021-12-30,119.24143316780227
2021-12-31,119.84394967981338
2022-01-03,121.02266801762136
2022-01-04,122.90153596659357
2022-01-05,121.77883209289683
2022-01-06,120.32597718710866
2022-01-07,121.457801627855
2022-01-10,123.50465138352801
2022-01-11,123.003813047301
2022-01-12,121.47314359246322
2022-01-13,120.36747677193438
2022-01-14,120.78575487170002
2022-01-17,119.94428203461354
2022-01-18,119.26384520066225
2022-01-19,120.27368244493424
2022-01-20,117.88053365852609
2022-01-21,118.47989356425579
2022-01-24,119.15172889643888
2022-01-25,117.2350792925583
2022-01-26,119.43908255510235
2022-01-27,120.17927501612348
2022-01-28,121.8197133823294
2022-01-31,122.13450297819695
2022-02-01,121.1544198685353
2022-02-02,123.64911908082196
2022-02-03,122.08736469787773
2022-02-04,123.46619028824153
2022-02-07,121.88897305980164
2022-02-08,119.96802817184675
2022-02-09,122.10956840215734
2022-02-10,121.15095337736426
2022-02-11,120.20327477979751
2022-02-14,121.65012592782793
2022-02-15,122.77393409707582
2022-02-16,126.85229819942592
2022-02-17,125.40503952136646
2022-02-18,124.45397223984027
2022-02-21,122.85341374052952
2022-02-22,122.66296825283287
2022-02-23,121.75791776126763
2022-02-24,121.01371062921204
2022-02-25,123.73179507593828
2022-02-28,122.59722685433825
2022-03-01,121.09104436081148
2022-03-02,122.56380864216845
2022-03-03,123.65315574824656
2022-03-04,121.80238580435932
2022-03-07,123.47686117898309
2022-03-08,121.80125659395704
2022-03-09,120.7954282066302
2022-03-10,121.8472877236353
2022-03-11,121.30110032347332
2022-03-14,120.69396570502929
2022-03-15,117.71017708376257
2022-03-16,118.2545987555373
2022-03-17,116.03959934829007
2022-03-18,114.97860549640002
2022-03-21,113.95083824407588
2022-03-22,112.81955131419186
2022-03-23,113.63252163949637
2022-03-24,113.8037008675596
2022-03-25,112.47253607346721
2022-03-28,112.98276480416105
2022-03-29,112.96026633305081
2022-03-30,113.64820156629716
2022-03-31,114.78735210470614
2022-04-01,116.46406965461881
2022-04-04,116.43928022844534
2022-04-05,115.30089438573779
2022-04-06,115.6395844797481
2022-04-07,113.57723419263803
2022-04-08,115.71050807412672
2022-04-11,114.82431510081514
2022-04-12,114.47295025247467
2022-04-13,113.61534201137258
2022-04-14,114.04363319821267
2022-04-15,115.89047007775302
2022-04-18,115.08082927329382
2022-04-19,114.8549394080129
2022-04-20,113.48322180334114
2022-04-21,112.20267301701124
2022-04-22,111.98328076377622
2022-04-25,113.40399910325914
2022-04-26,110.99843405169445
2022-04-27,110.3093306804932
2022-04-28,109.26981391870905
2022-04-29,108.49952673676522
2022-05-02,107.65898579210744
2022-05-03,105.58230623963556
2022-05-04,108.06144160881932
2022-05-05,108.80634356365498
2022-05-06,109.66402595593763
2022-05-09,108.8451006540329
2022-05-10,108.11498426065636
2022-05-11,107.71431415994113
2022-05-12,106.12125102744807
2022-05-13,107.12899644991913
2022-05-16,107.41783189367014
2022-05-17,110.3475618274298
2022-05-18,109.48182855221216
2022-05-19,107.52309245294502
2022-05-20,106.29755605838456
2022-05-23,105.15917309888442
2022-05-24,105.2605885671089
2022-05-25,103.61905694229112
2022-05-26,104.5091143236288
2022-05-27,103.76254853365015
2022-05-30,102.02127164052793
2022-05-31,101.28597454553841
2022-06-01,101.10176784081737
2022-06-02,100.18072060494434
2022-06-03,98.51082947825269
2022-06-06,97.57023857021086
2022-06-07,99.2054923482496
2022-06-08,97.86488517429112
2022-06-09,97.49692622143843
2022-06-10,95.44778503559056
2022-06-13,96.33614694890379
2022-06-14,95.59457108657563
2022-06-15,95.34945208902023
2022-06-16,95.18501284010247
2022-06-17,92.74185640385772
2022-06-20,93.1721282986768
2022-06-21,93.61566798708712
2022-06-22,93.26793617017047
2022-06-23,92.65129550654463
2022-06-24,93.07613061267205
2022-06-27,90.72389386910297
2022-06-28,90.78280819301229
2022-06-29,90.4082872861544
2022-06-30,88.45612804693515
2022-07-01,88.95209059409666
2022-07-04,89.20008827965859
2022-07-05,89.32978752094918
2022-07-06,88.0930353548253
2022-07-07,88.64370201713746
2022-07-08,87.75006514035691
2022-07-11,88.33958520462815
2022-07-12,88.70565742772605
2022-07-13,88.07631804817943
2022-07-14,87.03337538416105
2022-07-15,86.389771778908
2022-07-18,86.5031930267063
2022-07-19,87.15305476703936
2022-07-20,88.87745482473342
2022-07-21,89.71608409651056
2022-07-22,90.83964176909893
2022-07-25,91.08403733627574
2022-07-26,91.17945446960083
2022-07-27,91.07620718048156
2022-07-28,90.06549386714936
2022-07-29,89.90821149187292
2022-08-01,90.93502684725922
2022-08-02,90.62689276915876
2022-08-03,89.35327041860167
2022-08-04,89.46329001759189
2022-08-05,90.13180303670975
2022-08-08,88.25302600506146
2022-08-09,89.00809131874362
2022-08-10,88.14420932423778
2022-08-11,86.90917712873934
2022-08-12,87.95426962287561
2022-08-15,87.29446097588126
2022-08-16,85.73017710747241
2022-08-17,85.82362071207147
2022-08-18,86.30907019696562
2022-08-19,86.69904459902895
2022-08-22,85.27061030662566
2022-08-23,85.70277552056862
2022-08-24,84.39131318535578
2022-08-25,82.23515520525319
2022-08-26,82.27266600918544
2022-08-29,81.33533054975409
2022-08-30,81.79691485958782
2022-08-31,82.30528772019038
2022-09-01,82.07394475779216
2022-09-02,81.25984462745251
2022-09-05,81.73623032968774
2022-09-06,82.35250272878342
2022-09-07,82.67767657753198
2022-09-08,81.78166870696641
2022-09-09,81.90901651410483
2022-09-12,81.61255369681979
2022-09-13,83.16123777222325
2022-09-14,84.49034520386918
2022-09-15,83.31637184750616
2022-09-16,82.42422700898534
2022-09-19,82.91237009823655
2022-09-20,80.80790566756637
2022-09-21,80.87852640354188
2022-09-22,81.43601646300243
2022-09-23,80.47816508117715
2022-09-26,81.72483907588098
2022-09-27,80.66204063128811
2022-09-28,80.34146094704106
2022-09-29,81.40431935988391
2022-09-30,81.07749834921367
2022-10-03,82.1119933437872
2022-10-04,82.56625406009599
2022-10-05,81.40295244157694
2022-10-06,82.9929488810313
2022-10-07,82.52186385746217
2022-10-10,82.42619284828918
2022-10-11,81.53289666323731
2022-10-12,81.9089723350336
2022-10-13,82.12935966302055
2022-10-14,81.58663854268863
2022-10-17,81.93185294670951
2022-10-18,82.70746267652767
2022-10-19,81.84795897780435
2022-10-20,81.98890733486081
2022-10-21,82.2736845301117
2022-10-24,82.33574066471873
2022-10-25,84.35159776194074
2022-10-26,85.73438198648529
2022-10-27,84.6902964286268
2022-10-28,85.35976294683073
2022-10-31,86.14617695100522
2022-11-01,86.11676202819963
2022-11-02,85.5053958949627
2022-11-03,84.55248523319644
2022-11-04,85.5323113927115
2022-11-07,85.71452842917876
2022-11-08,84.82837534057529
2022-11-09,84.82141561730529
2022-11-10,85.46114121154139
2022-11-11,86.55434017441134
2022-11-14,86.94279415256236
2022-11-15,86.75517648853058
2022-11-16,87.41559701389701
2022-11-17,86.85965249236077
2022-11-18,87.26213130075426
2022-11-21,89.54599766578485
2022-11-22,88.5785533637756
2022-11-23,86.57951517911873
2022-11-24,87.61472002010915
2022-11-25,87.78662016156287
2022-11-28,88.50537805444914
2022-11-29,88.33073360779713
2022-11-30,87.47337928796539
2022-12-01,86.61218104433553
2022-12-02,85.86030784622321
2022-12-05,85.57382592233903
2022-12-06,85.73267428493287
2022-12-07,84.5999571755232
2022-12-08,85.04254115214239
2022-12-09,85.86828959313382
2022-12-12,86.25636815435617
2022-12-13,86.67709804046326
2022-12-14,87.40099467810157
2022-12-15,86.66240641341665
2022-12-16,88.34975230137015
2022-12-19,88.49255085329895
2022-12-20,88.19393704303336
2022-12-21,89.16313200970738
2022-12-22,89.84835739234444
2022-12-23,90.77850824963991
2022-12-26,91.18001156964858
2022-12-27,90.87323809730157
2022-12-28,92.49172376044068
2022-12-29,90.92000794019218
2022-12-30,90.64226079175552
2023-01-02,92.74077156425466
2023-01-03,93.82343264071626
2023-01-04,92.18369106597667
2023-01-05,93.39707385821924
2023-01-06,94.40721834184949
2023-01-09,94.69412721302061
2023-01-10,92.11788109911318
2023-01-11,92.54403920802127
2023-01-12,94.05398194593691
2023-01-13,94.1060588490648
2023-01-16,95.86924608690623
2023-01-17,96.5597033305338
2023-01-18,95.2068524144518
2023-01-19,95.35990810118439
2023-01-20,94.29564794069498
2023-01-23,92.71835600881383
2023-01-24,93.12731052422365
2023-01-25,93.02126111557206
2023-01-26,91.30767642894912
2023-01-27,91.29463728535005
2023-01-30,90.44770907512547
2023-01-31,90.1908328665724
2023-02-01,89.94218275237031
2023-02-02,91.53916697209749
2023-02-03,93.22330803287386
2023-02-06,91.78786631100874
2023-02-07,91.58931077000302
2023-02-08,92.789226795947
2023-02-09,95.86848708834464
2023-02-10,95.12189438213782
2023-02-13,95.62748069118574
2023-02-14,96.94903013453579
2023-02-15,97.8788205035931
2023-02-16,98.46070152721413
2023-02-17,95.50325866690409
2023-02-20,96.97228609149875
2023-02-21,97.20386312546128
2023-02-22,97.83068749920889
2023-02-23,98.08079690281623
2023-02-24,100.29379675089926
2023-02-27,100.60426531795518
2023-02-28,99.48352168082104
2023-03-01,98.36821121275365
2023-03-02,99.23285292263661
2023-03-03,97.7957795977103
2023-03-06,97.06691715700593
2023-03-07,96.52907146056491
2023-03-08,95.14235928833745
2023-03-09,95.94188111608722
2023-03-10,93.93659147775305
2023-03-13,94.40612752142644
2023-03-14,94.90722798915402
2023-03-15,97.68584692158029
2023-03-16,98.00035337753016
2023-03-17,96.60195928635949
2023-03-20,95.4843212570751
2023-03-21,96.59511389433291
2023-03-22,94.95394837488618
2023-03-23,93.22246871175275
2023-03-24,93.45212889555555
2023-03-27,92.43792791799052
2023-03-28,92.58003467442838
2023-03-29,94.30926581235332
2023-03-30,94.70863379782716
2023-03-31,95.42389143367525
2023-04-03,96.00212410537331
2023-04-04,96.81165259735157
2023-04-05,96.65496956977219
2023-04-06,96.31544941254985
2023-04-07,94.70927277206982
2023-04-10,94.98942201315877
2023-04-11,96.01814447738185
2023-04-12,95.87268408837286
2023-04-13,97.57083029732118
2023-04-14,99.05585126594947
2023-04-17,99.94886437524447
2023-04-18,97.56404409652023
2023-04-19,98.08537370781684
2023-04-20,97.57821760084785
2023-04-21,96.19546551598876
2023-04-24,96.64010096168903
2023-04-25,95.93563447729026
2023-04-26,95.1871873591569
2023-04-27,95.18772700484351
2023-04-28,94.83403789610449
2023-05-01,95.24665029789942
2023-05-02,94.77877285596468
2023-05-03,95.40269778049824
2023-05-04,95.56589583141162
2023-05-05,93.64064041100092
2023-05-08,94.59993240804205
2023-05-09,94.65537808305274
2023-05-10,93.908865353549
2023-05-11,94.37865744249795
2023-05-12,93.71675185774531
2023-05-15,93.2821799733861
2023-05-16,95.07036423800798
2023-05-17,95.44454456069712
2023-05-18,95.8626466777274
2023-05-19,94.59346878508488
2023-05-22,93.27526667843959
2023-05-23,93.35056800311747
2023-05-24,93.67860209622721
2023-05-25,95.63107412183311
2023-05-26,97.80663571977638
2023-05-29,97.89090778884069
2023-05-30,98.20489325191959
2023-05-31,97.98977742023489
2023-06-01,97.83346997369568
2023-06-02,98.03960976880134
2023-06-05,98.04414298917979
2023-06-06,98.89468931485716
2023-06-07,98.61396781794852
2023-06-08,97.07592483737709
2023-06-09,96.1647926960954
2023-06-12,96.54182978845324
2023-06-13,94.38197858323548
2023-06-14,94.8854771105843
2023-06-15,96.37179381761203
2023-06-16,97.60518695606287
2023-06-19,98.3773599795187
2023-06-20,98.20860931780592
2023-06-21,99.24543528506732
2023-06-22,98.37814757745974
2023-06-23,99.66921158133391
2023-06-26,100.1208183870821
2023-06-27,98.44298465333246
2023-06-28,99.05828229281691
2023-06-29,99.13392665868342
2023-06-30,99.90971822324957
2023-07-03,100.62935749197975
2023-07-04,101.8219358013237
2023-07-05,99.26044794619963
2023-07-06,98.66250501454812
2023-07-07,98.50486508844402
2023-07-10,96.39287057941492
2023-07-11,97.71246943818822
2023-07-12,96.20761875153877
2023-07-13,97.7709672444432
2023-07-14,97.58863766493138
2023-07-17,96.69338793536288
2023-07-18,98.43706526454203
2023-07-19,97.20175044013646
2023-07-20,96.24298590319796
2023-07-21,95.79308514502708
2023-07-24,96.90618815580375
2023-07-25,96.06693163665945
2023-07-26,95.24611588002995
2023-07-27,96.16858396397006
2023-07-28,97.03077591589825
2023-07-31,97.17123264485859
2023-08-01,98.10183434506331
2023-08-02,97.96747823960332
2023-08-03,96.29924262511786
2023-08-04,96.30517630523609
2023-08-07,96.45354225754997
2023-08-08,93.42257829866473
2023-08-09,94.15730847646329
2023-08-10,94.16362486987046
2023-08-11,93.35660104496088
2023-08-14,93.35771744207719
2023-08-15,94.25209056927086
2023-08-16,93.55656228609084
2023-08-17,95.0738036716599
2023-08-18,96.26651838071885
2023-08-21,97.58315716606756
2023-08-22,96.74005497090118
2023-08-23,96.69446622475594
2023-08-24,97.32786259219162
2023-08-25,96.52320420145266
2023-08-28,96.72847700277383
2023-08-29,96.30785309967413
2023-08-30,94.09795265405234
2023-08-31,94.01034273559459
2023-09-01,95.93083572069744
2023-09-04,95.69223402678755
2023-09-05,95.39787448946424
2023-09-06,94.21096978319386
2023-09-07,92.7767486536957
2023-09-08,93.30207459195672
2023-09-11,91.52153560409376
2023-09-12,90.3216537569201
2023-09-13,91.66066519905107
2023-09-14,91.8075825345226
2023-09-15,91.91583096749926
2023-09-18,92.47250286618926
2023-09-19,92.82947841397916
2023-09-20,92.59012542812862
2023-09-21,94.2828148184634
2023-09-22,94.37284589181536
2023-09-25,94.84485745357941
2023-09-26,95.02400041133218
2023-09-27,95.90712082964576
2023-09-28,97.03260985330601
2023-09-29,96.32078948649877
2023-10-02,96.36914455352662
2023-10-03,96.85171771139616
2023-10-04,95.63517505053419
2023-10-05,96.22146392647008
2023-10-06,97.54520575751197
2023-10-09,98.1695435534984
2023-10-10,97.34316390561334
2023-10-11,97.63129612292732
2023-10-12,96.4415939325981
2023-10-13,99.12800995321777
2023-10-16,97.03648659038022
2023-10-17,95.54702537310182
2023-10-18,95.2513571799517
2023-10-19,94.52053129555401
2023-10-20,94.67554739992087
2023-10-23,95.6743774423391
2023-10-24,94.15850107093637
2023-10-25,97.23933939248509
2023-10-26,97.70564666865474
2023-10-27,97.62850896181348
2023-10-30,97.78100016007151
2023-10-31,97.68026630995965
2023-11-01,97.02025482996017
2023-11-02,98.62240208295688
2023-11-03,97.41362612067728
2023-11-06,97.01904300675152
2023-11-07,96.29012403471918
2023-11-08,95.77103946349274
2023-11-09,95.88746336820981
2023-11-10,94.92898118170056
2023-11-13,95.0127401668144
2023-11-14,95.24324193788559
2023-11-15,94.85584234799845
2023-11-16,93.87943832569071
2023-11-17,93.97567904332048
2023-11-20,95.03221316731576
2023-11-21,94.87008068299068
2023-11-22,96.32507804817264
2023-11-23,96.81833287881567
2023-11-24,96.68954669887198
2023-11-27,96.51180547998337
2023-11-28,97.52696765542595
2023-11-29,97.30432049002303
2023-11-30,95.68289268623307
2023-12-01,96.97330868384891
2023-12-04,97.47103082354508
2023-12-05,97.48742470278123
2023-12-06,95.93984056420277
2023-12-07,97.00188411295278
2023-12-08,97.78276271823586
2023-12-11,99.38928521278896
2023-12-12,99.83806918707559
2023-12-13,98.3685425151846
2023-12-14,97.57462597294487
2023-12-15,98.12076499202162
2023-12-18,98.63341712857161
2023-12-19,99.07373447435093
2023-12-20,99.16313777035714
2023-12-21,100.859471785331
2023-12-22,100.60768456452477
2023-12-25,100.30769115827508
2023-12-26,100.92614236095092
2023-12-27,99.10321745277932
2023-12-28,98.96874861332576
2023-12-29,99.44513159872845
2024-01-01,98.98037475378511
2024-01-02,98.07253918777828
2024-01-03,98.93645559615412
2024-01-04,99.87668178163901
2024-01-05,101.42427912770889
2024-01-08,101.93590637642612
2024-01-09,102.1356722160451
2024-01-10,103.64570408413769
2024-01-11,104.02460173096703
2024-01-12,104.54624490700606
2024-01-15,105.08099619193882
2024-01-16,103.70864449883005
2024-01-17,103.09710142467874
2024-01-18,102.95004551262916
2024-01-19,101.27081932267407
2024-01-22,101.89500047621291
2024-01-23,101.89434550901883
2024-01-24,101.39459044619574
2024-01-25,101.91790840880073
2024-01-26,101.07000871450373
2024-01-29,101.19998870293314
2024-01-30,99.31770947819194
2024-01-31,102.2994624471889
2024-02-01,101.4547277475985
2024-02-02,101.27821905352232
2024-02-05,101.01973110263502
2024-02-06,101.55982002551048
2024-02-07,101.56521037986728
2024-02-08,101.82968066531546
2024-02-09,102.5975022637206
2024-02-12,102.90626958785279
2024-02-13,102.55726113865484
2024-02-14,101.2227305433433
2024-02-15,101.67031851165629
2024-02-16,101.22349490128471
2024-02-19,101.17045697120399
2024-02-20,100.22936039138824
2024-02-21,101.01962633976711
2024-02-22,102.51782897281767
2024-02-23,103.12076908533498
2024-02-26,101.08761321169754
2024-02-27,102.32416592672524
2024-02-28,103.13658070415828
2024-02-29,103.95451368627168
2024-03-01,104.55939420007998
2024-03-04,103.39128407997917
2024-03-05,103.06629105750127
2024-03-06,103.16028072934085
2024-03-07,103.42988204716654
2024-03-08,105.85636360680262
2024-03-11,103.45055202854219
2024-03-12,103.66614376095163
2024-03-13,103.28191582533606
2024-03-14,103.29882732130696
2024-03-15,101.72028143869993
2024-03-18,101.92031097336971
2024-03-19,103.00342049668198
2024-03-20,102.50640752075762
2024-03-21,102.34338775873199
2024-03-22,104.07150705656123
2024-03-25,103.26633577780859
2024-03-26,104.710851079113
2024-03-27,105.03055856339331
2024-03-28,104.89423464151764
2024-03-29,104.54615288347459
2024-04-01,106.3180667785725
2024-04-02,106.33212437584596
2024-04-03,107.92751904181873
2024-04-04,109.31732098926345
2024-04-05,111.35773663666906
2024-04-08,110.5459426128828
2024-04-09,108.8583637957983
2024-04-10,109.9886327980906
2024-04-11,107.89084422622453
2024-04-12,109.61856317065279
2024-04-15,109.76845826150898
2024-04-16,110.15870289415423
2024-04-17,109.79691441122242
2024-04-18,108.53748250254016
2024-04-19,109.65886696120619
2024-04-22,110.02913883145595
2024-04-23,112.12713929871624
2024-04-24,110.46586378096617
2024-04-25,109.18979300418631
2024-04-26,109.74917933045265
2024-04-29,109.85043078994666
2024-04-30,108.11027070270491
2024-05-01,108.52739205368368
2024-05-02,109.21160007762299
2024-05-03,109.67064468294012
2024-05-06,109.8378437003519
2024-05-07,112.43513704965531
2024-05-08,114.59136970957866
2024-05-09,114.72160551296989
2024-05-10,114.54259300551337
2024-05-13,113.5927887110766
2024-05-14,112.9153627970808
2024-05-15,113.5366495078235
2024-05-16,113.74025103479491
2024-05-17,113.85507143997913
2024-05-20,114.67956812836373
2024-05-21,113.76362085414667
2024-05-22,115.66465192276128
2024-05-23,113.8111701851787
2024-05-24,112.76863784562276
2024-05-27,112.97002132256641
2024-05-28,113.54984150751328
2024-05-29,114.95937483874039
2024-05-30,114.51810714331496
2024-05-31,113.68653498488518
2024-06-03,114.47408913498667
2024-06-04,113.63411948859753
2024-06-05,113.007671146198
2024-06-06,112.51672881391055
2024-06-07,112.22844260201018
2024-06-10,115.10617170861532
2024-06-11,115.70708883747535
2024-06-12,116.3681787467485
2024-06-13,117.90631477292466
2024-06-14,117.35145762805183
2024-06-17,117.71831947904832
2024-06-18,119.01794262287157
2024-06-19,118.97772337347352
2024-06-20,117.67675032220038
2024-06-21,115.67439843852763
2024-06-24,116.17474265077037
2024-06-25,115.12953607558558
2024-06-26,114.6349373323496
2024-06-27,116.47381016481877
2024-06-28,115.10503070731342
2024-07-01,117.21426258724887
2024-07-02,116.45342615499972
2024-07-03,115.16448447541963
2024-07-04,115.94262474124592
2024-07-05,116.33718414265392
2024-07-08,115.42148169109674
2024-07-09,113.8163169224547
2024-07-10,112.99471501454966
2024-07-11,112.74157915692065
2024-07-12,113.99573215491468
2024-07-15,112.34651093206493
2024-07-16,113.85762828650985
2024-07-17,115.88897093470902
2024-07-18,116.17532588540517
2024-07-19,115.34166800648191
2024-07-22,115.60111437177163
2024-07-23,115.19624880987081
2024-07-24,113.62526698100936
2024-07-25,112.67794130765938
2024-07-26,113.00057283303735
2024-07-29,114.48963534232487
2024-07-30,115.69878052392309
2024-07-31,115.74309849868757
2024-08-01,115.01815837198225
2024-08-02,116.88984243706977
2024-08-05,116.63081962518078
2024-08-06,115.65403492564184
2024-08-07,113.72674183797513
2024-08-08,114.17975031203677
2024-08-09,113.04353045013052
2024-08-12,112.51253581043265
2024-08-13,110.59137669445356
2024-08-14,109.93610320232054
2024-08-15,108.84166091991044
2024-08-16,110.39457593537738
2024-08-19,109.35601644265678
2024-08-20,107.9448117313901
2024-08-21,107.80986295518073
2024-08-22,107.31289774452839
2024-08-23,106.42136820121229
2024-08-26,107.51663459094729
2024-08-27,107.05477205974378
2024-08-28,108.14389329994927
2024-08-29,107.66029424586816
2024-08-30,106.92364291996084
2024-09-02,108.84211280539779
2024-09-03,108.8334267757184
2024-09-04,107.48613039462971
2024-09-05,104.7915306135645
2024-09-06,104.97870293612644
2024-09-09,104.95935618923002
2024-09-10,105.11365910027521
2024-09-11,106.10900525263882
2024-09-12,104.67324697920174
2024-09-13,104.51215432642718
2024-09-16,103.79623889547362
2024-09-17,102.86730406405728
2024-09-18,103.1002533592511
2024-09-19,102.84382032426265
2024-09-20,103.49021523135677
2024-09-23,103.9633465215239
2024-09-24,103.50013313758201
2024-09-25,103.74366119160115
2024-09-26,106.65192951183198
2024-09-27,108.38874516269084
2024-09-30,110.69512319273345
2024-10-01,110.6271740020646
2024-10-02,109.86008110890675
2024-10-03,109.44439142667935
2024-10-04,109.07457302323226
2024-10-07,110.71570451437793
2024-10-08,109.79428948914418
2024-10-09,111.78291637880527
2024-10-10,110.52897548371583
2024-10-11,111.52328407552716
2024-10-14,113.64867346075327
2024-10-15,112.73784341921103
2024-10-16,112.39616956498143
2024-10-17,113.694722363442
2024-10-18,113.48709577023087
2024-10-21,112.46605394458216
2024-10-22,111.6847398026923
2024-10-23,113.14221944864045
2024-10-24,113.90498051404134
2024-10-25,115.95924142105464
2024-10-28,118.67739819764553
2024-10-29,118.54010353946371
2024-10-30,120.49011651339934
2024-10-31,118.8958905746588
2024-11-01,122.54640197899387
2024-11-04,122.66699853089831
2024-11-05,121.3453111529283
2024-11-06,121.18103963542868
2024-11-07,121.28160788894762
2024-11-08,120.9758978069045
2024-11-11,122.20672021982577
2024-11-12,123.81628542330587
2024-11-13,122.09651507724877
2024-11-14,122.72888329300977
2024-11-15,126.39952905571572
2024-11-18,124.43954478460446
2024-11-19,121.23081525198252
2024-11-20,120.75865625195006
2024-11-21,121.70940214786906
2024-11-22,119.3307243490349
2024-11-25,116.81525104428454
2024-11-26,117.92859846877539
2024-11-27,117.88607368130721
2024-11-28,115.43754024930486
2024-11-29,113.91179096269046
2024-12-02,112.80195818127075
2024-12-03,111.63950666768186
2024-12-04,112.78221057932542
2024-12-05,112.29366294667238
2024-12-06,114.95029265976481
2024-12-09,116.74715443376142
2024-12-10,115.45889714577882
2024-12-11,116.79774809242996
2024-12-12,115.3992728070828
2024-12-13,114.11446651358519
2024-12-16,114.36952606360784
2024-12-17,113.56452056854734
2024-12-18,116.77656749508074
2024-12-19,116.50540017166529
2024-12-20,114.94354759083423
2024-12-23,115.14047798010039
2024-12-24,115.19754781449419
2024-12-25,116.26333922975971
2024-12-26,115.12298272507344
2024-12-27,115.80361515856679
2024-12-30,114.21054770094132
2024-12-31,112.79761267389547
2025-01-01,114.64630536684966
2025-01-02,113.24428975165904
2025-01-03,111.65173897669574
2025-01-06,109.31713804447382
2025-01-07,112.32301218069047
2025-01-08,112.94142085138787
2025-01-09,113.62441001213838
2025-01-10,115.09231843981205
2025-01-13,116.19775711670803
2025-01-14,116.31498317113473
2025-01-15,119.5842906477969
2025-01-16,119.45336043016626
