,VGT
2024-12-23,98.70155002220045
2024-12-24,98.30400089170047
2024-12-25,97.61284259051659
2024-12-26,96.49182929190454
2024-12-27,96.34405659613104
2024-12-30,98.73076735176227
2024-12-31,100.31661320818507
2025-01-01,100.40572575987481
2025-01-02,100.63336210644194
2025-01-03,100.13066918748885
2025-01-06,99.77655603032142
2025-01-07,102.31155880940194
2025-01-08,103.56564958187491
2025-01-09,103.8170241965618
2025-01-10,102.19747804003578
2025-01-13,101.25448252205909
2025-01-14,100.58275902844991
2025-01-15,101.1459798903863
2025-01-16,98.89953448633297
2025-01-17,99.81737129343246
2025-01-20,100.46419707560096
2025-01-21,100.28666677414535
2025-01-22,98.39617106290041
2025-01-23,100.14111379919188
2025-01-24,100.14925809078605
2025-01-27,101.72229838807334
2025-01-28,101.80633322797009
2025-01-29,101.33308820425866
2025-01-30,102.72058772801411
2025-01-31,106.47674292829825
2025-02-03,105.81776564054766
2025-02-04,104.83345997648681
2025-02-05,104.34573784536833
2025-02-06,104.61564657571701
2025-02-07,104.57259083307453
2025-02-10,102.1052769160845
2025-02-11,102.86834954439321
2025-02-12,105.90639576855678
2025-02-13,106.4927543844042
2025-02-14,106.7686899105798
2025-02-17,107.31163744569355
2025-02-18,108.08209345907602
2025-02-19,104.25355162621592
2025-02-20,104.73865958334754
2025-02-21,104.55709824773278
2025-02-24,103.56872216033
2025-02-25,103.63654908187534
2025-02-26,104.86060408105624
2025-02-27,104.41914363968105
2025-02-28,102.70321579054811
2025-03-03,102.14706483805426
2025-03-04,104.33987775071465
2025-03-05,104.06374958733649
2025-03-06,105.66035713402495
2025-03-07,106.46817468595022
2025-03-10,107.93659932601061
2025-03-11,107.07412217293472
2025-03-12,107.25123375415315
2025-03-13,105.11765129251944
2025-03-14,102.60586555588928
2025-03-17,101.00940042558338
2025-03-18,102.04660502059342
2025-03-19,103.23478886751532
2025-03-20,101.36053422751259
2025-03-21,102.38025078945732
2025-03-24,102.70524107713412
2025-03-25,102.33644627881343
2025-03-26,100.70926856913331
2025-03-27,101.6282834334381
2025-03-28,100.60968948692044
2025-03-31,101.21202163527929
2025-04-01,101.33619844486613
2025-04-02,101.50716074838707
2025-04-03,104.05890476653308
2025-04-04,103.92181418304376
2025-04-07,103.08790748617653
2025-04-08,101.52770604058617
2025-04-09,102.37063901761496
2025-04-10,102.04409610227441
2025-04-11,104.17216438356375
2025-04-14,103.39641974167087
2025-04-15,101.44264034824863
2025-04-16,97.61538923871777
2025-04-17,98.46694668521522
2025-04-18,98.75974167833559
2025-04-21,98.5722633296447
2025-04-22,98.03988813477953
2025-04-23,97.32604517252697
2025-04-24,98.84106535988992
2025-04-25,97.71570284385581
2025-04-28,96.94071449271226
2025-04-29,98.17463274399469
2025-04-30,98.113969995611
2025-05-01,99.48761949086074
2025-05-02,102.39686983411893
2025-05-05,104.53317723795683
2025-05-06,106.22344183788512
2025-05-07,105.65582692448292
2025-05-08,104.92548535819064
2025-05-09,103.97919999895234
2025-05-12,104.42975734787699
2025-05-13,103.51935691049476
2025-05-14,104.3639726121219
2025-05-15,105.05043331731392
2025-05-16,104.87293613844035
2025-05-19,106.6229584652109
2025-05-20,106.57491354320751
2025-05-21,109.7291132838539
2025-05-22,110.86320191950317
2025-05-23,108.65158454229795
2025-05-26,108.6313227066901
2025-05-27,109.93487470169893
2025-05-28,108.08858193202641
2025-05-29,108.85569284495806
2025-05-30,106.94587719083384
2025-06-02,106.16108730539253
2025-06-03,107.89917666064648
2025-06-04,107.25284135110446
2025-06-05,105.22778821313645
2025-06-06,105.09204634258917
2025-06-09,105.20867587150171
2025-06-10,103.15315073322984
2025-06-11,104.34643729677894
2025-06-12,105.32577930829908
2025-06-13,101.66331833788438
2025-06-16,100.81637510410279
2025-06-17,101.20875106583418
2025-06-18,100.54331861240311
2025-06-19,102.29301986067118
2025-06-20,103.74486995851066
2025-06-23,102.38062880793267
2025-06-24,102.34051298455249
2025-06-25,103.19652401865072
2025-06-26,102.60335289727973
2025-06-27,102.41763365154995
2025-06-30,98.61758454593188
2025-07-01,98.80805051098011
2025-07-02,96.86051960839596
2025-07-03,96.19398706704949
2025-07-04,96.00362610845335
2025-07-07,97.71549741294712
2025-07-08,95.97433531678307
2025-07-09,96.75260755924162
2025-07-10,97.5512050508826
2025-07-11,97.78005750384867
2025-07-14,98.67806616771965
2025-07-15,97.56483091650104
2025-07-16,97.62006943259077
2025-07-17,97.26369218075995
2025-07-18,96.81613523640584
2025-07-21,96.45267697114896
2025-07-22,96.1273978813709
2025-07-23,93.79940409746116
2025-07-24,94.06789703222482
2025-07-25,94.04837371885183
2025-07-28,95.29271654598612
2025-07-29,95.33917116022936
2025-07-30,96.52390083279204
2025-07-31,96.08795012114871
2025-08-01,96.4706184225012
2025-08-04,95.37484702279512
2025-08-05,95.2641527873306
2025-08-06,96.00383857778596
2025-08-07,95.36818462101068
2025-08-08,94.39928690387278
2025-08-11,93.63830651067329
2025-08-12,94.42126621630025
2025-08-13,92.04901613087455
2025-08-14,91.00882220567559
2025-08-15,92.55957435198319
2025-08-18,89.20024551837918
2025-08-19,88.25809867675139
2025-08-20,88.30244703576865
2025-08-21,89.37400033954445
2025-08-22,89.5616456641522
2025-08-25,88.51484632687607
2025-08-26,89.14853008996523
2025-08-27,89.55903535849794
2025-08-28,88.52136813968231
2025-08-29,86.9149050538988
2025-09-01,85.00447482085424
2025-09-02,86.08855832892407
2025-09-03,86.03005641105244
2025-09-04,85.94159329349993
2025-09-05,85.93590909297754
2025-09-08,87.91086133165955
2025-09-09,88.50544805370568
2025-09-10,90.12327459572008
2025-09-11,88.25327174005194
2025-09-12,88.036409614828
2025-09-15,89.43567480048739
2025-09-16,88.68403099007412
2025-09-17,88.13591223438635
2025-09-18,86.73770048822304
2025-09-19,86.69774692353252
2025-09-22,86.89711116067197
2025-09-23,86.04539298748291
2025-09-24,84.79954988945673
2025-09-25,85.61546002107772
2025-09-26,85.65181075974104
2025-09-29,85.04427945852984
2025-09-30,85.98683060467602
2025-10-01,86.67190320710773
2025-10-02,86.59701834804359
2025-10-03,87.64162719502008
2025-10-06,87.07662124425512
2025-10-07,87.06476006474617
2025-10-08,87.90261883998804
2025-10-09,89.58291657816324
2025-10-10,88.92150214256314
2025-10-13,88.32401479013015
2025-10-14,86.5449085297636
2025-10-15,87.84293468276256
2025-10-16,88.87594617005014
2025-10-17,89.84821033062443
2025-10-20,89.01547474836043
2025-10-21,90.16914785336127
2025-10-22,89.21489417471122
2025-10-23,91.17007854739268
2025-10-24,91.11205002009197
2025-10-27,90.64801422341941
2025-10-28,88.5542326645599
2025-10-29,88.09955753654266
2025-10-30,89.65452932362204
2025-10-31,91.50031698824115
2025-11-03,91.77425389011952
2025-11-04,92.75833411364987
2025-11-05,94.28588676868213
2025-11-06,94.1598665160219
2025-11-07,93.31440048488841
2025-11-10,94.21434828904977
2025-11-11,94.12392871923863
2025-11-12,93.42752617799512
2025-11-13,91.25317475285387
2025-11-14,91.3506419367895
2025-11-17,93.50729489530876
2025-11-18,92.04660829112662
2025-11-19,91.60741585029723
2025-11-20,93.25325532833838
2025-11-21,95.14972342331363
2025-11-24,94.8618657704147
2025-11-25,92.95435175602404
2025-11-26,93.05626762434441
2025-11-27,93.82004312720092
2025-11-28,92.64565503030768
2025-12-01,92.32119408024145
2025-12-02,94.20272227711548
2025-12-03,94.2773147435685
2025-12-04,95.4638013381404
2025-12-05,93.87760480652912
2025-12-08,92.08558341815957
2025-12-09,91.74102767997496
2025-12-10,91.1444215793916
2025-12-11,91.17523208180303
2025-12-12,91.57289159023892
2025-12-15,88.80893889016514
2025-12-16,89.58691953606083
2025-12-17,89.44462312971247
2025-12-18,87.85597791860567
2025-12-19,87.34694165540823
2025-12-22,86.91078764302533
2025-12-23,86.56763040187235
2025-12-24,85.3750307622716
2025-12-25,84.94125276409468
2025-12-26,84.19103415214974
2025-12-29,83.0105217198407
2025-12-30,85.18742110884749
2025-12-31,84.40446307204414
2026-01-01,84.7875300851936
2026-01-02,85.57666325248327
2026-01-05,83.68614332053507
2026-01-06,84.5923125898529
2026-01-07,83.08690009476722
2026-01-08,84.40721204646916
2026-01-09,83.47607849016373
2026-01-12,82.39156463318444
2026-01-13,82.65416050058977
2026-01-14,83.71481424711786
2026-01-15,84.48286904038326
2026-01-16,84.29413945560835
2026-01-19,86.22832110357554
2026-01-20,85.20310552099075
2026-01-21,86.35258577664466
2026-01-22,86.75584596508517
2026-01-23,87.47348488131877
2026-01-26,89.19869478843665
2026-01-27,89.6161304286448
2026-01-28,87.61708369393007
2026-01-29,86.37747242733052
2026-01-30,85.6366045813273
2026-02-02,87.76979747867642
2026-02-03,89.36490192096558
2026-02-04,92.51444304024228
2026-02-05,93.22662079638877
2026-02-06,93.85626837927666
2026-02-09,95.18097612898089
2026-02-10,95.40230674382701
2026-02-11,95.65482657484655
2026-02-12,95.65293774845162
2026-02-13,97.1658963715653
2026-02-16,97.26563609130812
2026-02-17,97.77699657453913
2026-02-18,99.13913887657279
2026-02-19,99.31115318940125
2026-02-20,97.0884125290128
2026-02-23,95.99719929482949
2026-02-24,96.67165241532277
2026-02-25,94.17572753962908
2026-02-26,94.24402071429465
2026-02-27,95.73986471523594
2026-03-02,97.02466776386146
2026-03-03,97.17513783040278
2026-03-04,94.6979962443626
2026-03-05,94.48782435245427
2026-03-06,96.24652163861666
2026-03-09,97.43137230729883
2026-03-10,98.78304082437373
2026-03-11,99.23850513365004
2026-03-12,99.1076576619834
2026-03-13,100.33972520435196
2026-03-16,99.84705338646187
2026-03-17,100.17302672029072
2026-03-18,96.65382288211902
2026-03-19,95.40378352336286
2026-03-20,93.92672913592442
2026-03-23,95.0647387201613
2026-03-24,95.24121539110337
2026-03-25,94.34694413971934
2026-03-26,95.0170170300916
2026-03-27,95.88917870049154
2026-03-30,93.08678929459887
2026-03-31,92.3602060696712
2026-04-01,88.90880970631547
2026-04-02,89.44564531474606
2026-04-03,91.71719951155886
2026-04-06,90.60859524786203
2026-04-07,89.63616516627066
2026-04-08,90.36202171243225
2026-04-09,90.08262966023983
2026-04-10,91.63338127429884
2026-04-13,91.24024088865997
2026-04-14,91.74426990422349
2026-04-15,92.79501448419911
2026-04-16,95.45553871303456
2026-04-17,94.70030011971595
2026-04-20,96.08789561994439
