,IBIT
2022-06-27,187.41945447065518
2022-06-28,194.23150308604113
2022-06-29,202.80305293488837
2022-06-30,198.04794697086925
2022-07-01,204.34940443757074
2022-07-04,204.20520842543803
2022-07-05,210.81206979748748
2022-07-06,207.40061073372578
2022-07-07,218.5650549527692
2022-07-08,228.2321309718049
2022-07-11,241.80412379943644
2022-07-12,269.1774255605005
2022-07-13,286.72926482750216
2022-07-14,289.3387805689426
2022-07-15,288.6506198117024
2022-07-18,282.3894902229436
2022-07-19,293.6261253484294
2022-07-20,283.33597967637417
2022-07-21,288.53827552765733
2022-07-22,297.4641204286689
2022-07-25,276.9030781922248
2022-07-26,269.0375333535303
2022-07-27,262.78204168426123
2022-07-28,252.02568914939087
2022-07-29,262.87208841946403
2022-08-01,271.2361511575434
2022-08-02,289.0125525696254
2022-08-03,308.64082992692164
2022-08-04,304.576342923431
2022-08-05,336.6484552553083
2022-08-08,350.0305387310952
2022-08-09,330.50584350940323
2022-08-10,317.0903928949817
2022-08-11,305.3836911014915
2022-08-12,324.94843581405905
2022-08-15,343.1878861933651
2022-08-16,351.2188639785039
2022-08-17,370.1230321235114
2022-08-18,373.73838720545524
2022-08-19,375.10060743166093
2022-08-22,361.129195611112
2022-08-23,369.6579503947134
2022-08-24,360.21386592218704
2022-08-25,385.0293156308367
2022-08-26,393.9346908603825
2022-08-29,415.2433661235842
2022-08-30,459.3502730324439
2022-08-31,461.4656743319956
2022-09-01,469.2625918768368
2022-09-02,461.4525298723115
2022-09-05,447.3172498049258
2022-09-06,439.59677129571446
2022-09-07,408.21041293448354
2022-09-08,430.9868400910337
2022-09-09,391.0524885814885
2022-09-12,368.7138332491956
2022-09-13,332.7623984436689
2022-09-14,332.90737454930667
2022-09-15,337.31858641122756
2022-09-16,324.8308199288304
2022-09-19,321.1072446963094
2022-09-20,322.5734642917487
2022-09-21,303.60666843318864
2022-09-22,312.6455435517173
2022-09-23,300.0124335254472
2022-09-26,294.58379426681347
2022-09-27,281.9022736923035
2022-09-28,294.9043245514656
2022-09-29,284.3912108819511
2022-09-30,305.3639119613812
2022-10-03,289.29604126137036
2022-10-04,270.7996710710983
2022-10-05,262.8286040206227
2022-10-06,262.78478701326696
2022-10-07,252.3982558468501
2022-10-10,260.66693553386466
2022-10-11,269.502041754547
2022-10-12,268.85558339267044
2022-10-13,279.31061575152273
2022-10-14,270.9204128339407
2022-10-17,248.9189668423485
2022-10-18,245.3848782912496
2022-10-19,253.86227381751573
2022-10-20,259.0815599358999
2022-10-21,272.7710106464347
2022-10-24,259.82210975906463
2022-10-25,249.6817164527989
2022-10-26,243.44194043329645
2022-10-27,240.80911410979112
2022-10-28,233.80895797975057
2022-10-31,225.83592999314465
2022-11-01,222.9751421939604
2022-11-02,227.49666398967054
2022-11-03,227.32259652534822
2022-11-04,235.49332650475296
2022-11-07,236.39138084394844
2022-11-08,227.52169989868722
2022-11-09,225.4923807306136
2022-11-10,236.6638461908006
2022-11-11,246.44571590701898
2022-11-14,258.9601211559445
2022-11-15,277.2680367024676
2022-11-16,271.63204638369746
2022-11-17,286.2114482081675
2022-11-18,291.1839102925229
2022-11-21,287.3892082387246
2022-11-22,294.2641693858945
2022-11-23,298.0877307687634
2022-11-24,269.120002890194
2022-11-25,269.90579015848914
2022-11-28,273.1252745497529
2022-11-29,266.4427325381877
2022-11-30,258.71695450404115
2022-12-01,247.81704073812028
2022-12-02,248.33856000893576
2022-12-05,253.7577128132311
2022-12-06,259.9821471405689
2022-12-07,260.1403876301717
2022-12-08,263.9180345394425
2022-12-09,234.82701966630407
2022-12-12,236.8961680427891
2022-12-13,238.3099230559092
2022-12-14,226.60325239188026
2022-12-15,210.20866667611148
2022-12-16,220.17942887507655
2022-12-19,214.391003916313
2022-12-20,214.54524373083012
2022-12-21,215.37166578679287
2022-12-22,225.75204211791925
2022-12-23,231.86352671718817
2022-12-26,236.49317143342986
2022-12-27,232.94113626920057
2022-12-28,226.4315284954334
2022-12-29,235.68503684406696
2022-12-30,237.55804733378247
2023-01-02,243.9909004119491
2023-01-03,244.60463908017118
2023-01-04,244.18847546371342
2023-01-05,246.57114229371854
2023-01-06,237.40080772576184
2023-01-09,253.0673222595525
2023-01-10,243.69089484867388
2023-01-11,263.67604226295174
2023-01-12,253.25929256336855
2023-01-13,254.40539105953314
2023-01-16,245.7763057114625
2023-01-17,256.2197707422633
2023-01-18,273.02765037872916
2023-01-19,271.6877739410459
2023-01-20,269.3351395693445
2023-01-23,284.5349029801423
2023-01-24,279.51706745804915
2023-01-25,275.9649771842838
2023-01-26,250.34303688625818
2023-01-27,243.36993372934907
2023-01-30,218.1148636259604
2023-01-31,222.5912069032847
2023-02-01,224.72679530816077
2023-02-02,233.38605425304632
2023-02-03,230.15370863797867
2023-02-06,235.5737772241003
2023-02-07,229.64000803769298
2023-02-08,222.98492589801066
2023-02-09,230.1205920837778
2023-02-10,226.74941109130452
2023-02-13,208.80183892016268
2023-02-14,198.24660855214984
2023-02-15,189.50207351934452
2023-02-16,194.7087854132834
2023-02-17,192.06579857236014
2023-02-20,199.7428880298213
2023-02-21,191.36985680279142
2023-02-22,195.93403881486526
2023-02-23,186.33343664732283
2023-02-24,190.53752150470785
2023-02-27,191.40151442145233
2023-02-28,189.19267320460173
2023-03-01,196.10533217516746
2023-03-02,206.03010759756083
2023-03-03,203.3309972393758
2023-03-06,192.20626641344143
2023-03-07,180.80592686462532
2023-03-08,175.96657027754983
2023-03-09,169.98991811225952
2023-03-10,179.5050192065075
2023-03-13,179.48950448088405
2023-03-14,174.50822412524585
2023-03-15,169.95210497967196
2023-03-16,175.3678922052004
2023-03-17,174.0877504360882
2023-03-20,175.02592722273226
2023-03-21,189.65709710501847
2023-03-22,194.249647383958
2023-03-23,193.89778710362546
2023-03-24,198.47241999411142
2023-03-27,204.75410123027737
2023-03-28,197.9630992796822
2023-03-29,193.64094666646358
2023-03-30,179.3643617439279
2023-03-31,168.69551184630137
2023-04-03,157.9076163012504
2023-04-04,167.31833384215017
2023-04-05,172.4101280862912
2023-04-06,172.7298013873547
2023-04-07,186.07941181251556
2023-04-10,203.1284643691364
2023-04-11,191.19963562703302
2023-04-12,182.8994578994389
2023-04-13,186.14654447367144
2023-04-14,189.26301052803953
2023-04-17,197.12790913025833
2023-04-18,194.03700632478856
2023-04-19,183.6805405647526
2023-04-20,164.37913207983692
2023-04-21,171.5657914901139
2023-04-24,173.39240105094174
2023-04-25,172.53129727953285
2023-04-26,167.1335478595529
2023-04-27,167.0280836763225
2023-04-28,167.13852889475334
2023-05-01,159.56497131598428
2023-05-02,166.71555421707367
2023-05-03,159.19825696261688
2023-05-04,165.64399375748053
2023-05-05,151.9209172479879
2023-05-08,159.28463652886583
2023-05-09,163.40286152638777
2023-05-10,165.58485344075348
2023-05-11,158.2671956987159
2023-05-12,154.42534588208107
2023-05-15,153.15197370159416
2023-05-16,153.00732310571613
2023-05-17,151.52246971487546
2023-05-18,161.66552166225853
2023-05-19,153.77635354710608
2023-05-22,146.1137174777327
2023-05-23,138.50982183448616
2023-05-24,142.93102168546645
2023-05-25,152.710448909218
2023-05-26,151.30528507714857
2023-05-29,150.2145942692276
2023-05-30,162.02226033621284
2023-05-31,155.31771422074564
2023-06-01,145.35690270630585
2023-06-02,150.74469918628074
2023-06-05,150.45603039644456
2023-06-06,163.99316938693306
2023-06-07,164.02069297384892
2023-06-08,178.00111579978207
2023-06-09,166.59275523147122
2023-06-12,161.6173643562081
2023-06-13,171.8696959300725
2023-06-14,165.2254213565741
2023-06-15,154.9992141981265
2023-06-16,150.1365974953209
2023-06-19,156.92031272415562
2023-06-20,153.60353382619593
2023-06-21,159.44936717480846
2023-06-22,152.94819626022013
2023-06-23,152.09075633082588
2023-06-26,150.5952949017546
2023-06-27,146.38304854931548
2023-06-28,141.8532824979976
2023-06-29,137.8116113784244
2023-06-30,128.6284703055719
2023-07-03,139.2359437666858
2023-07-04,138.55357991383806
2023-07-05,138.27318392886997
2023-07-06,131.3252180578875
2023-07-07,134.39291002906498
2023-07-10,136.76017631385443
2023-07-11,131.61613707794734
2023-07-12,131.56996349476458
2023-07-13,138.52334963608445
2023-07-14,139.94769204061976
2023-07-17,135.6434403722558
2023-07-18,133.86417791111577
2023-07-19,131.06998278251658
2023-07-20,140.45583715206206
2023-07-21,144.7609891309282
2023-07-24,145.98106162925612
2023-07-25,137.9363293228097
2023-07-26,146.95782371344265
2023-07-27,140.4272384004547
2023-07-28,140.84209730695227
2023-07-31,145.0323112293538
2023-08-01,142.33163184431763
2023-08-02,137.97130268860988
2023-08-03,126.74388883522454
2023-08-04,132.7486628395785
2023-08-07,130.50623005513543
2023-08-08,142.8131176967443
2023-08-09,129.90038724565744
2023-08-10,123.40261061621047
2023-08-11,128.52141648964846
2023-08-14,127.0462757047208
2023-08-15,144.84845480268476
2023-08-16,137.23105370774908
2023-08-17,142.30679791868764
2023-08-18,132.96508786881458
2023-08-21,136.43508536360696
2023-08-22,135.53478188320048
2023-08-23,132.37997423132526
2023-08-24,135.34695194721417
2023-08-25,135.11718081474427
2023-08-28,138.94740055256557
2023-08-29,142.77454006144214
2023-08-30,135.991476615782
2023-08-31,131.9403186707615
2023-09-01,118.75600223978931
2023-09-04,114.33133436557988
2023-09-05,121.5588495770615
2023-09-06,116.0404744407196
2023-09-07,112.2901505097257
2023-09-08,108.7037664557905
2023-09-11,115.25742493402747
2023-09-12,120.16041247997677
2023-09-13,117.22220065551492
2023-09-14,116.32092070316176
2023-09-15,105.43403650697158
2023-09-18,100.04177422132206
2023-09-19,96.82569008865842
2023-09-20,86.69902507746261
2023-09-21,84.46873349979785
2023-09-22,88.81512845225592
2023-09-25,89.05204784705873
2023-09-26,86.0053877955118
2023-09-27,84.2752400050108
2023-09-28,91.0575798438674
2023-09-29,95.84004296490723
2023-10-02,98.25189310931293
2023-10-03,99.23057639108401
2023-10-04,100.01822991529139
2023-10-05,100.90662535104815
2023-10-06,98.02928850209399
2023-10-09,99.92728035031118
2023-10-10,97.8851437811881
2023-10-11,96.8565355571568
2023-10-12,98.74588962031173
2023-10-13,104.55742791627061
2023-10-16,107.19611321128302
2023-10-17,107.95871673922322
2023-10-18,100.72951980880404
2023-10-19,111.79503428992743
2023-10-20,111.59106801031193
2023-10-23,115.52916097051744
2023-10-24,107.87959501128216
2023-10-25,111.52305252180774
2023-10-26,112.18560918257958
2023-10-27,121.29452778248168
2023-10-30,131.55991472025858
2023-10-31,132.6123367834543
2023-11-01,134.59137975225372
2023-11-02,139.5518273762405
2023-11-03,141.01509439841178
2023-11-06,146.3265195191266
2023-11-07,139.34900680003938
2023-11-08,144.61532382921038
2023-11-09,153.71969000320476
2023-11-10,152.6756879383785
2023-11-13,161.38052011696283
2023-11-14,170.99521834227775
2023-11-15,168.12868264322034
2023-11-16,165.54479024285837
2023-11-17,160.06852351706596
2023-11-20,163.78181368721695
2023-11-21,159.55679282998048
2023-11-22,156.68590905037289
2023-11-23,150.3263452610379
2023-11-24,152.50331068644732
2023-11-27,160.5055577036257
2023-11-28,149.9421056730255
2023-11-29,152.88904149753623
2023-11-30,158.45376077789155
2023-12-01,154.7398415964959
2023-12-04,153.21518403428823
2023-12-05,154.48313640578812
2023-12-06,149.5556831822818
2023-12-07,152.32221911737426
2023-12-08,157.58173495813583
2023-12-11,163.68699479768546
2023-12-12,158.84733426444143
2023-12-13,160.8663780968647
2023-12-14,164.67093751773106
2023-12-15,172.80171571516513
2023-12-18,179.20410096763632
2023-12-19,168.01883051086145
2023-12-20,154.69474407548768
2023-12-21,150.76494386347326
2023-12-22,155.7893008296326
2023-12-25,147.90560433404656
2023-12-26,149.55795455166066
2023-12-27,147.612337544999
2023-12-28,149.8350549562753
2023-12-29,146.9024803977985
2024-01-01,148.78263451925088
2024-01-02,148.3369106849887
2024-01-03,145.13143908476437
2024-01-04,150.93357821001416
2024-01-05,159.17106782921263
2024-01-08,167.70063531985485
2024-01-09,158.92855265484053
2024-01-10,159.35185192315592
2024-01-11,156.5990198372732
2024-01-12,153.98297909337273
2024-01-15,143.28882341613507
2024-01-16,140.0598325353141
2024-01-17,146.33390501967554
2024-01-18,142.66274426297647
2024-01-19,142.10718700561
2024-01-22,138.17190224419036
2024-01-23,138.2192657229574
2024-01-24,146.5855827108227
2024-01-25,142.13080587797674
2024-01-26,134.48503357402112
2024-01-29,128.38124284725788
2024-01-30,122.11053283323943
2024-01-31,116.31342155067708
2024-02-01,112.21005196139397
2024-02-02,107.81999545173765
2024-02-05,103.02676094450662
2024-02-06,106.17331195971404
2024-02-07,95.1230490179388
2024-02-08,98.71636533808307
2024-02-09,92.67661942763002
2024-02-12,93.97728329520854
2024-02-13,86.3366793779662
2024-02-14,87.8998724349665
2024-02-15,89.36517501971026
2024-02-16,88.86130737291175
2024-02-19,91.80562436267181
2024-02-20,87.53817866138806
2024-02-21,95.88740048113355
2024-02-22,96.9645928560104
2024-02-23,93.05231909253865
2024-02-26,91.58026192802747
2024-02-27,89.06969840817028
2024-02-28,80.74818780577921
2024-02-29,82.95804686222684
2024-03-01,80.85407783139262
2024-03-04,82.27608380030323
2024-03-05,84.83623098327836
2024-03-06,88.39124724581691
2024-03-07,89.0343364143531
2024-03-08,85.75270601884765
2024-03-11,87.97822278187112
2024-03-12,79.90098743392392
2024-03-13,79.29570933665494
2024-03-14,67.49509835834404
2024-03-15,68.14045564362505
2024-03-18,62.509108356027234
2024-03-19,63.16882812275354
2024-03-20,63.55249613751484
2024-03-21,62.86614902482194
2024-03-22,61.21820174868164
2024-03-25,57.01425501802264
2024-03-26,54.69700974036748
2024-03-27,54.98127570674314
2024-03-28,52.20353253858333
2024-03-29,50.23397173943983
2024-04-01,49.17798836223014
2024-04-02,50.065070010542655
2024-04-03,47.97194758925103
2024-04-04,49.42645060109369
2024-04-05,50.8533611725633
2024-04-08,46.59958468757269
2024-04-09,48.575755630248196
2024-04-10,51.239140954378
2024-04-11,53.4675097968187
2024-04-12,52.55729867604487
2024-04-15,51.946288460654735
2024-04-16,48.70213931235406
2024-04-17,51.28490096352816
2024-04-18,46.94288075016105
2024-04-19,43.79523685779722
2024-04-22,45.4204104321709
2024-04-23,43.50649845728906
2024-04-24,43.99906614670447
2024-04-25,46.7909134853536
2024-04-26,43.03611580901388
2024-04-29,38.92294795789192
2024-04-30,39.77193153573866
2024-05-01,41.66396183201484
2024-05-02,41.896863596547156
2024-05-03,44.00723046705263
2024-05-06,44.79939639926743
2024-05-07,45.91573378855633
2024-05-08,43.724102727562
2024-05-09,46.27289381676426
2024-05-10,48.58916962969339
2024-05-13,47.25361864547805
2024-05-14,47.51969478184173
2024-05-15,47.87274300361846
2024-05-16,45.07826462508524
2024-05-17,43.24248883552519
2024-05-20,43.55002338466951
2024-05-21,43.283784562246375
2024-05-22,42.338876429170504
2024-05-23,37.73592468167208
2024-05-24,37.12384258378217
2024-05-27,39.53443661680975
2024-05-28,40.71384800510235
2024-05-29,38.562260445528445
2024-05-30,39.594644386483985
2024-05-31,36.83418194752945
2024-06-03,39.0379494439173
2024-06-04,41.34266326762489
2024-06-05,43.10784907186445
2024-06-06,46.41109112374631
2024-06-07,46.1348203110041
2024-06-10,43.43748278982487
2024-06-11,43.09350190509406
2024-06-12,42.505834411392925
2024-06-13,41.898302071545984
2024-06-14,41.7891764603073
2024-06-17,39.892646963081205
2024-06-18,39.654464246637836
2024-06-19,39.002832138716556
2024-06-20,40.03945964004085
2024-06-21,39.515979130389546
2024-06-24,39.25485889306164
2024-06-25,37.717071093827556
2024-06-26,39.48044491346875
2024-06-27,39.48366426479753
2024-06-28,38.65279666020401
2024-07-01,37.731116169543604
2024-07-02,34.477075902907245
2024-07-03,33.654824428685174
2024-07-04,34.003520707105615
2024-07-05,33.82621350397797
2024-07-08,34.3183198273936
2024-07-09,35.53884622669345
2024-07-10,35.608025389799195
2024-07-11,37.352911550115856
2024-07-12,38.72078381473727
2024-07-15,37.15730474166092
2024-07-16,36.57236782256205
2024-07-17,36.85120141493057
2024-07-18,36.47316056711439
2024-07-19,38.869927148985184
2024-07-22,39.30597074508238
2024-07-23,41.71604716122297
2024-07-24,38.23309818817845
2024-07-25,36.263313959020024
2024-07-26,36.51727201812137
2024-07-29,36.29094336929514
2024-07-30,34.099926717893084
2024-07-31,36.1518142157224
2024-08-01,36.28283954961024
2024-08-02,34.82545995991761
2024-08-05,37.93298020514636
2024-08-06,37.22337204839469
2024-08-07,38.27808191550318
2024-08-08,38.006474916513326
2024-08-09,37.24482719562025
2024-08-12,39.54201976056905
2024-08-13,40.4630482051376
2024-08-14,38.26567402622544
2024-08-15,40.70441644150623
2024-08-16,41.20399624165564
2024-08-19,38.10605411126402
2024-08-20,40.25368882729439
2024-08-21,40.45417391570984
2024-08-22,40.190805037674224
2024-08-23,37.560046599659486
2024-08-26,39.21439172136118
2024-08-27,37.22745203325683
2024-08-28,36.93052694865603
2024-08-29,36.68040293610911
2024-08-30,34.977436364495986
2024-09-02,34.83578600797558
2024-09-03,37.12759272906801
2024-09-04,38.402356627917385
2024-09-05,39.64669744950292
2024-09-06,38.509278288094265
2024-09-09,37.45304568274917
2024-09-10,37.105579352912315
2024-09-11,36.651616768236664
2024-09-12,35.838060826797154
2024-09-13,37.12321782748393
2024-09-16,37.3156590002989
2024-09-17,39.55236323980392
2024-09-18,40.95770156848388
2024-09-19,40.30699636922677
2024-09-20,39.97943141223314
2024-09-23,39.15435163697499
2024-09-24,38.261679052518254
2024-09-25,39.39215896520582
2024-09-26,38.06828274054113
2024-09-27,38.1210903573194
2024-09-30,39.68316118862982
2024-10-01,38.304839930476554
2024-10-02,38.11184545433255
2024-10-03,39.77466592909268
2024-10-04,42.71043824101745
2024-10-07,45.125260177932134
2024-10-08,43.30257194394874
2024-10-09,43.54595119895575
2024-10-10,43.794059357342405
2024-10-11,45.951954975448594
2024-10-14,45.89580950039147
2024-10-15,47.30842474927504
2024-10-16,47.69912689099392
2024-10-17,48.12411975653787
2024-10-18,46.24118831696939
2024-10-21,46.75518263296295
2024-10-22,52.15042471027231
2024-10-23,53.93547009297938
2024-10-24,52.74694526194265
2024-10-25,53.95985243281132
2024-10-28,51.03502662023662
2024-10-29,46.76852384939244
2024-10-30,44.92497569802224
2024-10-31,45.85171941979451
2024-11-01,47.372355741221654
2024-11-04,45.85932815879271
2024-11-05,42.18564262532677
2024-11-06,42.28789392637207
2024-11-07,44.97385368820032
2024-11-08,45.74673728598978
2024-11-11,44.752886189405025
2024-11-12,42.17561868183865
2024-11-13,41.6342597792214
2024-11-14,41.318965340042624
2024-11-15,43.4715647800665
2024-11-18,41.597198359780855
2024-11-19,43.23298025602077
2024-11-20,43.86703264176525
2024-11-21,44.98526032496923
2024-11-22,44.26952731667056
2024-11-25,43.97141004690451
2024-11-26,47.15154342858562
2024-11-27,42.955441657377406
2024-11-28,45.44525884825267
2024-11-29,43.23415093373013
2024-12-02,43.5011465543742
2024-12-03,41.41123336333112
2024-12-04,41.82564215669969
2024-12-05,40.68456459509465
2024-12-06,40.84261893463107
2024-12-09,39.98862627171443
2024-12-10,37.552171573638596
2024-12-11,38.50491837754596
2024-12-12,39.37305732943716
2024-12-13,39.9236880637298
2024-12-16,40.02248990926371
2024-12-17,40.311055378312126
2024-12-18,38.593712755697545
2024-12-19,41.238832893685576
2024-12-20,39.207479275518494
2024-12-23,40.0369081637975
2024-12-24,34.93355859283049
2024-12-25,36.71228504789192
2024-12-26,34.72680113534387
2024-12-27,33.9952018097959
2024-12-30,34.30370975666675
2024-12-31,34.59581662363706
2025-01-01,36.43831927193285
2025-01-02,35.612147812790546
2025-01-03,37.63332228572847
2025-01-06,38.08856549593055
2025-01-07,33.937911449652916
2025-01-08,34.194891548895086
2025-01-09,33.626505822824285
2025-01-10,35.24832017625167
2025-01-13,34.941923795081394
2025-01-14,34.06648208843368
2025-01-15,33.26858758519564
2025-01-16,31.696542323100086
