,IWF
2022-06-16,97.96752977495262
2022-06-17,99.59349558801266
2022-06-20,100.18118817517771
2022-06-21,99.54960214416703
2022-06-22,100.36643239419563
2022-06-23,99.76279898151593
2022-06-24,99.77805522989036
2022-06-27,99.36785217209489
2022-06-28,99.66712408207779
2022-06-29,101.38855674073201
2022-06-30,100.86525830610398
2022-07-01,102.11204641580294
2022-07-04,101.47663652050049
2022-07-05,100.50965461686738
2022-07-06,100.63428430637987
2022-07-07,99.63289514320212
2022-07-08,100.26404108740465
2022-07-11,100.8029279301345
2022-07-12,100.2314565803782
2022-07-13,98.89861537497562
2022-07-14,98.35030940672075
2022-07-15,99.78067252708718
2022-07-18,98.986829585945
2022-07-19,101.61001446677295
2022-07-20,102.49162298752562
2022-07-21,101.48576923253627
2022-07-22,100.81351719680791
2022-07-25,102.30862060200296
2022-07-26,102.55154332248759
2022-07-27,102.87171641182749
2022-07-28,101.64482460776733
2022-07-29,101.28799041096086
2022-08-01,103.67894692451142
2022-08-02,104.62686959395278
2022-08-03,103.49306762263335
2022-08-04,102.14927893341765
2022-08-05,101.29658405448998
2022-08-08,101.53708658384433
2022-08-09,102.74147257010875
2022-08-10,104.48289899479613
2022-08-11,104.1118244535743
2022-08-12,103.04361238927714
2022-08-15,102.37736493486852
2022-08-16,101.87052121297093
2022-08-17,103.09646281651371
2022-08-18,104.42814580344131
2022-08-19,103.0102642492398
2022-08-22,102.70068766665736
2022-08-23,103.78795401898651
2022-08-24,101.71580670110446
2022-08-25,99.65405480885045
2022-08-26,99.87415896873507
2022-08-29,100.58292637477815
2022-08-30,100.70743146432966
2022-08-31,101.50055178143187
2022-09-01,100.50065221425646
2022-09-02,101.27723810510241
2022-09-05,98.9414452369638
2022-09-06,98.91176354317611
2022-09-07,98.36814580320447
2022-09-08,99.06306796792266
2022-09-09,98.62731398077776
2022-09-12,97.26124189516105
2022-09-13,94.69918077401327
2022-09-14,94.53097581308265
2022-09-15,91.62591554427904
2022-09-16,91.50401477668434
2022-09-19,93.74737970481695
2022-09-20,92.91513952034781
2022-09-21,93.73781427221442
2022-09-22,92.82281704191162
2022-09-23,92.3915721969148
2022-09-26,92.65896124420024
2022-09-27,90.55102469542582
2022-09-28,90.20762435563245
2022-09-29,89.4079467350313
2022-09-30,89.69719026230942
2022-10-03,90.85337509998978
2022-10-04,89.42597726194133
2022-10-05,90.33365709697202
2022-10-06,90.44858013438403
2022-10-07,90.63980502392789
2022-10-10,89.58233111654951
2022-10-11,88.33836369077702
2022-10-12,86.48845618365387
2022-10-13,86.5922807629375
2022-10-14,86.43386665756003
2022-10-17,86.49814298829614
2022-10-18,86.73213186841812
2022-10-19,87.04402787437402
2022-10-20,86.42164648068277
2022-10-21,86.70944443891932
2022-10-24,87.32494479391228
2022-10-25,86.43491537284046
2022-10-26,85.99160131813042
2022-10-27,87.01224233217178
2022-10-28,88.9820028722677
2022-10-31,88.49024291113443
2022-11-01,88.68274593294356
2022-11-02,89.9309560069056
2022-11-03,89.62213351963454
2022-11-04,90.66222156490879
2022-11-07,90.58664032320343
2022-11-08,91.35202227757063
2022-11-09,92.63177149506771
2022-11-10,93.53469872618747
2022-11-11,93.18349833871194
2022-11-14,95.62855777476395
2022-11-15,95.82055263646848
2022-11-16,96.0705809232757
2022-11-17,95.80403173790783
2022-11-18,95.5616197115485
2022-11-21,94.5606757906646
2022-11-22,96.67857850994889
2022-11-23,95.90795203691984
2022-11-24,96.18917382066903
2022-11-25,96.69624551906165
2022-11-28,96.66590553193669
2022-11-29,95.14109340105824
2022-11-30,95.18882422593829
2022-12-01,96.49702501037069
2022-12-02,98.47453126059725
2022-12-05,98.673812059173
2022-12-06,97.70572093501546
2022-12-07,98.3402624131073
2022-12-08,99.84816311798977
2022-12-09,100.26922841728955
2022-12-12,99.26248591337665
2022-12-13,98.73939853782787
2022-12-14,96.83035045893979
2022-12-15,96.95372781737022
2022-12-16,99.19213091623233
2022-12-19,99.65811971769374
2022-12-20,99.22221056131002
2022-12-21,100.83854975595806
2022-12-22,99.993082068598
2022-12-23,99.21543268916805
2022-12-26,99.95806823329836
2022-12-27,102.97899973733315
2022-12-28,101.31881452346082
2022-12-29,102.2649600280431
2022-12-30,99.1646506392796
2023-01-02,100.88266645125117
2023-01-03,99.72454860755803
2023-01-04,101.27148723197566
2023-01-05,101.07515991541511
2023-01-06,101.55223242725083
2023-01-09,103.16046233762009
2023-01-10,103.98127889600894
2023-01-11,103.65285729487485
2023-01-12,104.03763921402813
2023-01-13,105.95113403844361
2023-01-16,104.61786415074161
2023-01-17,105.3928656356216
2023-01-18,105.66104403151996
2023-01-19,106.40463385120589
2023-01-20,108.72343192024204
2023-01-23,107.87048935817276
2023-01-24,109.70083596176705
2023-01-25,106.95072556076511
2023-01-26,106.0089901798165
2023-01-27,105.78414683381412
2023-01-30,106.50347763099879
2023-01-31,106.02960884278649
2023-02-01,106.15174878960332
2023-02-02,107.49488993275608
2023-02-03,106.74537379569331
2023-02-06,107.87105692504599
2023-02-07,105.15238249629778
2023-02-08,105.94305525113872
2023-02-09,105.94953155845504
2023-02-10,104.96050228490044
2023-02-13,104.39495556468239
2023-02-14,102.342752429277
2023-02-15,101.52296969475121
2023-02-16,99.98686033340005
2023-02-17,100.79049973188023
2023-02-20,99.76206311543667
2023-02-21,100.93683102508773
2023-02-22,101.3649342097584
2023-02-23,101.13522120100167
2023-02-24,99.43172080520847
2023-02-27,98.6274994547518
2023-02-28,99.37827629322594
2023-03-01,102.81128839834457
2023-03-02,101.00644444970308
2023-03-03,100.65257028404282
2023-03-06,100.56107506467333
2023-03-07,101.60239338393065
2023-03-08,99.83534233649816
2023-03-09,100.69521421046674
2023-03-10,100.9887497671234
2023-03-13,101.51294014726895
2023-03-14,99.7272915529453
2023-03-15,101.37362322405565
2023-03-16,103.71988384415494
2023-03-17,104.34318759503569
2023-03-20,102.22909333698793
2023-03-21,104.52983474153508
2023-03-22,105.03373801494564
2023-03-23,106.064014386442
2023-03-24,102.74689181848035
2023-03-27,103.08391887455817
2023-03-28,103.33004155652768
2023-03-29,103.33719250116178
2023-03-30,101.83455135530275
2023-03-31,101.67160537253534
2023-04-03,101.57964889065745
2023-04-04,101.1422601281223
2023-04-05,98.86944263671327
2023-04-06,98.55504120148585
2023-04-07,96.84297896872638
2023-04-10,97.54228675398471
2023-04-11,98.38312522261519
2023-04-12,98.71191411334004
2023-04-13,99.44057157307465
2023-04-14,98.43828317752994
2023-04-17,98.24601063975894
2023-04-18,96.32554833873812
2023-04-19,96.13544847275392
2023-04-20,98.42111616378389
2023-04-21,97.51298370493757
2023-04-24,96.27292774659134
2023-04-25,96.17169594145481
2023-04-26,98.46803863065496
2023-04-27,98.84619942361032
2023-04-28,99.81881497519663
2023-05-01,100.89027593193016
2023-05-02,98.47194211359486
2023-05-03,100.10451335763275
2023-05-04,100.11053122428936
2023-05-05,98.07809847045978
2023-05-08,100.32109112957185
2023-05-09,100.7551784372061
2023-05-10,99.98855410580319
2023-05-11,99.5438711703008
2023-05-12,99.66487568405152
2023-05-15,99.89588445993711
2023-05-16,96.21662420756425
2023-05-17,95.90727148353939
2023-05-18,96.7585774347926
2023-05-19,94.79044961012289
2023-05-22,93.77527281612826
2023-05-23,95.0794674388916
2023-05-24,94.73830470936552
2023-05-25,93.34420912105257
2023-05-26,95.18848302015218
2023-05-29,95.38332387263713
2023-05-30,96.37404862675928
2023-05-31,97.03483001019704
2023-06-01,96.13651194373176
2023-06-02,95.29815321694286
2023-06-05,95.82439130219291
2023-06-06,94.81053163767903
2023-06-07,95.39003615638151
2023-06-08,95.63740414259739
2023-06-09,96.05140009652098
2023-06-12,93.89338776917212
2023-06-13,91.19512131597293
2023-06-14,93.25606925564492
2023-06-15,94.43716157401197
2023-06-16,95.75370793854921
2023-06-19,97.4768290402375
2023-06-20,97.73422729939608
2023-06-21,98.52224668652462
2023-06-22,98.24956283274237
2023-06-23,97.46314954888301
2023-06-26,98.35059164567745
2023-06-27,98.19199375974162
2023-06-28,98.71163737021514
2023-06-29,98.40495582017526
2023-06-30,98.6120555827847
2023-07-03,99.31583036799547
2023-07-04,98.0193442453034
2023-07-05,98.84380711591263
2023-07-06,98.98072172955789
2023-07-07,99.49386285627935
2023-07-10,100.64015648972573
2023-07-11,101.16622095556484
2023-07-12,101.57862891184838
2023-07-13,101.70953119421875
2023-07-14,101.44606445689155
2023-07-17,102.82290926682536
2023-07-18,104.47423051733762
2023-07-19,105.76033616926932
2023-07-20,106.00752346938194
2023-07-21,107.40618260493551
2023-07-24,104.76715766046362
2023-07-25,104.73231330534989
2023-07-26,105.46734709504426
2023-07-27,107.32699767818153
2023-07-28,107.23498479992142
2023-07-31,109.03076101112093
2023-08-01,111.5971686054279
2023-08-02,110.73061027366148
2023-08-03,110.48542229430383
2023-08-04,111.15117459604346
2023-08-07,110.68198743853715
2023-08-08,110.6574701780998
2023-08-09,111.6402979728655
2023-08-10,112.24072294408569
2023-08-11,112.22999074778829
2023-08-14,113.55546999225372
2023-08-15,112.985656076114
2023-08-16,112.60135228071069
2023-08-17,112.47858363215859
2023-08-18,114.69920045832629
2023-08-21,112.4624166362947
2023-08-22,111.45371985699641
2023-08-23,113.09829361291222
2023-08-24,114.22596643164428
2023-08-25,114.28170252398327
2023-08-28,114.03855047464602
2023-08-29,113.58259916540266
2023-08-30,112.30644136563559
2023-08-31,111.49167752923492
2023-09-01,112.21457428589146
2023-09-04,113.58868492858262
2023-09-05,115.71933805539638
2023-09-06,115.41267155998902
2023-09-07,114.01340026378837
2023-09-08,112.8583591262554
2023-09-11,112.25100691836592
2023-09-12,110.12007680697886
2023-09-13,111.95224696848899
2023-09-14,110.9490593744328
2023-09-15,111.32549100625546
2023-09-18,111.87670784546206
2023-09-19,111.98900476196955
2023-09-20,111.9767777715505
2023-09-21,114.2941621612039
2023-09-22,113.66732245699156
2023-09-25,115.54900369129417
2023-09-26,115.28691920509246
2023-09-27,112.2844932917022
2023-09-28,112.47938282342031
2023-09-29,111.81372508861105
2023-10-02,114.93946713531177
2023-10-03,114.4134123591218
2023-10-04,117.63370542891272
2023-10-05,117.56385608728996
2023-10-06,118.22074316524451
2023-10-09,120.18355496072321
2023-10-10,119.69029387697398
2023-10-11,120.53433327117983
2023-10-12,119.19724103043772
2023-10-13,118.75056087163671
2023-10-16,117.17366402158034
2023-10-17,117.43065009237546
2023-10-18,117.50781966632202
2023-10-19,116.51472916622292
2023-10-20,114.70794926811834
2023-10-23,114.52384431971929
2023-10-24,115.4509418342502
2023-10-25,116.24459937540786
2023-10-26,114.22109231101354
2023-10-27,113.70601411507755
2023-10-30,111.04078565106713
2023-10-31,110.79940900402316
2023-11-01,112.08802462080251
2023-11-02,112.71567598055681
2023-11-03,111.98806949797988
2023-11-06,114.66684134937046
2023-11-07,116.63932864587805
2023-11-08,118.87412736992393
2023-11-09,118.47783260317293
2023-11-10,117.72546793870389
2023-11-13,117.03488438491583
2023-11-14,116.53004427292406
2023-11-15,115.09274477763765
2023-11-16,112.78075997093286
2023-11-17,112.9962434953196
2023-11-20,111.35623711817047
2023-11-21,112.14313524677615
2023-11-22,112.14887112239555
2023-11-23,111.46664477112031
2023-11-24,112.43441645162729
2023-11-27,112.10179424365974
2023-11-28,112.47373526050883
2023-11-29,112.8029680921395
2023-11-30,115.98612543479283
2023-12-01,116.56942976866137
2023-12-04,115.56951535827164
2023-12-05,117.81192098878334
2023-12-06,118.3754537414637
2023-12-07,119.65965669835141
2023-12-08,119.83498856246548
2023-12-11,118.34922403877752
2023-12-12,118.14528513415729
2023-12-13,117.10409244784856
2023-12-14,116.43275144914713
2023-12-15,115.09640182809682
2023-12-18,117.40920349404371
2023-12-19,116.73195087858339
2023-12-20,113.54938516633686
2023-12-21,112.31558303094384
2023-12-22,112.23636661617556
2023-12-25,111.74869279130459
2023-12-26,112.52133851273425
2023-12-27,113.6348404284079
2023-12-28,112.17139817052191
2023-12-29,111.48233295155418
2024-01-01,110.25368262140522
2024-01-02,107.73534568373553
2024-01-03,108.73450725379554
2024-01-04,111.44566531919331
2024-01-05,112.26927256505137
2024-01-08,111.27148974051295
2024-01-09,111.76535563683655
2024-01-10,113.97548353667982
2024-01-11,113.78617996582538
2024-01-12,115.11604376098823
2024-01-15,111.26284415806637
2024-01-16,112.50078854169381
2024-01-17,115.10156033105257
2024-01-18,116.20686663307876
2024-01-19,117.58783064376455
2024-01-22,116.5887106190172
2024-01-23,116.61190783656947
2024-01-24,117.82839772190452
2024-01-25,118.41875747122516
2024-01-26,118.41897722349725
2024-01-29,119.76277589448597
2024-01-30,119.79752586366624
2024-01-31,118.76357300491675
2024-02-01,117.43367203070605
2024-02-02,118.00849184288474
2024-02-05,117.6844703922719
2024-02-06,115.74480603748802
2024-02-07,116.23685665880042
2024-02-08,117.22333288095226
2024-02-09,116.56259887158669
2024-02-12,116.1448128975598
2024-02-13,115.63655572423654
2024-02-14,116.91419232109648
2024-02-15,116.65844101226244
2024-02-16,114.1101812071299
2024-02-19,115.53038285833254
2024-02-20,117.47272497886773
2024-02-21,115.76346658916363
2024-02-22,115.0257011326683
2024-02-23,112.79391063439677
2024-02-26,113.26293832878689
2024-02-27,113.67867230820958
2024-02-28,112.32534740287437
2024-02-29,112.83204328449405
2024-03-01,113.73410601852612
2024-03-04,113.5529734078079
2024-03-05,113.68865960762784
2024-03-06,114.2766398067111
2024-03-07,114.06862349636965
2024-03-08,116.25458786694445
2024-03-11,116.16147592833552
2024-03-12,118.19691865337887
2024-03-13,118.02556783919044
2024-03-14,119.83684769854001
2024-03-15,120.31073140467016
2024-03-18,120.48363369302386
2024-03-19,120.02528997271374
2024-03-20,120.35667586453609
2024-03-21,118.86144168715722
2024-03-22,123.37287238307952
2024-03-25,125.94882873363869
2024-03-26,125.02828660803351
2024-03-27,123.50528396561317
2024-03-28,121.73315851327837
2024-03-29,120.68228752757655
2024-04-01,123.92331466761388
2024-04-02,122.47934499076756
2024-04-03,121.34538853632708
2024-04-04,122.96635663210074
2024-04-05,121.38477333468889
2024-04-08,122.474299180456
2024-04-09,123.62022950081138
2024-04-10,125.78328194231428
2024-04-11,125.88203266253662
2024-04-12,125.81915746218795
2024-04-15,125.28711728120452
2024-04-16,126.54445487842261
2024-04-17,126.50321584669435
2024-04-18,126.3336297463798
2024-04-19,123.95891571868101
2024-04-22,123.34645525055876
2024-04-23,126.1648275771603
2024-04-24,127.87364075561925
2024-04-25,127.09256720243711
2024-04-26,128.52144923555372
2024-04-29,128.81184232471585
2024-04-30,127.89555827674369
2024-05-01,124.34579406361456
2024-05-02,124.88963326531912
2024-05-03,126.09802854028244
2024-05-06,126.59770171636282
2024-05-07,126.84947568353999
2024-05-08,128.04143711665427
2024-05-09,127.6218551018723
2024-05-10,124.13513978205673
2024-05-13,123.50617380164594
2024-05-14,127.34299096836739
2024-05-15,128.3413814653758
2024-05-16,126.78457005749202
2024-05-17,128.11574418427395
2024-05-20,130.66847053313592
2024-05-21,128.4371592868682
2024-05-22,127.97808973619458
2024-05-23,127.78316208074526
2024-05-24,127.7611204603821
2024-05-27,128.86533324522821
2024-05-28,127.08861599230752
2024-05-29,128.29950022065017
2024-05-30,131.18761122138892
2024-05-31,133.46895007161115
2024-06-03,135.9715008844438
2024-06-04,136.59357464427015
2024-06-05,138.0670534704891
2024-06-06,137.95783526132433
2024-06-07,134.9608861771851
2024-06-10,134.49729871293232
2024-06-11,136.3176454449379
2024-06-12,134.34857388234082
2024-06-13,133.29845184176858
2024-06-14,130.75815384651165
2024-06-17,130.57272507076513
2024-06-18,130.75397371103128
2024-06-19,133.97063913665377
2024-06-20,134.18108301867426
2024-06-21,135.501061358216
2024-06-24,136.77855836690793
2024-06-25,137.64847635195005
2024-06-26,136.4546046392958
2024-06-27,136.0986760993652
2024-06-28,137.2603051399312
2024-07-01,136.23552436255332
2024-07-02,136.14974900393935
2024-07-03,136.67758142988822
2024-07-04,134.00830853001904
2024-07-05,133.16852766802458
2024-07-08,135.66842468980926
2024-07-09,136.920902551889
2024-07-10,135.5764575885893
2024-07-11,135.45883036607492
2024-07-12,136.37497447325205
2024-07-15,136.69947169898856
2024-07-16,135.25349522525522
2024-07-17,134.8535545574541
2024-07-18,136.27914522402764
2024-07-19,136.8716880645785
2024-07-22,138.83669932953444
2024-07-23,137.40959919988683
2024-07-24,135.450159735973
2024-07-25,134.33786938794506
2024-07-26,132.72600546506408
2024-07-29,130.0464038319223
2024-07-30,128.78696442689056
2024-07-31,127.57418590358023
2024-08-01,125.73748870386264
2024-08-02,125.946151315582
2024-08-05,127.28186427669503
2024-08-06,126.5383550381479
2024-08-07,128.3170064112431
2024-08-08,127.39362822299259
2024-08-09,126.2509072657483
2024-08-12,123.43938166527376
2024-08-13,125.40938730909399
2024-08-14,125.73872226188519
2024-08-15,125.43078205898593
2024-08-16,129.5248850484729
2024-08-19,130.57668366415817
2024-08-20,131.03115368190373
2024-08-21,130.784496389592
2024-08-22,132.59238248599087
2024-08-23,131.2835989364367
2024-08-26,132.3734877329305
2024-08-27,133.63571687646728
2024-08-28,134.55626589622216
2024-08-29,136.19632390158333
2024-08-30,136.696134967229
2024-09-02,140.19567740821256
2024-09-03,139.60125945787848
2024-09-04,142.79151829670326
2024-09-05,141.26551655681223
2024-09-06,140.55319008503682
2024-09-09,138.03867692668598
2024-09-10,139.6839617565372
2024-09-11,140.29940750007967
2024-09-12,141.37816965254527
2024-09-13,140.3687649431144
2024-09-16,138.3265959191256
2024-09-17,136.03459875573807
2024-09-18,135.40458220660128
2024-09-19,134.84922683416107
2024-09-20,135.58043289692228
2024-09-23,137.56811866160936
2024-09-24,136.58032092922548
2024-09-25,134.67520225034835
2024-09-26,135.60637624299997
2024-09-27,135.4748809214327
2024-09-30,135.40723546914805
2024-10-01,137.32557557279532
2024-10-02,135.75471793963095
2024-10-03,136.90434037336726
2024-10-04,139.70918812938962
2024-10-07,141.46080743345473
2024-10-08,140.45936562844383
2024-10-09,138.3423197738707
2024-10-10,139.04881307464706
2024-10-11,140.79566915307106
2024-10-14,141.52400638380203
2024-10-15,136.56740997517204
2024-10-16,138.5313277009203
2024-10-17,139.5325561037699
2024-10-18,141.42502769928018
2024-10-21,141.73007757823234
2024-10-22,143.91297006925302
2024-10-23,142.10077231503507
2024-10-24,144.30988532007544
2024-10-25,143.32044861188177
2024-10-28,144.0949511092695
2024-10-29,144.304379006009
2024-10-30,142.63675220909215
2024-10-31,143.41981018761243
2024-11-01,145.0241225605444
2024-11-04,144.7829073265099
2024-11-05,145.58833733916796
2024-11-06,142.97182549778947
2024-11-07,143.69028744249889
2024-11-08,146.60245732039564
2024-11-11,146.66127114724375
2024-11-12,147.73712268622862
2024-11-13,149.57759235657505
2024-11-14,151.76608223427243
2024-11-15,152.28654435455317
2024-11-18,149.99116954153345
2024-11-19,149.87142043771996
2024-11-20,148.2642137905525
2024-11-21,147.11577874590384
2024-11-22,149.9745906259799
2024-11-25,149.60722093921368
2024-11-26,150.40005373496606
2024-11-27,148.35957762400363
2024-11-28,151.31277354232063
2024-11-29,152.61896912329644
2024-12-02,152.02074471243793
2024-12-03,153.92172008424373
2024-12-04,152.80250404143774
2024-12-05,155.4643631299481
2024-12-06,154.11822741679907
2024-12-09,156.58061813092124
2024-12-10,158.88533120219023
2024-12-11,158.03122795306788
2024-12-12,156.86651643083405
2024-12-13,154.2521793159092
2024-12-16,154.30410125199566
2024-12-17,156.22715039347406
2024-12-18,155.54690096686053
2024-12-19,153.5085579724361
2024-12-20,154.5878132942031
2024-12-23,153.80120007093424
2024-12-24,154.25515389952858
2024-12-25,156.36964350344172
2024-12-26,155.59747669770607
2024-12-27,154.00915373127785
2024-12-30,152.83230443230482
2024-12-31,150.0245703996653
2025-01-01,151.13348929505278
2025-01-02,151.38560468094414
2025-01-03,152.14487380325264
2025-01-06,151.29246526589836
2025-01-07,151.498446727845
2025-01-08,149.9395466436849
2025-01-09,147.84294626199264
2025-01-10,148.10396186170408
2025-01-13,147.6048604710964
2025-01-14,146.96257645869838
2025-01-15,146.568846467852
2025-01-16,148.73631528428112
