Date,FTEC
2021-10-01,116.68386840820312
2021-10-04,113.78350830078125
2021-10-05,115.42283630371094
2021-10-06,116.25704956054688
2021-10-07,117.48899841308594
2021-10-08,116.92636108398438
2021-10-11,116.31526184082031
2021-10-12,116.0145492553711
2021-10-13,116.95545959472656
2021-10-14,119.53572845458984
2021-10-15,120.36024475097656
2021-10-18,121.43697357177734
2021-10-19,122.6106948852539
2021-10-20,122.27118682861328
2021-10-21,122.92111206054688
2021-10-22,122.35846710205078
2021-10-25,122.92111206054688
2021-10-26,123.08599853515625
2021-10-27,122.6301040649414
2021-10-28,123.92022705078125
2021-10-29,124.41492462158203
2021-11-01,124.5507583618164
2021-11-02,125.45285034179688
2021-11-03,126.23857879638672
2021-11-04,127.98463439941406
2021-11-05,128.3726043701172
2021-11-08,129.36199951171875
2021-11-09,128.99343872070312
2021-11-10,126.61688232421875
2021-11-11,127.27648162841797
2021-11-12,128.83824157714844
2021-11-15,128.65390014648438
2021-11-16,130.06044006347656
2021-11-17,129.44935607910156
2021-11-18,130.43875122070312
2021-11-19,131.07896423339844
2021-11-22,129.19712829589844
2021-11-23,128.59571838378906
2021-11-24,129.6724395751953
2021-11-26,126.69446563720703
2021-11-29,129.66275024414062
2021-11-30,128.3338165283203
2021-12-01,126.0445785522461
2021-12-02,127.30558013916016
2021-12-03,124.92903900146484
2021-12-06,125.99606323242188
2021-12-07,130.60369873046875
2021-12-08,131.48638916015625
2021-12-09,129.81796264648438
2021-12-10,131.97137451171875
2021-12-13,129.99258422851562
2021-12-14,127.8100357055664
2021-12-15,131.25360107421875
2021-12-16,127.42198181152344
2021-12-17,126.99147033691406
2021-12-20,125.38777160644531
2021-12-21,128.89642333984375
2021-12-22,130.43203735351562
2021-12-23,131.15126037597656
2021-12-27,133.8046112060547
2021-12-28,132.88125610351562
2021-12-29,132.95901489257812
2021-12-30,132.32728576660156
2021-12-31,131.59832763671875
2022-01-03,132.6966094970703
2022-01-04,131.08322143554688
2022-01-05,126.68040466308594
2022-01-06,126.14585876464844
2022-01-07,124.88237762451172
2022-01-10,125.07674407958984
2022-01-11,126.72901916503906
2022-01-12,127.0108871459961
2022-01-13,123.55082702636719
2022-01-14,124.4547348022461
2022-01-18,121.41259002685547
2022-01-19,119.70201873779297
2022-01-20,118.16638946533203
2022-01-21,115.61994171142578
2022-01-24,116.34886932373047
2022-01-25,113.38452911376953
2022-01-26,113.86074829101562
2022-01-27,112.9471664428711
2022-01-28,117.71931457519531
2022-01-31,121.26679992675781
2022-02-01,121.82080078125
2022-02-02,122.35535430908203
2022-02-03,118.63290405273438
2022-02-04,119.57566833496094
2022-02-07,118.89532470703125
2022-02-08,120.55729675292969
2022-02-09,123.36617279052734
2022-02-10,120.43094635009766
2022-02-11,116.66962432861328
2022-02-14,116.6307373046875
2022-02-15,119.94498443603516
2022-02-16,119.77005767822266
2022-02-17,115.89207458496094
2022-02-18,114.3758773803711
2022-02-22,113.26787567138672
2022-02-23,110.33265686035156
2022-02-24,114.4147720336914
2022-02-25,116.01841735839844
2022-02-28,116.07673645019531
2022-03-01,113.77327728271484
2022-03-02,116.21281433105469
2022-03-03,114.3758773803711
2022-03-04,112.16960906982422
2022-03-07,107.91258239746094
2022-03-08,107.4168930053711
2022-03-09,111.90719604492188
2022-03-10,110.060546875
2022-03-11,107.76681518554688
2022-03-14,105.4244613647461
2022-03-15,109.0108642578125
2022-03-16,112.91799926757812
2022-03-17,114.08429718017578
2022-03-18,116.73167419433594
2022-03-21,116.48827362060547
2022-03-22,118.34794616699219
2022-03-23,116.55640411376953
2022-03-24,119.57474517822266
2022-03-25,119.2729263305664
2022-03-28,120.7821044921875
2022-03-29,123.49858093261719
2022-03-30,121.59022521972656
2022-03-31,119.837646484375
2022-04-01,119.54554748535156
2022-04-04,121.90179443359375
2022-04-05,119.01976776123047
2022-04-06,115.82617950439453
2022-04-07,116.08907318115234
2022-04-08,114.40462493896484
2022-04-11,111.8244400024414
2022-04-12,111.47393035888672
2022-04-13,113.36282348632812
2022-04-14,110.6268539428711
2022-04-18,110.7047348022461
2022-04-19,112.94416809082031
2022-04-20,112.48654174804688
2022-04-21,110.3542251586914
2022-04-22,107.27748107910156
2022-04-25,108.98136901855469
2022-04-26,104.91148376464844
2022-04-27,106.00199127197266
2022-04-28,110.27635955810547
2022-04-29,105.71961975097656
2022-05-02,107.46247863769531
2022-05-03,107.53062438964844
2022-05-04,111.22079467773438
2022-05-05,105.63198852539062
2022-05-06,104.4928207397461
2022-05-09,100.03348541259766
2022-05-10,101.435546875
2022-05-11,97.96931457519531
2022-05-12,97.18064880371094
2022-05-13,100.89026641845703
2022-05-16,99.65373229980469
2022-05-17,102.496826171875
2022-05-18,97.88167572021484
2022-05-19,97.12223815917969
2022-05-20,97.22933959960938
2022-05-23,99.33243560791016
2022-05-24,97.4630126953125
2022-05-25,98.81639099121094
2022-05-26,101.29920959472656
2022-05-27,104.8335952758789
2022-05-31,104.00598907470703
2022-06-01,103.60680389404297
2022-06-02,106.42066192626953
2022-06-03,103.78202819824219
2022-06-06,103.7917709350586
2022-06-07,105.1841049194336
2022-06-08,104.03518676757812
2022-06-09,101.1336898803711
2022-06-10,97.17091369628906
2022-06-13,92.61421203613281
2022-06-14,93.14000701904297
2022-06-15,95.15544128417969
2022-06-16,91.05635833740234
2022-06-17,92.07615661621094
2022-06-21,94.42807006835938
2022-06-22,94.12557220458984
2022-06-23,95.74554443359375
2022-06-24,99.24903869628906
2022-06-27,98.52686309814453
2022-06-28,95.53085327148438
2022-06-29,95.54061889648438
2022-06-30,94.17434692382812
2022-07-01,94.50615692138672
2022-07-05,95.94072723388672
2022-07-06,96.63360595703125
2022-07-07,98.76109313964844
2022-07-08,98.81963348388672
2022-07-11,97.24845123291016
2022-07-12,95.90168762207031
2022-07-13,95.6967544555664
2022-07-14,96.37989044189453
2022-07-15,98.09745788574219
2022-07-18,97.22891998291016
2022-07-19,100.20542907714844
2022-07-20,102.01083374023438
2022-07-21,103.4551773071289
2022-07-22,101.88396453857422
2022-07-25,101.18132019042969
2022-07-26,99.4051742553711
2022-07-27,103.58203125
2022-07-28,105.16300201416016
2022-07-29,106.812255859375
2022-08-01,106.68539428710938
2022-08-02,106.13888549804688
2022-08-03,109.1349105834961
2022-08-04,109.50575256347656
2022-08-05,109.32032012939453
2022-08-08,108.57862854003906
2022-08-09,107.23188781738281
2022-08-10,110.53042602539062
2022-08-11,109.95463562011719
2022-08-12,112.17971801757812
2022-08-15,112.84331512451172
2022-08-16,112.48225402832031
2022-08-17,111.53561401367188
2022-08-18,112.16017150878906
2022-08-19,109.92538452148438
2022-08-22,106.94888305664062
2022-08-23,106.60733795166016
2022-08-24,106.85130310058594
2022-08-25,108.83236694335938
2022-08-26,104.1383056640625
2022-08-29,102.80130767822266
2022-08-30,101.74734497070312
2022-08-31,100.82022094726562
2022-09-01,99.88335418701172
2022-09-02,98.67326354980469
2022-09-06,98.00963592529297
2022-09-07,99.63939666748047
2022-09-08,100.12732696533203
2022-09-09,102.3231201171875
2022-09-12,103.94310760498047
2022-09-13,98.51709747314453
2022-09-14,98.89769744873047
2022-09-15,96.73121643066406
2022-09-16,96.01624298095703
2022-09-19,96.79869079589844
2022-09-20,96.18252563476562
2022-09-21,94.73499298095703
2022-09-22,93.46350860595703
2022-09-23,92.22136688232422
2022-09-26,91.5367202758789
2022-09-27,91.82036590576172
2022-09-28,92.92557525634766
2022-09-29,90.54886627197266
2022-09-30,88.9350814819336
2022-10-03,91.56605529785156
2022-10-04,94.78388977050781
2022-10-05,95.1555404663086
2022-10-06,94.39268493652344
2022-10-07,90.45109558105469
2022-10-10,88.8177261352539
2022-10-11,87.42886352539062
2022-10-12,87.11589050292969
2022-10-13,89.60017395019531
2022-10-14,87.03765106201172
2022-10-17,89.75665283203125
2022-10-18,90.65648651123047
2022-10-19,90.2065658569336
2022-10-20,90.33373260498047
2022-10-21,92.64195251464844
2022-10-24,93.82539367675781
2022-10-25,95.81085968017578
2022-10-26,93.90364837646484
2022-10-27,92.906005859375
2022-10-28,96.69110870361328
2022-10-31,95.55656433105469
2022-11-01,94.78388977050781
2022-11-02,91.30198669433594
2022-11-03,88.6905746459961
2022-11-04,89.82512664794922
2022-11-07,91.22374725341797
2022-11-08,92.07463836669922
2022-11-09,89.60017395019531
2022-11-10,97.1019058227539
2022-11-11,99.11669158935547
2022-11-14,98.13863372802734
2022-11-15,99.53726196289062
2022-11-16,97.91368103027344
2022-11-17,97.84522247314453
2022-11-18,97.95279693603516
2022-11-21,96.81824493408203
2022-11-22,98.5396499633789
2022-11-23,99.60572052001953
2022-11-25,99.0286636352539
2022-11-28,96.86715698242188
2022-11-29,95.95755767822266
2022-11-30,100.63270568847656
2022-12-01,101.06304931640625
2022-12-02,100.45665740966797
2022-12-05,98.52008056640625
2022-12-06,96.44660186767578
2022-12-07,95.9966812133789
2022-12-08,97.66917419433594
2022-12-09,97.04322052001953
2022-12-12,99.15580749511719
2022-12-13,100.35884094238281
2022-12-14,99.54704284667969
2022-12-15,95.8695297241211
2022-12-16,94.59796905517578
2022-12-19,93.2155990600586
2022-12-20,93.44111633300781
2022-12-21,94.92149353027344
2022-12-22,92.578369140625
2022-12-23,92.62740325927734
2022-12-27,91.70581817626953
2022-12-28,90.19600677490234
2022-12-29,92.7352294921875
2022-12-30,92.65680694580078
2023-01-03,91.7940673828125
2023-01-04,92.1763916015625
2023-01-05,90.21562194824219
2023-01-06,92.8528823852539
2023-01-09,93.9803237915039
2023-01-10,94.57836151123047
2023-01-11,96.21562194824219
2023-01-12,96.94110870361328
2023-01-13,97.34307861328125
2023-01-17,97.81365966796875
2023-01-18,96.61758422851562
2023-01-19,95.47052764892578
2023-01-20,98.04895782470703
2023-01-23,100.41170501708984
2023-01-24,100.26464080810547
2023-01-25,100.02933502197266
2023-01-26,101.62737274169922
2023-01-27,102.1175765991211
2023-01-30,100.05874633789062
2023-01-31,101.64698791503906
2023-02-01,104.17639923095703
2023-02-02,107.18621063232422
2023-02-03,106.04893493652344
2023-02-06,104.59796905517578
2023-02-07,107.13717651367188
2023-02-08,105.85287475585938
2023-02-09,105.32345581054688
2023-02-10,104.64697265625
2023-02-13,106.49012756347656
2023-02-14,107.08816528320312
2023-02-15,107.7450180053711
2023-02-16,105.833251953125
2023-02-17,104.53913879394531
2023-02-21,101.97052764892578
2023-02-22,101.93130493164062
2023-02-23,103.5097427368164
2023-02-24,101.68620300292969
2023-02-27,102.22540283203125
2023-02-28,102.0783462524414
2023-03-01,101.34307098388672
2023-03-02,102.51953887939453
2023-03-03,104.68619537353516
2023-03-06,105.06857299804688
2023-03-07,103.73521423339844
2023-03-08,104.58816528320312
2023-03-09,102.88228607177734
2023-03-10,100.90188598632812
2023-03-13,101.36268615722656
2023-03-14,103.5489501953125
2023-03-15,103.62736511230469
2023-03-16,106.34307098388672
2023-03-17,106.06993103027344
2023-03-20,106.4334487915039
2023-03-21,107.6321029663086
2023-03-22,106.36468505859375
2023-03-23,107.88753509521484
2023-03-24,108.0349349975586
2023-03-27,107.31769561767578
2023-03-28,106.86575317382812
2023-03-29,109.11565399169922
2023-03-30,110.1571044921875
2023-03-31,111.9550552368164
2023-04-03,111.82733154296875
2023-04-04,111.12977600097656
2023-04-05,109.79358673095703
2023-04-06,110.29466247558594
2023-04-10,110.31430053710938
2023-04-11,109.44969940185547
2023-04-12,108.77178192138672
2023-04-13,110.93327331542969
2023-04-14,110.45185852050781
2023-04-17,110.87432098388672
2023-04-18,111.22802734375
2023-04-19,110.93327331542969
2023-04-20,110.18656921386719
2023-04-21,109.813232421875
2023-04-24,109.37110900878906
2023-04-25,106.95417022705078
2023-04-26,108.40826416015625
2023-04-27,110.49114990234375
2023-04-28,111.6308364868164
2023-05-01,111.72908020019531
2023-05-02,110.47151184082031
2023-05-03,109.74446105957031
2023-05-04,109.25321197509766
2023-05-05,112.13190460205078
2023-05-08,112.2596435546875
2023-05-09,111.40486145019531
2023-05-10,112.63297271728516
2023-05-11,112.21051788330078
2023-05-12,111.92559051513672
2023-05-15,112.93756866455078
2023-05-16,112.80982208251953
2023-05-17,114.44078826904297
2023-05-18,116.7496337890625
2023-05-19,116.5236587524414
2023-05-22,116.85769653320312
2023-05-23,115.00080871582031
2023-05-24,114.29339599609375
2023-05-25,118.36090850830078
2023-05-26,121.53437042236328
2023-05-30,122.12386322021484
2023-05-31,121.18067169189453
2023-06-01,122.271240234375
2023-06-02,123.21444702148438
2023-06-05,122.49722290039062
2023-06-06,122.6937026977539
2023-06-07,120.93505096435547
2023-06-08,122.13368225097656
2023-06-09,122.56598663330078
2023-06-12,125.1794204711914
2023-06-13,126.10295104980469
2023-06-14,127.17385864257812
2023-06-15,128.74588012695312
2023-06-16,127.80109405517578
2023-06-20,126.96456146240234
2023-06-21,125.02579498291016
2023-06-22,126.03947448730469
2023-06-23,124.55340576171875
2023-06-26,123.5495834350586
2023-06-27,126.08867645263672
2023-06-28,126.36422729492188
2023-06-29,126.58073425292969
2023-06-30,128.5687255859375
2023-07-03,128.39161682128906
2023-07-05,127.59439849853516
2023-07-06,127.06297302246094
2023-07-07,126.62994384765625
2023-07-10,127.20075988769531
2023-07-11,127.63378143310547
2023-07-12,128.96238708496094
2023-07-13,130.8617706298828
2023-07-14,130.4287567138672
2023-07-17,132.20021057128906
2023-07-18,133.57801818847656
2023-07-19,133.3418426513672
2023-07-20,130.43861389160156
2023-07-21,130.27130126953125
2023-07-24,130.44845581054688
2023-07-25,131.90496826171875
2023-07-26,130.35000610351562
2023-07-27,129.77920532226562
2023-07-28,131.6097412109375
2023-07-31,132.25926208496094
2023-08-01,132.35769653320312
2023-08-02,128.83447265625
2023-08-03,128.33251953125
2023-08-04,126.64962005615234
2023-08-07,126.85630798339844
2023-08-08,125.61628723144531
2023-08-09,123.87435150146484
2023-08-10,124.01213073730469
2023-08-11,123.27400970458984
2023-08-14,125.07499694824219
2023-08-15,123.80545043945312
2023-08-16,122.64417266845703
2023-08-17,121.1974868774414
2023-08-18,121.57144927978516
2023-08-21,123.67752838134766
2023-08-22,123.66768646240234
2023-08-23,125.99026489257812
2023-08-24,123.00829315185547
2023-08-25,124.16958618164062
2023-08-28,125.18327331542969
2023-08-29,127.68299865722656
2023-08-30,128.78521728515625
2023-08-31,129.4052276611328
2023-09-01,129.97607421875
2023-09-05,130.27130126953125
2023-09-06,128.8935089111328
2023-09-07,126.92520141601562
2023-09-08,127.18107604980469
2023-09-11,127.82076263427734
2023-09-12,125.62613677978516
2023-09-13,125.76390075683594
2023-09-14,126.65947723388672
2023-09-15,124.31610870361328
2023-09-18,124.88790130615234
2023-09-19,124.75973510742188
2023-09-20,122.8471908569336
2023-09-21,120.92478942871094
2023-09-22,121.25011444091797
2023-09-25,121.69373321533203
2023-09-26,119.38683319091797
2023-09-27,119.7910385131836
2023-09-28,120.71774291992188
2023-09-29,121.19094848632812
2023-10-02,122.31482696533203
2023-10-03,120.09664916992188
2023-10-04,121.47685241699219
2023-10-05,121.5655746459961
2023-10-06,123.9316177368164
2023-10-09,124.60200500488281
2023-10-10,124.91747283935547
2023-10-11,125.88362121582031
2023-10-12,125.71601104736328
2023-10-13,123.803466796875
2023-10-16,125.12451171875
2023-10-17,124.64143371582031
2023-10-18,123.13308715820312
2023-10-19,122.31482696533203
2023-10-20,120.13609313964844
2023-10-23,120.12622833251953
2023-10-24,121.09236907958984
2023-10-25,119.43612670898438
2023-10-26,117.21794891357422
2023-10-27,117.72074890136719
2023-10-30,118.85447692871094
2023-10-31,119.68260192871094
2023-11-01,121.66416931152344
2023-11-02,123.84290313720703
2023-11-03,125.46955108642578
2023-11-06,126.09064483642578
2023-11-07,127.61868286132812
2023-11-08,128.1609344482422
2023-11-09,127.48070526123047
2023-11-10,130.67486572265625
2023-11-13,130.02423095703125
2023-11-14,133.0310516357422
2023-11-15,133.2479705810547
2023-11-16,133.61270141601562
2023-11-17,133.58311462402344
2023-11-20,135.48580932617188
2023-11-21,134.28309631347656
2023-11-22,134.87460327148438
2023-11-24,134.82530212402344
2023-11-27,134.7957305908203
2023-11-28,135.0816192626953
2023-11-29,135.47593688964844
2023-11-30,135.49569702148438
2023-12-01,136.20550537109375
2023-12-04,134.82530212402344
2023-12-05,135.49569702148438
2023-12-06,134.371826171875
2023-12-07,135.81112670898438
2023-12-08,137.0237579345703
2023-12-11,137.96031188964844
2023-12-12,138.86729431152344
2023-12-13,140.44467163085938
2023-12-14,140.51365661621094
2023-12-15,141.24838256835938
2023-12-18,141.65380859375
2023-12-19,142.30645751953125
2023-12-20,139.9727783203125
2023-12-21,141.72305297851562
2023-12-22,141.94056701660156
2023-12-26,142.613037109375
2023-12-27,142.7020263671875
2023-12-28,142.7613525390625
2023-12-29,142.0394744873047
2024-01-02,138.23239135742188
2024-01-03,136.59088134765625
2024-01-04,135.57237243652344
2024-01-05,135.6514434814453
2024-01-08,139.09266662597656
2024-01-09,139.28054809570312
2024-01-10,140.50674438476562
2024-01-11,141.1099853515625
2024-01-12,141.4659423828125
2024-01-16,141.65380859375
2024-01-17,140.86273193359375
2024-01-18,143.6216583251953
2024-01-19,146.81565856933594
2024-01-22,147.76495361328125
2024-01-23,148.3681640625
2024-01-24,149.05047607421875
2024-01-25,149.4163360595703
2024-01-26,147.91329956054688
2024-01-29,149.58445739746094
2024-01-30,148.32862854003906
2024-01-31,145.1049346923828
2024-02-01,146.95408630371094
2024-02-02,148.40771484375
2024-02-05,148.54615783691406
2024-02-06,148.16049194335938
2024-02-07,150.09866333007812
2024-02-08,150.939208984375
2024-02-09,153.19378662109375
2024-02-12,152.19505310058594
2024-02-13,149.24826049804688
2024-02-14,151.20620727539062
2024-02-15,150.94908142089844
2024-02-16,149.4163360595703
2024-02-20,147.7847442626953
2024-02-21,146.46957397460938
2024-02-22,151.29518127441406
2024-02-23,150.8304443359375
2024-02-26,151.15676879882812
2024-02-27,151.26553344726562
2024-02-28,150.6623077392578
2024-02-29,152.06651306152344
2024-03-01,155.02317810058594
2024-03-04,155.16160583496094
2024-03-05,151.54238891601562
2024-03-06,153.18389892578125
2024-03-07,155.7945098876953
2024-03-08,153.2531280517578
2024-03-11,152.58070373535156
2024-03-12,155.6956024169922
2024-03-13,154.12330627441406
2024-03-14,153.5498046875
2024-03-15,151.41653442382812
2024-03-18,152.1791229248047
2024-03-19,152.90208435058594
2024-03-20,154.8828125
2024-03-21,155.2591552734375
2024-03-22,155.57603454589844
2024-03-25,154.94224548339844
2024-03-26,154.1004180908203
2024-03-27,154.6154022216797
2024-03-28,154.33811950683594
2024-04-01,154.41732788085938
2024-04-02,152.93177795410156
2024-04-03,153.2388153076172
2024-04-04,150.79261779785156
2024-04-05,152.5950469970703
2024-04-08,152.3573760986328
2024-04-09,152.92189025878906
2024-04-10,151.23826599121094
2024-04-11,154.38763427734375
2024-04-12,151.61460876464844
2024-04-15,148.3662109375
2024-04-16,148.76239013671875
2024-04-17,146.35577392578125
2024-04-18,145.0584259033203
2024-04-19,141.13658142089844
2024-04-22,142.85980224609375
2024-04-23,145.4446563720703
2024-04-24,145.77146911621094
2024-04-25,146.04876708984375
2024-04-26,148.43556213378906
2024-04-29,148.84158325195312
2024-04-30,145.61302185058594
2024-05-01,143.9392852783203
2024-05-02,146.0983123779297
2024-05-03,149.94090270996094
2024-05-06,152.34750366210938
2024-05-07,151.5056610107422
2024-05-08,151.61460876464844
2024-05-09,151.56509399414062
2024-05-10,152.05038452148438
2024-05-13,152.78321838378906
2024-05-14,154.2291717529297
2024-05-15,157.89349365234375
2024-05-16,157.29930114746094
2024-05-17,156.76449584960938
2024-05-20,158.71551513671875
2024-05-21,158.9235076904297
2024-05-22,159.0819549560547
2024-05-23,159.1116485595703
2024-05-24,160.62692260742188
2024-05-28,162.1916961669922
2024-05-29,161.330078125
2024-05-30,157.52708435058594
2024-05-31,157.17054748535156
2024-06-03,158.17080688476562
2024-06-04,158.38870239257812
2024-06-05,162.55812072753906
2024-06-06,161.9143829345703
2024-06-07,161.8054656982422
2024-06-10,162.50860595703125
2024-06-11,164.7071990966797
2024-06-12,168.55970764160156
2024-06-13,170.0848846435547
2024-06-14,170.72860717773438
2024-06-17,172.7588653564453
2024-06-18,173.4322967529297
2024-06-20,171.124755859375
2024-06-21,170.19451904296875
2024-06-24,167.060791015625
2024-06-25,169.42100524902344
2024-06-26,170.00608825683594
2024-06-27,170.3532257080078
2024-06-28,170.0953826904297
2024-07-01,171.6920166015625
2024-07-02,172.8721160888672
2024-07-03,174.78610229492188
2024-07-05,175.65879821777344
2024-07-08,177.17608642578125
2024-07-09,176.5116424560547
2024-07-10,178.89170837402344
2024-07-11,175.22242736816406
2024-07-12,177.16615295410156
2024-07-15,177.9892578125
2024-07-16,178.2570343017578
2024-07-17,171.8308563232422
2024-07-18,170.96804809570312
2024-07-19,168.93508911132812
2024-07-22,172.14816284179688
2024-07-23,171.92999267578125
2024-07-24,165.2757568359375
2024-07-25,163.78822326660156
2024-07-26,165.59307861328125
2024-07-29,164.95838928222656
2024-07-30,161.715576171875
2024-07-31,167.57647705078125
2024-08-01,161.6659698486328
2024-08-02,157.42152404785156
2024-08-05,152.0564727783203
2024-08-06,153.5539093017578
2024-08-07,151.63003540039062
2024-08-08,157.06451416015625
2024-08-09,157.72894287109375
2024-08-12,158.70082092285156
2024-08-13,163.3518524169922
2024-08-14,164.0460662841797
2024-08-15,168.4491729736328
2024-08-16,168.84584045410156
2024-08-19,171.1267547607422
2024-08-20,170.5118865966797
2024-08-21,171.60272216796875
2024-08-22,168.3004150390625
2024-08-23,171.0970001220703
2024-08-26,169.302001953125
2024-08-27,170.15487670898438
2024-08-28,168.00291442871094
2024-08-29,167.4376220703125
2024-08-30,169.05409240722656
2024-09-03,161.74533081054688
2024-09-04,161.2395477294922
2024-09-05,161.01144409179688
2024-09-06,157.2331085205078
2024-09-09,159.20657348632812
2024-09-10,160.9618682861328
2024-09-11,165.57327270507812
2024-09-12,166.83270263671875
2024-09-13,167.89381408691406
2024-09-16,166.7038116455078
2024-09-17,166.8227996826172
2024-09-18,165.82118225097656
2024-09-19,170.96804809570312
2024-09-20,170.3772430419922
2024-09-23,170.168701171875
2024-09-24,171.50926208496094
2024-09-25,171.82699584960938
2024-09-26,174.03143310546875
2024-09-27,172.66111755371094
2024-09-30,173.2767791748047
2024-10-01,168.83810424804688
2024-10-02,169.97010803222656
2024-10-03,170.64535522460938
2024-10-04,172.75047302246094
2024-10-07,171.5986328125
2024-10-08,174.57757568359375
2024-10-09,176.5635528564453
2024-10-10,176.8415985107422
2024-10-11,177.39767456054688
2024-10-14,179.5623779296875
2024-10-15,176.59335327148438
2024-10-16,176.92105102539062
2024-10-17,177.4771270751953
2024-10-18,178.1920623779297
2024-10-21,179.18504333496094
2024-10-22,178.9566650390625
2024-10-23,176.30540466308594
2024-10-24,176.9011688232422
2024-10-25,177.83457946777344
2024-10-28,178.00338745117188
2024-10-29,180.3270263671875
2024-10-30,177.65586853027344
2024-10-31,171.78729248046875
2024-11-01,173.12782287597656
2024-11-04,172.9093475341797
2024-11-05,175.47128295898438
2024-11-06,180.9327392578125
2024-11-07,184.70608520507812
2024-11-08,184.5074920654297
2024-11-11,183.77267456054688
2024-11-12,183.9414825439453
2024-11-13,183.1768798828125
2024-11-14,182.43212890625
2024-11-15,178.13250732421875
2024-11-18,178.6190643310547
2024-11-19,180.853271484375
2024-11-20,180.97244262695312
2024-11-21,182.9584197998047
2024-11-22,183.60386657714844
2024-11-25,183.61380004882812
2024-11-26,184.2095947265625
2024-11-27,182.1441650390625
2024-11-29,183.97128295898438
2024-12-02,185.67919921875
2024-12-03,186.5530548095703
2024-12-04,190.3661346435547
2024-12-05,189.42279052734375
2024-12-06,190.38600158691406
2024-12-09,188.95608520507812
2024-12-10,186.30479431152344
2024-12-11,189.0752410888672
2024-12-12,188.31065368652344
2024-12-13,189.1943817138672
2024-12-16,191.4286346435547
2024-12-17,190.1973114013672
2024-12-18,183.83226013183594
2024-12-19,183.9315643310547
2024-12-20,186.87615966796875
2024-12-23,188.49659729003906
2024-12-24,190.51466369628906
2024-12-26,190.88250732421875
2024-12-27,187.97962951660156
2024-12-30,185.6434326171875
2024-12-31,183.7943572998047
2025-01-02,183.8739013671875
2025-01-03,187.14459228515625
