,VTEB
2022-04-25,96.09840310231465
2022-04-26,96.1442125332131
2022-04-27,95.68071809555697
2022-04-28,95.65222120052556
2022-04-29,95.46084556844121
2022-05-02,95.47019804358884
2022-05-03,95.158356052769
2022-05-04,95.68233863912583
2022-05-05,95.40915341953877
2022-05-06,95.65780923552917
2022-05-09,96.44132842677435
2022-05-10,96.47166741514094
2022-05-11,96.76473558598548
2022-05-12,96.50400141703925
2022-05-13,97.15324926510507
2022-05-16,97.54588397800912
2022-05-17,97.76248181056121
2022-05-18,97.51882377651727
2022-05-19,97.62109841719666
2022-05-20,97.59255486942601
2022-05-23,97.25676382551717
2022-05-24,97.35155573243152
2022-05-25,97.82249724660534
2022-05-26,97.38228846420436
2022-05-27,96.79261017687439
2022-05-30,96.69085546352507
2022-05-31,97.27176348846552
2022-06-01,96.97251038527659
2022-06-02,96.77620980176775
2022-06-03,96.63942809888864
2022-06-06,96.69529009541844
2022-06-07,96.73719128863544
2022-06-08,97.31985378298592
2022-06-09,97.42392854864345
2022-06-10,97.21950739507403
2022-06-13,97.1180815916943
2022-06-14,97.03168938302625
2022-06-15,97.0796397931478
2022-06-16,96.65954492581939
2022-06-17,96.75263407306164
2022-06-20,96.63382157619624
2022-06-21,96.635190579595
2022-06-22,96.76174812651192
2022-06-23,96.47521876323164
2022-06-24,96.36307351812242
2022-06-27,96.25845905034933
2022-06-28,96.01176364564678
2022-06-29,95.70119657047113
2022-06-30,95.3597338160743
2022-07-01,94.9468616133256
2022-07-04,95.00995807289395
2022-07-05,95.40783121047787
2022-07-06,95.2505365191153
2022-07-07,94.93878585692958
2022-07-08,94.8211328701188
2022-07-11,94.56425399088151
2022-07-12,94.56977122557885
2022-07-13,94.83964016794161
2022-07-14,94.61387144322782
2022-07-15,94.66158308861596
2022-07-18,95.52271038147482
2022-07-19,96.26707637487098
2022-07-20,96.66709832396052
2022-07-21,96.95406880835692
2022-07-22,97.19655333611543
2022-07-25,97.62335806600525
2022-07-26,97.33838025027164
2022-07-27,97.72298102800352
2022-07-28,97.76888044992562
2022-07-29,97.32784063919947
2022-08-01,96.98651943711747
2022-08-02,97.36368269800377
2022-08-03,97.22018450970793
2022-08-04,97.10623470751048
2022-08-05,96.74049453096852
2022-08-08,97.24301153769149
2022-08-09,97.22181075675637
2022-08-10,97.5049505945583
2022-08-11,97.84449296394554
2022-08-12,98.07531528068417
2022-08-15,98.58716890568746
2022-08-16,98.92964009831205
2022-08-17,98.80184101467758
2022-08-18,98.78997811955162
2022-08-19,98.87102617405972
2022-08-22,99.2403736486028
2022-08-23,99.00911980592092
2022-08-24,98.82049614647198
2022-08-25,98.25312404073875
2022-08-26,98.17779038583055
2022-08-29,98.21185498932857
2022-08-30,98.25440735593499
2022-08-31,97.74739105457529
2022-09-01,98.0156127148031
2022-09-02,97.60348149351312
2022-09-05,97.97162234793196
2022-09-06,97.54503829157659
2022-09-07,97.57248451707538
2022-09-08,97.88657061279683
2022-09-09,98.17771546536902
2022-09-12,97.82611727994058
2022-09-13,97.88314259110851
2022-09-14,98.17665535263343
2022-09-15,98.51106884618603
2022-09-16,98.68033329614374
2022-09-19,98.46350765568353
2022-09-20,98.45037642525213
2022-09-21,97.57193394010541
2022-09-22,98.02829553532037
2022-09-23,97.22738462078745
2022-09-26,96.97446989280789
2022-09-27,97.1404317580405
2022-09-28,97.33394911994404
2022-09-29,97.14882202111869
2022-09-30,97.68306777129206
2022-10-03,97.57988611037793
2022-10-04,97.5530220625802
2022-10-05,97.44376262027444
2022-10-06,97.19894562997384
2022-10-07,97.28891481467474
2022-10-10,97.3287436619907
2022-10-11,97.40371645624349
2022-10-12,97.72216897656041
2022-10-13,97.9642679579424
2022-10-14,97.56194981608841
2022-10-17,98.1748368489812
2022-10-18,98.33020378694795
2022-10-19,97.94908261563744
2022-10-20,98.44469826823664
2022-10-21,98.28238386359305
2022-10-24,97.85066000102387
2022-10-25,98.03522132543752
2022-10-26,98.52751736230333
2022-10-27,98.2030687685698
2022-10-28,98.52974686496479
2022-10-31,98.43196220709046
2022-11-01,98.17217398224712
2022-11-02,97.74649633303476
2022-11-03,97.68003894820042
2022-11-04,97.59635603385072
2022-11-07,97.32079994333485
2022-11-08,97.20420251318022
2022-11-09,96.96057737726082
2022-11-10,97.20200201672546
2022-11-11,97.68923777180369
2022-11-14,97.43351396377304
2022-11-15,97.48357583580933
2022-11-16,97.67918918226857
2022-11-17,97.97058101297053
2022-11-18,97.39811779935513
2022-11-21,97.55690909225224
2022-11-22,97.15754667379916
2022-11-23,97.19150647914434
2022-11-24,97.67069354806537
2022-11-25,97.49274994048436
2022-11-28,97.6683732792644
2022-11-29,98.1681423897288
2022-11-30,98.63474916532076
2022-12-01,98.4000375475514
2022-12-02,98.27009146032026
2022-12-05,98.37010549535049
2022-12-06,98.46127230546351
2022-12-07,98.09201504559911
2022-12-08,98.35478433889557
2022-12-09,98.3953924679751
2022-12-12,98.44735250239857
2022-12-13,98.47052722990549
2022-12-14,98.5838041271266
2022-12-15,98.50088720664868
2022-12-16,98.28793442024222
2022-12-19,98.16293338511272
2022-12-20,98.61644225968115
2022-12-21,98.6485879867877
2022-12-22,98.77394884056962
2022-12-23,98.62010453142669
2022-12-26,98.59930816502502
2022-12-27,98.68843938974419
2022-12-28,98.31091354115216
2022-12-29,98.34326999121835
2022-12-30,98.3773140976546
2023-01-02,98.19605480213033
2023-01-03,98.07704321041425
2023-01-04,97.87911805324188
2023-01-05,97.91356664669038
2023-01-06,97.58720084962818
2023-01-09,97.77964229807048
2023-01-10,97.758899671463
2023-01-11,97.6736298262206
2023-01-12,97.70762548432573
2023-01-13,97.80673072916453
2023-01-16,98.15636709743531
2023-01-17,98.465931542141
2023-01-18,98.85832240447446
2023-01-19,99.17789603261636
2023-01-20,99.43447426568049
2023-01-23,99.45547446345118
2023-01-24,99.90593702652494
2023-01-25,99.97725174794965
2023-01-26,100.05875405984845
2023-01-27,100.66169728055003
2023-01-30,100.55273799503999
2023-01-31,100.47660986246167
2023-02-01,100.64356668494293
2023-02-02,100.72801600756078
2023-02-03,100.87304470503085
2023-02-06,100.99390088911069
2023-02-07,100.61902951277733
2023-02-08,100.57342964495359
2023-02-09,99.95130045047009
2023-02-10,99.66064523956886
2023-02-13,99.70861659542372
2023-02-14,99.94070041529689
2023-02-15,99.79184858957493
2023-02-16,99.38652559904143
2023-02-17,99.15101644365643
2023-02-20,98.75311495323068
2023-02-21,98.99488090427458
2023-02-22,98.74132425015225
2023-02-23,98.91749243299944
2023-02-24,98.81085719813943
2023-02-27,98.9568043418597
2023-02-28,99.0525812731358
2023-03-01,98.84510125963865
2023-03-02,98.75603734283762
2023-03-03,99.12173989773383
2023-03-06,99.57868421474848
2023-03-07,100.15429900005053
2023-03-08,99.72927295636829
2023-03-09,99.72126612364775
2023-03-10,99.6459510651143
2023-03-13,99.96186085296847
2023-03-14,99.9049929341215
2023-03-15,100.11343247738571
2023-03-16,100.01162574446076
2023-03-17,100.13462074809635
2023-03-20,100.29690106243328
2023-03-21,100.44857766249473
2023-03-22,100.07541269987867
2023-03-23,100.1305876456809
2023-03-24,100.30325195029674
2023-03-27,99.72463337029325
2023-03-28,100.04025380985806
2023-03-29,100.259904339561
2023-03-30,100.63905846867944
2023-03-31,100.37692022210499
2023-04-03,100.22489814119197
2023-04-04,100.10708019146712
2023-04-05,100.12354904497056
2023-04-06,100.26753946800176
2023-04-07,99.79051888957194
2023-04-10,99.89933341869373
2023-04-11,100.03576616566772
2023-04-12,100.02008237762522
2023-04-13,99.94210572618918
2023-04-14,100.08327489302799
2023-04-17,100.19559028047205
2023-04-18,100.52492085715087
2023-04-19,100.37096688662734
2023-04-20,100.0997205551924
2023-04-21,100.16261687103732
2023-04-24,100.47805586273822
2023-04-25,99.91676197034431
2023-04-26,99.27926497573182
2023-04-27,99.34859374704345
2023-04-28,99.29068846924864
2023-05-01,99.61101216609462
2023-05-02,99.5711435738044
2023-05-03,99.45816429458849
2023-05-04,99.31749021615039
2023-05-05,99.24987732934486
2023-05-08,99.03603076270639
2023-05-09,98.77436288054425
2023-05-10,98.80295086081077
2023-05-11,98.98826116793037
2023-05-12,98.8558033423518
2023-05-15,98.68175296641385
2023-05-16,98.94439070705869
2023-05-17,99.19857351896955
2023-05-18,99.42847656625908
2023-05-19,99.7583005632708
2023-05-22,99.93169982238939
2023-05-23,99.9873334874956
2023-05-24,99.95837480601799
2023-05-25,100.12750507028531
2023-05-26,100.4671922765034
2023-05-29,100.83819550410522
2023-05-30,101.02922323651885
2023-05-31,101.13516898939154
2023-06-01,101.0193072436013
2023-06-02,101.66629345509783
2023-06-05,101.08431434552196
2023-06-06,100.79315149868877
2023-06-07,100.78473000510198
2023-06-08,100.79767850898631
2023-06-09,101.07736925277942
2023-06-12,100.76660621885071
2023-06-13,100.23166298990824
2023-06-14,100.13862473577429
2023-06-15,100.45221369400991
2023-06-16,100.25091606316288
2023-06-19,100.90476603175102
2023-06-20,101.41307185033493
2023-06-21,101.71374833244788
2023-06-22,100.91630534068514
2023-06-23,100.6725956865808
2023-06-26,100.85130328763938
2023-06-27,100.95456365834181
2023-06-28,100.38652713740422
2023-06-29,100.49120986122068
2023-06-30,100.31722199771221
2023-07-03,100.20039829535004
2023-07-04,100.88009880832436
2023-07-05,101.35795885474394
2023-07-06,101.31026239073842
2023-07-07,101.19619953796179
2023-07-10,100.79394159150834
2023-07-11,100.43265431084892
2023-07-12,100.10725201251707
2023-07-13,100.0025505643413
2023-07-14,100.40978641319775
2023-07-17,100.60723674079249
2023-07-18,100.53358959880158
2023-07-19,100.69588051206071
2023-07-20,101.06261287286465
2023-07-21,101.7707807707211
2023-07-24,101.48038434063005
2023-07-25,101.17398304271876
2023-07-26,101.6839171228067
2023-07-27,101.5579639650093
2023-07-28,101.59684991500053
2023-07-31,101.65287147507107
2023-08-01,101.23795650300292
2023-08-02,101.34124429730294
2023-08-03,101.31953923828641
2023-08-04,100.9446029280096
2023-08-07,101.00479575366306
2023-08-08,100.71311082300373
2023-08-09,100.08280550420679
2023-08-10,100.0152773958144
2023-08-11,99.57877445209158
2023-08-14,99.56372371422118
2023-08-15,99.93885270052574
2023-08-16,99.57252454867971
2023-08-17,99.98060963371672
2023-08-18,99.90589601558223
2023-08-21,100.00052016865237
2023-08-22,100.22688222197091
2023-08-23,100.12402501735025
2023-08-24,100.90202418502408
2023-08-25,100.9315838440071
2023-08-28,100.61907486715714
2023-08-29,100.33871154161828
2023-08-30,100.22318679231577
2023-08-31,100.51931109453858
2023-09-01,100.2108225961083
2023-09-04,100.04508958652013
2023-09-05,100.41228025709319
2023-09-06,100.89940999251795
2023-09-07,101.0048283086389
2023-09-08,101.19008422300726
2023-09-11,101.25419992581864
2023-09-12,100.86850041711715
2023-09-13,101.35540279030373
2023-09-14,101.55531231908532
2023-09-15,101.58688310671857
2023-09-18,101.68186649274719
2023-09-19,101.98036783218704
2023-09-20,102.46947109389579
2023-09-21,102.01788819345423
2023-09-22,102.11967912943032
2023-09-25,101.68015092008382
2023-09-26,101.81694939755748
2023-09-27,102.02608809892848
2023-09-28,101.8566967600316
2023-09-29,101.93960200905659
2023-10-02,102.02465887537129
2023-10-03,102.09151723401908
2023-10-04,101.60831223713791
2023-10-05,100.94634339342676
2023-10-06,100.8153266970449
2023-10-09,101.18476673588559
2023-10-10,101.48236820971431
2023-10-11,101.64786376968425
2023-10-12,101.5479558979828
2023-10-13,102.02491981565798
2023-10-16,102.49912943951614
2023-10-17,102.00259809751444
2023-10-18,101.45847996730461
2023-10-19,101.52026190016912
2023-10-20,101.55720613597714
2023-10-23,101.30668825311434
2023-10-24,101.31657781204031
2023-10-25,101.37586193404518
2023-10-26,101.2496937665802
2023-10-27,100.82035451812614
2023-10-30,100.27660033329506
2023-10-31,100.22052039316272
2023-11-01,99.79866770175732
2023-11-02,100.18715563172924
2023-11-03,100.36983525698233
2023-11-06,100.50131382878003
2023-11-07,100.55537881067973
2023-11-08,100.80634691435519
2023-11-09,100.51587933894619
2023-11-10,100.02039275439472
2023-11-13,100.5167968907266
2023-11-14,99.96917684318964
2023-11-15,99.94607743877393
2023-11-16,99.6072536918982
2023-11-17,99.51948863772323
2023-11-20,99.56616089420758
2023-11-21,99.61538044699914
2023-11-22,99.59197663689672
2023-11-23,99.25998730475379
2023-11-24,99.10180167424167
2023-11-27,99.18865081600585
2023-11-28,98.95918445490327
2023-11-29,98.99026124586408
2023-11-30,99.34165422567038
2023-12-01,99.19106147044991
2023-12-04,98.94366260688288
2023-12-05,98.6123401419843
2023-12-06,98.14393875537657
2023-12-07,97.97712532236507
2023-12-08,98.16221725644415
2023-12-11,98.03564407989569
2023-12-12,97.86366694599552
2023-12-13,98.56259185141695
2023-12-14,98.68385684282819
2023-12-15,98.869631146103
2023-12-18,98.51727320451593
2023-12-19,98.60049792639752
2023-12-20,99.00749759466815
2023-12-21,99.71217193252838
2023-12-22,99.57220324566171
2023-12-25,100.02271278641442
2023-12-26,100.48110317555803
2023-12-27,101.234671931606
2023-12-28,101.1855071471161
2023-12-29,101.75076130173429
2024-01-01,101.36466927593824
2024-01-02,101.49167726976529
2024-01-03,101.84020676827146
2024-01-04,101.4138649041725
2024-01-05,101.72929028046971
2024-01-08,101.94987313665432
2024-01-09,101.36081065752873
2024-01-10,101.41261665626502
2024-01-11,101.27913759628974
2024-01-12,101.33316685338272
2024-01-15,101.58988209693938
2024-01-16,102.43426546667362
2024-01-17,102.91688850789676
2024-01-18,102.59525795604847
2024-01-19,102.1379565247329
2024-01-22,102.18228798229794
2024-01-23,101.93645226399653
2024-01-24,101.56410925146488
2024-01-25,101.65129944291063
2024-01-26,101.68772810738082
2024-01-29,101.87984640147405
2024-01-30,101.5702905702243
2024-01-31,101.63393993513792
2024-02-01,101.95082648391688
2024-02-02,102.21585298101819
2024-02-05,102.19045152339312
2024-02-06,102.33752037836987
2024-02-07,101.73693421430023
2024-02-08,101.69940075921669
2024-02-09,101.6689477543215
2024-02-12,101.39708287255125
2024-02-13,100.99130158879812
2024-02-14,100.63731801770604
2024-02-15,100.52887599170386
2024-02-16,100.13770676373346
2024-02-19,100.15602645738761
2024-02-20,100.26863326858269
2024-02-21,100.24551077013709
2024-02-22,100.22338674237967
2024-02-23,100.04216340019471
2024-02-26,100.10322845561348
2024-02-27,100.00038171897596
2024-02-28,99.83570031548197
2024-02-29,100.02576304205408
2024-03-01,99.95931744914083
2024-03-04,100.11999132828196
2024-03-05,100.24055912048276
2024-03-06,100.36149504950541
2024-03-07,100.65913544957685
2024-03-08,100.55467271846919
2024-03-11,100.4569724360552
2024-03-12,100.89928037234779
2024-03-13,100.66146132683436
2024-03-14,100.85077271082609
2024-03-15,100.46741800285723
2024-03-18,99.62962544529569
2024-03-19,99.49463217921968
2024-03-20,99.71479225898432
2024-03-21,99.7183144114762
2024-03-22,99.62821988882845
2024-03-25,99.74383651526372
2024-03-26,99.17086848848726
2024-03-27,99.68226282176353
2024-03-28,99.62402491047659
2024-03-29,99.82211269883267
2024-04-01,99.58745390875659
2024-04-02,100.03379429107726
2024-04-03,99.98753852302136
2024-04-04,99.52566334105136
2024-04-05,99.63408259668412
2024-04-08,99.62083480181026
2024-04-09,99.8076888757191
2024-04-10,99.90898762476948
2024-04-11,99.86214829412154
2024-04-12,100.13528370514469
2024-04-15,100.0392241807913
2024-04-16,99.83382821824733
2024-04-17,99.73160762639294
2024-04-18,99.89274331564354
2024-04-19,99.84455420830692
2024-04-22,99.94463461916955
2024-04-23,99.90657154736286
2024-04-24,100.64706372566974
2024-04-25,100.24766767611217
2024-04-26,100.10297207412944
2024-04-29,100.20558826157078
2024-04-30,100.1841792340905
2024-05-01,99.60297240662152
2024-05-02,99.64500661094394
2024-05-03,99.89936131688668
2024-05-06,99.98776854298335
2024-05-07,99.98554468029074
2024-05-08,100.0132066397145
2024-05-09,99.77996566944049
2024-05-10,100.24866752763144
2024-05-13,100.07258590562704
2024-05-14,99.96674880868581
2024-05-15,100.11343954489777
2024-05-16,99.18634727612229
2024-05-17,99.01833310288056
2024-05-20,99.34655225380232
2024-05-21,99.41832789705296
2024-05-22,99.54298726093971
2024-05-23,99.41134593437391
2024-05-24,98.7177552444223
2024-05-27,98.27071637155284
2024-05-28,98.4698615664093
2024-05-29,98.48569433821388
2024-05-30,99.19590560108603
2024-05-31,99.13447526152349
2024-06-03,99.20369407788739
2024-06-04,99.50171712361397
2024-06-05,99.39593743324659
2024-06-06,98.95744408140965
2024-06-07,99.04437284674266
2024-06-10,98.82248381060272
2024-06-11,99.05501171284381
2024-06-12,99.23835241423757
2024-06-13,98.99070488611315
2024-06-14,98.64690091948472
2024-06-17,98.32964689647834
2024-06-18,98.12536462590936
2024-06-19,98.25239136014837
2024-06-20,98.24165693912002
2024-06-21,98.44485688223445
2024-06-24,98.18593211917478
2024-06-25,97.9732664281494
2024-06-26,98.15002144767398
2024-06-27,98.1387086955661
2024-06-28,98.38834651899778
2024-07-01,98.86922004613237
2024-07-02,98.92509818400599
2024-07-03,98.7497501685709
2024-07-04,99.10215788151598
2024-07-05,98.7269745592502
2024-07-08,98.75116242117052
2024-07-09,98.80100376319034
2024-07-10,98.08884411832595
2024-07-11,98.01499077977229
2024-07-12,97.90770730500304
2024-07-15,97.48703415328035
2024-07-16,97.42039473086062
2024-07-17,97.69308020698129
2024-07-18,97.97855908126472
2024-07-19,97.27425477152845
2024-07-22,97.07793849689314
2024-07-23,97.17353886974179
2024-07-24,97.34851699132724
2024-07-25,97.48698006796928
2024-07-26,98.2529838435033
2024-07-29,98.02709774634552
2024-07-30,97.45895290611428
2024-07-31,97.44860499359933
2024-08-01,97.65447510203028
2024-08-02,97.79643083724568
2024-08-05,97.34044048811357
2024-08-06,96.77361887243417
2024-08-07,96.56393404213425
2024-08-08,96.08076783836998
2024-08-09,95.85393778015388
2024-08-12,95.71119002318504
2024-08-13,95.57418924191623
2024-08-14,95.2894733240502
2024-08-15,95.05467912445836
2024-08-16,94.9224583421818
2024-08-19,94.9633285298241
2024-08-20,95.16057283266007
2024-08-21,95.12346563188157
2024-08-22,95.44222321216715
2024-08-23,95.82695728128084
2024-08-26,95.68807842120826
2024-08-27,94.8685951702315
2024-08-28,94.9083264837612
2024-08-29,95.0710742963169
2024-08-30,95.42490111635006
2024-09-02,96.06323773126554
2024-09-03,96.40682151052269
2024-09-04,96.34728659344773
2024-09-05,95.95433403616582
2024-09-06,95.98478157257728
2024-09-09,95.82233845148824
2024-09-10,95.91137399681284
2024-09-11,95.7626989438734
2024-09-12,95.7689368588825
2024-09-13,95.26990655242321
2024-09-16,94.70675658140858
2024-09-17,94.74026784083928
2024-09-18,94.54965563371665
2024-09-19,94.48218420678192
2024-09-20,94.50899194760453
2024-09-23,94.81695781716037
2024-09-24,94.55935619987804
2024-09-25,94.37335520035592
2024-09-26,93.90711235045599
2024-09-27,93.96264993319457
2024-09-30,94.52288666712832
2024-10-01,94.09740685841767
2024-10-02,94.60822059918841
2024-10-03,94.42128085795409
2024-10-04,94.37700207545431
2024-10-07,94.57136646549556
2024-10-08,94.599077648653
2024-10-09,94.62596812473166
2024-10-10,94.6214895709027
2024-10-11,94.39664665365267
2024-10-14,94.40664635474997
2024-10-15,93.9157353045212
2024-10-16,93.6399664619138
2024-10-17,93.74754172534968
2024-10-18,93.2922959031842
2024-10-21,93.52666346284659
2024-10-22,93.89141776349032
2024-10-23,93.79867442068223
2024-10-24,93.66853702978415
2024-10-25,94.10076304979054
2024-10-28,94.19764593946628
2024-10-29,93.99114004046464
2024-10-30,93.9317942161175
2024-10-31,93.84127573325262
2024-11-01,93.86497840451227
2024-11-04,94.21706612950187
2024-11-05,93.95044536145889
2024-11-06,94.35521809244821
2024-11-07,94.03666924641264
2024-11-08,93.61254483545278
2024-11-11,93.6219360178515
2024-11-12,93.87357025441246
2024-11-13,93.289316875067
2024-11-14,93.04097566516938
2024-11-15,92.82896192316608
2024-11-18,92.88302023348416
2024-11-19,92.7497906220953
2024-11-20,92.98199945198648
2024-11-21,92.76437163423135
2024-11-22,93.15663993187137
2024-11-25,93.18491881391296
2024-11-26,92.92154952175844
2024-11-27,93.20233966307465
2024-11-28,93.32565209770888
2024-11-29,93.21861859926288
2024-12-02,93.69714455915047
2024-12-03,93.60490777409521
2024-12-04,94.09930274686256
2024-12-05,94.0098095346046
2024-12-06,94.42498634904234
2024-12-09,94.57374722977606
2024-12-10,94.39589875799727
2024-12-11,94.12301784478764
2024-12-12,93.68647610031475
2024-12-13,93.71829964966258
2024-12-16,93.53312375113171
2024-12-17,93.20179048739078
2024-12-18,92.41996006229053
2024-12-19,92.49379484792337
2024-12-20,91.84328577448014
2024-12-23,92.30477634214871
2024-12-24,92.05725965124702
2024-12-25,91.9837796873732
2024-12-26,92.21423872676671
2024-12-27,92.2020721720536
2024-12-30,92.2234170111937
2024-12-31,91.7747244620746
2025-01-01,91.62141281460038
2025-01-02,91.7597438444268
2025-01-03,91.53028666882892
2025-01-06,91.34055977690709
2025-01-07,91.28115143631496
2025-01-08,91.39750306537589
2025-01-09,91.95103576430786
2025-01-10,91.68401586133379
2025-01-13,91.72139299242842
2025-01-14,91.8370495715591
2025-01-15,92.26224584444306
2025-01-16,92.30671850908676
