,SPYM
2023-04-20,90.07785802885563
2023-04-21,89.42059478216854
2023-04-24,90.4092750037351
2023-04-25,88.58539135929207
2023-04-26,87.41687726415124
2023-04-27,86.4434210572563
2023-04-28,88.5472612506118
2023-05-01,88.69548387528722
2023-05-02,87.74218676771505
2023-05-03,88.00993352216348
2023-05-04,88.35054330766117
2023-05-05,88.82583916506255
2023-05-08,89.0544348281335
2023-05-09,89.28332325369621
2023-05-10,88.68618204168739
2023-05-11,87.81661808616205
2023-05-12,87.12647783160364
2023-05-15,88.45936031833234
2023-05-16,86.70393976298624
2023-05-17,88.1815801273522
2023-05-18,88.0882452520844
2023-05-19,87.30405678769235
2023-05-22,87.31586556607449
2023-05-23,85.89706197130863
2023-05-24,84.7722738848568
2023-05-25,84.26762466886223
2023-05-26,83.21959990680989
2023-05-29,83.02121626778747
2023-05-30,83.70639958064999
2023-05-31,85.01737984401534
2023-06-01,86.78968153265731
2023-06-02,86.50345759980209
2023-06-05,87.78406674207542
2023-06-06,87.86887648867442
2023-06-07,88.32922461146384
2023-06-08,87.35764561615392
2023-06-09,86.24231240344108
2023-06-12,86.94952810298805
2023-06-13,85.8676007354378
2023-06-14,85.8463847525877
2023-06-15,85.60689584517083
2023-06-16,85.67254971979433
2023-06-19,85.19352041176127
2023-06-20,84.55323021285251
2023-06-21,86.36965545553514
2023-06-22,85.8085866136711
2023-06-23,84.32839451373272
2023-06-26,83.7769356135318
2023-06-27,83.20573345379749
2023-06-28,83.80959422134647
2023-06-29,84.60627038022585
2023-06-30,85.77900665218853
2023-07-03,86.61339220905185
2023-07-04,84.91176396706494
2023-07-05,85.51843473065301
2023-07-06,85.41731397616337
2023-07-07,85.96168159783382
2023-07-10,85.69957911656041
2023-07-11,84.52778604002478
2023-07-12,84.96212282389175
2023-07-13,83.34630737804237
2023-07-14,84.12754248859761
2023-07-17,83.40287380802316
2023-07-18,82.96054872393273
2023-07-19,83.96856185826704
2023-07-20,83.72169715528572
2023-07-21,83.26085583345369
2023-07-24,82.6651496073073
2023-07-25,83.46755949864668
2023-07-26,82.66675101389802
2023-07-27,82.58377234079893
2023-07-28,83.24805256016852
2023-07-31,81.852642942988
2023-08-01,82.176895063481
2023-08-02,83.39617858992403
2023-08-03,83.23306344895175
2023-08-04,82.40947710120177
2023-08-07,82.45221790197886
2023-08-08,81.90135948555891
2023-08-09,82.2000199909863
2023-08-10,81.27115116349732
2023-08-11,81.54401121070526
2023-08-14,81.1554454964977
2023-08-15,81.94006734604329
2023-08-16,81.27191624626793
2023-08-17,82.80053299280546
2023-08-18,82.74032050133495
2023-08-21,84.7997605893609
2023-08-22,84.51373582850903
2023-08-23,83.96707090030942
2023-08-24,83.65886180540666
2023-08-25,84.47923888959046
2023-08-28,83.64380202637295
2023-08-29,83.95994679618711
2023-08-30,83.8659749922802
2023-08-31,82.35879152693639
2023-09-01,82.24755993931697
2023-09-04,80.57947485249137
2023-09-05,79.81473609379078
2023-09-06,79.67611915664601
2023-09-07,80.59301589057524
2023-09-08,81.53200687184662
2023-09-11,80.36755237891211
2023-09-12,81.5440047022125
2023-09-13,81.04107117373586
2023-09-14,80.38792953995043
2023-09-15,81.43525209978006
2023-09-18,83.14085471462683
2023-09-19,83.80247045649892
2023-09-20,83.12686703575017
2023-09-21,83.15922873612402
2023-09-22,84.54262146132304
2023-09-25,83.74582617388052
2023-09-26,83.44375749437998
2023-09-27,84.4448188586627
2023-09-28,83.4806425538801
2023-09-29,83.1634942006732
2023-10-02,84.1676493804436
2023-10-03,83.68988528907363
2023-10-04,83.60546978495563
2023-10-05,82.79690103613773
2023-10-06,83.21952531538582
2023-10-09,83.02473000810814
2023-10-10,83.89993294322329
2023-10-11,81.84046377737366
2023-10-12,81.66452127421339
2023-10-13,81.62433634295782
2023-10-16,83.87582539116727
2023-10-17,84.1441079334675
2023-10-18,83.82715654577886
2023-10-19,84.5177990398166
2023-10-20,86.15947412421532
2023-10-23,86.6177379805315
2023-10-24,86.68821967157085
2023-10-25,86.08164402349975
2023-10-26,85.52841597977398
2023-10-27,85.89054409999599
2023-10-30,84.74267197987781
2023-10-31,85.19787647554521
2023-11-01,86.14045273514674
2023-11-02,85.80309703114854
2023-11-03,85.37887554591606
2023-11-06,86.02116268019095
2023-11-07,85.07492110633137
2023-11-08,84.39948072195882
2023-11-09,85.10745675879652
2023-11-10,85.8470783491496
2023-11-13,86.18560226942682
2023-11-14,86.0491836464655
2023-11-15,86.71077001357261
2023-11-16,87.32180524782581
2023-11-17,87.38849502354155
2023-11-20,86.03495217912793
2023-11-21,86.12310592230807
2023-11-22,84.11503192055548
2023-11-23,84.67154486013959
2023-11-24,83.78933220333825
2023-11-27,84.61570764702236
2023-11-28,83.86111812809361
2023-11-29,83.4365947235701
2023-11-30,83.69127098388363
2023-12-01,83.42297377174702
2023-12-04,84.92879948490138
2023-12-05,84.72235469382186
2023-12-06,85.25052561993445
2023-12-07,85.49596765632252
2023-12-08,85.22186496812998
2023-12-11,86.24728716803533
2023-12-12,87.14897965918877
2023-12-13,87.63801037485823
2023-12-14,88.94526866550584
2023-12-15,88.217676209142
2023-12-18,89.13827391774821
2023-12-19,87.83934086256289
2023-12-20,88.0209961318931
2023-12-21,87.89571199561477
2023-12-22,88.96140943186934
2023-12-25,87.45698285518093
2023-12-26,86.23636780172585
2023-12-27,86.34584444731446
2023-12-28,86.45994290606886
2023-12-29,86.69680053117781
2024-01-01,87.09572324946681
2024-01-02,88.75596340803014
2024-01-03,88.6852065009888
2024-01-04,89.45339563526426
2024-01-05,88.10818509398287
2024-01-08,88.53004148720174
2024-01-09,88.06155423471303
2024-01-10,89.015441647423
2024-01-11,88.44292582516215
2024-01-12,88.7814555223301
2024-01-15,89.11852209930703
2024-01-16,91.21050187415901
2024-01-17,90.04164787179148
2024-01-18,89.64230613579575
2024-01-19,90.81747552211758
2024-01-22,90.43060869703558
2024-01-23,89.75209694513511
2024-01-24,90.47400208169392
2024-01-25,90.85776779738259
2024-01-26,91.27889370278976
2024-01-29,91.75735781992063
2024-01-30,91.76378026171766
2024-01-31,90.68886697238358
2024-02-01,89.43550559649897
2024-02-02,89.27241878164666
2024-02-05,90.44853547171383
2024-02-06,90.2955919956436
2024-02-07,90.375041065758
2024-02-08,90.29606891507783
2024-02-09,89.75937858337849
2024-02-12,91.19450672413207
2024-02-13,91.56171480698987
2024-02-14,91.84593310344823
2024-02-15,91.13357610742975
2024-02-16,91.22871199159506
2024-02-19,91.41996834213228
2024-02-20,91.45919789751616
2024-02-21,92.63960985089669
2024-02-22,93.72756812498558
2024-02-23,93.60209855090258
2024-02-26,92.46282455778935
2024-02-27,92.4092272998078
2024-02-28,92.70750713825107
2024-02-29,92.19167768614109
2024-03-01,92.22030163091077
2024-03-04,93.97245147446895
2024-03-05,94.69392261901842
2024-03-06,94.6085049616114
2024-03-07,93.12739149321312
2024-03-08,92.25925225793068
2024-03-11,92.07154895193811
2024-03-12,93.5734518207337
2024-03-13,94.79254312797941
2024-03-14,92.88375795404225
2024-03-15,94.01641868597507
2024-03-18,93.07634826523251
2024-03-19,90.50897978250848
2024-03-20,90.21646051388939
2024-03-21,89.94766872656554
2024-03-22,89.10586635573992
2024-03-25,88.82730750853861
2024-03-26,87.7471318698048
2024-03-27,89.25081854228138
2024-03-28,88.09141149672705
2024-03-29,89.62106323355619
2024-04-01,89.84338311981702
2024-04-02,90.64774887106911
2024-04-03,90.17771618853844
2024-04-04,90.54090125809054
2024-04-05,92.86116880890096
2024-04-08,93.12906451024344
2024-04-09,92.35002999157389
2024-04-10,92.14613422124704
2024-04-11,91.52184257996274
2024-04-12,92.12648429306259
2024-04-15,91.12113257803806
2024-04-16,90.89763108481898
2024-04-17,91.49658565876734
2024-04-18,92.16125918003873
2024-04-19,91.54129887210938
2024-04-22,92.96194064500165
2024-04-23,92.79360118240136
2024-04-24,93.23381172348574
2024-04-25,92.80895611036084
2024-04-26,92.44220663234127
2024-04-29,92.00360849810252
2024-04-30,90.46797459759019
2024-05-01,90.86874958086557
2024-05-02,92.69282966274811
2024-05-03,92.5406393216305
2024-05-06,93.26215645007598
2024-05-07,94.68943907367307
2024-05-08,94.73095757893665
2024-05-09,95.52930955899022
2024-05-10,96.95404225316217
2024-05-13,94.69413188469137
2024-05-14,93.04371407986571
2024-05-15,93.40898686260782
2024-05-16,94.61097088224581
2024-05-17,94.28062224522597
2024-05-20,95.35230867770937
2024-05-21,95.85839533541416
2024-05-22,95.05562111616491
2024-05-23,96.98383099231161
2024-05-24,96.35656692072845
2024-05-27,98.3609100156697
2024-05-28,100.02969382026252
2024-05-29,101.58133722316217
2024-05-30,102.94054070283367
2024-05-31,101.73484569040676
2024-06-03,101.66207442253842
2024-06-04,102.17791129137636
2024-06-05,103.82001814079311
2024-06-06,105.58049168584932
2024-06-07,104.19753104759558
2024-06-10,106.58274641972356
2024-06-11,107.71504008023179
2024-06-12,109.13087553487327
2024-06-13,108.7202710607597
2024-06-14,108.87648862303352
2024-06-17,108.2997736394728
2024-06-18,108.32882687917483
2024-06-19,107.35462360316193
2024-06-20,106.25848865489019
2024-06-21,105.67022497314605
2024-06-24,105.56957285961235
2024-06-25,105.72665270549476
2024-06-26,107.12971647141111
2024-06-27,107.11194256515446
2024-06-28,105.63914393421443
2024-07-01,105.82257994869238
2024-07-02,105.47365359274198
2024-07-03,106.09424255418207
2024-07-04,105.77914919309919
2024-07-05,105.02781981135472
2024-07-08,106.87602454346607
2024-07-09,108.37169317394624
2024-07-10,111.10670395343203
2024-07-11,112.57147727327357
2024-07-12,113.21956546006575
2024-07-15,111.93595690585501
2024-07-16,112.77611898526536
2024-07-17,113.14658180167298
2024-07-18,114.48836740652399
2024-07-19,114.31248031559002
2024-07-22,114.24205451108274
2024-07-23,114.79080639710963
2024-07-24,115.91538138279749
2024-07-25,114.52986906441625
2024-07-26,115.89721724004217
2024-07-29,117.45284726377065
2024-07-30,116.79950794684797
2024-07-31,118.00578845241778
2024-08-01,119.40742548729064
2024-08-02,118.38676734064428
2024-08-05,118.16484646070411
2024-08-06,118.72091460451124
2024-08-07,118.27682758751146
2024-08-08,116.33249755048195
2024-08-09,114.7156644303081
2024-08-12,114.74966878808057
2024-08-13,112.35218686622126
2024-08-14,112.89577793785138
2024-08-15,114.16945143716046
2024-08-16,114.56347430420142
2024-08-19,116.22395164683952
2024-08-20,111.77247242004339
2024-08-21,111.43165197978118
2024-08-22,111.22385775672929
2024-08-23,110.88405215518353
2024-08-26,112.70834080825756
2024-08-27,113.56489638714342
2024-08-28,110.76842940695929
2024-08-29,109.87784042289717
2024-08-30,110.29851204939331
2024-09-02,108.77283116716738
2024-09-03,108.43444384094394
2024-09-04,108.96504931246709
2024-09-05,108.52514090738208
2024-09-06,107.89941791503172
2024-09-09,108.01445865830456
2024-09-10,109.72121909016197
2024-09-11,108.78194414326626
2024-09-12,107.23281465703435
2024-09-13,106.92433860046768
2024-09-16,106.399030083547
2024-09-17,107.19266909787765
2024-09-18,106.76844094026012
2024-09-19,107.82545572943587
2024-09-20,106.65333957755469
2024-09-23,105.80245547560286
2024-09-24,106.12870609971704
2024-09-25,105.61342476132216
2024-09-26,106.65612028141483
2024-09-27,105.83669957094376
2024-09-30,104.27610070651035
2024-10-01,104.78031980403357
2024-10-02,105.3581796652372
2024-10-03,106.28481969810441
2024-10-04,105.26167605609716
2024-10-07,103.28067408172954
2024-10-08,100.69436687968786
2024-10-09,99.19224310301973
2024-10-10,97.25505533412691
2024-10-11,99.90788504785134
2024-10-14,99.21570348641379
2024-10-15,100.01223079252937
2024-10-16,99.12052562840555
2024-10-17,99.4332671696909
2024-10-18,101.36865625195648
2024-10-21,100.38015411910615
2024-10-22,99.40136319964893
2024-10-23,99.10692930638228
2024-10-24,97.42894838327328
2024-10-25,97.64782815759098
2024-10-28,96.38351537309899
2024-10-29,96.04701147635912
2024-10-30,96.66535819681036
2024-10-31,96.33227535237408
2024-11-01,96.16088004733828
2024-11-04,97.19046623447537
2024-11-05,97.91180991320908
2024-11-06,99.2683092209942
2024-11-07,98.22356799187179
2024-11-08,95.86091328377353
2024-11-11,95.61987066766335
2024-11-12,95.52232057500338
2024-11-13,98.15562136987457
2024-11-14,96.74467461451458
2024-11-15,95.95767989571064
2024-11-18,95.98104687433033
2024-11-19,95.91928772925472
2024-11-20,95.97870219886508
2024-11-21,95.01131679204835
2024-11-22,94.83344743523584
2024-11-25,93.50130000198853
2024-11-26,92.7129192253366
2024-11-27,93.34004410338429
2024-11-28,92.77769933712968
2024-11-29,92.65809716540184
2024-12-02,93.68315592801115
2024-12-03,92.81357479935126
2024-12-04,92.00874636634047
2024-12-05,93.25441226320707
2024-12-06,93.33485934148703
2024-12-09,94.60690821987458
2024-12-10,94.59085098262676
2024-12-11,94.0872367339373
2024-12-12,95.97459459522929
2024-12-13,95.06577922006015
2024-12-16,96.76608664586496
2024-12-17,97.8462150700844
2024-12-18,97.61394741990732
2024-12-19,98.08871889308394
2024-12-20,98.53406400800449
2024-12-23,96.98816251163865
2024-12-24,96.29385104680688
2024-12-25,96.97238839349227
2024-12-26,96.97261949840585
2024-12-27,97.40342401245266
2024-12-30,98.53770755843276
2024-12-31,99.679813013812
2025-01-01,100.76477385432008
2025-01-02,100.26407049842543
2025-01-03,98.43676992760633
2025-01-06,98.66239354978539
2025-01-07,98.05486408121587
2025-01-08,98.03394255425677
2025-01-09,97.3946226521553
2025-01-10,97.27113774283343
2025-01-13,99.01207817891556
2025-01-14,99.85774929001836
2025-01-15,101.02344491019993
2025-01-16,102.1133462587201
