Date,IJH
2021-11-22,53.74641799926758
2021-11-23,53.68837356567383
2021-11-24,53.64155960083008
2021-11-26,51.9393310546875
2021-11-29,51.958065032958984
2021-11-30,50.606021881103516
2021-12-01,49.79330062866211
2021-12-02,51.19964599609375
2021-12-03,50.5086555480957
2021-12-06,51.55169677734375
2021-12-07,52.429962158203125
2021-12-08,52.707115173339844
2021-12-09,51.943077087402344
2021-12-10,52.00862503051758
2021-12-13,51.44035720825195
2021-12-14,51.23741149902344
2021-12-15,51.78236770629883
2021-12-16,51.08519744873047
2021-12-17,50.99123001098633
2021-12-20,50.164405822753906
2021-12-21,51.4817008972168
2021-12-22,51.945858001708984
2021-12-23,52.32920837402344
2021-12-27,53.018856048583984
2021-12-28,53.01510238647461
2021-12-29,53.31764602661133
2021-12-30,53.13912582397461
2021-12-31,53.19551086425781
2022-01-03,53.36463165283203
2022-01-04,53.62584686279297
2022-01-05,52.40625
2022-01-06,52.68625259399414
2022-01-07,52.28410339355469
2022-01-10,52.08115005493164
2022-01-11,52.56221389770508
2022-01-12,52.394981384277344
2022-01-13,52.25592041015625
2022-01-14,52.10934066772461
2022-01-18,50.98747634887695
2022-01-19,50.282798767089844
2022-01-20,49.403343200683594
2022-01-21,48.55772018432617
2022-01-24,49.467227935791016
2022-01-25,48.599056243896484
2022-01-26,48.10108184814453
2022-01-27,47.3475227355957
2022-01-28,48.296504974365234
2022-01-31,49.335689544677734
2022-02-01,49.841190338134766
2022-02-02,49.85247039794922
2022-02-03,49.04817199707031
2022-02-04,49.13649368286133
2022-02-07,49.16468811035156
2022-02-08,50.07796096801758
2022-02-09,50.979957580566406
2022-02-10,50.25273132324219
2022-02-11,49.59877395629883
2022-02-14,49.437171936035156
2022-02-15,50.51205062866211
2022-02-16,50.664268493652344
2022-02-17,49.540523529052734
2022-02-18,49.36199951171875
2022-02-22,48.67610168457031
2022-02-23,47.85677719116211
2022-02-24,48.54643630981445
2022-02-25,49.93326950073242
2022-02-28,49.93326950073242
2022-03-01,48.95045852661133
2022-03-02,50.250850677490234
2022-03-03,49.83555603027344
2022-03-04,49.04066848754883
2022-03-07,47.20659255981445
2022-03-08,47.36068344116211
2022-03-09,48.72684097290039
2022-03-10,48.70804977416992
2022-03-11,48.21759033203125
2022-03-14,47.78913497924805
2022-03-15,48.53141403198242
2022-03-16,49.91447067260742
2022-03-17,50.404937744140625
2022-03-18,50.773250579833984
2022-03-21,50.636077880859375
2022-03-22,50.95741271972656
2022-03-23,50.01407241821289
2022-03-24,50.582828521728516
2022-03-25,50.9372444152832
2022-03-28,51.02961349487305
2022-03-29,52.09849548339844
2022-03-30,51.3331184387207
2022-03-31,50.58659744262695
2022-04-01,50.91461944580078
2022-04-04,50.80904769897461
2022-04-05,49.868343353271484
2022-04-06,49.295257568359375
2022-04-07,49.210418701171875
2022-04-08,49.185916900634766
2022-04-11,48.94273376464844
2022-04-12,48.87297439575195
2022-04-13,49.67228698730469
2022-04-14,49.38008117675781
2022-04-18,49.29902267456055
2022-04-19,50.409393310546875
2022-04-20,50.78076934814453
2022-04-21,49.87211990356445
2022-04-22,48.52421569824219
2022-04-25,48.80323028564453
2022-04-26,47.374267578125
2022-04-27,47.41950988769531
2022-04-28,48.305545806884766
2022-04-29,46.9915771484375
2022-05-02,47.26493453979492
2022-05-03,47.74187469482422
2022-05-04,49.06903076171875
2022-05-05,47.25926971435547
2022-05-06,46.631507873535156
2022-05-09,45.05363082885742
2022-05-10,44.91413116455078
2022-05-11,44.13931655883789
2022-05-12,44.572906494140625
2022-05-13,45.73605728149414
2022-05-16,45.48344421386719
2022-05-17,46.85207748413086
2022-05-18,45.049861907958984
2022-05-19,45.0008430480957
2022-05-20,44.88396072387695
2022-05-23,45.362796783447266
2022-05-24,44.80290603637695
2022-05-25,45.671958923339844
2022-05-26,46.73520278930664
2022-05-27,47.815399169921875
2022-05-31,47.351646423339844
2022-06-01,46.94821548461914
2022-06-02,48.01899337768555
2022-06-03,47.47041702270508
2022-06-06,47.74752426147461
2022-06-07,48.365867614746094
2022-06-08,47.47041702270508
2022-06-09,46.48893356323242
2022-06-10,45.259727478027344
2022-06-13,43.2040901184082
2022-06-14,43.04522705078125
2022-06-15,43.55206298828125
2022-06-16,41.42835235595703
2022-06-17,41.823585510253906
2022-06-21,42.39280319213867
2022-06-22,42.23963165283203
2022-06-23,42.50437927246094
2022-06-24,44.002132415771484
2022-06-27,44.17233657836914
2022-06-28,43.523681640625
2022-06-29,43.183292388916016
2022-06-30,42.78237533569336
2022-07-01,43.3156623840332
2022-07-05,43.25704574584961
2022-07-06,42.999855041503906
2022-07-07,43.91703414916992
2022-07-08,43.771419525146484
2022-07-11,43.27595901489258
2022-07-12,43.183292388916016
2022-07-13,43.07360076904297
2022-07-14,42.64999771118164
2022-07-15,43.47072982788086
2022-07-18,43.37428283691406
2022-07-19,44.79450607299805
2022-07-20,45.27105712890625
2022-07-21,45.63037109375
2022-07-22,45.22568130493164
2022-07-25,45.4961051940918
2022-07-26,45.25026321411133
2022-07-27,46.095584869384766
2022-07-28,46.81420135498047
2022-07-29,47.453392028808594
2022-08-01,47.442047119140625
2022-08-02,46.97494888305664
2022-08-03,47.3758544921875
2022-08-04,47.01844024658203
2022-08-05,47.28887176513672
2022-08-08,47.599002838134766
2022-08-09,47.19053649902344
2022-08-10,48.357337951660156
2022-08-11,48.6447868347168
2022-08-12,49.406898498535156
2022-08-15,49.46930694580078
2022-08-16,49.78890609741211
2022-08-17,49.11567687988281
2022-08-18,49.52415084838867
2022-08-19,48.710968017578125
2022-08-22,47.670867919921875
2022-08-23,47.66520309448242
2022-08-24,47.89023971557617
2022-08-25,48.69584274291992
2022-08-26,47.23591613769531
2022-08-29,46.92577362060547
2022-08-30,46.286582946777344
2022-08-31,45.94996643066406
2022-09-01,45.590667724609375
2022-09-02,45.25593566894531
2022-09-06,44.972267150878906
2022-09-07,45.99535369873047
2022-09-08,46.434085845947266
2022-09-09,47.262386322021484
2022-09-12,47.727603912353516
2022-09-13,45.94240951538086
2022-09-14,45.95186233520508
2022-09-15,45.677650451660156
2022-09-16,45.01954650878906
2022-09-19,45.598228454589844
2022-09-20,44.856903076171875
2022-09-21,44.25175857543945
2022-09-22,43.29108428955078
2022-09-23,42.3852424621582
2022-09-26,41.728858947753906
2022-09-27,41.766910552978516
2022-09-28,42.88180923461914
2022-09-29,42.0408821105957
2022-09-30,41.71554183959961
2022-10-03,42.935081481933594
2022-10-04,44.626461029052734
2022-10-05,44.41908645629883
2022-10-06,44.049983978271484
2022-10-07,42.94459915161133
2022-10-10,42.85898208618164
2022-10-11,42.92557144165039
2022-10-12,42.685848236083984
2022-10-13,43.625709533691406
2022-10-14,42.5640869140625
2022-10-17,43.70942306518555
2022-10-18,44.37531661987305
2022-10-19,43.587669372558594
2022-10-20,42.93699264526367
2022-10-21,43.81407165527344
2022-10-24,44.11085891723633
2022-10-25,45.21625518798828
2022-10-26,45.31328582763672
2022-10-27,45.343727111816406
2022-10-28,46.14659881591797
2022-10-31,46.142799377441406
2022-11-01,46.3121223449707
2022-11-02,44.953697204589844
2022-11-03,44.866180419921875
2022-11-04,45.63291931152344
2022-11-07,46.019142150878906
2022-11-08,46.114261627197266
2022-11-09,45.14585494995117
2022-11-10,47.76187515258789
2022-11-11,48.03584289550781
2022-11-14,47.5754280090332
2022-11-15,48.30791091918945
2022-11-16,47.638214111328125
2022-11-17,47.34331512451172
2022-11-18,47.64582824707031
2022-11-21,47.550689697265625
2022-11-22,48.33455276489258
2022-11-23,48.37450408935547
2022-11-25,48.59139633178711
2022-11-28,47.67816925048828
2022-11-29,47.815147399902344
2022-11-30,48.89580154418945
2022-12-01,48.84443664550781
2022-12-02,48.89580154418945
2022-12-05,47.699092864990234
2022-12-06,47.12261962890625
2022-12-07,47.050323486328125
2022-12-08,47.427032470703125
2022-12-09,46.907630920410156
2022-12-12,47.394683837890625
2022-12-13,47.697364807128906
2022-12-14,47.481441497802734
2022-12-15,46.41325378417969
2022-12-16,45.89350128173828
2022-12-19,45.3890266418457
2022-12-20,45.6317138671875
2022-12-21,46.49351501464844
2022-12-22,45.9680290222168
2022-12-23,46.29287338256836
2022-12-27,46.30815505981445
2022-12-28,45.52661895751953
2022-12-29,46.4266357421875
2022-12-30,46.222171783447266
2023-01-03,46.002418518066406
2023-01-04,46.69416046142578
2023-01-05,46.22981643676758
2023-01-06,47.391624450683594
2023-01-09,47.401180267333984
2023-01-10,47.85597610473633
2023-01-11,48.440696716308594
2023-01-12,48.89549255371094
2023-01-13,49.141990661621094
2023-01-17,49.02352523803711
2023-01-18,48.3929328918457
2023-01-19,47.90565490722656
2023-01-20,48.68911361694336
2023-01-23,49.29867935180664
2023-01-24,49.12861251831055
2023-01-25,49.260459899902344
2023-01-26,49.682762145996094
2023-01-27,49.87385177612305
2023-01-30,49.333072662353516
2023-01-31,50.50253677368164
2023-02-01,51.33185958862305
2023-02-02,51.92232131958008
2023-02-03,51.55733871459961
2023-02-06,50.99936294555664
2023-02-07,51.360530853271484
2023-02-08,50.764320373535156
2023-02-09,50.14901351928711
2023-02-10,50.27895736694336
2023-02-13,50.87897872924805
2023-02-14,50.89235305786133
2023-02-15,51.266883850097656
2023-02-16,50.87515640258789
2023-02-17,50.81782913208008
2023-02-21,49.5795783996582
2023-02-22,49.661739349365234
2023-02-23,49.87576675415039
2023-02-24,49.56812286376953
2023-02-27,49.67893981933594
2023-02-28,49.5566520690918
2023-03-01,49.715248107910156
2023-03-02,49.961753845214844
2023-03-03,50.517822265625
2023-03-06,49.900604248046875
2023-03-07,49.29867935180664
2023-03-08,49.34645462036133
2023-03-09,48.14833450317383
2023-03-10,46.776329040527344
2023-03-13,45.90305709838867
2023-03-14,46.79160690307617
2023-03-15,45.77119827270508
2023-03-16,46.40752029418945
2023-03-17,45.33552551269531
2023-03-20,46.1170768737793
2023-03-21,46.92919158935547
2023-03-22,45.73299789428711
2023-03-23,45.534812927246094
2023-03-24,45.91274642944336
2023-03-27,46.35783386230469
2023-03-28,46.45950698852539
2023-03-29,47.029293060302734
2023-03-30,47.16742706298828
2023-03-31,47.992366790771484
2023-04-03,47.98277282714844
2023-04-04,47.15016555786133
2023-04-05,46.82593536376953
2023-04-06,46.76838302612305
2023-04-10,47.33625030517578
2023-04-11,47.775577545166016
2023-04-12,47.50506591796875
2023-04-13,47.835060119628906
2023-04-14,47.57414245605469
2023-04-17,47.944400787353516
2023-04-18,47.881103515625
2023-04-19,47.97126388549805
2023-04-20,47.7794189453125
2023-04-21,47.75830841064453
2023-04-24,47.7794189453125
2023-04-25,46.856632232666016
2023-04-26,46.436485290527344
2023-04-27,47.16742706298828
2023-04-28,47.61634063720703
2023-05-01,47.6029167175293
2023-05-02,46.925697326660156
2023-05-03,46.875816345214844
2023-05-04,46.09500503540039
2023-05-05,47.06190490722656
2023-05-08,46.933372497558594
2023-05-09,46.74919891357422
2023-05-10,46.83169174194336
2023-05-11,46.5362548828125
2023-05-12,46.54200744628906
2023-05-15,46.929534912109375
2023-05-16,46.240806579589844
2023-05-17,47.04655838012695
2023-05-18,47.449440002441406
2023-05-19,47.00819778442383
2023-05-22,47.26142883300781
2023-05-23,46.79140090942383
2023-05-24,46.33673095703125
2023-05-25,46.330970764160156
2023-05-26,46.77605438232422
2023-05-30,46.74152755737305
2023-05-31,46.08540725708008
2023-06-01,46.449913024902344
2023-06-02,48.015384674072266
2023-06-05,47.49739456176758
2023-06-06,48.47005844116211
2023-06-07,49.21588897705078
2023-06-08,49.01192855834961
2023-06-09,48.71366500854492
2023-06-12,48.98114013671875
2023-06-13,49.50260543823242
2023-06-14,49.198577880859375
2023-06-15,49.681556701660156
2023-06-16,49.46989822387695
2023-06-20,49.11005401611328
2023-06-21,49.056175231933594
2023-06-22,48.78678894042969
2023-06-23,48.22491455078125
2023-06-26,48.613609313964844
2023-06-27,49.39292526245117
2023-06-28,49.41023635864258
2023-06-29,50.01059341430664
2023-06-30,50.31462860107422
2023-07-03,50.458946228027344
2023-07-05,50.0413818359375
2023-07-06,49.4968376159668
2023-07-07,49.962486267089844
2023-07-10,50.60325622558594
2023-07-11,51.15935516357422
2023-07-12,51.52880859375
2023-07-13,51.80974578857422
2023-07-14,51.344085693359375
2023-07-17,51.659664154052734
2023-07-18,52.15803146362305
2023-07-19,52.33506393432617
2023-07-20,52.071441650390625
2023-07-21,51.94636535644531
2023-07-24,52.00794219970703
2023-07-25,52.098384857177734
2023-07-26,52.394718170166016
2023-07-27,51.7558708190918
2023-07-28,52.190738677978516
2023-07-31,52.41587829589844
2023-08-01,52.28695297241211
2023-08-02,51.69429016113281
2023-08-03,51.50955581665039
2023-08-04,51.51533508300781
2023-08-07,51.90596008300781
2023-08-08,51.46723556518555
2023-08-09,51.21900939941406
2023-08-10,51.140113830566406
2023-08-11,51.1304931640625
2023-08-14,51.22285461425781
2023-08-15,50.52821350097656
2023-08-16,50.03945541381836
2023-08-17,49.41793441772461
2023-08-18,49.56802749633789
2023-08-21,49.604583740234375
2023-08-22,49.385223388671875
2023-08-23,49.92978286743164
2023-08-24,49.423709869384766
2023-08-25,49.57379150390625
2023-08-28,50.03945541381836
2023-08-29,50.7398796081543
2023-08-30,50.86880111694336
2023-08-31,50.85725402832031
2023-09-01,51.355628967285156
2023-09-05,50.1876220703125
2023-09-06,50.045223236083984
2023-09-07,49.57379150390625
2023-09-08,49.527610778808594
2023-09-11,49.604583740234375
2023-09-12,49.591121673583984
2023-09-13,49.33134841918945
2023-09-14,49.920162200927734
2023-09-15,49.437171936035156
2023-09-18,49.364051818847656
2023-09-19,49.287086486816406
2023-09-20,48.99845886230469
2023-09-21,48.10560989379883
2023-09-22,48.04787826538086
2023-09-25,48.344215393066406
2023-09-26,47.58030319213867
2023-09-27,47.86058807373047
2023-09-28,48.359291076660156
2023-09-29,48.198856353759766
2023-10-02,47.57064437866211
2023-10-03,46.797447204589844
2023-10-04,47.0274772644043
2023-10-05,46.946292877197266
2023-10-06,47.33095169067383
2023-10-09,47.686622619628906
2023-10-10,48.131202697753906
2023-10-11,48.278106689453125
2023-10-12,47.36187744140625
2023-10-13,47.08352279663086
2023-10-16,47.839324951171875
2023-10-17,48.4230842590332
2023-10-18,47.35028076171875
2023-10-19,46.61768341064453
2023-10-20,46.111244201660156
2023-10-23,45.67631912231445
2023-10-24,45.92953872680664
2023-10-25,45.24140930175781
2023-10-26,45.45402526855469
2023-10-27,44.852867126464844
2023-10-30,45.21434020996094
2023-10-31,45.61833572387695
2023-11-01,45.89861297607422
2023-11-02,46.88636779785156
2023-11-03,47.80259323120117
2023-11-06,47.3328857421875
2023-11-07,47.21497344970703
2023-11-08,46.98687744140625
2023-11-09,46.48623275756836
2023-11-10,47.0622673034668
2023-11-13,46.99654769897461
2023-11-14,48.8309440612793
2023-11-15,49.03777313232422
2023-11-16,48.550662994384766
2023-11-17,48.944984436035156
2023-11-20,49.165348052978516
2023-11-21,48.927589416503906
2023-11-22,49.22333908081055
2023-11-24,49.426292419433594
2023-11-27,49.34318161010742
2023-11-28,49.02617263793945
2023-11-29,49.2175407409668
2023-11-30,49.495887756347656
2023-12-01,50.69047546386719
2023-12-04,51.115726470947266
2023-12-05,50.444984436035156
2023-12-06,50.35799789428711
2023-12-07,50.64021301269531
2023-12-08,50.86636734008789
2023-12-11,51.119590759277344
2023-12-12,51.01714324951172
2023-12-13,52.32383728027344
2023-12-14,53.51648712158203
2023-12-15,53.071903228759766
2023-12-18,53.15115737915039
2023-12-19,53.85282516479492
2023-12-20,52.97842025756836
2023-12-21,53.69479751586914
2023-12-22,53.91611099243164
2023-12-26,54.31991958618164
2023-12-27,54.32963562011719
2023-12-28,54.32963562011719
2023-12-29,53.805458068847656
2024-01-02,53.63267135620117
2024-01-03,52.4193115234375
2024-01-04,52.324180603027344
2024-01-05,52.514427185058594
2024-01-08,53.17256164550781
2024-01-09,52.83088302612305
2024-01-10,52.953189849853516
2024-01-11,52.83476638793945
2024-01-12,52.819236755371094
2024-01-16,52.462013244628906
2024-01-17,52.09703063964844
2024-01-18,52.53772735595703
2024-01-19,53.03472900390625
2024-01-22,53.66179656982422
2024-01-23,53.4482421875
2024-01-24,53.104618072509766
2024-01-25,53.44047927856445
2024-01-26,53.494834899902344
2024-01-29,54.00541687011719
2024-01-30,53.87534713745117
2024-01-31,52.871646881103516
2024-02-01,53.57054901123047
2024-02-02,53.58025360107422
2024-02-05,52.97648239135742
2024-02-06,53.23857116699219
2024-02-07,53.502593994140625
2024-02-08,53.99764633178711
2024-02-09,54.4150505065918
2024-02-12,54.921749114990234
2024-02-13,53.574432373046875
2024-02-14,54.33156967163086
2024-02-15,55.32555389404297
2024-02-16,54.81108856201172
2024-02-20,54.42475891113281
2024-02-21,54.49076461791992
2024-02-22,55.33915328979492
2024-02-23,55.36826705932617
2024-02-26,55.31003189086914
2024-02-27,55.60123062133789
2024-02-28,55.56241226196289
2024-02-29,55.9701042175293
2024-03-01,56.44573974609375
2024-03-04,56.78548049926758
2024-03-05,56.63016891479492
2024-03-06,57.02814865112305
2024-03-07,57.581443786621094
2024-03-08,57.28053283691406
2024-03-11,56.9990348815918
2024-03-12,57.30965805053711
2024-03-13,57.54261779785156
2024-03-14,56.843719482421875
2024-03-15,56.75635528564453
2024-03-18,56.63016891479492
2024-03-19,57.076683044433594
2024-03-20,57.853240966796875
2024-03-21,58.47616195678711
2024-03-22,58.008968353271484
2024-03-25,58.05763626098633
2024-03-26,57.97977066040039
2024-03-27,58.96282196044922
2024-03-28,59.1185417175293
2024-04-01,58.75841522216797
2024-04-02,57.97977066040039
2024-04-03,58.2425651550293
2024-04-04,57.58071517944336
2024-04-05,58.0673713684082
2024-04-08,58.320430755615234
2024-04-09,58.39829635620117
2024-04-10,57.21085739135742
2024-04-11,57.24005889892578
2024-04-12,56.34461212158203
2024-04-15,55.73143005371094
2024-04-16,55.48811340332031
2024-04-17,55.0014533996582
2024-04-18,54.92359924316406
2024-04-19,55.06958770751953
2024-04-22,55.63410186767578
2024-04-23,56.305686950683594
2024-04-24,56.32515335083008
2024-04-25,56.140220642089844
2024-04-26,56.2764892578125
2024-04-29,56.61714172363281
2024-04-30,55.60491180419922
2024-05-01,55.63410186767578
2024-05-02,56.373817443847656
2024-05-03,56.96753692626953
2024-05-06,57.73644256591797
2024-05-07,57.931114196777344
2024-05-08,57.697509765625
2024-05-09,58.252296447753906
2024-05-10,58.21336364746094
2024-05-13,58.18416976928711
2024-05-14,58.700016021728516
2024-05-15,59.167205810546875
2024-05-16,58.65135192871094
2024-05-17,58.700016021728516
2024-05-20,58.729217529296875
2024-05-21,58.66108703613281
2024-05-22,58.174434661865234
2024-05-23,57.444454193115234
2024-05-24,57.931114196777344
2024-05-28,57.57098388671875
2024-05-29,56.821537017822266
2024-05-30,57.3373908996582
2024-05-31,58.08683776855469
2024-06-03,57.60991668701172
2024-06-04,56.841007232666016
2024-06-05,57.47365188598633
2024-06-06,57.2984619140625
2024-06-07,56.889678955078125
2024-06-10,56.96753692626953
2024-06-11,56.71475601196289
2024-06-12,57.47603225708008
2024-06-13,57.124671936035156
2024-06-14,56.44148635864258
2024-06-17,56.94899368286133
2024-06-18,57.05635452270508
2024-06-20,56.90995407104492
2024-06-21,57.144195556640625
2024-06-24,57.48578643798828
2024-06-25,56.93922805786133
2024-06-26,56.78307342529297
2024-06-27,56.968505859375
2024-06-28,57.11491394042969
2024-07-01,56.578121185302734
2024-07-02,56.75379943847656
2024-07-03,56.87091064453125
2024-07-05,56.50979995727539
2024-07-08,56.68547821044922
2024-07-09,56.3438720703125
2024-07-10,56.968505859375
2024-07-11,58.37393569946289
2024-07-12,58.96929168701172
2024-07-15,59.33041000366211
2024-07-16,60.75535202026367
2024-07-17,59.8671989440918
2024-07-18,59.21329116821289
2024-07-19,58.80337142944336
2024-07-22,59.525611877441406
2024-07-23,59.66224670410156
2024-07-24,58.50082015991211
2024-07-25,58.96929168701172
2024-07-26,59.984317779541016
2024-07-29,59.9062385559082
2024-07-30,60.1209602355957
2024-07-31,60.48207473754883
2024-08-01,59.144962310791016
2024-08-02,57.50530242919922
2024-08-05,55.943721771240234
2024-08-06,56.50003433227539
2024-08-07,56.099884033203125
2024-08-08,57.30034637451172
2024-08-09,57.26131057739258
2024-08-12,56.919708251953125
2024-08-13,57.69074630737305
2024-08-14,57.62242889404297
2024-08-15,58.76433181762695
2024-08-16,58.793617248535156
2024-08-19,59.359683990478516
2024-08-20,58.83264923095703
2024-08-21,59.54513168334961
2024-08-22,59.18400955200195
2024-08-23,60.472312927246094
2024-08-26,60.28687286376953
2024-08-27,60.052642822265625
2024-08-28,59.779361724853516
2024-08-29,59.93552017211914
2024-08-30,60.40399169921875
2024-09-03,58.842411041259766
2024-09-04,58.647216796875
2024-09-05,58.24706268310547
2024-09-06,57.47603225708008
2024-09-09,57.710269927978516
2024-09-10,57.5833854675293
2024-09-11,57.81761932373047
2024-09-12,58.30562210083008
2024-09-13,59.34992599487305
2024-09-16,59.750083923339844
2024-09-17,60.052642822265625
2024-09-18,60.1112060546875
2024-09-19,61.145751953125
2024-09-20,60.7065544128418
2024-09-23,61.038394927978516
2024-09-24,61.028629302978516
2024-09-25,60.41041946411133
2024-09-26,60.9002799987793
2024-09-27,61.00804901123047
2024-09-30,61.05704116821289
2024-10-01,60.576969146728516
2024-10-02,60.62596130371094
2024-10-03,60.43000793457031
2024-10-04,61.01784896850586
2024-10-07,60.596561431884766
2024-10-08,60.63575744628906
2024-10-09,61.03744888305664
2024-10-10,60.71413803100586
2024-10-11,61.742855072021484
2024-10-14,62.11515426635742
2024-10-15,61.958396911621094
2024-10-16,62.516845703125
2024-10-17,62.58543014526367
2024-10-18,62.61481857299805
2024-10-21,61.8800163269043
2024-10-22,61.468528747558594
2024-10-23,61.096229553222656
2024-10-24,61.19420623779297
2024-10-25,60.86109161376953
2024-10-28,61.468528747558594
2024-10-29,61.537113189697266
2024-10-30,61.44893264770508
2024-10-31,60.64555358886719
2024-11-01,60.76312255859375
2024-11-04,60.93947219848633
2024-11-05,61.821231842041016
2024-11-06,64.37833404541016
2024-11-07,64.28036499023438
2024-11-08,64.59387969970703
2024-11-11,65.1621322631836
2024-11-12,64.476318359375
2024-11-13,64.11381530761719
2024-11-14,63.545570373535156
2024-11-15,62.869544982910156
2024-11-18,62.98712158203125
2024-11-19,63.016510009765625
2024-11-20,63.398597717285156
2024-11-21,64.39793395996094
2024-11-22,65.48544311523438
2024-11-25,66.49457550048828
2024-11-26,66.1810531616211
2024-11-27,65.95571899414062
2024-11-29,66.03408813476562
2024-12-02,65.82835388183594
2024-12-03,65.66178131103516
2024-12-04,65.84794616699219
2024-12-05,65.30909729003906
2024-12-06,65.31887817382812
2024-12-09,65.01516723632812
2024-12-10,64.58407592773438
2024-12-11,64.98578643798828
2024-12-12,64.61347198486328
2024-12-13,64.29996490478516
2024-12-16,64.29016876220703
2024-12-17,63.510047912597656
2024-12-18,61.09990692138672
2024-12-19,60.9425048828125
2024-12-20,61.3458366394043
2024-12-23,61.50323486328125
2024-12-24,61.96559143066406
2024-12-26,62.201683044433594
2024-12-27,61.59177017211914
2024-12-30,61.1589241027832
2024-12-31,61.296653747558594
