,RSP
2021-12-24,117.33921555750733
2021-12-27,115.6589096841675
2021-12-28,116.4949283335168
2021-12-29,113.04587827907658
2021-12-30,111.50056626219349
2021-12-31,112.1581180955504
2022-01-03,111.28290483383236
2022-01-04,112.92524057535955
2022-01-05,114.74631348271527
2022-01-06,115.80455227065742
2022-01-07,116.51260155623082
2022-01-10,115.5416251373863
2022-01-11,112.8971435677921
2022-01-12,111.6158944975397
2022-01-13,112.13406572304949
2022-01-14,113.10475898377412
2022-01-17,111.57593382788092
2022-01-18,110.63142288134074
2022-01-19,110.15448506987191
2022-01-20,110.359001919613
2022-01-21,110.19628276417383
2022-01-24,111.33927248480316
2022-01-25,112.95970674944317
2022-01-26,114.54888929000285
2022-01-27,113.20002539036456
2022-01-28,114.38374637865243
2022-01-31,116.12976675266424
2022-02-01,117.70284387613358
2022-02-02,116.93891808496232
2022-02-03,117.34625975265965
2022-02-04,119.0924576425085
2022-02-07,118.64346768016108
2022-02-08,118.90908801030078
2022-02-09,118.95588947635494
2022-02-10,120.78363238605954
2022-02-11,120.6746515333433
2022-02-14,124.52444579235254
2022-02-15,126.67126099513533
2022-02-16,127.06324282317512
2022-02-17,125.8454059520836
2022-02-18,125.0473831292046
2022-02-21,125.36182527572011
2022-02-22,126.06552603992223
2022-02-23,128.25263314048698
2022-02-24,129.80204370270027
2022-02-25,129.95613870786843
2022-02-28,131.32610023238075
2022-03-01,131.6470744550412
2022-03-02,130.8057838016569
2022-03-03,129.75230368739685
2022-03-04,131.66549706512188
2022-03-07,132.507339345413
2022-03-08,133.1005055673962
2022-03-09,132.3527940531204
2022-03-10,133.05342817399827
2022-03-11,133.47426388807088
2022-03-14,133.38232993853475
2022-03-15,134.14859951019076
2022-03-16,135.60152598624938
2022-03-17,136.14595359016295
2022-03-18,135.2114793317017
2022-03-21,135.45385861259655
2022-03-22,134.68070361966045
2022-03-23,137.20973645791094
2022-03-24,137.27241293428165
2022-03-25,137.89504849547524
2022-03-28,138.04711704351843
2022-03-29,138.87404403232392
2022-03-30,139.78908496513125
2022-03-31,141.10610896272647
2022-04-01,141.1506937057093
2022-04-04,139.6523932003432
2022-04-05,141.2068440189023
2022-04-06,142.30927533164405
2022-04-07,143.90553248490656
2022-04-08,145.0216630159759
2022-04-11,145.43080456689745
2022-04-12,145.9641915163097
2022-04-13,146.23581927096888
2022-04-14,146.26662236061608
2022-04-15,149.52865551194841
2022-04-18,148.8810120762585
2022-04-19,147.3607542274919
2022-04-20,147.52620186664817
2022-04-21,147.01093590044104
2022-04-22,149.17603084256592
2022-04-25,148.67529812290147
2022-04-26,147.05580526422207
2022-04-27,145.61349673216142
2022-04-28,146.34281913159393
2022-04-29,147.81090301860866
2022-05-02,148.65256000755636
2022-05-03,148.09275987668278
2022-05-04,146.47353541888896
2022-05-05,144.62723232048455
2022-05-06,143.71069632609291
2022-05-09,142.19076714141138
2022-05-10,143.43252432424399
2022-05-11,145.3202570863207
2022-05-12,144.53933711701342
2022-05-13,146.05824469375264
2022-05-16,146.35158870947114
2022-05-17,146.82879922923476
2022-05-18,144.98655536979768
2022-05-19,145.72364650789117
2022-05-20,146.61775810334956
2022-05-23,148.22521014910217
2022-05-24,145.97950499723933
2022-05-25,144.96476394830378
2022-05-26,141.35054288620447
2022-05-27,140.5806293445003
2022-05-30,137.38308169386715
2022-05-31,136.3551339189043
2022-06-01,135.60454550872961
2022-06-02,136.4534840819651
2022-06-03,137.1865248320484
2022-06-06,135.3689499462753
2022-06-07,135.1730953575808
2022-06-08,133.94363760156963
2022-06-09,133.57628015890796
2022-06-10,132.52927001531148
2022-06-13,132.3432954725795
2022-06-14,131.67487111179398
2022-06-15,130.12215346070352
2022-06-16,131.28344756040195
2022-06-17,132.60594178172207
2022-06-20,132.81633404042518
2022-06-21,131.51120514048043
2022-06-22,132.32757252715115
2022-06-23,132.32642041561095
2022-06-24,131.29118841684843
2022-06-27,132.22235708119413
2022-06-28,130.78441260418475
2022-06-29,130.52520190103843
2022-06-30,129.2573203761715
2022-07-01,130.11125064942263
2022-07-04,131.71971361186473
2022-07-05,132.73888945197947
2022-07-06,131.12534926125568
2022-07-07,132.01396020906543
2022-07-08,131.50107886619332
2022-07-11,133.0495794558705
2022-07-12,134.40449777339566
2022-07-13,136.8181259619109
2022-07-14,134.77710450806285
2022-07-15,135.91802536170775
2022-07-18,135.31407744418803
2022-07-19,137.69010478079716
2022-07-20,137.98953568781894
2022-07-21,136.6452829734322
2022-07-22,136.13244135483154
2022-07-25,133.61174039079967
2022-07-26,134.13221259639755
2022-07-27,134.67834747542153
2022-07-28,137.85247301273748
2022-07-29,136.73160262850442
2022-08-01,138.83311916997633
2022-08-02,137.95861293532153
2022-08-03,138.77190108835688
2022-08-04,139.61621255242366
2022-08-05,139.61979109098198
2022-08-08,141.47057027791368
2022-08-09,142.04914664258717
2022-08-10,145.94043330755431
2022-08-11,149.0991817404543
2022-08-12,150.36747591185875
2022-08-15,149.7805669238784
2022-08-16,149.43530567042353
2022-08-17,147.76360811185708
2022-08-18,149.34535089268599
2022-08-19,149.52779641538928
2022-08-22,148.65922399660425
2022-08-23,148.6267411197716
2022-08-24,147.55244092832834
2022-08-25,149.56393377664853
2022-08-26,146.97727723239052
2022-08-29,146.72576835256055
2022-08-30,145.1929938600856
2022-08-31,147.12549255526392
2022-09-01,146.12084717862317
2022-09-02,146.26947064095233
2022-09-05,146.6653038176243
2022-09-06,147.133229939765
2022-09-07,148.08154123656584
2022-09-08,147.21829429098378
2022-09-09,146.48536408744604
2022-09-12,146.68096027876675
2022-09-13,148.8279184723584
2022-09-14,146.81740577728738
2022-09-15,145.75665706823636
2022-09-16,145.8470794642893
2022-09-19,145.7963370907405
2022-09-20,148.22339339581177
2022-09-21,150.36136810233575
2022-09-22,152.55551614870228
2022-09-23,149.571345676223
2022-09-26,148.96095751333027
2022-09-27,151.30318162035056
2022-09-28,150.53239399938093
2022-09-29,150.7335680890504
2022-09-30,148.7969841278877
2022-10-03,147.18165736354564
2022-10-04,148.32258538027048
2022-10-05,147.30964488177293
2022-10-06,147.38023280273293
2022-10-07,145.9588249044817
2022-10-10,145.8434207718907
2022-10-11,147.12730080069673
2022-10-12,147.6280906353415
2022-10-13,148.40304226110212
2022-10-14,147.73737364517996
2022-10-17,147.4549443874992
2022-10-18,147.95135191489322
2022-10-19,145.9129674372346
2022-10-20,146.16632617388007
2022-10-21,145.18846273933107
2022-10-24,145.71775261303523
2022-10-25,147.50050161098986
2022-10-26,147.87971008558088
2022-10-27,150.0813705760007
2022-10-28,150.80927449210927
2022-10-31,149.1208750782866
2022-11-01,146.49641536776062
2022-11-02,143.80677883020275
2022-11-03,143.9360389293621
2022-11-04,145.17101500507738
2022-11-07,145.41280760488496
2022-11-08,147.33749298880022
2022-11-09,149.12599204280403
2022-11-10,147.63012796223046
2022-11-11,148.43608063171817
2022-11-14,149.3931237926474
2022-11-15,147.85140963296644
2022-11-16,146.40673560199656
2022-11-17,147.1597192987727
2022-11-18,146.59758951874758
2022-11-21,147.03650910270477
2022-11-22,146.54829041156654
2022-11-23,149.73957452512096
2022-11-24,150.19059511443376
2022-11-25,148.598715744616
2022-11-28,151.04031347213567
2022-11-29,153.67147978376954
2022-11-30,156.98443328227313
2022-12-01,157.38090217224266
2022-12-02,159.64644545249752
2022-12-05,160.8516513115967
2022-12-06,163.68407594972604
2022-12-07,162.40996163274497
2022-12-08,163.02329461807878
2022-12-09,161.95311633991616
2022-12-12,164.0471988503365
2022-12-13,164.25183737328086
2022-12-14,161.2707228385985
2022-12-15,161.13694638654536
2022-12-16,160.53237621940698
2022-12-19,161.33048500789408
2022-12-20,163.45443910880252
2022-12-21,162.80407384717054
2022-12-22,162.7315664828128
2022-12-23,164.65929663339514
2022-12-26,162.80698514822868
2022-12-27,162.92114780923518
2022-12-28,164.78391700770115
2022-12-29,164.56327429832373
2022-12-30,167.15911238770144
2023-01-02,168.61929715891634
2023-01-03,169.0570110113502
2023-01-04,170.46837727074964
2023-01-05,171.2913288612342
2023-01-06,171.08668342817995
2023-01-09,171.6114319431145
2023-01-10,170.46924810460777
2023-01-11,170.5199833566
2023-01-12,170.8871594926276
2023-01-13,173.46883601480855
2023-01-16,174.2475110515299
2023-01-17,175.70772492195732
2023-01-18,172.19802494427623
2023-01-19,173.32418804142358
2023-01-20,174.28785630590374
2023-01-23,173.92577502430882
2023-01-24,173.53653117122911
2023-01-25,174.62676504736248
2023-01-26,171.92266216388458
2023-01-27,171.55717196651725
2023-01-30,173.58468758901782
2023-01-31,173.5334847147414
2023-02-01,173.69173879624606
2023-02-02,174.68518896150664
2023-02-03,173.13729499129232
2023-02-06,171.83301930802207
2023-02-07,170.7529491516658
2023-02-08,174.7163598181416
2023-02-09,173.7126689338603
2023-02-10,173.8390873109949
2023-02-13,176.33839541586818
2023-02-14,175.487335932594
2023-02-15,176.05824077056675
2023-02-16,176.4728743155571
2023-02-17,179.3311941534703
2023-02-20,180.6531363338388
2023-02-21,180.07491627485476
2023-02-22,181.9774492189672
2023-02-23,181.74948285004746
2023-02-24,180.77184471831453
2023-02-27,180.90956765322514
2023-02-28,180.57867768493853
2023-03-01,179.90450831108998
2023-03-02,181.19730465861178
2023-03-03,180.74214491252175
2023-03-06,183.06292816424545
2023-03-07,182.0948716480613
2023-03-08,181.81232806646796
2023-03-09,182.1676631381572
2023-03-10,181.99741578403047
2023-03-13,182.5821752908156
2023-03-14,180.38223080028436
2023-03-15,180.66710752706948
2023-03-16,179.55545790618513
2023-03-17,181.2891465400234
2023-03-20,182.08519525531878
2023-03-21,181.65838146849146
2023-03-22,181.64738270102146
2023-03-23,179.9230872200692
2023-03-24,179.0882864098821
2023-03-27,177.76771558424062
2023-03-28,179.00860032182266
2023-03-29,178.09162409187414
2023-03-30,176.2009657696894
2023-03-31,175.12110686788688
2023-04-03,178.51535825406097
2023-04-04,175.32313161806013
2023-04-05,176.38179403998257
2023-04-06,172.75279282618573
2023-04-07,172.04229894910347
2023-04-10,170.85817003043203
2023-04-11,170.35456669619953
2023-04-12,170.06802459905487
2023-04-13,169.09195150009953
2023-04-14,170.52824760513332
2023-04-17,168.53418054157808
2023-04-18,170.5240657889649
2023-04-19,170.97036133635805
2023-04-20,168.16308435328037
2023-04-21,166.39613282362396
2023-04-24,168.1573139268909
2023-04-25,169.36521786597032
2023-04-26,168.33133713266974
2023-04-27,168.4185298535952
2023-04-28,168.41813552684062
2023-05-01,171.45220554376792
2023-05-02,175.69502895463427
2023-05-03,177.61662470874631
2023-05-04,178.6254252723018
2023-05-05,178.80340083157387
2023-05-08,179.44272300316405
2023-05-09,179.96701528984232
2023-05-10,183.6381373389873
2023-05-11,185.39125911284026
2023-05-12,184.63176829493884
2023-05-15,185.582539403693
2023-05-16,185.535877650188
2023-05-17,186.14807741051732
2023-05-18,188.83156897706007
2023-05-19,190.13351609870963
2023-05-22,192.8158000946346
2023-05-23,191.78495472692413
2023-05-24,188.9671804251145
2023-05-25,187.161698735225
2023-05-26,183.583403912423
2023-05-29,183.61830732673445
2023-05-30,185.39762256887363
2023-05-31,187.59644097584567
2023-06-01,189.4364479804832
2023-06-02,189.61607367405415
2023-06-05,189.26933283102534
2023-06-06,190.4297812869857
2023-06-07,189.11871404535617
2023-06-08,188.17432378403993
2023-06-09,188.875637806225
2023-06-12,187.4243767192
2023-06-13,187.22921739868187
2023-06-14,185.70146010318763
2023-06-15,185.942879991256
2023-06-16,187.8824488330428
2023-06-19,186.2480344532098
2023-06-20,184.2888569793823
2023-06-21,181.60818163898793
2023-06-22,180.64097125625602
2023-06-23,179.11769716511034
2023-06-26,178.37429856439852
2023-06-27,179.3264671956446
2023-06-28,178.91428715552436
2023-06-29,179.19317360309128
2023-06-30,180.78565706377404
2023-07-03,181.03333452601026
2023-07-04,185.8524114714227
2023-07-05,183.45079567781056
2023-07-06,184.24949776815197
2023-07-07,184.34604593312528
2023-07-10,184.03995914666206
2023-07-11,188.46008525034625
2023-07-12,192.2456527421669
2023-07-13,192.87587672684268
2023-07-14,194.60163776755675
2023-07-17,192.30592228894895
2023-07-18,190.14485035262322
2023-07-19,191.6482986343039
2023-07-20,190.12319071204527
2023-07-21,186.77721358463253
2023-07-24,187.25162596354522
2023-07-25,186.13793365024785
2023-07-26,182.068868739757
2023-07-27,182.1028839783862
2023-07-28,180.72462928180494
2023-07-31,179.93125424437548
2023-08-01,178.87101178173828
2023-08-02,179.3945262715032
2023-08-03,179.57749677644742
2023-08-04,180.1337243767744
2023-08-07,179.9351068838583
2023-08-08,181.50165952176687
2023-08-09,178.6626003684762
2023-08-10,176.28484607588737
2023-08-11,178.168983661211
2023-08-14,178.72990447670486
2023-08-15,178.9055870747638
2023-08-16,181.5549137287054
2023-08-17,184.09018998709067
2023-08-18,182.329433885016
2023-08-21,183.46874554238389
2023-08-22,182.48268782581573
2023-08-23,183.41735540935298
2023-08-24,183.92190936053115
2023-08-25,182.6999052712685
2023-08-28,182.83311641814723
2023-08-29,184.16796589292167
2023-08-30,185.89693845994128
2023-08-31,185.39896969725825
2023-09-01,183.9757671912892
2023-09-04,185.16739965237264
2023-09-05,182.71884768108785
2023-09-06,182.834107823
2023-09-07,185.04478423077128
2023-09-08,183.2024250302278
2023-09-11,183.09240693743817
2023-09-12,181.99248400715004
2023-09-13,181.7045066612613
2023-09-14,182.1244487706596
2023-09-15,186.47084934983647
2023-09-18,188.30562533274463
2023-09-19,191.38578325419547
2023-09-20,193.587153026123
2023-09-21,194.5915726559659
2023-09-22,196.72274943896298
2023-09-25,197.640655098371
2023-09-26,197.54385159753608
2023-09-27,197.30532366309404
2023-09-28,197.7882764497001
2023-09-29,198.5197072384602
2023-10-02,196.28764007932037
2023-10-03,198.58092131003679
2023-10-04,201.70230157794126
2023-10-05,206.60998257458684
2023-10-06,206.8316682073676
2023-10-09,205.2736894353539
2023-10-10,205.49502913265272
2023-10-11,205.21580386878205
2023-10-12,203.07645438638886
2023-10-13,200.5888144997825
2023-10-16,197.72243918496838
2023-10-17,196.20840100066093
2023-10-18,196.87828406675703
2023-10-19,199.25472295446812
2023-10-20,201.17858630726576
2023-10-23,199.0273423975369
2023-10-24,200.5629288100432
2023-10-25,199.92932798347618
2023-10-26,202.95976311232562
2023-10-27,202.7888943482029
2023-10-30,201.31335267071492
2023-10-31,202.2667621333845
2023-11-01,203.64454846844527
2023-11-02,201.40142045023518
2023-11-03,199.89911196949538
2023-11-06,201.0817545217444
2023-11-07,202.53238313034583
2023-11-08,203.56599466059552
2023-11-09,203.42518769143516
2023-11-10,203.4796857236655
2023-11-13,204.71537500229448
2023-11-14,204.65664403825107
2023-11-15,206.04712292194418
2023-11-16,205.4103248910049
2023-11-17,207.3060914015088
2023-11-20,206.66069500833868
2023-11-21,205.46932798106553
2023-11-22,208.51442619678951
2023-11-23,212.08643742261208
2023-11-24,220.249777245226
2023-11-27,220.80522276686767
2023-11-28,221.52840008415447
2023-11-29,219.38848923676662
2023-11-30,220.6029959207461
2023-12-01,217.1081712499914
2023-12-04,217.8492830611444
2023-12-05,217.46903558719967
2023-12-06,216.5132793902061
2023-12-07,217.48757040360863
2023-12-08,217.78384742870642
2023-12-11,217.37058913290025
2023-12-12,217.14774151349823
2023-12-13,214.1180322084282
2023-12-14,211.0510237108969
2023-12-15,213.8398775648527
2023-12-18,213.3991272925765
2023-12-19,210.96159726088058
2023-12-20,208.31718940363538
2023-12-21,210.39234116381365
2023-12-22,207.72374928921602
2023-12-25,209.1962015222951
2023-12-26,207.37094683929186
2023-12-27,207.09397651021044
2023-12-28,209.00987430177872
2023-12-29,211.30973021394666
2024-01-01,214.39004577712856
2024-01-02,217.5843323888281
2024-01-03,213.93814231664533
2024-01-04,210.5974829677676
2024-01-05,211.45756457928923
2024-01-08,215.18080437583106
2024-01-09,214.05627775755755
2024-01-10,212.54298880005928
2024-01-11,210.79328407902273
2024-01-12,212.31728664762076
2024-01-15,208.70236177172487
2024-01-16,212.5264035126702
2024-01-17,208.97439926602038
2024-01-18,210.0931574142894
2024-01-19,212.95047304878284
2024-01-22,210.3062444741416
2024-01-23,205.79585018496113
2024-01-24,206.78807315420417
2024-01-25,205.6106945425927
2024-01-26,205.92561143615725
2024-01-29,202.17736523298123
2024-01-30,200.3356704895244
2024-01-31,202.7147092648435
2024-02-01,204.5894055013705
2024-02-02,201.8406988036181
2024-02-05,203.42446010621177
2024-02-06,200.3583656162625
2024-02-07,201.65229767682638
2024-02-08,200.4941776090026
2024-02-09,198.8667665217227
2024-02-12,197.69499421217097
2024-02-13,195.37639380754283
2024-02-14,194.32581244192139
2024-02-15,192.66122696111424
2024-02-16,193.08104706550472
2024-02-19,193.787649584559
2024-02-20,196.63452867278795
2024-02-21,197.15330629415945
2024-02-22,200.87334520027352
2024-02-23,201.02245458445304
2024-02-26,202.3575621016618
2024-02-27,207.09854217746755
2024-02-28,205.69209336415892
2024-02-29,206.68468087617745
2024-03-01,208.01742062644965
2024-03-04,207.84000369718942
2024-03-05,208.68077033599684
2024-03-06,206.91412391126667
2024-03-07,209.9212962604868
2024-03-08,211.05182478664472
2024-03-11,205.8177560021877
2024-03-12,208.9500274940318
2024-03-13,212.8971078700926
2024-03-14,217.94933966270227
2024-03-15,221.38381238951092
2024-03-18,221.4806112240467
2024-03-19,222.94306372744575
2024-03-20,222.17602689798724
2024-03-21,218.20836635275342
2024-03-22,216.2674635629072
2024-03-25,220.27723113211943
2024-03-26,220.92262557265872
2024-03-27,223.4841926680797
2024-03-28,225.04372652088472
2024-03-29,224.2666883485981
2024-04-01,224.53461722881224
2024-04-02,226.57605035119118
2024-04-03,229.54741540105923
2024-04-04,228.38022659048974
2024-04-05,228.6496782747819
2024-04-08,228.6913487992328
2024-04-09,227.92302820568574
2024-04-10,230.80598273880776
2024-04-11,232.26362460482264
2024-04-12,231.84411194577
2024-04-15,225.85488691387064
2024-04-16,228.46510481705948
2024-04-17,230.73454447904408
2024-04-18,233.12164637520962
2024-04-19,234.1284940650509
2024-04-22,231.6100698637715
2024-04-23,235.38068597542087
2024-04-24,235.87184540867435
2024-04-25,235.78344003168996
2024-04-26,234.4478576168635
2024-04-29,234.42524826614112
2024-04-30,232.7411760699515
2024-05-01,235.03131405233555
2024-05-02,236.2367424707637
2024-05-03,236.55394472501015
2024-05-06,236.35824885461693
2024-05-07,236.32551600859958
2024-05-08,230.19640106836698
2024-05-09,228.00463176753962
2024-05-10,228.26886297226676
2024-05-13,229.75161610924545
2024-05-14,226.59997401111588
2024-05-15,225.96888075202565
2024-05-16,224.67555101675404
2024-05-17,223.16670958037116
2024-05-20,227.22784876559
2024-05-21,227.1854360074674
2024-05-22,226.32537429286936
2024-05-23,225.5283951758939
2024-05-24,223.32865262455584
2024-05-27,223.5871305595923
2024-05-28,226.48253556916922
2024-05-29,225.5104805880253
2024-05-30,224.13042248409832
2024-05-31,225.0337566272454
2024-06-03,224.4965793556574
2024-06-04,223.75650438255025
2024-06-05,224.55646649581976
2024-06-06,225.18927284610487
2024-06-07,224.50689961611033
2024-06-10,227.38174704436602
2024-06-11,226.46409147218606
2024-06-12,223.60951315801336
2024-06-13,223.88267889914917
2024-06-14,226.82062154159414
2024-06-17,229.5878857906604
2024-06-18,229.7313746859031
2024-06-19,231.5771622578452
2024-06-20,232.48256251096126
2024-06-21,234.3558924871465
2024-06-24,233.1367812104153
2024-06-25,240.46585978977663
2024-06-26,238.89605398406349
2024-06-27,241.180671745182
2024-06-28,241.61320297044134
2024-07-01,243.87671469367703
2024-07-02,242.34000019955627
2024-07-03,243.68354732283092
2024-07-04,241.0304036299451
2024-07-05,238.1688451411472
2024-07-08,237.53712306560485
2024-07-09,234.72458976170464
2024-07-10,230.1476540860962
2024-07-11,233.29795199450868
2024-07-12,234.91769691369518
2024-07-15,238.37978948067763
2024-07-16,238.6049058718013
2024-07-17,241.00080713052517
2024-07-18,244.11147730017873
2024-07-19,240.94953170799118
2024-07-22,242.9760253640437
2024-07-23,242.7947201137054
2024-07-24,244.07472463047566
2024-07-25,243.18791397588816
2024-07-26,245.06364081197881
2024-07-29,245.87983575216805
2024-07-30,243.63826106830325
2024-07-31,244.1148256340642
2024-08-01,246.55493220577767
2024-08-02,247.4221783285521
2024-08-05,250.1370360153584
2024-08-06,248.5678758750034
2024-08-07,250.02721340710977
2024-08-08,250.7040562080909
2024-08-09,249.56944637827027
2024-08-12,249.02830482042933
2024-08-13,251.46661802813492
2024-08-14,252.76289445409716
2024-08-15,251.50861079211757
2024-08-16,248.68796604239566
2024-08-19,250.14349637320566
2024-08-20,246.33680865287823
2024-08-21,243.39180146547568
2024-08-22,245.7910274711554
2024-08-23,249.3150737620475
2024-08-26,243.39200470504494
2024-08-27,242.6069392379722
2024-08-28,243.4856888485863
2024-08-29,241.9939129894578
2024-08-30,238.97969498583643
2024-09-02,241.47479072375722
2024-09-03,242.6018791713858
2024-09-04,246.65164685023862
2024-09-05,246.15861197114674
2024-09-06,242.84703369373594
2024-09-09,239.70005738650926
2024-09-10,238.49971197196584
2024-09-11,235.20012219562796
2024-09-12,234.393733384515
2024-09-13,230.0656320435984
2024-09-16,229.57205679013106
2024-09-17,229.51707982944941
2024-09-18,234.8362534334147
2024-09-19,235.72434009107752
2024-09-20,234.89553963086897
2024-09-23,232.17631440017712
2024-09-24,228.9974932714452
2024-09-25,230.4801870717229
2024-09-26,229.34039483342167
2024-09-27,227.9365581353978
2024-09-30,224.54127076090077
2024-10-01,226.66437384415076
2024-10-02,228.36918361371045
2024-10-03,229.02185911976787
2024-10-04,232.65478711384398
2024-10-07,232.80042765496063
2024-10-08,233.00121626262046
2024-10-09,234.8443750806303
2024-10-10,236.0663592092053
2024-10-11,238.6516357366076
2024-10-14,239.1090914514987
2024-10-15,237.94314408211093
2024-10-16,235.97561762751496
2024-10-17,236.28723613147952
2024-10-18,235.3447342380759
2024-10-21,235.44570245908116
2024-10-22,234.2354117397244
2024-10-23,237.30952187407573
2024-10-24,238.0191505265972
2024-10-25,237.13481926069417
2024-10-28,239.39812822088072
2024-10-29,239.4465443977615
2024-10-30,236.36537976711313
2024-10-31,233.05097438107717
2024-11-01,227.47309491722106
2024-11-04,226.07852755402345
2024-11-05,226.01030479778456
2024-11-06,226.5296284575245
2024-11-07,227.6120227025738
2024-11-08,230.5492101056796
2024-11-11,227.65296971609672
2024-11-12,221.84224169281345
2024-11-13,220.01372433150385
2024-11-14,219.95553615338838
2024-11-15,223.76040537889716
2024-11-18,222.12365715204822
2024-11-19,225.1217229678088
2024-11-20,224.60686062682166
2024-11-21,224.07196959858334
2024-11-22,220.58702499077327
2024-11-25,221.7348075536039
2024-11-26,221.32000234845646
2024-11-27,223.32249256192455
2024-11-28,222.32695862565004
2024-11-29,226.75211860128735
2024-12-02,228.73446947841657
2024-12-03,226.2371340193014
2024-12-04,226.6808665530292
2024-12-05,227.67645916911482
2024-12-06,223.84067932738841
2024-12-09,226.11444758654162
2024-12-10,225.81028839014706
2024-12-11,221.7734281594219
2024-12-12,220.4197314024414
2024-12-13,221.52619798584362
2024-12-16,218.77419789522082
2024-12-17,216.84863135408912
2024-12-18,217.6589642015013
2024-12-19,212.33579989840226
2024-12-20,210.62945062889375
2024-12-23,210.63596717052272
2024-12-24,207.1348893202047
2024-12-25,205.97646312794046
2024-12-26,205.79080094903966
2024-12-27,206.72789189405455
2024-12-30,206.7522404219726
2024-12-31,205.1422552449762
2025-01-01,203.97373856694242
2025-01-02,205.4683288700669
2025-01-03,202.36843336727728
2025-01-06,208.2490971547699
2025-01-07,209.32777109270012
2025-01-08,209.9863552330027
2025-01-09,208.03724399690782
2025-01-10,209.36918485873258
2025-01-13,213.37514756848663
2025-01-14,214.93867223571974
2025-01-15,215.373149157005
2025-01-16,213.64853901520428
2025-01-17,209.95360162220393
