Date,QQQM
2022-11-22,114.89311218261719
2022-11-23,116.17308044433594
2022-11-25,115.33280181884766
2022-11-28,113.6131591796875
2022-11-29,112.81195831298828
2022-11-30,117.97087097167969
2022-12-01,118.088134765625
2022-12-02,117.58982849121094
2022-12-05,115.67477416992188
2022-12-06,113.368896484375
2022-12-07,112.74357604980469
2022-12-08,114.0625991821289
2022-12-09,113.40797424316406
2022-12-12,114.7758560180664
2022-12-13,116.05582427978516
2022-12-14,115.06900024414062
2022-12-15,111.38545989990234
2022-12-16,110.27159118652344
2022-12-19,108.72412872314453
2022-12-20,108.60661315917969
2022-12-21,110.18345642089844
2022-12-22,107.52925872802734
2022-12-23,107.76432800292969
2022-12-27,106.1580810546875
2022-12-28,104.79669952392578
2022-12-29,107.39214324951172
2022-12-30,107.27461242675781
2023-01-03,106.51067352294922
2023-01-04,107.05913543701172
2023-01-05,105.4822998046875
2023-01-06,108.26382446289062
2023-01-09,109.0473403930664
2023-01-10,109.95818328857422
2023-01-11,111.88762664794922
2023-01-12,112.44587707519531
2023-01-13,113.2196273803711
2023-01-17,113.45468139648438
2023-01-18,111.9659652709961
2023-01-19,110.86902618408203
2023-01-20,113.91500091552734
2023-01-23,116.41249084472656
2023-01-24,116.197021484375
2023-01-25,115.95217895507812
2023-01-26,118.20482635498047
2023-01-27,119.36050415039062
2023-01-30,116.93157958984375
2023-01-31,118.723876953125
2023-02-01,121.2703628540039
2023-02-02,125.56017303466797
2023-02-03,123.39566040039062
2023-02-06,122.29873657226562
2023-02-07,124.86478424072266
2023-02-08,122.64154052734375
2023-02-09,121.57396697998047
2023-02-10,120.78065490722656
2023-02-13,122.72967529296875
2023-02-14,123.61112976074219
2023-02-15,124.5611801147461
2023-02-16,122.22037506103516
2023-02-17,121.34870910644531
2023-02-21,118.5182113647461
2023-02-22,118.52799987792969
2023-02-23,119.56617736816406
2023-02-24,117.57799530029297
2023-02-27,118.43987274169922
2023-02-28,118.30274200439453
2023-03-01,117.31355285644531
2023-03-02,118.38111114501953
2023-03-03,120.76105499267578
2023-03-06,120.90796661376953
2023-03-07,119.41928100585938
2023-03-08,120.00692749023438
2023-03-09,117.89139556884766
2023-03-10,116.29496765136719
2023-03-13,117.0882797241211
2023-03-14,119.75227355957031
2023-03-15,120.40848541259766
2023-03-16,123.60135650634766
2023-03-17,123.04307556152344
2023-03-20,123.4395751953125
2023-03-21,125.23551177978516
2023-03-22,123.50825500488281
2023-03-23,125.03924560546875
2023-03-24,125.4808578491211
2023-03-27,124.6368637084961
2023-03-28,123.96952819824219
2023-03-29,126.246337890625
2023-03-30,127.42402648925781
2023-03-31,129.5536346435547
2023-04-03,129.2101593017578
2023-04-04,128.7881317138672
2023-04-05,127.46326446533203
2023-04-06,128.37599182128906
2023-04-10,128.28762817382812
2023-04-11,127.45345306396484
2023-04-12,126.31505584716797
2023-04-13,128.8568572998047
2023-04-14,128.60171508789062
2023-04-17,128.6998291015625
2023-04-18,128.6703643798828
2023-04-19,128.6703643798828
2023-04-20,127.64974975585938
2023-04-21,127.76749420166016
2023-04-24,127.53197479248047
2023-04-25,125.10794067382812
2023-04-26,125.84397888183594
2023-04-27,129.28866577148438
2023-04-28,130.21116638183594
2023-05-01,130.01490783691406
2023-05-02,128.86669921875
2023-05-03,128.0717315673828
2023-05-04,127.6791763305664
2023-05-05,130.35836791992188
2023-05-08,130.70187377929688
2023-05-09,129.85787963867188
2023-05-10,131.2318115234375
2023-05-11,131.68325805664062
2023-05-12,131.1631622314453
2023-05-15,131.9285888671875
2023-05-16,132.05618286132812
2023-05-17,133.61660766601562
2023-05-18,136.12896728515625
2023-05-19,135.8051300048828
2023-05-22,136.35470581054688
2023-05-23,134.54891967773438
2023-05-24,133.89138793945312
2023-05-25,137.12020874023438
2023-05-26,140.64337158203125
2023-05-30,141.25186157226562
2023-05-31,140.4274444580078
2023-06-01,142.0958709716797
2023-06-02,143.1949920654297
2023-06-05,143.2440948486328
2023-06-06,143.2440948486328
2023-06-07,140.8200225830078
2023-06-08,142.47857666015625
2023-06-09,143.06741333007812
2023-06-12,145.5111083984375
2023-06-13,146.66915893554688
2023-06-14,147.72901916503906
2023-06-15,149.45628356933594
2023-06-16,148.5043487548828
2023-06-20,148.35397338867188
2023-06-21,146.39820861816406
2023-06-22,148.04930114746094
2023-06-23,146.55543518066406
2023-06-26,144.66844177246094
2023-06-27,147.11561584472656
2023-06-28,147.4104766845703
2023-06-29,147.1057891845703
2023-06-30,149.3662109375
2023-07-03,149.73971557617188
2023-07-05,149.69058227539062
2023-07-06,148.54067993164062
2023-07-07,148.11810302734375
2023-07-10,148.14756774902344
2023-07-11,148.8257293701172
2023-07-12,150.72251892089844
2023-07-13,153.25816345214844
2023-07-14,153.28762817382812
2023-07-17,154.6340789794922
2023-07-18,155.97068786621094
2023-07-19,155.80361938476562
2023-07-20,152.32452392578125
2023-07-21,151.8822021484375
2023-07-24,152.12789916992188
2023-07-25,153.19920349121094
2023-07-26,152.61932373046875
2023-07-27,152.26553344726562
2023-07-28,155.01734924316406
2023-07-31,155.2139129638672
2023-08-01,154.78150939941406
2023-08-02,151.38099670410156
2023-08-03,151.0959930419922
2023-08-04,150.42767333984375
2023-08-07,151.666015625
2023-08-08,150.37850952148438
2023-08-09,148.707763671875
2023-08-10,149.05178833007812
2023-08-11,148.07876586914062
2023-08-14,149.7790069580078
2023-08-15,148.18687438964844
2023-08-16,146.56527709960938
2023-08-17,144.97312927246094
2023-08-18,144.77658081054688
2023-08-21,147.17462158203125
2023-08-22,146.9289093017578
2023-08-23,149.28765869140625
2023-08-24,146.02471923828125
2023-08-25,147.2335662841797
2023-08-28,148.35397338867188
2023-08-29,151.49891662597656
2023-08-30,152.4129180908203
2023-08-31,152.75689697265625
2023-09-01,152.6979217529297
2023-09-05,152.87486267089844
2023-09-06,151.57752990722656
2023-09-07,150.42767333984375
2023-09-08,150.64390563964844
2023-09-11,152.44244384765625
2023-09-12,150.75198364257812
2023-09-13,151.34169006347656
2023-09-14,152.5603485107422
2023-09-15,149.8773193359375
2023-09-18,150.10865783691406
2023-09-19,149.803466796875
2023-09-20,147.64767456054688
2023-09-21,144.8618927001953
2023-09-22,144.95046997070312
2023-09-25,145.63954162597656
2023-09-26,143.41482543945312
2023-09-27,143.77906799316406
2023-09-28,144.93077087402344
2023-09-29,145.1079864501953
2023-10-02,146.32859802246094
2023-10-03,143.71014404296875
2023-10-04,145.69859313964844
2023-10-05,145.22610473632812
2023-10-06,147.64767456054688
2023-10-09,148.43521118164062
2023-10-10,149.2423553466797
2023-10-11,150.32525634765625
2023-10-12,149.78379821777344
2023-10-13,147.92330932617188
2023-10-16,149.63613891601562
2023-10-17,149.1341094970703
2023-10-18,147.15550231933594
2023-10-19,145.7576446533203
2023-10-20,143.61170959472656
2023-10-23,144.03500366210938
2023-10-24,145.42295837402344
2023-10-25,141.87921142578125
2023-10-26,139.05401611328125
2023-10-27,139.8710479736328
2023-10-30,141.42636108398438
2023-10-31,142.07608032226562
2023-11-01,144.63548278808594
2023-11-02,147.17518615722656
2023-11-03,148.93722534179688
2023-11-06,149.49830627441406
2023-11-07,150.935546875
2023-11-08,151.05364990234375
2023-11-09,149.9117431640625
2023-11-10,153.20944213867188
2023-11-13,152.79600524902344
2023-11-14,156.05433654785156
2023-11-15,156.18228149414062
2023-11-16,156.32008361816406
2023-11-17,156.35946655273438
2023-11-20,158.24948120117188
2023-11-21,157.33401489257812
2023-11-22,157.98374938964844
2023-11-24,157.75729370117188
2023-11-27,157.5998077392578
2023-11-28,158.0132598876953
2023-11-29,157.89511108398438
2023-11-30,157.45216369628906
2023-12-01,157.9246368408203
2023-12-04,156.44805908203125
2023-12-05,156.8615264892578
2023-12-06,155.9263458251953
2023-12-07,158.18060302734375
2023-12-08,158.84996032714844
2023-12-11,160.20840454101562
2023-12-12,161.5176544189453
2023-12-13,163.52577209472656
2023-12-14,163.37814331054688
2023-12-15,164.02780151367188
2023-12-18,165.24237060546875
2023-12-19,166.0415802001953
2023-12-20,163.5946807861328
2023-12-21,165.5087890625
2023-12-22,165.775146484375
2023-12-26,166.77166748046875
2023-12-27,167.08737182617188
2023-12-28,167.01832580566406
2023-12-29,166.28819274902344
2024-01-02,163.4861602783203
2024-01-03,161.72996520996094
2024-01-04,160.93075561523438
2024-01-05,161.13795471191406
2024-01-08,164.4727783203125
2024-01-09,164.78851318359375
2024-01-10,165.9132843017578
2024-01-11,166.28819274902344
2024-01-12,166.34739685058594
2024-01-16,166.31781005859375
2024-01-17,165.3804931640625
2024-01-18,167.81752014160156
2024-01-19,171.0734100341797
2024-01-22,171.28060913085938
2024-01-23,172.04029846191406
2024-01-24,172.9480438232422
2024-01-25,173.14535522460938
2024-01-26,172.1389923095703
2024-01-29,173.8952178955078
2024-01-30,172.7112274169922
2024-01-31,169.31719970703125
2024-02-01,171.3990020751953
2024-02-02,174.30960083007812
2024-02-05,174.02346801757812
2024-02-06,173.68801879882812
2024-02-07,175.44424438476562
2024-02-08,175.78953552246094
2024-02-09,177.49644470214844
2024-02-12,176.8057861328125
2024-02-13,174.04318237304688
2024-02-14,175.96714782714844
2024-02-15,176.49005126953125
2024-02-16,174.8818359375
2024-02-20,173.55975341796875
2024-02-21,172.83949279785156
2024-02-22,177.95030212402344
2024-02-23,177.4076385498047
2024-02-26,177.33859252929688
2024-02-27,177.75294494628906
2024-02-28,176.79591369628906
2024-02-29,178.27587890625
2024-03-01,181.0286102294922
2024-03-04,180.3181915283203
2024-03-05,177.1116485595703
2024-03-06,178.2561492919922
2024-03-07,180.9398193359375
2024-03-08,178.32521057128906
2024-03-11,177.67404174804688
2024-03-12,180.1899871826172
2024-03-13,178.8185577392578
2024-03-14,178.39425659179688
2024-03-15,176.25326538085938
2024-03-18,177.92886352539062
2024-03-19,178.3638458251953
2024-03-20,180.4990692138672
2024-03-21,181.31959533691406
2024-03-22,181.48764038085938
2024-03-25,180.9043731689453
2024-03-26,180.31124877929688
2024-03-27,180.97361755371094
2024-03-28,180.5979461669922
2024-04-01,181.0131378173828
2024-04-02,179.42156982421875
2024-04-03,179.82687377929688
2024-04-04,177.06881713867188
2024-04-05,179.16456604003906
2024-04-08,179.23373413085938
2024-04-09,179.86639404296875
2024-04-10,178.3144073486328
2024-04-11,181.1910400390625
2024-04-12,178.2649688720703
2024-04-15,175.32899475097656
2024-04-16,175.3388671875
2024-04-17,173.22337341308594
2024-04-18,172.26446533203125
2024-04-19,168.676025390625
2024-04-22,170.37637329101562
2024-04-23,172.89715576171875
2024-04-24,173.4803924560547
2024-04-25,172.65000915527344
2024-04-26,175.31910705566406
2024-04-29,176.02096557617188
2024-04-30,172.67965698242188
2024-05-01,171.46376037597656
2024-05-02,173.6385498046875
2024-05-03,177.1479034423828
2024-05-06,179.1151123046875
2024-05-07,179.1151123046875
2024-05-08,179.0063934326172
2024-05-09,179.4017791748047
2024-05-10,179.81698608398438
2024-05-13,180.25193786621094
2024-05-14,181.39865112304688
2024-05-15,184.21603393554688
2024-05-16,183.8601531982422
2024-05-17,183.7810821533203
2024-05-20,185.05630493164062
2024-05-21,185.42205810546875
2024-05-22,185.37261962890625
2024-05-23,184.56201171875
2024-05-24,186.32162475585938
2024-05-28,187.0135955810547
2024-05-29,185.728515625
2024-05-30,183.72177124023438
2024-05-31,183.74151611328125
2024-06-03,184.35443115234375
2024-06-04,184.82891845703125
2024-06-05,188.54586791992188
2024-06-06,188.5162353515625
2024-06-07,188.34815979003906
2024-06-10,189.08956909179688
2024-06-11,190.39447021484375
2024-06-12,192.85592651367188
2024-06-13,193.9334716796875
2024-06-14,194.93190002441406
2024-06-17,197.32420349121094
2024-06-18,197.38351440429688
2024-06-20,195.85122680664062
2024-06-21,195.27786254882812
2024-06-24,193.12925720214844
2024-06-25,195.32740783691406
2024-06-26,195.753173828125
2024-06-27,196.23834228515625
2024-06-28,195.16896057128906
2024-07-01,196.37698364257812
2024-07-02,198.4265594482422
2024-07-03,200.0702362060547
2024-07-05,202.1792449951172
2024-07-08,202.68423461914062
2024-07-09,202.83274841308594
2024-07-10,204.9615936279297
2024-07-11,200.44650268554688
2024-07-12,201.66436767578125
2024-07-15,202.1891326904297
2024-07-16,202.24856567382812
2024-07-17,196.34725952148438
2024-07-18,195.3571014404297
2024-07-19,193.63421630859375
2024-07-22,196.535400390625
2024-07-23,195.83236694335938
2024-07-24,188.84188842773438
2024-07-25,186.69326782226562
2024-07-26,188.673583984375
2024-07-29,189.030029296875
2024-07-30,186.4358367919922
2024-07-31,191.85195922851562
2024-08-01,187.3269500732422
2024-08-02,182.85145568847656
2024-08-05,177.59376525878906
2024-08-06,179.13841247558594
2024-08-07,177.17791748046875
2024-08-08,182.55441284179688
2024-08-09,183.51487731933594
2024-08-12,183.98025512695312
2024-08-13,188.5052490234375
2024-08-14,188.57456970214844
2024-08-15,193.34710693359375
2024-08-16,193.5748291015625
2024-08-19,196.11949157714844
2024-08-20,195.69375610351562
2024-08-21,196.64430236816406
2024-08-22,193.50552368164062
2024-08-23,195.5848388671875
2024-08-26,193.7035675048828
2024-08-27,194.30755615234375
2024-08-28,192.1193084716797
2024-08-29,191.80245971679688
2024-08-30,194.1491241455078
2024-09-03,188.20819091796875
2024-09-04,187.6834259033203
2024-09-05,187.91116333007812
2024-09-06,182.88121032714844
2024-09-09,185.19813537597656
2024-09-10,186.87147521972656
2024-09-11,190.90142822265625
2024-09-12,192.85202026367188
2024-09-13,193.7035675048828
2024-09-16,192.871826171875
2024-09-17,192.98072814941406
2024-09-18,192.1193084716797
2024-09-19,196.98095703125
2024-09-20,196.63438415527344
2024-09-23,197.14015197753906
2024-09-24,198.0723114013672
2024-09-25,198.310302734375
2024-09-26,199.7581024169922
2024-09-27,198.64747619628906
2024-09-30,199.17303466796875
2024-10-01,196.40631103515625
2024-10-02,196.7038116455078
2024-10-03,196.54515075683594
2024-10-04,198.8854522705078
2024-10-07,196.75340270996094
2024-10-08,199.69862365722656
2024-10-09,201.27532958984375
2024-10-10,201.07701110839844
2024-10-11,201.3348388671875
2024-10-14,203.04046630859375
2024-10-15,200.33326721191406
2024-10-16,200.33326721191406
2024-10-17,200.51174926757812
2024-10-18,201.82073974609375
2024-10-21,202.18765258789062
2024-10-22,202.40579223632812
2024-10-23,199.3416290283203
2024-10-24,200.9282684326172
2024-10-25,202.1479949951172
2024-10-28,202.2074737548828
2024-10-29,204.09161376953125
2024-10-30,202.6041259765625
2024-10-31,197.46742248535156
2024-11-01,198.9251251220703
2024-11-04,198.3499755859375
2024-11-05,200.88858032226562
2024-11-06,206.332763671875
2024-11-07,209.5853729248047
2024-11-08,209.85308837890625
2024-11-11,209.73410034179688
2024-11-12,209.3671875
2024-11-13,209.06971740722656
2024-11-14,207.59213256835938
2024-11-15,202.643798828125
2024-11-18,204.08169555664062
2024-11-19,205.4799346923828
2024-11-20,205.38075256347656
2024-11-21,206.14434814453125
2024-11-22,206.44183349609375
2024-11-25,206.76907348632812
2024-11-26,207.87973022460938
2024-11-27,206.26333618164062
2024-11-29,208.0482940673828
2024-12-02,210.3291015625
2024-12-03,210.97369384765625
2024-12-04,213.57180786132812
2024-12-05,213.00656127929688
2024-12-06,214.9105224609375
2024-12-09,213.2445526123047
2024-12-10,212.49090576171875
2024-12-11,216.3087615966797
2024-12-12,214.92042541503906
2024-12-13,216.58641052246094
2024-12-16,219.66053771972656
2024-12-17,218.73829650878906
2024-12-18,210.8645782470703
2024-12-19,209.85308837890625
2024-12-20,211.75706481933594
2024-12-23,213.7929229736328
2024-12-24,216.70269775390625
2024-12-26,216.53384399414062
2024-12-27,213.66380310058594
2024-12-30,210.7937774658203
2024-12-31,208.9962921142578
2025-01-02,208.59906005859375
2025-01-03,211.98550415039062
2025-01-06,214.43841552734375
